cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,target
2.0,1.0,1.0,-218.31,26.75,5.83,4.5,69.66,-44.16,-44.12,485.87,-293.35,-5.01,278.14,-418.69,129.27,1.0
1.0,1.0,1.0,-41.78,-28.87,104.03,12.67,-68.9,65.31,-46.65,-282.93,-306.35,17.81,190.42,-108.81,116.04,0.0
0.0,1.0,2.0,-19.55,-71.16,84.96,32.02,-124.2,43.1,75.55,-13.57,175.43,1.87,-53.71,473.67,-170.47,0.0
2.0,2.0,1.0,138.4,-23.07,49.95,29.75,-1.26,90.45,-2.63,-414.57,168.75,-1.29,81.4,232.82,36.68,0.0
1.0,2.0,1.0,-44.35,-3.74,-1.81,33.17,-7.75,190.17,-39.06,-433.47,-42.54,6.79,138.21,-90.89,63.43,1.0
1.0,2.0,2.0,-75.73,-46.17,124.85,17.75,22.65,89.99,35.72,-58.31,-97.11,-0.9,128.1,-216.58,120.82,0.0
2.0,1.0,1.0,-39.39,-8.19,-26.86,-13.58,-35.38,77.55,-51.12,-42.82,-63.66,-7.93,108.07,-158.69,109.33,1.0
2.0,1.0,2.0,30.36,-8.55,-34.85,11.02,11.85,-33.96,-31.77,90.04,17.95,-14.48,-86.18,86.14,-32.19,0.0
2.0,1.0,1.0,9.51,-9.29,121.7,-7.71,-76.85,73.89,-3.41,-281.19,-258.28,-6.27,33.84,-108.6,82.84,0.0
1.0,2.0,1.0,-21.21,7.15,-14.06,0.26,-42.61,100.64,-56.67,-415.23,-160.23,1.74,140.01,-148.26,97.04,0.0
2.0,1.0,1.0,-267.95,24.9,121.22,-6.3,49.77,-30.83,-29.7,716.03,-69.81,-16.93,278.92,-309.22,55.25,1.0
1.0,2.0,2.0,112.83,-2.59,-47.93,-13.31,-83.84,79.82,85.71,-488.38,23.94,13.92,40.39,33.75,133.02,0.0
2.0,1.0,1.0,-95.43,-24.21,66.15,-12.71,51.11,198.27,-133.84,214.77,-47.03,-0.42,37.7,-327.18,37.31,1.0
2.0,2.0,3.0,-26.66,52.0,-78.76,27.05,-12.43,217.31,-43.28,-433.33,238.0,-4.86,74.13,14.93,26.22,1.0
1.0,0.0,2.0,-85.44,-20.87,-33.28,-14.51,62.64,-228.37,-47.08,617.89,-539.48,6.99,144.18,-328.83,111.63,1.0
2.0,1.0,1.0,-55.33,24.09,58.74,-21.27,57.74,-98.45,41.53,581.58,-176.07,5.66,64.16,-129.27,-30.46,1.0
1.0,1.0,2.0,199.54,9.85,54.65,0.46,-151.64,-169.35,74.4,-454.27,79.87,-18.46,-152.43,506.79,-33.67,0.0
3.0,1.0,1.0,11.15,10.86,126.91,11.4,-59.39,7.99,59.34,-108.76,107.32,-22.35,-85.77,206.34,-72.35,0.0
1.0,1.0,2.0,61.88,-25.14,67.48,0.89,-86.54,-141.17,-18.15,-157.4,63.35,-0.01,-191.39,215.75,-4.54,0.0
2.0,2.0,2.0,19.4,-9.2,-67.38,-3.98,-27.65,-0.44,36.46,-141.01,-24.85,-29.26,131.88,-51.02,132.13,1.0
1.0,2.0,2.0,-210.24,19.95,40.45,44.56,107.7,147.06,-6.74,319.86,16.89,-9.65,171.36,-186.8,-57.1,1.0
3.0,1.0,1.0,60.87,-32.98,73.13,26.69,-10.8,3.61,-105.93,-14.92,79.16,-9.24,-149.24,189.53,-37.63,0.0
1.0,1.0,1.0,-167.96,50.11,44.99,20.81,95.71,74.2,-66.96,465.88,242.79,-15.76,117.99,-158.18,16.45,1.0
3.0,1.0,2.0,13.1,41.29,64.47,-16.27,108.25,-235.45,-61.8,324.51,-345.22,2.61,-106.59,-268.43,30.21,1.0
0.0,1.0,1.0,-49.63,-1.48,19.38,8.98,-33.25,52.08,19.69,-70.37,250.33,-9.53,72.85,31.04,77.01,1.0
3.0,1.0,3.0,-32.36,20.29,-20.26,24.03,94.12,82.45,-50.98,50.99,-130.62,-4.49,119.75,-235.55,93.84,1.0
1.0,1.0,1.0,-120.97,18.75,104.01,-8.91,24.38,-24.49,-44.28,198.35,-108.76,-4.6,223.76,-303.71,166.85,1.0
2.0,2.0,2.0,-24.98,-15.32,42.28,-22.42,62.63,-359.17,49.41,47.42,-255.87,8.19,-96.47,-349.19,174.51,1.0
2.0,1.0,2.0,29.3,-5.32,50.05,0.38,-6.86,49.57,-12.74,-192.56,-0.72,-3.24,74.76,-129.87,167.46,1.0
2.0,2.0,2.0,81.2,24.26,94.07,-20.73,35.24,-312.2,-39.26,-338.39,-18.27,3.81,-128.01,-217.01,225.82,1.0
1.0,2.0,1.0,200.12,0.27,-92.92,16.66,-115.8,-26.37,-110.74,-599.39,71.65,6.37,133.97,390.88,105.76,0.0
2.0,1.0,1.0,8.73,-28.52,-64.15,-5.82,-33.65,-177.28,40.35,91.63,38.85,4.13,-238.59,60.37,-0.77,0.0
0.0,2.0,1.0,-18.74,46.2,-100.82,-31.27,108.71,-173.99,69.78,401.53,-95.74,-18.97,35.67,-277.2,73.56,1.0
2.0,2.0,2.0,13.7,-7.54,-54.81,25.08,30.53,250.82,-13.97,-442.6,-195.38,-7.57,45.62,-218.04,64.67,0.0
1.0,2.0,1.0,108.49,-11.66,0.04,-7.08,-45.86,-70.62,-82.83,-239.17,69.67,1.62,71.97,100.95,135.79,0.0
1.0,1.0,1.0,106.64,-44.19,-17.34,41.02,-47.41,-70.94,37.07,-64.43,235.73,-11.4,-96.32,506.92,-100.37,0.0
2.0,2.0,2.0,50.57,-37.4,8.27,-15.83,-41.73,-295.1,-24.57,171.02,139.47,1.14,-135.13,230.23,-12.71,0.0
0.0,1.0,2.0,-32.09,-20.29,-92.76,5.25,29.86,83.47,-99.7,109.68,53.06,-20.17,72.15,-139.61,99.37,1.0
2.0,2.0,2.0,170.84,-49.81,-33.02,-1.97,-106.52,-322.05,-26.27,-0.53,212.42,-3.84,-72.96,622.59,-73.9,0.0
2.0,1.0,1.0,41.07,29.92,-51.25,-21.37,16.55,114.84,-49.38,274.97,-196.06,4.37,23.62,-31.27,-88.03,1.0
1.0,2.0,1.0,98.55,-15.06,59.75,-3.46,-66.36,-52.99,-13.36,-416.38,39.15,0.38,12.15,139.21,67.0,0.0
2.0,1.0,2.0,-30.57,26.2,63.98,-18.34,73.59,-10.26,23.8,166.81,-311.18,12.44,112.74,-363.51,106.38,1.0
1.0,1.0,2.0,29.31,1.98,31.57,-6.09,-101.68,22.27,-22.52,-392.12,-180.12,-7.06,203.23,-44.19,182.69,0.0
3.0,2.0,1.0,172.42,-56.37,51.69,14.23,-142.25,-16.38,-47.23,-734.87,-362.47,0.51,154.67,275.41,60.37,0.0
1.0,1.0,2.0,-149.22,51.43,68.83,16.45,15.14,-119.16,-58.36,208.06,3.06,-3.94,105.29,-104.34,58.27,1.0
0.0,0.0,2.0,175.65,-82.65,-30.73,-4.98,-95.2,-291.93,13.21,-157.28,108.05,15.79,-389.25,292.09,65.91,0.0
1.0,1.0,1.0,-11.58,3.45,78.69,17.16,8.68,-103.96,-57.43,51.35,23.73,0.51,188.69,-4.73,157.84,1.0
0.0,2.0,1.0,35.44,7.69,-73.53,11.94,25.15,-53.12,-123.16,175.73,116.61,7.79,98.83,247.78,-93.94,0.0
2.0,1.0,2.0,-268.61,42.49,61.48,8.43,65.33,-66.77,77.29,481.77,-79.1,3.88,244.9,-338.11,73.78,1.0
2.0,1.0,1.0,76.53,9.5,-97.89,4.27,-151.75,-56.59,53.44,-346.8,45.47,1.97,-95.68,394.9,-84.18,0.0
0.0,1.0,2.0,20.25,-11.76,-73.41,2.46,-12.85,-225.37,94.3,83.57,97.09,2.07,-103.87,159.34,-10.45,0.0
1.0,1.0,2.0,-4.58,-8.7,-125.04,2.75,78.96,10.34,40.07,222.87,-145.16,-18.13,109.63,-246.12,139.62,1.0
1.0,1.0,2.0,-45.82,30.65,14.94,-1.11,20.57,42.3,-102.71,127.99,263.51,-5.06,4.73,-54.57,54.27,1.0
3.0,0.0,2.0,-125.44,34.98,87.7,-2.59,54.12,-180.6,101.28,606.64,-209.4,-9.73,153.32,-198.46,76.54,1.0
1.0,2.0,1.0,-76.38,-1.0,134.94,14.52,-42.87,55.14,-102.02,-161.03,90.45,28.95,191.64,18.02,63.0,1.0
1.0,1.0,1.0,-74.56,40.62,-111.35,6.43,-17.1,-95.47,-8.15,11.04,5.96,0.68,113.14,-22.05,57.81,1.0
1.0,3.0,1.0,22.45,-123.24,58.37,27.22,57.19,264.16,-31.82,-438.17,-100.16,15.03,-57.3,-244.0,65.45,0.0
2.0,2.0,2.0,62.01,38.31,-12.21,39.64,-66.42,100.88,44.71,-766.93,281.73,-18.97,9.92,200.09,76.27,1.0
2.0,1.0,2.0,-63.72,38.26,-105.86,5.92,11.67,158.66,5.75,-76.12,255.41,3.68,22.39,-100.41,46.95,1.0
2.0,1.0,1.0,-106.86,60.46,-30.57,17.23,92.65,169.44,115.89,146.67,103.63,5.86,81.05,-220.97,8.33,1.0
2.0,2.0,2.0,-12.18,-29.07,-44.26,14.77,-19.69,155.59,84.96,-236.98,-197.66,18.48,57.94,-78.74,7.51,0.0
1.0,2.0,2.0,44.91,-47.13,15.64,28.74,-61.74,7.83,-95.69,-414.41,-126.26,-23.43,143.66,90.67,115.59,0.0
2.0,1.0,2.0,-101.59,39.73,3.58,-14.48,30.94,-4.48,-46.93,410.63,39.8,18.91,179.09,-110.7,16.73,1.0
1.0,1.0,1.0,-36.07,12.44,21.54,6.91,-46.56,51.09,-66.34,-148.89,-121.35,-4.89,76.45,-50.08,51.05,1.0
1.0,1.0,2.0,-11.2,19.89,90.65,11.65,-54.23,-152.41,-54.64,-356.86,-27.46,-22.8,48.3,-103.2,244.05,1.0
1.0,1.0,2.0,39.17,-19.31,-63.25,26.26,-34.31,-4.07,14.09,-7.95,166.14,-27.73,-55.29,310.02,-84.59,0.0
2.0,2.0,2.0,20.36,-8.8,-22.45,28.02,-93.92,-2.68,46.38,-409.77,-243.9,8.74,118.86,145.44,30.1,0.0
1.0,1.0,2.0,-157.63,16.61,-54.23,15.23,53.35,-39.71,10.14,472.22,158.01,4.7,187.33,-99.08,64.33,1.0
1.0,1.0,2.0,-12.44,-48.71,61.28,18.78,-77.19,63.33,123.93,-44.19,77.4,-0.91,-69.47,228.36,-84.61,0.0
1.0,1.0,1.0,-38.04,17.27,-35.86,6.39,-36.03,79.55,42.48,-224.49,-111.31,21.2,74.32,-191.93,157.96,0.0
2.0,2.0,1.0,-7.28,11.17,-79.46,18.28,28.04,76.09,-85.35,-176.73,-60.21,-15.78,109.31,-127.21,100.1,1.0
2.0,1.0,1.0,-27.74,17.1,-28.33,12.67,-26.24,-5.05,-35.58,-134.48,275.6,5.87,19.16,37.39,101.68,1.0
1.0,0.0,1.0,-88.65,20.86,17.18,10.36,79.24,-44.69,-47.77,404.3,166.59,3.92,29.83,-173.16,108.75,1.0
3.0,2.0,2.0,-183.99,4.59,20.49,-15.41,92.5,-226.73,-141.08,488.33,-216.31,-16.16,44.47,-411.52,78.31,1.0
2.0,2.0,2.0,-46.81,-55.01,-8.87,42.35,85.93,242.66,-117.19,-30.77,58.47,-17.11,9.19,-157.0,27.58,0.0
1.0,2.0,2.0,-62.96,20.8,62.94,26.64,-56.65,134.36,4.44,-391.48,169.37,16.02,208.47,75.03,55.31,1.0
1.0,2.0,1.0,-18.32,18.53,-35.82,-36.45,105.46,-181.48,-118.14,332.78,-207.48,-7.01,-37.49,-344.41,61.43,1.0
2.0,0.0,2.0,155.69,-43.86,-87.04,19.42,-29.53,-130.36,4.18,-188.38,1.07,-12.19,-295.21,181.68,49.93,0.0
1.0,1.0,1.0,-293.98,61.4,11.3,42.65,37.89,42.85,-126.83,455.13,539.38,-7.77,135.29,85.31,-104.09,1.0
1.0,1.0,1.0,45.08,-16.22,0.48,-6.22,-75.48,-180.5,-118.07,87.45,172.16,-2.82,-108.05,348.45,-90.35,0.0
2.0,2.0,2.0,-41.59,-39.79,11.65,11.14,-2.28,133.11,54.98,-180.83,-275.27,21.43,129.26,-194.72,64.02,0.0
2.0,1.0,1.0,-48.1,-17.32,14.45,-2.53,97.79,28.99,12.66,379.43,-182.85,2.91,117.05,-327.6,122.32,1.0
2.0,1.0,1.0,-244.6,-50.67,18.39,-19.33,56.0,-218.71,-34.4,639.97,-309.99,-0.88,107.28,-498.93,150.65,1.0
2.0,1.0,2.0,5.19,-29.21,-95.85,-42.61,1.02,-68.09,-4.92,244.2,-68.63,1.82,116.26,-185.33,133.86,1.0
1.0,2.0,1.0,-27.91,38.98,-17.74,-15.94,78.6,-212.78,-54.23,64.16,-37.25,-3.2,-61.29,-279.05,123.52,1.0
1.0,0.0,2.0,19.75,32.65,61.44,2.65,-4.3,-71.81,-13.48,-48.84,267.7,-21.28,3.62,-35.36,196.16,1.0
2.0,2.0,2.0,39.13,12.18,-92.94,20.43,-20.6,-102.13,78.59,-22.5,167.53,-23.19,12.73,318.91,-76.97,0.0
2.0,1.0,2.0,-52.99,9.92,-14.11,-30.21,57.54,-33.88,-44.71,578.03,-159.82,-3.23,79.53,-172.98,-25.55,1.0
1.0,1.0,1.0,-90.83,-92.96,70.39,27.15,-14.09,59.58,-7.48,295.64,143.95,-6.37,-143.65,107.63,-90.67,0.0
2.0,1.0,1.0,-99.65,5.5,-114.3,-27.31,88.91,-84.71,-81.26,817.93,-346.48,-5.51,182.73,-281.6,7.17,1.0
2.0,2.0,2.0,36.74,-46.16,9.49,13.81,-27.55,190.4,95.62,-416.52,-271.87,3.91,41.95,-90.39,23.25,0.0
1.0,2.0,1.0,13.78,13.79,-83.96,-10.03,44.47,-255.17,112.55,-70.89,-208.53,-13.71,-77.8,-242.82,150.12,1.0
2.0,1.0,1.0,-107.24,16.32,64.78,-7.57,78.43,-181.13,-20.11,282.82,-289.95,2.9,12.24,-365.76,94.62,1.0
1.0,1.0,2.0,-38.77,16.09,16.01,-6.66,81.08,213.27,15.77,129.89,122.22,-16.31,-115.4,-295.67,32.19,1.0
1.0,1.0,1.0,-92.29,-10.88,125.19,11.09,-31.36,-6.18,66.08,128.17,261.76,16.8,131.18,80.7,50.06,1.0
1.0,2.0,1.0,20.75,-31.14,-38.79,-1.25,-4.49,-231.19,-88.38,322.57,194.02,-18.51,-36.64,285.24,-73.12,0.0
1.0,2.0,2.0,58.71,-42.19,-100.66,3.48,-28.35,167.93,,-432.47,-175.93,6.65,106.77,-129.8,123.51,0.0
2.0,2.0,1.0,-144.92,-0.74,25.52,3.89,20.02,-275.8,-20.4,-123.23,-137.62,-0.84,15.83,-381.85,241.7,1.0
2.0,1.0,1.0,-78.69,-8.65,-52.74,-7.09,-11.66,-110.2,68.41,31.72,-111.08,17.19,15.62,-215.5,134.55,1.0
1.0,1.0,2.0,-44.62,-8.08,39.53,10.14,19.96,101.98,6.02,-29.58,53.55,14.11,38.97,-117.19,54.49,1.0
2.0,1.0,1.0,-180.02,49.25,1.55,12.04,48.71,68.57,-7.35,369.01,268.27,1.61,151.89,-108.21,9.78,1.0
1.0,2.0,2.0,265.36,3.21,3.11,37.83,-35.05,125.63,13.0,-473.89,278.55,8.97,116.16,517.85,14.88,0.0
1.0,1.0,1.0,154.04,43.22,-18.35,-29.92,73.74,-50.87,116.96,268.9,-442.82,5.3,87.75,-162.65,66.6,1.0
2.0,1.0,1.0,-196.99,4.28,-11.08,33.69,-82.67,-168.21,-52.87,-245.62,28.13,12.11,128.91,-115.24,212.41,1.0
2.0,1.0,1.0,-16.29,39.81,0.01,-17.03,104.81,-143.46,40.73,457.52,-327.46,27.76,-34.94,-227.84,-33.22,1.0
1.0,1.0,2.0,42.62,-1.68,-58.11,-1.02,12.56,160.43,-73.64,-212.75,-34.81,0.62,238.95,-185.57,204.38,0.0
3.0,2.0,2.0,-93.92,-27.03,94.87,27.3,-60.77,149.45,-27.08,57.24,56.29,1.7,87.32,225.91,-159.37,0.0
1.0,1.0,1.0,-41.77,1.1,-17.89,-51.72,58.15,194.55,109.93,721.52,-152.43,-0.31,210.25,-194.6,-83.98,1.0
0.0,1.0,1.0,192.34,-82.12,34.64,14.75,-57.19,-163.88,16.83,-24.02,167.89,5.44,-216.6,453.79,-29.32,0.0
1.0,3.0,1.0,173.7,-36.72,46.78,0.45,-3.5,147.52,-121.66,-387.59,-146.42,-13.45,48.6,105.68,-23.9,0.0
2.0,2.0,2.0,-56.49,41.87,-91.87,49.27,116.92,326.3,206.4,-238.04,97.92,22.37,-79.74,-235.56,-18.02,1.0
1.0,3.0,1.0,41.02,-56.32,76.68,49.77,71.44,197.77,107.07,-271.13,-104.75,-7.72,115.31,2.67,-11.74,0.0
2.0,2.0,2.0,84.64,-41.39,-117.51,30.94,-8.57,-22.26,-159.74,-199.5,-85.87,-8.01,28.89,197.56,-14.33,0.0
1.0,1.0,2.0,38.08,53.93,81.99,-2.51,3.82,-31.28,-29.14,-164.26,17.34,5.57,167.83,-107.99,199.91,1.0
2.0,1.0,1.0,-9.28,-7.46,31.63,11.96,-23.68,-25.32,91.55,18.43,21.23,-4.14,-7.65,128.84,-47.78,0.0
2.0,1.0,2.0,-36.63,-35.38,-16.98,20.86,-51.23,18.04,26.84,-158.44,-190.96,-7.22,111.35,16.61,38.45,0.0
1.0,2.0,2.0,6.75,-44.54,11.86,16.65,-11.19,153.32,-119.89,-368.18,-271.89,-2.08,62.23,-122.14,28.13,0.0
2.0,1.0,1.0,-26.93,-26.81,-12.27,7.86,0.25,-76.38,6.89,146.9,45.61,18.35,-72.94,59.16,-27.86,0.0
1.0,1.0,2.0,-113.28,18.03,-16.7,1.15,39.31,-269.1,39.05,321.61,-219.66,9.42,-16.0,-240.04,107.03,1.0
1.0,2.0,2.0,164.95,16.18,21.14,16.08,-24.6,76.27,-30.72,-455.49,7.93,12.94,65.0,183.06,49.91,0.0
1.0,1.0,0.0,-10.45,-15.72,37.05,-29.24,-46.5,70.5,23.76,111.58,-17.23,17.24,189.89,-75.82,96.26,1.0
1.0,1.0,1.0,-151.26,82.08,10.08,-4.34,10.15,101.99,-72.68,192.92,311.45,-13.18,138.36,-75.22,-6.06,1.0
2.0,1.0,1.0,-42.16,49.6,60.0,24.79,122.0,327.58,-65.68,-89.62,81.94,-23.92,-80.61,-299.93,-10.8,1.0
3.0,2.0,2.0,49.23,-59.18,-41.9,5.29,-19.09,165.19,-136.12,-343.83,-349.3,-7.09,55.17,-144.27,50.01,0.0
2.0,1.0,1.0,-37.49,-9.9,-85.02,-25.52,25.84,-124.62,-4.19,304.56,-197.28,-0.13,25.86,-234.61,96.53,1.0
1.0,2.0,2.0,60.86,-7.35,-132.94,9.23,-101.44,122.09,-42.47,-566.3,-146.19,-18.07,185.15,22.27,148.08,0.0
1.0,1.0,1.0,-108.5,-18.5,2.65,-21.14,-84.76,244.66,123.87,196.32,93.59,5.62,324.18,-53.87,70.19,1.0
2.0,1.0,0.0,-44.73,16.49,-31.39,-29.04,46.72,-56.79,-84.79,169.36,-43.16,16.69,75.96,-315.19,150.36,1.0
1.0,1.0,0.0,-202.14,52.74,74.22,12.34,118.34,85.7,22.41,679.18,281.69,8.08,85.93,-196.89,-27.71,1.0
3.0,2.0,2.0,-188.31,29.4,-97.65,28.75,27.18,235.99,40.69,92.27,292.59,9.58,114.54,-41.46,-84.98,1.0
2.0,1.0,2.0,48.99,8.39,158.2,7.72,-103.11,-66.42,-139.73,-334.57,-14.74,-10.89,-115.84,205.37,-16.03,0.0
1.0,3.0,2.0,65.16,18.48,-16.41,-31.57,12.21,-117.82,-70.08,-370.2,136.63,-6.95,-72.89,-207.67,192.12,1.0
1.0,2.0,1.0,86.68,16.54,-28.13,17.62,-105.54,9.33,-53.16,-549.98,-218.83,1.5,23.57,179.39,13.76,0.0
0.0,2.0,1.0,89.6,39.56,-18.06,16.29,-10.43,-115.48,42.07,-212.82,-19.99,-28.01,18.47,198.5,-5.41,0.0
1.0,1.0,1.0,-159.63,27.38,101.85,18.24,95.31,102.82,-79.95,355.94,84.15,8.64,89.34,-243.31,15.93,1.0
1.0,1.0,1.0,100.65,-55.39,-82.9,-10.22,-81.67,-256.05,-13.64,73.43,193.25,19.14,-127.29,395.29,-39.19,0.0
1.0,1.0,2.0,138.54,-58.9,83.78,21.0,-62.76,-158.55,52.01,-52.96,165.03,7.12,-184.36,442.03,-52.64,0.0
1.0,1.0,2.0,35.47,-28.41,-42.31,-33.58,-13.7,-72.64,-23.63,96.46,-196.95,5.24,13.19,-146.34,86.14,1.0
2.0,2.0,2.0,94.27,15.12,25.96,-1.22,-92.47,73.97,136.11,-564.15,-137.04,6.53,166.67,40.23,136.26,0.0
1.0,2.0,1.0,-23.23,-15.88,11.47,10.52,-36.97,172.44,-121.6,-421.18,-202.2,-13.32,61.71,-188.54,90.38,0.0
2.0,2.0,2.0,-264.56,8.43,64.66,-18.64,89.65,-184.4,-214.42,816.31,-42.62,-25.41,75.51,-307.47,-39.12,1.0
1.0,2.0,2.0,-101.65,-70.29,,50.92,29.23,257.26,-85.64,-379.63,-278.13,-0.82,40.06,-229.72,-3.29,0.0
1.0,2.0,1.0,54.91,28.84,-57.15,-21.39,35.38,-77.55,-5.1,16.95,-90.89,11.27,-77.87,-126.58,40.77,1.0
2.0,1.0,1.0,-111.77,31.39,2.51,-18.54,37.13,-107.35,51.99,435.01,59.16,11.28,69.18,-117.54,-0.97,1.0
1.0,2.0,2.0,-149.39,48.51,-37.63,25.57,116.38,323.82,-68.95,150.5,90.43,4.66,56.84,-273.21,-77.76,1.0
1.0,1.0,1.0,65.79,19.2,-18.73,7.49,-72.52,62.09,-107.01,-338.21,-259.66,5.22,172.45,54.87,72.64,0.0
1.0,1.0,2.0,121.54,-49.27,2.8,19.23,-74.03,-97.79,81.63,-76.33,205.59,-2.09,-204.09,424.02,-62.99,0.0
2.0,1.0,0.0,-86.85,-11.64,-17.85,-15.29,38.27,141.62,119.64,235.71,23.65,-2.87,26.32,-248.54,25.29,1.0
3.0,1.0,1.0,-62.69,33.9,42.04,32.25,111.13,236.17,-25.13,-40.61,4.43,23.77,6.51,-264.83,17.5,1.0
2.0,0.0,1.0,227.17,-43.7,-35.85,-9.84,-54.0,-238.26,107.89,-159.27,19.5,-6.68,-450.23,190.47,73.35,0.0
2.0,1.0,0.0,-70.75,28.96,-34.69,-5.98,60.25,117.43,-161.43,193.56,68.77,-18.17,42.31,-226.2,39.77,1.0
2.0,1.0,1.0,59.31,55.29,-92.39,-22.98,112.85,-90.91,-98.43,374.9,-393.29,-0.13,18.27,-273.85,40.29,1.0
2.0,2.0,2.0,-64.53,48.33,132.55,-9.74,69.29,-89.01,-65.41,299.31,-136.01,-12.24,63.88,-189.1,10.34,1.0
3.0,1.0,2.0,87.3,-19.63,-0.55,35.44,-10.38,-123.89,132.19,-89.77,148.49,5.17,-164.24,304.11,-35.04,0.0
1.0,1.0,1.0,48.41,-42.41,68.22,31.43,-13.37,-22.93,-68.91,138.34,198.8,7.3,-116.36,341.1,-104.75,0.0
2.0,2.0,2.0,135.53,-26.61,-16.25,-10.77,-34.98,198.43,-49.24,-556.58,-134.14,9.81,22.66,-76.44,84.36,0.0
1.0,2.0,2.0,129.76,-14.37,8.51,26.18,-110.12,-169.52,-67.12,-440.73,111.61,1.09,-67.88,501.2,-55.88,0.0
2.0,1.0,1.0,-235.4,52.15,62.32,25.31,161.71,150.68,-50.85,687.89,69.13,10.13,199.95,-329.35,-22.46,1.0
2.0,1.0,1.0,-84.05,-4.39,-49.3,-26.52,55.96,-194.78,-92.73,548.48,-177.84,5.4,26.3,-186.73,-0.22,1.0
2.0,1.0,2.0,48.51,-50.55,91.2,26.18,-99.91,-36.79,-125.32,-96.73,203.82,-12.12,-177.29,419.6,-102.62,0.0
3.0,1.0,1.0,-87.27,41.43,-29.42,21.4,123.63,169.44,26.48,241.6,-28.99,13.44,141.47,-282.17,46.8,1.0
1.0,1.0,1.0,-137.73,44.67,-1.95,-18.43,-11.36,137.4,-156.11,184.84,479.89,-2.76,-72.31,-93.83,-7.88,1.0
1.0,2.0,2.0,14.74,-23.49,,-5.28,-1.73,-187.1,2.6,367.44,219.64,-15.17,-34.42,282.62,-98.49,0.0
2.0,1.0,2.0,-93.61,-25.2,14.05,8.03,5.08,45.77,46.4,254.12,21.88,-2.32,-50.92,-13.16,-80.65,0.0
1.0,1.0,2.0,104.49,-13.66,-58.69,-0.13,-53.28,-159.04,50.19,-115.29,49.7,11.29,-140.52,231.96,-1.49,0.0
2.0,1.0,1.0,-20.44,29.02,57.65,39.81,41.78,111.45,-107.18,41.55,68.15,5.26,-0.48,110.32,-94.78,0.0
1.0,2.0,3.0,-4.71,26.06,0.05,-11.68,-54.81,-100.21,-78.4,48.52,65.76,-9.05,17.82,193.98,-79.87,0.0
2.0,3.0,2.0,80.25,75.03,-25.84,-19.81,104.13,-260.09,85.06,-162.37,29.66,-3.17,-195.57,-197.59,82.45,1.0
1.0,1.0,1.0,-20.11,-48.58,-51.49,9.03,-41.71,-109.91,-28.81,138.61,109.08,12.8,-103.08,197.02,-61.87,0.0
1.0,1.0,2.0,-16.93,-11.54,-114.64,-7.99,-31.12,-27.32,55.35,16.67,-137.55,18.85,43.86,-111.67,101.12,1.0
1.0,1.0,1.0,117.48,4.31,50.03,-1.1,-74.25,83.52,-79.88,-395.3,-211.87,-17.24,135.12,65.43,90.48,0.0
2.0,2.0,1.0,-108.56,-10.89,10.48,-29.2,26.0,-13.43,14.97,164.84,-23.68,0.5,4.72,-328.85,82.8,0.0
0.0,1.0,1.0,-154.38,-5.2,-75.03,-5.69,37.91,-114.31,47.57,355.3,-231.97,-13.07,138.83,-289.13,80.36,1.0
1.0,1.0,2.0,125.6,13.44,83.12,23.73,-77.63,37.74,44.83,-304.91,87.67,9.1,-96.9,367.25,-70.42,0.0
1.0,1.0,1.0,235.42,-21.67,11.27,-16.13,-86.81,-294.12,-101.84,-266.4,46.66,-4.87,-263.65,325.55,60.7,0.0
0.0,2.0,1.0,53.7,-0.6,17.3,12.5,-93.41,-97.62,-1.29,-5.49,228.14,-11.79,70.12,558.09,-167.05,0.0
1.0,1.0,1.0,75.45,-22.37,38.06,29.73,-32.43,-95.28,108.82,-53.95,161.83,-15.0,-75.68,363.65,-63.94,0.0
1.0,1.0,2.0,-220.8,-2.01,38.5,0.43,-26.2,60.28,-21.87,651.85,-108.9,-3.16,178.19,-12.86,-135.2,1.0
2.0,1.0,3.0,-165.38,40.98,-33.45,14.47,-36.27,-36.45,119.16,64.97,150.49,-4.05,70.16,-36.07,35.94,1.0
2.0,1.0,3.0,24.74,-60.81,56.47,18.38,-70.95,-139.67,5.09,23.4,166.66,5.32,-242.11,296.21,-58.54,0.0
2.0,2.0,2.0,-89.15,-6.44,-79.9,1.1,36.85,97.97,43.66,81.46,-1.7,9.02,-51.2,-199.08,-12.27,0.0
1.0,1.0,2.0,22.19,-54.0,-65.08,11.19,-67.45,-81.37,120.49,136.82,213.04,7.57,-51.12,386.3,-109.3,0.0
1.0,3.0,2.0,28.02,-51.35,60.17,26.99,-21.97,204.2,-23.32,-516.25,-153.22,-12.98,-36.73,14.26,-66.43,0.0
2.0,1.0,1.0,-60.41,18.98,-31.26,32.31,75.04,54.5,-89.84,95.51,-7.09,-6.39,152.1,-119.73,70.71,1.0
1.0,1.0,2.0,-71.22,46.41,-3.98,55.18,19.31,5.65,10.95,-146.48,253.47,7.99,156.77,124.45,54.46,1.0
1.0,1.0,1.0,43.91,-36.65,56.88,-9.31,-34.28,-130.26,-1.28,98.93,9.83,6.84,-238.67,76.27,-10.68,0.0
2.0,2.0,2.0,90.66,5.23,-1.1,38.76,-32.45,-93.39,-61.37,-171.49,212.23,-2.89,5.13,453.92,-79.49,0.0
