cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,target
1.0,2.0,-82.23,38.74,-291.34,9.08,-132.18,189.92,-186.39,57.66,-58.14,0.98,10.89,-18.11,-61.9,73.78,-43.76,2.88,35.19,-39.8,-4.13,-121.44,-73.04,67.36,-7.65,142.4,1.0
1.0,2.0,-180.46,-37.64,213.01,31.24,-178.5,-17.05,-72.16,26.07,49.06,-5.27,-26.95,-30.87,-18.82,-9.98,38.81,13.79,-3.96,3.34,-0.63,-310.04,146.07,3.52,9.09,-74.86,0.0
2.0,1.0,-271.68,20.08,-195.12,31.04,50.33,-91.81,70.7,37.67,-136.36,-16.65,54.86,33.34,92.05,-73.53,-44.29,7.1,-1.15,53.22,7.77,44.65,-38.59,118.73,-11.24,140.98,0.0
0.0,1.0,-226.32,142.97,-142.55,-2.63,299.18,107.18,-46.97,37.8,-30.91,-15.27,-12.47,-3.72,-61.19,71.2,-88.82,-5.37,-33.08,-56.09,-2.84,179.56,-18.57,75.0,9.45,-28.72,0.0
1.0,1.0,313.17,95.28,-30.51,-18.26,20.71,-8.62,-13.25,-19.74,64.58,13.67,14.37,10.51,112.08,17.08,-19.86,-15.73,12.79,39.95,12.88,47.88,-87.83,48.33,6.34,79.64,1.0
2.0,1.0,-292.8,45.19,-266.33,17.22,-27.9,-102.14,29.65,25.92,112.78,18.61,25.08,41.76,-9.08,43.58,-21.41,12.33,-2.37,0.07,17.53,97.08,-18.3,146.45,3.39,125.4,0.0
0.0,3.0,-335.53,6.88,-163.55,47.31,-37.28,-46.76,-59.13,-40.82,-79.35,-8.31,-5.92,45.84,-41.78,-50.43,-30.24,2.8,1.94,6.7,-13.89,-86.32,-23.23,92.2,-9.82,64.49,0.0
2.0,1.0,-103.14,-78.46,147.79,21.13,-193.52,19.02,68.9,8.28,17.73,-5.16,-39.63,-44.64,8.66,-37.42,-42.38,14.77,8.62,34.78,7.84,-201.35,49.01,-116.1,-4.55,-111.54,2.0
2.0,1.0,-205.04,-1.12,-199.19,-17.17,-240.42,-185.22,-117.23,-48.75,123.76,15.32,-7.68,6.47,27.75,-56.04,-9.04,-2.85,16.58,-15.53,18.31,131.95,-58.36,-102.0,-0.89,-14.09,1.0
1.0,1.0,270.91,-30.82,-109.54,-8.41,92.44,-25.64,23.91,66.85,44.45,-3.37,19.32,5.28,-31.78,72.95,-46.74,-19.99,14.77,20.6,23.26,138.03,35.69,-86.93,4.19,69.12,1.0
2.0,1.0,-28.88,20.1,-121.54,33.31,250.01,209.33,25.26,47.82,-113.02,18.18,20.82,-6.11,-47.31,1.63,-125.96,3.88,14.89,37.59,0.41,118.94,-17.1,10.32,13.8,-40.75,1.0
1.0,1.0,-249.75,79.57,-155.38,41.83,-131.06,-130.78,11.22,-20.42,-111.03,-0.55,4.82,37.82,-8.68,5.01,83.42,19.15,-3.5,-69.42,-7.16,-117.2,-89.6,-55.48,3.44,-68.93,0.0
2.0,1.0,49.65,-96.46,380.33,19.04,52.12,67.48,13.7,11.65,40.63,8.01,-52.28,15.29,-3.15,1.65,-21.6,9.45,-11.91,57.04,-35.1,-101.72,-24.19,-94.92,-10.45,127.28,2.0
1.0,2.0,-209.51,-102.32,-445.81,-29.07,-363.29,-237.57,48.28,-18.15,-84.28,0.39,3.4,10.45,-18.4,59.4,35.02,-0.03,18.29,17.47,-8.16,102.85,51.36,-37.77,7.62,47.42,1.0
2.0,2.0,-113.31,19.42,-176.99,-34.59,-36.29,20.7,71.87,-18.12,-43.18,-7.11,-0.65,-26.38,41.29,8.39,-55.75,-10.99,9.17,-35.42,15.08,167.56,-18.08,48.29,-12.32,149.39,0.0
1.0,2.0,-143.95,-98.69,-60.26,20.98,-299.67,-106.34,30.1,-41.65,-26.57,3.77,9.18,-3.3,-19.25,42.64,-36.48,15.59,5.26,-2.98,-2.34,-306.14,83.69,-76.51,-4.58,-90.88,2.0
1.0,1.0,163.71,93.14,-49.52,-19.11,-99.36,-66.02,-13.92,57.12,154.15,8.97,-8.45,-44.88,-44.42,2.73,88.9,-4.26,9.66,-38.93,12.39,50.03,150.34,28.79,-23.42,-36.72,1.0
1.0,2.0,-144.23,15.75,-42.55,-16.96,-33.88,-38.1,-17.04,-18.74,61.18,5.41,-3.35,-11.8,-7.4,-11.94,26.32,-38.01,9.04,-17.45,15.6,-0.8,-73.54,-121.64,8.2,-19.28,2.0
2.0,2.0,-82.37,49.94,-20.57,-47.31,-110.48,72.3,-13.11,-14.05,-26.37,-5.11,-23.78,-16.94,4.66,49.6,-35.29,-5.01,1.35,22.23,16.62,39.17,28.93,-57.58,-11.7,113.08,2.0
1.0,1.0,-149.57,19.1,-230.56,22.91,-87.14,135.02,-31.6,29.19,167.04,2.2,0.85,15.42,3.32,-24.74,3.85,7.02,23.29,23.66,-2.97,-103.91,10.01,-19.03,10.23,-34.48,1.0
1.0,1.0,78.45,34.12,-158.13,-23.87,-136.58,8.63,-30.68,-4.89,31.77,-13.19,13.54,38.53,-47.22,30.77,18.27,-19.68,20.31,53.54,12.74,-67.97,50.61,5.49,-14.42,-130.88,1.0
1.0,2.0,-245.17,-88.05,-164.19,-48.84,-127.95,-27.42,-114.67,-21.4,27.1,6.09,-36.97,-0.88,36.67,-29.64,-13.7,-10.7,-7.46,-61.96,2.89,122.55,-3.08,123.89,-1.81,-54.07,2.0
1.0,2.0,-107.77,-27.87,-321.02,10.87,-371.64,-111.2,-80.77,85.18,86.22,8.24,22.43,20.6,-65.01,4.43,-39.28,11.71,25.34,6.37,-17.2,-217.47,54.7,-105.29,5.63,30.11,2.0
2.0,1.0,-108.19,40.14,404.79,28.54,87.42,-60.63,152.65,-74.08,94.48,-6.02,4.12,-17.6,13.69,-14.01,57.43,-7.32,-19.4,-27.52,1.43,-176.32,-92.12,-34.6,4.3,-71.52,2.0
0.0,1.0,114.8,19.08,-272.03,-14.45,-45.64,37.93,-140.72,-19.01,84.87,-12.86,14.24,-26.43,18.06,-25.21,25.27,-17.48,22.2,-36.12,0.18,29.83,-61.39,76.14,-1.84,25.12,1.0
2.0,2.0,-246.36,58.3,-227.68,-43.37,-314.02,-210.6,-10.53,33.66,-41.34,-4.41,-2.25,-14.71,-5.94,6.09,-41.94,-1.19,3.92,26.95,-17.56,86.33,-109.71,-127.15,-11.66,-91.87,0.0
1.0,1.0,-192.55,-64.37,22.91,29.41,-99.49,-54.27,151.15,25.29,113.47,-1.87,-45.77,-1.22,-26.5,73.21,15.7,18.2,2.05,-17.63,-17.77,8.1,111.23,-76.43,-15.04,-101.36,0.0
1.0,2.0,193.33,61.99,-63.31,4.48,262.93,-65.79,-18.48,-52.09,23.6,-14.37,30.56,24.21,-78.24,-84.19,11.03,-16.04,-9.33,47.17,-6.48,204.26,-37.13,10.9,2.92,-24.36,1.0
2.0,3.0,304.36,19.45,187.05,3.98,106.58,-21.83,81.76,23.12,-70.82,-19.56,-23.24,9.35,0.4,25.47,20.96,9.78,-6.12,55.69,2.58,112.18,63.45,-55.88,12.64,-60.52,2.0
1.0,3.0,-106.33,99.03,-175.05,-27.96,-490.18,-39.74,-41.5,-32.54,90.6,14.08,29.04,-4.52,-46.33,-46.67,92.89,4.55,12.07,3.62,-19.91,-471.08,-25.85,-104.67,-10.11,66.35,1.0
2.0,2.0,-111.61,7.73,395.64,30.39,94.12,-74.8,4.05,7.5,-31.12,-6.25,-2.27,-40.87,-45.88,-38.36,84.38,-7.0,-17.69,56.0,-18.03,-128.53,-72.07,88.87,4.4,-217.92,0.0
2.0,2.0,-172.7,-49.66,271.83,85.71,149.18,-239.48,-111.7,7.06,93.16,10.05,74.65,-13.03,-35.92,43.6,-52.6,-12.69,-7.27,3.53,4.36,-201.28,-7.89,35.6,-8.1,-33.31,0.0
1.0,1.0,-97.51,-16.6,-369.4,4.41,11.33,4.3,137.18,2.59,158.26,6.93,45.77,-10.86,-73.17,-24.07,78.94,7.88,0.67,3.11,8.27,29.25,-91.8,26.44,-16.47,82.83,1.0
1.0,2.0,85.84,53.48,-190.82,-8.2,-58.68,-74.94,-25.98,-10.1,14.41,-2.95,8.71,-12.28,-8.63,-23.05,62.61,-15.45,15.85,4.2,-4.59,69.0,-25.75,130.82,-10.39,-57.27,1.0
1.0,2.0,-282.33,-88.12,-39.34,43.29,-181.62,-179.3,113.05,22.54,-74.15,6.49,-32.5,26.19,-51.42,34.08,45.4,7.12,9.0,-59.15,16.04,-46.93,-5.79,210.82,-0.07,-60.43,0.0
1.0,2.0,-134.3,19.14,-328.84,-0.63,-107.78,-36.43,-6.73,-36.31,-2.46,-0.69,-4.5,19.29,-8.59,-3.47,-79.6,10.59,9.91,-11.92,-7.33,105.72,-4.41,48.22,-5.99,-64.48,2.0
1.0,1.0,-155.61,-3.63,-205.08,36.42,-61.22,-12.34,105.43,12.78,4.86,5.78,4.57,31.54,45.42,25.02,-23.53,18.28,5.98,55.77,9.82,-56.61,6.81,-0.17,-17.7,-27.91,1.0
1.0,1.0,-213.28,-12.29,159.04,57.23,-167.59,-208.82,108.58,14.96,63.97,3.55,-36.61,21.53,-41.19,-32.68,-56.59,-1.81,14.82,-50.4,-18.05,-103.09,24.69,67.43,-3.33,-55.09,0.0
1.0,1.0,381.37,-69.06,-244.23,-23.92,-45.16,-16.05,-36.19,40.69,-0.39,-6.6,35.79,2.25,-82.69,-23.93,83.99,-18.95,37.34,-24.76,-0.64,133.45,128.13,-119.32,-11.86,-107.1,1.0
1.0,2.0,-83.75,-19.46,-101.45,32.06,-85.88,138.12,73.13,17.41,-25.32,9.98,-1.43,-1.75,-40.63,47.12,-173.72,10.8,24.44,-15.0,-15.92,-155.43,6.41,-111.97,6.12,-31.36,1.0
0.0,2.0,93.81,3.2,-191.69,-15.38,-158.88,-198.85,4.97,5.91,41.97,3.58,7.15,20.83,84.45,41.22,48.84,-15.82,10.45,28.95,-7.09,41.0,28.89,47.64,-6.64,-232.85,1.0
1.0,1.0,191.21,-12.66,-22.09,-14.09,295.39,-39.83,79.07,19.24,-52.56,3.78,-6.61,-7.5,-45.68,15.37,99.79,4.51,-29.76,2.28,10.42,332.14,22.81,-140.6,-0.22,-18.24,0.0
2.0,2.0,-235.64,-46.97,-450.09,-20.41,-163.37,-70.04,-242.76,18.36,-46.8,17.46,-16.03,52.1,-39.23,12.23,104.97,6.04,25.63,35.24,-8.76,325.48,-34.49,48.02,-6.72,110.09,2.0
1.0,2.0,-56.56,52.34,-32.66,-3.71,162.39,-18.28,-100.19,49.59,128.5,-7.76,-33.39,-25.27,-47.8,-12.5,15.48,-0.3,-15.39,-22.69,2.11,257.8,-100.73,48.57,14.78,-128.05,0.0
2.0,2.0,44.8,41.36,-106.42,-13.95,-56.9,-81.49,-87.2,0.64,-49.45,-8.52,8.16,50.56,-154.89,2.17,41.72,-10.8,14.11,-77.84,-4.52,116.08,31.35,-209.44,3.55,59.97,1.0
1.0,2.0,16.93,70.15,-202.75,-5.96,146.69,-94.87,84.18,29.35,17.81,-4.09,27.12,-56.4,-1.99,26.31,-52.37,1.47,-17.81,-22.41,16.91,204.31,256.97,-171.29,-5.22,153.93,1.0
1.0,2.0,-553.65,-2.71,-533.45,-3.89,-54.17,2.37,180.8,21.53,41.64,3.96,-11.2,-0.78,0.13,-8.63,-16.63,-3.1,13.79,-32.49,6.47,278.59,30.96,-61.99,-13.41,-18.96,2.0
2.0,3.0,-267.04,-82.07,82.07,10.13,99.16,40.98,48.62,-14.31,21.88,-21.13,13.22,-25.59,-83.87,-118.23,-88.95,-9.55,-0.71,-3.54,-9.53,33.67,125.51,-63.21,8.25,-83.33,0.0
1.0,2.0,-278.58,-19.35,-366.85,5.12,-72.27,-136.77,-26.0,7.83,-109.03,16.84,-12.99,2.36,-21.93,63.94,-0.63,-10.79,20.93,-20.78,-12.05,282.34,-119.35,11.58,2.95,-101.58,2.0
2.0,2.0,-201.11,15.77,-145.84,-1.39,-379.27,-195.76,-153.83,58.61,13.06,9.37,9.03,23.88,-4.07,-83.52,27.34,20.55,2.82,70.43,-8.1,-185.44,62.76,20.57,-18.69,107.64,2.0
1.0,1.0,-318.27,27.72,-57.99,6.48,-89.78,-118.3,35.87,35.99,73.49,-11.82,-85.84,-19.43,-40.43,-29.39,-42.75,-10.74,11.78,41.19,6.57,263.42,-16.11,220.67,-6.32,-24.28,2.0
2.0,2.0,13.96,37.63,212.19,-3.24,-216.58,-114.13,-40.38,-14.57,-79.57,-3.36,-28.96,15.54,45.5,60.2,-3.57,-12.11,18.91,3.17,6.59,-88.54,-7.1,-130.35,-8.28,-40.65,2.0
1.0,1.0,92.01,7.92,25.84,17.97,-88.36,36.39,-206.05,-62.29,-36.92,3.23,-11.39,49.4,30.09,92.51,-54.66,10.86,5.31,-8.19,-8.99,-174.77,-9.11,17.63,-0.7,27.87,2.0
1.0,1.0,-70.83,-59.11,-279.09,-7.77,271.59,128.2,126.19,-79.63,27.12,-5.62,32.32,-22.67,48.98,-61.69,63.72,30.19,-46.39,-16.17,-0.82,107.37,-49.81,-99.54,18.79,101.45,0.0
1.0,1.0,-189.04,11.32,-378.25,-45.64,-563.25,-30.66,210.22,34.83,31.69,1.05,-20.51,-19.98,-55.34,-77.4,0.51,18.79,18.33,15.52,-2.79,-228.5,61.81,-2.92,3.45,-51.93,2.0
2.0,2.0,-42.41,49.75,136.96,54.35,175.28,131.91,39.16,2.12,-15.2,7.59,-8.28,36.56,17.21,-63.15,-31.38,9.81,10.2,18.67,-10.03,-2.99,14.75,87.65,-7.79,119.54,1.0
1.0,3.0,-237.09,50.26,-376.86,39.81,72.25,-4.19,60.23,-16.81,-61.76,3.78,7.56,-12.47,11.02,21.49,-94.72,16.17,-0.83,30.46,4.5,105.02,141.78,-39.67,-0.54,-6.44,1.0
2.0,1.0,-325.6,-21.02,-170.26,-21.58,-337.99,-115.41,44.02,82.47,119.66,-7.74,-6.68,-11.54,-27.11,2.58,57.49,7.63,2.74,8.47,-18.76,-108.89,-54.11,0.13,1.34,14.81,2.0
1.0,2.0,-127.42,-1.99,-63.0,24.51,19.77,32.06,77.5,-21.72,-27.67,-6.5,15.92,5.91,3.09,59.96,107.86,8.82,-5.04,40.78,-12.42,-110.13,61.95,-113.48,-1.11,86.91,0.0
1.0,2.0,-139.56,6.97,-724.97,-64.96,-274.85,-131.8,53.15,-19.43,74.8,1.21,60.56,-19.6,48.8,-29.5,-3.7,6.2,11.9,22.93,0.85,194.85,-85.84,-29.89,12.68,47.4,1.0
1.0,1.0,-206.45,90.9,-110.86,27.64,-2.83,-98.59,57.03,65.59,74.26,-3.28,-17.28,23.71,6.43,17.14,-9.97,-0.32,-1.19,33.01,22.94,63.25,51.97,184.41,3.04,-21.48,0.0
2.0,2.0,-23.52,59.6,22.54,26.68,164.07,-6.12,-171.66,5.4,-65.78,1.77,52.41,-11.94,98.72,-80.28,79.62,-15.03,2.37,-65.48,-3.2,-31.51,10.18,-101.5,3.76,-22.0,0.0
1.0,2.0,-212.73,-14.62,-243.65,4.37,-144.22,-177.76,77.68,-44.41,21.4,16.03,-5.16,42.87,-25.6,12.72,-104.29,11.65,-7.2,44.37,3.29,57.16,107.16,100.43,10.97,-44.9,0.0
3.0,2.0,263.71,72.34,839.53,-13.08,151.32,57.36,-260.72,1.02,30.83,-9.05,-2.85,-9.29,-23.81,63.88,145.16,-29.9,-24.39,-14.02,3.68,-309.96,28.73,-109.26,1.22,-71.61,0.0
1.0,2.0,-177.82,-47.62,-278.51,12.7,-250.87,106.92,190.02,-6.23,-47.1,-2.2,18.58,-37.13,-6.9,-120.28,-164.71,3.77,31.73,10.24,1.28,-250.0,-18.04,132.2,-11.15,-230.76,1.0
1.0,1.0,-224.4,58.96,-221.17,25.96,-280.55,10.43,-222.05,22.22,-38.13,-0.99,8.76,21.4,61.69,-34.27,-1.6,8.16,31.17,-17.02,-16.79,-214.22,99.76,-102.45,-5.83,7.59,1.0
1.0,1.0,263.76,3.42,-49.43,9.0,225.41,-6.92,155.37,-45.31,25.9,-2.66,22.63,-12.48,82.92,10.3,-96.23,-12.77,-1.24,-32.0,5.79,134.72,-118.65,-6.58,-1.0,80.69,1.0
1.0,2.0,-145.42,-108.16,78.2,40.04,-37.33,-158.31,63.3,-11.95,34.72,9.38,-19.06,-2.57,73.59,-77.29,83.29,-3.1,1.33,14.35,-4.46,-23.59,-103.2,-3.62,3.6,93.0,0.0
1.0,2.0,-204.84,-13.15,-81.92,31.54,23.87,-32.05,75.99,-16.4,-50.69,1.91,-25.99,-6.18,15.46,-10.89,70.19,5.0,-0.53,10.88,-3.72,57.49,46.57,-31.64,-17.35,-15.3,0.0
2.0,2.0,261.16,-55.82,975.85,50.02,266.19,-27.51,122.48,10.98,0.46,-10.52,6.84,-8.47,-19.6,-5.16,49.71,-16.85,-42.03,71.48,-1.66,-463.15,-27.64,4.49,-0.5,115.78,2.0
1.0,1.0,-40.93,-8.2,-108.03,16.31,-122.4,122.31,-98.85,-24.26,59.03,-13.83,-16.49,-5.31,103.07,-18.11,-28.31,12.84,12.38,3.08,-11.55,-182.09,22.92,20.4,11.26,52.92,1.0
0.0,1.0,-188.09,134.72,-470.05,-16.54,-402.77,-64.11,-210.13,28.51,-25.84,-9.58,23.81,-22.77,-29.37,-43.75,-40.27,2.02,19.72,-62.47,12.29,-235.54,-0.01,-23.48,-1.72,187.25,2.0
1.0,1.0,-5.51,-110.3,93.79,10.1,-71.65,-153.93,-64.01,18.8,-58.9,-0.49,-14.29,51.26,14.6,-22.73,-71.14,-20.09,9.07,29.75,-3.97,-8.54,-24.17,-105.61,-3.75,49.78,2.0
1.0,1.0,-182.16,-7.62,-103.9,3.5,142.4,-25.26,-180.16,-34.44,-46.8,-0.5,-34.89,-10.79,-57.51,2.05,-49.18,-10.67,-9.12,-8.46,-11.97,241.61,16.75,31.23,7.07,42.09,0.0
1.0,1.0,-273.55,-39.3,-365.39,20.08,-60.56,-129.5,-35.65,39.12,-38.41,-18.08,36.92,-20.25,14.22,39.19,-113.38,8.73,0.28,-50.99,4.17,51.22,95.26,-13.44,19.54,-32.47,0.0
1.0,1.0,-107.37,-55.45,155.74,29.4,-36.49,-66.15,21.36,-17.48,77.64,1.27,-11.82,-4.93,69.41,48.16,103.03,-6.19,-3.62,-45.44,2.93,-164.66,26.51,21.38,20.02,1.08,2.0
1.0,1.0,153.59,59.91,-339.52,-34.07,-221.73,-75.65,109.53,-23.83,87.49,7.1,22.8,12.29,35.87,-10.44,19.59,-11.78,33.42,-9.56,26.96,79.43,53.51,-2.16,3.86,-31.05,1.0
1.0,2.0,-59.28,-0.21,10.12,6.21,-93.16,-30.54,-22.14,19.86,36.1,-7.71,-13.56,10.21,-8.8,-41.61,15.38,-0.9,9.12,-1.88,4.96,-33.89,73.8,141.11,-0.95,191.48,2.0
1.0,2.0,13.78,40.05,-63.78,14.15,153.28,56.85,81.16,-15.75,113.74,1.93,25.34,13.53,78.22,-2.22,13.23,9.49,-13.16,42.05,-30.71,6.79,-15.46,14.74,-2.81,59.79,0.0
2.0,2.0,47.37,28.28,-38.06,14.63,71.25,-76.32,-42.89,3.15,-97.85,-15.53,-6.86,51.13,-26.82,40.66,-94.15,18.65,-14.39,-29.24,18.11,113.95,-99.32,-3.48,-10.29,3.99,0.0
2.0,1.0,-82.52,-53.81,387.82,21.9,36.11,-90.34,-54.0,-4.57,29.86,19.05,10.46,24.8,-19.54,-15.92,-6.38,-23.23,-11.07,32.85,27.94,-223.92,0.06,174.08,-1.76,-9.96,0.0
1.0,1.0,-100.71,83.2,30.37,32.32,49.6,-46.53,-161.49,26.36,118.4,-5.14,-35.02,7.26,-4.06,29.62,26.37,5.06,-0.02,46.85,-4.24,87.79,-106.46,-42.4,10.08,-3.48,0.0
1.0,2.0,-106.45,-36.28,-115.69,27.73,-27.65,-121.73,-74.37,-7.8,37.22,-3.45,3.16,-7.88,-25.2,88.82,-134.5,13.92,-6.79,57.67,7.45,11.87,110.21,-43.23,-13.87,7.29,0.0
1.0,1.0,-189.57,54.11,-14.82,9.08,91.18,-34.28,51.62,2.58,17.92,10.56,-53.71,30.83,64.81,33.96,28.9,-12.22,0.21,-31.36,6.54,235.68,12.94,-249.13,-2.22,97.86,0.0
1.0,1.0,-124.45,72.45,-116.11,-13.79,139.03,-59.01,-27.24,-17.07,94.04,8.26,-25.69,-34.42,-12.4,-14.8,115.11,-4.82,-18.73,-34.01,-8.41,281.64,34.79,-90.1,-12.14,63.4,0.0
1.0,1.0,-0.07,37.99,66.59,8.58,-127.04,-42.79,43.73,38.82,-83.09,-9.29,-10.51,23.21,9.53,28.02,-34.8,13.1,-3.47,-61.07,-1.72,-143.94,126.19,191.81,-8.28,-171.83,2.0
1.0,1.0,66.29,-75.53,-372.97,-32.01,-332.21,-78.35,-5.88,-22.49,6.54,-10.03,2.89,36.31,71.65,-46.39,77.01,-15.16,47.38,-13.0,-6.0,61.04,13.71,65.04,-7.91,42.04,1.0
1.0,1.0,63.34,0.45,204.4,-41.5,-98.51,-30.48,114.86,1.37,50.38,4.5,-25.09,-13.2,105.4,86.64,50.05,-27.77,-6.94,-33.94,0.61,-112.92,46.01,8.35,17.34,17.42,2.0
1.0,1.0,69.67,7.85,-188.76,-19.7,-74.78,-66.48,107.55,19.89,-21.09,-5.74,17.41,-53.04,-71.54,21.09,108.44,-7.74,10.07,-92.39,-2.47,71.52,12.04,-71.03,2.09,101.41,1.0
2.0,1.0,57.84,-14.61,414.64,46.3,141.12,230.35,-21.34,1.23,111.06,3.47,-36.46,57.59,-16.63,-55.79,61.77,10.57,-1.0,-29.85,-6.19,-225.23,62.16,-76.03,8.18,-28.65,1.0
1.0,2.0,-124.62,-26.65,-332.55,14.78,19.8,34.51,-99.9,20.54,24.67,5.73,14.56,-80.3,75.19,-98.86,-1.14,8.89,9.37,-49.49,0.42,96.96,-14.98,-46.74,0.26,76.8,1.0
1.0,2.0,-13.62,43.67,-131.41,-6.3,-290.47,-29.52,129.16,85.86,-6.22,-12.07,-27.02,36.52,-0.78,34.89,53.09,3.19,19.58,12.13,6.15,-139.73,-160.54,215.47,-3.36,-70.2,2.0
1.0,2.0,-115.04,91.77,-350.42,-41.93,-153.65,60.46,105.93,82.49,9.93,-4.01,-13.7,1.9,27.97,-66.91,-34.48,6.2,12.62,-3.23,3.73,147.42,-140.4,-219.35,-10.72,19.75,2.0
1.0,1.0,122.12,27.4,-306.01,-40.6,-160.24,-119.11,62.76,70.59,35.09,-3.04,25.91,7.45,94.5,20.93,-24.01,-3.22,3.06,27.39,-10.38,55.07,21.08,94.6,-8.55,-37.26,0.0
2.0,1.0,-302.82,-36.39,138.63,24.37,-167.38,-319.28,-10.56,-21.94,-61.65,17.3,15.04,38.67,30.51,0.24,23.39,-2.27,-7.83,50.04,2.47,-78.86,30.36,51.53,-1.01,-37.47,0.0
0.0,1.0,-49.38,-3.48,-306.86,-42.79,-149.71,-143.4,-83.19,-55.33,-49.21,2.91,-24.06,-31.45,-36.88,-40.23,3.6,-14.47,0.01,19.77,-13.57,173.25,16.73,-58.86,8.14,59.81,2.0
2.0,2.0,156.12,-26.01,39.18,-31.1,284.32,-20.74,138.32,-32.85,50.5,5.24,-39.7,-57.48,-32.93,-8.95,-39.28,-2.15,-24.82,38.41,8.1,449.66,-48.95,157.41,6.32,-142.51,0.0
1.0,1.0,-400.4,-12.73,-516.5,-18.18,-70.78,-147.28,-44.48,46.41,-71.01,3.01,40.51,3.61,19.41,72.57,35.07,-0.04,-3.14,27.51,-10.87,222.39,17.24,32.56,-11.1,-36.94,1.0
2.0,1.0,194.6,-122.8,2.94,-18.44,-110.53,-13.34,-40.24,25.81,99.51,5.74,-11.24,5.5,52.93,-75.38,-83.46,-4.1,18.12,6.3,3.63,28.17,-96.23,32.41,26.23,30.82,1.0
2.0,2.0,-112.05,61.86,187.68,29.51,18.26,-155.49,51.6,-50.03,2.76,-2.72,9.52,-20.82,-25.99,58.19,-67.77,-6.45,-10.39,72.66,-2.8,-82.71,25.16,33.4,0.61,121.22,0.0
1.0,2.0,-220.33,-6.29,-174.78,-31.21,-96.19,33.24,3.28,8.97,-26.0,-0.39,-15.16,-20.08,-32.22,-69.71,-150.08,-12.31,2.27,30.36,8.71,37.59,-27.84,-286.27,-4.43,-44.68,2.0
1.0,1.0,113.8,-29.27,-194.98,-18.52,-160.45,-88.85,68.11,-81.12,-131.96,-10.51,1.02,40.49,-67.59,17.42,5.28,-6.9,17.02,68.71,13.93,38.65,-97.7,-16.29,-6.13,-82.28,1.0
0.0,2.0,-431.18,100.3,-169.8,56.05,10.58,85.3,39.35,12.9,-156.94,-27.27,-22.01,37.97,-32.39,12.82,97.22,5.05,6.43,-0.68,-13.07,-94.96,11.12,108.6,2.83,85.81,0.0
1.0,1.0,-132.38,5.34,-379.37,26.41,64.33,19.04,108.06,15.64,-27.84,0.03,3.88,-25.74,82.81,-26.13,-9.31,15.04,3.08,-7.6,-14.1,139.45,-52.27,-57.43,-6.92,-71.07,1.0
1.0,2.0,-265.7,-17.23,-363.97,-7.53,-100.04,-68.33,-170.54,-32.25,63.32,-4.17,-6.23,-24.59,-11.01,-18.28,-72.42,-6.92,8.64,21.03,-5.98,129.79,-25.67,65.02,-3.83,38.29,2.0
1.0,2.0,158.62,-24.69,145.64,17.57,114.54,83.05,73.28,-9.29,1.94,7.38,-17.22,-44.71,-44.7,112.08,-60.69,0.53,-8.22,7.28,7.93,-92.02,74.06,-122.65,-1.15,11.81,2.0
1.0,1.0,-14.7,87.08,-52.43,30.46,180.11,170.75,199.23,16.66,-131.08,-8.17,-4.3,3.02,36.2,-32.63,-41.54,6.93,8.69,49.48,5.82,68.72,52.55,123.69,14.36,3.9,1.0
1.0,1.0,-72.13,-86.96,-60.39,-26.89,-321.18,-4.04,-97.63,-15.51,6.36,-24.37,-47.55,-0.16,-71.15,-23.71,74.31,8.1,13.84,0.27,6.46,-88.77,3.05,74.0,-14.98,-35.92,2.0
1.0,2.0,116.6,-25.47,143.5,-0.62,-22.93,-27.6,-6.51,-5.64,20.73,0.86,-31.89,42.84,-2.22,16.58,72.72,9.21,-8.02,-1.07,-5.93,-7.01,-3.36,-144.87,-5.15,-87.79,2.0
1.0,1.0,-126.7,53.63,-251.93,39.71,51.72,14.0,-82.36,1.19,37.85,-8.65,7.12,-8.27,11.46,6.72,-45.76,17.62,5.59,72.28,-7.59,63.86,42.74,-129.9,2.61,-165.84,1.0
1.0,1.0,-265.59,-47.11,-425.9,-55.1,-688.77,-184.96,20.9,71.92,1.32,1.15,-23.2,9.48,21.54,-79.54,83.7,21.04,22.65,20.6,-18.96,-128.14,156.72,26.13,11.36,116.87,2.0
1.0,2.0,258.42,32.17,-130.71,-54.54,-134.98,57.03,-120.61,52.79,0.18,2.05,23.47,-7.05,-8.66,-19.74,-61.5,-12.41,6.27,-13.22,-8.75,-112.51,128.2,136.58,-9.2,-45.83,1.0
1.0,0.0,-176.16,22.88,-218.33,11.14,7.24,-13.9,83.11,-26.84,-29.77,-14.85,35.13,-17.42,-39.35,79.34,110.49,5.62,-6.93,-14.23,1.45,-45.37,-52.62,-93.21,10.58,-205.39,1.0
2.0,2.0,-43.02,-4.46,335.85,1.0,-9.18,-59.81,116.96,10.02,-57.6,-17.11,-12.04,-19.91,-48.7,-41.64,-51.96,-7.6,-19.05,-4.23,4.16,-163.62,-79.58,-104.6,11.83,115.65,0.0
2.0,1.0,208.99,66.9,51.27,-25.24,301.83,-112.55,-89.82,2.42,-38.0,-6.43,-34.32,24.09,-79.93,20.32,-85.96,-15.05,-20.39,-2.96,11.74,491.75,153.49,71.43,-10.76,14.97,0.0
