cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
0.0,1.0,-50.5,-36.51,-15.43,188.3,-32.33,-7.09,135.93,327.49,19.11,-228.8,122.4,-56.08,832.01,34.3,-58.89,-71.99,64.79,47.21,5.1,408.01,-1.06,0.0
1.0,1.0,-112.79,131.66,2.35,202.12,49.6,5.07,284.19,-88.03,25.73,-244.63,21.99,12.79,191.06,93.76,-183.01,-4.62,-5.62,54.87,11.38,64.26,4.57,0.0
1.0,1.0,112.4,76.99,9.71,-176.69,61.0,4.14,210.2,124.18,49.99,-106.44,-48.63,-13.49,119.93,-42.86,234.69,75.12,110.24,142.28,-11.95,-15.92,-0.31,0.0
1.0,2.0,25.79,70.09,8.03,431.92,-52.66,-9.56,414.36,-315.74,124.15,-130.65,9.79,-100.86,-1.43,-2.45,-60.85,-123.52,71.98,19.49,-14.44,195.47,-2.45,0.0
1.0,1.0,115.73,19.97,4.25,23.26,-7.95,-4.04,-8.3,-51.48,16.32,82.62,-49.07,5.36,29.35,-5.17,-183.92,17.0,-200.26,215.81,26.37,139.28,-0.15,0.0
2.0,2.0,-6.24,40.49,2.39,-73.32,3.38,13.41,63.55,-25.94,60.64,49.52,20.18,58.72,-306.93,-23.76,-48.46,-80.34,-55.31,-101.75,3.09,-77.95,-0.8,2.0
2.0,2.0,-65.11,-41.28,0.19,-196.66,-51.1,28.46,-202.66,-127.55,17.0,37.27,89.43,-32.87,-264.17,52.52,-153.64,-128.09,57.78,-16.45,-27.9,-101.07,1.55,1.0
1.0,2.0,33.47,-26.52,1.18,184.95,20.08,18.81,0.56,6.13,46.99,-17.4,39.74,-25.74,-74.59,12.16,-226.67,-14.32,-39.34,-321.9,-4.76,204.34,0.75,2.0
2.0,2.0,-125.42,-44.29,-14.87,-135.02,-124.71,0.07,32.89,-95.6,-83.68,-121.69,-53.3,-85.18,35.97,61.54,85.43,156.93,19.41,89.97,-16.75,-139.21,-2.38,2.0
1.0,2.0,-120.77,111.82,4.96,362.08,-77.68,19.02,399.91,-161.31,33.81,-50.21,55.43,11.6,176.61,-14.29,-242.11,-57.09,114.81,251.16,5.4,416.14,0.03,0.0
2.0,0.0,68.99,32.24,4.08,-23.26,-71.22,1.5,-113.92,-11.56,6.14,116.33,22.22,27.01,-89.54,-8.37,-238.34,-7.49,-47.98,106.04,-13.42,37.25,3.24,1.0
1.0,1.0,-107.95,173.0,-4.43,191.01,53.79,37.44,-93.69,-115.66,-8.0,17.8,-15.77,-26.52,-88.47,15.47,23.75,64.5,103.39,8.8,-35.52,-96.88,-5.33,1.0
1.0,1.0,101.11,-124.79,4.09,245.14,-8.5,-5.49,28.9,117.01,-68.37,-156.61,3.83,-17.53,617.39,-28.75,-7.05,28.0,-63.64,-11.42,0.68,230.99,1.83,0.0
1.0,1.0,-64.25,14.62,-2.76,-54.16,10.66,-24.84,160.25,19.39,-77.65,-31.76,-17.45,48.24,-192.18,64.72,-30.71,-55.93,105.88,-165.09,6.82,75.86,-2.94,1.0
1.0,1.0,52.63,22.95,6.26,11.33,-10.16,1.83,-141.79,-208.39,-82.32,78.54,101.68,45.44,-289.03,-72.64,58.75,81.74,-28.11,-32.74,26.76,-57.48,-3.24,2.0
1.0,2.0,105.67,43.63,17.02,57.3,100.0,24.74,-13.03,5.83,46.14,-178.8,48.34,-61.27,188.75,-50.3,1.16,39.2,121.0,-50.44,21.44,-107.86,-1.05,0.0
2.0,1.0,17.14,-27.51,5.04,-16.66,34.7,-10.1,36.77,-121.21,114.9,63.98,-6.3,-8.63,-311.54,20.35,-55.59,4.35,-118.17,-113.94,-9.63,7.45,-1.39,2.0
2.0,1.0,89.84,82.62,-0.14,79.5,58.37,24.26,-21.24,-116.85,-36.44,105.81,-65.79,-18.48,-188.99,-50.09,-163.59,38.15,-57.07,89.72,8.14,-2.0,0.29,1.0
1.0,1.0,26.47,-16.49,6.72,72.11,69.34,-3.0,161.07,157.96,126.59,-195.12,-11.7,70.28,363.01,48.52,7.37,-9.66,-140.29,-93.38,-36.24,221.2,-1.16,0.0
1.0,1.0,-3.25,83.21,-18.4,42.57,46.27,-4.83,-51.71,-26.29,-31.22,-36.36,-8.81,-11.34,71.66,69.19,-107.88,50.86,-37.51,100.21,-5.81,-56.14,2.3,0.0
1.0,1.0,135.66,-201.05,-0.68,-35.81,35.07,2.95,248.36,33.8,-20.33,9.15,72.33,-54.03,296.16,41.41,29.63,-25.73,-39.92,195.2,3.24,543.56,0.22,2.0
1.0,1.0,-114.27,-151.51,-0.63,165.0,-95.59,9.58,48.86,-182.44,34.75,114.22,-48.82,4.55,-49.75,-17.57,81.49,27.77,179.48,3.26,-28.44,252.88,-0.56,2.0
1.0,1.0,-96.51,-25.21,-3.36,114.29,-14.05,-28.0,-214.49,-17.48,31.12,7.33,1.85,-38.41,275.15,-9.67,-172.5,89.49,-29.99,141.01,-20.16,47.97,-2.83,1.0
1.0,2.0,-68.0,-14.12,3.04,-232.18,47.76,8.93,-256.71,-268.33,-37.03,-221.24,35.82,37.86,-115.49,-26.84,-126.13,5.94,74.69,3.62,3.14,-278.97,1.01,2.0
1.0,1.0,-94.34,-41.9,-2.24,171.17,120.05,8.44,51.14,-24.88,-70.41,-110.68,5.55,0.06,180.75,121.1,123.6,-80.13,59.93,-121.51,-12.04,47.04,-3.87,0.0
1.0,1.0,7.11,117.59,-10.02,136.73,134.33,-9.66,129.04,-148.55,-13.84,-25.52,-78.4,-32.1,-11.74,-32.98,-177.08,23.72,-34.8,183.55,-4.64,74.13,-0.02,0.0
2.0,3.0,-3.16,-48.41,-5.86,-176.41,121.5,12.64,42.88,,2.56,43.48,-1.77,-10.24,-208.09,0.76,-19.76,-28.21,73.83,-25.45,-2.06,42.91,-4.23,2.0
1.0,1.0,-128.59,225.96,4.52,108.82,-30.21,21.07,241.71,-121.43,-120.83,-207.85,25.33,-14.92,74.17,-71.77,-157.66,25.27,142.48,178.19,6.13,-31.32,-1.72,0.0
2.0,0.0,135.49,36.63,-12.6,280.43,-69.89,-1.66,229.03,80.71,10.87,-19.85,-77.26,67.42,234.5,-29.83,-198.47,66.17,-58.02,16.06,-9.17,271.76,0.71,2.0
2.0,2.0,65.03,-170.86,-9.65,354.3,61.09,18.17,33.6,5.95,-66.28,-46.52,16.57,34.03,491.29,-15.48,36.83,-67.07,-39.94,-15.54,-15.16,244.82,-1.87,0.0
2.0,1.0,-56.93,65.16,-4.49,-195.47,68.12,-9.13,161.63,53.44,10.99,66.32,-2.95,53.98,-514.01,32.23,83.15,19.91,-25.63,-262.29,2.23,-20.67,-0.27,1.0
1.0,1.0,85.64,119.96,-2.35,16.77,49.23,23.02,80.95,-71.74,-106.59,0.71,62.45,-14.68,42.92,-27.12,-192.67,-2.2,-58.18,277.38,-13.99,141.93,3.82,0.0
2.0,1.0,-10.72,-66.62,-6.88,11.33,26.89,9.07,181.23,-116.38,27.64,-154.24,70.2,-38.09,99.52,-39.72,258.99,42.53,-126.28,21.83,-16.1,-91.32,-0.21,0.0
1.0,1.0,25.5,110.55,-6.54,-200.15,-42.26,-20.63,14.82,-48.5,118.89,31.84,41.34,-12.52,-287.53,12.93,-216.49,2.05,-34.95,99.69,-17.03,-31.85,-1.34,1.0
1.0,2.0,-7.33,80.37,-6.33,125.37,86.48,-5.61,133.27,-153.24,72.13,-94.71,65.77,-88.38,14.65,-6.84,-130.7,-3.48,-72.74,100.85,-8.99,4.55,1.6,0.0
2.0,2.0,42.8,18.91,5.15,123.89,-89.95,-10.57,19.88,-113.2,-29.01,158.75,-10.96,8.38,-321.94,-37.45,-45.18,-52.41,-67.8,-98.45,-24.79,34.45,2.86,2.0
1.0,2.0,33.58,121.25,21.38,-161.3,-49.98,4.24,27.49,-305.35,9.36,4.49,-14.88,67.96,-699.49,-23.69,24.44,63.79,-92.47,-141.47,9.33,-241.22,1.52,1.0
1.0,1.0,-43.11,79.32,0.53,282.41,75.16,24.43,219.42,103.36,-87.08,-120.17,-44.84,-13.66,411.98,21.81,-225.17,42.28,-44.56,83.08,-16.08,296.03,1.16,0.0
2.0,3.0,29.25,27.72,23.92,27.28,-24.7,-36.78,90.87,-143.66,14.92,-31.22,-17.11,-29.83,-340.7,-1.05,-320.78,-78.81,-145.65,-198.18,-3.38,67.13,1.8,1.0
1.0,1.0,-32.88,-111.37,3.7,189.95,-35.32,-0.52,-322.56,85.7,4.51,167.09,51.23,18.91,427.78,18.59,-187.31,1.66,-169.21,205.06,8.55,220.15,-0.97,1.0
2.0,1.0,33.85,154.84,0.03,-96.89,24.58,7.8,60.52,-89.99,120.46,129.01,13.38,-72.52,-446.16,12.4,-111.3,-114.56,53.49,71.93,-19.77,-122.25,0.95,1.0
1.0,2.0,41.68,-16.35,3.48,-0.74,-60.15,-30.79,59.32,109.41,-16.27,-122.29,-30.8,-2.16,235.32,11.64,55.34,-6.65,59.28,-44.47,14.55,95.39,0.79,0.0
2.0,1.0,43.54,-57.81,-8.98,58.14,-43.25,-12.0,91.86,-233.22,44.75,34.79,7.16,8.15,-449.27,18.23,-197.3,31.5,-157.74,-242.92,-9.51,42.54,2.92,1.0
1.0,1.0,54.09,-30.67,3.63,-321.52,-42.19,-12.5,-286.04,-108.32,18.89,81.28,-1.03,74.04,-230.28,9.21,116.54,-37.96,-15.51,131.96,-23.53,-211.6,0.29,0.0
1.0,1.0,-52.42,47.35,-4.54,276.25,-31.43,-24.05,303.51,-40.2,-164.83,-113.53,-18.75,73.74,225.6,30.14,-163.14,-57.99,109.28,62.02,15.43,239.41,2.49,0.0
1.0,2.0,79.01,-117.2,-8.21,476.56,-85.42,-21.51,175.49,-8.62,-47.82,32.58,96.65,88.64,410.0,-62.51,-421.47,92.78,-73.9,16.36,28.55,700.9,-0.01,2.0
2.0,2.0,-5.71,-120.68,-9.21,51.12,67.17,10.89,-202.7,-159.45,27.6,192.15,12.17,8.61,-471.94,11.62,-195.78,-32.82,-9.57,-332.84,21.18,119.9,-2.28,2.0
2.0,2.0,15.35,48.28,2.62,-134.21,117.43,42.53,87.05,-41.3,-30.6,124.55,-72.36,3.66,-471.57,-54.29,1.13,-61.37,23.36,-91.51,-20.77,-118.97,-0.22,1.0
2.0,2.0,40.24,-132.88,-7.38,41.89,105.4,-30.61,-175.45,25.69,-49.26,151.24,-31.04,23.74,229.6,-89.08,-283.24,11.79,-89.67,224.37,31.7,214.46,-3.04,1.0
1.0,3.0,-73.0,35.17,3.43,-333.35,-45.04,31.3,164.36,58.52,35.25,-80.61,-76.69,2.51,-87.48,66.32,244.66,63.46,-54.33,122.04,-20.43,-154.4,-2.97,2.0
2.0,2.0,-36.08,47.73,-5.51,338.62,-71.05,19.22,165.77,-258.38,60.26,249.98,3.15,-7.33,-382.93,-9.79,-33.07,-79.46,44.18,21.15,-23.66,106.99,2.09,2.0
1.0,2.0,44.67,-57.25,4.28,-19.29,-11.71,1.19,171.23,-0.5,-64.37,-115.92,-66.1,24.36,387.86,32.29,88.09,122.3,-196.73,286.72,0.79,218.31,5.73,2.0
1.0,1.0,66.18,-142.54,-10.59,-48.2,38.27,39.69,-54.55,-117.84,40.26,-62.86,-23.98,-1.67,91.43,-6.6,-93.08,4.33,83.18,25.65,-4.08,185.0,-2.04,2.0
1.0,1.0,-22.62,-17.31,3.91,-26.17,-48.08,15.21,37.03,-66.81,48.13,-164.39,23.53,-67.02,61.27,10.16,55.31,-63.89,-247.7,-56.23,-18.73,-98.44,2.69,0.0
3.0,1.0,-45.56,-4.67,-0.34,-16.33,10.56,3.25,144.11,-98.5,31.57,183.42,-65.13,-52.72,-393.42,17.85,10.89,-48.28,-106.81,19.77,10.06,-92.68,-0.83,2.0
2.0,1.0,-43.15,140.55,-11.67,-113.17,-87.57,4.86,49.26,-102.9,32.0,126.62,20.78,-18.51,-379.69,-20.9,-151.66,99.94,45.78,174.5,26.12,-174.44,-1.06,1.0
2.0,0.0,37.03,-31.86,-13.59,-25.31,28.69,46.27,29.83,-98.68,-27.22,-123.98,-7.66,10.52,26.6,-1.76,1.48,7.34,-46.79,-11.07,-24.15,-84.41,0.85,0.0
2.0,1.0,0.15,-55.69,3.66,-0.22,-0.9,-12.51,45.58,-67.27,-96.26,84.45,-78.01,4.29,-254.77,34.51,-113.7,9.75,200.53,-119.08,23.8,62.24,0.65,2.0
2.0,1.0,61.61,-211.62,1.16,-97.63,-17.42,-19.02,23.44,-197.56,-60.65,-13.32,-5.46,73.25,-104.15,9.27,-93.31,-1.04,-18.43,-12.86,15.8,163.79,-1.14,2.0
1.0,0.0,106.09,-191.12,2.26,-183.99,112.32,-5.65,3.13,-161.25,2.55,-91.45,-27.95,-91.82,14.59,83.72,-134.09,-38.18,-0.23,63.52,20.78,170.09,1.78,1.0
1.0,0.0,123.76,-37.5,-1.88,-58.68,93.83,1.31,-53.23,12.52,51.41,-11.42,54.91,90.17,86.93,77.96,119.53,-104.95,-112.89,36.86,10.68,65.17,-1.25,0.0
1.0,2.0,15.45,-36.57,-0.42,9.22,78.32,-10.86,128.65,66.66,-29.39,-185.44,42.47,-97.6,121.87,-3.26,68.47,-68.46,-20.72,-207.83,11.77,35.17,1.85,0.0
1.0,1.0,198.12,-159.26,-10.95,37.18,2.66,14.79,-79.91,91.06,63.34,-29.23,-91.84,26.29,515.52,8.52,-166.05,71.7,93.86,214.86,-23.09,277.58,0.8,1.0
1.0,3.0,10.24,-92.51,12.84,-56.14,105.84,-38.77,147.27,-42.16,6.38,-63.44,-17.17,-32.85,185.85,2.71,59.0,-68.42,-68.21,161.61,-38.41,264.89,-1.83,2.0
2.0,1.0,-141.02,-23.58,-10.02,-25.68,105.86,41.9,99.3,179.77,60.82,-14.32,-24.42,-57.55,-4.71,-50.57,86.35,-11.98,70.85,-218.71,-5.37,76.03,1.55,0.0
2.0,1.0,-29.84,21.44,-10.48,215.08,-19.2,-2.66,103.42,140.14,16.58,167.29,-15.47,29.04,309.0,-15.04,-246.33,78.01,-58.65,292.92,8.16,342.89,-1.24,1.0
2.0,1.0,85.91,-80.54,-7.67,-16.17,7.43,-33.63,24.74,-152.23,-32.37,143.4,46.85,-53.12,-381.76,-61.76,-0.59,-52.52,29.73,-109.46,-7.17,31.36,-0.7,2.0
1.0,1.0,-61.33,61.54,11.83,88.88,39.47,0.07,10.56,-248.71,31.54,193.3,1.08,29.55,-468.33,-7.62,56.66,-106.9,37.28,0.1,4.72,5.31,1.34,1.0
1.0,0.0,-32.27,122.95,-4.46,17.86,81.14,25.08,24.09,-148.97,-126.33,-104.77,77.41,77.23,-105.76,9.13,15.9,-35.72,40.38,37.17,-56.63,-191.7,-2.55,0.0
3.0,2.0,-124.01,-10.4,-6.77,-93.35,-97.38,-8.52,119.77,0.18,41.18,45.41,-29.0,35.36,-331.0,-25.2,-95.46,53.65,89.28,-156.55,-34.28,-109.17,1.51,2.0
1.0,1.0,58.03,78.85,-19.75,109.14,-9.64,-5.74,-125.46,20.12,72.46,28.73,31.26,2.39,141.86,114.83,-236.39,-54.52,23.27,129.61,-31.54,11.04,-2.77,1.0
2.0,0.0,15.47,55.38,-11.18,-72.49,20.87,-3.09,42.81,-141.54,-136.53,142.48,50.46,0.11,-479.46,-84.7,-133.67,59.19,-128.94,-21.41,34.1,-32.21,-0.72,1.0
2.0,1.0,76.92,-190.65,13.24,268.62,-129.72,2.95,-13.49,-60.86,36.08,-181.64,11.32,-25.78,499.57,62.5,44.08,80.37,229.69,-60.01,-8.68,81.03,0.86,0.0
2.0,2.0,-66.53,148.46,8.84,-45.3,63.43,-2.33,-11.36,-9.11,62.33,214.02,16.0,-23.24,-541.85,-39.51,-454.93,-77.61,-242.09,-92.89,17.06,120.53,-1.43,1.0
1.0,1.0,-55.64,87.76,-14.2,27.77,17.81,-50.29,-87.82,-165.89,4.23,172.67,-92.98,1.41,-396.57,-8.55,-54.21,-60.65,-105.16,13.38,-5.65,-41.78,-0.52,1.0
2.0,0.0,-83.63,-28.23,-5.25,83.85,25.26,6.28,143.69,156.78,1.55,71.75,77.89,-67.41,-20.04,-64.38,144.49,-7.42,-90.32,-188.97,-13.88,154.69,0.02,0.0
1.0,1.0,-51.74,-35.05,-0.46,64.64,6.26,1.35,73.29,122.64,-4.29,-48.27,70.42,79.1,235.29,39.25,73.71,-91.17,-30.67,-31.81,-14.29,135.12,-3.3,0.0
1.0,1.0,-21.07,72.67,4.17,205.39,74.52,24.2,210.56,41.82,-53.0,-125.71,4.68,52.34,317.55,-44.31,-136.24,10.85,92.75,94.13,6.03,246.19,2.29,0.0
0.0,2.0,22.99,116.83,0.79,555.09,171.34,38.38,-272.84,111.2,24.94,186.78,-10.44,-2.08,601.21,5.8,-78.86,-26.99,-17.25,284.68,35.98,226.45,1.39,1.0
1.0,1.0,20.73,-33.61,-9.85,127.23,-94.41,4.44,152.27,115.58,6.95,-73.67,70.55,-0.25,330.83,-44.85,117.39,-159.71,53.73,11.98,9.8,221.25,-0.01,0.0
1.0,1.0,-59.78,-0.81,-4.44,-139.27,39.09,10.22,-210.88,-268.45,51.2,-93.34,-34.51,-17.59,-276.69,-40.64,15.49,-37.63,85.82,-82.0,-21.44,-215.8,0.31,1.0
1.0,1.0,28.22,-56.02,26.45,44.91,52.77,-40.21,57.68,95.25,7.42,-97.48,-13.6,0.8,181.76,2.72,114.62,-22.19,-32.07,-135.15,14.66,47.4,0.87,0.0
1.0,2.0,-37.5,-28.36,-3.41,46.79,26.04,14.74,-114.73,-231.73,13.29,198.7,-47.16,41.16,-339.57,10.92,57.2,12.86,26.18,27.5,7.34,54.48,-0.74,1.0
2.0,1.0,100.52,-114.83,-13.69,-5.07,80.55,-13.72,-90.34,15.8,-9.39,21.02,-7.91,61.59,288.26,-53.76,-263.43,-36.04,-54.65,215.31,34.52,191.88,-0.84,1.0
1.0,1.0,-158.05,-158.77,-2.45,-352.26,-81.73,-11.54,189.54,7.73,-54.13,-87.41,-27.72,46.34,66.17,-35.0,101.01,-34.6,-42.06,169.75,-8.22,180.15,1.3,2.0
1.0,1.0,15.35,42.13,1.89,50.1,-17.54,16.39,-81.97,-28.47,-72.0,31.06,-49.93,56.86,-238.52,-37.14,-136.75,-20.03,172.66,-236.81,-25.81,35.71,0.71,2.0
1.0,2.0,28.55,-59.83,9.83,32.81,-73.11,9.52,-95.17,-228.37,-56.38,-132.67,43.32,-98.87,130.1,23.16,-148.41,-3.72,1.78,109.61,-40.48,68.92,-0.55,2.0
1.0,1.0,-15.08,-32.09,-10.98,-148.68,-22.09,-0.44,129.37,-59.63,-7.33,-58.54,-67.57,-41.86,-21.47,18.85,147.81,-20.99,-111.99,109.0,-5.42,7.73,1.99,2.0
2.0,2.0,27.92,78.67,12.5,-251.54,-52.16,-13.05,35.86,84.77,6.4,96.47,-55.16,1.36,-357.21,39.64,55.93,38.37,-26.94,-31.27,-1.92,-191.13,-2.22,1.0
0.0,1.0,78.35,136.68,1.27,249.44,106.04,-3.81,-77.17,-157.9,50.67,36.46,16.34,7.13,-82.33,-14.51,136.2,41.5,-104.55,-10.95,-30.74,-47.65,-2.16,1.0
1.0,1.0,31.28,-88.12,8.34,51.03,15.67,9.71,-132.43,11.87,165.14,38.94,-56.29,-52.24,205.72,-28.73,-93.2,94.61,-0.09,85.16,25.28,132.26,-3.73,1.0
1.0,1.0,24.85,195.86,-15.32,230.92,-51.64,-18.96,280.84,-32.82,-67.01,-132.55,-67.28,11.52,170.52,28.98,-388.86,-21.84,93.44,178.83,-2.18,141.86,0.64,0.0
2.0,1.0,-10.68,-95.32,-6.48,-136.63,-137.18,27.68,214.53,-2.59,46.45,37.25,-37.53,42.09,-125.21,-2.52,181.29,-11.96,-28.27,4.67,35.68,132.98,-0.33,2.0
1.0,1.0,-0.73,24.17,-17.74,146.69,54.24,-3.5,13.68,1.47,-29.73,-90.2,-7.64,-66.48,183.62,-2.63,38.79,32.82,-136.91,-40.23,-12.26,44.12,-1.6,0.0
2.0,1.0,27.77,183.61,2.97,-212.41,37.58,10.8,86.52,60.87,41.37,69.48,100.67,3.76,-311.1,-36.84,-6.87,51.23,-26.27,114.69,-12.21,-238.85,2.6,1.0
2.0,1.0,13.15,80.21,-8.68,-284.98,110.56,8.92,31.48,-64.62,59.74,-14.17,5.74,18.48,-409.52,21.76,218.13,-61.91,65.59,-53.64,17.36,-295.56,3.83,2.0
2.0,1.0,-40.4,7.0,6.93,18.85,68.86,63.76,168.25,-55.92,-91.75,4.76,19.65,56.4,-176.98,27.58,331.01,-21.94,179.05,-85.51,-0.88,-167.49,-0.53,2.0
2.0,1.0,-37.04,-61.06,6.93,119.59,50.96,28.88,124.62,48.53,-7.46,-25.49,16.29,20.86,67.67,-6.28,-130.82,-98.49,-65.0,-140.85,23.88,207.72,-2.48,2.0
3.0,1.0,88.1,-107.99,0.36,103.12,-61.52,-23.72,80.34,-61.41,21.36,77.59,-44.38,99.4,-222.79,14.99,-126.68,-141.12,-142.78,-230.22,39.77,91.31,2.38,2.0
1.0,1.0,-155.92,55.95,1.57,51.24,13.13,19.96,147.51,-274.56,-48.09,53.81,-44.39,-20.75,-225.08,13.45,-94.33,-32.39,180.61,218.56,21.94,82.36,-0.75,0.0
1.0,1.0,-7.82,-71.59,-12.28,-82.47,45.25,25.4,-60.26,-143.89,-38.25,-279.11,77.51,25.11,403.98,-80.46,-43.13,-2.08,-183.46,230.08,-25.34,-23.38,2.6,2.0
1.0,2.0,-150.52,8.82,3.19,-81.59,25.92,-4.78,47.1,111.66,41.8,-130.1,62.23,-28.1,122.94,-34.13,37.11,26.48,-91.23,-82.61,33.37,16.36,-2.29,0.0
1.0,1.0,-14.68,132.66,7.51,333.77,-19.17,18.68,-127.95,10.3,32.36,15.16,6.81,7.57,306.31,35.46,-62.04,40.0,-95.13,123.31,17.3,38.95,-1.32,1.0
1.0,2.0,-27.51,16.9,-9.5,-179.35,84.42,-0.86,177.81,-89.53,-105.74,-31.23,60.09,74.64,-201.51,-8.55,254.55,-28.44,-3.01,69.44,21.85,-83.56,-1.47,2.0
1.0,1.0,11.32,-35.12,-4.82,90.77,29.22,16.9,59.2,80.11,-48.34,-64.22,14.95,-18.05,291.06,-43.88,103.52,4.51,-37.25,22.36,-4.98,156.42,2.86,0.0
1.0,1.0,-164.52,0.02,-3.83,-10.02,-50.66,6.17,100.95,94.57,-5.7,-32.91,-29.87,9.17,-26.73,-75.41,83.23,104.11,119.66,-160.63,-6.93,70.62,-2.85,0.0
1.0,2.0,-32.15,-12.1,3.88,29.91,-80.05,-36.52,-179.52,-191.34,31.1,-48.57,32.54,-30.05,-45.7,8.86,6.73,73.87,237.6,-9.98,-18.33,-80.81,-0.52,1.0
1.0,2.0,-39.21,86.41,-5.38,252.57,174.9,-14.37,266.25,-196.29,-48.01,-83.43,-72.92,52.01,3.11,-0.08,-179.36,108.97,-27.25,93.69,-14.19,120.25,0.71,0.0
1.0,2.0,-81.58,-46.17,6.28,65.68,-15.08,30.6,38.51,-247.29,22.29,126.66,-47.95,-27.56,-388.37,27.36,169.09,-47.77,127.0,-90.91,-15.97,28.68,-0.39,2.0
2.0,2.0,-22.31,20.97,-4.7,-177.03,41.85,-8.03,31.48,-25.35,-51.61,68.59,-77.43,66.82,-390.79,-33.27,44.47,-54.66,57.14,-108.86,4.17,-163.48,-0.55,1.0
2.0,1.0,88.72,96.61,-8.04,-135.06,88.9,-11.8,114.71,-46.57,-39.6,102.89,-31.16,-18.8,-278.14,0.43,-1.52,-44.0,72.27,164.29,0.28,-74.56,1.7,1.0
2.0,3.0,48.95,-1.55,-6.5,8.04,-43.07,-3.83,104.56,-119.63,-6.47,26.43,44.73,-103.64,-314.4,1.73,-112.0,-63.9,39.56,-141.06,22.48,54.1,1.23,1.0
2.0,2.0,14.84,-167.47,-1.92,139.59,18.56,7.9,-47.08,-178.43,-32.34,162.24,-51.91,107.79,-306.68,-20.33,-319.43,-15.55,-101.6,-223.15,-19.52,308.62,0.21,2.0
1.0,1.0,95.84,-128.23,-17.93,-100.42,24.83,63.64,173.94,-51.59,-5.6,-151.59,-40.86,-32.23,315.36,3.75,78.19,-58.49,2.27,241.41,-8.4,107.32,2.39,2.0
0.0,1.0,-10.25,146.22,-12.74,97.05,-23.5,23.85,7.75,-183.7,-67.17,-117.99,37.6,14.4,-83.36,38.53,66.04,-38.14,79.59,3.56,-38.01,-110.22,-0.06,1.0
1.0,2.0,-157.35,-14.37,0.53,-74.42,63.56,-5.23,121.48,-66.45,-58.64,-87.24,29.59,39.8,-283.95,-36.57,-129.22,54.67,159.36,-270.41,4.94,104.56,-3.03,1.0
0.0,2.0,-57.32,183.55,18.24,-73.44,5.76,-23.66,84.17,-14.32,123.25,113.42,5.72,-105.58,-481.4,61.67,-363.86,-17.08,-32.28,-92.89,4.91,238.2,-1.41,1.0
1.0,1.0,-69.36,-47.48,-2.22,20.09,16.77,6.27,60.45,-85.7,-37.27,31.25,-20.69,-68.41,-129.08,-21.38,27.25,11.37,53.6,-56.66,-7.22,90.0,3.17,2.0
2.0,1.0,-45.64,-49.82,6.23,-49.42,-55.31,49.29,83.48,-135.3,88.83,1.3,1.03,-14.39,-320.9,94.24,-50.96,-22.8,-1.03,-162.63,-20.78,-31.13,-0.47,1.0
2.0,2.0,201.01,-47.22,21.47,36.82,38.89,-32.45,141.78,-119.53,62.59,7.53,58.17,26.88,-139.01,75.11,144.21,-11.5,58.51,-40.32,-9.08,-2.95,0.91,2.0
1.0,1.0,37.14,-96.08,-2.06,221.19,35.22,14.37,262.99,76.71,65.19,-330.5,52.13,-90.92,550.93,16.6,-15.17,6.14,-173.94,-137.7,-6.06,237.2,-0.37,0.0
1.0,1.0,-7.93,-18.3,1.67,-362.13,2.95,-17.34,-17.93,-142.85,-112.9,-172.27,67.2,-47.98,-166.2,-26.52,88.98,-82.43,203.6,63.59,17.24,-254.17,0.9,2.0
2.0,2.0,45.33,-77.06,1.06,-35.82,22.18,-17.07,-16.23,-204.65,48.88,-76.57,59.13,-58.36,-157.1,-6.58,41.27,-58.59,-75.26,-86.53,25.26,-113.15,0.26,2.0
1.0,3.0,-127.87,40.94,7.02,-106.6,-62.75,-2.76,9.99,-39.8,48.55,-29.43,36.13,-26.4,-108.04,9.44,-160.65,93.01,-185.25,44.86,24.3,-12.96,-3.76,1.0
1.0,0.0,48.73,-22.64,-14.75,29.27,-10.42,24.03,54.02,-18.04,47.29,9.28,-39.22,-6.71,-159.28,-15.17,141.46,-75.24,88.61,-202.41,-26.94,31.61,-2.46,0.0
1.0,1.0,16.47,-48.96,-1.03,-238.84,-4.83,-21.66,-49.6,-220.82,-109.89,-160.22,81.07,48.34,-88.02,91.82,-35.82,81.88,30.98,99.28,9.78,-92.9,-1.41,2.0
2.0,1.0,-5.23,-56.97,-2.31,-99.92,-6.07,-12.54,-26.16,-155.33,128.53,-133.32,49.23,-9.49,-18.77,-8.28,158.28,-39.33,-18.72,7.29,16.36,-209.41,-2.53,0.0
2.0,1.0,76.95,46.86,13.7,236.99,101.83,28.77,-82.92,-191.83,21.75,231.07,33.14,13.54,-482.14,-100.84,-213.12,-136.53,4.93,-204.93,-6.41,109.1,1.73,2.0
2.0,2.0,-4.33,32.46,-12.78,150.77,-8.74,-10.37,77.65,-154.32,-56.45,135.19,15.6,114.21,-260.64,42.64,-40.99,5.71,118.44,-3.95,-32.49,78.3,-2.82,2.0
2.0,2.0,4.67,74.33,4.27,-205.86,-9.23,0.28,93.57,71.29,91.66,39.19,39.27,36.16,-454.91,34.95,-75.32,49.87,-128.35,-245.7,-26.64,-18.5,0.63,1.0
