cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,target
1.0,2.0,1.0,1.0,106.87,58.01,-0.3,-85.25,140.13,-109.36,24.44,-1.49,-81.08,12.05,-56.29,-38.8,-97.68,97.54,1.85,-33.14,-91.14,37.96,18.75,-58.94,29.7,-43.06,111.1,-45.4,29.47,2.0
3.0,2.0,2.0,1.0,144.77,29.94,-106.18,-33.03,-93.54,68.51,-255.83,43.97,-2.23,-8.74,182.62,-7.17,-16.22,-35.32,18.16,58.99,-40.17,50.78,-30.67,18.56,-48.69,-14.21,162.78,-127.74,-71.2,2.0
1.0,1.0,1.0,2.0,14.47,-2.25,81.01,6.03,52.29,-91.12,-54.65,-54.07,-122.48,-22.27,-4.61,-29.7,72.92,-38.71,28.32,-34.56,24.5,-64.05,47.34,-24.31,30.62,-43.07,-76.92,62.08,75.67,0.0
1.0,2.0,1.0,2.0,-52.69,-25.2,93.11,-142.31,10.62,-156.76,-54.32,-67.83,-65.82,1.98,-71.27,-14.0,185.07,1.9,27.38,-25.02,36.02,35.63,-52.62,19.74,-118.97,12.63,16.08,106.55,29.91,0.0
0.0,2.0,1.0,2.0,78.91,147.83,16.07,-28.39,25.23,60.41,27.29,-93.08,92.46,-17.27,89.94,-38.08,163.56,29.06,-73.27,-13.02,-55.76,71.29,-47.13,31.48,-104.1,-89.59,-52.97,39.72,16.81,2.0
2.0,2.0,2.0,2.0,117.53,-45.02,140.96,5.68,-37.31,-23.9,-66.78,-37.58,2.4,-36.08,64.49,4.21,138.12,-34.9,-113.85,-6.51,15.4,-19.24,39.28,-21.92,73.24,27.29,173.91,-21.03,57.12,1.0
1.0,1.0,2.0,1.0,-31.53,-85.77,73.42,-8.44,84.08,-43.59,-21.49,-30.68,-47.88,-29.8,68.56,100.33,-142.85,-8.57,60.86,19.58,17.49,-32.26,-50.36,-14.88,186.99,39.69,-20.23,-47.65,7.06,2.0
1.0,2.0,1.0,3.0,7.24,63.35,-14.68,-25.58,-222.98,160.58,15.51,-8.51,25.52,10.09,31.72,-48.5,-35.62,-11.53,-80.13,-12.81,64.2,43.19,9.46,-1.35,7.65,-66.53,127.13,-36.09,-45.11,1.0
2.0,2.0,2.0,2.0,-75.0,29.26,301.61,7.4,-15.3,283.01,203.93,25.53,-40.96,13.1,-69.62,86.49,-98.95,-16.92,100.82,38.26,69.41,69.92,18.27,-23.68,79.72,63.95,-183.45,22.46,-90.36,1.0
2.0,1.0,3.0,2.0,-61.42,-19.66,-35.96,-72.02,-93.24,148.36,-78.9,-35.98,-75.67,-49.48,29.59,37.76,21.27,-80.72,-20.09,14.77,-37.84,114.33,-30.19,32.82,-31.68,-86.37,212.06,-163.11,59.98,0.0
1.0,2.0,1.0,2.0,-5.76,22.74,47.38,-51.56,-176.02,9.48,77.73,-42.55,-31.3,29.21,55.81,-141.33,-98.16,69.27,-153.35,29.6,22.61,114.66,-19.39,-47.31,-125.38,26.61,245.57,75.19,-43.3,2.0
0.0,2.0,2.0,2.0,-69.74,16.58,-147.29,31.54,-84.69,-93.1,189.89,-5.31,145.28,11.56,-89.21,96.84,-12.6,-15.4,39.59,-7.95,-81.51,-121.76,59.15,30.76,60.16,97.08,150.13,185.65,-45.28,2.0
1.0,0.0,1.0,1.0,56.41,45.95,34.64,-39.65,10.35,-78.17,182.68,145.05,-58.89,-42.06,-108.86,5.47,78.22,13.3,70.92,-24.3,16.68,-107.7,-4.97,-26.56,108.3,2.24,-25.37,127.62,-93.1,1.0
1.0,1.0,2.0,2.0,-152.01,-19.63,136.39,-38.51,10.24,24.23,-104.37,-55.72,-25.92,7.69,44.49,-7.74,-130.3,9.86,-6.84,12.27,-25.18,-21.89,-1.05,21.08,-137.92,12.94,120.97,-47.86,25.92,0.0
1.0,1.0,2.0,1.0,-8.97,46.93,107.91,28.34,32.08,-319.1,66.53,-27.86,38.94,15.53,59.06,-50.07,185.1,-1.1,-129.24,-1.14,113.93,17.21,52.78,-12.36,36.29,44.01,-51.91,225.47,51.87,1.0
1.0,2.0,1.0,1.0,-28.46,9.81,43.67,17.68,84.84,-227.53,-131.27,-86.94,-76.33,20.57,-67.49,51.26,-52.99,-12.24,142.87,-15.41,-62.19,-108.3,104.84,27.75,193.58,-23.95,129.84,74.43,-41.25,0.0
1.0,0.0,2.0,1.0,-62.6,-26.81,31.58,-69.21,-156.02,352.06,188.48,41.52,-82.4,17.37,-61.2,0.45,-235.88,25.82,50.94,68.84,136.52,-107.08,34.53,-7.32,-43.54,80.5,-44.65,-197.91,-142.3,1.0
2.0,2.0,2.0,1.0,8.71,-16.11,76.31,9.89,15.21,59.14,14.93,19.68,162.18,-35.91,22.14,23.93,87.76,53.56,23.49,29.0,-11.59,-79.38,15.24,-66.78,46.64,-64.62,39.74,-41.15,32.72,2.0
1.0,2.0,1.0,3.0,50.53,-28.09,145.99,-27.85,-18.04,94.41,-137.99,39.8,-10.61,51.93,-36.07,34.21,-75.59,-54.78,24.73,-32.86,-121.71,78.42,-17.5,-21.66,59.87,150.04,343.45,-122.39,6.02,0.0
1.0,2.0,1.0,2.0,-85.69,-18.46,303.8,-28.78,12.87,-153.46,54.55,-85.12,61.64,-3.03,22.98,-56.19,-55.35,-91.12,-7.0,-38.12,-37.55,-109.84,76.52,-27.24,24.5,-21.39,285.71,146.7,-40.94,0.0
1.0,2.0,1.0,1.0,-107.35,-31.95,-184.19,-35.94,-134.49,106.75,-60.2,-5.5,-73.65,21.34,48.85,-79.25,53.11,86.3,-13.47,15.56,22.96,86.55,-38.21,16.95,-208.36,6.89,55.84,-107.95,-38.77,0.0
1.0,1.0,1.0,2.0,-41.41,5.85,193.22,121.87,-34.64,87.37,-68.39,-51.12,-47.93,22.24,16.78,-24.91,133.64,28.85,-29.05,31.45,27.19,1.13,-36.74,-32.2,-90.85,-108.59,210.09,-142.93,119.99,1.0
1.0,3.0,2.0,1.0,-24.13,-49.42,112.69,139.93,18.48,-11.36,-2.15,-83.15,92.64,-3.86,-38.77,-14.2,-106.6,-30.34,57.29,5.93,57.92,136.25,-89.98,7.69,64.5,-122.04,76.48,-92.54,116.34,2.0
1.0,3.0,2.0,2.0,22.18,-42.05,14.96,-53.23,-34.79,13.11,3.82,2.87,-1.7,-13.57,-33.33,5.82,160.1,40.49,2.24,-42.76,6.58,69.51,30.35,-11.15,-135.12,36.03,-52.05,68.78,-8.16,1.0
1.0,1.0,2.0,2.0,4.52,-15.95,-128.7,-93.23,-25.73,51.48,91.0,-33.6,-28.0,-22.29,145.37,25.71,-58.62,49.33,-128.93,-51.47,-48.21,96.3,6.99,44.89,32.62,-113.77,20.17,-14.81,-18.33,1.0
2.0,2.0,1.0,2.0,11.91,29.63,-14.6,64.93,-238.96,-24.32,-117.72,80.91,-19.64,-18.41,-45.13,-82.22,23.89,1.04,47.44,11.5,146.46,-41.86,54.51,8.02,-142.92,202.88,89.07,44.52,36.57,2.0
1.0,1.0,1.0,1.0,25.95,-34.29,-179.92,-137.0,-11.82,-62.12,-256.17,-36.5,21.95,-13.5,30.19,-56.51,1.02,-37.78,-173.35,-1.12,-83.53,-58.02,26.69,53.29,-62.12,153.92,49.45,-19.05,79.06,0.0
1.0,2.0,1.0,1.0,19.91,2.64,34.4,8.97,60.91,-23.5,-170.85,67.79,11.54,-4.87,22.13,26.78,-124.29,-24.32,-9.81,7.79,-23.31,-144.59,0.86,21.69,211.85,14.74,-12.48,-51.19,-171.85,0.0
3.0,2.0,1.0,1.0,-97.08,59.68,28.41,9.17,75.62,61.24,131.11,5.21,-51.8,-46.97,28.42,45.5,44.28,49.27,119.74,-14.15,-36.11,-44.29,10.46,48.96,-101.37,51.92,-157.57,57.45,-3.91,1.0
1.0,1.0,2.0,1.0,65.74,-48.84,-148.75,-95.4,-119.09,225.91,-198.46,-69.15,63.53,8.58,-0.94,5.65,77.46,-42.35,78.15,104.6,-64.95,-24.53,-36.58,62.9,35.59,-53.71,31.78,-108.9,-38.23,2.0
1.0,1.0,2.0,2.0,-58.58,7.22,40.14,-3.11,55.96,-233.05,35.73,16.27,0.07,-8.6,91.69,-4.95,-46.49,-5.05,80.37,-48.97,-100.89,96.13,-48.6,-14.65,-232.32,93.16,140.35,209.99,-122.46,0.0
1.0,2.0,2.0,2.0,8.11,-29.07,186.01,13.36,-187.48,153.77,86.06,-38.01,-24.82,28.5,41.98,-1.92,24.32,-30.39,-6.04,21.96,55.33,56.37,3.31,-18.69,-126.45,36.3,257.92,-27.48,-58.1,1.0
2.0,2.0,1.0,1.0,-26.94,-74.71,-25.37,100.78,2.83,45.36,-15.97,-37.38,59.0,45.35,-56.99,66.05,-172.84,-21.39,56.66,16.67,58.65,-24.41,25.41,15.96,5.77,-65.18,-13.31,-137.84,-56.74,1.0
1.0,1.0,2.0,2.0,30.3,-42.25,87.73,78.47,43.68,107.63,-100.35,-111.27,60.23,-17.2,-19.92,8.96,26.94,-5.93,-95.85,-40.87,-72.57,-9.49,9.22,24.8,-36.7,38.07,-88.47,15.11,-115.82,0.0
2.0,2.0,2.0,2.0,-38.46,-73.11,114.57,-65.33,-83.49,26.29,174.26,64.92,-102.08,11.97,10.51,47.09,-28.29,12.67,98.98,9.08,121.14,98.11,16.04,25.78,62.46,56.17,-36.62,66.23,44.25,1.0
2.0,1.0,2.0,2.0,-54.57,-30.88,303.1,-61.16,-2.94,-137.11,-71.27,6.86,108.74,-48.52,172.55,67.29,27.31,-22.04,40.32,9.33,-49.43,-67.58,-60.0,-48.51,-44.41,-119.78,386.78,62.93,-39.14,0.0
1.0,2.0,0.0,2.0,10.99,-46.38,27.58,136.05,-106.4,109.72,-42.05,32.96,56.53,-17.1,9.92,-27.29,-129.35,-38.83,13.07,23.7,-6.77,22.87,38.6,-5.86,57.03,-110.81,231.71,-117.55,65.27,0.0
2.0,2.0,0.0,1.0,-116.95,-30.58,-25.98,-69.53,254.23,-47.57,-56.56,-21.67,18.94,-3.98,6.55,128.12,-149.27,-66.68,-39.99,-98.57,-115.12,-64.8,-7.18,22.88,-116.94,127.23,-185.35,-57.13,146.41,1.0
2.0,2.0,2.0,1.0,114.59,-51.38,44.46,-83.91,-65.46,-85.93,111.94,14.48,45.96,11.6,8.49,23.76,-133.0,29.4,-96.87,-20.87,122.42,1.68,17.34,18.93,-82.65,-150.73,-11.43,66.39,-100.69,1.0
1.0,1.0,1.0,1.0,-23.17,-78.26,23.34,84.46,60.67,383.49,134.15,67.41,-45.53,13.95,-7.53,56.34,145.26,-11.35,-12.82,81.34,-119.99,-90.73,-47.29,47.33,180.43,-96.46,-181.65,-84.63,37.2,2.0
2.0,1.0,1.0,2.0,-34.75,100.18,262.07,66.89,-39.11,-62.88,15.83,-5.81,-166.58,23.44,-46.65,31.66,-126.3,31.92,165.88,-4.38,-39.61,0.85,17.92,14.53,-31.98,71.4,378.25,34.61,-22.63,0.0
2.0,2.0,1.0,1.0,111.7,-16.79,-36.32,3.76,45.33,-193.72,-52.39,39.95,83.61,-9.95,-97.56,-26.28,-44.84,25.95,-67.02,-40.75,0.62,157.85,20.19,15.78,72.03,57.62,-10.8,89.92,137.04,0.0
2.0,1.0,1.0,2.0,69.17,-22.12,118.25,28.7,56.97,-55.23,-118.92,-84.33,-0.96,2.59,-30.84,-85.07,7.9,7.53,-86.92,-12.55,-42.89,-0.91,29.5,-32.03,153.95,16.88,-53.11,103.39,86.6,2.0
2.0,2.0,1.0,1.0,-0.9,54.76,166.05,-73.88,79.05,81.32,69.9,-17.65,-102.34,56.01,-78.53,-24.62,42.31,-20.27,22.51,-12.92,35.73,17.7,-16.02,-80.32,-51.73,-6.12,-111.11,-46.06,-50.07,1.0
2.0,1.0,2.0,2.0,-74.86,40.75,44.88,-54.99,8.67,-200.75,38.34,-41.78,92.78,10.87,-37.89,-67.34,-93.87,-41.57,-75.3,-26.26,-120.28,90.58,36.45,-8.04,-14.55,126.45,257.31,190.89,-2.76,1.0
1.0,1.0,0.0,2.0,42.98,-44.19,-230.38,-170.9,-109.72,-12.92,31.72,61.89,-21.45,-26.69,-43.84,-91.97,-59.09,5.77,170.51,-31.32,-3.77,-136.98,13.13,22.2,-48.12,26.1,102.14,-29.64,181.25,2.0
1.0,1.0,2.0,2.0,-5.95,17.57,66.79,22.77,-136.58,-209.61,-238.24,37.94,-85.65,3.71,89.1,72.14,156.39,68.0,27.2,4.25,90.53,-98.63,-18.3,42.01,-50.97,67.73,373.53,-48.85,7.45,2.0
1.0,2.0,1.0,1.0,143.58,-29.26,-43.54,11.29,-34.9,-39.72,241.28,-5.8,-77.4,-23.85,17.04,-29.89,-155.84,-36.53,-42.08,-16.97,32.07,21.59,49.81,2.77,2.32,6.1,22.47,70.64,55.82,1.0
2.0,3.0,1.0,2.0,-17.72,-21.07,-199.75,91.44,-137.02,-11.52,173.85,8.08,-6.15,5.12,58.75,-68.89,-29.3,-44.02,0.43,-11.47,-46.1,-114.19,-39.19,-19.75,-118.81,-120.87,172.89,77.14,11.74,2.0
1.0,1.0,1.0,2.0,43.12,-39.27,3.69,-5.51,-78.69,143.76,-126.8,2.11,-25.83,5.11,26.14,-15.83,-9.98,-28.03,-2.18,9.4,-55.01,-37.94,-59.56,-3.12,26.8,68.56,253.97,-180.0,-79.27,0.0
1.0,2.0,2.0,2.0,-19.82,63.93,164.35,-7.02,44.41,1.72,-24.71,-4.38,-96.3,32.52,-93.89,-44.4,82.86,-26.13,78.13,-17.85,-42.79,-107.98,-14.12,-21.29,-93.32,-42.04,75.45,19.89,17.29,0.0
0.0,2.0,2.0,1.0,-44.63,-55.4,131.35,89.55,-40.23,-84.19,-22.89,-50.03,-16.15,-12.28,-15.62,-11.45,1.21,57.77,97.39,16.59,75.15,-69.41,-56.42,-5.08,72.89,54.78,124.17,7.25,19.68,2.0
0.0,1.0,2.0,2.0,-33.45,13.41,-21.89,117.38,67.4,39.44,114.77,-57.12,83.25,21.93,-16.85,62.96,81.35,-65.05,66.63,-18.54,-139.53,95.69,-34.06,-0.03,-28.34,16.32,-27.32,104.14,-121.59,2.0
1.0,1.0,2.0,1.0,77.07,29.01,20.01,-69.32,-6.24,-10.13,-17.21,-109.82,35.4,0.15,-103.56,-4.55,22.74,-3.28,-100.83,1.54,-18.4,110.89,-17.15,27.14,20.91,66.47,143.87,-58.85,48.88,1.0
2.0,1.0,0.0,2.0,-44.49,4.39,-8.82,21.45,-218.37,43.17,60.27,63.2,158.02,17.93,-19.0,-83.04,351.25,56.35,-1.14,14.21,62.43,8.81,40.84,-6.36,153.89,96.69,253.84,-0.3,14.91,2.0
1.0,2.0,1.0,1.0,-63.62,0.19,-1.01,180.95,45.84,-159.67,-131.03,11.24,-73.85,-4.93,-35.76,84.5,124.81,-8.07,78.73,-21.94,44.28,81.18,-51.41,-36.21,-108.31,46.29,-45.56,19.75,-28.52,0.0
1.0,2.0,1.0,1.0,-153.7,15.46,101.36,-14.63,12.56,-81.19,-108.69,160.53,32.52,-9.04,-88.52,-84.06,98.2,0.87,110.5,26.74,12.18,-192.21,-63.93,-3.65,-121.76,-62.96,255.37,-122.07,111.04,2.0
2.0,2.0,2.0,2.0,8.41,27.24,-63.8,-39.17,-111.96,-147.32,60.08,19.69,41.09,-60.58,-94.67,71.24,-12.15,-30.65,-80.33,-3.16,-20.41,141.48,-43.88,13.47,-66.94,-28.79,261.57,113.87,-10.86,2.0
1.0,1.0,2.0,1.0,34.61,8.18,-229.86,-10.65,-287.64,348.57,172.37,-41.07,-16.75,-10.15,-44.91,50.55,-118.3,-29.4,98.44,40.92,155.71,-16.39,6.54,-40.55,94.62,-195.11,-58.83,-180.55,126.61,1.0
1.0,2.0,1.0,1.0,105.79,8.56,162.37,-6.43,30.04,-92.36,32.82,-82.95,71.0,-27.34,51.42,102.62,-33.75,-56.8,63.56,-17.94,100.83,-49.2,-26.47,-43.2,73.99,-42.29,-123.62,96.7,-172.06,1.0
1.0,1.0,2.0,1.0,103.84,-18.92,-60.92,31.6,-206.26,-68.59,-111.96,57.2,-51.68,-20.27,23.71,-57.42,-8.94,94.89,23.39,61.68,128.48,-70.76,-26.81,-3.6,84.93,38.28,241.89,-65.01,35.31,0.0
1.0,1.0,1.0,1.0,16.82,-44.55,29.9,15.48,-18.12,-110.68,-189.19,-51.51,107.94,36.9,-43.48,-48.26,-30.8,-44.72,24.62,45.27,41.72,-184.28,-26.99,19.16,52.13,-1.4,113.02,-43.54,-39.11,2.0
1.0,2.0,1.0,1.0,-110.81,-4.48,180.01,-32.18,97.01,-127.54,50.97,67.89,11.0,39.22,140.07,-91.77,-113.94,52.07,-67.93,-7.02,13.44,73.2,-61.8,-1.48,-60.45,34.97,82.54,20.15,-44.52,2.0
1.0,3.0,2.0,1.0,16.46,-34.19,-120.88,35.73,98.66,-207.42,-184.43,15.97,60.12,22.32,128.31,55.55,-61.16,51.79,48.96,-13.06,-26.83,0.11,3.57,58.13,-157.95,62.0,-90.08,45.52,-75.82,0.0
1.0,0.0,1.0,2.0,136.92,-21.34,369.64,-100.94,-72.84,177.62,117.35,-133.01,-95.71,-1.35,-78.67,30.94,-10.89,-36.33,120.49,38.88,190.45,-36.7,12.82,39.4,202.54,97.4,-169.35,36.58,2.79,1.0
2.0,1.0,2.0,1.0,4.73,-53.01,24.61,7.73,193.76,202.5,35.07,-9.85,16.53,-31.73,40.87,49.24,-11.87,-30.2,49.37,43.17,-225.79,38.84,-66.77,-7.25,134.46,-42.35,27.19,-140.83,-32.86,2.0
2.0,2.0,1.0,2.0,106.61,-72.46,115.41,4.22,-49.05,43.46,16.97,-60.23,-78.76,-23.18,25.87,89.42,-16.79,-4.16,4.98,4.19,-0.64,104.0,-23.84,-67.31,-27.98,-41.69,166.27,-29.07,-119.14,0.0
1.0,2.0,2.0,1.0,-51.46,37.85,-258.44,15.63,-185.36,-25.43,-86.35,4.43,-6.54,4.07,-14.37,52.7,-212.32,-1.25,111.89,47.63,99.01,-20.38,-19.66,15.91,-73.59,101.47,42.75,-47.98,-104.18,0.0
2.0,1.0,0.0,1.0,-110.76,30.04,67.03,85.91,64.03,-178.09,-51.73,-3.66,-96.74,2.8,263.46,-28.12,-157.97,-11.89,16.6,4.29,39.13,34.7,28.2,-54.66,-166.88,50.35,25.52,31.56,-25.35,2.0
1.0,2.0,2.0,2.0,-24.95,6.16,333.59,29.01,34.1,242.02,177.15,-6.47,28.88,-3.41,-72.46,65.19,54.7,24.39,131.03,41.38,80.2,-143.36,-27.35,-7.8,-1.58,-80.95,-242.9,33.24,23.18,1.0
1.0,1.0,1.0,2.0,-8.35,-2.51,155.69,5.39,-24.79,-321.82,-85.93,4.68,-87.38,34.84,-111.85,29.91,102.45,11.29,65.9,-24.96,125.56,97.76,70.71,9.46,17.58,26.26,81.42,166.84,-72.48,0.0
2.0,1.0,2.0,2.0,-5.49,-14.63,83.51,42.9,38.81,100.62,-81.91,-28.42,96.75,-7.02,62.7,33.81,197.87,56.85,75.37,-30.62,24.86,-109.37,-9.84,-12.8,152.41,30.91,-208.79,-12.66,-73.63,1.0
1.0,2.0,1.0,1.0,22.52,-24.3,280.6,109.97,122.64,-139.74,110.58,-77.45,-60.19,15.15,61.26,-170.95,-5.96,-25.06,-36.83,-8.79,-20.22,3.3,101.89,-9.99,-130.27,45.01,88.75,112.84,22.99,1.0
2.0,1.0,3.0,2.0,-3.99,-41.0,81.76,6.28,-181.08,-2.84,-53.01,-22.7,-61.24,17.05,26.66,-34.44,63.46,78.53,-33.26,48.11,126.91,55.1,-58.34,10.58,86.35,61.43,224.99,-54.93,37.35,0.0
1.0,2.0,3.0,1.0,93.88,-2.95,261.71,-56.63,114.94,-96.19,82.3,-9.43,-63.84,39.2,-17.7,-43.58,-153.77,23.3,53.7,-3.66,12.09,-84.13,38.68,22.4,74.41,-7.58,224.09,-86.74,-71.66,2.0
2.0,2.0,2.0,2.0,59.19,-28.24,-106.94,-71.27,-99.39,236.37,-64.58,-41.12,-72.33,-31.09,-10.08,29.02,-110.45,55.62,34.66,-1.94,-43.83,-41.77,33.31,-25.92,80.07,-38.86,137.89,-213.89,140.59,0.0
1.0,1.0,1.0,1.0,-50.11,17.02,-0.4,47.14,143.5,11.23,71.78,-66.45,87.73,45.27,-167.59,16.14,16.71,19.95,-24.27,-28.04,-95.1,-89.4,78.12,-54.01,-62.5,-36.71,-88.63,5.07,-44.2,2.0
2.0,3.0,1.0,2.0,12.72,0.13,151.23,-9.67,52.31,-148.25,13.11,4.57,85.83,-14.11,-30.42,26.58,16.2,1.12,5.93,-41.71,-42.23,6.02,-23.81,19.29,47.38,-70.23,73.48,156.32,-23.69,0.0
0.0,2.0,1.0,1.0,-8.65,17.59,118.01,-21.65,39.79,-140.22,61.17,-57.11,85.38,3.76,-28.19,2.18,169.86,-29.83,-145.64,-2.69,-10.37,44.07,6.77,18.63,92.1,-28.32,129.15,81.05,33.65,1.0
1.0,2.0,1.0,2.0,-39.82,54.67,-258.02,1.51,-99.67,-49.3,-187.15,-113.9,-115.75,-14.92,54.13,-43.11,71.23,-24.51,31.01,-9.5,-31.66,123.28,0.26,-64.39,-34.91,77.96,100.63,-44.61,90.66,0.0
2.0,2.0,2.0,1.0,-71.9,-7.09,-319.5,-21.73,-179.96,14.51,-165.45,-14.49,-3.15,6.57,100.17,88.51,-138.07,-61.22,-5.84,26.22,3.77,-11.49,20.98,-14.05,-57.7,107.4,241.92,-173.51,-47.5,0.0
2.0,2.0,1.0,2.0,70.21,22.26,-127.86,-18.25,-212.11,221.78,128.95,23.46,-47.14,-0.12,-69.4,21.66,-53.58,58.22,86.34,0.11,6.24,-82.68,11.34,9.46,36.97,-176.97,12.0,32.1,-84.6,2.0
2.0,3.0,1.0,2.0,20.64,26.93,146.01,10.33,-193.02,176.52,91.5,-14.95,-39.9,-13.15,44.26,-35.01,28.08,101.39,-28.34,15.32,54.06,25.25,16.03,13.58,-135.01,156.43,225.23,-37.09,84.4,1.0
1.0,1.0,1.0,1.0,-16.55,59.67,-101.02,-33.76,-133.4,-206.28,-162.29,9.14,52.17,8.15,133.95,12.1,147.09,40.7,29.53,41.46,21.71,-1.18,-55.44,2.39,145.64,-123.56,307.52,27.41,-27.29,0.0
1.0,1.0,2.0,2.0,-23.29,-35.91,141.04,71.95,43.75,165.67,47.59,6.1,68.71,-49.9,146.2,2.84,21.14,-3.97,99.55,-18.84,-131.0,62.43,-42.71,0.62,-34.96,278.82,131.68,-49.13,81.3,0.0
2.0,1.0,2.0,2.0,190.95,64.07,281.77,111.36,47.59,-93.87,-12.01,-67.38,67.9,-24.93,-6.63,83.72,-85.98,-47.39,-54.6,-27.65,-19.45,44.01,17.25,-8.83,-137.24,-109.3,146.84,89.09,112.36,0.0
1.0,2.0,2.0,2.0,-9.05,38.79,211.45,56.21,50.21,-88.2,-102.61,-17.63,58.09,4.59,29.98,-114.21,-43.05,12.93,-90.24,-13.74,40.24,-19.39,-11.82,13.14,245.3,-104.32,44.32,9.27,55.73,0.0
2.0,2.0,1.0,1.0,7.21,-4.43,48.22,-6.74,-40.03,9.42,-64.02,-42.56,-125.93,34.8,72.01,-54.75,28.87,93.57,-74.69,35.03,9.32,-79.13,8.41,-5.1,30.12,64.36,79.52,-12.6,-38.56,2.0
2.0,2.0,1.0,1.0,17.62,-6.11,-315.17,-1.62,-139.43,71.57,-115.61,-18.41,54.41,-29.3,106.18,-44.6,67.55,1.31,99.34,39.8,60.48,39.92,-31.31,-36.86,-95.64,24.05,-88.15,-95.19,-4.04,0.0
2.0,1.0,1.0,3.0,42.15,-33.07,-13.56,-63.04,-376.99,356.03,190.35,18.35,19.28,25.44,-23.47,-54.86,-27.07,6.84,-50.89,50.68,129.9,-74.45,87.41,5.04,84.03,-237.95,215.29,-106.11,-0.75,1.0
1.0,2.0,1.0,2.0,-1.43,64.37,-82.45,-88.55,107.49,-5.44,-42.19,-36.74,61.31,-16.06,51.43,-34.64,27.38,-44.8,-159.9,-94.51,-69.1,-113.07,-11.04,-1.66,6.02,203.51,-105.87,-43.38,31.39,1.0
2.0,3.0,1.0,2.0,-35.46,-18.88,-5.36,26.58,-99.56,123.37,-34.31,-60.67,-123.52,5.32,-55.52,13.42,35.55,-17.22,84.01,16.5,23.85,-109.67,-21.44,-12.81,127.49,29.1,65.77,-74.6,-52.49,0.0
1.0,1.0,2.0,2.0,13.23,44.31,19.87,7.67,45.89,-117.28,-2.99,102.03,-38.49,-38.74,27.25,61.62,53.0,23.5,-105.59,-19.62,-157.37,205.92,-30.92,-9.76,143.45,-25.43,246.94,91.72,9.0,0.0
2.0,3.0,1.0,1.0,141.78,-38.94,36.8,4.85,-16.62,-276.84,-90.63,143.36,-38.59,22.8,7.88,-28.81,75.96,27.96,-41.77,-6.48,6.57,27.07,43.74,9.0,-0.3,-81.24,240.73,93.87,8.18,0.0
1.0,1.0,2.0,2.0,32.25,-13.42,-72.92,-7.16,-275.02,308.13,38.51,30.88,6.26,19.94,-198.0,85.15,3.7,34.4,53.38,30.82,103.64,-54.55,-19.23,-61.35,40.03,-82.22,121.42,-176.77,71.09,1.0
1.0,1.0,2.0,1.0,18.78,3.08,-79.29,5.61,131.62,-9.02,-18.2,77.12,-80.57,45.56,22.86,-5.69,-47.82,43.25,-6.0,-29.8,-223.7,-119.11,38.77,-2.88,-55.12,-45.73,64.24,36.3,3.77,0.0
0.0,2.0,2.0,1.0,3.69,46.29,124.45,114.28,-1.71,-133.79,143.68,8.59,-49.27,5.59,-132.65,-24.04,77.38,7.68,47.27,25.93,-8.59,-55.06,20.8,-40.76,-62.57,-100.02,218.72,95.98,88.37,1.0
1.0,2.0,1.0,1.0,-4.31,16.9,267.89,-109.45,39.48,-311.0,-3.49,-9.89,113.42,35.85,-18.76,-14.84,-66.18,-35.7,6.24,-38.8,222.07,28.36,37.06,0.2,-25.84,63.05,147.41,-37.71,-46.24,2.0
1.0,1.0,1.0,2.0,-26.92,14.62,-63.02,2.01,-273.34,387.77,-6.87,-112.44,-7.0,-16.54,-4.37,-52.22,126.45,-21.56,49.91,62.69,102.96,43.73,-1.47,13.85,-157.99,-17.35,156.66,-285.72,4.0,1.0
1.0,2.0,0.0,1.0,29.04,43.51,-16.33,63.24,3.98,-173.26,-180.9,44.76,46.69,27.7,114.77,-55.77,137.62,-31.59,79.94,-1.33,68.02,-57.59,-52.08,-13.63,-0.13,0.41,63.77,-44.9,81.42,2.0
2.0,2.0,1.0,2.0,73.45,-30.16,-226.47,38.54,-134.97,-148.57,41.6,37.08,38.04,5.29,12.53,-14.59,-50.9,-2.68,-35.35,-17.7,-95.41,6.26,48.6,-13.56,19.4,22.4,249.22,164.72,103.17,2.0
1.0,1.0,1.0,1.0,-38.29,-15.22,-63.33,-25.12,-107.22,-171.96,-249.87,-101.28,-30.97,-5.68,-187.18,3.38,35.62,-19.53,112.15,8.99,138.43,81.67,-26.29,3.29,-79.44,-169.11,46.6,-20.8,-60.31,2.0
1.0,2.0,1.0,1.0,30.63,40.64,-161.2,29.63,155.9,-56.78,-56.57,43.56,88.81,-31.27,-32.1,10.46,258.62,-21.51,66.33,-50.62,-125.44,78.68,14.19,42.67,-6.48,-113.5,-139.84,4.05,165.9,0.0
2.0,2.0,1.0,1.0,-102.72,45.6,-319.52,149.36,27.88,43.2,77.43,83.32,76.43,59.48,49.63,24.75,-91.45,-28.58,28.62,-62.75,-97.91,-33.15,54.58,30.37,-27.46,-58.11,0.21,-109.57,27.07,2.0
