cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
2.0,2.0,2.0,3.0,-214.6,-74.69,69.22,17.22,44.58,-34.97,58.96,-10.82,0.76,-40.22,2.36,58.36,-6.6,-6.16,-27.15,-32.21,136.14,3.4,-106.27,17.93,2.0
2.0,2.0,1.0,3.0,-146.12,-24.09,-55.35,-8.51,-8.45,53.36,-21.52,51.8,2.0,-114.74,-20.4,5.47,6.84,-12.37,-11.9,-43.07,-89.24,8.84,-122.13,12.67,1.0
2.0,2.0,2.0,3.0,-170.4,119.4,-78.8,3.08,49.05,-51.29,62.3,17.3,4.78,17.92,19.32,-42.99,-2.07,70.82,-17.11,-5.34,37.21,-71.43,-137.29,-7.47,2.0
2.0,3.0,1.0,2.0,-94.41,-62.57,206.07,-3.75,61.54,-69.85,37.94,-1.98,-2.96,-58.35,16.64,-119.61,4.49,-116.03,49.92,-46.63,106.53,-14.9,-16.63,6.88,2.0
2.0,3.0,2.0,2.0,173.2,76.0,-94.15,4.46,-65.51,9.81,-25.41,8.87,-1.97,11.21,-10.36,-26.95,3.75,57.7,-13.33,-30.98,-14.42,45.49,-53.42,14.65,1.0
1.0,1.0,2.0,2.0,187.24,21.1,-565.77,-28.16,-13.85,397.69,7.88,29.9,-4.74,-36.88,48.13,-132.36,6.65,180.11,-23.59,-85.11,62.17,137.09,-178.56,-20.99,1.0
2.0,2.0,1.0,2.0,-43.19,83.97,7.49,0.63,-123.79,132.0,-142.49,9.59,-4.06,-24.2,15.49,-48.91,3.23,-80.7,6.45,25.16,-230.47,107.74,-19.47,13.93,2.0
2.0,2.0,1.0,1.0,-8.54,28.06,-45.12,21.21,75.3,79.24,-57.99,40.51,4.89,69.98,-14.76,-45.62,13.72,-25.15,21.6,42.9,-155.71,-59.41,-43.72,-3.3,1.0
3.0,2.0,1.0,3.0,25.07,-104.35,155.77,-21.63,26.12,-145.66,57.72,-25.85,6.59,-67.42,16.91,152.85,-0.87,-5.95,-4.81,20.86,3.5,-65.18,97.4,3.49,2.0
3.0,2.0,3.0,2.0,-30.86,76.74,38.64,0.89,-130.11,54.71,79.45,37.47,-3.09,5.19,-71.98,308.63,-6.98,-33.81,43.98,-41.71,19.45,67.61,1.56,-0.95,2.0
2.0,2.0,2.0,2.0,-81.56,44.79,-281.43,-7.6,-68.16,139.81,-13.27,14.69,-5.58,-73.96,9.76,-227.4,1.27,99.8,18.24,220.73,-0.96,77.86,-217.77,-24.51,1.0
2.0,2.0,3.0,2.0,-227.1,-41.7,145.69,5.77,-24.91,-132.03,110.15,-19.69,-1.09,84.4,-8.54,140.73,-10.83,-7.85,-16.53,43.38,-11.48,6.59,-50.77,11.34,1.0
3.0,2.0,2.0,1.0,197.09,-29.31,-128.62,16.89,49.12,-120.24,-8.08,25.88,5.59,-17.43,26.47,-297.17,4.45,95.22,26.92,-37.38,12.37,-102.88,-65.45,-19.68,1.0
2.0,1.0,2.0,2.0,-5.14,7.36,-71.0,20.71,-4.03,33.51,-55.64,29.92,-4.71,-139.15,-18.21,-188.93,10.16,11.32,39.32,-74.23,49.77,-90.23,-114.59,-12.83,1.0
3.0,2.0,1.0,2.0,211.31,-74.68,-80.74,-11.71,30.8,-120.1,22.37,-0.51,1.48,-30.94,11.38,8.32,-15.33,126.21,18.96,-35.89,-25.69,-34.16,-66.83,-6.79,0.0
2.0,2.0,2.0,2.0,-158.45,115.35,-195.34,23.61,5.34,297.19,95.35,42.68,0.24,-70.2,9.36,170.82,-1.44,-8.84,-20.02,63.6,-126.17,68.46,-44.66,-5.88,0.0
3.0,2.0,1.0,2.0,-51.34,-65.18,-273.46,3.93,-54.6,306.83,-45.41,31.76,-4.23,75.11,18.41,-70.73,14.76,44.65,18.87,-130.24,33.53,19.99,-180.38,-14.36,1.0
3.0,1.0,2.0,1.0,118.29,79.12,-113.94,-36.63,129.29,-98.57,130.03,14.61,-1.79,-45.07,4.28,46.87,-13.48,127.92,6.25,-125.31,-154.45,1.48,-94.89,-5.72,0.0
2.0,1.0,1.0,2.0,220.0,243.95,165.93,-5.88,95.26,44.31,-44.54,38.72,1.58,49.39,7.87,80.03,4.14,-116.14,60.04,73.07,40.03,-186.97,94.79,12.63,1.0
3.0,2.0,1.0,1.0,-29.19,35.53,101.63,-6.96,20.59,-98.43,70.48,56.78,-3.67,-177.93,4.47,177.77,0.2,-30.28,3.92,-39.29,-57.67,-33.52,-42.99,24.35,2.0
2.0,2.0,2.0,1.0,-14.43,-23.69,29.83,34.89,58.98,30.94,141.2,49.66,4.77,72.48,-43.59,24.6,-7.53,-59.1,26.8,38.19,-186.12,-53.73,7.08,0.38,1.0
1.0,2.0,1.0,2.0,-84.57,-26.66,201.27,7.78,-93.02,-65.68,38.12,33.27,-4.07,-115.4,28.04,103.53,-2.45,-84.54,49.26,-120.78,58.81,-158.23,-44.27,10.4,2.0
2.0,2.0,2.0,2.0,13.41,95.91,176.7,16.73,0.39,31.63,-56.87,-103.63,-0.34,-81.27,-37.33,189.2,-5.4,-27.51,-39.53,-71.42,-11.5,71.91,37.87,34.91,0.0
2.0,2.0,1.0,3.0,35.35,-27.36,141.25,7.5,-23.89,-93.88,-1.94,98.31,0.54,33.57,-23.19,321.88,-1.21,-66.44,30.16,-9.04,111.38,-72.99,11.65,24.48,0.0
2.0,2.0,2.0,2.0,316.85,-25.64,-72.22,1.86,-40.34,96.16,-35.74,31.16,1.76,-117.44,52.22,131.84,5.28,18.11,52.99,-0.23,51.78,46.37,8.94,2.9,0.0
2.0,1.0,1.0,3.0,-7.23,-30.02,-4.95,-3.51,-83.63,-175.27,12.0,19.35,0.81,91.45,-0.03,101.98,0.46,27.7,18.91,69.74,74.27,319.44,30.3,-6.13,2.0
3.0,2.0,3.0,3.0,-231.94,68.9,13.01,-8.24,20.47,76.62,16.3,-74.31,-2.21,-83.71,-27.93,107.69,-8.63,17.38,-2.51,-112.31,-65.71,147.59,-66.51,-8.72,2.0
2.0,2.0,2.0,2.0,55.35,-75.95,-185.63,23.48,27.95,18.76,16.97,-32.52,0.76,67.31,-27.83,75.29,1.79,142.9,-34.58,21.12,245.05,152.25,-82.98,-2.06,1.0
1.0,2.0,3.0,2.0,-77.32,-39.38,88.26,30.88,92.87,-12.01,-4.06,-25.3,3.68,-66.38,-22.77,-37.62,0.3,-37.48,-30.93,1.3,-185.26,14.38,-30.66,24.27,1.0
3.0,3.0,2.0,2.0,14.41,-40.09,-25.9,-12.62,34.82,-64.06,62.76,9.19,-4.2,16.24,30.68,-227.49,4.88,-9.84,15.14,8.94,29.4,143.35,-41.28,0.07,0.0
2.0,3.0,1.0,3.0,-2.98,-14.53,-80.32,-15.0,-35.74,19.22,-43.3,21.97,5.39,-11.73,-13.3,-11.62,5.35,10.96,-9.79,-27.66,-53.92,89.72,7.83,-2.82,2.0
2.0,2.0,2.0,3.0,-66.62,2.81,-107.95,-3.96,-4.81,61.36,-24.18,9.99,-2.38,24.4,5.13,220.39,5.03,80.99,-8.61,-30.4,12.29,-11.4,-78.58,-7.16,0.0
1.0,3.0,1.0,2.0,0.66,-30.77,295.42,-19.33,25.56,-311.77,8.12,-82.96,-4.9,23.15,-59.64,-87.88,8.56,-24.92,-5.32,-73.39,70.79,-94.41,121.64,2.57,2.0
3.0,2.0,1.0,1.0,215.95,117.7,-264.93,-16.68,-37.58,-6.02,-30.71,16.89,1.82,-37.17,-1.48,-13.46,1.74,143.49,-18.15,-64.94,128.42,128.23,18.45,-18.92,1.0
3.0,4.0,2.0,2.0,21.77,1.61,71.79,18.18,2.3,-257.77,-125.37,-9.81,0.85,29.64,33.0,-95.38,-0.08,26.8,-13.6,-36.74,52.8,158.97,10.62,9.89,0.0
3.0,1.0,1.0,2.0,-26.3,-78.64,298.51,5.58,16.41,-258.13,-36.66,51.42,-7.68,-68.38,-34.33,108.47,-5.75,-122.22,17.79,3.24,-103.53,-147.78,167.37,10.39,0.0
2.0,3.0,2.0,3.0,-74.86,2.64,-177.52,3.94,-15.85,275.19,17.74,47.58,-1.27,8.23,-15.59,196.79,1.15,-17.57,-11.68,2.27,-45.51,74.52,14.63,-7.35,0.0
4.0,2.0,2.0,3.0,11.77,106.41,91.12,-1.57,-24.02,-101.29,-51.9,-29.86,-3.5,153.44,-5.89,262.35,-5.29,68.16,-17.17,45.97,-28.27,-56.18,-82.65,22.93,2.0
2.0,3.0,3.0,2.0,120.01,-1.17,-89.98,16.72,0.29,-46.74,-52.11,-35.73,6.52,-7.96,-18.46,-184.59,3.08,65.64,-26.69,-137.51,38.1,121.09,-10.3,2.47,0.0
2.0,2.0,0.0,2.0,-149.22,42.02,-153.21,17.35,50.41,46.27,1.03,7.45,4.51,-114.26,25.6,-42.01,5.32,56.31,-2.92,-42.99,-25.11,133.78,-91.42,-17.99,1.0
2.0,2.0,2.0,2.0,20.71,27.44,-130.86,13.27,-78.73,401.7,43.29,55.74,0.95,-13.04,11.29,229.99,-8.82,-127.84,9.96,-84.06,44.49,193.79,150.71,-2.29,0.0
2.0,2.0,1.0,3.0,-2.46,-85.15,8.28,-18.36,-29.42,-90.0,-1.34,-24.18,6.15,-32.89,12.38,256.82,2.72,109.02,-35.09,-7.08,86.73,-65.32,-82.64,14.62,2.0
2.0,3.0,2.0,2.0,-270.5,71.47,-104.13,6.06,-65.58,313.89,11.76,-41.46,-3.04,3.64,12.87,279.08,2.72,11.27,-19.21,-135.08,30.85,32.08,-65.78,-11.82,2.0
2.0,3.0,2.0,2.0,245.35,77.76,-34.47,14.16,16.15,-39.77,-44.2,17.71,8.17,-38.55,-39.23,-59.17,-6.55,18.94,39.59,-76.87,-293.38,71.21,11.95,-0.53,0.0
2.0,2.0,2.0,3.0,25.26,170.08,264.74,7.26,-40.7,-140.65,-17.79,4.95,-1.97,-27.09,3.32,87.36,4.95,-87.16,30.29,30.13,-52.92,-173.61,58.52,15.55,2.0
0.0,2.0,1.0,2.0,-3.89,-25.32,56.81,0.6,9.85,-43.04,-14.66,-13.38,4.13,30.79,67.26,202.62,0.06,4.59,-12.45,-82.77,-55.06,41.11,70.71,3.19,2.0
2.0,4.0,2.0,2.0,-17.43,-41.4,-147.65,-20.56,-54.99,29.49,20.5,92.55,-0.94,-3.15,-6.2,-46.32,-2.07,-5.72,35.67,37.59,47.75,50.29,7.03,-25.79,1.0
1.0,2.0,1.0,1.0,192.04,70.76,-148.11,6.93,49.92,51.45,-58.47,67.01,-0.99,-95.16,20.59,-163.81,9.68,3.11,37.14,-84.1,-37.79,35.53,0.78,-11.38,0.0
2.0,1.0,2.0,2.0,-95.64,-11.64,-6.49,19.02,-27.96,-146.88,28.2,12.08,5.35,55.39,24.71,-59.74,0.64,32.59,-17.98,66.94,70.98,138.18,-74.42,8.48,2.0
3.0,1.0,3.0,2.0,-102.16,-76.21,39.86,-17.88,-11.78,-301.58,66.21,-36.55,4.84,-209.6,0.52,-333.04,-0.73,49.08,-21.32,-131.19,2.68,137.15,-31.52,-6.97,2.0
2.0,2.0,3.0,3.0,90.23,-13.66,33.27,22.25,-49.38,-115.77,-16.62,-18.14,-1.76,-116.9,20.94,-221.09,9.2,29.61,20.49,-19.28,-101.6,-123.02,-33.57,-7.5,1.0
3.0,3.0,1.0,3.0,112.07,118.01,275.64,15.32,-25.52,-404.65,-7.86,10.96,2.05,-71.24,50.37,-60.98,-2.38,-30.54,2.86,86.87,77.24,-76.83,70.71,24.43,0.0
2.0,3.0,2.0,2.0,-38.97,-144.17,249.18,1.35,16.87,-93.13,104.28,-13.19,8.9,26.18,-14.08,236.05,-3.31,-45.55,10.51,-42.34,3.2,-205.2,-16.77,24.33,2.0
2.0,2.0,2.0,2.0,108.84,22.52,-98.28,12.27,96.29,-1.93,-13.72,-42.03,-5.09,0.19,-39.98,298.75,4.31,138.69,-32.79,23.98,130.87,6.31,28.4,-7.35,2.0
2.0,2.0,1.0,2.0,-95.85,71.44,-11.58,5.16,-15.87,-49.05,97.25,18.11,-6.88,-43.16,0.08,158.26,-0.39,40.92,-8.28,-17.08,-20.43,-11.26,-49.84,-0.53,1.0
2.0,3.0,1.0,2.0,39.29,-7.17,61.92,-10.14,-34.62,17.87,-162.36,-89.72,0.85,77.61,39.1,63.62,-7.64,22.77,-27.52,76.23,130.1,48.85,35.8,9.74,0.0
3.0,1.0,3.0,3.0,-11.28,12.04,-12.35,-0.47,-9.48,-115.11,-69.74,-38.24,-2.68,19.35,-20.03,118.06,-4.74,102.93,-4.91,-16.76,176.84,10.95,-35.2,-10.93,0.0
1.0,2.0,2.0,1.0,-55.66,-43.15,187.46,4.66,-28.49,-50.08,6.59,-22.23,-3.36,-9.75,-12.39,180.21,-11.28,-60.53,1.62,30.76,153.39,-101.47,97.67,5.06,2.0
2.0,3.0,3.0,3.0,-46.2,-37.31,27.34,-15.91,-44.76,-103.42,-37.73,-40.98,-0.31,43.08,-12.01,-30.97,5.71,73.85,0.19,-37.57,128.99,43.71,-176.67,13.61,1.0
3.0,3.0,2.0,2.0,91.5,-100.74,-119.65,-0.41,-45.07,-33.9,73.75,11.41,2.55,-108.46,32.43,-224.1,-3.21,35.42,-13.94,-32.57,179.29,101.17,2.86,-4.68,0.0
4.0,3.0,2.0,2.0,-379.76,58.57,-31.7,-17.83,-38.66,228.65,-6.12,-16.17,6.47,-195.77,-16.57,33.03,1.88,-94.09,-24.29,89.64,72.48,194.87,-10.52,-4.7,0.0
1.0,2.0,2.0,1.0,-42.71,-42.27,-158.13,-21.16,27.44,-19.62,169.0,11.68,3.4,-21.52,10.4,11.18,7.97,112.65,-21.85,8.7,91.88,80.69,-151.96,0.99,1.0
3.0,2.0,1.0,1.0,207.39,-40.66,-271.79,-27.89,68.84,159.84,83.01,51.41,-0.9,-29.59,57.29,180.13,6.27,95.21,-2.36,186.19,63.51,43.05,36.05,-17.38,1.0
3.0,3.0,2.0,1.0,-72.91,-2.46,68.65,-21.67,85.5,90.3,49.26,26.54,-6.38,30.01,-41.51,250.8,7.16,-49.96,20.74,64.35,54.44,-10.97,-53.98,15.97,2.0
2.0,2.0,2.0,2.0,31.46,115.27,-289.54,19.03,90.27,292.96,72.85,-7.7,1.8,-66.53,-8.45,-61.86,-2.23,92.05,11.75,80.46,82.39,33.71,-168.13,-16.61,1.0
3.0,3.0,2.0,3.0,-9.42,-43.31,152.68,1.55,91.82,-77.44,17.82,-45.91,-3.14,84.68,-15.4,-54.05,3.48,-44.43,1.23,-48.27,-58.82,-37.8,58.12,5.0,2.0
2.0,2.0,1.0,3.0,-0.85,64.34,108.03,-9.47,-47.92,-200.29,-67.64,-21.06,1.49,-32.55,-7.99,153.24,-7.27,78.93,-25.08,90.78,50.25,-147.3,-70.07,17.36,2.0
2.0,1.0,1.0,2.0,87.26,35.69,-87.27,6.38,-68.93,-66.26,-61.72,68.04,-2.16,16.29,18.83,269.04,-0.1,51.18,-14.75,74.28,-170.54,-47.79,147.88,-18.07,1.0
3.0,3.0,2.0,2.0,-159.34,-19.39,-163.91,13.95,-167.08,412.47,98.8,31.39,-4.14,-64.32,14.37,226.23,-0.87,-60.48,1.68,69.17,37.18,82.52,-18.32,-6.86,0.0
4.0,2.0,1.0,2.0,144.7,60.61,185.46,-31.29,49.57,87.72,-161.86,-19.26,-6.28,37.89,-14.07,64.89,5.94,-101.13,43.77,67.42,86.32,-183.76,57.22,14.59,1.0
3.0,2.0,2.0,1.0,-37.72,61.32,-136.67,-8.31,-105.17,164.47,-15.11,39.02,5.0,25.18,5.85,44.33,3.33,-12.83,-6.85,51.06,-21.99,111.11,-21.81,-0.12,0.0
2.0,3.0,3.0,1.0,19.02,-19.22,95.24,-31.68,33.5,-166.97,125.91,72.23,-1.98,-100.68,19.9,45.88,-0.23,-51.05,55.31,91.24,41.41,98.09,-2.88,3.66,2.0
4.0,2.0,2.0,1.0,24.51,40.82,370.77,-15.28,-48.84,-312.28,76.51,-19.92,1.55,-76.02,8.41,-11.59,7.18,-116.78,26.38,-52.06,-76.53,-78.64,177.23,10.36,2.0
2.0,2.0,2.0,2.0,142.36,22.56,37.35,0.37,33.99,301.21,17.42,58.39,2.84,51.66,14.52,115.79,4.38,-134.24,64.71,39.11,44.55,-169.32,6.03,12.55,1.0
2.0,2.0,2.0,2.0,523.06,21.27,24.13,-2.85,18.76,-3.05,56.7,-50.7,-2.97,-113.61,7.98,-173.04,-5.23,44.86,38.84,33.14,33.19,-223.92,65.11,2.57,1.0
1.0,1.0,2.0,1.0,135.81,-70.72,-395.38,-48.71,3.13,135.33,-23.08,28.42,11.17,-26.01,-8.07,-234.17,7.82,152.52,-11.96,-51.71,-113.56,86.91,-119.02,-25.66,0.0
3.0,3.0,0.0,1.0,164.55,-7.78,-116.0,6.98,26.73,-80.96,-52.03,40.08,2.09,37.27,11.14,69.77,-3.04,96.9,10.1,-2.2,127.21,21.02,-38.93,-4.63,0.0
1.0,1.0,3.0,2.0,-253.59,34.49,195.08,7.2,62.67,-253.72,37.19,-16.14,5.29,8.65,-22.51,101.06,1.5,-29.53,-36.73,-31.13,47.8,18.6,84.03,2.15,1.0
2.0,2.0,3.0,4.0,145.83,122.78,-75.67,4.69,-54.16,-106.08,8.43,7.57,4.9,89.9,8.25,-87.88,-2.69,94.68,28.36,-113.23,33.12,7.34,-101.44,-6.18,0.0
3.0,3.0,2.0,3.0,49.07,-165.07,348.9,35.91,10.81,-167.3,30.39,-14.99,1.97,76.61,24.3,363.0,2.73,-101.37,61.43,-49.67,112.55,11.59,120.21,15.45,2.0
1.0,2.0,0.0,2.0,43.51,26.84,-194.97,4.61,-53.44,-15.77,-23.78,43.72,-6.2,-14.9,-37.09,73.61,-1.69,104.9,-32.18,23.85,67.19,58.39,-35.87,-5.28,1.0
2.0,1.0,1.0,3.0,111.8,-25.97,138.08,-8.2,-15.67,-254.06,-27.11,-48.21,-0.63,119.96,17.35,336.14,-6.79,91.36,-24.8,28.42,-36.79,-73.75,127.45,0.16,2.0
3.0,2.0,1.0,3.0,150.56,32.88,-58.97,24.53,-3.22,-43.16,223.27,-3.64,7.03,-46.24,15.72,-17.04,0.78,63.53,1.42,28.91,-10.78,9.47,-15.98,-0.1,0.0
1.0,2.0,1.0,2.0,53.2,-92.56,-369.95,0.58,-34.44,259.46,33.92,32.64,-1.99,55.67,-28.75,-212.09,0.88,101.57,1.41,-62.07,27.2,55.24,-184.92,-17.04,1.0
2.0,3.0,1.0,2.0,0.97,-18.36,77.05,-16.52,67.85,-268.03,-16.44,-83.28,1.88,14.02,5.52,36.58,-3.2,106.0,-50.7,-144.77,30.72,0.71,85.23,-7.67,2.0
1.0,2.0,3.0,2.0,82.53,-38.4,-26.54,-8.06,52.01,-101.53,-124.2,-40.0,-3.16,27.27,-19.66,36.04,-2.59,88.23,-22.89,-27.94,89.75,133.08,-46.68,11.18,0.0
1.0,2.0,1.0,2.0,108.6,-11.79,-203.58,-2.6,4.15,115.04,5.99,51.16,2.91,190.46,-1.83,-81.28,-1.77,52.13,29.06,27.3,96.92,-1.77,-81.27,-15.31,1.0
3.0,2.0,1.0,3.0,227.52,21.42,-160.87,26.62,-51.49,202.36,30.65,36.09,-1.78,37.45,6.48,-67.04,4.57,10.18,19.67,-182.13,-12.42,-59.05,-27.07,0.32,1.0
1.0,2.0,1.0,2.0,-82.57,-8.19,180.22,15.82,78.47,-0.34,-17.51,14.0,4.61,55.04,-2.38,76.26,8.59,-88.03,34.3,-68.52,77.47,-157.25,-35.37,12.69,2.0
2.0,3.0,2.0,1.0,-60.49,38.62,24.63,40.5,-2.57,-101.71,-146.65,43.34,-6.39,-28.12,-16.6,13.78,-8.59,9.61,13.34,-63.65,70.69,-86.01,-55.38,-1.69,2.0
3.0,1.0,1.0,2.0,-85.59,13.85,-235.92,4.43,26.83,42.57,-7.3,-5.72,7.12,153.7,11.21,-335.21,-8.12,57.27,-55.52,38.6,22.75,242.78,-62.91,-6.06,2.0
2.0,3.0,2.0,1.0,-41.39,14.89,264.53,-8.66,-37.12,12.91,-8.35,6.57,0.48,34.72,-50.63,223.45,5.68,-140.89,40.34,-85.34,-49.22,22.5,-0.19,34.14,2.0
2.0,3.0,2.0,2.0,-19.24,-116.21,-161.67,23.03,-30.41,33.36,-11.77,28.25,-2.93,0.77,-41.88,-26.63,-0.25,83.63,-2.41,71.91,78.08,-25.67,-114.35,-10.46,0.0
2.0,3.0,2.0,2.0,-48.74,66.31,-39.24,27.81,26.44,40.86,7.99,-10.66,-4.28,55.58,-12.19,119.55,1.21,35.81,-1.74,-107.14,-165.86,61.83,-58.22,0.7,0.0
3.0,2.0,0.0,2.0,-207.43,32.62,157.18,-0.26,12.68,-36.67,-0.18,-72.88,-2.24,-39.72,-2.52,-34.64,5.32,-36.48,-30.93,123.15,-71.51,-118.35,25.17,1.13,2.0
2.0,3.0,2.0,2.0,215.72,152.76,9.06,-13.37,-128.13,-114.8,5.92,-31.33,4.26,-33.59,-5.02,32.51,2.74,82.76,32.2,154.39,-48.22,31.04,-30.26,-1.78,0.0
3.0,2.0,1.0,1.0,114.64,-67.41,-157.26,-8.13,42.51,-14.37,53.13,2.17,1.84,-82.56,-47.22,-44.49,-3.63,100.01,-20.35,-27.95,-93.71,88.3,-58.44,0.09,1.0
2.0,2.0,2.0,2.0,216.61,64.05,170.18,6.17,-28.79,-263.98,-152.59,0.05,-2.95,50.32,6.18,270.22,6.23,27.61,13.35,-39.59,10.28,-87.56,181.01,-1.12,2.0
3.0,2.0,2.0,3.0,-31.44,29.73,194.96,1.86,-57.53,-160.56,-168.79,-57.96,-3.82,23.06,0.86,185.88,4.71,11.08,-17.61,-101.96,13.67,-112.03,75.2,5.66,2.0
2.0,2.0,2.0,2.0,-47.71,-86.39,-267.05,8.11,51.73,138.39,0.79,26.24,7.64,-34.89,13.46,36.89,1.41,85.74,-11.03,-110.79,54.22,191.92,-78.56,-17.2,1.0
2.0,2.0,2.0,2.0,130.72,-188.5,-251.93,3.63,17.63,85.97,-4.79,22.51,-3.38,23.98,-20.57,-166.55,5.17,80.35,-39.14,-124.96,-51.54,225.96,-114.05,16.82,0.0
3.0,3.0,2.0,1.0,136.24,63.64,-104.04,13.71,109.28,9.06,27.88,48.97,4.38,78.02,-15.69,-242.99,-3.68,-11.11,26.35,-153.0,30.67,122.2,-47.39,2.42,0.0
2.0,2.0,3.0,2.0,-76.92,-42.41,75.34,-0.18,76.73,91.63,41.55,-114.05,-0.83,-8.95,5.77,-36.75,2.97,-6.7,-40.38,31.6,61.65,130.44,-74.46,28.2,1.0
2.0,2.0,2.0,1.0,-143.09,-45.41,-159.81,2.95,-23.69,235.26,58.62,19.81,1.55,94.17,-32.66,190.74,-1.52,31.31,-4.63,-63.74,-86.43,4.25,-93.71,-9.41,0.0
2.0,2.0,2.0,1.0,390.49,41.64,-228.44,7.03,10.35,176.24,12.61,-11.0,1.05,94.41,-46.76,-139.68,-0.49,93.99,6.45,-0.1,-51.22,-57.6,-20.26,-4.53,1.0
2.0,1.0,2.0,2.0,-66.28,83.61,141.42,-13.0,40.47,-136.79,71.06,-36.37,5.92,-18.55,9.03,38.11,3.15,-18.23,-16.1,79.74,44.66,26.95,51.06,7.68,1.0
3.0,1.0,1.0,2.0,-175.23,-48.1,100.64,-19.37,-11.78,-149.3,-25.58,78.22,2.57,81.58,41.67,303.97,1.13,-3.47,87.42,-45.72,-58.63,-33.47,-98.12,-18.09,2.0
1.0,3.0,2.0,3.0,-27.96,38.42,-105.27,3.6,24.92,173.21,-78.19,-27.02,1.39,64.88,-4.63,68.52,-11.1,11.14,-45.76,-112.43,6.35,118.04,11.53,8.2,1.0
2.0,1.0,0.0,2.0,-160.43,19.31,403.85,-3.18,-68.73,-183.89,-48.89,-100.68,-2.66,91.47,-16.79,-243.14,8.18,-134.5,11.7,94.05,-99.36,-167.9,33.82,16.35,2.0
2.0,2.0,2.0,2.0,-297.26,-73.38,182.03,2.22,46.49,-62.08,50.57,-65.66,-3.25,71.46,-29.19,-47.25,2.98,-41.72,-41.26,49.13,-99.87,-129.23,-40.54,11.24,2.0
2.0,2.0,2.0,3.0,259.19,-28.77,-72.53,-2.12,-26.86,123.36,-34.64,13.64,-5.03,-67.51,-31.21,284.92,-10.52,37.43,37.82,194.03,87.51,20.09,45.11,-3.44,0.0
3.0,2.0,2.0,1.0,132.24,28.58,-154.13,3.81,-40.51,-21.66,-43.84,-15.13,5.44,-112.43,2.04,-341.54,4.08,49.65,-23.6,-57.35,25.85,145.91,9.38,-6.39,0.0
2.0,3.0,2.0,2.0,57.48,-59.23,179.11,-26.29,84.88,-190.3,15.26,-80.81,1.98,34.59,-14.49,253.27,3.42,55.67,0.42,-41.87,87.52,8.09,54.25,4.87,1.0
2.0,3.0,2.0,3.0,71.19,19.86,132.72,13.23,82.39,-56.09,120.1,-91.29,-0.93,15.01,-31.14,-91.54,3.4,-20.53,-14.8,106.9,54.12,-12.49,114.04,1.56,0.0
2.0,2.0,2.0,4.0,-62.73,-39.88,-4.23,5.76,40.9,74.1,43.12,2.93,-1.33,83.71,-66.8,317.67,8.92,7.14,-21.06,79.5,69.1,24.54,38.31,4.4,2.0
3.0,2.0,2.0,1.0,313.5,-44.6,-99.4,3.15,62.89,-4.54,-9.63,12.71,-1.85,98.0,37.95,-128.57,-1.57,58.02,7.94,-46.36,-80.57,-106.63,34.79,-4.16,1.0
2.0,2.0,2.0,2.0,-192.03,-11.22,118.19,6.36,-55.87,23.24,-19.76,-4.07,1.23,-143.3,3.6,52.3,-8.92,-55.43,-14.9,119.16,150.38,-156.87,-44.05,12.34,2.0
3.0,2.0,2.0,2.0,-123.4,9.91,-23.71,-18.23,82.95,-59.12,31.85,63.55,-0.61,-92.63,-34.82,145.45,5.55,13.88,0.1,94.48,-172.11,-35.95,-32.95,-4.78,1.0
2.0,1.0,3.0,2.0,143.64,-4.56,-34.82,-8.79,27.88,-213.57,-48.82,62.57,1.92,-53.16,3.89,-217.84,-16.11,32.75,12.53,104.57,-10.62,-13.01,-7.79,-1.92,0.0
2.0,3.0,1.0,1.0,-31.78,81.54,301.67,-5.9,-48.24,-187.34,-30.79,-62.14,-8.79,-10.53,5.91,-81.65,-7.11,-99.58,16.9,-100.37,-43.56,22.28,89.41,13.91,2.0
1.0,2.0,2.0,2.0,199.59,-23.57,-5.82,-28.88,-54.78,190.0,-59.35,11.54,-3.81,162.22,-31.12,296.47,3.48,-54.98,39.61,-152.37,71.56,158.57,99.65,7.47,0.0
2.0,2.0,0.0,2.0,-18.99,52.39,63.77,5.72,-35.24,-358.99,67.95,-21.31,3.57,114.73,44.68,175.45,1.35,137.97,-21.68,-88.99,-83.24,31.67,-17.17,-3.6,1.0
1.0,1.0,3.0,1.0,3.72,48.5,41.58,3.41,26.99,-181.96,25.04,-30.27,4.3,-92.26,36.19,-96.83,-19.15,40.94,-1.85,-10.24,21.36,17.8,46.13,-14.14,0.0
1.0,2.0,1.0,1.0,71.37,75.6,69.77,-1.9,-36.73,-170.56,-131.86,9.54,2.83,-49.1,9.08,347.51,-2.59,73.51,-17.77,-158.95,18.71,-33.64,14.35,14.47,2.0
4.0,3.0,1.0,1.0,-101.29,-167.67,-135.36,36.17,-6.91,57.69,82.56,15.12,-1.65,-6.18,-19.28,-199.21,-2.29,34.56,-2.13,-114.75,152.75,42.18,-145.53,-5.35,0.0
3.0,4.0,1.0,2.0,122.72,41.1,-113.11,41.53,-13.75,194.74,0.64,41.64,-8.65,61.51,1.75,-99.19,1.63,-27.08,21.57,-61.47,-122.27,-65.59,-47.39,2.91,1.0
