cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,target
2.0,2.0,3.0,5.6,73.1,36.76,-31.22,-0.83,-48.93,-5.87,-0.04,-49.57,42.48,-45.67,2.74,-39.19,82.24,17.73,-21.23,53.58,146.54,-47.95,53.8,-19.14,114.45,10.68,-19.74,1.0
2.0,3.0,3.0,-56.93,-224.15,-291.64,26.28,7.52,-22.81,-3.81,2.9,-75.63,-285.91,-10.01,-9.4,19.46,0.61,11.27,-108.6,-3.81,67.61,-22.89,6.71,15.32,-76.81,3.03,57.57,0.0
2.0,1.0,3.0,31.61,77.94,-159.5,-63.64,7.99,74.65,2.21,0.56,-21.99,169.25,57.62,-0.15,-55.38,-35.39,-4.84,-2.48,42.54,90.69,18.85,-7.71,-7.66,-191.07,-12.59,59.53,1.0
2.0,2.0,2.0,11.0,-12.33,-16.73,22.3,-12.08,90.44,-12.89,4.93,9.33,-97.37,-38.28,-4.68,46.58,-13.55,6.93,-30.65,46.83,-1.4,43.96,-89.2,45.24,-68.84,9.67,-115.65,2.0
3.0,4.0,3.0,-7.07,140.29,-164.87,-98.92,-7.91,-35.31,-7.96,-8.66,12.32,-76.8,-39.36,-5.52,-29.07,-17.19,-8.36,-64.59,45.61,21.03,-47.28,-41.31,36.1,-2.68,18.49,-9.63,2.0
2.0,3.0,2.0,54.48,-97.64,-327.98,136.26,-36.05,-32.56,8.76,0.75,11.02,-20.82,22.67,-0.49,43.84,-53.82,3.36,-52.53,-15.31,-22.73,-151.51,57.93,-12.48,27.3,-2.74,-9.3,0.0
2.0,2.0,2.0,-21.06,-20.46,31.02,64.16,-14.02,46.49,7.49,2.04,-20.33,7.68,88.18,-2.4,-12.53,31.51,2.08,48.31,14.51,108.98,160.94,-1.64,20.68,131.31,15.66,-52.36,1.0
3.0,3.0,2.0,-52.34,87.28,-24.11,88.39,2.23,1.98,-4.07,-1.47,32.89,95.21,40.09,-0.65,-17.15,56.17,-18.5,87.62,-22.47,-23.57,-92.82,6.17,0.81,-13.33,11.06,-56.02,1.0
3.0,2.0,1.0,35.67,-31.09,46.06,-62.18,-7.05,52.18,0.03,0.53,72.23,81.48,-17.63,-1.79,-11.28,-31.65,-4.98,170.62,-61.31,0.59,-81.88,-26.29,-16.74,-311.15,-18.0,47.46,0.0
3.0,2.0,2.0,83.89,-87.27,-149.99,-7.01,-0.12,11.56,-3.79,-6.96,43.73,27.44,51.56,-1.22,31.87,9.6,-11.22,19.59,24.63,-18.46,-39.56,3.32,2.22,65.55,-19.83,-4.67,0.0
1.0,2.0,2.0,-43.96,-80.71,76.19,-3.5,-4.96,3.01,-8.74,5.36,-8.81,-202.83,1.72,-2.88,-28.66,-38.08,-2.29,-24.94,19.09,1.41,-23.87,27.72,-21.1,-3.13,4.93,130.7,2.0
3.0,2.0,3.0,0.64,-49.49,-67.6,23.93,-6.48,19.48,2.61,-9.67,-34.16,-173.93,-11.73,-4.79,32.1,-1.97,4.95,-45.18,6.71,91.22,56.93,-26.05,-31.08,111.41,-5.89,13.05,1.0
3.0,3.0,3.0,-76.63,73.75,-140.96,-185.63,1.76,29.18,7.23,2.06,-62.89,-30.05,-11.11,-1.88,56.5,7.36,-30.93,-49.05,48.98,-19.16,-7.82,-35.67,-17.63,130.42,33.15,62.42,0.0
3.0,2.0,2.0,-42.9,11.44,-72.48,-108.23,-25.35,44.8,2.72,2.16,-68.84,53.31,74.11,6.26,-104.95,65.06,25.06,4.29,30.6,-101.32,26.71,55.26,-26.91,-214.57,-13.27,72.54,1.0
2.0,2.0,2.0,47.9,8.69,125.86,225.36,15.13,-41.91,-2.1,-6.74,-24.3,21.16,-50.79,-0.15,2.97,58.68,-9.85,10.35,-39.75,-85.43,62.56,57.96,50.77,12.97,-22.99,12.77,2.0
1.0,2.0,1.0,34.5,17.71,167.85,105.53,2.22,15.53,6.62,7.43,-22.39,-14.12,4.42,3.14,21.24,36.7,-7.1,46.66,-25.56,20.14,83.99,-84.07,22.39,-307.68,-18.12,44.74,0.0
3.0,2.0,2.0,19.48,10.69,-97.88,115.08,19.93,-14.8,7.69,-1.93,25.23,40.57,-35.95,2.9,53.2,-1.91,17.31,-69.03,28.16,86.43,-84.17,62.96,15.9,150.42,-10.24,-79.45,2.0
2.0,4.0,3.0,9.98,86.2,89.95,129.39,9.66,-32.66,-2.3,0.12,-17.79,-283.9,102.16,-5.61,-2.58,-15.78,22.16,-21.45,-21.0,-214.22,-87.29,23.92,-43.29,62.65,-28.85,-33.84,2.0
1.0,2.0,3.0,-72.75,116.57,-27.66,-198.78,-1.99,36.86,-15.44,3.0,-18.42,-51.66,-28.15,-5.2,-94.42,14.28,-10.67,-63.91,34.45,75.05,-55.64,-24.39,18.54,-97.1,17.01,-57.25,1.0
1.0,0.0,3.0,-52.85,-33.16,103.2,-0.49,26.7,-44.16,-0.59,-9.34,-69.44,-122.46,-27.33,-3.86,15.93,-94.99,-0.29,-51.3,-17.39,-3.93,-52.07,79.34,-38.5,100.56,9.18,20.09,1.0
1.0,2.0,3.0,39.15,-186.19,-77.92,-45.94,-6.62,7.34,2.98,2.86,-21.37,-351.66,-62.87,-4.6,-70.83,-33.64,-4.71,-104.58,-31.96,-141.6,-70.72,-51.69,-42.75,-278.33,-11.9,-146.46,2.0
3.0,3.0,1.0,23.49,-320.01,141.12,147.92,-3.12,-36.52,11.48,-4.48,-42.94,-241.35,54.59,0.78,75.12,28.19,10.33,-19.27,36.61,11.31,85.65,-92.86,57.11,167.37,53.19,81.98,0.0
2.0,3.0,2.0,32.6,111.81,90.46,194.07,5.15,43.76,-1.03,6.37,-47.7,-66.98,5.1,-4.8,53.02,22.54,-2.17,63.47,22.96,-60.2,3.44,0.33,-19.9,-149.4,16.44,15.27,2.0
2.0,1.0,3.0,-30.19,79.79,11.65,-25.57,22.13,31.7,11.55,1.02,-8.68,-103.59,60.1,-0.89,-16.75,86.44,0.61,-61.6,-11.45,-127.88,-22.52,80.38,-56.12,-78.73,-8.83,26.16,1.0
2.0,2.0,2.0,22.75,-113.05,150.0,-105.35,12.96,-39.07,-8.73,5.49,49.24,-89.1,53.41,2.86,101.1,-25.1,8.52,-9.85,-39.04,57.03,-65.65,48.28,20.42,208.84,-34.11,79.98,0.0
2.0,1.0,2.0,11.03,79.02,-255.12,-60.21,-15.58,37.67,-1.92,1.39,-4.39,384.37,-75.76,1.39,-65.93,-117.9,1.05,70.63,-15.68,-80.81,-34.38,2.54,39.02,-296.24,11.78,-118.69,2.0
1.0,2.0,3.0,28.55,-51.95,-233.67,-55.94,22.11,59.36,-8.98,0.84,66.22,33.63,-51.79,1.11,62.2,55.43,12.13,-103.03,-41.8,32.11,0.45,32.97,17.49,135.24,-12.29,161.56,2.0
2.0,2.0,2.0,84.88,-104.77,31.28,162.75,-4.52,87.25,-21.47,12.8,43.1,-50.15,33.14,1.36,-2.23,78.86,2.6,-4.15,13.79,-60.59,18.62,-88.57,-7.65,249.58,-13.17,90.02,0.0
2.0,2.0,2.0,40.92,-101.13,100.53,-31.05,-5.31,-13.11,0.88,-6.68,12.68,-294.99,51.46,-2.26,36.79,9.04,-8.04,-56.3,41.33,-18.32,-32.6,44.99,-38.75,-38.45,-4.66,-51.5,2.0
3.0,3.0,3.0,-29.04,-22.74,-186.95,20.32,7.36,-22.64,-11.21,-4.09,-37.58,-135.11,7.49,0.38,15.59,-10.2,6.91,-117.02,19.6,170.89,-152.61,33.89,-34.85,286.2,7.01,-24.91,2.0
0.0,3.0,1.0,-10.63,0.48,150.37,-98.93,-25.75,1.39,-11.5,-3.02,-30.83,77.87,23.08,3.53,85.8,79.43,6.13,129.12,20.53,-214.33,-5.07,7.1,12.18,-268.34,-21.62,105.66,0.0
2.0,1.0,3.0,15.14,-138.27,-207.49,-80.11,4.52,-22.72,8.85,-11.05,117.64,7.6,43.24,0.27,92.6,-74.2,8.86,-45.96,-18.88,124.69,128.28,20.35,-15.86,-45.63,29.87,-26.75,2.0
0.0,2.0,3.0,-2.77,63.83,459.2,152.27,17.03,26.74,7.26,0.82,-98.26,-339.79,-42.13,-2.04,-100.59,-0.11,8.99,-47.51,16.64,-16.39,-92.14,-16.36,-45.23,347.98,-22.68,-125.02,1.0
3.0,2.0,3.0,5.13,-55.28,76.78,-169.46,-27.58,3.09,5.17,-0.64,0.93,-184.95,-28.15,-1.3,27.08,-17.65,2.14,-79.93,-25.71,7.87,-127.11,49.06,-10.75,230.15,9.58,-51.41,2.0
3.0,3.0,2.0,44.61,183.51,395.33,-262.78,3.15,-2.65,4.95,10.73,-17.69,-213.4,-20.42,-3.29,-16.4,33.03,10.39,0.73,-10.29,112.56,-42.0,32.81,-6.93,118.27,17.46,-107.01,1.0
2.0,3.0,3.0,5.09,83.72,150.43,201.12,1.28,-21.38,7.3,-10.26,38.81,-200.21,-18.07,-3.23,74.94,-18.16,-25.64,-17.93,24.91,-36.47,-66.68,96.41,-39.66,138.74,20.46,40.43,1.0
2.0,1.0,2.0,139.5,-57.56,74.45,163.91,1.56,97.57,8.74,-0.54,3.07,-16.65,-0.24,3.83,18.26,1.96,6.01,-30.21,18.55,-54.05,-15.68,10.78,2.25,-24.31,-3.42,-18.1,1.0
3.0,2.0,2.0,61.47,70.14,87.9,31.5,4.09,51.39,-20.69,1.25,-3.01,79.48,-50.4,-0.19,7.82,31.9,3.89,58.61,9.99,97.51,92.87,21.51,-3.64,-40.4,-6.88,-94.19,0.0
3.0,1.0,3.0,53.34,-47.66,118.1,34.47,-13.01,11.5,-0.62,6.85,-92.3,-168.28,-1.27,-6.03,-14.54,97.2,3.78,-39.39,-1.73,-183.51,-140.21,-111.21,12.24,-21.83,-18.53,-115.12,1.0
2.0,2.0,2.0,-89.45,31.19,267.57,-96.33,12.02,18.61,-4.52,0.31,-92.14,-107.03,-22.7,1.02,-12.57,-13.55,-15.4,54.99,-5.27,230.48,-34.95,-69.06,-35.83,-108.57,-28.05,108.23,2.0
2.0,2.0,2.0,30.9,-48.71,120.35,-118.55,3.9,50.98,-6.16,3.67,47.14,-145.57,-45.97,0.54,43.89,6.72,33.99,-18.34,16.07,-97.79,2.65,106.87,-42.28,88.84,12.23,4.66,1.0
2.0,2.0,2.0,4.35,-29.28,145.01,68.05,9.33,-1.42,-4.36,5.87,6.31,-203.97,-18.84,1.72,105.55,0.03,2.7,-95.01,36.3,14.63,57.91,46.04,-6.96,287.95,-45.6,-44.7,2.0
2.0,2.0,2.0,-4.87,-74.41,24.25,-15.86,5.13,-22.47,10.98,2.35,76.33,-254.39,-39.48,-5.41,68.05,48.99,2.0,-75.22,-25.25,-41.49,-44.23,27.5,17.13,-143.9,-10.82,-94.15,0.0
1.0,2.0,2.0,3.43,-76.39,-74.7,6.9,-19.09,47.02,-19.21,-5.09,-19.42,12.33,-19.26,0.54,87.53,-13.14,-17.2,-7.16,17.2,-8.93,100.11,31.24,10.35,15.16,25.41,110.51,2.0
1.0,2.0,2.0,-20.49,-91.55,-155.06,-36.98,-4.95,35.98,5.32,-2.74,-56.72,179.4,-29.42,7.3,30.36,-29.32,-12.48,-28.6,18.23,114.74,86.5,-8.93,39.17,164.99,-26.43,-88.38,2.0
2.0,2.0,3.0,2.33,181.26,-84.42,111.68,-16.48,-19.89,-2.23,3.6,36.41,2.18,15.08,-6.61,16.97,39.04,-11.15,16.24,33.76,45.61,216.52,15.3,-32.71,-165.95,10.96,13.46,0.0
2.0,1.0,2.0,-15.28,-102.96,264.75,-34.3,-32.54,-44.7,-8.67,-1.12,-23.95,-195.9,-54.05,-6.01,-43.81,40.04,7.86,13.65,18.6,-24.04,-127.01,-1.14,25.46,118.15,-21.69,-74.01,2.0
3.0,3.0,2.0,-5.64,51.4,235.62,24.1,24.16,39.68,-5.42,-2.81,-33.87,-213.1,-35.3,-0.33,-17.77,-10.91,-26.61,-67.46,9.13,-100.67,72.72,71.68,6.25,218.52,38.72,-30.66,1.0
1.0,3.0,2.0,-11.7,-4.93,-266.6,-49.24,-29.02,5.99,-2.37,-6.45,3.57,158.84,54.44,-1.29,112.2,102.19,-11.5,55.42,27.11,-108.36,-24.98,-89.17,5.08,-71.14,29.64,-48.65,1.0
2.0,2.0,2.0,57.06,30.7,-118.47,-54.52,24.38,4.24,12.28,-5.04,63.59,112.41,58.37,3.36,12.38,-89.52,-3.66,-1.46,5.46,50.77,35.77,-12.05,11.67,-250.58,8.25,-26.19,1.0
3.0,3.0,2.0,-53.69,249.75,-0.88,163.11,-0.23,54.7,1.19,6.99,27.2,117.24,1.07,0.74,-69.53,12.8,-17.74,33.21,-54.67,-17.25,33.39,-1.38,8.75,119.0,-22.51,-182.83,2.0
2.0,1.0,2.0,24.53,-39.8,120.51,46.95,-17.12,28.9,6.09,2.09,82.94,-36.08,-129.68,2.77,7.32,-34.24,-11.8,-16.96,8.14,43.13,50.66,-16.71,-36.74,122.17,34.67,-179.98,1.0
2.0,2.0,3.0,7.09,109.83,540.23,-15.11,-1.36,-59.32,4.54,-2.14,39.12,-498.91,25.36,-6.7,74.31,-99.5,6.58,-87.96,-55.59,-131.89,46.95,21.96,-27.35,222.38,0.36,-52.25,1.0
1.0,1.0,3.0,-77.15,-59.6,-20.8,199.66,15.8,-6.67,-1.94,-3.58,-33.7,-94.16,-43.89,-2.13,-83.94,18.12,-0.09,-32.37,8.47,118.13,-104.92,-33.88,-33.35,41.4,-47.65,-124.99,1.0
2.0,2.0,2.0,-4.9,-97.01,285.78,0.06,18.76,46.14,-10.3,-1.35,18.77,-434.98,90.9,-5.7,-24.21,-4.08,28.39,-61.0,-33.22,-10.6,-108.45,-20.65,-25.68,2.68,1.1,56.38,1.0
2.0,1.0,2.0,17.82,-203.3,71.77,-22.58,30.21,-21.66,-4.78,0.36,55.73,-164.33,-27.35,-3.42,-116.04,-3.13,21.77,-10.77,0.32,-67.6,3.23,-58.74,-16.82,199.57,16.52,-196.16,2.0
2.0,1.0,2.0,-40.7,-70.76,-348.58,211.92,-1.4,-6.05,-7.16,-1.57,1.68,353.02,34.78,4.6,-35.46,4.58,-8.74,18.81,-2.12,-65.16,41.74,64.19,28.25,-113.16,-1.35,7.83,2.0
2.0,2.0,2.0,-17.56,92.86,6.86,106.53,-3.94,-2.13,-5.52,2.07,65.85,162.17,-21.98,6.84,-21.21,6.89,6.27,23.4,-2.84,-3.64,-185.12,-29.82,-16.73,188.91,7.32,18.34,1.0
2.0,2.0,2.0,3.96,-30.4,43.23,62.41,-3.53,-25.4,3.03,0.26,-70.46,-116.32,-90.07,-2.87,-42.14,-67.61,-13.95,-6.77,-49.95,-89.03,30.66,50.2,21.64,-228.61,-9.97,44.33,0.0
1.0,3.0,1.0,43.62,-162.15,-43.53,182.55,3.07,50.7,-12.53,0.18,61.57,-131.12,5.67,-1.03,-69.39,-1.66,-4.16,-3.71,19.91,65.83,-1.06,-32.23,16.34,-249.27,-10.89,-31.12,0.0
3.0,2.0,3.0,71.28,64.82,84.35,-133.01,-0.16,13.5,-1.63,1.96,-18.46,-104.92,-2.92,0.19,18.26,-5.13,-5.08,-66.31,-12.05,10.3,159.18,63.02,-6.26,49.17,-9.1,-143.97,2.0
2.0,3.0,3.0,-33.2,-57.64,62.8,48.31,-7.64,-38.69,3.0,-7.29,54.66,-325.96,-43.33,-3.75,-62.78,-43.03,6.88,-42.98,28.46,-48.12,-95.91,2.74,-70.64,-159.98,1.67,-99.59,2.0
2.0,2.0,2.0,-60.73,-138.91,1.1,6.1,-6.4,-22.11,-3.21,-8.04,57.5,-61.85,28.74,-0.7,38.66,-16.29,-15.94,31.52,18.4,-1.59,-50.33,67.04,4.41,114.32,-26.83,-29.7,0.0
2.0,2.0,2.0,-31.13,-33.18,113.29,-75.72,13.86,-28.04,2.85,6.63,29.76,-123.25,10.61,-4.72,47.72,-24.3,-2.42,-15.43,26.86,43.04,-49.53,15.6,15.79,84.15,-3.06,-28.36,1.0
2.0,2.0,2.0,41.18,-50.79,-75.72,101.69,7.95,16.11,-2.16,4.1,-20.88,71.27,0.58,3.58,-14.84,-19.01,-17.73,-56.21,-37.59,62.99,5.54,-68.05,12.15,343.61,22.2,-86.13,2.0
3.0,2.0,2.0,-49.53,-220.64,244.57,-121.09,-6.56,-34.75,1.99,1.53,35.53,-459.96,49.23,-3.71,-49.7,-103.73,-15.61,-75.86,-9.98,65.99,67.41,-110.1,-9.08,-228.41,30.6,-6.65,1.0
1.0,3.0,2.0,-26.47,49.55,-216.76,223.78,14.47,-34.74,-11.51,-5.52,35.89,136.76,2.02,0.94,20.7,42.69,-15.67,69.07,-18.39,103.21,61.0,-65.72,-48.32,-146.11,6.06,-22.59,1.0
3.0,2.0,2.0,53.12,-135.19,-189.33,-228.67,-8.62,71.85,4.31,1.55,16.33,-19.77,23.56,6.32,-39.32,11.46,16.77,-99.86,-5.68,35.68,99.03,87.48,-5.8,69.33,-22.84,-33.75,2.0
1.0,2.0,2.0,28.85,-152.36,457.16,-150.78,-21.27,96.42,0.49,-0.69,-91.87,-351.47,34.58,-3.54,-4.91,-111.15,-13.69,60.93,23.54,20.12,-7.93,50.09,-44.57,-106.84,10.37,-67.36,2.0
3.0,3.0,2.0,27.35,-253.86,-280.42,109.76,13.04,32.81,9.36,-6.22,5.42,-264.07,-26.49,-8.17,3.68,17.68,-8.6,-119.91,-26.42,9.3,-24.65,-5.94,64.38,-50.58,-36.33,-24.79,0.0
3.0,2.0,1.0,14.59,-121.43,263.07,29.97,-23.9,44.78,4.56,0.67,-35.15,-31.2,36.96,0.8,-93.18,-19.8,-2.12,120.17,3.87,-135.53,0.72,-25.58,31.91,-137.73,-15.13,-25.19,0.0
2.0,1.0,2.0,-42.13,-20.67,65.02,-10.64,6.6,-36.25,-8.58,2.7,22.82,-0.31,19.17,2.99,47.56,31.12,8.51,1.1,9.36,4.81,63.06,-8.03,-31.08,13.89,-2.32,-78.91,1.0
0.0,2.0,1.0,-61.93,26.99,228.14,-109.42,2.3,-65.12,-15.7,-8.98,32.52,-54.37,-9.1,4.7,58.08,61.97,9.61,-35.85,-20.34,-9.92,-74.03,-9.56,59.01,-226.97,20.26,-5.89,2.0
2.0,2.0,3.0,-1.29,99.82,-14.53,-87.05,-13.81,36.81,4.43,-4.77,-3.28,-39.33,12.37,-5.95,-50.88,-26.94,0.65,-12.84,-37.24,-4.74,-78.25,-5.42,17.01,-73.22,16.05,45.84,0.0
1.0,2.0,2.0,-9.47,-42.11,107.61,-1.92,-5.94,-2.15,-3.32,8.25,37.53,-182.72,30.31,0.31,-24.77,7.38,6.72,-35.08,4.84,-82.6,4.86,-19.01,-33.58,143.32,26.51,53.32,2.0
2.0,2.0,3.0,-45.74,173.25,-138.51,-156.78,-15.58,-18.67,21.13,-15.51,22.08,113.59,30.26,-2.97,50.16,-17.27,-10.77,-52.16,-54.73,19.86,45.94,-15.67,71.39,-296.52,2.11,-45.13,1.0
2.0,1.0,2.0,48.83,-5.29,53.91,153.56,18.98,-5.31,6.35,-2.92,6.71,-13.89,33.09,-0.25,-28.74,-19.11,-11.83,-3.66,-8.6,78.61,-17.25,94.36,-7.13,3.76,29.94,62.33,1.0
3.0,2.0,2.0,-36.87,76.72,-11.04,109.92,-5.17,-51.18,1.89,-4.01,24.66,94.37,85.15,0.87,-19.11,-71.37,-3.77,72.97,42.48,96.31,-61.07,59.2,-29.53,-56.49,23.12,-97.38,1.0
1.0,3.0,2.0,-14.02,101.13,223.54,7.8,-0.55,-41.97,-2.68,-18.46,45.59,-167.37,45.12,-0.62,-1.9,-46.09,-16.7,11.52,40.5,-39.09,-31.76,-25.15,-54.67,104.99,-4.99,2.99,1.0
3.0,3.0,1.0,3.94,-23.87,137.39,87.06,20.56,-48.83,-4.96,-1.29,9.23,-215.56,87.01,1.78,68.63,-103.59,-0.25,-49.52,14.77,38.03,117.2,70.27,23.1,-384.8,-12.82,-37.95,0.0
1.0,1.0,2.0,36.28,88.59,262.7,-94.95,3.83,-41.38,-2.16,-2.02,-24.15,-27.52,15.89,0.44,15.02,-5.82,-8.38,28.37,33.07,-113.75,101.27,-124.89,-20.52,55.15,12.19,46.21,1.0
2.0,1.0,2.0,-55.47,-40.06,103.08,197.11,-17.77,53.6,0.78,0.17,12.93,-88.37,-49.76,3.26,82.59,-6.67,-8.74,-26.86,14.92,94.03,27.68,-39.64,-43.64,-12.36,-3.42,64.81,1.0
3.0,2.0,2.0,27.86,-46.07,38.55,117.85,27.3,24.45,4.41,1.81,-10.42,-80.39,-39.5,-0.19,29.74,-19.17,-0.62,-5.52,18.48,18.99,64.53,-52.29,-19.64,15.3,11.87,98.94,2.0
1.0,1.0,4.0,32.43,90.28,17.47,-68.28,20.74,10.04,-10.77,3.85,-59.26,-156.53,-3.95,-4.33,53.04,-33.19,-9.84,-91.99,33.75,-53.97,19.88,-127.01,-56.37,237.71,4.69,74.62,2.0
2.0,3.0,1.0,19.91,-115.1,-3.75,-12.29,0.84,31.04,-3.46,0.69,9.13,-176.33,-49.56,-2.44,-3.25,7.68,-7.67,-31.93,-8.46,55.95,-49.79,54.63,55.35,-337.11,-12.98,-41.67,0.0
2.0,2.0,2.0,-44.04,-58.07,79.37,40.31,-11.05,22.57,2.89,1.2,72.04,-34.59,-73.26,8.64,-22.46,15.4,5.83,0.68,2.13,-66.03,37.71,-40.02,-50.14,17.46,8.6,14.67,1.0
2.0,2.0,2.0,-15.71,-97.48,269.63,13.61,-21.2,40.19,2.21,5.95,-56.5,-438.43,-99.29,-9.17,68.34,5.58,-32.61,35.19,10.36,-38.61,90.79,-57.64,-58.21,-582.97,6.03,-31.74,2.0
2.0,2.0,2.0,-47.17,11.14,179.41,77.74,-4.25,-69.27,2.53,-2.36,-61.08,-347.37,-8.43,-9.99,-77.73,-8.95,-7.99,-102.7,16.38,-35.48,-53.37,18.77,54.56,-255.93,-2.17,55.05,0.0
2.0,1.0,3.0,38.97,162.62,14.45,69.96,-10.79,38.26,7.62,8.31,-33.53,5.63,-56.12,-5.46,31.7,22.05,-14.82,-75.11,48.9,54.33,21.67,71.41,46.95,-4.5,-13.75,45.47,1.0
1.0,2.0,1.0,-56.63,40.13,344.97,-67.01,12.21,17.83,1.94,-4.36,80.2,-128.22,13.05,3.93,-33.35,39.06,-2.24,-33.1,-4.6,-88.22,-35.97,-65.32,44.17,38.05,-15.6,36.36,2.0
2.0,2.0,3.0,-60.29,-79.1,-172.82,-125.28,-5.2,15.98,-10.18,-0.33,18.22,-31.06,-40.36,-2.75,-15.55,13.84,-11.73,-17.43,-43.75,-95.4,-135.7,18.34,-31.86,137.51,9.89,132.97,0.0
1.0,3.0,2.0,-38.33,-22.18,75.22,139.86,11.05,5.51,16.63,-7.85,60.1,-230.82,-75.64,-2.51,91.61,-41.88,-23.37,-66.63,41.79,-103.3,36.67,-10.5,34.59,-279.32,-25.55,2.57,0.0
2.0,3.0,2.0,-7.87,148.43,377.1,-20.1,5.93,-8.45,4.16,-5.59,55.6,-206.03,-54.7,-1.07,-5.42,-76.86,-8.76,12.71,-43.22,37.2,-221.15,3.11,-24.97,289.12,4.75,44.66,1.0
4.0,0.0,2.0,15.42,-49.79,-44.49,37.79,-28.92,-2.92,-12.41,-1.46,-9.85,255.75,-55.11,3.73,4.77,-59.07,0.55,44.36,26.16,90.65,-15.48,47.87,14.87,-39.91,-10.71,-80.69,1.0
1.0,1.0,3.0,82.99,70.29,124.49,173.02,6.79,-53.26,0.13,2.34,60.13,-165.37,-56.34,-7.04,56.68,-17.56,5.39,-53.8,3.45,24.98,35.19,-50.04,-2.01,10.84,0.88,252.78,0.0
2.0,3.0,2.0,82.38,-114.0,151.7,35.86,19.63,5.41,-4.88,-3.92,31.21,-330.69,-10.08,-3.26,-2.64,-71.39,-10.65,-69.85,-12.9,107.53,25.87,-28.04,-4.56,165.34,-16.49,-166.29,2.0
1.0,3.0,3.0,-12.35,18.65,55.58,12.48,-18.48,7.63,-1.12,0.36,-49.78,-166.64,33.89,-4.0,45.58,-29.21,3.98,-17.91,10.91,-62.06,75.77,-37.22,-18.93,141.69,-5.15,9.68,1.0
2.0,3.0,2.0,0.23,-206.11,-159.59,-142.82,-0.85,-58.41,-3.31,4.27,36.75,-139.94,-4.36,-8.43,58.48,-21.83,-6.94,45.16,-6.51,-207.22,-145.98,32.25,-13.07,154.25,23.95,-9.68,0.0
1.0,2.0,1.0,-9.35,-160.66,-75.28,-165.26,24.64,-46.55,-11.05,-2.75,-90.83,152.56,-32.8,6.18,-62.66,-21.8,9.61,20.77,-51.62,14.75,-52.98,2.06,48.99,53.14,-16.75,28.92,2.0
2.0,2.0,2.0,13.93,-26.5,100.14,10.53,-6.24,-54.56,1.09,1.3,-6.91,-107.35,-92.0,-0.91,-4.35,-15.62,-11.89,-47.88,22.31,1.74,21.82,67.81,24.99,152.57,3.39,-89.91,0.0
2.0,2.0,3.0,7.09,-149.11,-122.93,-62.97,-17.07,-4.15,-7.09,-6.26,134.63,-185.87,-18.44,-4.38,72.88,41.11,-0.29,-61.05,11.13,36.56,25.7,-10.87,-29.78,166.77,-26.18,-6.92,0.0
2.0,2.0,2.0,-16.94,-5.42,14.87,54.73,22.44,81.33,3.26,,17.8,114.21,25.86,3.56,74.19,-45.4,12.14,-3.44,37.9,87.85,-64.23,9.27,38.89,38.16,-11.1,-20.85,2.0
2.0,3.0,1.0,-15.24,-235.58,23.77,-209.79,-34.78,-58.38,-1.46,-12.17,-30.71,-129.16,5.68,-0.17,-12.24,68.04,-6.28,43.31,3.83,-7.65,95.13,-124.27,-1.02,-57.9,-9.45,73.83,0.0
2.0,2.0,3.0,56.37,78.15,-36.91,46.16,22.08,25.46,16.82,-2.8,2.83,21.34,5.31,-0.3,83.84,-20.34,-46.53,-44.59,-63.92,21.7,2.22,-87.09,-11.45,86.48,15.18,34.61,2.0
2.0,3.0,2.0,17.18,11.78,-52.71,-48.77,-24.69,-44.1,-14.49,-3.51,63.71,-47.33,2.72,-3.16,-7.09,-27.26,-6.51,-35.01,-43.56,3.91,90.35,130.97,43.15,108.14,31.39,-156.17,2.0
1.0,3.0,2.0,7.69,-115.38,-106.07,-133.79,-3.69,51.52,-2.51,1.05,-10.96,-144.17,-51.92,-2.32,-35.62,-4.83,-4.82,-33.02,-7.09,120.57,85.01,-76.57,19.48,-185.24,-10.56,103.03,0.0
2.0,2.0,2.0,35.99,18.6,165.81,69.69,-4.14,8.41,-1.48,-2.63,77.55,-203.74,-7.66,-2.26,-82.36,-56.17,-5.96,-49.19,20.25,86.24,-135.63,-70.58,21.57,-80.57,32.77,-25.65,0.0
2.0,2.0,1.0,20.51,-80.74,219.06,-111.49,-17.71,1.21,-0.79,-1.51,-1.92,-206.23,39.33,-2.04,-50.28,10.01,13.57,-7.36,-6.26,28.66,67.34,-103.45,44.85,-403.05,-14.42,-7.96,0.0
3.0,2.0,3.0,-66.25,107.17,-123.89,-176.74,-13.66,53.7,-3.51,5.77,-8.67,37.4,-21.05,-7.22,-1.36,36.12,-4.36,25.38,-6.17,0.37,47.56,-53.25,-32.8,265.67,4.38,77.54,0.0
2.0,2.0,2.0,-78.96,-61.36,-26.3,-162.43,8.21,10.54,-10.51,5.94,39.46,-97.78,-44.03,-0.16,-0.56,-137.79,-15.49,-40.62,-3.37,173.21,-64.25,83.1,-27.21,-15.61,-2.4,-41.83,2.0
2.0,3.0,2.0,13.37,-24.31,-128.63,22.54,23.8,-7.26,2.96,1.9,33.64,-35.35,-38.37,-0.85,37.46,-3.35,-1.27,26.39,34.3,101.89,-67.52,54.78,-21.06,147.28,-14.8,105.9,0.0
