cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,1.0,1.0,1.0,40.95,-171.18,9.34,12.6,18.95,-77.42,-5.75,-150.44,48.51,7.02,-269.26,-14.68,-10.33,279.75,17.73,-29.05,101.54,-100.45,0.0
1.0,1.0,0.0,0.0,-170.89,-121.85,-1.63,33.2,37.13,-70.26,-19.95,-120.8,34.38,1.36,-208.98,-14.05,-5.87,61.56,41.76,-57.26,152.85,-116.53,2.0
1.0,0.0,1.0,1.0,7.88,25.05,-26.18,95.45,81.01,-35.13,-22.08,183.11,-26.4,5.39,-155.06,39.92,-26.94,-165.22,-87.33,-2.85,159.07,-169.99,2.0
1.0,1.0,1.0,1.0,-37.7,-120.62,-47.7,-142.97,56.83,-6.04,-14.2,32.43,66.7,-3.01,-137.86,13.98,23.7,108.89,53.17,-15.72,89.38,55.28,0.0
1.0,0.0,1.0,0.0,-28.5,88.88,1.32,3.08,132.02,-57.04,8.68,140.18,89.57,-1.44,194.48,23.83,-1.05,-29.58,32.56,-33.07,13.31,-95.74,2.0
1.0,1.0,1.0,1.0,-16.87,63.38,-10.77,-34.63,161.41,22.33,30.68,-113.28,-4.18,3.75,320.58,-36.82,11.47,39.14,34.73,-21.49,-160.39,-225.61,0.0
1.0,1.0,1.0,1.0,61.57,-84.88,-52.95,-4.51,-70.2,-60.17,-11.15,-23.52,16.88,-10.69,-239.28,2.49,12.65,121.8,115.07,-3.46,-73.72,90.75,0.0
1.0,1.0,1.0,0.0,35.34,-15.67,-23.6,-50.82,-7.19,-83.27,-16.17,103.34,-80.26,-12.12,-124.61,28.67,-5.33,150.12,-23.14,-18.57,124.72,-67.05,2.0
2.0,1.0,1.0,1.0,-48.61,-12.37,18.24,45.63,106.29,-22.92,4.47,258.7,-13.0,14.93,337.58,18.6,5.67,-89.5,-74.73,22.36,31.94,-27.56,0.0
1.0,1.0,1.0,0.0,-15.64,7.87,-49.69,17.64,-25.95,-2.53,-7.22,-14.69,-47.67,-4.67,421.68,-27.19,30.2,10.9,-17.69,19.81,236.0,-366.78,0.0
2.0,1.0,1.0,0.0,64.35,123.96,58.82,53.53,-50.92,-57.15,-0.34,86.09,-10.43,-8.23,554.16,14.8,12.38,-12.46,-4.49,2.28,97.9,-133.58,0.0
2.0,0.0,1.0,0.0,-91.94,119.16,13.1,-8.29,-64.29,29.49,-17.57,346.96,152.21,0.53,511.24,7.51,-4.06,-163.11,-24.44,-16.44,77.8,-39.45,0.0
1.0,1.0,1.0,1.0,-133.98,45.58,36.92,-51.76,163.29,91.29,26.77,2.2,-28.37,9.42,127.96,-17.43,9.5,46.02,88.3,-45.06,3.08,289.43,1.0
1.0,0.0,0.0,1.0,14.48,165.31,-16.96,13.46,202.75,-109.97,-8.03,10.68,-49.84,6.69,171.93,38.63,3.86,190.79,56.47,-45.58,-41.44,-273.28,2.0
1.0,1.0,1.0,1.0,45.16,-40.14,38.17,-31.52,72.78,-1.25,-0.91,-223.31,111.78,5.36,-203.59,19.74,-11.77,76.69,-133.44,-4.62,-66.29,-154.77,2.0
2.0,1.0,0.0,1.0,63.41,-89.82,-33.07,-26.04,13.38,86.92,2.43,-180.88,-47.13,6.81,-393.29,48.76,-1.47,111.48,-141.0,-54.28,1.51,-156.33,1.0
0.0,0.0,1.0,1.0,62.88,151.74,-11.02,86.07,-5.49,79.99,5.08,426.69,40.81,-8.15,609.57,-3.67,7.14,-118.9,47.27,-3.72,239.48,-103.24,0.0
1.0,1.0,1.0,1.0,-15.82,63.83,27.67,-18.05,-78.16,10.05,20.86,-161.99,-99.92,-12.58,-75.61,23.29,7.07,86.11,100.66,17.48,110.4,43.27,1.0
2.0,2.0,1.0,1.0,-7.0,-145.16,-13.13,63.05,73.46,42.09,-6.42,-133.53,54.86,-17.18,-86.81,28.57,11.74,237.6,-1.38,20.59,-75.24,-205.08,1.0
1.0,1.0,2.0,0.0,-21.88,24.72,-28.32,-104.54,-17.44,-49.92,0.21,95.91,3.6,25.18,1.71,10.52,-3.5,20.81,-103.42,-18.41,-51.16,-93.94,2.0
1.0,0.0,0.0,1.0,-16.68,133.15,63.2,111.19,1.41,45.15,-11.92,47.35,31.09,-9.71,387.75,-27.32,-2.7,21.24,35.03,1.25,23.39,144.06,1.0
1.0,1.0,2.0,2.0,-25.89,-100.22,-14.12,-43.47,17.0,35.65,31.93,-52.42,-42.51,-3.34,-10.25,16.15,12.22,-130.55,-9.32,7.01,243.8,-149.48,1.0
1.0,1.0,1.0,1.0,-20.21,74.26,23.42,-9.0,-79.88,44.62,-20.07,-15.19,-15.95,-13.3,102.26,-28.98,1.28,-152.47,-110.14,-25.26,-52.33,223.88,1.0
2.0,2.0,1.0,1.0,-37.44,-134.04,-17.59,-28.25,-129.84,53.15,34.89,-129.88,53.23,18.27,-74.85,23.81,10.16,-70.75,27.84,2.34,-38.65,-240.25,1.0
1.0,1.0,1.0,1.0,76.59,49.78,-5.38,87.83,210.28,-83.83,-4.82,-39.69,132.47,3.38,-31.82,14.32,-3.76,-31.06,-2.4,-34.06,-55.27,-141.02,2.0
0.0,1.0,1.0,2.0,-3.62,33.76,-8.69,71.22,80.41,37.79,11.31,-275.36,-43.88,8.46,-12.25,-4.57,20.79,-51.42,51.28,38.86,-105.46,-153.72,1.0
1.0,0.0,1.0,1.0,43.1,136.24,21.44,72.34,151.16,15.13,8.81,165.49,77.95,-5.84,472.06,-22.1,2.8,13.1,69.48,-45.47,68.7,-37.87,0.0
1.0,1.0,1.0,1.0,2.92,6.32,6.91,15.14,75.74,-59.31,5.16,30.32,162.07,19.09,-13.17,33.09,16.36,22.53,84.61,1.2,-114.57,99.32,0.0
2.0,1.0,1.0,1.0,-22.98,-97.27,-10.88,69.32,-186.94,16.27,28.0,-185.84,-117.52,0.51,-89.54,18.35,2.27,-52.18,47.25,-16.1,100.73,-292.18,1.0
1.0,2.0,0.0,0.0,-99.02,-61.17,-16.65,-14.94,140.17,95.24,2.58,-42.7,13.11,-7.65,35.06,14.34,22.84,70.42,-95.4,51.58,40.93,59.92,1.0
1.0,2.0,1.0,1.0,-7.31,-69.44,-34.29,-20.3,-160.92,22.71,7.11,41.81,40.09,1.54,-130.14,2.93,20.68,71.34,37.63,32.63,27.69,309.33,0.0
1.0,1.0,2.0,2.0,1.69,6.33,17.01,-28.55,-91.12,79.3,6.02,-309.86,-1.83,3.29,52.57,-10.93,19.41,118.24,-20.93,86.96,-42.87,-139.34,1.0
1.0,1.0,1.0,0.0,10.52,41.91,17.0,30.09,-100.71,153.72,3.24,28.43,-51.03,7.39,393.65,-67.23,8.61,20.65,43.65,30.19,54.67,198.27,1.0
1.0,1.0,1.0,1.0,118.55,-125.89,-0.85,-35.67,-28.97,42.98,2.09,-5.05,90.27,-2.59,-122.86,30.19,21.35,-30.05,38.57,-66.32,-66.27,101.48,1.0
1.0,1.0,1.0,1.0,21.77,47.05,8.69,-5.32,-66.24,73.01,0.7,-220.09,-96.37,5.18,-134.54,2.38,2.13,-36.94,39.79,-69.13,-23.35,76.63,1.0
2.0,1.0,1.0,1.0,-84.55,-75.36,-26.63,-48.19,-87.56,-16.58,6.09,-152.73,-144.42,-5.86,-146.94,18.82,-2.72,-67.82,0.48,-38.16,26.71,-309.26,1.0
1.0,0.0,1.0,1.0,7.6,14.56,-39.32,-129.78,-35.69,-83.41,-2.97,43.13,-6.07,-12.92,-204.72,27.66,-15.4,-44.63,37.01,41.87,41.28,-212.66,2.0
1.0,1.0,1.0,1.0,93.96,17.59,-21.45,-15.55,57.17,-124.82,-4.21,25.12,-37.68,-1.35,-192.29,33.88,6.44,-64.24,79.23,-42.35,161.48,148.88,1.0
1.0,2.0,0.0,1.0,-78.61,-214.3,-20.34,-7.7,-54.91,-90.56,21.38,-63.58,5.64,-10.38,-39.4,-8.8,34.67,207.28,144.44,-4.14,-3.7,24.99,0.0
1.0,1.0,0.0,1.0,-25.96,-89.19,-35.82,-86.52,-114.37,-159.6,19.12,99.74,204.55,4.61,-470.31,44.47,-12.62,46.41,-82.45,-15.18,98.15,59.21,2.0
0.0,0.0,1.0,1.0,-93.02,146.52,-10.68,19.42,-35.78,120.91,18.13,145.27,-79.3,4.04,347.56,-33.7,0.57,175.28,-97.3,10.61,32.63,26.67,0.0
1.0,0.0,1.0,1.0,-10.6,40.33,-19.24,-43.25,-20.06,-78.85,-11.11,147.53,-55.43,-2.87,29.27,38.8,-7.17,-14.23,-2.53,-3.84,-7.09,-200.12,2.0
2.0,1.0,1.0,1.0,41.29,20.06,15.93,-25.07,74.51,11.99,-43.85,-226.99,-23.03,8.43,69.46,9.04,4.41,97.03,118.63,46.95,-57.82,-272.2,2.0
2.0,1.0,1.0,1.0,38.35,22.81,12.97,54.7,89.63,-22.86,-6.06,-183.11,9.68,-14.95,137.85,19.98,12.41,125.51,-23.1,15.1,-6.57,-249.83,2.0
1.0,2.0,0.0,1.0,119.84,-143.36,6.75,19.68,108.93,100.27,-5.37,146.75,72.0,2.97,407.16,-22.5,42.67,112.69,-7.66,0.42,150.32,211.17,1.0
2.0,2.0,0.0,1.0,32.29,-71.91,9.65,79.03,85.35,-30.14,9.52,-144.76,32.53,4.37,187.15,-8.02,20.53,-29.95,-7.92,20.14,64.57,-102.09,2.0
1.0,0.0,2.0,0.0,-51.48,62.67,-10.35,-37.54,-46.9,-1.71,4.39,141.7,16.13,-11.9,256.89,20.09,-2.58,-109.15,129.67,-27.23,-43.52,-362.74,2.0
1.0,1.0,1.0,1.0,2.36,22.33,-17.1,43.16,7.93,-180.59,-16.68,-60.85,40.67,3.14,242.51,-61.69,23.48,143.69,-61.94,-11.47,-42.44,78.56,2.0
1.0,1.0,1.0,1.0,-35.51,-34.27,-31.97,108.26,-122.83,70.45,-7.0,21.8,-10.28,20.82,85.85,7.15,18.06,-125.86,24.34,-14.4,145.86,-17.33,1.0
2.0,1.0,1.0,0.0,41.81,34.01,-14.14,21.49,57.79,-114.79,6.85,44.77,23.39,13.85,-21.89,12.04,3.24,194.57,37.3,36.23,-120.43,72.18,2.0
1.0,0.0,1.0,1.0,-32.1,176.68,17.7,54.74,59.8,-55.74,-36.69,-27.81,48.46,-8.42,227.42,-35.96,-2.11,-231.1,-88.46,8.71,87.86,16.05,1.0
1.0,1.0,0.0,1.0,16.18,-8.25,39.03,-35.24,28.66,-49.33,-22.61,-145.57,9.28,-1.96,18.21,-3.37,3.64,128.26,-15.36,-50.22,142.42,19.09,2.0
2.0,2.0,0.0,1.0,54.76,-101.6,19.91,-15.19,123.22,-69.9,-17.72,-54.97,-13.11,19.77,466.08,-44.28,34.76,71.72,-63.82,46.58,-25.54,-30.21,2.0
2.0,1.0,2.0,0.0,-37.91,28.03,-1.8,2.52,112.72,-29.97,19.81,222.62,57.69,5.57,165.83,23.27,-1.42,-85.2,-70.4,38.1,-36.99,15.02,0.0
1.0,1.0,0.0,1.0,97.56,54.0,19.88,95.33,-35.56,84.66,-45.92,-78.0,-46.8,-15.15,381.25,-62.83,8.46,-62.92,-19.18,30.74,-72.53,-9.21,1.0
1.0,1.0,1.0,0.0,22.18,54.63,3.67,-28.64,141.69,14.86,-18.16,6.07,-68.75,5.78,232.35,-4.14,-1.65,-2.85,16.41,-37.27,13.45,-256.79,2.0
1.0,1.0,1.0,1.0,110.11,-171.19,11.33,8.7,90.32,-134.71,8.42,-82.72,-43.03,12.5,-236.98,-37.11,-11.71,-86.44,-124.04,15.47,84.68,39.64,2.0
1.0,1.0,2.0,1.0,-11.06,-24.82,-16.11,20.39,-59.41,10.88,16.73,63.32,-20.68,-7.41,-114.04,23.68,18.72,-32.8,155.26,-25.61,-56.85,338.73,0.0
2.0,1.0,1.0,1.0,-63.48,-67.48,2.83,-22.21,-26.18,-47.79,1.56,185.76,11.31,3.13,159.84,14.28,9.18,73.67,-41.41,-25.33,-2.65,38.7,0.0
1.0,1.0,1.0,1.0,-125.71,-66.18,-25.37,-22.91,45.64,-30.15,16.03,55.65,42.63,7.8,54.72,2.91,22.03,44.09,21.52,9.7,-26.89,90.91,0.0
1.0,1.0,2.0,1.0,74.26,95.51,0.74,-11.23,-74.03,43.01,12.26,-93.84,2.72,-21.06,-13.92,-31.06,5.05,58.23,-7.47,63.31,-49.78,210.81,1.0
1.0,1.0,1.0,1.0,20.74,36.05,31.17,20.99,-3.34,101.59,-23.33,-96.37,-19.8,-7.71,-200.4,-6.26,-5.72,65.32,-19.1,-38.18,-39.98,437.47,1.0
1.0,1.0,2.0,1.0,143.06,70.18,-47.99,-25.28,40.18,-166.8,-38.58,123.85,-54.27,3.14,-171.86,47.79,-0.86,9.19,10.97,-12.07,33.99,8.19,2.0
1.0,1.0,1.0,1.0,33.88,-80.42,7.0,23.25,-9.29,-10.8,6.35,-209.62,-6.07,-3.35,-383.45,40.85,2.15,184.18,112.99,-15.41,-76.64,22.3,1.0
1.0,0.0,1.0,1.0,-10.67,26.52,-11.94,113.86,135.11,107.15,-10.43,256.75,-19.13,-0.79,23.1,-22.78,-19.56,9.35,97.07,-15.52,-32.88,208.37,0.0
1.0,0.0,1.0,1.0,144.15,43.41,-40.67,20.88,128.87,-36.05,1.75,124.84,1.76,-6.63,-75.35,19.73,-15.39,87.71,-68.07,54.39,-4.37,-145.64,2.0
0.0,0.0,1.0,1.0,53.03,157.45,32.44,30.89,-81.79,-35.55,-20.12,-2.69,9.52,1.87,210.1,-23.48,6.03,-78.01,-55.57,-16.85,118.13,140.99,1.0
1.0,1.0,0.0,0.0,32.68,-165.32,-24.98,-75.37,52.08,-72.88,1.34,12.4,12.03,-7.12,-184.95,4.65,11.52,-79.84,-39.42,57.1,137.76,23.0,0.0
2.0,1.0,0.0,1.0,120.0,62.39,-38.3,11.06,-86.28,-80.5,11.42,75.16,-38.43,17.01,-189.26,29.91,-1.22,-23.38,57.31,-3.47,-1.14,153.34,0.0
1.0,1.0,0.0,1.0,54.82,71.26,-38.7,-4.49,85.51,119.01,11.13,-56.82,-169.67,-6.28,136.15,-6.04,1.19,85.87,19.04,-52.81,172.81,-203.47,1.0
2.0,0.0,0.0,0.0,16.07,111.01,-11.23,6.66,-102.58,-27.17,7.06,42.63,-159.15,-2.61,37.17,18.14,-17.8,-104.52,-49.41,55.33,109.68,-196.04,2.0
1.0,1.0,1.0,0.0,15.6,52.84,-22.11,38.38,-227.95,-94.4,-24.34,-44.34,86.19,-16.46,-106.7,10.19,-7.9,-98.58,172.98,-12.84,-69.11,-106.1,2.0
1.0,1.0,0.0,0.0,-97.33,0.34,-9.06,-62.77,-92.47,-99.04,-0.21,-102.06,-3.12,6.91,97.02,-38.67,4.67,21.89,75.36,15.69,-26.11,-89.6,2.0
0.0,1.0,1.0,1.0,32.01,71.88,-54.81,81.99,6.9,9.55,11.99,30.11,-20.45,-15.48,75.04,-27.86,22.6,2.61,51.03,-35.86,119.93,85.37,0.0
1.0,1.0,1.0,1.0,162.97,-86.78,2.74,-20.33,22.29,-79.65,5.34,-17.8,69.98,8.9,273.73,-68.79,7.55,-108.15,-83.52,-12.84,136.01,-73.32,2.0
1.0,1.0,1.0,1.0,7.74,68.6,0.81,-59.82,10.64,78.85,2.74,-72.94,-74.62,20.01,202.82,-59.42,4.64,123.76,42.21,-22.62,38.29,129.98,1.0
0.0,1.0,1.0,1.0,-2.11,85.86,11.82,1.54,-121.5,36.86,9.1,-157.04,85.87,20.15,154.16,-20.29,17.43,84.61,74.28,-7.27,136.24,-21.27,1.0
0.0,1.0,1.0,1.0,-43.56,36.85,4.79,-80.4,-169.11,100.14,-0.13,-190.47,-210.21,11.88,245.38,-53.51,21.61,35.18,145.92,-96.9,-168.48,-16.39,1.0
1.0,2.0,2.0,1.0,-12.07,-93.4,-52.9,-7.93,-9.99,79.14,-6.84,-145.89,-79.16,10.01,158.41,-67.73,11.15,162.96,-67.56,23.78,-17.24,-279.78,0.0
1.0,2.0,1.0,1.0,46.12,-242.75,-50.21,25.64,30.59,-32.69,5.3,-73.13,-44.33,6.38,-471.13,8.69,15.89,90.88,-48.26,22.47,-112.28,143.44,0.0
1.0,1.0,1.0,1.0,-61.95,-104.84,-0.45,23.03,-140.14,10.38,-8.72,-94.15,69.05,-1.13,-106.9,24.75,7.26,-78.66,18.0,-12.04,8.64,-136.68,1.0
1.0,1.0,1.0,0.0,-23.54,-83.91,-27.26,-22.06,27.65,107.64,-20.85,-123.18,-116.95,1.47,-513.39,62.59,1.16,-80.06,12.67,-38.8,-115.55,35.86,1.0
1.0,1.0,1.0,0.0,133.78,-29.19,-9.89,78.08,112.84,103.02,-9.37,-7.97,-97.0,-10.94,114.57,11.53,9.78,107.07,-17.15,-13.47,6.35,-124.37,1.0
1.0,2.0,0.0,0.0,25.46,-95.19,-41.03,12.51,53.36,38.03,22.36,-126.05,-83.16,-0.31,-209.2,17.2,17.29,118.18,-10.11,-67.54,149.05,-19.08,1.0
1.0,1.0,2.0,1.0,-3.01,-105.91,-50.05,-27.8,138.21,-80.42,-27.75,-85.15,135.77,5.0,-270.97,-0.93,18.43,8.77,-25.12,11.52,227.36,91.64,0.0
1.0,1.0,1.0,1.0,-29.9,35.86,-14.03,-34.2,124.19,-178.08,3.8,166.23,-2.68,9.31,63.14,47.9,16.55,-2.78,80.21,-19.43,126.46,50.47,2.0
1.0,2.0,1.0,1.0,42.61,-56.09,-32.73,11.52,118.21,67.71,-4.03,81.54,39.73,-2.07,83.25,-15.82,23.41,-29.49,-95.56,49.68,-21.8,208.08,0.0
1.0,1.0,1.0,1.0,-77.9,11.65,30.71,95.61,-64.19,-33.41,17.63,-193.98,-164.93,1.66,-86.31,8.66,4.11,-115.94,74.57,-20.56,76.66,-39.69,2.0
1.0,1.0,1.0,0.0,-7.35,-15.23,-12.66,71.73,-5.28,23.83,23.27,-85.87,24.25,7.69,-119.51,15.04,0.34,106.68,16.89,14.78,137.09,-109.04,1.0
0.0,1.0,1.0,0.0,-20.85,-26.47,0.75,-30.34,-14.49,101.6,-2.63,-3.63,-23.76,-1.18,-80.52,20.07,15.99,-77.89,-51.38,-25.55,-80.92,156.43,1.0
1.0,1.0,1.0,1.0,-3.35,24.87,13.67,-31.5,7.69,-100.9,-10.1,-119.49,-244.02,3.42,86.86,19.1,22.76,171.47,-73.82,-7.03,22.3,-11.26,2.0
1.0,1.0,1.0,1.0,72.97,36.94,35.34,29.73,-139.41,72.53,-3.14,-134.58,-89.55,-8.52,78.87,5.01,6.97,-113.26,75.48,39.87,16.56,25.45,1.0
1.0,1.0,1.0,0.0,-133.08,-2.3,-29.92,-72.26,15.0,-46.75,-8.79,178.06,47.82,-1.69,45.64,26.39,-2.65,58.66,80.8,-20.37,20.08,-173.51,2.0
0.0,0.0,1.0,0.0,-39.58,157.27,-17.79,46.86,-38.11,72.43,24.98,284.57,18.08,-13.95,752.3,-99.44,-12.29,-69.67,61.43,-9.59,185.88,-253.22,0.0
2.0,1.0,1.0,1.0,11.63,7.88,51.49,-5.24,91.27,127.17,-18.57,-133.34,-53.93,-6.68,242.21,-9.09,4.49,87.27,29.42,20.08,29.84,-36.97,2.0
1.0,1.0,1.0,1.0,162.46,-157.79,25.21,18.08,30.2,-62.75,-37.75,-85.33,-58.42,-5.06,-23.07,-36.33,0.22,-88.76,-93.07,-14.46,110.25,4.01,2.0
1.0,1.0,2.0,1.0,-6.23,95.38,-2.6,-14.13,-108.47,42.28,12.22,83.18,-97.12,2.6,515.18,-9.81,21.98,-189.76,18.63,-19.39,-88.23,-195.62,2.0
1.0,1.0,1.0,1.0,51.67,122.53,8.33,20.89,37.43,85.58,-6.9,-58.16,38.03,0.83,231.65,-56.85,4.36,255.21,23.07,41.22,95.01,219.25,1.0
1.0,1.0,0.0,1.0,-93.8,-96.22,-3.05,-1.6,66.99,-121.66,-27.0,-120.59,-38.4,7.08,-152.83,-20.57,-9.93,108.02,103.5,9.0,-77.46,-219.32,2.0
1.0,1.0,2.0,1.0,-6.08,-56.54,-8.33,34.63,-194.48,55.31,2.93,-53.72,13.99,11.45,52.17,9.32,14.5,-12.49,107.44,-6.75,-67.58,-64.96,1.0
2.0,0.0,1.0,1.0,7.84,112.49,-2.82,-88.56,63.42,-61.63,40.9,52.37,-1.48,-1.09,-44.71,10.53,-17.71,-3.68,-78.51,35.71,124.42,82.4,2.0
1.0,1.0,1.0,1.0,11.77,104.16,-14.31,-35.51,71.98,23.4,1.55,-23.76,14.46,-15.24,41.14,-38.78,0.52,118.03,77.49,-10.91,28.89,183.51,1.0
2.0,0.0,1.0,0.0,57.51,135.51,-20.25,-18.06,-116.29,-43.25,-19.73,263.6,-12.43,-8.42,103.04,42.56,-20.77,-78.57,-27.96,-50.63,-57.13,-142.13,2.0
1.0,1.0,1.0,0.0,96.38,-264.68,-37.05,-24.97,57.04,-134.54,16.87,-82.69,-20.06,-8.27,-689.49,28.86,2.61,-40.27,179.92,4.82,-2.23,162.16,0.0
1.0,1.0,0.0,0.0,-51.72,-10.19,-22.17,-13.02,-25.25,-21.62,8.26,92.8,-175.87,-3.9,-55.54,17.72,10.56,13.35,41.34,6.76,-82.54,187.72,1.0
1.0,1.0,1.0,1.0,35.78,-103.59,10.0,22.87,20.42,-88.74,14.57,-125.51,-62.33,1.41,-7.9,-21.19,8.16,-87.96,41.84,1.62,-15.61,-63.94,2.0
0.0,1.0,1.0,1.0,-56.92,-7.28,-80.82,-47.17,-50.98,53.74,3.31,46.51,87.66,6.86,-243.59,-3.47,12.32,69.72,16.92,-27.45,43.73,149.35,0.0
1.0,2.0,1.0,1.0,-19.36,-137.83,-34.95,-28.1,12.89,65.94,3.24,-60.74,-23.91,-9.17,-125.23,-3.68,13.81,-167.72,-33.81,-9.39,-57.77,-21.58,2.0
1.0,1.0,2.0,1.0,-50.37,74.67,-8.42,-170.71,21.92,71.56,1.07,219.97,-16.5,1.25,491.49,-23.58,8.4,60.87,-77.17,-12.28,-2.8,-119.39,0.0
1.0,1.0,1.0,1.0,13.18,-13.42,39.58,83.71,-38.17,59.45,30.63,-150.74,-52.1,3.18,92.98,-15.25,-6.86,-156.54,134.5,10.94,-12.52,-201.42,2.0
1.0,1.0,1.0,1.0,-96.67,-34.62,44.28,-14.49,-178.23,130.33,-4.39,-63.58,133.97,-8.48,92.39,3.81,10.27,104.53,-105.36,-20.08,30.04,151.99,2.0
1.0,1.0,1.0,1.0,42.49,140.89,-23.75,-47.94,-62.37,57.69,2.89,114.35,27.97,11.87,320.28,-56.72,3.95,144.36,15.83,5.07,129.33,156.91,1.0
1.0,1.0,0.0,1.0,48.8,93.33,-0.58,-30.74,-27.5,-4.52,20.53,-95.84,-48.81,-14.13,30.27,-41.62,-3.76,-140.55,83.55,22.15,62.66,96.87,1.0
2.0,1.0,2.0,0.0,53.99,-53.38,31.44,69.12,93.22,0.58,-5.12,-128.61,67.93,7.12,55.21,10.66,9.98,-7.69,-15.74,6.03,-50.02,-51.03,2.0
2.0,0.0,1.0,0.0,93.07,95.38,-21.93,73.45,-14.67,-165.65,4.87,93.11,-38.09,-5.52,-233.62,57.62,-16.06,90.14,71.1,-41.47,-68.63,-0.6,2.0
1.0,1.0,1.0,0.0,173.58,27.18,25.43,55.58,103.47,4.02,-14.05,-95.57,-108.35,-6.72,88.42,-14.16,-8.4,13.96,-0.03,-40.36,-213.56,-116.19,2.0
1.0,2.0,1.0,1.0,5.4,-159.5,16.22,-1.53,-118.81,-71.71,7.4,-55.2,56.7,-19.08,223.44,-64.61,16.02,21.21,34.78,-11.2,9.98,18.84,2.0
1.0,1.0,1.0,1.0,-47.55,50.41,40.67,55.93,24.42,115.2,-3.12,-23.18,-88.36,1.92,239.82,-19.17,15.54,-9.34,1.76,-29.26,-81.12,225.72,1.0
1.0,1.0,1.0,1.0,58.62,-216.15,22.1,100.27,-6.23,-89.41,10.14,-24.25,17.93,-1.75,-191.97,-13.63,-7.57,-192.61,-35.93,2.3,98.28,-10.54,2.0
2.0,0.0,1.0,0.0,42.7,-14.48,6.3,-2.37,-102.74,-74.79,9.97,224.42,-22.48,9.32,91.78,29.47,-7.59,50.01,42.05,-10.7,7.07,-40.56,0.0
2.0,0.0,1.0,2.0,133.24,19.01,-5.16,-22.66,29.29,-133.07,-25.55,14.24,-88.47,-8.49,-367.54,40.41,-23.89,6.3,20.53,-0.99,-147.39,36.9,2.0
1.0,0.0,0.0,1.0,49.46,87.86,-5.39,93.08,55.03,61.28,-19.39,97.32,45.36,16.54,260.55,-7.49,-10.16,-89.14,167.8,22.45,-226.07,-221.29,2.0
1.0,1.0,2.0,0.0,-86.46,-130.12,-15.83,-63.41,-8.84,-66.2,-18.09,102.5,36.96,-0.66,-89.8,18.52,9.73,79.15,-49.34,48.37,-143.84,77.47,1.0
2.0,2.0,1.0,1.0,-145.65,-31.02,-4.39,-70.18,-33.59,-129.27,-7.67,-107.73,64.78,7.88,476.5,-23.7,49.76,-44.59,-79.73,36.36,32.29,-114.61,2.0
2.0,1.0,1.0,1.0,63.73,52.83,2.13,20.82,-10.25,19.7,-19.48,248.48,-49.47,-8.51,172.08,32.16,2.15,42.63,45.42,70.34,51.16,149.16,0.0
,1.0,2.0,2.0,-50.83,117.84,-48.29,5.31,-38.61,-107.27,-41.6,99.38,81.78,4.73,-80.01,20.21,-8.63,-26.55,81.37,57.2,10.87,17.21,2.0
1.0,0.0,1.0,1.0,-89.4,72.05,-20.58,3.32,-90.53,-42.98,-13.08,263.23,30.71,7.27,148.84,44.2,-8.42,-185.78,15.18,-3.7,-191.05,-198.38,2.0
1.0,1.0,1.0,1.0,17.12,-17.72,-44.44,-77.61,129.33,-55.0,28.03,115.86,47.89,-4.61,-26.47,2.99,3.07,-19.79,-34.99,-32.41,74.43,-56.11,2.0
1.0,1.0,1.0,0.0,19.17,-15.33,-30.71,28.62,-126.97,8.23,-3.03,88.07,196.92,2.45,-55.92,9.98,7.44,8.53,-105.28,-66.94,-51.36,111.25,0.0
1.0,1.0,1.0,1.0,-8.9,83.07,-9.82,-38.78,-106.56,26.31,12.38,7.94,51.95,-14.82,221.07,9.96,19.96,-35.06,7.44,12.41,-5.38,-43.65,0.0
1.0,0.0,1.0,0.0,81.95,0.3,23.52,21.94,-139.39,-48.36,-9.4,-239.28,7.3,6.48,-405.74,10.37,-20.72,-77.57,-60.18,61.98,34.89,-101.98,2.0
1.0,1.0,1.0,1.0,-28.94,12.92,-17.36,-25.05,-61.28,103.48,-6.08,193.01,-71.84,2.96,329.03,-25.92,-0.59,-144.07,-24.12,-30.19,-1.94,-116.17,0.0
1.0,1.0,1.0,1.0,22.01,5.82,28.18,89.19,-126.64,155.46,-13.94,-9.24,36.83,-5.1,99.02,-14.56,16.17,57.03,-112.04,38.11,72.74,397.67,1.0
1.0,0.0,1.0,1.0,-98.94,119.37,-26.15,-37.23,42.08,31.26,7.25,184.23,136.71,4.52,296.79,-24.88,-1.79,-160.18,104.52,-33.57,-64.63,-58.65,0.0
1.0,1.0,2.0,1.0,-140.0,-13.61,-41.37,-64.14,-144.42,76.96,-26.08,74.15,51.67,-4.02,545.93,-55.16,16.18,-31.08,-111.93,-27.87,-7.6,-402.2,0.0
2.0,0.0,2.0,1.0,-24.43,148.6,-36.54,21.8,-62.53,-153.48,-18.71,100.13,73.9,-2.17,-214.38,44.7,-20.97,-79.06,-23.6,35.64,-60.64,35.15,2.0
1.0,1.0,1.0,1.0,22.81,-32.2,-58.09,64.06,102.09,-46.93,20.98,-80.6,-27.12,-1.42,-415.74,20.4,12.01,-127.6,-32.87,-10.19,-8.77,220.9,0.0
