cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,target
3.0,2.0,95.19,65.87,-3.56,-115.39,3.66,-80.68,-67.27,93.72,-5.75,-1.91,140.47,-23.53,-1.62,-39.83,-25.36,1.48,0.86,0.98,-14.87,15.12,-5.6,111.02,-57.73,-10.98,14.27,-82.74,0.0
2.0,2.0,-181.03,-1.89,-53.62,-252.47,-8.41,82.67,70.25,-108.72,-5.14,-3.65,110.2,34.14,-40.24,-82.4,36.62,59.94,-0.01,4.13,46.11,-13.31,3.33,150.27,-128.03,34.5,13.33,69.29,0.0
2.0,2.0,-20.23,-56.2,-32.67,-304.66,-2.33,16.58,162.71,122.87,-35.52,-0.94,-139.44,-5.66,7.86,-78.85,18.49,4.12,1.81,4.85,44.32,-9.42,10.39,-92.72,-71.14,39.43,50.56,28.09,0.0
1.0,3.0,-214.12,19.48,-53.8,-86.67,2.63,127.42,218.44,113.36,-10.89,-12.46,68.82,20.57,-13.98,11.15,-16.35,9.64,-1.49,-0.39,1.52,-13.23,13.53,-10.88,-86.86,-49.34,14.73,211.85,0.0
2.0,2.0,119.34,-26.22,-60.68,-320.59,14.68,-121.05,-57.47,45.16,28.45,-11.04,11.9,58.87,35.31,-80.46,19.02,31.14,1.58,8.81,26.94,7.25,31.44,37.21,-52.49,-8.01,-37.24,-56.05,0.0
2.0,1.0,-31.43,24.52,-57.5,-263.9,45.36,45.54,-122.58,17.57,-47.64,-11.91,-17.48,-46.27,29.38,33.24,-23.91,69.44,-1.53,-4.18,63.45,-17.52,9.87,-107.38,-191.62,-17.69,34.81,55.79,0.0
1.0,2.0,14.47,-58.09,26.3,-70.43,-50.7,158.19,72.87,171.17,22.92,2.08,-27.79,-17.62,-24.76,17.64,-17.61,-73.21,-4.88,-0.76,-18.53,9.16,-19.09,96.81,150.37,-4.64,50.18,-87.4,1.0
3.0,3.0,11.29,-120.36,-6.25,-88.03,-46.92,67.08,25.94,-23.45,7.81,-3.05,49.04,-53.08,-42.97,2.12,37.48,-39.58,-0.07,-9.59,8.38,-14.6,10.81,-64.53,-7.88,12.76,-5.86,23.58,0.0
3.0,2.0,-64.7,-31.4,-129.31,-327.32,-19.22,-57.6,-35.51,23.35,37.26,-9.91,29.03,-8.5,-15.06,1.95,36.49,-25.99,-2.18,-0.44,-75.28,14.06,138.29,68.95,-69.1,-18.4,-11.72,-87.53,1.0
3.0,2.0,-9.14,-110.57,-32.88,93.24,2.65,87.28,276.2,-10.08,0.83,-4.69,174.18,-3.88,33.66,70.97,26.26,26.8,-3.76,6.21,-30.68,26.65,30.12,116.75,98.09,-2.47,8.98,-205.13,1.0
3.0,1.0,-125.02,45.71,-47.23,-122.83,-32.45,-33.97,-6.62,-26.12,3.02,-0.06,-73.85,-12.79,-13.11,-75.13,4.6,36.35,-1.25,1.24,-0.91,16.24,30.85,-59.85,-21.0,12.72,-10.63,-154.82,0.0
2.0,3.0,26.0,-202.0,-98.27,-95.44,-55.64,60.33,10.32,-180.6,-24.88,-4.13,-51.29,4.52,2.18,-28.71,-9.52,-4.43,2.61,4.91,4.59,10.7,46.29,162.91,-5.09,4.31,34.12,174.18,0.0
2.0,2.0,-39.11,66.66,-26.06,-202.43,4.52,-35.59,172.34,23.28,-16.66,-15.64,-61.96,24.71,-32.34,-62.9,-6.89,-84.99,1.04,-2.98,-17.08,17.42,1.54,-114.38,24.82,69.7,-8.88,-23.26,0.0
2.0,3.0,-100.26,-70.75,-11.85,-76.79,-29.81,131.24,56.89,40.98,-20.74,7.87,-84.94,-6.38,9.44,14.04,-42.73,-12.21,-0.44,3.95,-31.09,15.43,3.99,50.72,110.66,-8.66,29.16,-68.23,1.0
2.0,1.0,96.3,-91.69,-146.53,-158.3,-31.79,141.78,-61.74,-17.79,-14.96,-5.99,32.57,-4.74,23.62,-71.87,31.38,-178.21,-1.24,4.78,-23.89,2.83,129.88,-152.74,-92.61,-14.61,7.31,-136.6,1.0
2.0,1.0,47.24,-21.21,-140.39,-252.02,7.75,18.81,51.73,-52.87,0.9,-3.59,-117.26,-11.1,14.71,9.35,-65.75,66.18,3.24,0.57,-60.75,20.79,125.38,-43.76,-46.65,3.38,1.13,-100.75,1.0
1.0,2.0,-116.87,-131.28,-91.23,-325.07,-3.58,-33.47,-30.9,-38.88,-11.98,-4.06,-25.75,41.0,-28.11,31.51,-26.91,-5.23,2.56,2.13,17.55,12.81,77.81,9.59,-76.05,-19.5,-12.07,-310.37,0.0
2.0,2.0,-35.85,-16.56,12.62,-223.59,-20.26,54.94,58.09,-89.64,-12.09,-13.75,-42.33,-55.27,2.76,24.48,0.76,-74.81,3.05,-2.36,54.87,-26.54,-22.05,28.09,-66.06,-23.21,16.46,57.59,0.0
1.0,2.0,-4.11,-13.11,75.5,266.62,-6.02,130.16,22.31,72.18,-1.6,5.65,-3.85,-67.19,-38.9,51.69,-29.3,1.06,0.44,-1.39,65.67,-7.64,-90.34,-65.25,47.93,12.05,49.16,8.27,1.0
2.0,1.0,-4.58,54.87,-148.48,-370.3,46.72,52.43,167.21,-62.39,12.5,-9.29,-174.34,7.86,18.38,-30.33,-12.67,0.5,2.15,-7.86,-13.34,18.02,105.26,20.48,-87.57,-36.34,-5.8,-189.28,0.0
2.0,2.0,-75.4,-116.52,-89.54,-307.3,-12.92,69.88,-34.02,41.7,-11.35,4.14,-204.62,-11.96,-9.47,-25.08,-2.69,27.42,1.82,-7.09,59.61,-6.6,34.91,18.15,-117.1,51.96,13.38,-22.84,0.0
2.0,2.0,10.93,-57.78,-21.32,-303.32,-75.93,52.3,-38.16,-140.27,19.16,0.38,15.49,13.95,-46.86,16.17,-0.15,23.99,3.65,3.68,19.5,-9.42,8.99,104.07,-2.5,-38.42,34.55,55.36,0.0
3.0,2.0,-100.5,-145.09,-129.67,-231.52,2.15,110.66,70.41,56.44,-16.29,-0.62,69.68,-51.25,-45.55,-27.21,10.28,24.17,-0.89,-0.33,52.42,-0.1,31.18,69.58,-76.7,30.67,21.91,268.51,0.0
2.0,2.0,54.67,-33.11,-34.7,-114.5,-40.22,49.82,80.39,145.3,-29.91,4.14,20.13,23.93,8.87,41.49,-25.17,-17.79,-2.25,-0.59,37.85,-13.87,-6.9,-38.82,-96.51,-9.76,30.41,205.78,0.0
2.0,1.0,107.32,21.15,-102.86,-177.64,-31.14,9.46,173.63,15.94,5.62,-6.15,10.1,-19.51,-15.07,47.89,64.08,51.79,1.4,-0.88,3.11,35.27,46.42,68.87,-19.99,16.01,-6.68,-225.5,0.0
2.0,3.0,-98.9,-53.81,-34.46,-79.14,9.11,28.02,-41.21,-37.76,-0.56,1.84,-9.04,12.53,-67.46,29.25,-14.13,-96.14,-5.1,-1.99,22.4,-4.31,-6.63,15.52,-43.9,-21.37,17.28,200.21,0.0
2.0,3.0,88.44,1.97,81.66,-17.66,20.37,33.94,-49.82,-44.98,64.2,7.94,88.48,30.09,10.08,16.03,37.45,-16.21,-3.34,9.99,-42.04,-18.78,-19.68,67.76,72.78,1.26,15.44,45.22,0.0
3.0,2.0,20.67,-37.12,31.91,-58.35,-22.73,-22.72,-54.79,63.58,34.83,-4.78,-181.3,-21.14,20.43,-6.65,-9.54,23.71,0.09,1.36,-9.74,-10.24,3.51,-49.49,-6.34,-26.09,1.26,-61.2,0.0
1.0,2.0,20.3,56.86,-40.1,-9.34,34.17,1.95,20.06,-23.21,21.66,-1.02,-96.47,33.35,-42.65,-19.51,-23.56,87.72,-2.63,-4.45,45.04,-5.34,-31.8,84.45,-143.55,-9.89,12.66,271.48,0.0
2.0,1.0,57.31,-76.04,-146.18,103.17,-18.74,39.57,74.33,69.26,-16.94,2.07,-104.28,2.52,-15.65,-13.13,-36.4,31.9,-2.34,-0.82,-15.46,19.08,94.88,80.11,-42.1,17.38,-43.42,29.02,0.0
3.0,1.0,-37.21,-31.62,65.11,99.32,29.64,9.09,-111.66,153.72,-2.45,-6.24,-54.47,29.99,-0.1,45.95,17.8,22.8,-0.84,2.86,-10.85,-13.25,29.24,73.18,-6.13,-3.14,20.64,-400.42,1.0
2.0,3.0,-39.95,-79.14,30.78,-336.85,13.06,87.73,-42.91,4.58,6.56,-7.91,129.64,-50.22,-61.15,44.92,21.52,-31.42,-4.95,3.09,-25.26,-3.8,-11.26,8.97,68.11,-24.93,22.8,-95.85,1.0
3.0,2.0,-100.79,-112.97,-21.49,-120.6,-38.7,39.87,-22.19,-103.39,20.35,4.08,-0.77,-12.34,26.75,-32.87,8.89,-92.17,4.36,-2.54,-58.27,11.24,87.27,9.5,109.85,-27.96,-20.4,-403.66,1.0
2.0,3.0,-143.8,-57.56,51.39,-20.43,-1.62,37.48,-63.95,39.41,-39.37,1.86,-73.41,4.3,13.5,1.92,4.86,-14.34,-3.25,1.6,-19.41,-15.15,-9.59,125.98,17.55,14.0,3.67,-36.78,0.0
2.0,3.0,-19.16,-64.56,-57.76,-409.61,20.83,-3.52,-43.44,21.33,35.99,5.88,89.08,0.06,26.55,-23.86,-19.36,49.97,0.74,3.4,-68.27,4.16,88.8,29.98,-13.64,13.27,-2.31,-156.34,1.0
2.0,2.0,-35.6,43.39,-77.48,81.89,18.34,86.72,4.38,-86.88,13.88,-5.02,-131.75,35.72,-58.17,-63.35,37.74,-87.03,-1.87,-4.02,-47.29,11.99,65.67,-116.35,-0.54,-19.89,-41.06,-68.03,0.0
2.0,3.0,-79.0,-66.34,34.62,-285.23,-2.29,30.15,100.06,-125.95,-0.86,1.88,-17.44,36.96,-3.22,-21.0,0.4,85.06,-0.94,-3.5,-38.38,17.39,0.18,9.84,145.7,37.58,0.76,-327.03,1.0
1.0,1.0,-179.52,163.88,35.92,-385.75,9.89,-117.12,-55.19,-67.06,-36.19,4.47,22.86,-33.19,8.16,31.21,-1.51,-24.95,2.87,1.89,-18.86,-13.77,12.47,29.16,-114.06,65.48,23.17,-149.26,1.0
3.0,3.0,-63.36,-35.19,6.88,-73.55,51.78,43.18,44.0,-165.65,6.53,-0.83,-135.13,-34.91,-15.02,-19.79,-44.12,27.46,2.13,-1.38,-15.36,11.69,-5.07,98.89,69.72,-47.57,0.18,-129.46,1.0
3.0,3.0,125.47,-50.25,37.52,-89.99,36.14,70.29,-111.09,-75.08,17.11,11.52,153.4,15.88,-21.95,-0.36,-20.48,-23.42,-1.23,-4.82,-27.91,6.19,3.68,191.28,74.24,-14.24,0.95,-324.71,1.0
1.0,1.0,127.7,73.0,-16.18,-297.99,-33.88,-38.74,41.28,-82.26,-49.25,-10.1,-116.94,0.19,40.23,7.22,16.27,3.73,-2.66,0.05,-11.7,10.09,37.3,104.64,2.88,-40.13,-14.06,-327.22,0.0
1.0,2.0,9.14,0.55,-38.1,-161.48,20.21,73.24,-56.95,-101.33,29.24,12.52,-43.36,-19.31,85.26,24.99,-10.04,18.95,2.46,1.18,79.21,-18.33,-15.21,-124.81,-216.71,-16.38,-25.5,-104.15,0.0
2.0,2.0,-20.96,-97.69,-114.44,-132.43,37.29,48.7,-121.71,2.43,-19.38,-3.34,63.91,54.65,18.17,4.08,27.42,-116.75,-0.09,2.38,-17.66,1.12,95.84,-59.5,-67.86,14.28,-23.79,-17.68,1.0
2.0,2.0,27.99,6.27,7.56,-244.14,-67.95,71.6,-154.55,38.7,-3.25,-8.12,-16.26,-20.64,16.5,31.16,21.32,95.58,-0.65,-0.86,-12.2,-20.2,10.49,-118.96,1.82,-27.94,55.85,148.46,0.0
2.0,1.0,-161.26,-12.08,-160.22,8.81,34.24,57.07,-35.6,113.6,-13.86,-10.05,4.49,-4.38,-45.05,-51.28,0.8,-81.23,-1.26,-5.05,-40.51,6.16,133.26,91.92,-95.67,13.57,-29.99,49.86,1.0
2.0,0.0,-57.35,77.17,-148.53,-468.11,5.04,61.8,116.21,-27.51,27.93,0.75,18.96,33.71,37.71,-33.75,-46.6,-23.23,-4.04,2.16,0.6,16.93,106.74,-14.14,-96.23,19.07,10.97,-262.65,0.0
4.0,1.0,46.44,-62.29,-150.11,-260.59,38.72,-4.5,-20.57,8.06,-20.25,-0.81,64.66,-12.27,39.67,31.72,-45.25,-27.22,1.61,-0.45,-26.46,-0.42,144.32,50.73,-139.79,15.94,-49.06,-149.12,0.0
3.0,3.0,90.11,-82.05,-31.96,-2.44,20.64,84.23,35.77,-82.58,44.3,1.51,3.85,-3.18,-50.2,23.35,-0.71,52.9,1.54,-0.04,8.81,14.43,-15.34,35.03,22.03,42.1,27.13,59.23,1.0
3.0,1.0,15.05,76.5,-51.85,101.28,-41.93,8.25,-78.83,-179.81,-6.48,-10.53,36.94,8.62,10.15,-10.89,0.47,37.33,-1.35,1.71,-38.57,21.46,45.42,-73.23,0.84,38.83,-26.93,-150.31,0.0
3.0,3.0,-86.07,-81.86,25.82,-16.9,-57.57,31.05,-45.89,-57.36,19.52,0.27,-47.51,42.07,-36.3,12.89,-3.81,-151.18,-0.44,3.2,17.77,12.53,-24.34,33.04,51.47,56.84,-4.12,-264.86,1.0
2.0,2.0,-67.57,-125.46,-155.91,-87.95,6.21,23.76,111.98,1.98,76.27,-2.61,42.24,-3.62,-11.5,56.51,36.08,-4.44,-0.89,-4.98,50.57,12.8,47.22,58.26,-174.83,-8.26,5.43,173.13,0.0
2.0,2.0,52.63,89.15,11.26,-166.93,-23.83,-39.06,15.06,106.09,22.35,2.08,-84.1,66.11,39.86,-0.83,-2.19,30.16,2.68,-1.9,-50.14,8.92,21.06,11.69,-24.18,-6.0,0.44,-215.27,0.0
2.0,1.0,151.91,-15.41,-196.64,-361.03,-37.9,90.14,-32.01,0.54,-30.4,-4.59,52.32,48.62,11.02,12.35,35.34,34.47,2.46,-2.42,-76.9,36.94,146.96,-104.18,-25.86,-28.73,6.46,-119.93,1.0
2.0,3.0,-128.3,2.6,-69.94,-507.64,15.29,-111.13,-2.85,22.46,4.52,-1.04,-29.92,32.21,-19.15,31.3,-15.26,-13.47,-2.24,-4.04,-46.74,33.28,18.01,-65.51,12.61,1.71,-5.16,57.56,1.0
3.0,3.0,-47.43,-41.57,46.41,121.09,27.56,91.27,82.75,-19.76,-15.76,3.86,71.97,-14.75,-22.75,28.74,17.2,51.01,0.22,-4.44,30.14,3.78,-55.51,46.0,48.77,-35.97,21.47,-105.41,1.0
3.0,1.0,-64.34,-103.61,-189.36,-478.78,11.4,23.91,-31.92,-223.71,20.93,3.87,-120.71,14.64,-88.59,15.54,-8.22,11.18,1.55,-5.19,-59.24,19.77,166.99,177.63,-77.22,20.76,3.19,-135.28,1.0
1.0,2.0,-93.56,-11.18,-48.62,-248.52,43.58,-11.88,-40.37,82.8,-73.34,-6.15,19.47,8.3,48.49,-45.89,-30.54,20.19,0.19,3.88,-16.44,26.68,25.96,-106.36,-11.86,-9.0,-22.5,-289.15,1.0
2.0,2.0,-180.33,-89.4,-131.12,88.9,11.73,92.77,-37.36,57.67,-18.34,8.04,93.95,7.34,-43.38,27.96,16.28,3.58,3.61,0.42,10.28,8.3,80.78,-130.83,-126.11,15.95,-21.53,-59.32,1.0
2.0,1.0,-144.8,105.9,-36.02,-287.3,-17.33,-51.84,-3.05,60.76,-3.42,-2.44,170.1,-7.95,70.45,-9.28,32.3,-16.72,3.94,-7.08,-16.37,6.33,44.42,37.48,-63.53,16.94,-7.89,-206.77,0.0
2.0,2.0,38.0,23.74,-33.74,-345.87,19.52,82.73,76.23,10.96,-31.25,12.61,108.83,-11.38,-35.28,-6.45,7.68,-131.74,-0.54,-3.08,30.88,-18.99,12.17,5.28,-94.66,-8.12,62.06,101.97,0.0
0.0,2.0,18.66,11.88,-72.02,-179.45,41.53,-6.34,-102.69,103.2,-10.86,-6.57,-12.53,-23.39,42.23,-27.68,-35.63,-72.44,2.73,0.18,-10.97,17.74,40.98,34.34,9.09,39.06,-49.42,-116.14,1.0
1.0,1.0,-71.79,-96.06,-163.49,-413.88,0.95,-15.6,-17.27,43.55,19.55,16.0,71.31,33.02,-62.86,13.14,-11.03,-22.36,-0.74,1.87,-53.14,7.24,160.38,-20.23,-70.18,-10.05,-16.11,-63.96,1.0
1.0,3.0,161.47,72.14,47.97,60.7,19.93,31.73,25.47,116.26,-0.92,-5.21,33.57,5.74,11.92,8.0,-8.29,-47.55,-0.56,-2.81,-6.3,-19.48,-24.97,103.26,-74.5,0.54,-6.79,7.51,0.0
3.0,3.0,52.5,-40.85,-11.86,83.75,15.3,92.72,-38.05,-22.79,35.54,-0.66,58.77,7.48,2.68,-22.71,-5.64,-7.65,-1.83,0.17,15.62,6.18,-8.4,63.39,4.0,-51.0,-34.35,-163.33,1.0
2.0,2.0,-109.49,-54.39,-125.4,-268.87,40.43,9.62,66.08,-24.96,-9.26,-10.27,-45.13,14.26,-51.31,-67.08,6.49,1.13,1.66,2.77,-6.53,22.54,85.26,-122.09,-73.25,-45.07,-16.71,-216.15,0.0
2.0,3.0,-7.71,74.05,-36.66,-582.85,2.92,-57.98,61.59,21.8,-12.93,-7.52,-93.55,-12.76,17.33,5.82,6.45,38.86,-0.08,-4.02,-83.23,1.35,54.04,-123.31,-49.07,52.52,37.76,76.35,1.0
2.0,1.0,-134.5,-105.23,-147.92,29.55,16.0,96.03,0.52,0.05,32.64,0.72,65.81,-0.13,-14.95,83.22,-11.67,16.89,-0.96,1.64,-62.86,17.62,128.08,101.2,18.35,47.74,6.32,74.08,1.0
3.0,1.0,-58.48,-65.16,-189.66,-181.12,48.12,42.7,31.95,9.51,66.19,1.88,-41.17,-23.5,35.16,76.13,-24.28,0.77,1.01,5.92,-19.86,5.39,144.58,1.29,-99.04,15.51,-15.82,104.03,1.0
3.0,2.0,-157.72,-115.08,-128.97,-247.52,7.65,63.84,46.64,136.06,-4.75,-6.89,-8.81,-23.52,-18.85,8.72,4.36,90.22,0.84,-3.87,-21.24,4.13,117.66,-16.62,-56.86,37.54,-47.83,-186.83,1.0
2.0,2.0,70.44,-55.91,-115.35,-37.17,-2.09,24.23,-30.14,-9.75,23.43,-2.17,-47.54,11.52,21.35,-51.18,29.46,-12.47,-1.57,-3.42,-27.21,30.74,67.44,170.5,-14.86,16.27,-34.98,-113.86,0.0
3.0,1.0,-5.01,0.64,-136.01,-134.2,-43.75,33.73,-20.85,130.39,-33.88,5.77,-4.44,-50.92,10.33,54.97,-24.94,4.8,1.62,0.69,-5.33,25.5,84.96,-109.52,-38.16,-54.62,-25.71,-149.37,0.0
2.0,3.0,-25.09,-124.21,-34.12,-1.89,25.04,-43.99,-40.8,99.4,25.34,9.91,134.11,13.62,-3.85,-12.72,27.69,117.8,2.34,-4.65,12.62,9.05,2.08,72.15,-14.9,0.17,17.71,135.67,0.0
2.0,2.0,-1.22,-66.17,-34.44,-225.68,10.25,81.91,171.92,-102.99,-0.61,-7.82,100.15,18.79,34.25,52.61,-31.88,-16.16,-0.13,2.02,-4.76,8.52,49.23,-74.81,41.79,45.97,-52.97,-438.66,1.0
2.0,2.0,74.31,-28.55,-12.25,59.43,-17.98,102.53,30.52,43.0,-48.13,2.37,-41.9,-23.95,-29.24,-62.99,-36.07,109.47,-4.19,2.75,-21.39,34.18,-22.33,3.53,150.53,-39.75,27.67,-69.77,1.0
1.0,2.0,-29.14,13.77,7.29,-51.75,-4.06,-25.29,-156.85,37.19,40.02,-1.34,-133.44,24.83,45.75,14.25,10.86,25.17,-0.73,2.36,-44.11,17.11,29.38,5.47,44.79,-47.54,2.22,-280.4,1.0
2.0,3.0,-54.25,-29.08,109.3,128.28,-46.32,-70.26,33.82,60.52,-22.48,2.4,23.66,-67.22,75.15,-17.44,-11.85,-32.59,1.19,-1.79,-18.31,-7.68,-67.91,26.01,73.64,43.8,14.65,119.57,0.0
2.0,1.0,-13.37,104.95,-59.8,-249.73,22.14,-31.53,7.58,191.31,-2.01,1.82,-31.38,120.91,-1.19,-40.35,30.07,59.27,0.99,-4.23,-32.37,16.79,54.21,155.81,-77.39,-44.8,-7.37,-230.38,0.0
3.0,1.0,-48.41,-37.69,-128.69,-338.13,16.76,-19.59,38.53,-37.58,-13.89,4.31,96.53,15.7,-9.85,23.38,4.59,-13.7,-1.36,3.68,-41.23,10.55,123.2,-13.98,-37.23,61.5,-30.75,-111.87,1.0
3.0,2.0,-106.59,-42.64,-26.06,-130.67,-24.97,83.66,-79.88,44.81,,1.97,8.82,-12.84,30.15,42.08,-12.45,-8.5,-3.58,3.32,-36.92,6.44,38.75,58.77,65.26,21.28,24.24,-71.04,1.0
1.0,1.0,-88.74,-51.31,51.33,177.08,-0.02,104.36,-7.23,-107.32,-34.71,6.35,-93.73,-74.26,45.92,-18.86,-52.61,40.98,1.13,4.06,-12.84,4.91,2.35,94.05,116.93,22.55,33.98,-300.91,1.0
2.0,2.0,53.34,-41.5,-156.1,-445.84,77.14,8.28,1.58,268.9,-41.93,3.06,18.76,-35.34,-16.64,28.18,26.65,-2.9,0.09,-4.68,2.8,51.46,50.56,13.31,-53.63,-3.02,0.74,-215.23,1.0
2.0,2.0,217.39,-30.69,-37.07,-136.16,-9.16,-38.17,-251.47,-144.09,-19.52,-12.66,-102.45,7.56,29.01,27.07,13.07,-17.01,4.62,0.37,-23.31,2.08,47.24,-30.55,-51.44,41.11,-6.82,-72.03,1.0
2.0,1.0,-49.4,-13.86,-86.7,13.46,-57.24,-77.28,21.19,-110.41,24.64,13.85,76.81,38.92,61.49,23.88,20.73,2.91,-3.0,-3.33,-17.09,-12.25,98.34,-76.93,-163.91,63.52,-38.34,30.5,0.0
2.0,2.0,-22.96,-5.06,-18.25,-233.09,31.16,-72.82,68.95,-60.04,10.66,-0.58,-1.18,-8.21,47.31,4.7,17.98,-19.82,-3.8,0.77,0.04,11.2,11.84,-4.7,-5.75,40.85,-15.97,-131.63,0.0
2.0,2.0,-66.37,-26.82,-96.27,29.98,-34.62,48.57,8.44,1.33,-9.15,0.46,156.68,34.56,11.53,25.39,8.07,30.1,3.31,6.83,-16.08,6.97,74.68,25.11,-50.34,-61.35,-37.54,-50.65,1.0
2.0,2.0,71.62,-94.73,-146.05,-355.97,-5.24,9.49,-21.61,20.73,17.02,0.52,-189.16,-12.03,-22.55,-33.01,-42.17,4.14,-3.35,-3.67,-28.85,29.84,97.83,-61.68,-87.68,10.01,17.05,-159.91,1.0
2.0,3.0,-129.29,-78.3,-51.11,9.68,-1.42,106.98,-95.7,58.11,-42.09,2.37,-7.44,-24.62,44.12,-13.32,5.4,29.23,1.94,-7.23,5.05,14.2,27.59,-32.51,-27.17,-18.98,-32.35,-288.17,1.0
2.0,2.0,29.57,9.66,-55.01,11.43,-22.61,17.47,-44.04,72.67,9.57,-0.61,139.0,-56.46,-22.93,13.41,9.81,8.27,0.36,-5.83,-25.14,24.4,47.67,38.77,-4.93,-33.63,-11.37,-256.17,0.0
1.0,1.0,37.58,-54.49,-97.6,-249.63,21.61,1.56,132.24,119.31,14.7,1.63,-8.15,-49.77,33.24,-11.96,-2.14,140.44,4.35,5.27,-22.31,2.31,99.45,48.82,-76.27,8.95,4.9,-102.51,1.0
2.0,1.0,93.75,22.2,-179.64,-218.2,-45.11,69.58,32.01,-59.32,-16.44,5.62,37.39,-28.92,-11.61,16.25,36.62,-43.62,-0.26,-0.38,-27.51,17.87,128.46,-3.62,-69.04,-31.84,-41.55,-81.3,0.0
2.0,3.0,-22.01,-88.48,50.33,-58.03,14.2,49.48,57.25,54.06,61.61,-5.57,46.9,24.98,3.27,74.23,23.0,-34.91,-3.83,-5.0,8.91,-22.91,-12.65,113.17,-2.2,-34.48,-15.89,-84.96,0.0
1.0,3.0,71.25,-32.37,10.81,-53.28,30.87,59.05,140.13,-1.39,-9.4,3.57,56.59,37.58,-31.42,-51.61,-1.48,-5.71,5.65,2.62,27.03,10.04,-56.93,-99.08,22.88,19.83,40.2,76.3,1.0
2.0,1.0,162.24,-30.24,-76.57,199.92,75.65,67.11,18.18,43.58,-45.5,7.4,157.19,15.59,1.02,49.42,-15.85,3.95,-1.56,-1.81,-35.76,33.01,57.2,25.32,92.96,31.4,-5.02,-124.19,1.0
1.0,2.0,127.83,-20.43,-86.49,20.83,-8.42,25.58,-85.82,-90.51,-10.11,0.26,-91.59,-7.85,-0.19,-59.14,-42.23,-24.14,-4.38,-0.98,14.25,20.67,23.83,179.08,-87.98,44.36,25.71,14.65,1.0
2.0,2.0,-43.31,-109.1,-116.61,-361.95,-3.17,105.71,-100.96,127.05,19.31,-3.92,122.88,-14.5,-20.34,-26.76,18.44,-39.33,1.26,-0.75,-8.79,19.0,72.25,73.02,-24.98,42.46,11.27,-174.8,1.0
2.0,3.0,101.08,-99.37,18.82,-39.05,-19.42,42.72,7.87,-85.97,-14.58,6.73,36.46,-7.1,30.89,-7.75,18.95,-35.54,-6.45,-4.13,63.3,21.08,-97.28,141.42,64.12,20.3,14.72,34.78,1.0
3.0,1.0,63.62,-54.91,-115.1,15.7,30.35,-58.86,-5.64,156.24,23.03,4.62,-144.96,-22.32,19.25,29.69,-9.0,72.19,-0.61,-4.59,-29.91,-13.19,152.44,-125.95,-133.83,6.73,-67.34,-120.79,1.0
2.0,2.0,-78.26,-66.61,-18.33,-279.25,2.58,58.66,-105.85,-18.6,-10.4,8.0,-149.81,39.24,-26.07,-16.77,-8.91,-0.74,2.38,5.67,28.21,-18.53,26.07,8.46,-78.37,-29.19,32.84,-82.79,1.0
3.0,1.0,-12.71,-42.71,-68.62,60.56,-27.78,105.37,-188.58,-15.75,-21.49,3.13,-80.25,34.31,-9.68,28.28,19.03,-86.94,5.59,6.68,-29.19,20.87,42.01,70.45,98.19,-4.92,34.14,66.39,1.0
2.0,1.0,51.62,70.47,-52.28,-212.99,-50.87,-30.36,-11.03,77.88,44.36,-6.44,161.16,1.02,-67.73,45.89,16.28,59.75,0.96,4.38,-4.05,30.79,22.89,-22.72,-1.43,-3.34,-9.29,-279.26,0.0
2.0,2.0,96.65,-53.11,-52.79,-187.92,22.3,34.35,71.44,-135.75,18.8,4.11,-63.66,-23.02,-6.08,22.67,-44.13,-89.4,2.47,0.93,-22.17,8.41,37.02,87.67,33.87,62.95,17.19,52.75,1.0
1.0,2.0,-29.78,106.67,-83.2,50.39,38.52,40.26,87.98,-128.48,9.71,3.96,-54.04,35.59,-16.2,-7.65,-22.15,-31.89,0.11,-0.25,-55.78,37.58,46.52,-8.68,19.33,-38.3,-27.04,-144.49,0.0
2.0,1.0,112.58,-51.37,-116.96,-85.97,-20.26,-12.0,26.27,-32.1,-2.67,-8.03,120.46,2.28,27.09,13.92,4.64,-83.8,3.03,-0.35,-25.45,-4.8,126.09,13.49,-104.52,9.43,-41.6,-77.41,1.0
3.0,3.0,-73.99,-102.14,57.42,-149.54,-11.29,24.31,112.56,20.31,41.67,0.93,89.68,21.71,8.44,-1.89,-32.95,-99.32,2.38,-0.5,31.77,11.0,-60.96,21.7,121.98,82.93,10.74,-185.31,0.0
2.0,3.0,-61.41,-18.01,59.54,58.19,2.85,-17.35,-37.91,-7.86,24.29,-0.54,86.41,16.4,-1.81,6.38,3.77,4.54,1.3,-0.68,-9.37,-13.69,-20.77,-22.87,-17.09,35.3,-13.26,-52.91,0.0
1.0,3.0,-132.95,-150.77,-61.61,-37.34,-23.7,113.13,55.91,-98.12,15.2,4.6,190.87,-11.18,15.08,-18.76,-12.72,20.08,-4.44,-4.48,-6.93,6.69,37.55,151.01,10.91,30.02,18.05,0.98,1.0
3.0,3.0,143.63,45.02,50.35,-2.91,-13.68,73.1,-33.07,-112.18,19.43,-9.33,-136.84,21.11,8.45,-36.89,4.57,44.47,3.92,0.36,-32.16,-17.46,-34.34,1.75,52.29,31.7,42.3,298.4,0.0
