cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
1.0,1.0,1.0,2.0,-380.65,-10.43,67.76,144.79,2.79,-17.12,70.25,-188.23,136.19,-10.06,24.96,32.23,1.0
1.0,2.0,0.0,2.0,-175.97,-7.85,-10.26,-118.73,10.54,40.19,43.18,72.03,24.64,-56.36,-99.71,28.7,0.0
2.0,1.0,1.0,1.0,-360.01,-22.77,234.95,-75.46,7.56,4.52,124.1,75.81,-144.13,174.0,67.47,176.69,2.0
3.0,0.0,1.0,1.0,83.76,-27.89,223.2,-27.25,48.32,-148.89,-386.88,-32.27,7.45,68.95,-88.99,21.92,2.0
1.0,1.0,2.0,1.0,-718.77,-10.79,223.36,126.16,-11.0,-30.79,-165.76,-281.67,-118.0,108.71,-29.41,45.33,1.0
2.0,1.0,1.0,2.0,51.63,-20.0,-46.43,148.11,-1.78,4.43,-196.0,92.29,80.09,-65.02,-30.12,-61.58,1.0
2.0,2.0,1.0,2.0,-173.34,5.51,-134.23,164.55,38.71,86.42,-240.55,150.19,-75.94,-70.81,15.42,38.7,1.0
1.0,2.0,2.0,1.0,-170.76,3.5,-30.34,17.63,-32.51,117.04,-1.3,13.28,89.59,123.77,-3.26,109.74,2.0
1.0,1.0,2.0,2.0,-348.84,-0.11,-127.43,226.68,-64.18,52.42,-336.09,43.33,-55.57,-35.75,57.54,-38.93,1.0
1.0,2.0,1.0,2.0,-86.33,44.32,-237.79,335.06,-71.75,-21.69,-229.19,-45.04,71.0,-116.98,-53.12,144.59,1.0
1.0,2.0,2.0,2.0,-408.99,0.38,156.6,140.04,36.33,-30.51,143.08,-244.44,58.9,-22.86,17.98,139.83,2.0
3.0,1.0,1.0,2.0,54.62,-14.07,159.13,8.72,-43.79,-34.1,-350.96,20.72,-33.92,97.22,-8.6,89.17,2.0
2.0,2.0,3.0,3.0,-88.27,-30.66,210.17,172.08,6.21,-105.78,-179.27,-66.86,-103.69,60.45,-15.55,-53.39,2.0
0.0,2.0,1.0,1.0,-246.26,-1.15,-69.06,-67.45,13.89,38.97,369.18,-150.66,260.69,-99.99,-20.28,-29.6,0.0
1.0,1.0,1.0,1.0,-247.54,15.48,-11.14,78.97,11.24,-168.68,52.17,-39.91,-46.09,16.19,23.93,117.97,0.0
2.0,2.0,1.0,1.0,-44.08,11.14,-122.28,-21.28,51.8,60.79,-275.65,73.4,98.0,104.67,72.28,78.0,2.0
2.0,1.0,2.0,1.0,-229.09,5.92,120.1,112.7,23.65,-139.0,-49.22,-143.48,-9.94,-1.21,-40.95,142.36,2.0
2.0,1.0,2.0,2.0,303.43,6.1,-272.66,96.05,-60.08,-137.05,98.98,134.78,192.2,-14.18,-79.55,-104.64,1.0
2.0,1.0,1.0,2.0,-191.89,-31.52,259.52,-84.57,-41.86,-39.47,-77.24,-165.88,-77.73,55.88,7.58,-104.61,1.0
2.0,1.0,1.0,2.0,-39.8,27.07,-44.38,233.01,-14.29,0.72,228.31,-59.31,-16.73,94.67,13.92,151.45,0.0
1.0,2.0,1.0,0.0,-320.83,-18.36,-24.7,123.6,-18.63,-25.85,-110.37,121.25,22.6,-116.81,24.78,55.93,1.0
1.0,2.0,3.0,2.0,-323.03,-11.88,39.97,-85.36,-50.33,-90.59,-324.22,-47.25,138.39,132.81,32.33,67.28,2.0
1.0,2.0,2.0,2.0,-363.4,-11.13,-25.02,249.51,63.92,39.22,-119.46,38.79,28.65,-31.35,-39.14,72.57,1.0
2.0,1.0,1.0,2.0,42.87,16.92,-104.4,92.21,17.85,107.6,41.9,-77.33,185.4,68.4,-52.91,60.56,0.0
2.0,1.0,1.0,1.0,298.78,-15.27,-72.18,-142.4,21.53,-51.04,389.39,-82.69,260.42,-38.23,-18.16,-232.73,1.0
2.0,1.0,2.0,2.0,-102.85,5.64,-164.26,137.13,87.98,47.99,-205.41,153.73,114.98,17.99,54.71,115.31,2.0
1.0,2.0,1.0,1.0,-79.89,26.63,-17.58,-3.78,37.66,90.57,38.18,-166.83,91.63,45.61,15.68,114.33,0.0
2.0,1.0,2.0,1.0,-269.23,0.73,204.01,30.39,22.21,50.91,158.47,-168.64,-33.05,70.79,37.58,162.83,2.0
1.0,2.0,2.0,1.0,-206.45,4.39,-67.19,56.95,-59.21,102.45,-20.37,-67.31,173.17,10.87,-64.0,61.29,2.0
2.0,1.0,1.0,1.0,145.85,25.38,-170.3,69.99,-17.3,42.08,39.4,25.15,37.66,165.22,-26.5,9.4,2.0
1.0,2.0,1.0,3.0,-176.02,0.61,-86.99,-32.9,17.21,-128.01,-186.17,6.4,138.43,-118.15,11.18,28.45,0.0
2.0,1.0,1.0,2.0,737.23,6.01,-372.91,160.84,-20.45,7.88,517.05,244.81,219.59,127.3,-13.31,-207.91,1.0
2.0,2.0,1.0,0.0,457.21,39.57,-494.66,157.57,26.98,-53.18,-403.94,209.06,213.73,-128.31,-85.74,-56.84,2.0
2.0,0.0,2.0,3.0,289.5,-2.87,-176.26,82.61,28.93,-64.53,296.79,60.91,163.09,49.98,-75.37,-145.2,1.0
2.0,1.0,1.0,2.0,28.59,3.66,-100.94,136.26,4.19,150.7,-144.38,116.1,45.32,63.62,-19.55,64.87,2.0
1.0,0.0,2.0,1.0,-161.64,-8.95,81.89,-49.62,-69.19,-103.52,228.92,-159.56,155.56,32.55,-1.67,12.54,0.0
0.0,3.0,2.0,1.0,-1060.29,-32.14,183.46,-254.34,-57.3,5.57,-114.8,60.03,-295.33,-204.99,-86.96,37.31,0.0
1.0,1.0,1.0,2.0,-480.5,-10.06,166.14,-4.95,2.92,-37.6,136.36,-242.81,91.98,38.16,4.46,76.25,2.0
1.0,1.0,1.0,2.0,-210.72,-30.94,203.25,86.12,-1.59,-47.38,93.65,-328.99,136.65,32.16,9.86,-152.17,1.0
1.0,1.0,2.0,2.0,-409.88,-31.2,45.65,64.05,-18.85,21.63,-403.06,3.87,-85.66,27.25,-45.25,-144.03,1.0
2.0,1.0,1.0,2.0,119.28,19.32,-208.88,58.35,-49.58,-55.75,-299.03,2.93,56.43,4.63,60.13,-97.33,1.0
1.0,2.0,1.0,1.0,-135.53,-32.14,-25.11,-4.4,-3.52,-11.14,19.42,95.05,81.09,27.96,-13.2,-120.68,1.0
1.0,1.0,1.0,2.0,-510.82,20.22,152.27,398.19,-58.23,-167.34,178.45,-496.75,-18.69,193.2,-62.11,63.8,0.0
2.0,2.0,1.0,1.0,471.36,45.66,-260.36,-244.53,63.12,-102.24,320.3,262.67,-132.51,134.81,-82.35,31.75,0.0
1.0,1.0,0.0,1.0,-57.15,26.95,-253.72,148.37,-12.19,111.63,-483.34,-17.96,-49.15,0.38,-4.9,-129.39,1.0
2.0,0.0,2.0,2.0,-167.32,-12.09,157.14,26.06,40.76,62.76,-209.81,47.82,-242.11,191.26,25.51,36.75,2.0
2.0,2.0,2.0,1.0,175.93,-0.29,125.22,61.73,23.66,-8.77,142.63,-85.39,-26.5,198.24,-47.07,32.53,2.0
2.0,1.0,1.0,2.0,145.91,30.88,-46.08,-125.6,8.63,-86.91,209.04,-86.87,54.43,102.18,34.34,84.21,0.0
3.0,2.0,1.0,1.0,-101.98,-23.33,379.33,332.94,12.16,-21.5,-60.2,-229.97,-184.85,-126.75,-3.36,56.02,2.0
1.0,1.0,1.0,3.0,-35.32,3.07,-129.94,9.31,7.12,45.69,-63.29,32.65,133.16,21.64,15.74,-14.49,2.0
1.0,2.0,2.0,2.0,-379.31,-13.91,-135.25,99.67,-57.57,-38.68,21.88,53.37,158.53,-88.25,19.28,-24.2,0.0
2.0,2.0,2.0,2.0,247.28,10.84,8.4,175.11,-63.19,33.54,397.28,-48.99,23.03,137.32,4.6,42.79,0.0
1.0,2.0,1.0,1.0,-363.14,13.64,-255.02,279.12,-1.95,-40.13,-272.42,103.47,50.45,-28.52,43.02,52.54,2.0
1.0,2.0,1.0,2.0,-497.65,-23.68,259.93,-173.67,-4.73,121.32,-209.66,-235.4,184.3,26.6,51.71,136.53,0.0
1.0,2.0,2.0,2.0,-254.72,-3.38,-4.37,25.85,10.08,-20.58,253.1,65.55,-47.1,32.23,58.02,63.66,0.0
1.0,1.0,1.0,2.0,-211.37,10.71,-149.12,22.51,-6.89,54.82,-54.58,93.82,116.81,121.62,51.69,119.44,2.0
2.0,0.0,2.0,2.0,73.86,32.56,-26.67,-9.98,64.65,12.32,182.45,-168.82,29.24,90.3,-6.66,65.11,0.0
2.0,2.0,3.0,2.0,-96.61,-18.01,129.14,37.08,-36.08,12.81,-210.5,-78.78,70.8,46.26,30.14,28.86,2.0
1.0,2.0,1.0,1.0,-195.93,4.49,-79.04,352.87,2.15,4.92,-91.18,-246.04,201.88,-53.23,63.63,-57.02,2.0
1.0,1.0,1.0,2.0,-114.2,37.98,-124.21,40.64,-36.74,81.71,71.6,-158.71,95.72,7.34,6.15,91.4,0.0
2.0,1.0,1.0,1.0,97.19,37.12,-7.84,160.92,27.05,-34.83,206.82,-197.31,115.25,192.68,26.6,191.91,0.0
1.0,1.0,3.0,1.0,2.12,5.28,-136.03,95.69,-22.12,114.62,178.59,59.39,-11.91,83.57,-9.25,-74.45,1.0
1.0,1.0,2.0,2.0,-214.18,-0.26,-74.18,204.03,17.78,-0.63,-21.78,32.57,106.9,-148.81,-11.76,101.12,1.0
2.0,1.0,2.0,1.0,553.18,-2.69,-210.55,-0.79,24.63,101.85,378.33,172.08,151.61,75.0,-6.84,-167.46,1.0
2.0,1.0,2.0,2.0,-159.39,-12.12,302.19,231.25,-0.43,11.11,75.47,-216.81,-162.77,-36.16,11.7,64.27,2.0
1.0,2.0,1.0,1.0,-224.71,-11.11,157.23,33.22,-17.9,-136.84,321.11,-134.57,11.74,104.61,24.86,52.58,0.0
2.0,2.0,2.0,2.0,-146.31,-13.53,101.23,-150.34,-2.28,-56.11,-52.55,-8.97,41.13,81.38,48.84,49.9,0.0
1.0,3.0,0.0,1.0,-182.42,-24.79,-21.6,-117.74,18.07,-37.44,-368.34,-159.23,151.63,46.01,15.13,-273.76,1.0
1.0,1.0,1.0,2.0,-456.3,-14.92,202.22,79.21,43.9,1.41,105.5,-75.29,-107.92,160.5,61.5,124.54,2.0
1.0,1.0,2.0,2.0,-39.23,11.49,-198.06,236.13,-40.51,77.1,-213.47,4.94,108.45,-93.68,-19.37,-33.45,2.0
1.0,2.0,2.0,3.0,-24.33,2.01,34.06,-36.38,-31.62,-62.28,113.91,-165.96,121.79,53.53,11.46,-21.56,2.0
1.0,1.0,1.0,3.0,-259.97,-13.05,78.05,70.6,31.29,118.01,-56.04,-75.93,35.19,42.57,17.64,22.78,1.0
1.0,1.0,1.0,3.0,-736.64,-23.91,327.75,-130.48,-19.42,-1.69,231.75,-212.1,-143.26,102.12,35.99,80.15,0.0
1.0,2.0,1.0,2.0,-164.72,21.73,-31.6,-112.85,22.72,-20.22,48.65,-137.89,153.84,-47.86,-15.7,126.09,0.0
2.0,1.0,1.0,1.0,28.07,16.57,-149.87,141.5,-42.35,81.44,-423.73,66.66,-61.49,-1.4,29.15,-17.45,1.0
1.0,3.0,2.0,1.0,-181.87,7.97,-124.35,176.93,-30.18,-52.74,-41.04,30.74,33.27,138.32,-7.37,30.51,1.0
2.0,1.0,1.0,2.0,81.19,28.08,-27.47,99.41,-29.55,-42.26,93.32,-136.35,119.81,108.46,-48.99,146.17,0.0
1.0,1.0,2.0,2.0,-145.77,22.24,-234.74,64.73,-14.68,80.97,-117.23,194.99,35.46,136.96,-12.7,137.14,1.0
1.0,2.0,0.0,1.0,-438.88,-3.72,-99.56,151.65,-64.45,-51.0,-224.88,-63.27,79.31,-136.64,52.76,-37.33,1.0
1.0,0.0,2.0,1.0,-314.19,-10.17,37.33,32.81,-66.61,121.2,-171.33,-59.19,79.43,99.06,-65.35,45.19,2.0
2.0,2.0,1.0,2.0,327.67,34.0,-134.22,220.42,29.05,29.82,69.97,-92.25,187.34,76.56,-3.74,107.99,0.0
2.0,1.0,2.0,1.0,-22.1,22.43,-336.53,176.29,-6.76,20.49,-395.34,380.06,-9.66,70.4,-2.62,150.98,2.0
2.0,1.0,1.0,1.0,236.82,-17.44,-29.34,129.44,28.38,24.96,314.69,-72.82,264.56,31.29,36.92,-106.49,1.0
1.0,1.0,2.0,2.0,-491.77,-17.34,213.54,-105.68,33.0,-39.43,-224.93,-243.08,233.55,2.51,-22.45,166.6,0.0
1.0,1.0,1.0,2.0,280.24,-7.24,-258.27,-193.43,77.95,22.22,55.61,150.52,171.59,21.03,116.92,-251.87,1.0
2.0,3.0,1.0,1.0,-139.79,-1.83,-1.64,80.26,60.19,31.7,3.3,27.09,37.66,83.38,43.26,87.15,2.0
2.0,2.0,2.0,1.0,-28.42,24.12,-51.17,-26.43,39.47,44.93,-93.24,-40.78,24.91,-44.79,-30.71,112.33,0.0
1.0,2.0,1.0,1.0,-331.74,-9.82,189.68,-165.58,6.88,50.68,-37.45,-251.32,189.04,44.74,41.57,103.67,0.0
1.0,1.0,2.0,1.0,-399.58,-26.61,249.25,56.68,22.14,39.15,185.93,-121.32,-43.9,179.75,54.47,70.11,2.0
1.0,1.0,1.0,1.0,-197.75,-17.22,-85.2,136.23,7.92,11.28,-60.46,171.31,54.06,-158.97,-21.51,28.35,1.0
2.0,2.0,3.0,2.0,-189.42,4.96,221.01,-109.81,53.65,13.33,147.25,-354.42,237.21,134.2,18.54,176.79,0.0
2.0,2.0,1.0,1.0,-36.72,-1.12,-16.65,150.95,-40.33,-8.76,31.99,59.95,-88.43,173.07,49.76,4.15,2.0
1.0,2.0,2.0,2.0,-52.24,26.73,-119.74,-56.81,-32.31,58.33,26.25,11.38,58.72,51.62,52.58,114.8,0.0
1.0,1.0,1.0,2.0,-217.95,-20.68,-38.22,124.19,-7.83,-71.17,-122.02,55.98,51.87,22.25,37.83,-54.61,1.0
1.0,3.0,2.0,1.0,-146.7,4.24,-103.1,-114.2,35.74,-12.3,-158.21,87.05,-14.53,-144.04,-20.25,-14.4,0.0
2.0,1.0,1.0,3.0,-167.86,-3.57,111.26,303.8,43.17,-15.37,-223.38,-62.98,-195.43,-33.86,61.41,25.3,2.0
1.0,1.0,2.0,1.0,-390.43,15.42,-146.98,141.42,-18.62,-26.31,-59.67,2.04,39.7,45.44,-48.77,81.54,2.0
1.0,2.0,1.0,1.0,-236.15,26.29,0.19,292.27,3.59,-34.3,149.82,-157.42,-120.05,50.6,96.94,92.49,0.0
2.0,1.0,1.0,1.0,-76.36,-18.38,121.18,23.24,-111.2,92.53,-154.61,-29.3,2.46,99.74,3.04,7.69,2.0
1.0,2.0,1.0,2.0,-89.47,1.86,-47.63,77.46,-5.36,9.52,209.53,-21.91,102.48,57.36,-44.45,36.61,0.0
2.0,1.0,3.0,2.0,92.87,-21.76,72.45,42.87,47.58,-56.51,231.47,-139.54,133.73,59.55,91.69,-147.2,1.0
2.0,2.0,1.0,2.0,371.31,11.63,-96.21,132.49,-8.65,33.96,180.98,-18.94,261.97,102.44,-45.57,69.71,0.0
2.0,2.0,0.0,2.0,-238.61,6.79,22.75,214.69,-10.93,62.28,-406.73,-99.13,28.21,-72.51,43.31,114.25,2.0
1.0,2.0,1.0,2.0,-494.8,0.98,281.32,255.55,14.16,-66.03,174.13,-450.21,-22.83,171.22,-14.59,91.11,0.0
2.0,1.0,2.0,1.0,-297.36,10.05,130.19,244.85,22.74,-82.05,153.81,-91.76,-220.39,51.38,40.68,135.48,1.0
3.0,1.0,1.0,2.0,-72.02,-34.99,243.38,170.78,-20.19,-48.92,-328.99,-61.53,-129.96,33.69,16.43,-60.25,2.0
2.0,2.0,2.0,2.0,44.37,-0.64,-161.95,54.56,-3.94,-158.3,-204.62,34.65,118.64,-18.64,-48.43,-107.49,1.0
2.0,1.0,1.0,3.0,100.97,-26.81,-74.88,-73.9,-14.22,29.64,-92.39,119.59,124.28,-89.82,53.33,-158.28,1.0
0.0,3.0,2.0,2.0,-510.77,-0.85,-55.47,244.38,-35.73,136.1,-76.42,-183.01,163.92,-77.94,45.03,21.55,2.0
2.0,2.0,0.0,1.0,-229.27,-9.11,203.44,-48.07,39.36,-26.43,72.29,-256.53,157.94,81.82,24.0,99.86,0.0
1.0,2.0,1.0,2.0,-414.69,20.63,213.16,250.55,-32.36,45.31,324.01,-311.27,-91.93,-120.88,56.61,237.53,2.0
2.0,1.0,1.0,1.0,36.53,-18.59,29.2,-61.02,60.09,-67.54,158.36,-72.27,112.08,-8.67,19.37,-133.91,1.0
1.0,2.0,2.0,1.0,86.17,-7.77,-55.49,-109.6,-23.09,-19.61,144.53,10.55,113.27,22.03,-21.4,-96.01,1.0
1.0,3.0,0.0,1.0,-309.86,-12.02,51.93,185.68,-18.71,135.62,103.47,-208.43,147.0,4.45,69.39,-25.35,1.0
1.0,1.0,2.0,2.0,-109.49,2.1,20.54,-264.6,-28.72,-179.77,-74.69,22.71,21.44,27.17,1.46,56.68,0.0
2.0,2.0,2.0,1.0,64.92,-15.72,11.01,154.89,-58.71,63.66,132.65,-35.36,111.15,65.72,29.83,-59.58,1.0
3.0,1.0,1.0,2.0,274.9,-14.98,124.55,-113.46,15.37,15.66,29.65,-125.65,189.27,-135.41,-96.98,-36.43,2.0
1.0,2.0,1.0,1.0,-96.89,21.66,-191.83,60.75,-33.8,24.59,-128.61,165.52,40.57,136.94,-59.83,152.7,2.0
1.0,2.0,1.0,1.0,-198.41,-1.75,98.12,-134.6,-11.65,99.47,131.19,-232.72,243.98,31.56,-27.1,76.64,0.0
2.0,2.0,1.0,2.0,-96.32,7.16,201.74,-110.86,-16.17,-5.66,292.55,-102.76,-94.76,172.4,42.1,164.3,2.0
3.0,3.0,2.0,1.0,449.92,19.43,-179.83,0.62,74.3,63.69,-135.99,211.01,49.37,63.4,-65.01,59.12,2.0
1.0,1.0,1.0,2.0,-405.84,16.88,58.28,216.53,-13.55,5.41,-207.82,-280.57,36.26,3.9,-21.87,107.42,0.0
1.0,1.0,2.0,1.0,-67.16,9.51,-44.32,176.21,-27.79,109.45,15.46,-159.4,103.55,-6.51,-43.57,-17.12,2.0
2.0,2.0,2.0,3.0,-56.62,-21.9,146.15,106.64,46.14,-6.24,18.81,-158.41,0.58,169.33,-90.27,-110.86,1.0
2.0,1.0,1.0,2.0,386.79,11.84,-290.03,101.64,41.17,71.97,9.46,143.42,188.0,-57.31,-27.01,-92.19,1.0
1.0,2.0,2.0,2.0,-315.51,-26.35,-3.89,84.36,-43.94,-21.8,-181.09,103.36,-3.65,-94.39,-100.13,-29.61,1.0
2.0,2.0,1.0,2.0,502.83,31.8,-405.87,129.61,-18.08,-36.53,-289.15,220.37,168.59,-26.02,25.51,-38.77,2.0
2.0,1.0,2.0,1.0,-9.57,17.96,-11.4,67.3,-23.42,-39.25,362.28,-5.75,16.55,162.54,-5.53,155.26,0.0
1.0,1.0,1.0,2.0,-158.48,6.66,-49.47,31.13,-20.98,91.0,148.56,-73.17,82.3,-1.81,-27.14,15.65,0.0
2.0,3.0,2.0,2.0,369.21,45.36,-242.15,239.6,5.24,110.3,77.3,-40.42,130.12,63.64,-27.37,60.5,0.0
2.0,1.0,1.0,2.0,-111.13,-17.36,59.99,315.08,-43.0,32.02,88.76,-110.73,155.08,73.79,16.28,25.34,1.0
2.0,3.0,1.0,1.0,272.1,25.52,-84.26,-39.94,7.85,9.86,218.07,31.61,-75.06,138.67,-4.62,1.18,0.0
2.0,1.0,2.0,2.0,152.81,-2.09,13.86,143.96,35.28,3.95,377.04,7.05,15.59,101.0,26.69,9.55,0.0
2.0,2.0,1.0,2.0,-82.06,-2.91,2.51,5.56,-60.9,50.28,-405.61,13.31,116.98,67.47,26.7,100.2,2.0
2.0,2.0,1.0,2.0,173.73,16.8,-125.9,44.93,-26.61,24.92,-23.15,91.77,81.19,122.62,-74.39,86.95,2.0
1.0,3.0,1.0,1.0,135.9,39.81,-232.4,-135.8,4.74,-36.12,332.7,22.74,103.92,-12.53,-46.16,49.58,0.0
2.0,1.0,1.0,2.0,338.93,26.02,-279.32,271.95,43.09,-84.06,-192.61,66.2,96.09,-27.9,3.02,-53.75,2.0
2.0,2.0,2.0,0.0,177.16,14.46,-64.76,42.7,21.94,64.12,118.78,-54.94,258.66,105.68,4.94,126.82,0.0
2.0,1.0,1.0,2.0,455.51,44.94,-126.54,290.66,62.51,-62.09,161.41,-244.84,273.66,211.44,7.47,98.89,0.0
2.0,1.0,1.0,2.0,12.44,-11.53,-90.31,203.07,-11.58,45.62,-40.38,154.79,99.62,-54.61,19.1,47.49,1.0
2.0,2.0,0.0,1.0,64.32,5.58,18.04,-148.32,1.07,-37.7,177.23,-18.01,43.33,108.84,35.94,36.31,0.0
1.0,1.0,0.0,1.0,-183.67,6.82,-93.21,173.53,26.4,145.75,53.64,97.02,13.31,89.49,7.42,117.43,1.0
1.0,1.0,1.0,2.0,-194.45,7.48,-40.87,-89.51,23.63,-9.07,2.76,280.61,-139.6,253.07,-73.03,221.13,2.0
1.0,2.0,1.0,2.0,-263.11,16.49,-146.62,68.77,20.79,58.03,-30.83,88.16,39.87,184.43,-42.11,132.39,2.0
1.0,1.0,2.0,0.0,-252.99,15.62,-84.99,266.82,18.13,-26.35,-265.7,-37.88,16.41,-41.59,-29.83,106.98,2.0
1.0,2.0,1.0,2.0,-366.72,-18.49,-67.38,122.58,-8.43,-101.86,-119.39,-27.38,156.64,-141.38,11.44,-49.85,1.0
2.0,1.0,1.0,2.0,-137.54,-14.2,174.27,-266.48,8.23,11.95,79.22,74.27,10.71,90.76,8.37,182.12,2.0
1.0,1.0,2.0,1.0,-42.3,34.29,-155.76,72.41,-8.04,-83.98,142.02,-26.69,28.61,41.36,7.53,91.96,0.0
1.0,2.0,1.0,3.0,-235.28,-15.82,-53.61,174.68,-44.49,138.61,-146.99,30.46,93.36,-136.47,-67.53,-14.77,1.0
1.0,1.0,2.0,2.0,-308.52,-8.78,203.78,-64.16,33.74,-16.05,309.44,-149.11,-58.38,238.72,31.19,70.62,2.0
2.0,2.0,1.0,2.0,-453.99,-31.13,67.44,312.44,-8.61,47.55,-266.02,172.64,-70.07,-138.59,37.88,134.88,1.0
1.0,1.0,2.0,2.0,-590.76,-38.89,153.99,-130.27,3.92,107.67,-276.67,-123.0,206.55,-61.49,67.7,24.23,0.0
1.0,2.0,2.0,2.0,-159.03,43.04,-22.77,187.85,43.3,-28.78,-25.14,-340.47,70.05,6.68,110.74,112.61,0.0
0.0,1.0,2.0,2.0,-403.81,-4.13,-34.61,-124.56,-56.94,66.47,97.03,-109.51,279.85,-117.84,26.84,77.54,0.0
1.0,2.0,1.0,1.0,-386.3,31.66,51.73,66.43,42.54,74.65,-385.06,-248.61,27.47,-58.41,-3.88,216.28,0.0
2.0,3.0,1.0,1.0,201.52,-26.96,-65.42,-28.26,-60.46,29.24,-38.67,151.72,39.82,112.86,-11.88,-191.13,1.0
1.0,2.0,1.0,2.0,-171.73,14.45,-338.7,315.2,-10.88,-7.28,-355.3,134.38,166.04,-52.71,27.33,19.92,2.0
1.0,2.0,2.0,1.0,-286.34,9.07,-37.22,188.32,-27.26,-77.89,-120.03,44.86,-114.6,104.3,109.17,97.8,2.0
1.0,1.0,2.0,1.0,-206.41,-15.16,70.72,112.46,-86.14,17.08,81.96,-103.89,43.01,22.43,-62.16,-33.6,1.0
2.0,2.0,2.0,2.0,-202.06,-10.3,270.21,340.12,22.35,32.08,66.68,-133.66,-306.8,-3.33,49.57,49.94,2.0
1.0,1.0,1.0,2.0,-16.43,-3.33,-70.7,165.16,116.85,1.18,185.51,-41.15,30.85,74.54,-21.13,-110.32,1.0
2.0,1.0,1.0,2.0,-219.83,-32.87,272.27,-75.26,-44.37,-23.96,54.38,-267.56,43.06,5.82,-48.81,-107.79,1.0
1.0,2.0,2.0,2.0,-380.74,-1.32,18.3,48.22,55.6,-151.59,3.57,164.23,-114.25,171.67,3.61,201.86,2.0
2.0,1.0,2.0,2.0,419.96,26.31,-179.81,344.37,-15.54,81.38,215.55,-124.79,238.66,129.78,-47.1,-15.33,0.0
1.0,1.0,1.0,1.0,-11.38,-3.33,-130.44,-96.39,-29.51,29.48,-250.16,25.16,3.55,-65.61,-30.53,-196.59,1.0
2.0,1.0,1.0,2.0,306.28,-29.64,105.0,-116.97,-41.09,31.23,178.18,-77.32,48.97,69.55,14.39,-250.86,1.0
1.0,2.0,1.0,2.0,-130.47,-2.45,-39.55,171.27,59.75,25.07,117.11,41.67,46.41,38.94,42.83,66.69,1.0
1.0,1.0,3.0,2.0,-109.61,27.73,-43.14,-58.97,-30.17,10.4,-26.99,-110.84,47.58,2.56,24.88,110.44,0.0
2.0,2.0,2.0,2.0,-55.81,-1.43,-83.48,137.81,-18.57,83.99,-281.03,-70.61,59.28,8.98,49.45,-113.95,1.0
1.0,2.0,1.0,3.0,-247.3,1.56,-104.63,2.19,-59.14,-109.28,10.23,40.43,95.65,-43.15,-50.11,38.73,0.0
1.0,1.0,1.0,1.0,54.66,35.14,-192.58,122.87,-72.62,-48.24,336.16,-18.86,43.93,17.42,-65.75,52.89,0.0
1.0,1.0,2.0,1.0,-74.29,7.75,-265.88,252.13,-52.9,-29.59,-16.17,243.75,77.43,-174.79,21.22,74.75,1.0
2.0,2.0,1.0,1.0,-169.24,17.04,82.2,59.21,-47.14,-83.45,-14.42,-206.91,62.97,119.56,16.71,144.42,0.0
1.0,1.0,2.0,2.0,-51.06,5.49,-127.04,-45.96,-0.67,-45.77,135.63,137.86,13.49,4.77,-114.19,23.09,0.0
2.0,1.0,2.0,1.0,-247.25,-16.26,264.89,-101.87,-3.34,-12.3,-85.58,-231.37,132.45,104.07,-40.87,126.19,0.0
3.0,2.0,1.0,1.0,674.03,18.83,-98.05,232.86,-12.15,-22.73,213.08,-171.13,399.68,172.77,4.17,17.92,2.0
1.0,3.0,2.0,1.0,-371.88,15.4,-141.24,337.78,23.2,-86.12,-94.59,-81.06,37.64,115.47,24.63,38.69,2.0
1.0,2.0,1.0,1.0,-327.52,-3.72,116.63,81.26,31.56,-54.59,-98.14,-286.46,119.63,4.6,6.54,19.25,0.0
2.0,1.0,1.0,2.0,213.83,36.09,-133.79,-205.2,47.46,-74.44,195.88,91.28,-15.12,84.78,-3.87,106.72,1.0
1.0,1.0,1.0,2.0,-60.01,23.74,-291.09,109.91,-41.23,-14.65,-211.12,304.67,-34.07,76.36,-122.97,124.05,2.0
3.0,1.0,2.0,1.0,395.46,18.44,-241.26,-80.11,1.07,28.76,-206.47,398.91,31.98,112.46,-35.21,142.37,2.0
1.0,2.0,2.0,1.0,6.24,-6.54,-50.33,-95.07,-36.18,-29.88,130.76,59.65,85.59,-31.09,-16.38,-24.86,1.0
1.0,1.0,1.0,1.0,-430.74,-15.27,-42.94,360.48,-28.82,11.7,-117.78,126.58,0.41,-117.67,-49.05,122.67,1.0
2.0,2.0,1.0,2.0,108.53,4.62,-132.21,63.99,41.23,-127.62,151.09,13.72,185.29,33.97,-53.97,-11.51,0.0
1.0,1.0,1.0,2.0,-453.19,3.57,-34.46,325.53,-44.34,-34.72,-16.44,-79.87,-1.19,79.32,7.62,76.92,1.0
2.0,2.0,1.0,1.0,-185.75,-19.99,169.32,147.1,61.43,125.45,-188.89,-70.55,-66.67,52.74,-9.97,21.94,2.0
1.0,2.0,0.0,1.0,-107.39,5.76,-199.93,70.41,-25.33,103.75,-224.43,169.22,165.79,-55.09,77.64,107.03,2.0
2.0,1.0,1.0,2.0,-47.34,2.95,-14.17,107.92,-11.47,-30.38,-23.77,-15.49,29.01,46.73,66.77,44.21,2.0
3.0,2.0,2.0,1.0,182.13,-12.21,34.89,-178.51,32.61,-167.39,-140.77,386.4,-75.23,144.02,4.29,206.35,2.0
