cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
2.0,2.0,1.0,1.0,58.89,-50.4,39.86,48.72,-164.0,-297.82,30.31,-7.54,15.25,-98.09,1.76,59.91,-30.16,2.0,-12.38,5.56,30.91,-171.39,6.27,-132.7,160.79,0.0
2.0,2.0,1.0,2.0,-204.55,-242.44,48.14,7.49,51.98,147.64,64.73,8.74,-79.78,130.85,-14.34,18.17,65.09,-0.35,47.88,-3.32,26.01,133.67,-23.6,-3.16,-63.14,0.0
1.0,2.0,0.0,2.0,394.39,-2.08,34.5,13.7,-170.86,231.86,-133.93,5.96,47.29,82.4,24.45,-75.86,-62.67,-0.13,-14.27,3.62,-20.55,-410.23,60.57,-170.84,-2.31,0.0
1.0,2.0,2.0,1.0,-197.18,70.18,78.53,-44.6,-44.26,18.45,-48.39,3.52,150.11,-122.81,80.26,46.12,-28.44,-0.43,-47.05,0.23,-29.99,262.68,-12.99,-61.25,15.0,0.0
2.0,3.0,1.0,1.0,48.55,61.2,6.78,58.86,-28.59,-52.28,-32.54,-75.63,154.99,254.99,-7.28,-38.91,32.19,0.54,-10.21,-5.2,-46.81,-224.14,70.44,42.94,23.36,0.0
1.0,1.0,1.0,1.0,205.55,164.74,-10.45,-1.31,-178.45,56.53,35.4,77.36,-108.9,120.39,-62.22,55.93,12.46,-1.52,-31.16,1.16,37.54,-362.64,-16.16,-69.58,-70.74,0.0
1.0,2.0,1.0,1.0,-186.4,-11.13,7.8,70.8,-72.22,212.2,-124.27,-71.92,-87.03,61.68,27.32,-10.19,71.73,-0.7,112.87,-0.3,-58.78,-95.98,43.31,-92.01,-66.86,1.0
1.0,2.0,1.0,1.0,-203.86,81.63,-72.97,-54.87,-24.98,-144.97,15.92,-55.77,-45.93,-28.25,-92.74,0.78,-26.58,-1.7,-21.15,3.14,-43.39,7.55,-53.02,4.98,5.9,2.0
2.0,2.0,2.0,2.0,-130.45,-153.33,39.05,-11.85,19.22,-150.72,51.15,-50.88,-207.6,-6.11,55.32,118.33,-86.69,0.51,15.98,0.04,15.81,-102.26,-51.62,55.54,-93.29,2.0
1.0,2.0,1.0,2.0,153.16,14.49,-5.51,57.28,-31.01,304.25,-123.3,39.84,59.32,38.4,-32.44,37.6,17.84,0.61,68.19,-1.94,-3.18,-88.03,-5.38,-42.86,45.96,0.0
3.0,2.0,1.0,1.0,-193.92,-267.94,-32.24,53.27,-46.63,-233.23,186.24,-69.04,-57.1,208.64,13.8,78.85,-15.38,1.0,68.46,2.49,16.98,-71.85,0.2,6.17,-31.37,1.0
1.0,1.0,1.0,2.0,86.76,-125.78,-41.44,-45.06,-153.49,-82.53,-10.06,66.69,-113.04,-6.72,-72.24,-6.02,51.94,0.45,53.11,0.59,-9.3,-227.51,-9.8,29.42,43.73,1.0
2.0,1.0,1.0,1.0,-66.37,-66.77,-22.89,-53.11,82.54,-338.38,73.41,26.47,37.03,-20.38,-34.16,58.38,57.91,0.51,37.26,-0.94,8.72,139.81,18.67,92.81,16.59,2.0
1.0,1.0,2.0,2.0,-81.55,103.22,65.45,11.99,86.68,106.85,-141.93,101.76,-75.01,68.6,-0.95,-96.33,-35.04,0.23,74.19,0.25,55.64,26.82,2.45,-64.73,103.17,0.0
1.0,1.0,1.0,2.0,-67.17,138.97,-24.36,-39.44,-126.61,50.49,-18.87,40.7,-11.25,127.78,-22.04,58.71,-9.71,-0.73,6.3,0.13,-17.72,-127.47,-12.4,53.4,-20.43,0.0
2.0,0.0,2.0,3.0,56.52,-170.65,-87.52,32.99,180.16,-251.68,-16.3,73.21,-76.11,-63.06,-36.87,-21.24,-14.04,0.91,-51.06,1.19,-61.55,106.73,7.31,21.58,3.58,1.0
1.0,1.0,1.0,1.0,-348.06,57.42,-1.67,38.16,34.08,285.1,-46.51,79.12,-32.51,146.77,-3.14,16.37,19.44,0.52,-22.11,-2.5,-14.4,274.14,2.82,-5.49,-6.7,2.0
2.0,2.0,1.0,3.0,269.44,-179.82,-63.63,68.12,-41.57,148.0,-63.76,-71.32,66.3,-26.42,-47.76,18.42,-30.16,-0.09,82.94,-1.47,31.16,-133.29,20.69,1.33,36.75,0.0
1.0,0.0,1.0,2.0,12.59,91.35,63.35,15.48,-289.14,218.0,17.07,-26.78,41.4,43.86,36.26,31.27,-46.48,0.39,25.96,-1.3,16.74,-112.03,11.34,26.24,-135.1,2.0
2.0,2.0,1.0,2.0,18.35,-28.07,-90.73,-4.95,-240.88,-254.5,-7.43,-128.62,14.15,6.53,-4.03,33.98,15.04,1.23,-25.81,1.86,31.28,-325.83,34.82,-36.49,11.29,2.0
1.0,1.0,2.0,2.0,67.8,79.02,-21.47,8.97,-54.73,-146.06,-85.0,89.55,140.6,-49.09,-6.45,12.17,37.3,-0.15,-67.1,-0.89,-19.16,3.66,-18.81,45.25,-22.01,1.0
1.0,2.0,1.0,1.0,-27.5,-33.42,57.69,52.22,38.39,84.43,23.26,-46.96,-205.98,42.04,-36.79,-51.84,38.91,-0.11,81.33,2.84,25.31,-157.97,39.49,-33.58,67.07,0.0
2.0,1.0,1.0,1.0,17.32,-35.03,-56.36,-49.01,38.71,8.45,-18.0,-43.96,119.55,59.48,-37.96,61.6,-42.47,0.63,-66.45,8.21,8.97,95.66,14.21,18.35,4.48,1.0
1.0,2.0,1.0,1.0,53.65,110.12,-13.43,27.61,97.22,-10.93,-5.35,-13.08,-197.6,19.85,-81.6,-42.64,62.43,-0.46,-20.36,-0.92,-46.66,-179.48,-18.77,9.03,-28.32,1.0
1.0,2.0,3.0,2.0,-229.41,225.62,-4.46,-17.92,-171.6,82.69,90.07,-168.88,-176.7,-66.46,-32.79,1.38,-11.69,2.25,8.71,3.05,-12.18,-118.85,-8.87,-5.32,5.82,2.0
2.0,2.0,1.0,1.0,153.39,-141.43,4.36,-11.62,63.17,-101.55,-10.08,-16.93,28.67,70.2,39.31,26.6,51.21,-0.54,14.54,2.53,-44.0,-119.96,81.87,104.55,-22.28,2.0
2.0,2.0,1.0,2.0,42.82,-44.81,-4.65,-30.69,79.31,-255.3,74.42,10.11,97.08,-51.07,33.45,17.3,-60.52,0.92,-79.16,-11.03,8.33,75.96,32.84,-34.95,-47.01,2.0
3.0,3.0,3.0,0.0,422.17,-326.02,-16.42,-80.98,254.52,-621.91,-78.3,-17.66,230.12,19.65,-38.88,106.32,0.64,0.48,30.22,-3.86,-93.3,-190.78,44.24,-0.23,68.08,2.0
1.0,2.0,1.0,1.0,-123.47,-159.78,30.42,81.09,-224.53,35.93,-71.5,54.93,-27.89,-44.07,-9.29,-42.53,5.66,-0.75,-47.36,1.95,-17.19,-76.81,9.19,-10.95,28.18,1.0
1.0,2.0,2.0,2.0,-239.81,-131.65,30.29,-15.26,-150.11,30.35,-36.5,41.34,24.25,-90.03,-5.86,54.83,55.76,-0.63,-64.33,4.35,-6.78,119.71,-1.75,144.8,114.46,1.0
1.0,1.0,1.0,2.0,61.73,233.36,-40.17,0.21,169.28,101.0,-43.67,-20.82,79.04,147.89,21.06,-54.33,-25.04,0.55,-103.49,-1.29,-34.35,39.8,57.06,3.15,107.88,2.0
1.0,2.0,2.0,1.0,-149.01,73.97,8.04,-32.28,135.58,-25.85,-99.07,36.49,39.65,83.47,69.39,3.59,14.26,-0.59,75.97,-0.4,14.46,114.2,-35.75,100.11,135.06,2.0
2.0,1.0,1.0,2.0,106.48,-194.39,69.43,-12.86,-87.02,154.61,-37.39,-37.09,150.13,-58.21,76.85,-85.57,-30.55,0.36,-58.33,-0.47,-29.03,104.91,74.11,27.2,101.7,1.0
2.0,0.0,2.0,1.0,-28.03,-120.0,-2.34,43.66,-62.32,-242.17,-51.07,126.72,7.18,161.09,-10.44,-55.69,49.06,0.45,1.88,-2.75,70.67,-108.19,76.61,-125.94,55.08,1.0
2.0,2.0,2.0,2.0,-287.85,-71.49,-0.76,54.15,80.63,32.93,41.3,-17.25,10.97,81.95,-39.27,-18.63,-8.92,-0.41,-9.7,1.44,-5.14,238.07,30.88,17.59,-59.3,0.0
1.0,1.0,2.0,1.0,142.52,88.79,100.0,-33.55,-138.89,84.11,-38.21,-54.79,21.72,35.79,-1.53,15.86,27.94,-0.37,52.65,6.22,-11.83,-223.8,-9.53,-7.02,-98.65,2.0
2.0,1.0,2.0,1.0,-97.56,-155.36,-8.77,-44.4,-68.53,263.71,13.32,-44.23,122.39,95.03,13.71,28.42,26.93,1.47,-19.95,4.47,-21.45,162.8,24.83,-4.65,24.93,2.0
2.0,1.0,1.0,2.0,-30.09,-59.25,18.98,-80.93,-10.46,-201.64,-18.17,38.07,-24.59,74.85,-42.4,-86.68,36.88,1.61,-57.47,-2.41,-34.97,-91.93,30.64,25.15,-39.05,1.0
3.0,3.0,1.0,1.0,136.9,-253.92,-44.53,64.05,198.47,-325.87,29.74,-65.4,24.99,100.34,26.52,8.82,-2.42,0.31,-0.81,2.36,46.66,-129.37,46.25,100.2,-30.92,2.0
2.0,2.0,1.0,1.0,468.53,-29.29,-3.39,-104.66,-242.53,356.41,-160.92,-20.23,226.15,156.76,25.8,-36.69,40.82,1.55,16.84,-3.83,10.55,-441.67,26.28,58.76,57.31,0.0
1.0,1.0,2.0,1.0,50.88,-60.37,50.9,-93.27,-86.62,166.46,-47.48,38.5,-3.28,12.34,-7.39,0.83,-8.81,-0.72,19.48,-1.83,-24.52,-51.05,-2.27,-45.62,87.26,0.0
2.0,2.0,2.0,1.0,-152.43,17.21,40.48,16.17,27.39,68.91,35.83,-7.01,-9.82,311.6,21.08,-35.45,-37.84,1.54,18.47,-4.88,-30.45,-74.89,80.71,-66.28,67.93,1.0
2.0,2.0,2.0,1.0,121.67,42.18,-23.02,-54.88,-78.0,-17.56,44.91,-167.27,83.84,148.12,-13.01,78.98,19.98,-0.25,66.31,6.01,-25.19,-261.25,-15.64,-29.84,-48.28,2.0
1.0,2.0,2.0,1.0,28.09,-226.73,-36.23,21.07,-100.19,138.49,20.42,62.24,-92.82,-62.53,15.14,-74.84,-23.53,-0.41,-0.85,-0.82,-61.91,-31.78,-63.69,-17.85,-102.65,0.0
1.0,2.0,1.0,2.0,-83.62,-16.8,52.71,86.88,-45.2,13.95,-37.02,26.68,-97.78,-30.0,69.41,-8.87,69.26,0.13,77.53,-3.35,33.8,-56.64,13.97,-42.47,24.67,2.0
1.0,2.0,1.0,1.0,-164.22,46.65,-118.0,7.61,-6.13,136.43,-47.17,47.07,-63.57,-64.14,-9.0,-31.34,-13.21,0.01,-76.05,3.42,25.51,92.69,45.72,-38.36,7.5,1.0
2.0,1.0,1.0,2.0,-57.73,49.88,-12.57,-23.89,298.71,-383.25,-11.32,-62.83,14.96,201.69,-31.12,24.04,12.79,-0.86,-36.34,-1.79,-28.57,-0.67,-18.92,-64.11,20.03,1.0
1.0,2.0,1.0,1.0,-373.0,67.76,-53.53,61.47,-140.59,62.52,-58.15,22.1,1.49,23.79,-43.37,-41.47,33.22,0.67,-54.42,7.06,54.79,76.01,-5.02,6.89,-2.5,2.0
1.0,0.0,1.0,1.0,3.54,255.71,-46.98,23.04,17.38,-25.26,-117.19,80.49,43.33,-16.01,-100.5,-45.51,-9.04,-1.26,-49.54,2.34,32.76,26.85,77.77,98.43,-28.1,2.0
1.0,2.0,1.0,2.0,106.01,28.94,11.56,-13.56,-93.7,283.74,-0.08,-33.03,-17.07,144.63,-4.73,0.16,-39.72,0.25,14.37,-3.34,-29.72,-192.58,-14.72,108.42,-95.13,1.0
1.0,2.0,2.0,1.0,-140.01,193.62,13.54,-70.92,177.09,-97.88,-23.18,-71.09,67.86,117.57,91.23,40.44,9.54,0.95,6.03,2.27,63.33,111.07,-52.56,30.3,-108.74,2.0
2.0,2.0,2.0,1.0,20.42,-21.57,114.5,18.43,133.72,-267.74,78.61,-67.48,-202.99,-25.93,-49.44,37.54,-32.58,0.18,-3.59,0.14,12.12,-159.78,-23.45,14.64,79.73,2.0
1.0,2.0,2.0,2.0,-295.22,-20.71,17.17,16.73,-196.74,-169.6,27.75,-52.76,23.05,-5.42,42.22,-107.61,-18.19,1.13,-9.93,1.86,40.66,-26.38,-44.87,70.67,-7.43,2.0
1.0,1.0,2.0,2.0,-4.39,96.07,-49.9,-13.91,-49.26,-228.08,53.58,104.05,8.97,-80.86,-49.96,-65.97,-24.61,-0.12,67.99,1.03,32.01,2.39,-107.08,2.22,97.94,0.0
0.0,2.0,3.0,2.0,-228.55,-16.45,-8.5,-54.25,-310.29,142.35,-117.75,70.93,-63.21,-145.67,18.25,-68.52,55.37,-1.21,-30.09,2.51,40.08,-39.9,41.96,-94.04,-53.01,1.0
1.0,2.0,1.0,1.0,-107.5,-61.34,-34.44,-39.83,-28.92,-74.25,-39.98,71.75,-13.0,-105.0,-28.21,25.01,-8.89,-0.59,-32.02,0.75,-66.43,91.66,56.45,-93.04,68.32,0.0
2.0,2.0,3.0,1.0,146.35,121.13,103.79,73.97,-154.65,-438.6,73.87,64.87,70.07,-51.93,45.65,-39.72,-15.91,0.52,-21.37,1.17,6.88,-251.06,4.01,-84.9,5.79,0.0
2.0,2.0,2.0,1.0,103.3,-259.54,0.26,-51.5,3.9,-19.64,25.45,-52.42,88.21,-182.49,-109.64,-54.49,-71.56,-0.01,-25.8,-4.8,-5.66,146.72,-39.64,-21.72,82.05,0.0
2.0,2.0,1.0,1.0,-22.14,-151.1,14.88,-57.36,100.81,4.11,68.31,35.38,-37.28,-21.64,36.42,66.71,76.72,-0.3,36.31,-2.16,88.77,113.8,68.81,20.5,79.97,1.0
1.0,1.0,2.0,1.0,361.8,132.02,-6.58,-83.22,-189.38,240.78,-119.76,-84.33,-90.65,197.79,10.16,33.42,4.59,-0.11,-96.07,-3.56,32.48,-591.22,-14.93,-113.7,-148.1,0.0
1.0,1.0,1.0,1.0,-172.51,43.46,-44.76,-79.54,-15.63,10.77,-62.36,216.64,-118.27,25.14,24.29,2.84,-10.59,0.74,9.97,-3.29,38.56,53.67,-18.81,-33.02,-1.28,2.0
1.0,2.0,1.0,1.0,-131.88,92.77,39.76,-41.84,0.79,-5.28,24.81,7.07,-59.1,184.82,2.4,42.33,51.93,-0.56,10.3,0.31,4.47,-102.66,0.27,-58.88,-29.45,1.0
1.0,1.0,2.0,1.0,50.44,33.01,-54.59,-38.76,-29.7,-72.72,-48.3,45.22,84.31,-25.85,46.84,-29.05,1.76,0.48,-70.43,8.31,-85.22,17.18,60.18,-13.4,94.68,0.0
2.0,2.0,1.0,2.0,-71.41,-66.97,-11.52,-18.75,-49.26,-80.47,-77.62,94.69,267.17,98.26,-44.11,-44.06,-56.16,2.21,19.69,6.78,15.73,104.61,-19.23,-132.1,-46.36,2.0
1.0,2.0,2.0,2.0,-71.14,-132.75,72.94,99.28,-92.27,27.77,-69.96,19.4,13.56,42.5,-23.44,40.74,-27.12,0.44,54.15,-1.07,33.24,-39.31,-8.01,-79.73,-62.51,2.0
2.0,1.0,1.0,0.0,-8.12,-164.28,3.11,22.61,-18.65,-125.28,46.36,-23.0,-54.92,68.32,43.92,-67.02,24.37,-0.89,-17.28,-4.9,-112.44,-83.38,-8.81,6.55,29.66,1.0
1.0,2.0,1.0,2.0,35.26,111.45,8.31,23.86,148.53,9.89,-53.44,7.59,-100.09,35.62,59.56,-3.95,-6.51,-0.81,65.78,1.31,-18.45,-57.54,59.56,51.32,-18.08,1.0
1.0,0.0,1.0,2.0,64.82,83.05,-50.87,4.64,-277.49,129.55,12.37,2.4,-177.76,112.12,-17.81,24.87,7.6,-2.82,-29.29,2.89,9.01,-374.89,36.03,13.59,7.35,0.0
2.0,1.0,1.0,1.0,203.71,-89.18,8.53,43.73,137.03,-313.38,-37.09,38.68,34.75,159.89,-3.92,-8.27,13.57,-0.78,-84.6,4.06,-18.35,-166.25,36.49,-100.35,53.01,1.0
2.0,2.0,2.0,2.0,-57.01,-64.41,14.92,39.88,13.45,-34.96,90.9,-28.6,46.08,62.21,-20.4,6.79,38.54,-0.28,25.31,-1.43,-2.29,84.24,29.11,62.78,27.39,1.0
1.0,2.0,1.0,1.0,-141.34,-38.94,17.74,-25.96,-106.51,188.8,-40.87,58.44,-65.14,-70.78,37.68,-7.57,-21.72,-1.37,-35.51,0.61,19.9,49.98,-44.42,-30.55,68.13,1.0
2.0,2.0,2.0,1.0,-35.83,-114.03,73.64,22.26,155.84,-283.32,40.98,40.18,30.35,103.32,36.31,106.8,33.78,-0.82,-23.75,-4.77,26.99,61.27,-17.88,-74.79,-19.01,1.0
2.0,3.0,1.0,1.0,-123.55,59.7,58.56,-41.75,12.05,-44.9,76.94,-81.8,1.45,52.77,32.96,52.0,36.75,0.66,-16.2,6.37,20.05,-11.78,-41.0,22.16,65.06,2.0
2.0,2.0,2.0,1.0,-21.78,-210.47,23.08,-19.93,23.07,66.64,87.45,50.0,77.31,86.15,-23.98,19.13,13.47,0.93,-13.23,1.37,-39.63,149.18,17.83,-75.73,-100.87,1.0
1.0,1.0,2.0,3.0,55.77,179.89,-13.28,-51.82,-70.84,149.65,12.68,68.78,-66.92,115.76,62.4,-26.76,-83.2,1.11,-56.0,2.36,-13.08,-130.38,10.9,116.15,-62.83,0.0
1.0,0.0,3.0,2.0,62.2,274.97,-20.97,100.22,-45.16,128.04,5.7,-32.29,79.48,2.57,-7.64,-3.96,42.22,0.73,53.76,3.27,41.73,47.88,-7.6,-116.94,-0.42,0.0
2.0,1.0,1.0,1.0,103.02,49.79,0.01,-75.42,261.18,-237.82,46.87,23.48,-40.61,155.58,38.1,35.42,-4.51,-0.63,-15.34,-2.26,13.17,-46.19,19.92,99.54,-56.42,1.0
2.0,2.0,2.0,2.0,-16.35,-65.51,-7.41,12.02,65.81,-190.29,3.03,-30.67,-58.18,-25.6,48.58,18.58,24.14,0.38,15.25,3.07,6.12,-68.79,58.56,-93.51,94.45,2.0
1.0,2.0,1.0,2.0,46.31,107.19,16.25,47.85,104.82,50.31,36.87,93.45,-239.07,-9.94,-23.64,88.15,-67.37,0.21,7.06,1.46,-59.1,-79.98,64.67,60.16,-38.96,1.0
1.0,2.0,2.0,2.0,-101.59,94.05,-74.96,-19.44,33.63,-118.86,-34.65,-2.32,53.97,57.46,57.23,-6.41,-98.07,1.02,0.67,1.47,10.95,14.65,41.52,136.0,149.64,2.0
1.0,1.0,1.0,2.0,169.28,249.97,31.05,72.66,-70.08,170.76,-51.23,-75.97,95.05,52.66,-19.34,-75.48,97.13,1.07,-4.72,-1.74,31.86,-132.8,-16.62,54.13,-11.37,1.0
2.0,1.0,1.0,2.0,22.13,89.82,6.01,32.24,17.59,-215.1,78.61,26.75,-10.5,90.87,10.09,71.74,68.18,-0.86,43.07,-3.38,4.03,-85.13,-45.78,40.87,-29.84,1.0
2.0,2.0,2.0,1.0,89.69,-106.26,-13.02,-95.49,-81.96,167.52,15.57,-71.86,217.7,-25.01,33.88,-75.23,27.92,0.42,-8.42,-1.14,4.11,97.9,-40.56,80.48,100.11,0.0
2.0,1.0,1.0,2.0,62.04,-79.25,-24.77,5.02,159.84,-165.8,14.85,7.18,5.42,174.14,24.18,30.83,27.43,-0.07,19.35,3.33,23.95,-51.54,-62.21,-68.22,102.15,1.0
1.0,1.0,2.0,2.0,77.4,23.24,31.14,-68.73,-160.93,13.04,-25.94,-16.8,25.06,-8.68,-18.19,63.43,-20.42,0.76,-10.59,-1.13,50.67,-149.51,16.54,-13.32,137.07,2.0
2.0,1.0,1.0,2.0,354.35,14.13,3.3,43.45,-211.15,-67.93,-65.48,-93.4,173.85,165.68,8.85,42.31,90.83,-2.06,-9.3,0.48,-4.26,-454.27,-19.85,26.74,23.47,0.0
0.0,2.0,1.0,2.0,-421.02,378.4,-71.74,34.1,-112.07,361.7,-35.6,128.55,-10.73,259.51,46.11,-80.0,-62.87,-0.72,-73.23,-3.73,-10.76,99.0,38.4,51.52,-37.33,0.0
2.0,2.0,1.0,1.0,-12.59,-77.26,-10.99,-19.16,17.27,-279.39,-52.17,91.42,49.92,-100.4,-115.14,9.69,-16.82,-0.06,1.19,3.05,-38.6,36.53,15.25,-51.59,-71.66,2.0
1.0,1.0,2.0,2.0,-93.06,-127.6,-61.57,112.76,-253.3,-179.53,-84.62,-3.23,52.44,35.41,-98.77,110.52,115.08,-1.68,-51.26,7.0,73.29,-188.95,-11.81,-55.11,75.53,2.0
2.0,1.0,1.0,3.0,-296.12,-21.36,12.54,37.42,105.19,-471.08,22.14,75.94,83.97,80.34,-82.69,-36.89,53.56,-1.22,-30.92,5.89,8.2,201.98,35.89,-0.29,-57.31,1.0
1.0,2.0,1.0,1.0,-102.86,-104.54,-12.14,-22.25,-43.75,160.54,-13.1,46.25,-31.97,-82.11,-47.5,-38.1,59.15,0.8,-44.31,-6.02,13.57,113.8,38.78,-19.61,-0.35,1.0
2.0,1.0,1.0,1.0,76.58,24.22,-47.32,19.82,-41.66,-222.87,75.33,-42.01,27.98,45.12,-76.63,-64.12,-31.11,0.46,43.93,-5.43,7.94,-109.07,28.55,-3.91,-46.94,1.0
1.0,1.0,1.0,2.0,30.53,189.8,-32.35,10.82,-23.48,-35.4,66.4,94.23,-71.11,142.43,-22.12,-14.12,-19.06,1.46,-11.05,2.83,-16.74,-140.74,-85.49,-46.74,41.0,0.0
2.0,3.0,1.0,2.0,206.44,-115.28,-120.01,31.96,163.37,-301.7,-1.86,-42.05,19.22,-5.71,-52.25,51.47,-8.21,-1.68,116.12,-0.97,-7.58,-137.06,36.11,-71.83,-23.01,2.0
2.0,3.0,1.0,1.0,-58.11,-14.0,78.75,63.21,82.57,-184.31,-13.5,-58.72,116.93,142.78,27.69,87.73,4.23,0.95,34.93,3.19,16.29,-34.11,-72.83,62.61,-76.83,0.0
1.0,2.0,2.0,1.0,-138.26,-172.31,71.76,-34.23,15.71,519.0,-22.66,103.76,-136.88,-162.96,-10.71,-52.49,45.45,-0.63,44.96,6.0,73.09,314.27,6.13,-63.15,44.52,0.0
1.0,3.0,1.0,1.0,123.15,-105.15,-74.3,-24.57,-173.07,507.04,-64.24,25.99,-4.4,110.45,99.94,25.6,1.22,-0.9,48.69,1.66,-49.16,-211.02,-1.54,119.17,-68.8,0.0
1.0,2.0,2.0,2.0,-77.05,22.65,-10.76,29.86,19.96,70.38,-45.08,120.22,-12.12,-10.9,38.19,51.01,7.98,1.03,35.5,2.28,-27.08,87.63,17.33,75.57,62.64,0.0
1.0,2.0,1.0,2.0,-309.16,-79.47,22.25,30.72,-109.63,-154.8,-9.97,32.4,-73.52,4.59,11.39,5.62,-24.43,-0.51,74.4,2.44,62.12,1.13,-34.35,-94.08,-35.4,2.0
1.0,1.0,1.0,1.0,278.47,87.9,12.18,-0.51,203.55,-320.3,-168.37,152.49,36.6,-84.85,107.51,30.86,11.08,-0.11,38.46,1.46,25.39,-61.18,-47.36,-203.33,123.61,2.0
1.0,2.0,2.0,2.0,-62.07,34.16,22.33,43.63,6.14,-83.45,-10.28,61.89,74.12,-149.68,3.09,108.11,6.75,-0.5,-34.28,4.59,4.52,189.65,-62.87,70.99,-115.1,0.0
1.0,1.0,1.0,1.0,-75.27,-75.76,32.44,-28.38,-46.78,-101.41,-18.54,92.67,-6.49,20.66,109.16,135.39,-50.1,0.15,48.37,4.21,-21.15,10.13,-21.3,3.48,4.99,1.0
2.0,2.0,1.0,2.0,-54.22,140.99,3.84,-61.39,-82.45,29.99,96.41,-51.23,64.08,166.27,-12.01,55.81,3.61,0.52,10.85,-4.82,35.49,-69.16,34.9,22.69,33.91,1.0
2.0,2.0,1.0,1.0,-56.56,18.14,-45.42,-16.09,194.69,-93.44,9.4,11.03,-39.43,63.38,48.97,-29.13,27.98,-0.81,-34.67,-0.32,-18.29,67.57,-70.76,3.92,43.07,1.0
1.0,1.0,1.0,2.0,-225.63,134.76,-25.35,69.12,-108.66,-84.3,65.58,153.33,-149.95,52.76,9.38,-72.27,-31.37,-1.09,-31.41,-0.01,-48.44,-21.7,-6.46,26.1,-33.07,2.0
2.0,1.0,2.0,2.0,-33.43,-1.61,56.02,-27.08,4.47,20.63,57.64,-13.16,143.2,75.69,-12.76,52.42,-57.93,0.75,50.37,0.3,-52.69,159.55,8.2,-1.04,-50.24,2.0
1.0,2.0,1.0,0.0,-163.83,83.44,2.8,54.9,16.84,-60.41,-95.85,72.06,44.62,33.09,-99.24,-95.92,-61.59,2.47,21.87,-0.35,-144.41,65.37,70.34,-107.36,30.74,2.0
1.0,1.0,2.0,1.0,-197.09,77.27,47.92,-34.1,188.2,436.13,-100.6,-36.71,199.65,267.51,-43.34,-28.54,-0.95,0.09,-4.51,-1.36,46.65,356.71,-59.69,17.14,14.32,2.0
2.0,1.0,2.0,2.0,249.05,-7.8,-140.59,52.72,305.9,-174.24,51.75,31.26,-58.09,155.72,17.21,-66.61,-15.35,0.78,-10.18,1.02,35.58,-85.65,-30.34,-62.67,-72.88,1.0
1.0,1.0,3.0,1.0,-278.24,153.9,58.42,40.05,19.6,-42.15,-26.74,-12.93,70.41,57.69,-50.55,66.44,19.83,0.05,94.64,-4.01,-60.96,186.36,-4.48,-12.06,0.11,2.0
1.0,1.0,1.0,0.0,-348.26,-96.83,-84.32,-23.55,-273.6,102.95,48.55,19.42,61.79,16.77,35.38,-69.89,50.77,0.14,-30.56,-3.84,-24.93,153.39,-36.53,42.94,75.47,2.0
1.0,0.0,1.0,2.0,-243.5,-123.95,-19.54,-7.48,-34.61,354.38,-111.93,136.55,45.95,64.93,28.42,-10.79,56.37,0.7,10.0,0.81,44.09,314.94,21.32,16.29,53.06,2.0
1.0,1.0,1.0,1.0,205.19,98.8,27.86,-40.89,-300.01,-155.88,-100.19,-101.33,78.72,-53.12,97.65,-182.88,6.42,0.99,83.46,3.62,16.65,-407.39,-55.5,-45.18,55.11,2.0
2.0,2.0,1.0,1.0,161.51,-28.52,61.14,-19.09,-246.14,-52.93,46.23,54.57,-3.41,45.94,71.13,63.01,24.62,-0.43,-79.24,-1.35,8.88,-298.94,66.87,-4.74,55.62,1.0
2.0,2.0,1.0,1.0,-72.67,-74.35,-7.42,-23.78,42.42,38.38,-32.95,-51.3,107.71,-55.73,-39.17,-25.53,-24.65,-0.39,-94.28,-1.92,-30.47,187.52,-36.64,-62.24,74.75,0.0
1.0,2.0,1.0,2.0,-129.09,44.63,-32.92,32.41,-167.86,8.14,-33.4,-24.26,18.34,10.27,56.53,-70.25,44.87,-0.96,43.27,-1.4,39.91,-79.78,-55.67,15.02,94.96,2.0
2.0,3.0,2.0,2.0,-315.21,-27.47,24.34,12.28,-206.54,-88.31,47.64,-76.0,137.4,148.98,45.33,7.56,-6.79,-1.1,62.38,-3.11,29.42,-17.48,52.29,81.67,12.87,2.0
1.0,1.0,2.0,1.0,139.78,167.34,39.78,-10.07,-19.37,-208.73,29.43,50.61,89.12,-132.53,-50.84,2.2,27.02,-0.74,58.95,-2.21,14.69,13.92,-56.73,-36.28,-14.67,0.0
2.0,3.0,2.0,2.0,27.96,-240.07,-66.26,29.06,34.81,212.54,32.14,-84.96,37.79,-46.49,-6.74,154.06,-70.29,0.18,87.87,-1.73,-2.79,101.6,-101.23,-103.63,42.72,0.0
2.0,2.0,2.0,2.0,-72.25,-101.2,-49.51,20.96,-154.72,52.91,35.86,-113.01,-39.73,240.22,-9.48,-65.51,30.56,2.68,64.06,2.95,-11.14,-253.57,-32.46,-11.19,60.5,1.0
1.0,2.0,2.0,1.0,-128.06,52.18,28.26,-51.26,-139.38,101.31,-20.43,-5.09,172.6,115.91,111.33,-16.21,13.32,-1.83,-17.56,-0.89,-2.38,36.58,9.71,-21.56,-25.71,2.0
