cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,target
1.0,1.0,1.0,1.0,143.1,-38.54,48.02,20.99,-7.85,8.64,-10.43,-105.08,-25.33,25.25,18.97,-146.14,-0.64,-20.91,-152.46,0.58,1.0
1.0,0.0,1.0,1.0,-46.77,-1.69,6.17,-36.17,-94.46,29.01,-8.86,-145.03,-93.02,22.23,-29.2,-499.52,4.05,44.37,-88.19,19.81,1.0
1.0,1.0,1.0,1.0,-155.92,64.9,46.71,6.92,-202.99,19.86,1.41,-36.73,-105.61,91.08,-14.83,-457.33,-20.61,-32.38,111.94,-39.7,1.0
1.0,1.0,0.0,1.0,-61.05,66.06,-38.4,-15.8,105.11,-10.84,5.0,41.15,-93.99,11.94,-40.59,118.82,-17.45,6.64,1.06,10.98,0.0
1.0,1.0,1.0,1.0,-58.12,22.3,13.85,-0.08,-0.71,-72.28,4.67,-163.32,-142.81,64.15,-48.31,-344.2,-14.74,10.85,-2.92,24.45,1.0
1.0,1.0,0.0,1.0,-128.77,-61.57,-3.5,-3.0,73.34,2.46,-3.03,-122.15,197.28,-35.6,-9.88,52.55,5.6,-45.48,53.83,19.57,0.0
1.0,1.0,0.0,1.0,13.0,30.56,5.99,-14.87,-24.44,60.68,-5.32,-76.68,117.73,-41.03,5.55,278.18,-13.32,21.91,110.38,46.52,0.0
1.0,0.0,1.0,1.0,121.06,-44.35,-58.87,22.84,-94.97,-25.21,-1.96,84.06,-21.14,36.65,-42.16,-142.5,5.54,-148.69,-127.18,-6.27,1.0
1.0,1.0,1.0,1.0,145.94,-70.57,-19.51,4.13,-43.59,20.23,-2.91,-105.28,98.18,27.6,-22.16,-199.06,2.15,35.34,-152.79,2.8,1.0
1.0,1.0,0.0,1.0,23.11,36.78,36.62,-8.72,-21.25,65.68,1.62,-26.64,-30.82,-6.83,37.99,205.05,1.26,-65.18,70.15,-28.03,0.0
1.0,0.0,1.0,1.0,135.24,27.77,9.63,17.12,-78.18,35.58,-2.68,-188.43,-0.5,78.51,56.82,-396.73,5.16,-73.78,-85.58,-30.61,1.0
1.0,1.0,1.0,1.0,-72.54,110.07,-3.62,5.84,25.53,33.66,7.9,-252.03,35.55,-36.67,-25.43,42.94,-3.26,-58.81,98.71,15.96,0.0
1.0,0.0,2.0,1.0,-143.45,-3.63,55.13,-10.78,-125.52,10.18,12.08,-194.22,-36.54,29.16,38.36,-823.98,14.49,8.19,-147.9,90.29,1.0
1.0,1.0,1.0,1.0,26.19,17.63,27.4,-37.29,37.21,-17.48,-1.0,-97.06,-108.95,32.11,-40.01,9.3,-19.54,49.55,39.86,1.12,0.0
1.0,1.0,0.0,1.0,43.17,92.07,52.43,-42.98,108.13,-3.74,-18.13,-188.16,-108.51,36.2,-45.12,173.34,18.36,-9.65,106.28,-17.65,0.0
0.0,0.0,2.0,0.0,-144.98,53.41,-50.65,-11.74,-212.67,-41.35,-1.9,-306.23,-144.31,9.43,-42.38,-1024.77,-3.53,-55.12,-214.32,-11.73,1.0
0.0,1.0,0.0,1.0,93.29,13.92,18.63,-1.85,-169.16,49.02,2.41,-352.0,45.67,-21.88,43.24,-115.02,-1.24,19.06,8.34,28.37,1.0
2.0,1.0,1.0,1.0,-83.65,-78.46,21.19,30.96,5.95,-34.39,12.08,163.55,-63.79,73.9,-57.63,-17.63,12.32,40.59,127.9,-45.04,1.0
1.0,0.0,1.0,0.0,33.27,-18.01,21.61,18.89,17.39,44.15,6.36,-271.27,-39.17,77.85,-58.65,-472.09,-13.36,-66.47,-92.58,-7.56,1.0
1.0,0.0,1.0,1.0,-143.98,30.36,6.33,-17.32,-248.4,15.36,-7.01,121.56,32.81,34.77,50.35,-308.45,-1.57,73.36,92.58,-47.52,1.0
1.0,1.0,0.0,1.0,-74.91,71.7,51.07,19.29,-39.68,3.59,2.18,-11.54,113.21,-49.17,11.52,46.63,-1.23,-126.4,-4.22,23.97,0.0
1.0,1.0,1.0,1.0,-181.11,-54.11,-94.36,39.92,154.54,16.04,-0.41,-73.52,-122.23,-27.2,-10.19,64.3,-4.9,-106.97,60.31,96.74,0.0
1.0,0.0,1.0,1.0,12.6,32.58,-13.38,-15.41,66.95,6.68,-14.05,-226.62,97.71,21.24,-37.11,4.16,30.96,33.15,63.68,-22.81,0.0
1.0,1.0,1.0,1.0,-114.93,113.23,14.94,-35.76,96.5,-38.75,-8.54,-82.76,108.78,-29.26,-56.54,99.19,7.2,-27.33,65.99,60.92,0.0
1.0,2.0,1.0,0.0,58.3,34.64,36.72,7.95,-102.23,12.35,6.68,45.52,16.31,-4.43,44.68,-170.88,-24.38,-45.73,-123.52,0.06,0.0
1.0,1.0,1.0,1.0,41.51,-87.74,27.5,-9.85,-10.74,86.82,-4.09,57.6,-16.43,76.9,27.83,-12.05,5.05,-21.26,56.33,36.09,0.0
1.0,1.0,1.0,2.0,150.84,-28.31,5.01,0.28,96.15,88.6,-1.87,-129.25,48.88,15.18,36.63,229.44,2.66,-94.94,29.64,-35.86,1.0
1.0,1.0,2.0,1.0,-214.84,7.14,-12.6,-26.93,-14.1,-53.21,-6.52,-50.63,-113.31,59.62,-29.39,-640.13,-1.16,52.75,-50.36,-27.07,1.0
1.0,0.0,1.0,0.0,37.24,-61.96,11.28,-41.11,141.5,-35.84,-0.8,-160.68,41.33,5.09,-35.14,157.06,13.42,99.93,36.61,20.7,0.0
1.0,1.0,1.0,1.0,52.11,-24.66,-52.74,-6.17,39.37,-11.7,-2.89,-162.53,-92.82,96.45,7.99,48.98,1.98,161.2,175.39,66.89,0.0
1.0,1.0,1.0,1.0,-73.86,15.11,-39.85,9.31,53.92,-0.3,3.42,-442.15,49.23,-49.78,13.31,-57.64,3.21,-8.78,103.57,43.81,0.0
1.0,1.0,1.0,1.0,-31.73,84.37,47.91,12.93,101.61,-79.66,-2.97,-276.29,160.22,-35.91,-13.1,140.07,11.33,135.02,108.35,66.52,0.0
0.0,0.0,1.0,1.0,-252.09,15.78,-16.58,-21.24,-158.25,-44.26,-5.58,-295.64,-46.32,-7.41,-31.13,-1052.25,3.33,90.03,-208.16,-49.1,1.0
1.0,0.0,1.0,1.0,33.78,145.54,2.33,23.16,-172.06,46.91,0.12,-40.17,-118.47,137.89,-10.41,-512.86,6.03,-50.57,17.79,6.45,1.0
1.0,0.0,1.0,1.0,-51.97,-1.19,65.55,35.26,-142.44,32.98,-6.64,186.24,190.52,71.6,21.88,-255.23,-8.3,-63.33,23.25,5.49,1.0
1.0,1.0,0.0,1.0,-83.0,-26.93,14.89,-18.56,20.16,-34.05,-1.87,90.05,-45.75,-39.97,86.5,199.91,-5.13,-202.93,34.7,85.25,0.0
1.0,0.0,1.0,1.0,-133.25,-50.06,-24.08,-38.76,-75.13,-71.54,1.89,-255.3,-41.49,31.37,20.0,-771.43,8.08,103.01,-146.35,12.99,1.0
1.0,0.0,2.0,1.0,-108.15,-19.39,8.03,-8.6,-238.61,62.79,-1.44,-136.37,-110.4,17.03,-44.29,-732.53,-13.74,33.92,-107.08,23.69,1.0
2.0,0.0,1.0,0.0,-86.53,80.12,-47.44,5.55,37.85,-23.6,6.41,52.45,51.68,47.04,-50.71,-185.55,14.71,-67.45,24.15,-8.0,1.0
1.0,1.0,1.0,1.0,15.81,52.4,29.24,3.28,52.97,31.26,5.46,-75.45,-50.43,82.18,-3.82,-240.44,-5.43,64.66,-51.75,-59.22,1.0
0.0,1.0,1.0,1.0,63.55,13.84,-59.54,-5.16,-29.36,10.79,3.41,-293.34,19.31,-14.24,106.69,-206.97,-5.91,-144.58,-85.8,-67.39,1.0
1.0,1.0,0.0,1.0,-109.35,66.4,68.18,-18.04,87.54,70.57,-1.88,-41.17,-30.45,-25.72,8.04,10.18,0.94,111.2,-34.29,92.41,0.0
1.0,1.0,1.0,1.0,47.69,39.12,6.99,4.94,40.61,38.79,6.54,-111.46,80.51,86.92,-19.2,50.93,2.3,-12.6,146.04,44.88,0.0
1.0,1.0,1.0,1.0,111.13,-69.85,19.7,-10.0,33.3,-0.74,0.85,-332.31,-41.97,59.59,-29.17,122.92,0.23,-136.83,174.86,-91.9,0.0
1.0,1.0,0.0,1.0,196.93,-65.82,20.85,-10.36,-118.86,-19.19,5.96,-23.6,101.07,100.64,-46.86,-89.39,17.41,-4.38,-22.17,-38.24,1.0
1.0,1.0,1.0,1.0,94.28,-23.82,-11.64,14.32,-120.76,23.95,-0.03,47.75,96.17,86.81,-13.33,9.29,11.97,28.21,112.79,-57.89,1.0
1.0,1.0,1.0,0.0,-67.93,68.06,-4.96,7.91,85.85,-40.93,5.13,-139.68,-27.49,86.92,41.32,-380.27,-6.07,-205.91,-19.72,31.34,1.0
1.0,1.0,0.0,1.0,-89.52,-40.46,-55.65,46.49,22.27,-142.61,-0.96,-163.51,-107.78,-31.69,92.61,-53.2,-13.45,14.93,1.29,48.33,1.0
1.0,1.0,1.0,1.0,-111.55,-10.03,50.17,-1.22,124.19,-25.46,5.42,-127.66,55.32,-60.58,48.62,104.93,-10.2,58.4,46.44,23.34,0.0
1.0,1.0,1.0,1.0,6.7,30.11,16.64,-8.49,-27.84,14.29,-0.1,-107.06,31.32,25.98,19.37,-226.54,-5.43,50.18,-47.0,-26.01,1.0
1.0,1.0,1.0,1.0,-103.48,-19.18,14.0,-33.3,132.21,8.58,6.41,-199.01,-7.32,-26.44,59.42,1.29,8.73,151.35,33.52,45.04,0.0
1.0,1.0,1.0,1.0,42.91,-32.53,-34.05,-46.96,-35.54,21.6,-0.06,43.08,-132.0,0.37,61.0,-124.62,7.91,18.98,-103.04,60.69,1.0
1.0,1.0,1.0,0.0,-113.89,7.81,25.25,1.34,101.94,-26.6,-12.29,-317.41,-47.6,-25.77,59.94,-74.2,-10.88,9.85,71.1,-61.28,0.0
1.0,1.0,,1.0,167.42,33.36,-41.98,29.02,70.37,24.08,8.28,-290.03,15.35,34.55,-49.23,234.88,5.78,-85.75,127.74,50.09,0.0
1.0,0.0,1.0,0.0,-69.5,-54.69,1.94,40.26,-183.08,-53.17,-5.13,-51.75,42.84,-81.41,-6.39,-206.73,-2.36,-39.04,-55.12,-8.79,1.0
0.0,0.0,2.0,1.0,-154.66,48.07,-56.71,-8.2,-162.68,11.84,0.65,-358.63,-28.29,12.25,-39.7,-1199.92,15.35,58.21,-290.35,5.93,1.0
1.0,0.0,2.0,2.0,-178.86,-23.22,41.53,-5.56,-51.89,69.54,0.83,-103.37,-17.85,-21.13,-1.94,-587.23,10.63,37.18,-123.0,-23.9,1.0
1.0,1.0,2.0,1.0,-37.84,32.32,11.04,34.33,-133.29,-56.38,-7.46,-117.36,-66.51,30.01,-0.96,-567.01,-10.97,107.89,-99.09,-24.49,1.0
1.0,1.0,1.0,1.0,65.36,12.12,-41.17,36.07,-63.29,-48.82,10.16,-70.41,-41.84,26.6,44.34,-218.34,11.95,-21.08,-91.95,-28.29,1.0
0.0,1.0,0.0,1.0,167.53,51.98,-19.94,-29.48,1.08,-66.6,-0.03,-281.42,-143.61,37.1,58.15,-48.96,-7.54,-133.03,-55.53,-69.32,1.0
1.0,1.0,1.0,1.0,44.67,21.87,9.3,20.52,-60.81,52.04,5.08,-33.38,-37.1,43.66,-62.56,-150.38,-2.26,-1.89,-36.24,-118.1,1.0
1.0,1.0,0.0,1.0,-56.93,-56.72,-8.91,3.34,-30.12,56.81,0.43,182.77,15.16,90.39,8.6,-85.9,2.01,-88.66,47.23,0.01,0.0
1.0,2.0,1.0,1.0,77.47,55.36,-17.28,-24.96,-31.43,-48.01,-19.62,-84.93,8.08,96.95,-6.44,44.61,-9.88,-125.35,151.53,10.12,0.0
1.0,0.0,0.0,1.0,-152.07,9.71,-32.49,8.46,156.97,-13.86,5.25,-197.33,134.52,-34.64,41.0,-50.52,-13.82,21.76,-8.06,-32.63,1.0
0.0,1.0,0.0,1.0,217.26,-61.66,51.34,18.88,-48.75,-57.59,1.91,-311.83,-71.49,4.12,8.69,-146.17,-4.3,63.6,-160.24,13.13,1.0
1.0,1.0,0.0,1.0,191.54,28.7,-25.08,12.29,156.89,11.98,-7.8,-446.77,-133.76,35.9,43.54,472.09,-7.6,13.97,233.38,4.8,0.0
2.0,1.0,0.0,1.0,-111.49,44.31,-67.99,-39.98,106.13,13.83,-3.83,220.73,164.85,21.16,-40.92,71.89,-1.6,48.88,-72.02,-44.13,0.0
0.0,1.0,1.0,1.0,130.89,16.32,-77.39,-30.57,-31.38,16.08,5.86,-120.83,26.81,3.42,18.74,-202.91,9.43,-29.43,-189.17,28.8,1.0
1.0,1.0,0.0,1.0,145.58,27.06,-62.19,1.96,98.85,-7.11,0.02,-89.04,61.24,37.36,-59.49,330.37,16.11,-16.63,85.3,9.57,0.0
1.0,1.0,0.0,1.0,-114.65,-46.62,-31.23,24.87,228.3,-19.5,-5.33,-134.13,-96.77,4.3,24.32,-1.79,-7.64,124.44,-17.01,-45.07,0.0
1.0,1.0,0.0,1.0,31.6,-80.33,4.77,-0.98,100.39,22.43,-9.82,-8.11,82.96,10.16,-7.28,171.87,-1.97,-13.97,1.3,26.7,0.0
1.0,1.0,1.0,1.0,42.25,23.89,-4.76,11.6,43.87,-65.07,-15.12,-124.07,172.7,38.47,-18.52,50.75,7.25,-38.86,63.62,-45.78,0.0
1.0,0.0,1.0,1.0,-241.24,70.55,3.17,30.14,-38.21,-26.44,-7.97,-332.82,71.67,-5.35,55.2,-859.93,6.82,-59.29,-176.93,-104.13,1.0
1.0,1.0,1.0,1.0,89.99,-148.85,-17.91,39.92,-29.37,0.74,9.2,-166.62,-66.56,-3.89,25.93,-61.32,-10.05,166.61,-63.48,2.88,1.0
1.0,0.0,1.0,1.0,-52.38,54.3,4.11,-27.07,61.07,32.61,6.59,-386.45,-76.81,85.1,-41.74,-759.1,5.4,-76.37,-161.45,46.01,1.0
1.0,1.0,0.0,2.0,173.56,28.02,52.37,-0.36,142.4,112.33,0.67,-88.68,38.77,72.04,-28.94,436.68,4.33,-45.34,165.66,6.43,0.0
1.0,0.0,2.0,0.0,-110.13,-44.56,79.4,7.29,-26.08,-9.69,2.65,-215.85,147.81,3.56,-6.8,-614.7,31.17,38.62,-143.67,11.36,1.0
1.0,1.0,1.0,1.0,-173.25,-75.59,7.72,-8.31,175.18,8.93,14.02,-102.7,13.38,-64.7,16.53,85.13,-4.87,97.05,26.15,-0.89,0.0
0.0,0.0,1.0,2.0,-235.21,38.21,-26.49,-25.91,-184.55,60.56,12.26,-142.09,-30.67,-62.61,31.29,-664.09,-9.51,0.58,-123.8,-16.12,1.0
1.0,1.0,1.0,1.0,-37.18,-78.95,4.0,-10.96,13.94,11.29,-3.9,-213.84,45.72,-36.15,-20.81,233.92,4.82,-100.76,197.35,18.8,0.0
1.0,1.0,0.0,1.0,-121.56,-16.47,-11.47,-23.83,-36.02,49.9,-4.67,-120.13,58.01,110.39,-75.48,-584.06,-13.48,-82.41,-52.23,-32.16,1.0
1.0,1.0,1.0,1.0,-28.55,-96.87,39.47,60.12,13.23,4.57,-2.44,-5.37,-71.36,146.58,-16.03,-413.2,13.83,149.76,30.75,-67.82,1.0
0.0,0.0,1.0,0.0,-60.09,-34.28,-12.0,28.68,-118.25,-77.06,-4.0,-406.76,125.64,54.21,-52.81,-1039.81,-1.29,50.78,-241.55,47.49,1.0
1.0,1.0,1.0,1.0,-45.35,38.68,-26.36,-36.38,-37.31,12.04,0.16,-208.35,-21.02,-72.59,39.91,102.17,11.67,-122.53,76.79,61.66,0.0
1.0,1.0,1.0,1.0,-2.57,-14.82,-12.08,4.82,-98.55,2.57,-1.61,-104.69,174.22,41.37,88.98,-309.42,1.76,-15.11,-48.46,-32.19,1.0
1.0,1.0,1.0,1.0,-4.19,20.24,7.65,8.01,100.2,50.0,-3.18,-156.88,-94.79,-20.92,-18.37,328.78,12.28,39.38,181.97,-39.34,0.0
1.0,1.0,0.0,1.0,-106.79,-13.85,1.63,-18.85,61.54,-88.18,2.43,-48.88,1.4,-30.83,21.64,48.92,-0.8,-158.41,7.09,11.76,0.0
1.0,1.0,0.0,1.0,-45.19,102.35,30.06,-0.77,77.45,63.38,0.35,-115.76,-11.63,-6.17,45.39,-25.75,-8.03,59.29,-45.71,15.09,0.0
1.0,1.0,0.0,1.0,-61.84,-20.12,35.18,-8.94,87.17,-42.75,4.0,120.97,-2.69,8.47,38.7,227.8,-18.25,69.31,44.35,45.9,0.0
1.0,1.0,0.0,0.0,177.15,-6.46,-22.86,10.32,-157.63,-24.89,-3.03,-168.84,55.4,107.29,28.58,-100.8,-3.5,36.09,77.41,-22.05,1.0
2.0,0.0,1.0,1.0,-62.01,-15.95,8.57,4.03,92.13,-4.95,2.62,-79.8,67.16,81.34,-19.49,8.08,10.02,68.22,139.43,-12.37,0.0
1.0,0.0,2.0,1.0,0.55,-33.77,9.29,22.8,-233.62,12.51,6.81,-101.96,137.36,114.18,22.32,-790.3,-1.19,-18.72,-83.3,69.38,1.0
2.0,1.0,1.0,1.0,-6.04,56.24,-29.85,-1.67,80.5,-45.68,0.58,16.21,-44.42,102.12,0.28,-124.36,-1.61,94.23,54.67,77.67,1.0
2.0,0.0,0.0,2.0,-60.49,43.31,-49.26,12.9,97.13,-35.72,6.38,155.31,17.82,31.96,40.13,129.98,-0.38,117.1,-1.17,-9.97,0.0
2.0,1.0,0.0,2.0,22.46,59.24,-17.54,12.81,88.77,28.09,0.57,105.16,-9.33,34.54,-3.27,199.4,7.54,-50.48,19.04,-78.44,0.0
1.0,1.0,1.0,0.0,-68.53,8.58,-32.94,-11.93,120.93,-5.17,1.29,-148.44,207.21,-6.07,1.19,85.91,6.45,61.84,66.43,61.56,0.0
0.0,1.0,1.0,0.0,-20.67,119.87,-77.3,5.12,-108.5,50.31,-9.03,-242.21,-46.88,-2.7,-22.32,-282.31,-3.89,-13.87,-1.07,-25.85,1.0
1.0,0.0,1.0,0.0,-53.96,-74.69,27.92,18.02,-86.28,-61.73,10.48,-219.3,-39.43,66.13,7.34,-660.36,-13.52,-46.06,-96.49,31.43,1.0
1.0,1.0,1.0,1.0,80.48,-9.93,-5.43,3.31,2.62,9.36,-0.59,-91.55,148.92,53.25,-6.22,15.99,-8.69,9.54,63.71,19.19,0.0
2.0,0.0,0.0,1.0,-5.95,59.35,51.29,1.51,135.27,17.47,-6.43,14.47,-64.89,32.09,4.11,199.35,8.2,-92.08,52.1,-35.63,0.0
1.0,0.0,1.0,1.0,-272.01,-85.82,42.47,32.87,-98.95,51.45,-10.25,-214.2,-14.58,-96.87,19.71,-599.46,-6.93,-45.56,-148.78,-58.75,1.0
1.0,1.0,1.0,1.0,8.02,-10.03,-43.17,-9.05,-74.31,72.94,0.72,10.48,67.81,118.17,23.95,-305.75,-4.78,-31.87,54.16,-40.03,1.0
1.0,0.0,0.0,1.0,83.16,-85.24,-42.99,-22.54,242.72,40.15,1.47,-358.32,45.86,-16.0,52.3,349.68,24.21,-91.6,94.82,70.26,0.0
0.0,1.0,0.0,1.0,134.81,-69.67,22.26,-4.38,-42.43,-56.31,-0.3,-264.49,150.74,10.88,-52.44,-157.4,2.56,-177.87,-99.94,-18.66,1.0
1.0,1.0,1.0,0.0,-65.54,19.9,6.52,33.76,7.5,-3.22,17.87,-99.42,-186.02,-27.26,-32.38,-43.03,-7.49,-79.79,3.8,-67.53,1.0
1.0,0.0,2.0,1.0,-34.32,-132.98,-1.14,-1.21,-53.39,21.97,1.03,-166.21,-44.77,42.32,19.52,-635.72,22.54,-31.95,-144.12,29.68,1.0
0.0,0.0,2.0,1.0,-23.56,-47.56,-10.49,-19.57,-165.68,-49.99,4.17,-342.72,-38.03,61.29,-22.79,-1010.68,-5.44,-76.08,-228.15,32.23,1.0
1.0,1.0,1.0,1.0,181.47,-50.15,48.71,28.68,-1.82,-40.78,-0.36,-60.39,104.04,58.85,-38.93,-110.66,8.15,102.83,-139.11,22.0,1.0
1.0,1.0,1.0,1.0,-62.68,-70.64,30.84,-6.75,-75.92,-50.01,1.61,-98.11,-79.34,30.51,40.14,-422.75,4.79,-62.3,-85.86,-42.76,0.0
1.0,0.0,1.0,1.0,2.97,-89.08,-24.23,44.6,17.03,39.73,1.47,142.47,-247.01,30.31,-9.04,-153.05,1.36,-78.23,-117.95,18.5,1.0
1.0,1.0,0.0,0.0,-32.17,74.14,14.52,2.94,44.99,-41.62,3.92,-49.44,-88.48,-11.98,25.18,164.5,12.87,5.41,57.59,-59.54,0.0
2.0,1.0,0.0,1.0,55.29,16.95,16.26,31.36,145.04,37.5,-6.54,-176.53,-183.16,114.62,-3.27,297.47,-13.61,119.69,268.28,42.84,0.0
0.0,2.0,0.0,0.0,60.05,36.21,-19.34,-12.82,22.04,-12.0,-7.11,-571.39,-106.01,15.45,-20.27,-463.94,-7.65,-35.61,-152.62,43.45,1.0
1.0,1.0,0.0,1.0,-83.08,59.12,20.19,-1.72,17.8,-94.39,2.96,61.0,-111.25,-17.86,-3.59,177.56,3.99,116.3,64.5,-28.44,0.0
1.0,1.0,0.0,2.0,-168.22,29.85,-12.84,-1.55,75.4,-12.56,-3.4,-147.51,156.31,-48.96,-50.44,-63.95,-11.39,-66.95,7.28,63.99,0.0
1.0,1.0,1.0,1.0,-2.44,-68.0,-37.51,26.51,-45.28,-3.52,0.37,6.43,-105.95,85.5,-24.17,-258.12,-1.35,93.28,29.5,33.48,1.0
1.0,1.0,0.0,1.0,-15.62,-7.02,37.61,29.87,32.39,-27.28,-0.04,-411.05,-46.53,-18.55,-33.35,-110.25,3.92,58.82,36.34,64.21,0.0
1.0,1.0,1.0,1.0,143.73,-6.86,65.13,17.11,172.81,-30.71,2.78,-13.92,-62.49,-32.98,-6.06,379.63,2.13,-65.34,-64.29,-60.56,0.0
1.0,1.0,0.0,1.0,40.22,6.58,-31.53,4.47,103.25,10.12,-0.38,-143.88,48.17,2.32,49.74,151.31,-12.51,36.88,26.76,-27.77,0.0
0.0,1.0,1.0,2.0,126.18,-13.43,1.27,-38.55,-38.32,-2.3,-1.56,-239.66,29.01,-13.29,11.99,-56.77,7.01,-80.22,-51.84,103.93,1.0
2.0,1.0,1.0,1.0,135.96,-48.47,11.11,31.72,-5.25,8.44,-8.84,30.59,-99.43,218.28,11.5,-209.17,-6.3,70.58,117.1,-81.98,1.0
0.0,0.0,1.0,1.0,-115.95,55.59,-21.6,23.69,-296.83,-24.05,-10.1,-466.11,62.86,-74.7,-33.06,-1063.19,-11.52,-50.6,-302.0,-6.75,1.0
2.0,1.0,1.0,1.0,-0.49,54.85,-5.15,13.55,83.74,-27.13,0.63,204.03,-56.25,37.12,-8.21,259.65,-23.28,72.19,120.65,-46.23,1.0
1.0,2.0,1.0,1.0,132.87,51.92,-13.22,20.2,-19.3,-13.82,-4.35,-243.95,-13.51,75.13,64.72,67.43,-14.61,-244.25,155.17,21.03,0.0
1.0,1.0,1.0,0.0,-40.19,-26.23,28.43,-34.56,-16.6,-26.02,-2.2,381.53,-73.88,19.58,15.55,-51.26,3.97,-72.19,-146.59,-44.45,0.0
1.0,1.0,1.0,1.0,-42.2,-80.04,-77.83,26.08,-53.13,-57.43,1.48,49.71,36.82,71.72,-44.31,-248.68,1.59,88.96,-5.23,-20.56,1.0
1.0,1.0,0.0,1.0,41.56,-16.8,-6.46,29.2,-67.26,36.23,8.07,82.64,-73.21,-9.68,58.94,283.21,15.32,-161.76,55.05,-103.32,0.0
1.0,1.0,1.0,0.0,90.75,25.28,-7.0,-2.66,96.83,65.81,2.75,-55.34,-20.6,-44.28,4.34,202.41,-1.98,72.46,-90.3,-4.17,0.0
1.0,1.0,1.0,1.0,103.7,17.54,-31.85,-35.42,-176.81,-6.57,2.36,-38.41,-132.29,41.43,22.0,-59.12,-31.1,19.05,44.31,-37.13,1.0
1.0,1.0,0.0,1.0,-90.45,15.14,1.58,4.86,61.94,21.77,1.16,55.65,-129.62,-25.78,-9.26,221.58,-2.25,-19.9,69.8,28.43,0.0
1.0,0.0,1.0,1.0,-180.58,23.57,4.91,14.82,-130.07,-23.16,-4.92,-242.66,42.39,-53.44,42.53,-571.36,-16.02,-7.22,-117.31,54.4,1.0
1.0,1.0,2.0,1.0,4.51,-5.17,17.13,-56.65,25.6,-23.0,-8.57,-14.16,12.57,123.39,-128.14,-369.76,-14.61,2.35,-0.63,4.21,1.0
1.0,1.0,1.0,1.0,56.62,26.88,13.21,-11.25,33.65,42.93,-5.88,-149.96,53.97,12.37,12.2,26.1,-4.22,99.42,17.74,26.04,0.0
1.0,1.0,1.0,1.0,-30.99,125.54,-51.13,-25.85,-48.02,17.67,1.54,100.19,9.62,70.78,-11.65,-161.76,-1.02,39.29,16.61,54.97,0.0
1.0,0.0,1.0,1.0,-134.57,-118.15,33.89,-5.19,-71.8,58.58,6.45,-110.34,-68.26,-24.2,82.23,-306.95,-5.88,-92.62,-29.41,-14.56,1.0
1.0,1.0,1.0,0.0,27.49,98.35,-14.53,-17.26,-63.64,4.52,-10.8,52.26,38.21,39.64,4.59,5.52,-8.35,-115.25,70.89,41.47,1.0
1.0,0.0,1.0,1.0,-41.28,-35.45,-28.21,-26.83,-123.83,-116.86,0.93,-169.71,159.24,-25.32,-51.39,-408.2,0.12,-62.58,-99.62,0.98,1.0
1.0,1.0,1.0,1.0,186.97,-0.52,-3.28,28.88,5.72,-41.3,-3.97,-73.58,38.71,16.25,-9.77,27.81,-10.33,-11.06,-109.12,-40.91,1.0
1.0,1.0,1.0,1.0,-133.81,117.41,16.04,-26.22,128.72,70.04,5.32,-403.16,-96.2,-60.61,-73.16,-15.63,11.26,174.71,122.73,80.19,0.0
1.0,0.0,1.0,1.0,-222.47,-56.54,-22.06,17.95,81.03,37.16,1.57,-287.45,-131.55,47.17,57.8,-763.23,4.0,23.63,-131.8,-47.97,1.0
1.0,1.0,1.0,1.0,-21.83,22.72,30.49,2.38,36.67,33.67,9.52,136.96,12.84,19.56,13.54,11.21,-4.86,88.89,-53.75,-8.42,0.0
1.0,1.0,1.0,1.0,78.41,-59.24,-11.45,-13.77,30.78,-28.08,-5.14,-298.75,-41.9,78.18,10.31,10.26,-11.56,8.23,173.45,-21.5,0.0
1.0,1.0,1.0,1.0,-86.15,-18.16,-22.33,26.57,29.82,48.43,12.23,21.15,61.06,-48.16,-79.53,178.46,7.42,-30.68,47.14,-18.74,0.0
1.0,1.0,1.0,2.0,-17.53,18.06,59.16,-22.3,45.61,-17.43,-3.15,-327.9,-68.48,-59.22,-3.94,334.05,18.1,11.23,264.49,-3.4,0.0
1.0,1.0,2.0,2.0,-31.14,20.01,49.52,-18.14,-59.07,59.13,-5.16,22.37,77.84,43.9,-18.54,-264.61,12.33,93.88,-2.87,-47.39,0.0
1.0,1.0,2.0,2.0,-89.8,-12.28,-29.39,0.39,120.09,-7.96,2.44,-440.48,197.87,-89.22,5.08,99.56,-8.04,-154.53,158.31,39.27,0.0
1.0,1.0,1.0,0.0,-76.94,46.61,0.74,-12.41,58.26,-18.99,1.73,-63.4,-24.61,49.39,50.64,-209.51,8.52,106.43,14.7,57.11,1.0
1.0,1.0,0.0,0.0,-26.61,24.99,60.94,5.17,-99.12,-60.01,-10.08,-148.35,-245.3,-56.13,27.58,-80.25,-9.18,64.42,-51.01,44.07,0.0
2.0,1.0,1.0,1.0,-96.79,48.87,21.04,10.55,57.88,2.12,-2.49,18.59,19.0,164.13,12.25,-319.39,3.84,-53.91,107.31,21.74,1.0
2.0,0.0,1.0,1.0,-104.77,-28.35,-50.87,-6.49,-74.95,32.34,-3.07,107.66,10.59,59.43,8.32,-177.06,6.48,93.15,87.14,106.59,1.0
