cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
3.0,3.0,1.0,-101.28,295.68,5.21,-4.54,-0.61,-1.23,-57.36,8.88,440.56,-17.75,38.76,12.75,0.0
2.0,2.0,3.0,14.74,-67.59,-31.35,1.45,-2.79,13.54,22.99,10.52,-318.29,22.88,-60.53,145.69,0.0
2.0,3.0,2.0,122.48,142.57,-79.0,-0.13,0.8,-32.9,8.56,32.49,178.35,-62.78,-34.34,6.83,0.0
3.0,4.0,2.0,-118.84,0.94,-69.2,0.14,-3.29,53.86,163.51,60.96,-49.3,-31.09,-0.66,87.45,0.0
4.0,3.0,3.0,3.16,325.15,82.26,-3.64,3.53,-10.33,-43.27,10.02,-43.34,-32.96,-30.54,217.1,1.0
2.0,2.0,1.0,-4.15,-0.95,-81.8,-1.75,-0.81,-62.68,-40.04,-65.08,132.2,-43.27,15.08,83.34,0.0
2.0,2.0,1.0,-110.37,-109.82,11.67,-2.65,-3.2,-124.29,16.51,20.97,8.72,27.35,58.43,157.05,0.0
2.0,3.0,3.0,3.68,50.38,-82.02,-5.61,2.24,-10.86,136.01,13.32,36.03,-1.94,36.73,-160.99,1.0
3.0,3.0,2.0,9.98,-127.27,-14.07,-1.5,2.26,16.73,4.32,37.56,211.15,-22.07,54.41,-152.67,1.0
3.0,2.0,4.0,18.01,-110.99,-17.33,-2.99,3.63,20.96,98.66,16.28,-76.57,42.25,55.12,-182.33,0.0
2.0,2.0,2.0,-84.39,18.21,37.78,-2.25,-4.32,-11.43,-7.34,-7.04,129.74,-28.59,23.59,-33.72,0.0
2.0,4.0,2.0,97.99,-159.03,-41.49,0.06,-0.17,81.14,-4.55,-46.01,-82.7,-65.68,-65.16,13.14,0.0
3.0,2.0,3.0,-9.98,-10.81,25.27,1.68,2.23,-23.77,-64.19,-48.8,-32.37,-15.99,33.47,-13.0,1.0
2.0,3.0,1.0,59.76,-27.39,30.1,-3.93,0.69,-57.77,-57.7,-11.19,-78.42,-20.48,-20.2,75.26,1.0
2.0,2.0,1.0,202.2,-313.01,-42.29,-6.52,0.43,-75.2,150.03,-15.35,227.14,-67.93,4.41,-125.66,1.0
2.0,2.0,2.0,17.59,-79.93,2.23,-0.23,-4.72,21.08,-74.51,38.67,-154.87,51.65,-62.53,169.27,0.0
3.0,1.0,3.0,12.26,81.46,-16.16,4.79,0.42,-6.66,6.41,1.24,-52.47,-14.96,-6.4,26.01,1.0
2.0,3.0,1.0,65.77,21.23,-31.26,0.3,-1.85,34.84,-100.88,-4.93,-16.72,-37.35,-82.63,209.25,0.0
3.0,3.0,1.0,7.83,149.94,0.16,0.72,-8.19,-64.49,-55.29,29.0,111.49,-65.47,-81.76,413.32,1.0
2.0,1.0,2.0,-22.21,29.75,-47.37,4.83,2.53,-57.42,125.4,24.18,-64.94,24.15,40.98,-63.19,1.0
2.0,2.0,1.0,69.25,282.54,-89.19,3.69,-1.53,-8.77,-2.98,25.62,32.73,42.55,-99.3,275.52,0.0
4.0,1.0,2.0,139.49,30.49,-20.85,-4.64,-0.12,-44.86,-98.49,-28.15,8.59,37.3,-77.11,360.14,1.0
1.0,2.0,1.0,148.27,-55.64,-10.56,-1.68,-2.24,-35.52,18.65,29.07,-66.88,43.08,-98.4,181.56,1.0
3.0,2.0,2.0,55.19,110.76,-64.17,-1.17,1.58,-30.6,-96.77,-44.75,44.39,28.0,-16.52,64.44,0.0
3.0,1.0,2.0,45.74,-87.8,-18.93,-3.44,0.37,71.43,52.15,-33.25,34.37,87.86,-25.74,-15.89,0.0
3.0,3.0,4.0,17.5,93.64,-37.04,4.05,3.24,28.4,77.36,60.11,-116.5,49.14,-1.73,-0.98,1.0
2.0,1.0,2.0,52.82,99.56,0.7,5.22,5.8,-147.2,24.14,-31.73,428.71,-25.03,126.75,-352.53,0.0
3.0,3.0,1.0,126.98,160.84,68.5,2.26,2.17,-152.12,44.69,13.76,338.92,-62.49,4.43,148.07,0.0
2.0,3.0,2.0,101.28,161.82,-22.45,0.97,-1.52,-9.3,-0.9,-21.05,159.54,40.48,-55.31,72.4,0.0
2.0,2.0,3.0,-100.04,178.33,0.96,-0.02,-4.61,-54.06,-85.81,26.28,-114.15,141.67,1.23,68.51,1.0
3.0,2.0,3.0,-31.89,203.15,-81.72,2.5,3.56,-19.39,7.35,15.28,-117.37,-23.58,1.35,115.11,1.0
2.0,2.0,4.0,9.49,200.33,-22.19,-4.02,3.43,-53.32,-44.1,12.29,118.37,-14.66,69.5,-263.82,0.0
2.0,4.0,3.0,-56.58,286.52,40.81,0.39,-6.91,56.24,-29.73,-26.34,22.14,14.58,-77.66,192.28,1.0
2.0,3.0,2.0,136.36,-350.05,-26.1,2.53,-6.64,88.06,4.82,36.6,-410.82,-64.06,-164.29,328.29,0.0
3.0,3.0,3.0,25.13,230.33,-4.4,2.36,2.44,62.68,-105.28,-16.99,170.8,45.05,-16.8,-29.84,1.0
3.0,2.0,2.0,89.92,-221.28,-39.34,2.18,-1.12,38.36,-87.33,3.85,-233.04,-16.23,-68.47,179.26,0.0
2.0,3.0,3.0,-19.41,91.42,69.26,2.03,-2.08,-11.68,-47.7,-29.1,38.88,34.16,11.47,-75.43,0.0
3.0,3.0,2.0,80.6,41.52,7.31,0.56,-1.55,12.44,44.13,-2.67,-95.48,-47.15,-91.39,288.4,0.0
2.0,1.0,2.0,29.65,102.22,117.59,-1.57,-1.05,64.75,3.81,81.94,-43.89,19.4,-69.92,56.2,1.0
3.0,2.0,2.0,67.92,106.09,20.13,-3.19,2.51,-66.14,-17.45,28.16,-14.22,52.29,-16.41,174.18,1.0
3.0,1.0,3.0,-146.42,220.55,-12.28,3.34,4.9,-19.98,138.77,40.27,-104.36,-63.54,77.46,-36.53,1.0
2.0,2.0,2.0,-60.13,46.34,37.49,0.92,-2.22,-54.12,55.08,-53.09,151.79,-62.05,35.89,-2.88,1.0
2.0,3.0,2.0,-59.9,21.27,-79.1,2.78,3.08,-48.55,26.54,2.89,61.65,-40.68,84.03,-201.38,1.0
2.0,2.0,2.0,-13.34,33.08,26.23,2.11,2.27,-46.59,60.89,2.4,80.76,31.02,60.92,-194.38,1.0
2.0,3.0,3.0,-6.23,34.49,-0.58,0.08,-1.77,-8.75,-13.36,9.01,-90.18,34.95,-0.94,-63.54,0.0
2.0,2.0,2.0,-66.27,193.58,25.2,-1.1,-8.13,46.18,-6.0,-9.65,93.39,66.15,-58.13,124.63,1.0
2.0,1.0,2.0,-99.96,-62.46,24.44,-7.81,-7.59,23.9,20.34,-27.5,-171.46,-54.99,-36.1,177.63,0.0
2.0,1.0,3.0,-80.22,178.49,5.97,1.02,-1.14,-9.38,53.21,-24.56,-1.03,23.86,18.44,-29.55,1.0
2.0,3.0,3.0,-55.01,143.53,32.59,0.69,-3.07,44.23,-4.46,-1.69,85.52,-56.27,-16.42,36.11,1.0
2.0,2.0,2.0,-32.41,349.97,45.01,1.36,-5.01,-98.0,-18.05,8.35,-22.95,-40.61,-61.11,357.58,1.0
3.0,2.0,3.0,21.24,135.52,-22.01,2.0,3.62,-35.55,0.03,-32.25,71.35,6.0,20.92,37.72,1.0
2.0,2.0,3.0,-27.83,72.97,-31.92,-0.84,0.25,-30.25,14.97,11.88,82.25,-23.76,35.94,-65.45,0.0
3.0,2.0,2.0,36.22,69.89,-14.65,0.17,-4.17,-39.93,92.86,-7.66,-0.08,-27.63,-52.77,239.54,1.0
1.0,2.0,2.0,-10.16,28.97,18.8,1.24,0.79,-33.19,-51.39,-2.2,-19.01,18.85,16.91,-79.66,1.0
2.0,1.0,2.0,-42.66,-17.64,99.79,-0.27,2.52,-78.4,-19.92,62.94,-99.54,-9.4,60.62,-74.95,1.0
2.0,3.0,2.0,10.3,215.03,-24.83,2.22,-3.79,-10.18,54.84,-24.47,21.64,8.84,-65.31,178.21,0.0
3.0,2.0,2.0,24.71,175.93,-38.65,3.22,0.12,-12.6,124.62,40.74,75.91,-38.36,-21.67,80.83,1.0
2.0,1.0,2.0,56.88,170.41,-61.25,3.55,4.93,-166.12,25.23,-22.25,495.78,-28.96,119.68,-269.54,0.0
2.0,2.0,2.0,33.64,-55.72,-18.55,0.46,-0.7,-5.14,-35.18,-13.21,29.75,-17.12,-9.25,-32.13,1.0
3.0,2.0,1.0,75.38,305.15,48.42,0.33,0.9,-47.88,19.21,19.51,87.08,-52.06,-70.67,280.55,0.0
3.0,3.0,3.0,78.26,196.48,19.4,0.79,0.0,11.73,-61.09,-37.76,132.02,44.43,-44.99,77.92,0.0
2.0,2.0,3.0,21.25,265.94,43.99,0.65,1.56,103.98,2.33,-20.02,131.59,35.49,-41.95,-45.95,1.0
3.0,2.0,2.0,-10.79,-32.69,-32.42,1.27,2.01,-28.97,87.38,55.26,142.83,-52.72,47.94,-39.29,1.0
3.0,2.0,3.0,107.62,-429.39,-40.97,2.99,-3.31,75.85,26.01,69.17,-380.42,-11.6,-94.38,224.97,0.0
3.0,3.0,2.0,74.51,73.26,117.31,-0.15,1.99,-95.28,46.33,-7.18,33.41,-15.06,-3.26,132.86,1.0
3.0,3.0,3.0,-27.72,217.03,-44.94,-3.62,3.43,-28.68,-92.45,-19.88,-158.7,50.01,-11.16,197.2,1.0
2.0,2.0,3.0,-0.8,-58.2,-16.69,0.28,4.2,-62.93,1.77,-56.34,47.65,57.91,82.17,-180.73,1.0
3.0,3.0,3.0,83.33,16.24,70.99,-0.07,3.21,-10.77,-87.32,5.9,-114.61,-15.85,-18.16,58.3,0.0
2.0,3.0,2.0,5.43,-81.71,-31.17,-0.76,1.64,143.07,-16.59,-2.75,273.51,1.47,11.76,-236.94,0.0
2.0,3.0,1.0,35.89,-156.24,-57.58,1.77,-1.67,104.23,97.28,12.47,96.09,19.67,-43.3,11.93,0.0
2.0,2.0,2.0,4.71,107.48,-22.07,-3.67,-1.1,34.17,-46.78,-52.52,-132.36,-17.69,-68.34,132.61,1.0
3.0,2.0,2.0,90.52,104.01,-32.58,-3.59,0.76,0.25,91.59,40.52,62.01,-9.84,-63.92,221.22,0.0
2.0,1.0,1.0,81.94,-270.66,19.57,-3.38,0.29,-135.44,-14.32,22.3,169.17,-150.37,51.17,2.22,1.0
2.0,2.0,2.0,59.95,-37.04,83.94,0.83,1.23,31.47,46.12,-39.89,-98.53,60.74,-30.19,-44.26,0.0
1.0,1.0,1.0,124.01,-84.21,25.54,-3.94,-0.66,40.16,-143.63,-21.61,81.9,22.27,-45.86,-170.46,1.0
2.0,3.0,2.0,-50.27,-123.91,-32.99,3.63,-1.62,-61.94,-35.24,-8.48,42.83,20.48,51.84,2.84,1.0
1.0,2.0,1.0,95.3,-48.57,13.72,-6.02,-8.39,12.89,80.39,13.15,-292.13,5.78,-171.85,425.49,0.0
3.0,2.0,2.0,-38.47,-49.52,-7.16,2.93,4.22,-88.69,185.86,-8.16,-69.49,-39.43,78.79,-31.07,1.0
3.0,2.0,2.0,-54.96,-20.68,-15.93,-0.73,-2.57,-20.66,46.66,1.01,-63.13,-7.47,-16.7,246.45,0.0
2.0,2.0,2.0,-42.4,16.88,76.67,4.24,-4.46,-22.94,11.76,16.16,183.44,42.9,5.24,58.0,1.0
3.0,3.0,0.0,118.76,-212.51,-51.88,-2.06,4.61,-255.67,-37.1,25.9,74.34,-29.54,60.85,224.33,1.0
2.0,2.0,2.0,-42.59,96.31,7.81,1.16,-3.28,57.66,-50.88,2.55,146.76,47.74,-25.42,44.03,0.0
3.0,2.0,1.0,-28.59,-88.5,-28.32,3.34,-4.27,-28.36,48.62,31.42,-126.61,-26.26,-57.27,407.67,0.0
3.0,3.0,3.0,34.49,-99.13,-3.26,1.58,3.62,105.4,-47.28,32.0,141.38,31.25,18.64,-194.0,0.0
3.0,3.0,3.0,12.18,68.16,-18.89,1.15,3.99,-66.84,-66.08,-30.78,112.83,-11.32,56.42,-37.57,1.0
3.0,2.0,3.0,0.27,169.9,17.13,-0.96,6.35,125.98,-46.08,-31.92,350.78,77.53,45.97,-315.12,1.0
2.0,3.0,1.0,70.68,-81.21,-58.04,-0.95,-1.48,97.52,83.27,-38.0,-5.0,-19.14,-84.77,131.15,0.0
4.0,2.0,3.0,-42.93,-293.86,-6.85,-1.88,0.5,119.53,20.92,27.54,175.08,136.65,42.33,-47.82,0.0
2.0,2.0,3.0,-80.32,-109.96,12.61,2.34,2.55,41.54,67.33,-35.89,158.38,24.29,98.58,-313.1,1.0
3.0,3.0,2.0,-43.47,6.01,5.2,1.65,-1.58,-58.83,-27.09,12.48,45.64,-83.75,11.99,197.12,1.0
3.0,0.0,2.0,84.38,23.9,-7.03,-1.72,0.07,-13.76,-3.56,8.89,-81.01,8.6,-55.43,162.39,0.0
2.0,2.0,4.0,-33.78,69.86,-107.72,-0.93,3.84,53.73,34.93,50.15,12.72,-34.82,52.84,-262.94,1.0
3.0,1.0,2.0,39.3,125.63,43.82,-2.46,-2.77,-78.18,59.31,47.59,-77.94,47.64,-49.25,268.29,1.0
3.0,2.0,3.0,-61.2,216.76,22.52,2.71,1.32,63.07,36.41,4.82,143.98,77.33,13.77,-69.98,1.0
2.0,1.0,1.0,-16.54,98.76,-34.53,3.95,-2.67,-7.52,-54.38,-17.86,133.9,14.73,-29.34,157.58,0.0
1.0,2.0,2.0,24.29,351.55,23.75,4.11,0.1,1.65,-44.78,-27.41,216.35,-6.96,-22.55,-78.75,1.0
3.0,1.0,2.0,17.89,31.99,-58.71,3.13,-0.03,2.23,-35.56,10.2,79.81,-0.37,-18.51,136.38,0.0
3.0,0.0,1.0,-34.74,26.44,8.95,-4.65,-1.13,-13.02,-38.66,-15.31,118.98,-3.61,-0.86,159.75,0.0
2.0,1.0,2.0,-54.34,159.17,-21.69,1.68,-0.88,81.76,60.26,9.59,278.84,44.73,11.89,-161.57,0.0
2.0,1.0,3.0,39.9,35.14,-8.23,-0.3,-0.05,29.65,100.43,-2.79,14.64,-25.29,-13.7,-121.13,0.0
2.0,2.0,2.0,-136.83,-11.48,71.96,-0.6,-1.76,106.04,87.93,-54.69,264.04,8.79,61.09,-222.27,1.0
3.0,2.0,1.0,-18.72,-137.33,28.03,3.27,0.99,-10.72,13.94,-36.28,-107.96,-87.99,-16.13,232.04,0.0
2.0,1.0,2.0,179.42,34.92,97.45,3.94,1.73,24.22,107.84,7.95,-190.3,27.8,-109.63,96.38,0.0
3.0,3.0,2.0,53.99,-101.63,-20.5,-2.15,-4.91,-67.82,12.88,5.52,32.32,39.39,-49.93,359.53,1.0
2.0,2.0,2.0,-31.63,17.72,51.64,-3.46,1.96,-9.3,34.62,22.58,-1.42,-16.4,36.85,-106.56,1.0
3.0,2.0,2.0,89.15,-154.81,-21.51,-3.93,2.41,47.55,77.93,-45.21,-48.62,36.2,-23.33,-8.05,0.0
2.0,3.0,1.0,-16.97,-110.07,-5.87,0.22,-1.75,-73.7,30.41,-6.78,38.84,21.96,12.14,130.43,0.0
2.0,3.0,3.0,-65.22,213.11,35.53,0.86,2.84,-12.17,32.88,-2.22,-328.37,-2.89,-21.7,157.25,1.0
1.0,1.0,1.0,-48.02,78.21,34.84,-2.48,0.49,-65.24,-27.62,-13.72,-346.45,-36.79,-23.91,149.1,1.0
3.0,3.0,2.0,58.36,180.7,68.22,6.99,4.35,-30.28,54.68,-15.01,154.9,-23.44,-3.98,83.93,0.0
1.0,2.0,2.0,198.91,23.44,20.95,-1.23,0.79,-79.54,-39.07,-29.29,137.78,27.74,-31.78,-128.6,0.0
3.0,2.0,2.0,-109.79,19.05,12.91,0.8,2.85,-63.76,88.73,22.78,-13.53,-27.46,89.07,-31.99,1.0
2.0,2.0,3.0,-192.91,125.46,2.55,-0.04,4.03,6.5,112.79,-9.99,512.74,22.0,206.15,-556.96,0.0
2.0,2.0,2.0,-93.33,36.44,-54.52,-1.29,-1.01,20.76,62.63,8.26,221.68,-67.72,49.3,-94.17,1.0
2.0,2.0,0.0,-13.79,-80.31,9.31,-0.74,-0.92,-44.19,-47.38,-4.99,204.09,-1.28,26.46,7.05,0.0
3.0,3.0,3.0,-86.49,156.89,-22.64,0.91,3.42,-141.98,-35.77,38.28,-226.89,-28.39,51.46,211.56,1.0
3.0,2.0,1.0,53.12,106.67,-20.74,-1.77,-6.48,-60.53,79.98,16.8,-124.9,-0.48,-133.71,613.8,0.0
3.0,4.0,2.0,9.72,-107.14,12.25,-1.01,-1.3,83.76,57.66,35.44,59.92,-20.72,-29.36,53.19,0.0
2.0,3.0,2.0,19.79,-45.37,19.14,-2.85,2.86,-83.78,-78.19,-29.22,-100.52,-107.8,27.32,30.39,1.0
2.0,2.0,2.0,-12.42,208.49,98.38,4.44,-1.7,48.69,36.31,15.62,-294.29,5.91,-118.13,340.5,1.0
2.0,3.0,2.0,-96.54,10.7,44.98,1.44,-8.04,64.34,-15.14,8.92,165.43,-71.6,-19.15,61.16,1.0
3.0,2.0,2.0,11.8,-182.54,27.66,3.33,-6.26,71.52,-73.28,66.96,-94.66,-25.28,-87.09,278.61,0.0
3.0,2.0,2.0,-82.25,-16.45,23.52,-5.9,-6.58,6.04,-107.41,8.88,-161.25,20.4,-52.97,314.36,0.0
3.0,2.0,3.0,60.92,145.91,-30.76,2.44,-0.64,-58.64,39.13,27.29,-72.53,-58.12,-51.9,274.21,0.0
3.0,2.0,2.0,26.24,50.47,-17.78,2.12,0.75,59.2,-24.38,-9.25,132.23,-8.72,-27.11,57.51,0.0
2.0,2.0,1.0,18.8,133.23,-2.5,-0.96,-3.09,5.02,-56.83,0.47,113.04,12.57,-63.22,196.63,0.0
2.0,3.0,2.0,129.52,114.29,-19.97,-1.76,-1.01,73.28,90.46,55.03,45.07,5.35,-105.25,111.13,0.0
4.0,1.0,2.0,-30.47,76.15,-0.42,5.0,-0.15,22.74,15.33,-35.49,161.45,-47.34,-1.44,160.53,0.0
3.0,2.0,3.0,-61.11,271.31,72.69,-5.17,-2.12,-51.26,25.63,36.09,99.06,-45.06,-1.49,185.61,0.0
2.0,3.0,3.0,38.38,-166.04,21.75,-1.05,4.35,82.67,64.51,46.56,29.18,-61.91,48.42,-341.93,0.0
2.0,2.0,2.0,47.52,-23.68,55.26,-5.07,-2.74,85.73,-117.32,37.76,39.7,-104.34,-71.95,53.01,0.0
2.0,2.0,1.0,-47.35,124.47,43.13,3.9,-6.88,-37.67,-9.53,-54.0,101.68,15.62,-58.65,343.7,0.0
2.0,2.0,2.0,66.89,19.46,-27.89,6.3,-0.66,14.26,29.09,19.5,-99.16,-56.71,-73.04,188.98,1.0
2.0,2.0,2.0,-71.44,-104.48,36.84,-0.54,1.42,-113.23,64.27,-33.92,-111.88,29.43,83.76,-32.32,1.0
3.0,3.0,2.0,-55.61,101.3,33.07,-2.99,-4.41,29.57,69.58,-19.11,109.03,-0.13,-29.5,158.62,0.0
3.0,1.0,2.0,76.43,130.13,6.0,2.21,-2.33,-125.9,-37.52,0.51,-163.51,54.5,-73.89,464.08,1.0
3.0,3.0,2.0,67.83,-160.39,87.77,-1.1,2.17,-41.42,17.95,40.09,107.55,7.0,24.63,38.92,1.0
2.0,1.0,2.0,2.61,221.71,-6.56,-1.24,1.17,5.08,-84.86,73.09,167.99,42.76,2.44,-75.21,0.0
3.0,2.0,1.0,-0.51,-218.97,49.04,2.34,-3.41,-136.79,-15.5,4.01,-30.21,-22.16,30.31,166.08,1.0
1.0,0.0,2.0,45.76,-38.39,-10.89,5.3,0.88,-14.08,-32.54,29.65,-189.09,8.47,-31.38,10.89,1.0
3.0,3.0,3.0,122.67,224.14,54.63,-3.04,4.66,89.29,-37.48,40.91,49.04,-33.21,-68.08,36.86,0.0
3.0,2.0,2.0,-40.03,129.41,-46.98,0.78,-7.92,-18.86,80.23,-15.53,-57.46,7.63,-75.0,372.76,1.0
2.0,1.0,2.0,-3.28,8.42,-6.65,1.83,0.04,-23.43,-36.14,0.94,116.71,-8.9,11.65,27.23,0.0
4.0,1.0,2.0,82.3,-241.42,-36.59,4.94,0.02,-62.52,-0.97,44.61,-32.95,-66.3,2.21,159.29,1.0
2.0,2.0,2.0,55.45,-35.32,-57.42,-0.15,1.3,-52.48,57.34,-13.49,-111.25,44.42,-10.52,20.27,1.0
3.0,2.0,3.0,47.32,162.14,-53.2,-1.0,-3.01,-7.07,93.55,-23.53,10.94,-54.48,-77.61,323.25,1.0
3.0,2.0,2.0,-48.83,177.5,-19.17,-0.91,-0.3,-95.14,-103.02,-54.8,291.58,59.47,72.24,-58.65,0.0
2.0,2.0,3.0,-87.74,362.67,44.2,2.61,1.71,28.41,136.67,66.07,-162.31,-24.45,-30.64,125.15,1.0
2.0,2.0,2.0,39.93,-60.37,-34.86,5.54,-2.5,11.84,-8.65,-29.09,-75.51,8.62,-55.98,144.44,0.0
3.0,2.0,3.0,34.34,163.0,91.29,-1.98,-2.66,-16.75,-55.34,-65.94,108.41,90.29,-34.38,97.01,0.0
3.0,1.0,3.0,-22.62,93.27,51.04,4.24,0.99,-0.43,75.41,44.58,35.2,19.91,8.15,57.69,1.0
2.0,2.0,2.0,-6.83,59.74,4.33,6.96,-2.0,-59.2,90.92,32.95,98.83,-30.33,15.2,11.38,0.0
2.0,2.0,2.0,62.74,18.33,0.35,-3.13,1.09,32.72,46.63,8.3,-55.5,-40.19,-48.33,67.95,1.0
3.0,2.0,2.0,39.12,37.96,0.3,4.36,-2.68,-56.25,28.62,-90.22,98.61,29.85,-29.4,193.35,1.0
2.0,3.0,1.0,-86.07,97.15,-39.03,3.85,-8.88,-14.06,-94.53,6.6,127.95,18.45,-46.12,225.21,0.0
2.0,3.0,2.0,-135.83,11.31,38.44,4.12,-6.3,-8.66,-38.6,9.72,68.03,-1.29,15.09,121.62,0.0
3.0,3.0,2.0,31.93,207.32,30.98,-4.51,-2.71,-99.62,-62.18,-0.78,182.6,-49.08,-14.8,194.93,0.0
3.0,2.0,3.0,66.65,-119.5,14.02,-0.33,2.02,-9.09,48.06,3.78,-82.06,-28.65,-0.3,66.55,1.0
2.0,2.0,2.0,-74.56,-46.33,-9.5,-2.64,-3.44,-23.58,143.46,-4.87,20.07,-14.46,34.38,-78.05,0.0
2.0,3.0,3.0,-75.54,138.31,10.58,-1.58,-1.59,52.26,-90.06,-25.96,29.54,77.07,7.32,-59.66,1.0
1.0,1.0,2.0,8.16,-5.85,-54.65,-2.64,-3.95,23.74,67.17,-21.73,32.6,-20.38,-38.47,18.87,0.0
1.0,3.0,0.0,126.71,-136.79,-15.61,-3.39,-1.94,-60.16,76.1,32.64,12.18,-7.7,-53.51,78.85,1.0
2.0,1.0,2.0,-46.38,-2.86,23.9,-1.06,-7.04,10.52,72.0,-42.08,-22.31,-27.51,-46.77,158.21,0.0
2.0,2.0,1.0,32.49,-148.43,-0.03,3.99,-2.09,3.75,7.43,45.54,-257.69,-24.99,-80.33,314.6,0.0
1.0,2.0,2.0,-80.65,376.48,45.05,-2.4,-8.67,71.96,59.59,13.74,236.86,2.78,-71.25,81.16,1.0
2.0,4.0,3.0,-45.78,105.34,1.74,7.51,1.02,-60.66,23.75,28.54,184.22,4.1,81.37,-198.65,0.0
3.0,2.0,3.0,16.67,-51.03,22.6,2.23,2.29,-9.74,86.56,-19.61,11.18,-76.88,38.31,-123.78,0.0
2.0,2.0,3.0,-10.93,140.47,-50.76,0.52,-3.37,-84.0,17.52,23.56,216.62,-84.87,31.06,-44.32,0.0
2.0,2.0,2.0,-13.45,102.22,-53.13,2.47,2.17,-64.01,49.88,-14.98,-253.04,24.15,-11.51,146.04,1.0
2.0,2.0,1.0,-19.49,-3.29,27.49,-2.77,-7.55,22.74,47.35,28.58,-49.2,130.64,-90.71,353.75,0.0
3.0,3.0,2.0,8.22,106.39,91.52,-0.46,1.34,-28.59,-68.31,-13.06,-118.18,-58.9,-27.95,179.55,1.0
3.0,2.0,3.0,-26.04,105.55,5.4,1.65,4.3,-44.78,32.4,-51.0,255.01,17.38,89.52,-182.19,1.0
3.0,3.0,3.0,15.01,327.61,72.26,-5.71,1.33,92.17,41.64,22.18,-45.65,21.21,-85.35,206.44,1.0
2.0,2.0,2.0,-11.27,594.14,0.77,1.31,1.42,-66.55,4.83,5.39,303.0,29.46,-22.69,158.65,0.0
1.0,2.0,2.0,-59.07,280.72,37.96,-2.5,0.43,56.49,-53.37,-72.2,-374.64,-5.15,-80.9,150.63,1.0
2.0,2.0,2.0,14.99,30.38,8.35,2.99,-4.22,-12.88,-17.26,-40.28,-16.95,40.31,-54.7,200.26,0.0
2.0,2.0,2.0,64.39,-145.65,35.84,-7.36,-3.79,27.1,77.8,10.6,-204.68,-16.26,-79.54,196.01,0.0
1.0,0.0,1.0,-3.82,42.6,9.24,-1.5,-0.18,-54.18,-5.7,16.08,-231.31,-29.02,-22.08,22.52,1.0
3.0,3.0,3.0,-15.08,222.48,46.92,1.09,2.89,19.58,53.68,21.6,-245.85,-13.21,-37.51,120.78,1.0
1.0,4.0,2.0,43.18,190.67,0.91,1.0,0.47,56.0,10.27,-10.51,-174.77,-3.19,-82.39,38.53,1.0
2.0,1.0,2.0,14.21,41.21,79.23,-3.96,1.64,-26.77,-2.94,23.31,53.02,88.03,13.58,-0.41,0.0
2.0,1.0,1.0,-30.18,135.6,-7.02,-0.89,-5.61,-21.8,27.95,13.93,41.57,104.28,-52.75,212.64,0.0
2.0,2.0,3.0,39.47,81.54,8.02,-1.13,1.23,19.48,-76.27,-34.15,6.44,-10.17,-18.34,-11.31,0.0
3.0,2.0,3.0,-107.88,82.14,-29.37,-0.03,3.47,-118.68,67.0,14.79,32.25,-5.9,108.48,13.55,1.0
2.0,1.0,2.0,16.77,-5.32,-20.07,0.06,-2.25,73.75,-12.98,4.53,68.69,-14.83,-40.09,-23.86,0.0
2.0,3.0,3.0,-114.11,104.87,18.21,0.46,-2.32,44.59,-19.99,50.46,133.57,-58.19,29.84,-67.21,1.0
2.0,1.0,2.0,-12.53,102.88,-28.33,-2.43,1.61,35.05,77.93,-21.14,-206.05,12.66,-32.83,0.85,1.0
2.0,1.0,3.0,51.44,47.67,35.91,-3.09,5.24,87.98,-83.58,-1.45,198.48,15.16,26.12,-317.36,0.0
2.0,2.0,2.0,-16.54,90.75,26.18,3.26,-2.01,44.82,-90.22,41.09,232.58,71.15,-0.34,-54.05,1.0
3.0,1.0,3.0,69.08,74.69,-37.82,-3.28,2.16,17.65,92.25,0.68,-75.59,-27.34,-26.05,-3.48,0.0
3.0,2.0,2.0,102.54,-44.27,-18.15,-0.81,-1.09,-60.98,-2.81,-13.49,-52.94,17.51,-47.53,240.6,1.0
2.0,3.0,2.0,-109.51,-202.34,-2.28,-2.38,-0.66,-60.29,-73.88,-3.92,142.32,-39.58,118.11,-219.78,1.0
2.0,3.0,1.0,-24.12,-73.64,-8.08,3.6,-0.03,-49.6,-13.02,-52.69,97.44,-21.8,38.62,-46.98,0.0
2.0,1.0,1.0,-87.32,-92.39,2.51,5.08,-3.77,-48.03,40.2,-63.26,-23.02,-92.17,22.1,96.25,0.0
2.0,3.0,2.0,10.59,-47.75,62.83,1.14,-0.09,89.53,12.88,-50.39,153.86,-32.0,-12.09,-58.37,0.0
2.0,3.0,3.0,-58.3,336.19,11.48,0.02,-5.98,20.48,-3.56,23.85,-5.27,57.54,-62.92,133.74,1.0
2.0,2.0,2.0,32.43,-61.84,-76.75,0.95,0.13,4.93,6.37,-6.59,167.57,49.27,14.39,-121.84,1.0
3.0,2.0,2.0,101.93,-13.09,7.51,2.55,-1.0,94.48,169.66,26.12,-193.75,-20.76,-141.83,350.69,0.0
3.0,1.0,2.0,102.27,-137.13,79.71,1.26,1.59,-12.02,7.68,-32.7,-133.94,-11.61,-41.12,193.35,0.0
