cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
1.0,2.0,1.0,-86.06,-107.84,-4.68,-119.02,96.72,-46.91,-1.52,16.12,4.72,-14.55,5.6,11.47,-155.92,-18.53,15.87,52.18,-58.42,1.0
0.0,2.0,1.0,171.8,108.85,-34.7,231.08,-80.86,-8.12,-51.81,-103.0,-13.29,-13.14,157.82,12.46,200.77,-23.35,65.53,-60.06,110.52,1.0
1.0,1.0,0.0,42.65,62.07,16.06,62.41,41.91,-7.3,96.6,2.02,-5.98,-14.96,87.67,3.11,-40.13,-3.82,64.01,-54.87,-9.69,0.0
1.0,2.0,2.0,3.95,-103.82,-24.81,-120.62,22.2,-6.83,-6.5,-95.9,1.69,5.88,132.74,0.62,2.57,8.22,-12.59,360.85,119.47,1.0
1.0,0.0,0.0,-105.78,-41.69,-48.31,-99.7,230.88,-12.61,24.23,-5.84,2.02,7.58,42.59,31.1,98.08,17.45,5.47,245.26,62.36,1.0
1.0,1.0,1.0,-161.05,-23.03,-46.1,95.87,-191.15,-57.62,-60.42,-20.26,-1.68,-2.54,61.23,-40.52,90.02,30.19,114.32,208.19,65.02,2.0
1.0,2.0,1.0,244.47,211.79,19.96,289.61,-203.23,14.76,14.02,69.59,-18.05,-14.72,-67.07,7.11,95.16,-0.09,44.27,-229.72,-52.77,1.0
2.0,1.0,1.0,77.24,44.65,-7.71,88.36,-133.1,-23.07,-43.98,25.21,-5.1,2.47,56.33,-15.64,45.31,-15.8,-35.03,-89.04,104.03,2.0
1.0,0.0,1.0,72.37,83.35,-21.85,113.27,-88.32,45.2,45.29,-101.98,-6.81,-11.54,159.24,-40.3,82.95,-6.04,40.15,20.48,87.07,1.0
1.0,1.0,1.0,69.09,122.36,-36.91,22.79,-157.76,33.17,-2.21,61.92,-2.28,-11.09,-79.91,26.17,-29.0,7.12,-35.18,17.84,7.9,1.0
1.0,1.0,0.0,115.36,189.07,6.97,186.69,-162.43,-11.31,13.5,-195.39,-9.62,-2.04,6.77,9.79,69.12,2.82,31.02,-146.75,-11.76,1.0
1.0,1.0,0.0,-110.79,-25.29,10.08,-76.86,129.58,8.99,8.03,46.47,7.21,1.43,-177.86,27.82,-211.48,-1.16,43.13,-209.46,-83.16,1.0
1.0,1.0,1.0,-98.02,-92.56,-4.14,-140.76,-113.21,10.13,-60.27,-40.54,10.52,6.05,100.31,63.28,-41.75,-7.77,-189.59,-58.11,93.78,2.0
1.0,0.0,1.0,-86.89,-18.3,22.74,21.84,-97.05,-75.93,-56.73,-9.37,5.29,-5.11,-41.43,-14.95,113.66,-12.52,-21.81,-4.22,-63.91,2.0
1.0,1.0,1.0,-138.78,-65.5,1.43,-120.46,60.15,34.28,-6.21,18.32,7.77,-3.31,-133.72,8.51,-7.08,-19.58,-5.16,184.16,-43.77,1.0
1.0,1.0,0.0,-50.95,27.75,29.1,-80.39,122.14,-34.62,-33.46,-167.93,4.98,0.8,-26.45,-27.61,-60.6,41.12,-11.64,-36.3,-40.08,1.0
1.0,2.0,1.0,108.71,-17.38,-15.66,31.26,-29.17,5.21,-50.51,-84.96,-1.85,-13.61,-140.53,-3.89,-7.93,18.64,-51.62,-158.85,115.81,2.0
1.0,1.0,1.0,-50.52,-101.16,31.36,-89.9,7.38,20.81,-126.01,9.31,8.05,5.3,-22.09,31.23,-31.1,8.48,-83.69,-76.93,101.33,2.0
1.0,1.0,1.0,-177.34,27.12,-30.69,64.34,-50.51,-47.71,-6.05,22.85,3.23,-7.59,105.13,26.75,157.57,1.7,85.8,117.46,176.76,0.0
1.0,1.0,1.0,-9.19,30.27,32.24,30.95,-106.09,-77.38,-13.31,-11.25,-0.75,2.68,132.24,-38.43,-20.4,-13.62,23.37,23.52,39.53,0.0
1.0,1.0,1.0,-44.71,11.14,41.46,-60.08,-161.75,-3.41,-58.07,7.35,1.38,5.55,-1.61,4.05,-95.32,9.96,3.86,222.82,170.84,1.0
1.0,1.0,1.0,-289.34,-145.83,-13.55,-76.28,158.51,-16.49,-78.19,-204.14,8.23,-9.75,-17.31,11.98,7.82,14.54,108.93,154.65,3.51,1.0
1.0,1.0,1.0,-208.29,-22.84,71.66,-68.32,-105.06,-82.75,54.19,-52.78,12.55,-4.0,-33.2,32.99,76.99,-2.96,-9.27,143.45,-204.2,0.0
1.0,1.0,1.0,-123.6,2.95,27.87,104.74,-90.88,-60.6,-36.88,45.12,-0.25,-16.57,52.83,-79.44,149.4,30.53,117.82,138.14,75.96,2.0
1.0,2.0,1.0,335.01,-61.57,44.49,-5.93,101.1,6.1,-24.84,-89.98,-19.35,16.41,-105.38,4.66,75.59,27.41,-138.86,202.33,-115.53,0.0
1.0,1.0,1.0,-213.92,24.81,22.39,17.79,-112.99,47.56,-58.71,26.41,7.51,-5.97,14.51,16.02,102.84,23.59,80.97,165.94,16.65,0.0
1.0,1.0,1.0,18.46,-75.25,5.81,2.72,104.88,7.67,-22.13,-23.88,-2.06,14.49,-118.15,-27.92,41.75,8.19,-47.24,-105.01,109.24,0.0
1.0,1.0,1.0,29.98,11.54,-12.19,103.46,-1.83,-0.84,57.68,203.95,-6.35,3.6,25.7,-42.4,101.53,3.84,36.77,-23.53,-29.7,2.0
1.0,1.0,0.0,202.63,168.48,-13.64,139.25,-34.84,43.59,-52.02,46.81,-12.82,0.02,15.98,-11.19,49.41,-16.73,-14.54,-134.03,130.73,1.0
0.0,1.0,1.0,-49.2,-115.72,-15.92,80.21,-131.18,-4.54,103.96,89.23,2.17,-0.19,4.04,17.81,76.13,23.1,-43.81,-219.46,85.06,2.0
1.0,1.0,1.0,193.85,-52.09,7.25,-32.26,82.47,-33.96,-45.6,70.82,-12.55,-6.58,133.46,-38.25,-63.27,-21.36,-94.28,57.77,-90.28,0.0
1.0,1.0,1.0,-85.13,-34.24,9.39,-141.27,-5.75,71.26,-22.58,-38.77,2.86,3.04,-313.14,-8.75,-84.96,-10.23,7.99,361.67,202.64,1.0
1.0,1.0,2.0,-3.65,13.39,14.93,156.19,-69.01,9.42,28.46,-139.98,-3.7,1.41,-47.06,-30.31,194.11,-19.62,112.08,58.97,-140.42,1.0
1.0,1.0,0.0,-109.01,75.0,-53.09,-7.54,11.91,18.83,-32.9,133.74,2.39,-2.03,108.47,-24.48,52.21,-3.37,27.11,89.76,-19.62,0.0
1.0,1.0,1.0,-17.56,-50.98,-25.5,6.42,61.24,-32.87,64.07,-102.24,-15.82,-2.99,-214.23,-3.29,-333.21,-48.31,268.61,363.9,-23.46,1.0
2.0,1.0,0.0,69.89,-46.17,-37.65,-75.6,60.14,-9.88,20.37,-72.19,-4.05,-4.87,-41.93,0.93,-44.25,-12.83,-129.42,-3.37,-123.74,0.0
1.0,1.0,1.0,-145.01,-141.47,47.65,-47.48,-156.02,-16.46,-81.58,-192.64,8.27,4.07,53.02,-8.57,62.57,-8.76,-131.11,-58.85,-144.54,2.0
0.0,1.0,1.0,116.87,-31.45,2.97,13.28,52.09,117.65,-34.79,-95.55,-5.36,-4.65,41.77,-16.16,139.8,11.51,-119.42,-23.26,27.9,0.0
1.0,1.0,2.0,-27.18,-28.31,-12.02,134.26,-100.93,-29.65,-25.54,90.88,-1.4,-6.53,60.57,15.98,93.86,4.79,76.1,-95.02,-89.76,0.0
1.0,0.0,2.0,-105.19,-28.42,19.74,226.31,-121.32,-57.1,-10.65,150.1,-5.04,-1.65,-85.08,-22.46,143.34,23.04,225.89,31.17,136.18,1.0
1.0,1.0,1.0,69.19,132.08,-28.21,243.37,-102.58,25.99,50.57,86.46,-9.75,-12.69,6.33,-48.88,100.65,6.79,86.99,-261.95,-106.7,2.0
0.0,1.0,1.0,-39.54,-4.57,40.68,59.44,-156.4,28.42,-92.86,-59.45,-2.33,-25.34,113.32,-6.09,9.95,-46.21,17.7,27.73,-28.77,2.0
1.0,1.0,1.0,175.53,101.36,6.85,93.61,-31.48,16.95,38.78,-210.87,-8.48,12.84,134.79,51.47,160.12,-4.79,-28.45,50.35,34.4,1.0
1.0,1.0,1.0,-112.42,93.03,7.28,47.01,-40.05,-33.4,38.53,-17.25,3.88,7.83,-45.24,18.93,67.94,-40.87,69.9,9.64,-62.36,1.0
1.0,1.0,1.0,-28.18,-9.38,1.86,-33.51,102.86,13.84,-29.02,42.88,0.29,-6.93,-140.29,43.64,62.74,-5.55,9.93,124.92,-112.37,1.0
1.0,0.0,1.0,-73.5,-16.38,10.94,105.48,-81.56,-48.9,-18.04,73.97,-6.51,13.74,-26.33,-11.48,63.01,8.12,83.99,85.17,-61.98,2.0
1.0,2.0,1.0,-341.32,40.7,34.82,87.82,-154.37,-6.36,64.38,-115.0,10.58,7.61,32.02,-31.04,226.43,18.42,166.56,211.08,127.44,0.0
2.0,1.0,1.0,165.98,36.74,6.48,-72.65,86.07,-50.3,-24.41,73.54,-8.05,-3.78,-98.96,19.44,59.23,35.1,-81.52,300.07,69.64,1.0
1.0,2.0,1.0,-258.33,51.34,-60.02,-13.84,-192.7,23.16,20.03,-69.7,10.49,-13.76,22.44,-10.14,71.32,-4.15,81.2,248.78,57.08,0.0
1.0,1.0,1.0,1.31,-120.44,-17.42,-208.42,13.81,-30.57,-28.23,-127.46,-3.01,3.14,10.09,-20.19,-441.45,11.75,48.78,320.89,-50.05,1.0
1.0,2.0,1.0,-87.27,123.04,-28.05,96.04,-96.23,25.33,27.21,45.39,5.8,2.86,-89.83,-3.26,118.13,-3.0,66.37,-99.9,26.88,2.0
1.0,1.0,1.0,30.75,25.66,26.53,-1.03,-127.38,-19.02,-48.72,-48.7,-0.01,-5.64,142.67,-32.13,-101.92,-12.98,-25.07,-61.98,69.12,2.0
1.0,1.0,1.0,142.49,-8.4,-20.94,90.35,6.66,3.03,-51.78,-3.04,-2.4,7.74,12.93,-35.91,50.41,32.03,-40.6,-297.29,71.84,2.0
1.0,1.0,1.0,-108.44,15.32,71.08,-92.45,-35.59,-32.37,-19.8,-106.85,4.99,-2.04,12.2,-23.18,13.15,-36.94,6.47,292.48,81.3,2.0
1.0,2.0,1.0,-131.81,-16.34,-1.83,-8.74,62.92,-38.33,96.28,-15.58,4.54,-3.64,-108.35,-24.31,-1.75,14.91,76.55,14.45,92.18,1.0
1.0,1.0,1.0,-20.47,-38.44,24.53,74.78,-98.38,-10.3,5.64,-68.69,-7.04,13.22,80.94,-9.51,7.44,2.81,8.98,1.06,-11.74,2.0
0.0,1.0,1.0,-76.01,-34.03,-11.93,10.17,29.74,-7.09,38.07,-150.34,10.67,-2.84,-61.58,37.75,223.04,14.04,-85.23,-184.01,-159.35,2.0
1.0,1.0,1.0,309.16,20.46,54.8,55.77,92.16,-26.13,58.39,37.88,-15.58,4.31,-0.85,-14.45,-98.5,-9.92,-27.26,-114.3,-13.94,0.0
2.0,1.0,0.0,73.63,12.69,18.1,-34.43,78.12,27.45,37.59,-65.39,-3.54,-6.57,-117.34,-13.51,-203.85,9.26,-29.46,-198.32,-65.02,0.0
1.0,1.0,2.0,-139.96,184.15,-2.81,57.72,-297.0,31.34,-53.03,-99.12,14.42,3.04,9.39,20.61,55.47,17.56,79.21,-22.17,-37.93,2.0
1.0,1.0,1.0,172.31,7.14,-74.83,-51.73,70.02,-22.23,-79.81,54.83,-7.24,-5.15,-80.51,-21.14,-146.63,-1.36,-72.35,-46.01,-151.91,0.0
2.0,2.0,1.0,-44.65,18.15,8.27,117.93,-134.88,-43.97,41.16,162.99,-4.53,8.92,-41.69,33.7,152.76,-4.87,42.12,85.38,24.97,0.0
1.0,1.0,1.0,224.46,-57.75,13.22,23.35,65.22,-54.53,23.98,-85.54,-14.05,4.0,78.49,33.04,3.17,6.68,-67.04,47.41,115.92,0.0
0.0,1.0,2.0,-217.48,-69.17,3.11,63.64,-155.34,-1.56,-45.23,15.65,6.7,4.01,-26.85,-17.96,155.96,13.54,156.91,271.88,41.84,1.0
1.0,1.0,1.0,-84.28,-108.12,18.7,-183.96,59.25,-18.67,40.32,-41.13,5.38,-1.91,2.59,19.49,-158.43,12.91,-25.64,227.89,-67.98,1.0
1.0,1.0,1.0,97.13,1.91,-46.43,47.56,5.44,-52.99,94.0,47.86,-7.25,0.14,135.16,11.12,-21.86,-27.38,-4.71,-51.56,-76.6,0.0
1.0,1.0,1.0,129.76,-46.09,8.0,59.06,60.56,65.34,11.66,-53.02,-8.96,-4.38,-148.81,-7.16,74.44,10.76,-71.52,-112.74,-80.02,0.0
2.0,1.0,1.0,169.55,-33.35,11.72,22.29,46.39,-4.37,-33.34,-7.3,-10.79,11.73,-58.15,-16.1,31.38,-15.04,-91.44,-16.53,-16.62,0.0
1.0,1.0,1.0,-50.87,72.07,-23.32,-69.21,-43.63,-17.2,26.55,50.61,11.99,6.08,-151.05,-12.65,18.17,1.86,-79.6,-108.34,63.49,2.0
1.0,1.0,1.0,-7.1,50.72,3.59,49.31,-31.14,-18.32,-59.52,76.55,-0.97,-3.81,4.44,51.27,26.73,1.59,27.13,-37.64,-168.08,0.0
1.0,1.0,1.0,29.65,53.0,-15.65,188.0,-136.58,-59.55,31.26,-90.47,-11.82,-1.12,5.12,-16.72,32.8,10.4,80.54,-88.04,-7.92,2.0
1.0,0.0,0.0,-100.41,-54.99,-27.84,265.89,-56.39,20.57,-6.92,55.68,-19.11,-1.27,78.39,15.1,155.95,-17.42,198.08,105.68,-62.77,2.0
1.0,1.0,1.0,355.78,40.01,2.3,-57.36,192.23,-22.29,-18.34,-93.32,-12.22,-10.31,9.13,3.65,21.51,-7.83,-161.25,32.99,-110.33,0.0
1.0,1.0,1.0,-33.42,24.93,9.01,168.92,-122.02,18.72,-2.13,-165.89,-9.97,-1.21,58.78,-7.83,64.41,-20.88,118.19,41.42,-96.21,2.0
1.0,2.0,1.0,-188.6,-81.83,48.53,-100.82,-65.5,12.05,35.46,-210.34,13.14,-2.28,-16.09,-28.39,108.62,-12.97,-122.58,25.2,-140.58,2.0
2.0,2.0,1.0,70.99,6.24,5.18,94.65,-56.2,9.64,-59.0,-99.42,-3.79,2.2,-55.63,3.14,92.58,3.96,-9.3,-102.19,138.62,2.0
1.0,2.0,1.0,195.98,30.84,8.95,39.48,80.18,16.59,-39.62,108.19,-9.12,-0.72,70.46,27.81,136.57,-11.64,-27.16,127.23,100.06,1.0
1.0,1.0,1.0,-68.57,100.23,-24.7,195.46,-202.95,-52.64,70.97,-52.34,-1.57,2.65,36.28,-0.19,109.49,-1.62,128.15,-88.57,-25.19,1.0
1.0,0.0,1.0,-92.89,-4.26,31.73,-6.36,-24.13,1.29,-3.43,9.17,1.57,9.61,35.81,46.86,32.48,16.35,69.21,190.69,-16.68,1.0
1.0,1.0,0.0,-69.85,-58.17,-34.53,-81.22,173.62,70.76,67.33,75.51,0.59,7.49,47.16,76.71,-75.45,-4.6,44.17,104.21,-119.81,1.0
1.0,1.0,1.0,205.07,183.71,-2.84,215.82,-89.47,54.12,35.28,-20.38,-13.62,-14.76,-112.92,64.12,102.31,-0.53,20.46,-205.8,120.17,1.0
1.0,1.0,1.0,-32.49,-2.87,-21.05,47.86,-90.46,-33.4,12.18,26.31,0.95,0.67,-144.0,42.98,69.06,-0.2,0.05,-21.75,-22.95,2.0
2.0,1.0,1.0,-66.57,-17.14,64.61,222.2,-168.57,33.44,-16.86,-67.48,-12.85,2.15,-44.08,-11.11,111.63,37.83,151.05,79.55,-127.61,2.0
1.0,1.0,1.0,36.81,-29.26,-3.37,180.6,-113.34,15.73,39.64,-7.3,-14.62,0.09,-73.06,7.22,40.4,3.01,53.85,-67.13,-91.77,2.0
1.0,1.0,0.0,-238.06,-20.95,-30.85,36.54,35.4,-22.67,-33.43,-103.46,5.82,1.74,42.36,-11.69,1.76,-1.09,151.82,-5.51,97.92,1.0
1.0,2.0,1.0,-365.14,17.62,-58.64,-35.18,-178.56,-16.1,64.83,-78.56,18.39,5.75,68.26,-39.61,98.85,-2.52,112.82,228.23,-77.85,2.0
1.0,1.0,1.0,-120.86,-33.14,-1.83,46.59,135.32,-2.58,64.84,91.0,-0.67,-3.5,-9.47,31.36,178.36,-38.15,100.9,153.38,-50.01,1.0
1.0,1.0,1.0,-33.72,29.94,-11.28,57.92,-41.26,34.12,1.46,57.85,-0.46,-2.58,123.75,18.08,62.37,-4.25,6.71,-66.59,38.24,2.0
1.0,1.0,1.0,312.94,10.92,30.32,6.46,102.55,26.17,24.11,115.24,-14.55,-8.93,101.96,10.33,-108.75,26.79,-59.05,-42.26,-16.47,0.0
1.0,1.0,1.0,59.4,3.81,-41.77,-11.87,-22.33,13.61,53.18,-84.7,-3.48,3.16,136.27,83.92,51.36,-26.45,-4.41,209.14,-131.72,1.0
1.0,1.0,1.0,153.66,-7.03,-26.65,-53.33,-50.08,55.55,9.97,34.28,-4.29,0.89,-61.66,-20.85,-161.22,33.65,-88.04,-47.37,42.33,0.0
1.0,1.0,1.0,-316.95,-74.36,-33.93,-30.18,-16.67,-12.65,-50.37,-116.07,14.53,-5.72,20.61,2.88,18.04,2.15,96.52,-3.37,-49.2,2.0
0.0,1.0,1.0,260.75,-19.05,-34.65,-39.17,101.58,13.36,-39.76,-65.26,-11.52,1.65,-3.58,-7.18,88.74,7.74,-161.7,118.4,59.3,0.0
1.0,1.0,1.0,32.97,-66.26,21.97,82.69,12.53,7.01,-13.93,-62.83,-7.41,-8.37,-59.06,35.56,-195.09,-0.85,83.66,-251.64,-99.27,0.0
1.0,1.0,1.0,-115.02,-78.99,-28.56,-49.05,-76.71,-72.81,37.14,-130.16,8.41,-1.89,-153.13,-15.96,57.98,-30.32,-81.05,-31.41,-134.92,2.0
1.0,1.0,1.0,208.91,77.14,-20.29,97.3,-24.22,13.09,-96.99,164.29,-10.84,6.0,92.64,7.11,97.77,14.94,-20.3,14.69,16.81,1.0
1.0,1.0,1.0,157.32,151.23,16.93,26.21,-87.95,-2.96,25.6,-97.17,-12.01,-12.32,14.85,-4.1,-284.97,-0.93,86.32,63.26,-48.29,0.0
1.0,1.0,1.0,-79.47,81.92,104.22,75.94,-121.28,4.51,21.5,-76.33,-1.58,-3.74,75.6,-10.52,102.05,23.45,50.42,112.15,-6.11,0.0
1.0,2.0,1.0,-337.18,-39.71,-30.73,-193.8,68.02,-5.65,-35.19,-11.53,27.23,-3.84,-3.64,-49.94,100.9,-4.48,-69.62,15.26,79.13,0.0
1.0,1.0,1.0,-77.92,-2.91,-21.74,-0.27,-9.54,-39.35,39.57,18.51,10.84,2.07,-133.59,-40.57,132.72,46.89,-43.31,-148.51,-57.13,2.0
1.0,1.0,1.0,-45.76,-35.51,1.87,-76.87,161.39,17.48,13.09,154.24,2.29,0.85,51.64,7.08,21.84,-29.92,-7.05,92.65,-162.13,1.0
1.0,0.0,1.0,-197.47,-62.05,-68.84,-107.88,-21.94,13.68,-13.57,1.38,11.07,12.09,108.81,-11.89,-288.77,14.05,75.01,-86.09,-172.28,1.0
2.0,1.0,1.0,-20.22,-8.26,32.89,-20.74,-97.72,48.67,-15.86,58.35,0.15,-11.42,-30.39,10.75,1.32,16.75,21.7,210.69,-93.89,1.0
1.0,1.0,1.0,-78.31,-8.06,13.55,114.15,-210.0,-12.55,-13.07,54.12,-0.97,-4.26,-55.51,-34.81,126.09,20.39,71.28,107.76,167.97,0.0
2.0,1.0,1.0,-388.91,-55.78,-7.58,-48.02,-18.78,4.04,40.86,-82.68,23.52,3.3,13.94,-20.05,317.53,27.16,-13.92,43.76,-107.03,0.0
1.0,1.0,2.0,-267.73,-122.3,44.58,-45.29,-221.89,-7.1,18.94,65.89,8.53,-1.84,-62.41,-23.02,-77.51,-2.26,140.69,342.47,14.12,1.0
1.0,0.0,1.0,-27.43,-15.93,-59.83,38.66,-162.24,-1.11,13.16,33.12,-1.64,-8.0,-4.57,-23.87,49.38,-3.01,-50.13,11.95,35.37,2.0
1.0,1.0,1.0,27.12,32.63,56.08,134.55,-131.39,-9.79,-20.0,46.96,-7.24,-3.61,179.18,20.92,95.15,16.75,89.18,101.75,-140.37,1.0
1.0,1.0,1.0,182.89,-32.24,-22.57,-26.05,88.54,66.39,-8.01,76.16,-9.59,-6.77,-11.34,-58.86,-121.63,27.09,-49.27,-27.42,-11.29,0.0
1.0,1.0,1.0,37.2,-28.65,-58.81,-101.57,-15.96,24.86,111.6,-171.58,-1.22,-3.15,-215.9,11.54,-206.0,-10.77,-71.71,-4.02,35.26,0.0
1.0,1.0,0.0,13.44,-32.72,11.24,-35.72,106.98,-13.44,25.27,-188.47,1.52,9.92,98.91,-45.0,1.13,6.19,-80.59,-165.78,132.76,0.0
1.0,1.0,1.0,79.32,56.2,8.64,-51.84,74.3,-56.43,114.12,-51.57,-2.27,1.98,48.52,-30.65,78.03,-14.36,-54.14,179.77,-88.24,1.0
1.0,0.0,2.0,-199.07,-74.32,14.49,-94.41,-200.29,7.74,13.85,-167.76,9.97,-3.95,-70.77,50.92,-31.12,0.38,53.47,365.74,-53.01,1.0
1.0,1.0,2.0,73.14,-18.9,42.75,85.51,-170.83,-25.7,-54.18,-68.35,-7.79,12.32,67.09,11.57,-25.05,11.12,63.96,117.71,106.54,1.0
0.0,1.0,0.0,-116.14,93.34,35.44,70.42,-38.85,-48.41,-3.73,152.3,-2.92,-0.12,21.92,22.26,86.59,-7.02,96.15,156.13,-127.76,0.0
1.0,1.0,2.0,-143.57,-95.2,27.36,-98.51,-69.68,1.95,26.95,76.06,4.56,11.52,-67.8,3.53,-30.22,21.76,55.64,387.58,-113.48,1.0
1.0,1.0,0.0,-99.35,64.35,0.21,230.19,-118.62,-63.3,-44.07,36.83,-8.3,-7.83,-55.21,27.25,122.22,-3.72,145.27,-94.61,64.71,2.0
1.0,1.0,1.0,161.01,78.14,-25.16,88.17,-69.83,-70.57,-83.09,-84.74,-10.34,9.13,-63.08,-17.36,-141.07,-19.51,61.04,-83.53,121.59,2.0
1.0,1.0,1.0,-102.76,-43.41,19.75,28.39,-8.99,12.08,29.63,10.15,10.49,-6.98,57.95,15.81,186.36,25.78,-46.12,-184.11,140.2,2.0
1.0,1.0,1.0,-155.99,-37.1,30.59,-109.67,-146.22,-33.22,85.34,114.57,7.02,6.95,150.06,35.25,-148.23,9.83,33.37,243.22,26.89,1.0
1.0,2.0,1.0,-132.1,-88.56,-83.39,-4.16,13.94,15.19,30.08,-129.79,6.93,-11.66,-113.99,15.88,122.49,-2.97,16.59,32.35,-107.24,2.0
1.0,1.0,0.0,-94.07,136.42,-49.49,84.02,-110.05,-40.91,83.32,55.44,-2.68,1.03,58.17,14.44,-15.6,-10.15,149.15,138.42,-26.76,0.0
1.0,2.0,1.0,175.11,82.35,10.06,120.61,-76.86,-21.96,6.2,-32.26,-11.15,5.5,-8.28,-5.34,101.8,-44.08,6.92,44.26,12.63,1.0
1.0,1.0,1.0,-326.47,-34.4,31.88,26.89,-14.74,-53.93,-7.75,-19.89,11.84,7.66,-33.84,27.56,138.31,-21.87,122.9,63.87,247.1,1.0
1.0,1.0,1.0,-67.19,-0.53,53.01,20.36,46.72,-44.31,50.15,5.75,1.37,9.69,-54.63,51.47,-11.1,-28.53,75.61,-17.09,212.05,1.0
1.0,1.0,1.0,31.83,-14.32,7.57,-54.24,29.16,-17.22,-44.18,-349.95,-2.19,8.25,-59.61,9.6,107.76,1.95,-8.33,355.69,86.0,1.0
1.0,1.0,0.0,-224.72,-90.27,-38.97,221.34,-170.11,-8.29,21.59,68.18,-13.9,-3.15,-110.34,-28.85,127.49,24.54,225.71,269.92,-98.52,2.0
1.0,1.0,1.0,304.23,-35.9,-31.69,19.1,124.62,4.4,39.71,-79.04,-15.89,7.76,138.91,-27.69,301.45,-6.05,-224.33,144.31,13.39,0.0
1.0,1.0,1.0,15.57,36.77,42.47,38.86,-58.61,-16.38,-35.32,-24.42,-5.49,-4.11,64.79,1.66,7.79,2.06,14.55,80.1,86.79,0.0
1.0,1.0,1.0,-280.59,23.27,38.85,-19.6,-209.07,1.69,-1.95,-42.65,11.18,-3.14,-68.54,-33.81,112.13,6.27,64.11,288.54,-16.63,0.0
1.0,1.0,2.0,116.8,9.57,1.56,103.11,-46.99,61.34,71.27,-29.22,-8.3,-5.39,17.67,3.16,106.73,-5.49,48.79,99.33,-40.94,1.0
1.0,1.0,1.0,0.59,-60.65,-20.07,-20.47,23.6,18.37,52.06,99.19,-3.81,-10.48,33.24,-29.43,-177.03,-10.81,-6.1,-116.7,-64.49,0.0
1.0,1.0,1.0,75.32,6.38,77.3,-177.87,169.2,-27.86,-77.78,44.74,6.95,-3.45,5.37,-21.24,-26.17,-5.1,-170.1,-31.82,138.11,0.0
1.0,1.0,1.0,475.23,222.9,-52.87,316.44,36.98,-6.18,-18.24,170.26,-27.07,7.05,-77.7,-13.23,233.73,-3.1,-22.09,-285.76,-47.6,1.0
1.0,0.0,1.0,80.37,159.07,5.59,164.03,-140.5,-41.66,-51.24,-37.41,-6.28,6.71,199.63,15.6,111.67,7.99,36.05,-95.06,-102.73,1.0
1.0,1.0,1.0,-361.08,-89.57,-15.3,-82.04,13.54,-17.72,-59.69,-65.67,14.99,5.72,-90.12,-12.59,11.79,-29.29,107.13,161.26,25.26,1.0
1.0,0.0,0.0,-159.25,31.4,26.86,-42.06,121.95,-73.71,-68.93,-39.01,8.5,-5.26,8.28,-3.64,114.96,-2.24,-5.66,-11.6,100.89,0.0
1.0,1.0,2.0,-55.06,-112.55,28.1,75.95,20.29,6.6,23.29,-189.34,11.89,-6.38,16.04,32.05,220.87,-20.93,-70.51,-427.38,-7.28,2.0
1.0,1.0,1.0,-45.5,78.02,-12.64,153.22,-149.48,9.95,-54.62,221.27,-4.32,-4.2,24.37,-8.65,28.22,11.59,118.35,-49.8,17.69,1.0
1.0,1.0,1.0,-9.23,12.28,-44.09,31.2,-153.32,-17.33,-73.0,21.9,-0.39,2.0,-5.18,-58.24,-5.43,-9.97,-19.95,-9.1,-63.16,2.0
1.0,1.0,1.0,-268.27,-50.73,-42.65,-51.83,-62.26,39.89,-19.2,-79.78,7.76,10.92,133.05,73.74,-40.09,-16.23,123.64,255.34,38.44,1.0
1.0,1.0,1.0,-31.42,-101.87,-7.79,-170.19,32.06,-43.71,66.93,148.03,5.01,14.12,-22.74,-7.59,-114.34,1.48,-49.24,225.77,-50.2,1.0
0.0,1.0,1.0,203.95,-81.21,18.09,-50.65,88.04,23.36,-11.74,-136.74,-13.5,-3.08,48.31,4.71,-144.27,16.12,-50.37,119.05,-1.48,0.0
2.0,1.0,0.0,-39.8,71.43,-37.68,63.09,-60.56,-11.01,13.19,-51.57,-4.88,2.68,52.42,-7.36,43.94,-13.15,63.15,125.45,-56.77,0.0
1.0,1.0,1.0,-17.27,-107.29,-11.65,-78.68,-29.11,28.61,6.66,49.16,5.87,12.69,116.23,26.31,27.42,0.56,-154.81,-96.54,-128.81,2.0
0.0,1.0,2.0,-145.84,-127.04,-46.59,-12.74,-1.78,62.14,-6.62,97.01,10.95,5.66,52.18,-17.23,149.01,-11.37,-34.31,-82.94,-19.41,2.0
1.0,1.0,0.0,-49.98,-15.17,-13.33,122.31,-8.58,-82.43,-46.97,-82.97,-6.61,4.98,84.4,1.65,83.98,-11.91,28.99,-125.69,59.68,2.0
0.0,1.0,1.0,77.93,-52.1,-41.53,-57.11,74.59,-61.47,15.5,-64.82,-3.22,8.12,73.19,17.34,-105.52,7.86,-49.82,-28.93,-120.81,0.0
1.0,1.0,0.0,-137.34,-48.09,7.7,92.34,29.19,-2.13,-48.4,-95.67,3.47,-12.14,-53.72,4.21,-37.25,14.6,35.72,-439.34,-80.0,0.0
1.0,1.0,0.0,24.78,-62.73,-1.67,83.26,61.67,78.96,-2.72,26.45,-11.37,1.8,56.08,40.08,37.44,-13.13,-39.02,-138.25,36.51,2.0
