cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
2.0,2.0,93.27,63.37,477.38,-21.22,82.98,-6.06,-25.29,-27.54,38.24,17.66,62.67,-32.52,-41.8,-42.25,-4.16,37.91,-62.75,21.66,-11.84,2.01,-26.09,-39.08,-49.27,1.0
3.0,3.0,-34.47,45.98,158.12,30.63,6.91,-25.37,-97.12,-133.51,-70.18,-22.93,261.0,90.07,-5.9,43.09,0.15,-10.92,-201.29,5.03,4.63,1.02,-77.37,15.18,66.78,0.0
2.0,2.0,29.76,50.12,-100.48,15.74,52.13,-42.4,93.1,-74.1,60.66,-115.86,-30.49,-84.52,87.03,-38.01,2.66,-73.75,-110.39,-30.41,-5.85,-1.08,112.71,-2.3,-39.56,2.0
2.0,4.0,-11.09,64.22,61.45,12.13,-45.37,-4.59,19.97,72.68,-39.05,-60.37,-179.76,314.98,170.94,22.3,3.21,-32.99,-67.4,7.98,-4.36,2.17,101.24,-21.22,267.48,0.0
3.0,3.0,115.62,-21.76,-22.05,-6.05,67.07,1.36,-10.88,-274.51,-99.68,-100.71,66.55,-104.91,49.92,82.69,-0.91,-58.21,-91.24,-2.13,-3.9,-1.28,17.68,9.56,-104.91,2.0
2.0,2.0,-127.08,-30.05,400.88,31.34,58.99,-74.33,-31.95,0.89,93.0,71.71,144.64,91.34,20.72,-21.04,1.78,96.02,20.1,-5.92,-2.47,2.54,31.55,-24.94,113.46,0.0
2.0,2.0,106.79,-16.53,-45.79,-57.12,-113.25,-103.43,-93.47,103.15,41.69,9.08,-23.39,-113.58,-72.43,-7.93,-1.53,-31.22,-131.12,-8.06,-6.2,1.81,-23.27,11.14,26.23,1.0
1.0,1.0,95.98,113.06,-206.92,33.02,-27.08,57.48,-54.07,-38.93,127.98,-61.65,-45.69,-24.61,-71.8,29.03,-2.02,57.15,-44.18,-33.52,6.18,-3.61,16.32,-0.31,22.06,2.0
3.0,2.0,36.87,82.06,-123.15,24.93,15.83,16.62,120.12,-104.85,-37.15,26.89,127.16,-37.18,-37.1,-6.31,-1.55,-80.19,-55.9,-32.97,6.14,0.34,99.46,-2.18,19.39,2.0
2.0,1.0,154.49,-55.69,181.81,-42.57,-121.15,-32.81,-189.21,12.87,-178.26,79.97,56.04,49.92,-23.56,-41.6,-4.63,-75.39,-118.95,10.38,-7.02,5.91,-4.53,27.09,-74.17,1.0
2.0,2.0,198.38,-21.35,-249.1,49.2,48.05,11.84,-163.38,-112.09,11.79,-32.28,-145.8,89.01,-6.14,10.09,-1.81,75.52,-46.59,26.95,-3.62,2.97,69.9,0.95,-85.46,0.0
2.0,2.0,-31.37,11.51,81.41,-94.23,-35.37,61.96,78.45,64.56,-6.88,-28.59,-185.92,-111.85,0.52,60.14,1.13,131.96,196.88,15.35,-4.07,-4.69,-53.82,1.17,80.11,1.0
3.0,1.0,5.35,-64.94,-142.86,-33.84,123.2,-38.99,-31.03,-96.52,84.33,-17.44,191.88,9.23,2.14,14.05,4.58,12.75,-225.38,10.48,1.37,3.68,18.18,7.87,-63.3,0.0
3.0,1.0,36.69,-33.88,-39.05,38.76,-63.33,31.15,-25.17,134.85,-61.41,-6.72,50.18,-93.22,-28.05,-85.59,-3.9,-28.17,-77.28,19.56,8.22,-4.37,21.71,-12.0,37.49,2.0
1.0,3.0,114.27,-36.87,-65.83,-18.74,145.01,-58.33,128.24,72.98,49.75,-34.48,-48.68,-57.27,4.68,-53.72,-2.99,21.82,-12.0,-7.47,7.8,-5.53,38.32,6.55,-34.17,2.0
1.0,3.0,6.15,71.64,-50.11,13.43,69.0,3.04,54.15,-137.16,91.12,-43.52,5.97,10.74,146.3,16.42,-2.2,19.61,-1.38,-8.51,-2.23,0.66,-4.24,4.92,-89.03,2.0
1.0,3.0,132.92,-58.13,-52.96,-3.17,36.14,-8.99,11.29,-98.67,13.63,29.26,-80.51,-1.11,0.94,24.12,-1.92,-125.4,107.11,18.15,3.84,-1.96,-102.4,5.82,108.87,2.0
1.0,1.0,-8.71,78.93,27.61,46.35,18.47,66.5,61.43,53.41,-182.69,-57.44,134.44,-45.19,64.12,-4.6,1.95,106.85,-200.35,-1.89,2.48,-1.46,-225.01,-0.6,-39.58,2.0
2.0,3.0,72.39,73.49,-114.75,33.01,108.82,12.6,-50.13,-214.32,87.99,136.31,39.28,175.47,-13.77,-15.32,1.69,106.61,-4.24,1.55,-7.57,12.04,77.48,21.25,45.32,2.0
1.0,2.0,-111.26,,249.59,6.88,-57.32,24.53,-94.63,31.29,-103.32,23.89,39.6,140.67,-0.77,42.03,-0.49,-13.2,-32.11,25.26,-5.74,3.62,-82.32,-4.22,158.84,0.0
2.0,2.0,6.83,63.32,-33.43,33.45,-9.41,-1.84,-93.45,39.77,65.47,-77.43,-67.49,-4.0,53.71,10.56,0.05,27.08,-26.97,-8.38,1.44,-3.57,206.73,-1.82,30.93,2.0
1.0,1.0,-21.78,-64.89,181.39,-37.35,-63.18,7.89,75.49,-38.96,-42.86,-112.17,-127.31,-59.02,-25.97,-23.91,-3.97,-37.13,108.87,17.0,-3.66,-6.37,-96.29,-26.02,41.83,1.0
2.0,2.0,34.12,-68.29,-101.29,32.91,-12.23,-69.91,-71.29,-243.1,167.03,-54.45,-3.22,-103.85,-17.57,60.09,4.3,79.41,18.51,3.32,-6.48,0.71,-9.7,-14.57,-18.16,1.0
1.0,2.0,117.66,113.95,-186.73,-11.92,-131.82,5.58,82.93,-159.87,-67.51,62.67,37.39,-195.24,-33.78,-18.4,0.53,-24.75,123.49,-23.52,5.91,-2.04,-42.5,-1.93,-38.56,0.0
3.0,0.0,-174.84,-88.78,44.9,10.79,16.9,33.16,-59.84,125.19,-129.74,66.44,154.86,63.17,171.3,-2.81,0.04,15.76,-42.22,-2.46,4.19,2.79,-27.75,15.16,-43.37,2.0
2.0,3.0,107.95,54.82,116.87,-4.79,21.14,-18.81,-32.55,-31.44,-26.6,-88.72,10.34,8.93,-14.53,2.0,0.59,56.19,-93.78,-11.14,2.96,-4.51,-24.11,15.92,-52.88,2.0
3.0,2.0,101.88,20.79,47.67,-1.64,3.14,-71.06,24.96,57.17,-107.49,43.73,-24.09,-32.26,16.19,29.71,-0.52,75.94,-1.59,-21.2,-1.4,0.75,-14.64,6.33,-71.0,2.0
2.0,2.0,9.24,-90.73,19.01,-66.45,11.71,-33.81,-102.48,-63.52,115.89,22.52,-58.22,-83.65,55.93,-38.71,5.62,1.72,149.29,-3.9,-0.61,-1.88,-60.05,4.81,69.47,1.0
3.0,2.0,-63.8,52.48,48.57,-38.62,172.84,82.17,63.03,-160.72,-120.85,49.43,27.41,138.16,-71.96,40.8,3.52,-83.5,17.82,19.76,-10.77,8.65,-18.61,1.95,-21.77,2.0
3.0,1.0,97.03,56.16,-115.34,18.67,-78.62,18.68,-31.66,52.98,-94.75,25.8,7.69,-107.76,11.13,56.2,-3.51,18.85,-115.62,36.42,-3.49,2.13,10.53,-6.33,55.25,1.0
2.0,1.0,25.82,-32.46,135.7,15.25,-72.28,-41.81,-115.32,-118.03,-226.16,-51.38,63.69,-39.39,64.3,-0.98,2.29,-104.8,-3.86,40.09,1.16,-3.05,-89.86,-4.34,-66.36,2.0
3.0,1.0,-10.11,20.12,202.88,54.48,-73.43,-12.67,85.01,-63.81,-149.31,25.01,282.71,-78.42,52.36,2.79,-2.51,1.82,-139.95,12.37,3.86,-0.04,69.09,-8.76,-84.34,2.0
4.0,3.0,37.81,-176.7,-163.54,34.64,121.01,1.95,91.6,138.93,-87.44,44.5,87.87,-14.86,-35.13,5.37,2.97,28.3,-232.7,12.47,-3.41,6.21,-43.73,14.39,-87.82,1.0
2.0,3.0,-115.4,-85.27,-87.95,109.46,-10.76,11.05,-71.13,-177.39,20.55,-30.04,276.19,103.66,-28.98,-6.63,0.46,-87.7,-197.37,-13.41,6.56,2.77,122.2,26.56,23.01,1.0
2.0,1.0,-67.98,95.41,-18.02,84.65,1.83,49.42,-37.27,-46.19,14.1,51.25,44.08,-103.92,-78.61,-60.54,-2.17,-64.73,85.4,2.82,-0.46,0.4,-95.42,13.54,110.25,0.0
3.0,3.0,-117.67,-142.36,198.11,-35.62,-140.35,-32.97,-3.16,-307.9,-35.27,-27.71,240.61,117.24,61.28,7.66,4.72,-53.42,-68.83,-1.79,0.19,2.32,113.17,6.58,108.28,0.0
2.0,2.0,119.91,-119.95,-124.34,38.39,40.32,24.98,111.82,90.65,82.81,-9.7,-137.46,-33.52,45.36,8.39,-2.85,-73.64,38.23,9.08,4.77,-3.9,-65.65,-20.84,67.42,2.0
3.0,2.0,-10.82,48.69,17.44,26.46,6.41,-66.46,68.74,-50.83,38.89,53.34,69.93,-44.8,1.71,24.09,3.8,20.76,69.89,-29.52,5.39,-1.24,73.08,-6.99,81.99,1.0
3.0,1.0,14.76,83.24,50.53,59.55,27.45,48.23,25.01,-57.39,243.52,33.83,48.45,-4.37,18.55,-14.13,-0.22,-97.1,13.32,25.07,0.2,0.91,72.48,-15.3,33.87,1.0
2.0,2.0,-18.0,-126.41,-61.35,64.62,64.53,2.24,18.62,-32.97,17.31,-26.48,113.87,-125.94,-1.08,1.54,1.2,88.46,-51.76,2.44,5.2,-2.96,-24.95,3.89,-33.32,0.0
1.0,2.0,38.18,-26.17,-0.79,51.51,-65.51,22.32,138.29,-68.97,-48.52,-80.74,-84.12,-21.45,56.97,-22.3,3.86,71.21,-24.27,-4.06,-7.86,0.03,-107.23,-14.22,-67.46,1.0
1.0,2.0,70.64,-51.67,-140.93,-21.63,-55.35,44.61,13.46,65.7,82.3,70.88,36.48,91.44,-55.64,-6.83,0.3,-190.77,-121.4,-30.79,0.44,5.63,37.58,-8.83,-41.5,1.0
3.0,3.0,93.58,-45.96,9.36,17.15,-30.75,-67.96,-4.95,-106.46,116.67,-5.65,-149.57,14.09,-128.9,-19.84,1.04,83.75,95.51,9.93,-6.83,0.79,-43.82,4.32,99.94,0.0
3.0,1.0,73.92,11.47,24.52,18.55,-86.51,-31.93,7.81,-39.61,-139.84,26.78,-5.39,-41.83,62.55,-26.31,-0.34,14.41,14.8,43.81,-1.47,0.43,-230.53,-21.54,21.6,2.0
1.0,2.0,15.78,-16.22,42.22,-27.56,94.72,35.96,-22.44,-138.57,70.47,39.13,149.84,-47.88,18.95,-9.75,-4.47,4.66,-43.02,14.51,0.79,1.64,134.74,-30.91,55.8,0.0
3.0,3.0,18.93,-70.7,-114.91,-25.44,-45.29,31.6,-29.76,87.13,-36.45,-14.45,-114.32,-26.86,139.72,-8.38,-2.08,-26.97,48.96,-18.63,1.64,-2.23,155.94,11.07,35.66,2.0
2.0,1.0,28.82,-10.03,86.32,-7.85,7.59,19.17,151.41,34.09,-60.35,-0.5,-12.49,24.09,65.17,-64.15,0.14,-42.49,-9.49,-6.99,-0.91,-0.1,22.19,-7.7,-50.93,0.0
2.0,2.0,45.43,20.67,-175.75,15.89,245.49,24.62,-75.63,66.15,14.21,-70.4,-164.8,27.6,30.98,26.95,1.04,8.15,37.39,-17.43,4.02,-4.11,-86.68,8.37,0.49,1.0
2.0,2.0,5.76,-56.03,50.51,44.2,29.03,-59.89,-137.4,-35.87,-25.77,-16.92,30.37,24.51,-176.3,-47.89,-0.92,39.15,-41.05,15.7,-1.06,0.45,-100.36,-35.91,-15.55,0.0
2.0,2.0,-78.83,63.05,-88.55,39.05,-114.63,-52.66,-54.9,-73.67,212.59,-44.89,-149.51,14.84,22.69,23.49,0.88,6.59,154.71,22.68,-5.29,-0.14,-84.92,-20.7,-11.66,2.0
3.0,1.0,4.25,-65.85,-81.01,16.51,-41.8,-28.67,74.7,-75.99,24.19,-77.92,-48.82,-64.37,115.4,43.02,-0.81,-56.88,32.99,10.8,2.35,-4.49,73.77,3.03,67.72,0.0
2.0,1.0,13.06,-55.14,-7.05,-102.35,61.14,-31.1,60.03,-3.54,186.15,56.98,153.12,-122.76,43.06,-56.84,2.8,-19.18,-32.45,3.02,7.17,-1.59,-51.14,0.18,68.14,2.0
2.0,2.0,119.17,-80.54,257.07,-29.94,55.33,57.39,143.17,-296.48,-181.16,-50.53,99.71,16.31,-34.71,-23.81,3.32,-49.35,39.99,23.64,6.5,-5.64,-91.42,-5.31,75.66,1.0
2.0,2.0,-62.01,96.6,-129.95,-6.27,-76.33,21.9,-57.07,-215.32,-23.56,46.33,119.4,-182.87,34.3,-42.27,-3.85,66.7,50.72,-25.79,-4.35,3.08,-60.49,6.62,65.97,2.0
3.0,3.0,-82.49,-78.09,124.52,60.99,76.89,15.16,-62.27,190.08,101.05,-78.15,-60.71,49.14,78.0,-40.81,-2.12,13.83,-41.17,8.77,0.72,-3.76,20.57,-2.29,-12.0,0.0
3.0,3.0,-192.84,39.05,-157.97,-23.88,-78.52,129.22,-19.23,25.17,-310.98,53.04,31.2,-67.73,-203.31,64.56,1.14,-18.1,82.52,-15.09,-0.77,2.33,21.48,-17.78,135.53,2.0
3.0,1.0,45.23,-36.08,41.51,-9.69,44.21,-3.28,67.7,-216.42,-46.94,-18.01,40.55,-5.66,-6.16,-36.06,1.99,-51.23,90.86,-5.79,6.21,-3.77,16.32,10.14,90.12,1.0
1.0,2.0,44.59,106.02,81.1,-59.85,-8.68,-39.84,-240.86,-133.54,-77.1,-11.62,35.09,-78.4,-66.35,-0.53,-3.43,124.3,87.22,1.71,5.33,-4.79,43.57,4.44,79.91,1.0
3.0,2.0,-17.44,-39.31,-164.26,-102.95,64.05,-17.6,-32.77,160.24,46.39,-20.96,-82.76,-40.0,-146.93,64.7,1.05,-75.58,-98.01,3.98,-7.46,3.11,201.62,11.82,-75.5,1.0
2.0,3.0,61.96,16.57,-34.96,64.3,-34.57,-78.51,-67.72,86.44,-83.26,22.48,-11.06,-233.15,29.96,21.21,-1.88,42.28,-12.64,7.18,-4.29,-0.82,126.94,-0.18,-40.0,1.0
3.0,2.0,120.99,76.38,314.55,-34.2,78.01,37.46,201.51,-130.79,-101.75,20.72,187.15,33.3,67.14,19.8,0.52,-38.74,-50.1,-4.15,6.33,-2.03,19.55,-17.7,-134.82,2.0
2.0,1.0,-90.25,10.58,79.45,0.25,-21.93,-18.86,60.19,-150.22,184.55,-3.92,12.82,35.97,18.04,23.84,1.06,13.65,212.24,34.78,8.85,-5.03,-210.68,18.38,97.4,1.0
2.0,1.0,92.65,35.85,15.78,31.77,-99.35,99.42,108.61,-112.73,-90.02,-78.85,182.07,-110.68,39.21,28.45,1.96,88.43,-250.43,-21.04,-0.13,-0.96,112.53,-4.08,-68.11,2.0
3.0,2.0,12.29,-11.84,133.08,20.71,-44.81,-32.22,3.58,-26.39,126.06,-23.08,-25.86,-51.31,-50.05,37.11,-4.26,98.63,55.08,27.0,-1.24,-2.78,-97.56,10.04,37.19,1.0
1.0,2.0,46.21,167.85,-111.6,-23.1,-26.52,48.51,5.98,-223.51,-183.1,-26.83,-81.25,46.63,15.58,30.51,4.23,65.25,127.04,4.37,1.05,-0.94,-72.12,5.09,58.23,2.0
2.0,2.0,-119.85,77.59,108.53,53.23,-122.17,77.61,97.41,-112.91,-103.08,-29.45,323.74,-92.59,-15.94,28.73,-2.47,-2.08,-103.69,22.32,9.3,-2.97,113.2,-5.32,-149.86,0.0
1.0,2.0,50.18,34.06,-97.33,23.58,31.45,50.92,42.19,-52.16,-128.08,-67.02,-64.48,123.06,29.4,-36.27,3.3,19.44,-133.3,4.88,-6.83,3.74,-158.62,15.42,-22.3,0.0
2.0,0.0,-10.47,-62.88,67.84,-46.91,-56.91,53.92,20.63,101.38,192.59,-81.47,-8.37,104.74,-71.96,-29.05,1.98,6.99,-100.0,12.85,8.72,-5.61,94.29,7.25,202.74,0.0
1.0,2.0,-50.64,103.07,-282.43,37.86,25.35,26.83,-51.56,-75.53,-60.87,-63.62,33.65,-104.93,111.05,52.56,2.22,-5.96,-78.13,12.62,-0.55,0.11,0.28,-11.86,-3.47,0.0
1.0,1.0,16.92,-164.11,-53.9,37.0,115.06,1.84,17.48,69.1,-91.7,38.22,-78.37,-70.29,-44.1,31.85,0.75,-56.82,94.04,-14.87,0.76,-1.25,-54.4,6.45,64.19,1.0
3.0,2.0,9.91,86.35,103.35,-31.46,104.64,31.97,-59.28,-96.69,169.22,26.28,58.6,-11.46,-6.94,43.39,0.76,-42.54,1.65,5.95,-3.69,2.07,-15.51,13.1,19.42,1.0
2.0,2.0,-45.61,121.78,3.19,-40.28,39.37,-22.8,53.67,-55.45,-183.16,-43.3,117.86,-60.02,-31.79,10.43,2.25,-151.68,-65.68,-2.99,3.41,-2.07,-68.33,20.42,-40.15,0.0
1.0,2.0,72.34,289.06,-59.48,-3.26,113.47,-18.66,60.15,-286.56,48.95,-5.81,123.23,-119.88,1.05,-1.83,-1.38,90.71,-41.22,16.22,-3.88,2.12,30.77,13.28,-27.0,2.0
2.0,2.0,-50.53,62.42,164.0,19.55,6.14,24.23,-84.71,5.64,41.36,-26.3,32.28,107.77,32.93,64.46,-2.14,13.39,-49.33,4.88,0.48,-0.49,138.22,-8.05,133.99,0.0
1.0,3.0,115.29,-100.82,31.91,-58.17,39.09,-39.01,-40.98,138.78,62.41,53.89,-207.52,-114.86,-32.85,-6.71,1.09,-153.24,186.58,-15.0,-4.38,-1.63,55.84,-21.79,-120.96,0.0
2.0,2.0,113.71,-5.96,-174.61,40.41,-15.84,-108.72,1.51,122.5,-173.38,-64.61,-203.67,-8.0,-95.68,-13.93,-3.91,53.22,52.17,-12.64,4.9,-5.35,106.37,9.06,-102.3,2.0
2.0,2.0,-49.0,115.63,-70.55,5.12,84.6,77.33,-34.08,-175.54,-71.06,-77.3,55.38,96.15,-82.43,49.64,1.43,-10.13,-118.87,23.75,-4.13,2.93,35.07,18.38,41.82,0.0
2.0,3.0,40.86,-44.29,-208.31,1.75,4.77,27.32,48.21,117.27,176.4,-87.72,-216.57,-56.64,-22.85,19.64,0.39,26.37,75.93,0.18,3.29,-6.09,-62.89,8.56,-27.52,2.0
2.0,2.0,66.36,-62.45,-66.95,18.93,140.41,-10.31,37.85,-46.26,-130.07,7.28,1.18,-30.08,59.46,22.27,2.06,-57.63,9.6,12.22,3.08,-1.09,-42.44,18.26,14.69,0.0
3.0,2.0,-59.32,74.02,94.06,-14.47,-84.26,-41.62,178.8,108.16,58.02,-55.99,-29.9,21.52,-20.69,29.83,0.38,-112.83,-17.27,-0.45,2.08,-3.64,15.26,-3.07,51.12,0.0
3.0,1.0,-124.8,-77.14,91.12,-8.41,62.9,19.22,-5.29,-51.46,-28.6,-99.56,-96.84,29.65,-104.21,9.62,-0.55,11.22,216.76,2.19,7.47,-8.78,-17.9,-6.91,9.46,1.0
2.0,2.0,-37.94,175.13,-150.31,17.84,-25.27,-30.4,23.17,37.05,104.08,-52.42,-55.24,-97.77,-67.66,44.26,1.49,-59.33,20.1,20.74,-1.13,-1.74,-99.2,-15.57,-130.49,0.0
3.0,1.0,-132.15,-79.7,95.77,-3.54,-30.94,-29.38,23.88,61.03,-17.37,61.08,270.04,-86.17,-6.69,34.09,-4.19,25.04,-132.99,13.43,1.9,2.59,25.3,-10.79,-42.84,2.0
2.0,2.0,-19.07,-93.06,59.51,-24.3,-16.29,-19.41,-18.89,-59.28,-18.24,-79.95,-25.37,-96.81,20.31,-46.6,-3.16,-45.92,64.68,-12.03,1.2,-5.55,-122.43,-28.62,-25.13,1.0
2.0,3.0,-82.06,49.48,6.59,98.61,-30.97,19.0,-96.13,-22.08,25.84,52.32,181.18,-58.75,-83.2,-45.97,2.05,36.85,-69.98,-0.68,0.86,2.71,83.67,-1.33,7.27,2.0
2.0,3.0,-15.87,-144.17,99.24,3.1,-13.71,17.35,-34.07,36.07,72.13,34.27,-3.4,35.11,3.55,26.9,1.92,-31.12,3.41,27.51,-5.76,3.39,51.55,1.98,-87.51,0.0
3.0,2.0,120.28,-58.42,-210.24,25.14,78.14,-44.83,-163.02,9.76,-171.22,-48.97,-238.57,23.48,-51.12,-16.57,-0.49,-68.44,57.97,25.2,-0.79,-2.17,-103.22,5.42,134.32,1.0
2.0,1.0,66.06,-171.08,164.36,84.67,19.85,-57.98,6.05,-64.6,-24.49,-50.54,96.66,-5.22,-10.53,65.11,-6.2,72.94,-97.78,0.03,1.32,-2.04,-96.6,-10.68,-121.0,0.0
3.0,1.0,-52.28,27.36,28.25,75.4,49.72,18.19,114.1,-15.31,33.26,-2.58,73.82,-24.51,-20.93,3.05,-3.76,-58.04,-13.05,-1.59,1.88,-0.61,12.78,-0.37,-8.05,1.0
4.0,1.0,-39.14,-9.53,-61.66,103.78,24.38,30.47,-40.2,-200.44,-54.15,27.58,120.16,177.47,-44.88,100.29,0.12,22.25,-76.11,-37.61,0.3,5.8,-83.04,-15.21,120.14,2.0
2.0,2.0,77.47,-87.08,-21.38,49.62,66.12,-23.77,-40.41,-226.48,4.51,-64.3,32.06,-27.86,16.38,10.33,-0.26,-57.48,-42.12,-33.85,-4.38,0.69,-21.52,-17.39,-128.02,2.0
3.0,2.0,-242.6,4.54,179.68,25.82,0.06,-22.6,121.37,277.49,-67.72,48.75,130.99,55.56,-4.91,-31.7,1.48,-63.77,1.25,28.82,9.53,-2.29,-97.79,3.31,51.35,2.0
1.0,3.0,5.71,85.33,-16.53,24.99,-8.55,70.21,9.76,54.09,41.98,51.26,56.88,-71.67,57.89,11.21,1.69,77.84,-49.66,-22.57,-0.85,1.7,19.27,-11.4,67.47,1.0
1.0,1.0,2.53,-32.9,-218.88,70.92,78.16,-19.77,-126.51,-66.92,276.1,-92.45,49.92,-98.83,-42.34,4.26,0.16,62.39,-200.92,-3.15,-5.77,1.81,25.73,10.88,-34.79,2.0
2.0,1.0,-187.5,-16.22,-51.01,-64.05,83.57,-33.7,-81.07,-60.49,0.99,48.8,39.96,,13.8,-0.52,-1.73,4.34,140.82,-12.23,-5.91,2.18,1.4,-1.25,70.52,2.0
4.0,2.0,-51.49,19.38,16.94,-73.89,-69.64,-14.19,-55.95,-268.16,1.63,41.64,333.46,101.94,-75.91,-47.1,1.21,17.78,-210.92,-51.71,0.03,7.74,19.19,3.48,9.35,0.0
1.0,2.0,-89.55,-79.81,28.85,19.77,20.78,39.06,-49.85,-61.15,-61.14,-6.54,-85.76,62.35,5.02,-59.53,0.34,12.07,215.73,19.58,5.78,-4.14,-54.72,-14.03,141.55,1.0
3.0,3.0,82.46,65.47,-96.66,4.77,31.05,-21.19,85.2,25.27,9.33,33.62,-69.8,24.82,77.8,7.41,-2.36,13.55,-2.62,-31.86,-0.88,1.75,26.98,26.28,53.49,2.0
2.0,2.0,-165.36,92.87,7.15,38.48,22.18,-100.56,-40.51,197.22,-35.77,28.58,110.92,-14.66,-87.57,20.59,2.26,-13.64,-93.61,2.23,1.52,1.52,-52.01,3.91,3.02,2.0
1.0,2.0,62.34,44.25,-206.55,34.29,-30.85,45.92,-35.47,-301.2,55.75,-16.66,-98.58,223.75,100.52,-38.82,-2.67,69.13,31.97,-5.38,-6.31,6.71,-76.68,23.63,32.06,2.0
3.0,2.0,25.79,70.3,27.1,-57.27,-14.64,44.31,53.21,82.05,142.77,77.37,-46.27,-20.47,-118.21,-1.11,0.96,93.38,108.07,8.15,3.66,-1.13,-24.77,-3.74,108.95,1.0
2.0,2.0,-20.65,-130.76,-76.94,-62.32,-6.64,18.48,65.02,-177.97,31.96,-30.68,-135.26,284.98,-40.19,-88.24,1.85,36.18,61.72,10.01,-5.7,5.12,10.72,-5.8,49.17,2.0
3.0,2.0,78.02,44.04,-139.54,38.88,26.28,60.84,-20.82,-38.48,29.24,86.33,-31.74,3.5,-80.86,-46.13,-4.05,8.89,52.49,-18.37,-0.71,3.72,-24.18,3.72,12.26,1.0
2.0,2.0,-136.26,-77.34,211.64,59.27,12.68,74.02,-158.01,125.35,102.82,48.27,158.35,7.7,-52.37,55.18,-0.39,-42.36,-5.64,5.26,6.38,-1.4,-127.43,-3.1,-14.6,2.0
2.0,2.0,-123.14,-16.0,285.8,-11.15,60.51,-24.65,16.63,-48.38,17.1,48.69,151.29,-15.29,-45.32,-5.73,-4.52,0.7,-12.88,17.71,-9.4,5.0,-232.31,-2.99,-91.0,0.0
2.0,3.0,41.68,21.89,-56.77,28.67,-20.09,51.81,15.22,-130.23,-144.74,-11.94,-17.75,-97.18,-17.49,24.34,0.71,-149.08,78.5,7.35,-1.98,-0.73,-30.92,17.21,-103.32,0.0
1.0,3.0,115.73,-72.54,-67.91,1.54,57.12,33.98,53.01,54.38,113.21,76.4,-101.29,-48.41,24.78,-45.19,0.27,55.95,97.18,7.49,0.82,0.06,-58.89,-14.59,47.19,2.0
3.0,1.0,-74.28,-40.89,-148.76,44.59,69.81,-51.85,9.41,-40.42,-34.18,-80.78,174.37,4.59,-68.83,0.8,0.94,7.09,-230.8,-20.72,3.08,0.79,-136.97,8.99,-88.73,0.0
2.0,3.0,199.17,38.39,-331.73,-63.86,32.19,48.26,-64.37,-26.62,25.01,-74.25,-117.09,21.19,-54.12,-29.13,0.48,87.29,-88.53,15.07,7.66,-3.57,54.15,5.19,44.2,0.0
2.0,1.0,76.62,-5.42,187.12,21.52,-37.1,-33.79,35.74,-70.59,66.79,-62.05,-1.25,27.05,-93.26,32.88,-1.26,34.82,-82.38,-0.58,-6.38,0.11,-170.11,-3.28,-64.86,1.0
3.0,3.0,-66.81,30.47,-150.37,4.02,-85.62,21.18,0.68,-175.94,-217.4,-66.15,-26.73,-65.65,-34.09,24.35,-5.0,-25.2,181.37,34.45,11.6,-8.11,14.81,1.44,168.34,1.0
2.0,2.0,-39.84,26.79,-345.77,80.02,25.44,-111.56,-7.21,260.03,-22.35,32.4,-127.94,45.89,-6.46,1.16,-1.61,26.43,-98.61,-5.82,-3.69,5.27,46.49,-7.22,48.95,1.0
2.0,1.0,-41.89,70.87,244.48,-4.64,60.36,-42.65,-25.53,73.67,109.12,-45.3,63.1,-30.56,21.67,28.53,3.23,15.72,11.25,4.2,5.5,-5.85,0.57,-8.6,-107.06,0.0
2.0,1.0,1.76,-7.6,-51.8,34.5,-50.54,49.21,141.2,136.27,13.42,78.69,102.77,-134.69,19.96,-9.37,-1.94,-69.01,-79.62,26.7,1.86,1.28,222.88,26.11,41.97,2.0
3.0,1.0,-40.99,-34.59,168.62,27.27,27.18,19.61,-24.56,109.41,51.12,-43.64,-168.56,-82.83,58.81,-23.44,1.69,26.49,131.26,33.52,-6.87,-3.74,28.51,-5.14,42.33,1.0
2.0,1.0,-137.55,-187.38,-13.6,-11.78,22.31,-16.17,122.47,60.88,-86.78,-76.67,-132.5,13.01,28.35,-85.03,-0.98,-53.29,150.84,-36.83,3.34,-5.81,-47.68,19.2,73.7,1.0
1.0,2.0,30.41,-60.03,82.71,-17.6,25.8,-83.96,-52.2,-72.32,66.33,-72.86,-106.23,-90.0,133.41,-22.54,1.01,53.19,149.32,-2.56,2.21,-7.35,-97.98,-5.1,52.01,1.0
1.0,1.0,-5.97,63.75,-119.14,60.17,41.81,29.51,92.36,-11.35,22.86,-9.22,-79.84,-26.59,46.88,-32.33,1.29,38.76,58.73,-23.66,0.86,-1.41,44.29,-1.2,155.25,1.0
1.0,2.0,143.59,-8.28,-163.14,-13.71,24.89,17.77,-7.1,-164.88,94.32,-119.78,18.32,-119.0,37.18,19.32,0.71,1.51,-189.95,30.51,-4.15,-1.09,-122.59,-13.58,-15.55,2.0
2.0,2.0,4.21,-29.02,109.98,-30.55,6.38,17.66,-95.85,83.01,106.38,-22.59,-53.72,-105.49,35.07,32.13,-3.01,50.44,98.05,-14.55,3.63,-6.15,-46.09,3.12,0.71,0.0
