cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
1.0,1.0,0.0,4.92,-2.8,72.77,7.64,72.28,198.46,-71.71,508.31,185.07,-34.06,-147.74,-9.76,-59.73,35.74,1.0
1.0,1.0,1.0,-9.16,9.35,84.01,18.9,-26.69,73.78,-73.71,64.49,130.84,-20.49,21.84,-6.3,116.39,99.94,0.0
1.0,1.0,1.0,6.54,-114.02,27.65,-4.48,36.68,-96.39,-40.47,29.61,-130.29,-16.16,-4.4,6.49,-4.75,15.18,0.0
1.0,2.0,1.0,15.73,23.72,-48.05,9.97,38.67,147.15,24.71,470.12,121.38,-43.55,-91.98,-6.42,-83.77,-50.33,1.0
1.0,1.0,1.0,-36.91,115.41,-42.1,3.0,139.83,36.66,26.24,265.04,82.55,-11.2,-140.9,0.82,20.47,-2.54,1.0
1.0,1.0,1.0,43.06,-108.07,56.19,15.47,40.93,4.78,-41.92,57.44,-172.21,7.88,51.11,-2.35,112.9,74.51,2.0
1.0,1.0,1.0,-26.89,1.11,-6.66,42.87,-19.14,61.83,9.65,125.6,24.51,2.51,21.89,-2.96,-143.02,56.59,2.0
0.0,1.0,1.0,-4.96,95.74,-76.84,-19.68,274.66,-107.2,-4.71,-9.43,-148.79,-19.19,-12.5,-4.82,56.78,25.39,0.0
1.0,1.0,1.0,-9.78,-25.48,36.49,2.88,-127.04,60.65,105.87,145.48,-75.49,12.52,-4.99,1.6,-154.6,-92.87,2.0
1.0,1.0,1.0,39.57,-12.79,-10.24,6.55,-13.38,-78.28,105.85,-285.32,-35.76,25.44,54.75,2.4,136.4,82.21,1.0
1.0,1.0,1.0,-1.7,80.26,37.1,21.21,82.37,-1.6,-69.05,89.46,-51.63,-4.87,9.26,1.78,9.66,65.62,1.0
1.0,1.0,1.0,-64.8,-13.55,-45.47,-10.23,-129.61,45.99,-14.81,498.51,-163.65,-48.46,-81.95,2.97,47.73,-2.85,1.0
1.0,1.0,0.0,15.84,-22.7,103.94,-13.56,99.23,58.85,5.75,-88.63,37.06,28.72,-35.74,0.01,-63.98,78.63,2.0
1.0,2.0,1.0,-3.07,-25.48,7.59,-40.49,143.91,27.56,-63.32,45.2,-7.37,24.72,-118.17,0.23,81.28,-87.0,2.0
2.0,1.0,1.0,12.65,-28.7,102.75,-58.38,-128.28,115.4,85.39,264.17,-138.65,-36.11,12.55,-1.24,79.53,-132.26,2.0
0.0,2.0,2.0,21.82,-10.44,-24.27,35.98,-39.72,-261.19,46.83,-98.02,-140.71,0.06,-22.09,2.38,0.62,3.68,2.0
2.0,1.0,1.0,20.24,5.87,-47.38,12.82,-82.81,172.6,23.51,179.75,108.54,-6.08,23.87,1.0,81.96,-8.38,0.0
1.0,1.0,1.0,25.22,-45.2,-58.34,-1.08,-7.97,-99.7,-5.61,-120.44,-60.6,17.91,-23.75,0.39,50.59,-22.5,1.0
1.0,1.0,1.0,29.32,27.24,-0.62,-16.46,-76.48,-32.95,43.26,-129.54,94.69,-22.46,-0.85,-0.07,86.8,168.31,0.0
1.0,0.0,1.0,30.06,2.32,57.02,-10.78,-77.08,-1.26,17.55,-122.74,-8.75,1.27,46.56,-0.5,-6.67,53.37,2.0
1.0,1.0,1.0,0.56,-29.57,79.42,-4.58,-83.24,-196.76,-63.01,-444.65,35.12,17.03,9.19,-0.11,-39.0,156.49,2.0
1.0,1.0,1.0,22.6,-78.43,26.61,-0.87,103.45,-108.0,46.48,245.2,-175.69,-33.75,-75.73,-4.39,40.3,30.83,0.0
1.0,1.0,1.0,-25.38,-185.63,27.15,12.4,-70.56,87.61,9.7,318.51,-47.89,-15.1,-14.43,1.03,-54.26,-87.31,2.0
2.0,1.0,1.0,1.54,55.65,-23.54,-55.95,-125.53,32.56,79.04,80.45,15.3,-18.93,-96.43,7.52,-118.78,82.03,0.0
1.0,1.0,1.0,-10.92,114.43,93.97,-11.9,-95.33,66.2,-110.5,-37.77,26.09,21.17,-1.84,1.07,-58.43,-44.78,2.0
2.0,1.0,1.0,14.02,-34.96,-56.12,-33.72,-61.15,23.12,-20.07,-68.49,195.41,-25.13,-61.11,1.54,122.78,174.11,0.0
1.0,1.0,1.0,-22.37,-45.66,-185.27,-29.44,119.69,-34.13,-49.63,-441.89,-68.19,32.0,130.28,-5.0,-68.23,-2.34,0.0
1.0,1.0,1.0,6.77,29.98,7.82,-19.17,-70.9,-31.29,41.14,-164.94,83.7,-14.97,16.61,-9.37,66.24,69.22,0.0
2.0,1.0,1.0,11.18,-72.91,79.12,-34.61,101.15,-16.86,77.79,222.41,-81.92,-5.44,-174.51,1.66,103.75,123.15,2.0
1.0,1.0,1.0,21.81,41.42,-62.7,-13.35,63.74,32.49,86.72,-42.06,124.34,15.19,-105.85,-1.08,-108.75,129.82,2.0
1.0,1.0,1.0,-8.74,-122.23,45.44,3.51,-117.45,17.99,-107.15,169.44,-108.95,-18.32,43.26,-1.93,-61.56,-83.64,2.0
1.0,1.0,1.0,17.89,9.58,48.41,11.21,171.99,6.66,83.48,60.99,-78.63,-17.02,57.37,0.24,-52.53,53.92,0.0
1.0,1.0,1.0,-73.02,-4.43,12.15,6.02,-51.1,-36.97,-105.84,-242.38,-6.83,16.31,94.09,-4.42,-3.72,-12.4,2.0
1.0,1.0,1.0,17.19,-65.71,-104.95,-4.22,150.56,41.86,-36.08,10.04,-57.47,8.22,24.55,0.04,-2.14,2.8,1.0
2.0,2.0,1.0,-49.27,0.28,41.58,-3.49,78.46,104.16,70.97,82.29,28.31,22.05,-14.85,5.09,-31.39,-85.52,2.0
1.0,0.0,0.0,-26.39,100.15,13.59,21.95,85.82,168.72,-25.74,493.94,39.99,-18.66,-86.7,2.59,-89.56,-65.46,1.0
1.0,1.0,1.0,-18.93,-27.72,58.97,-7.4,-12.35,-184.06,17.8,-271.6,-125.57,14.88,10.99,1.08,-42.15,65.51,1.0
1.0,1.0,1.0,15.54,15.35,-69.42,-3.2,41.53,51.24,52.59,135.67,-94.65,-5.11,1.03,-0.5,-102.86,63.73,0.0
1.0,1.0,1.0,-62.85,59.68,-45.41,-12.13,148.08,18.73,113.58,-138.51,108.09,-12.05,30.76,-11.61,-130.11,116.37,1.0
1.0,2.0,1.0,-15.67,94.87,-90.7,-5.38,-153.39,-29.63,-69.26,127.77,-124.99,-7.18,-48.4,-5.07,-31.78,57.61,1.0
1.0,1.0,2.0,41.12,-50.95,143.03,33.11,7.64,-117.55,-44.39,107.04,-41.05,6.98,-105.28,2.44,-74.91,88.92,1.0
1.0,1.0,1.0,15.8,66.9,-63.77,-24.7,-39.49,122.78,-66.76,345.35,-119.2,-20.66,-16.04,-5.58,4.23,-130.49,2.0
1.0,2.0,1.0,-44.93,-60.18,-34.24,-18.34,3.66,47.12,-58.16,-20.53,-16.58,-9.37,40.7,-2.46,-14.1,24.69,0.0
1.0,2.0,1.0,35.58,-121.88,-49.06,46.62,160.93,198.31,91.36,566.97,22.93,-21.54,-34.44,-4.64,60.87,-88.76,1.0
1.0,1.0,1.0,-11.4,-36.47,-148.84,38.56,-10.13,-11.93,-39.55,-129.13,52.06,37.03,17.85,-3.29,-21.2,18.59,1.0
1.0,1.0,2.0,5.54,-36.26,94.72,-6.75,25.85,-212.96,-96.36,-177.76,-54.49,5.97,-64.44,-1.0,17.81,29.03,1.0
1.0,1.0,1.0,4.88,4.63,97.9,60.98,-103.05,89.52,-12.52,-138.3,104.85,62.83,59.02,-3.21,98.9,-3.01,1.0
1.0,1.0,1.0,32.83,-93.93,31.7,-43.2,25.51,-46.01,88.97,-537.25,-57.04,22.1,153.49,-0.35,-108.24,65.36,0.0
1.0,2.0,1.0,-5.69,78.47,126.16,4.2,-90.4,-20.31,-52.18,-2.41,2.59,-0.84,-8.45,-0.29,72.96,-25.5,0.0
0.0,1.0,1.0,1.54,190.44,25.26,-8.0,56.33,-113.66,124.64,-104.18,-63.66,1.41,-40.75,0.71,0.72,69.62,1.0
1.0,1.0,1.0,19.78,-26.17,-37.23,-57.23,64.43,40.15,0.66,18.76,13.6,21.77,-109.89,4.61,21.87,-185.37,2.0
2.0,1.0,1.0,19.74,-46.71,-104.22,8.92,-85.57,115.07,-8.83,196.86,52.36,8.67,-23.42,0.4,-29.41,-114.44,2.0
1.0,1.0,1.0,1.53,-1.43,-76.08,14.18,-2.11,-171.76,-69.39,-167.06,-228.47,27.03,27.67,2.63,8.88,31.42,1.0
1.0,1.0,1.0,-40.93,-91.26,-57.83,32.44,1.33,-12.56,35.37,227.42,-58.67,14.81,-75.58,6.36,8.05,-85.07,1.0
1.0,1.0,1.0,12.92,-5.54,81.01,-2.41,-106.44,92.24,22.98,216.47,43.38,0.2,-65.21,2.83,34.91,-71.77,2.0
0.0,1.0,0.0,-44.95,-30.52,86.95,-43.43,-131.19,-17.08,15.64,-93.21,164.6,-52.23,-48.65,0.48,215.0,196.04,1.0
1.0,1.0,1.0,11.92,31.98,-94.97,0.55,-31.68,-196.98,-126.47,-0.83,-171.69,1.55,-106.26,10.13,35.06,136.94,2.0
1.0,1.0,1.0,4.14,23.55,-134.93,-11.16,-167.82,-77.43,153.91,458.09,-182.97,-39.3,-164.78,-0.72,15.71,-2.83,1.0
1.0,1.0,1.0,35.19,-34.71,-44.57,15.94,129.92,-93.6,-142.05,74.29,-84.52,12.21,-95.12,2.82,111.41,93.27,1.0
1.0,1.0,2.0,22.24,-117.45,15.61,4.6,58.07,-282.92,83.23,-296.61,13.88,-23.53,-0.1,2.88,90.37,77.42,1.0
1.0,1.0,1.0,-4.31,-52.19,-3.52,-10.51,-81.08,5.24,18.04,136.07,-74.02,18.15,-87.08,-0.89,29.47,-75.04,2.0
2.0,1.0,1.0,-19.1,56.17,-107.74,40.36,-36.02,42.9,-19.68,168.04,-40.27,-18.71,68.85,2.81,-24.68,67.71,2.0
0.0,1.0,1.0,-5.69,-65.17,-11.54,-44.24,88.13,-317.39,51.66,-585.02,-169.23,-15.43,75.22,-2.72,66.86,181.79,1.0
2.0,1.0,2.0,36.35,-6.28,97.28,12.37,-45.2,82.98,80.32,267.27,155.79,10.1,-120.91,-4.77,13.71,-159.25,2.0
1.0,2.0,1.0,10.93,-56.35,1.41,8.98,14.06,-130.32,33.81,-99.21,-57.18,24.1,-75.99,2.53,6.65,72.42,1.0
1.0,1.0,1.0,-6.39,33.53,53.69,5.32,-128.18,31.83,-10.82,-48.95,-168.88,-1.79,118.52,-4.93,30.68,155.17,0.0
1.0,1.0,1.0,-4.45,121.13,-8.24,12.54,-105.41,-109.46,16.53,-120.01,-134.13,11.1,33.13,-6.32,-102.18,44.17,1.0
1.0,1.0,1.0,-23.08,-5.66,-24.3,-1.88,-5.81,-200.42,45.91,-177.8,-61.45,18.85,-76.44,1.96,-42.91,9.1,1.0
1.0,1.0,1.0,-12.31,-42.84,39.35,10.62,77.4,48.6,2.97,90.85,-79.47,33.66,-50.89,3.16,131.3,43.63,1.0
1.0,1.0,1.0,-15.33,17.34,21.71,-3.72,154.56,-139.05,-34.82,78.22,-99.23,-15.29,-87.41,4.11,8.09,73.36,1.0
1.0,1.0,1.0,20.21,-37.95,111.07,57.24,106.89,-88.24,56.24,174.3,-28.7,33.48,-142.93,3.29,-80.34,64.25,1.0
1.0,1.0,1.0,35.87,94.27,50.73,-32.35,107.32,-129.33,-131.94,-200.43,43.77,-21.25,-50.97,5.24,68.81,158.91,0.0
1.0,1.0,1.0,37.3,-73.19,-72.27,3.47,176.2,-18.57,-22.47,31.26,-48.43,9.0,-24.12,0.82,-6.61,-5.9,1.0
1.0,1.0,1.0,-16.9,-54.53,-87.11,-66.19,170.69,-43.22,-134.04,-645.17,118.07,0.48,129.57,1.15,-236.77,177.62,0.0
2.0,1.0,1.0,-11.93,68.55,-88.61,34.94,252.71,69.15,-77.61,99.07,-94.83,-3.19,97.47,-3.66,-57.54,135.85,0.0
1.0,1.0,1.0,-6.93,-8.81,73.47,9.45,140.05,99.91,-160.86,156.05,76.19,-13.37,8.08,10.84,-38.95,-30.91,0.0
1.0,1.0,1.0,16.76,78.03,48.57,-13.23,-194.27,73.0,9.39,140.96,-8.67,-2.28,-28.45,5.19,19.57,-73.66,1.0
2.0,2.0,1.0,27.46,-16.53,-52.71,44.14,118.19,73.88,-198.56,445.4,-41.84,15.72,-116.06,-7.0,25.09,-72.07,1.0
1.0,1.0,1.0,-1.55,-61.46,-18.04,-11.3,5.67,39.83,-83.78,95.77,-56.25,14.07,-37.63,-3.3,34.4,-79.36,2.0
0.0,1.0,0.0,6.23,17.1,-99.25,-63.84,43.41,-45.44,40.9,-189.66,87.51,-60.74,3.35,-4.56,74.56,201.75,1.0
1.0,1.0,1.0,-18.83,121.55,-24.75,23.62,-19.82,-111.64,2.85,-322.79,76.03,16.51,66.49,-1.83,63.4,16.42,1.0
1.0,1.0,2.0,70.15,116.71,109.5,26.61,-101.91,-278.13,55.87,-220.6,-346.3,53.34,6.26,-0.02,-61.56,-21.76,1.0
1.0,1.0,1.0,-9.8,9.41,18.86,-22.02,4.57,18.64,40.47,-75.23,64.0,22.02,-100.38,2.78,-37.09,155.41,2.0
1.0,2.0,2.0,26.34,-21.5,-128.13,-33.68,153.22,-190.45,12.2,67.5,-167.59,-42.31,-80.56,-4.39,-48.71,94.35,1.0
1.0,1.0,2.0,-50.52,29.05,-29.08,-2.21,65.13,-366.88,152.84,-341.87,-307.89,27.2,-28.86,-2.85,-70.12,99.54,2.0
1.0,1.0,1.0,80.59,-59.52,38.97,6.55,98.88,22.97,60.78,81.38,-43.7,-37.4,114.51,5.36,188.14,-73.14,2.0
1.0,1.0,1.0,-11.59,51.67,28.39,-24.72,114.75,-123.45,78.99,-299.27,59.55,31.81,-115.68,2.85,190.97,167.49,2.0
1.0,1.0,0.0,5.23,-1.55,2.9,-22.9,214.75,57.62,-58.54,-63.73,-117.23,15.94,45.18,-3.21,-178.27,38.62,2.0
1.0,2.0,1.0,19.2,15.7,-39.74,-11.67,-30.11,-13.97,-55.64,167.66,12.7,-8.84,-101.76,-4.88,-10.69,-89.94,0.0
1.0,1.0,1.0,19.99,5.75,-76.91,26.0,-114.3,-52.97,-41.27,-88.75,34.26,4.32,27.66,2.37,50.49,3.94,1.0
1.0,1.0,1.0,-28.78,139.47,82.96,-15.54,2.89,79.97,-126.55,163.12,-74.67,3.0,-38.36,7.19,44.95,31.03,0.0
1.0,1.0,0.0,15.86,25.55,-72.65,28.99,-20.52,72.93,-123.94,96.42,6.72,-7.53,51.5,4.84,9.57,41.4,1.0
1.0,1.0,1.0,47.98,69.44,-101.85,-20.1,43.76,-163.87,-90.05,457.5,-358.97,-28.49,-206.51,-1.23,-16.92,39.71,0.0
1.0,1.0,1.0,-16.25,-61.99,1.46,-66.54,129.8,-108.48,65.32,-423.42,-82.79,13.83,23.53,3.75,-85.58,101.15,0.0
1.0,2.0,1.0,18.08,43.0,49.2,-1.82,-213.07,24.08,-61.42,129.64,-3.68,1.36,-65.49,-3.36,169.09,15.18,2.0
1.0,2.0,2.0,8.89,-60.01,84.44,6.88,106.52,-113.82,-46.8,-51.94,-54.01,5.26,-19.47,1.72,115.02,-36.38,2.0
1.0,0.0,1.0,17.23,-149.17,-123.17,-16.75,-21.25,7.61,152.31,-63.42,-87.38,6.05,36.05,-6.39,174.87,-15.94,2.0
1.0,1.0,1.0,-10.61,50.05,184.37,28.72,-71.9,-78.63,-47.66,21.58,-57.58,39.81,-98.94,-6.84,35.81,21.52,1.0
0.0,1.0,1.0,-0.33,-72.33,-41.9,43.12,-81.87,-95.35,-46.63,-266.83,40.98,62.58,-9.09,0.49,-37.53,-24.86,1.0
1.0,1.0,1.0,14.22,74.51,93.27,-1.62,-6.5,-29.76,-56.82,85.49,2.79,-7.67,-81.58,3.58,71.87,105.91,2.0
1.0,1.0,1.0,32.88,11.57,71.49,-3.53,-121.62,81.76,-36.84,-161.15,85.22,14.35,80.85,-1.68,-92.78,16.63,0.0
2.0,1.0,0.0,18.75,111.4,-16.4,57.97,44.88,266.66,-6.11,605.18,76.85,-13.96,-35.87,-2.15,173.81,-36.73,1.0
1.0,1.0,1.0,4.47,92.96,98.52,12.01,-139.89,-3.85,-44.34,234.1,45.05,-9.89,-102.78,-0.45,72.25,-50.76,2.0
1.0,1.0,1.0,6.48,-20.46,22.96,-14.26,-88.42,67.72,-50.33,136.58,-38.08,-5.66,-6.46,-5.19,5.97,-52.75,2.0
1.0,1.0,1.0,6.94,144.96,125.07,15.08,31.98,1.38,19.68,175.37,-46.39,2.02,-61.55,0.17,23.42,28.38,2.0
2.0,1.0,1.0,22.48,55.43,51.77,-7.11,21.13,95.76,187.35,229.58,52.42,3.52,-81.96,0.6,-78.9,-90.44,2.0
1.0,0.0,1.0,5.4,-25.79,0.96,4.07,-68.06,48.66,146.58,97.86,-5.19,3.92,-11.73,-0.77,90.1,-24.94,2.0
1.0,0.0,1.0,-34.15,64.33,97.73,-13.54,-191.73,65.71,111.3,-70.52,57.55,7.24,26.1,2.38,-42.86,-22.04,0.0
2.0,1.0,1.0,-16.41,-45.19,40.28,43.84,-42.36,196.67,-15.67,37.6,73.05,-1.6,169.34,4.03,68.17,102.81,0.0
1.0,1.0,1.0,10.4,23.92,-43.07,-0.44,-113.98,-16.45,3.02,97.4,-119.84,10.27,-18.3,-7.35,-96.37,-97.41,2.0
2.0,0.0,1.0,22.17,94.9,39.69,1.38,-66.99,16.66,53.51,138.82,45.58,4.3,-92.04,-6.06,-92.57,14.04,2.0
1.0,2.0,1.0,-3.0,262.88,-33.01,-20.12,-78.66,-131.26,29.82,-301.72,-74.11,24.37,2.12,-2.15,-2.42,55.3,1.0
2.0,1.0,1.0,16.64,-96.9,98.78,47.84,173.72,109.91,6.79,31.27,52.68,0.57,124.89,5.54,64.1,72.27,0.0
1.0,1.0,1.0,-16.05,26.33,-91.37,-30.41,230.17,-80.06,-107.46,-321.01,-130.33,23.2,43.3,7.07,-164.09,126.95,2.0
1.0,1.0,1.0,-40.45,-33.19,-110.51,63.56,187.86,-130.3,-99.48,72.5,-272.15,49.05,5.78,-2.31,168.39,-90.43,1.0
1.0,1.0,1.0,-23.52,9.68,30.69,25.56,-114.85,-114.45,-58.46,-129.32,-74.04,69.7,-119.56,0.15,-34.1,71.16,1.0
1.0,2.0,1.0,1.66,-0.16,7.24,1.6,128.3,-100.37,36.29,216.58,-253.12,-21.25,-44.76,1.64,-37.36,79.59,0.0
1.0,2.0,1.0,-0.73,120.94,33.14,-17.33,-3.22,20.58,54.39,16.1,-52.27,15.37,-26.54,-7.69,95.24,-45.98,2.0
1.0,1.0,1.0,-20.58,-79.96,100.16,-18.59,-189.71,-15.88,7.78,-44.48,23.4,-36.86,19.83,-2.39,119.41,149.97,0.0
1.0,1.0,1.0,38.73,32.01,2.11,-16.5,126.73,-28.4,86.07,-310.84,-29.53,41.42,31.28,1.27,113.23,70.2,2.0
1.0,1.0,0.0,-21.78,70.56,-83.01,-21.04,9.74,38.84,15.51,81.39,-85.55,-8.3,-7.72,6.42,38.91,34.19,0.0
2.0,1.0,1.0,-18.4,-79.7,112.0,-34.56,95.43,73.55,-85.63,-121.62,60.35,-5.79,50.48,-4.36,-52.08,44.49,0.0
1.0,1.0,0.0,-5.04,-56.37,-66.93,-29.07,-111.5,22.52,57.89,-101.43,-184.9,15.27,72.91,1.12,2.96,-5.68,2.0
1.0,1.0,1.0,32.31,82.61,137.7,9.45,-45.43,9.75,-52.64,118.25,90.14,-2.6,-79.23,-12.61,12.22,-11.42,2.0
1.0,1.0,1.0,23.5,-26.27,103.48,-13.02,49.79,56.1,-149.75,92.2,7.73,4.81,-41.89,5.81,25.77,-42.25,1.0
0.0,1.0,1.0,-26.41,46.76,-82.61,-50.76,97.47,-95.18,-10.37,-240.48,42.37,-52.52,26.7,-1.92,-17.62,204.18,1.0
1.0,2.0,1.0,27.39,-142.2,69.02,-12.07,0.18,91.34,32.36,294.23,183.11,-31.26,-158.98,1.34,-60.24,71.77,1.0
1.0,1.0,1.0,-13.96,-87.75,36.21,40.38,40.45,151.14,-146.99,74.54,85.67,-16.71,135.47,1.47,-62.02,74.07,0.0
1.0,1.0,1.0,20.17,-0.51,57.65,51.64,29.35,112.21,37.61,344.66,-76.11,7.18,10.89,-2.59,43.99,-55.1,1.0
1.0,1.0,1.0,4.46,-61.62,-12.89,-2.26,-3.28,-19.59,59.92,100.11,-48.38,-45.0,57.89,3.55,21.26,8.75,2.0
1.0,1.0,2.0,-11.07,45.66,-53.81,12.3,-7.39,-156.79,-58.93,35.48,-75.27,7.39,-104.83,1.06,-59.69,25.37,1.0
2.0,1.0,1.0,-15.29,-25.69,149.88,-5.23,-101.09,93.15,-22.17,397.14,-135.75,-11.98,-49.32,0.33,82.33,-112.44,2.0
1.0,0.0,1.0,14.36,-22.64,-16.4,-21.57,173.21,-74.89,-10.51,-325.01,-6.53,0.81,100.25,-1.2,151.78,-42.84,1.0
1.0,1.0,1.0,-45.02,119.86,-20.29,-11.31,84.07,-100.24,-40.55,-281.69,-1.71,-0.76,61.2,-0.21,84.38,39.86,1.0
0.0,1.0,1.0,36.81,-128.55,-61.84,-26.24,-190.87,-69.51,-0.19,-261.19,-18.25,-7.15,35.85,-6.44,11.07,148.72,0.0
1.0,1.0,1.0,1.3,-115.93,59.11,6.14,-73.53,-47.65,-88.26,59.24,-176.1,-3.43,63.21,-1.71,9.95,-113.38,2.0
2.0,2.0,1.0,2.93,-34.97,-2.51,-9.37,105.57,140.93,-4.74,247.44,50.01,-4.32,-33.85,-4.38,12.68,-113.31,2.0
1.0,1.0,1.0,-33.04,103.13,-6.75,-13.15,189.87,112.16,-22.04,-37.11,32.01,9.83,51.52,6.64,-62.94,-25.24,2.0
1.0,1.0,1.0,-18.3,86.26,38.99,-3.35,59.9,-147.57,103.9,-254.41,-65.3,22.28,-22.65,-6.35,40.46,133.55,1.0
1.0,1.0,1.0,-46.0,119.51,13.53,-7.15,33.5,45.46,-4.31,10.05,-28.44,11.19,-6.31,-0.76,-71.21,54.62,2.0
1.0,1.0,0.0,-3.16,-23.28,-37.75,-10.02,-31.75,207.87,-31.54,416.44,155.0,-61.63,-52.14,-12.13,-44.74,70.66,1.0
1.0,1.0,1.0,15.89,123.07,-69.06,-15.33,-140.11,39.28,60.43,-30.48,124.45,-24.45,3.94,-6.76,-47.12,101.46,0.0
2.0,1.0,1.0,50.24,-123.31,26.12,11.89,-197.24,141.75,112.23,291.61,23.22,14.52,-56.05,6.72,-51.27,-97.17,2.0
1.0,1.0,1.0,-0.23,-91.65,-2.93,24.7,155.29,-40.25,-22.17,313.27,-168.61,-37.82,-7.6,3.35,165.8,66.93,0.0
1.0,2.0,1.0,6.17,21.12,43.61,19.06,195.51,116.05,-6.36,339.96,34.84,-16.23,-39.54,-0.19,-74.72,-40.11,0.0
2.0,1.0,1.0,-2.01,-203.56,-51.84,20.27,-70.79,57.67,-21.15,242.38,-83.25,-12.79,6.0,0.85,5.96,67.09,0.0
1.0,0.0,1.0,-24.76,37.0,-26.67,16.81,-26.65,-199.1,-3.93,-210.79,-171.64,28.53,-0.45,-3.56,-81.28,53.69,1.0
2.0,1.0,,25.54,31.78,-125.33,-22.78,-97.64,-30.16,-45.46,94.84,-158.19,15.19,-60.14,-2.31,50.55,-35.47,2.0
1.0,0.0,1.0,14.23,-5.26,120.24,10.94,-89.66,-32.24,-89.97,78.69,-72.77,-0.63,-20.99,-4.4,-49.62,24.09,1.0
2.0,1.0,2.0,9.29,42.38,-77.4,21.12,103.44,12.41,56.44,177.02,4.74,-1.46,-35.72,2.37,-104.42,-30.76,0.0
1.0,1.0,0.0,-11.48,-3.3,88.83,0.41,-127.13,166.14,51.03,546.04,160.15,-50.18,-152.05,-0.06,70.71,-13.09,1.0
0.0,1.0,1.0,-69.81,11.47,134.74,-13.66,117.5,-173.04,4.7,-224.09,-92.58,2.57,-29.16,0.16,-55.56,123.72,1.0
2.0,1.0,1.0,-12.48,49.32,-13.2,60.72,56.63,137.68,-54.29,65.36,31.47,-5.89,168.78,-0.56,45.23,129.5,0.0
1.0,1.0,0.0,-31.83,9.12,80.3,-8.79,-6.48,46.91,47.91,-0.46,-118.51,16.39,40.37,2.97,-69.02,-39.44,0.0
2.0,1.0,1.0,52.11,-127.74,5.08,45.49,-67.15,213.57,10.36,588.63,-30.53,-19.28,-1.13,-2.04,31.3,-133.8,1.0
1.0,1.0,1.0,-46.22,6.83,-38.84,9.13,-119.37,-23.55,-36.59,175.22,-1.26,9.69,-112.14,5.68,74.59,-88.64,2.0
1.0,1.0,1.0,29.64,40.74,49.15,42.16,33.71,42.07,75.75,81.05,107.27,-5.86,21.97,0.3,-27.1,49.3,0.0
1.0,2.0,1.0,-9.31,23.69,3.24,41.21,32.64,53.66,-7.77,235.33,118.32,18.26,-85.8,2.01,54.44,-157.69,2.0
1.0,1.0,2.0,39.5,-41.53,-107.12,2.73,276.1,-170.73,-35.36,-193.6,-3.84,0.42,-12.88,0.39,91.99,4.55,1.0
1.0,1.0,1.0,-33.16,-60.98,-22.37,-3.99,215.15,8.15,18.87,82.19,50.86,-32.08,-29.14,-0.1,-185.63,151.66,1.0
1.0,0.0,1.0,-9.52,62.1,40.83,-14.16,-16.6,-129.58,-54.51,-353.33,109.98,-13.67,13.52,1.58,31.23,227.95,0.0
1.0,1.0,1.0,13.88,1.7,-18.71,-4.17,-54.64,-125.48,-79.56,163.83,-154.75,3.27,-128.37,0.55,-9.23,-14.83,2.0
1.0,2.0,1.0,10.09,-78.39,-0.3,-53.44,66.74,-59.78,-82.44,-494.12,36.79,6.64,89.3,4.48,-8.67,98.89,0.0
2.0,1.0,1.0,-31.66,-58.47,-116.97,11.59,-62.07,243.04,-32.89,117.81,204.1,-19.88,97.12,2.74,177.88,53.02,0.0
1.0,1.0,1.0,38.4,191.17,97.52,-8.38,-18.86,94.64,-72.25,-130.35,109.35,-6.27,101.98,-1.77,-28.03,-0.96,0.0
1.0,1.0,1.0,-19.73,50.0,-16.41,-28.27,15.72,34.43,-109.05,-197.97,2.97,3.73,68.85,2.43,75.82,45.41,0.0
1.0,1.0,1.0,27.45,74.1,-33.18,-48.13,171.02,42.59,54.73,45.27,-104.8,-5.1,7.82,1.59,-46.61,-120.82,2.0
2.0,1.0,1.0,9.31,-21.21,-2.2,-9.42,-108.73,109.71,78.62,-32.92,-113.67,16.99,101.67,2.17,-5.95,28.03,2.0
1.0,2.0,1.0,-26.74,-74.46,88.29,46.45,-16.06,-3.13,107.99,50.02,32.24,42.67,-63.86,1.43,91.35,21.7,2.0
1.0,1.0,1.0,16.53,3.41,112.54,-14.46,81.22,116.5,72.23,142.72,-37.91,-0.1,13.19,-8.85,-38.49,-55.46,2.0
1.0,1.0,1.0,22.58,41.83,48.17,26.81,-14.16,99.6,-15.52,206.4,-1.81,-3.88,23.61,2.08,-8.83,-39.58,0.0
1.0,1.0,1.0,35.74,-11.92,-24.03,37.33,-68.25,23.34,-61.87,179.55,-224.6,-21.29,193.5,1.53,-32.96,-222.6,2.0
2.0,1.0,1.0,-15.93,91.11,17.93,42.05,-47.02,73.32,55.0,238.91,-69.5,-18.61,65.38,1.15,8.52,103.03,0.0
1.0,0.0,1.0,-40.74,193.36,-43.41,1.49,59.97,-82.0,140.5,92.05,-129.73,-29.84,5.3,-1.71,82.29,35.25,0.0
2.0,1.0,2.0,34.33,-66.49,26.4,-18.28,-42.16,-77.47,13.03,-183.13,-2.67,25.43,-45.58,11.04,-67.98,50.11,2.0
2.0,1.0,0.0,7.68,17.64,27.87,-48.1,-44.61,193.71,-29.91,97.53,-66.31,11.97,44.97,1.25,125.09,-154.41,2.0
