cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
1.0,0.0,3.0,-81.4,-83.71,-1.75,32.98,-55.45,-118.02,-42.75,140.49,-101.7,-5.45,-15.59,-34.11,38.7,-67.7,1.58,136.57,-54.12,40.99,14.55,-31.68,-96.96,-214.83,-405.27,0.0
2.0,2.0,2.0,-4.89,-112.54,-10.94,-24.83,1.5,45.92,89.42,127.75,74.43,-10.23,27.18,1.64,-85.19,100.91,-21.71,47.72,44.22,38.07,31.57,-10.0,73.94,292.61,111.75,1.0
1.0,3.0,1.0,45.36,37.68,12.19,23.35,83.26,-36.03,169.52,-9.34,-81.37,18.23,-16.69,56.69,-87.37,-139.48,8.67,252.72,88.49,93.74,-27.4,0.08,2.9,-3.93,71.56,0.0
2.0,1.0,2.0,-43.59,8.61,-1.81,-23.33,-10.42,-47.04,90.99,62.66,-54.57,-11.35,12.75,-1.24,-41.39,-87.26,-16.57,163.08,8.81,23.14,40.6,-18.07,-52.47,10.61,-179.18,0.0
2.0,1.0,2.0,-71.4,-45.41,15.1,-9.25,-54.95,52.23,116.9,-101.11,-108.87,27.38,3.42,57.5,-14.49,-69.36,21.93,-98.29,29.23,-35.29,40.57,4.47,13.48,-67.24,-193.35,1.0
2.0,1.0,1.0,151.1,39.59,10.23,-27.73,-15.06,118.71,-39.63,1.14,-67.45,15.6,7.61,19.79,-67.6,156.93,15.78,208.54,-19.52,22.75,3.73,-4.63,140.44,60.41,133.05,1.0
1.0,1.0,1.0,-107.18,79.72,15.77,68.9,3.65,-113.68,225.78,23.36,-13.25,-6.27,12.96,149.0,-49.5,118.78,5.91,243.44,-74.15,97.07,-136.73,-27.4,-91.96,-93.6,90.09,0.0
1.0,1.0,2.0,-12.12,97.39,21.16,1.62,68.13,-44.65,11.07,69.75,20.1,-6.2,29.56,104.46,4.84,78.71,-9.51,-20.21,-87.42,-7.55,-22.78,-2.87,-86.44,12.53,-294.3,0.0
2.0,2.0,2.0,-16.85,-99.6,-4.79,12.43,-144.47,118.08,204.24,244.96,-1.08,-23.27,-16.51,-53.06,-85.4,28.81,0.4,-1.14,12.35,-20.42,42.6,-1.89,83.3,-52.32,-116.47,1.0
2.0,2.0,1.0,-52.88,-63.49,7.09,167.89,82.56,126.59,150.25,70.53,114.36,4.94,-28.93,-12.61,-1.03,-193.48,-10.98,156.04,-72.1,42.99,-20.72,-10.06,55.96,-4.97,139.47,0.0
2.0,1.0,1.0,-58.64,144.2,-2.01,15.42,39.27,74.19,0.3,-27.01,71.77,1.57,10.89,-121.87,85.25,-210.83,3.18,112.16,-25.75,74.37,-11.56,-2.41,185.3,151.9,126.84,1.0
2.0,3.0,2.0,113.87,-24.22,-2.49,-9.45,100.35,128.16,-67.49,5.42,67.63,10.45,21.77,65.12,-34.52,9.27,-5.11,347.01,-9.98,82.15,15.5,-1.07,-60.25,34.99,190.04,0.0
1.0,1.0,2.0,-33.08,89.09,19.18,-36.61,13.41,-42.27,55.49,14.39,73.58,-16.44,28.58,-14.74,-19.76,-68.35,14.15,104.28,-43.54,17.99,-20.3,-16.28,-93.12,222.92,-109.28,0.0
2.0,2.0,2.0,79.63,78.79,-4.59,-9.54,-94.62,-26.45,192.12,-5.89,135.31,-2.14,-24.39,-21.54,37.13,-59.72,14.33,59.05,-9.45,7.34,-102.0,-5.08,-133.43,17.82,310.24,1.0
3.0,2.0,1.0,-57.29,93.09,7.07,-92.88,65.51,-126.67,17.11,-50.6,-70.27,-9.29,6.1,43.6,-89.85,5.6,-11.51,196.33,111.82,17.7,-138.49,3.54,51.85,-27.97,156.32,1.0
1.0,1.0,2.0,-74.87,-126.1,-29.63,-60.42,91.03,41.21,280.53,104.5,18.47,-14.93,-23.28,89.7,30.47,28.97,-14.26,-12.48,-24.0,26.34,-80.33,-13.91,52.51,113.24,-152.04,1.0
1.0,2.0,2.0,-50.85,49.4,-11.44,90.56,-109.67,116.59,101.13,-11.13,8.83,11.98,8.66,-32.8,20.07,-97.3,9.8,17.52,-138.38,31.22,13.86,5.38,6.23,202.04,-173.49,0.0
1.0,1.0,3.0,-7.64,-150.52,-10.87,4.3,147.68,127.03,-146.7,-63.0,-70.2,-5.11,49.84,-11.07,-34.2,55.0,-10.93,-69.24,-10.02,27.35,76.08,-2.25,31.96,88.57,77.79,0.0
2.0,2.0,2.0,95.38,-45.94,3.13,-90.05,-39.07,-34.37,-55.04,-72.35,75.3,-28.78,12.76,9.57,-69.15,-63.33,11.47,107.85,120.96,111.35,-98.91,-13.34,74.44,1.08,355.37,0.0
1.0,2.0,1.0,205.05,162.94,1.51,-7.23,91.59,-158.55,372.97,211.39,58.19,-4.0,-34.6,29.1,126.86,-136.43,1.97,31.35,29.65,29.04,27.8,2.49,-7.44,-30.21,49.61,1.0
1.0,1.0,1.0,-27.39,34.75,20.83,98.8,114.49,47.51,149.14,-83.0,-6.55,-1.02,-14.42,30.07,-28.94,26.63,-0.79,171.33,-126.5,33.44,-132.99,-9.32,141.87,33.88,182.45,1.0
2.0,2.0,1.0,-8.37,-66.76,28.99,1.69,16.73,-39.48,124.51,-79.81,4.6,-10.34,35.6,-46.34,-26.94,20.76,-5.74,248.28,-86.83,-4.07,-103.22,-15.79,49.48,152.98,268.98,1.0
2.0,1.0,2.0,118.63,18.05,8.91,-147.88,43.69,-55.27,272.12,30.72,85.55,-15.93,-8.43,-50.92,-207.54,-1.85,14.73,326.55,-134.54,135.79,-88.47,-42.25,-112.82,104.61,59.79,0.0
2.0,2.0,1.0,2.7,-3.65,-1.95,-57.08,-129.53,24.23,105.32,-26.08,19.17,-7.43,4.87,20.11,44.93,-19.67,26.19,124.27,38.18,19.38,171.1,1.46,46.67,238.41,-172.17,0.0
1.0,1.0,2.0,69.49,39.29,-19.36,54.16,61.38,-98.52,326.92,-125.74,67.72,8.04,3.85,-61.95,122.57,29.2,-12.61,189.89,8.12,74.4,48.3,-26.79,-86.72,53.53,-148.0,0.0
2.0,1.0,1.0,-6.8,70.87,25.27,-28.25,-12.55,-23.81,148.18,-47.92,-18.27,3.59,12.13,-27.39,62.35,-89.6,13.46,112.37,-46.26,61.26,17.42,-4.12,132.01,-103.68,129.93,1.0
1.0,2.0,1.0,29.4,16.54,-0.41,-82.66,-70.9,43.87,128.66,123.87,-61.12,5.19,11.64,8.16,86.06,26.67,-11.31,363.04,152.82,89.37,-8.05,-23.08,-33.95,-30.62,442.34,0.0
2.0,2.0,1.0,26.62,-9.18,17.91,10.17,75.19,-39.67,327.91,-40.77,-7.84,-5.82,4.32,16.35,-20.76,-63.73,-9.71,86.09,109.73,20.77,42.69,-0.11,5.79,-61.51,-126.53,0.0
1.0,2.0,1.0,75.02,118.12,-18.38,53.4,-113.92,60.25,174.51,-63.74,2.34,-4.74,-35.62,-17.99,40.82,136.43,10.95,168.61,-62.87,50.77,-119.66,-7.06,-21.96,-3.07,55.01,0.0
2.0,1.0,1.0,-44.55,166.53,3.51,23.47,-51.07,-18.41,231.86,-49.67,12.41,-15.3,56.15,61.03,77.03,-10.12,18.7,-86.63,52.66,-6.24,96.89,3.93,-79.07,-110.8,-84.66,0.0
2.0,1.0,3.0,-22.67,-164.02,15.71,11.09,-87.04,-30.42,78.38,-45.95,0.45,-15.7,-25.51,-43.54,65.6,43.52,3.49,-192.71,-7.71,31.75,-68.81,3.43,119.37,24.53,-174.35,0.0
2.0,2.0,2.0,23.18,-109.53,1.12,-29.6,-28.47,-35.89,170.25,-51.58,-115.11,-3.55,-1.23,29.24,-9.6,-177.22,1.52,24.53,54.52,96.65,52.99,-8.01,135.93,-21.81,22.12,0.0
2.0,2.0,1.0,85.55,-25.77,3.0,11.84,181.16,67.75,255.65,-74.46,38.92,-6.99,34.68,-27.31,-12.97,129.84,-10.96,90.46,89.33,54.02,-60.34,-0.29,55.0,69.19,91.57,1.0
2.0,2.0,1.0,-73.47,-46.16,17.7,91.59,16.46,17.45,44.59,30.54,-86.54,2.7,33.45,-4.67,80.8,-71.04,5.87,199.87,26.17,54.73,-98.37,-0.8,103.43,75.31,88.66,0.0
1.0,1.0,2.0,5.85,49.81,-25.15,-26.65,42.63,13.45,75.36,2.03,39.6,-6.04,-26.88,-30.24,75.06,129.24,3.83,-43.21,33.74,5.61,8.82,-4.9,-74.89,93.43,-206.93,0.0
1.0,2.0,1.0,-34.1,14.44,19.46,50.94,-42.76,137.66,-28.79,7.21,127.21,0.58,-19.67,-18.7,42.09,-1.12,-8.84,147.75,64.82,70.1,36.68,1.33,120.15,-28.88,148.49,1.0
3.0,2.0,2.0,12.49,-165.49,13.39,33.54,-36.2,-48.85,240.39,42.79,21.49,1.2,-16.56,-49.52,-105.79,-116.9,9.71,70.32,35.84,10.53,299.12,-4.9,27.41,-26.8,-194.67,1.0
1.0,2.0,1.0,28.36,96.29,9.83,-3.39,18.89,-57.87,-81.27,13.77,-59.52,9.89,18.8,-6.99,76.01,7.49,-0.56,138.07,96.89,14.37,67.39,8.87,10.84,61.48,44.28,1.0
2.0,2.0,1.0,-61.92,126.14,-12.37,23.28,-36.41,-10.47,371.79,-97.44,-33.78,2.38,5.65,10.64,-105.85,-116.63,4.32,137.15,59.07,0.09,-32.96,0.64,-59.25,42.06,212.2,1.0
1.0,1.0,2.0,-114.75,139.11,13.58,-29.69,35.79,-49.61,224.68,-13.76,58.63,-18.7,-29.25,-41.2,47.48,-32.22,20.97,-149.68,63.2,-30.49,25.73,4.73,-93.96,-7.61,-267.57,0.0
2.0,0.0,2.0,-74.79,-3.89,3.55,-41.45,28.02,-44.72,38.78,-40.58,121.86,-5.34,11.96,108.62,-31.64,-134.02,-8.14,278.37,2.0,85.93,99.05,-35.15,-76.7,-32.82,-147.59,0.0
3.0,2.0,2.0,38.44,-58.42,15.54,50.17,-107.67,-10.94,-136.85,-87.79,122.76,3.91,-16.72,82.61,-108.37,-50.77,8.73,38.05,29.45,102.76,-88.43,11.0,80.69,-199.59,1.77,0.0
2.0,2.0,1.0,-66.6,-34.91,4.65,-1.44,-142.3,-42.12,247.21,21.55,8.67,-14.72,54.72,34.22,-54.52,16.92,-3.5,108.99,50.06,52.19,51.24,-3.86,86.0,30.41,-20.81,0.0
2.0,1.0,2.0,130.45,9.31,21.23,53.96,-58.84,-48.32,197.92,-8.5,-20.66,-4.96,12.28,-40.55,78.04,30.66,-11.91,-44.38,-32.18,-12.88,-1.94,-14.52,-91.42,-5.71,-279.58,0.0
1.0,3.0,1.0,55.6,0.75,-4.9,-56.71,-35.72,-32.03,-12.84,-64.78,5.48,27.36,12.19,-46.23,148.12,17.75,4.13,204.89,-19.26,40.26,-47.85,14.99,62.6,-32.6,-154.4,1.0
3.0,2.0,2.0,5.21,-107.04,-27.69,-3.09,-89.28,-18.86,153.08,-28.25,16.93,5.28,11.66,-11.81,106.9,20.96,2.71,106.38,-18.45,69.75,-30.55,-1.91,113.72,-8.31,-67.46,0.0
1.0,2.0,1.0,57.49,-30.36,2.69,58.49,89.61,-114.91,-24.24,-75.42,-64.74,3.16,0.25,36.68,121.85,17.33,-19.86,134.05,-50.0,13.05,44.39,8.37,90.23,127.38,-53.14,1.0
2.0,2.0,2.0,-103.23,-10.68,6.83,-35.22,31.78,-1.83,90.56,208.71,8.5,-3.86,-21.18,-52.61,-21.53,71.53,-14.46,109.65,-63.11,32.3,-1.88,-3.55,25.23,-52.59,142.55,1.0
3.0,2.0,0.0,83.85,88.34,-5.8,-70.22,-87.57,-105.18,226.93,70.77,0.44,30.54,-17.99,0.4,-10.91,-148.97,-3.34,228.89,12.58,-3.57,45.43,0.75,75.67,19.2,93.63,1.0
1.0,2.0,1.0,38.05,25.84,11.33,19.31,131.25,-22.43,212.37,-21.26,-51.46,2.96,26.03,-49.83,-8.68,-61.11,0.14,91.78,-15.77,24.03,48.4,-2.69,-20.98,-121.1,174.71,1.0
2.0,2.0,2.0,-111.07,-84.49,9.15,-37.64,178.87,-4.86,10.62,135.47,47.68,14.33,4.29,33.68,206.5,117.14,2.03,61.17,72.86,71.86,56.98,-9.65,75.69,-24.68,166.16,0.0
2.0,1.0,2.0,-46.39,43.48,-19.2,-188.19,147.63,-40.05,-77.68,-3.14,-18.05,-17.62,26.73,-0.88,82.61,132.24,5.29,-44.46,20.98,-28.73,83.15,6.75,-17.69,32.57,-247.66,0.0
2.0,1.0,2.0,-3.24,-28.95,24.68,167.63,83.09,81.27,335.98,-76.36,-67.12,9.79,-8.74,-47.42,-279.98,76.0,-19.72,239.02,-10.53,70.06,49.12,-36.24,-78.67,-186.32,-313.91,0.0
2.0,1.0,0.0,-21.69,218.93,-2.39,94.97,46.82,-84.33,107.01,-160.41,-37.07,-2.09,-28.66,-2.97,-57.65,-114.19,2.11,147.62,18.37,13.69,153.95,3.86,87.78,34.93,49.39,1.0
1.0,1.0,2.0,66.51,36.61,-0.83,79.1,104.28,-23.55,166.85,-22.52,-33.14,-3.39,10.35,81.07,117.53,-32.48,14.03,-42.75,-42.74,-9.28,-29.75,-1.4,-26.35,-8.58,-231.89,0.0
2.0,1.0,1.0,45.64,176.73,-0.24,119.48,32.27,-18.58,-2.97,148.6,-45.17,9.29,-46.88,-28.92,-167.4,-24.84,-10.71,118.88,-21.6,26.04,112.0,8.93,77.24,9.83,-50.43,1.0
1.0,0.0,2.0,-89.26,0.36,-39.94,34.16,-96.88,-124.9,242.43,-91.18,53.26,-2.8,17.07,-78.67,-131.46,-54.69,22.28,118.16,-12.11,16.33,10.64,-30.2,-104.88,-14.47,-261.75,0.0
1.0,1.0,2.0,-112.19,92.8,-27.58,72.92,105.84,20.72,135.46,-68.64,2.57,2.84,-11.59,-10.88,14.92,53.12,-21.82,20.22,-144.18,68.19,-93.84,-7.52,-79.19,1.84,26.86,0.0
1.0,1.0,1.0,-9.57,84.01,-22.86,-182.7,34.82,138.42,-32.83,7.37,41.94,29.43,20.68,-53.03,47.94,16.21,-10.37,116.81,55.3,46.32,-148.28,-5.71,124.77,112.68,153.41,1.0
1.0,1.0,1.0,18.97,-154.84,36.74,-101.85,-99.82,-5.08,427.52,38.4,-11.47,-17.95,-10.16,-21.07,27.22,-39.25,4.14,-183.29,165.2,-3.93,129.28,-11.4,222.86,42.07,-162.34,0.0
2.0,3.0,2.0,151.82,54.09,8.39,-99.93,28.11,70.22,405.41,-104.18,-54.76,-6.71,-9.35,50.04,39.39,71.99,-6.4,0.86,-27.16,-8.55,51.92,3.09,-187.31,155.68,94.3,1.0
2.0,2.0,1.0,-2.07,107.48,-4.14,-69.11,-126.53,126.46,174.51,122.69,6.98,-23.38,11.97,33.46,-44.38,171.44,4.78,39.4,-18.98,54.86,-56.35,3.28,42.77,66.37,75.07,1.0
1.0,1.0,1.0,-45.71,-102.84,-2.97,-26.92,-147.83,121.88,185.21,-70.68,-24.13,-11.48,28.38,-31.06,73.17,113.03,-4.41,353.25,-62.15,65.51,60.42,-29.25,81.81,-128.03,-50.57,1.0
2.0,2.0,2.0,-28.38,-108.22,29.17,142.94,46.3,0.72,-105.34,28.22,-3.16,-21.97,13.94,-14.49,-79.8,-112.59,1.2,167.97,162.36,63.48,91.22,-7.07,48.95,-29.11,103.64,1.0
1.0,1.0,2.0,-113.98,-28.69,-8.33,-48.19,131.6,-27.67,-33.76,-94.38,-16.14,2.57,23.94,-45.17,94.39,98.11,3.65,54.66,60.21,41.77,-42.88,-17.85,-84.47,-62.67,-133.49,0.0
1.0,1.0,2.0,5.89,35.18,16.88,-36.71,7.66,91.79,144.38,-11.79,-39.81,-21.66,-5.56,-37.42,-82.53,73.12,-8.27,9.6,-12.94,-46.83,17.19,-3.33,-20.92,-12.22,-237.93,0.0
1.0,1.0,1.0,106.56,22.09,-4.33,-153.57,45.07,50.22,145.48,1.17,133.08,-2.45,18.13,33.06,84.2,45.73,-7.9,132.14,101.45,35.63,19.78,-10.18,104.9,11.28,166.7,0.0
2.0,2.0,1.0,-106.24,53.85,12.04,-40.88,32.89,142.0,216.57,-121.82,-57.33,8.42,-62.88,-45.24,-107.92,55.59,-12.53,78.58,-6.35,37.79,-17.49,0.33,-3.69,-172.86,142.37,1.0
1.0,1.0,1.0,20.74,72.69,-0.84,9.73,-157.37,13.85,121.21,99.82,174.99,-3.83,13.16,-30.24,-11.38,-27.79,4.43,268.11,5.64,94.11,67.71,-17.88,-33.09,-4.89,-101.63,0.0
1.0,1.0,2.0,-137.93,-41.69,-9.23,3.81,91.41,-56.15,252.18,-44.29,-74.3,15.83,31.92,-63.92,139.2,24.36,9.67,-31.02,149.39,34.03,92.66,-2.79,31.28,46.8,-286.33,1.0
1.0,1.0,0.0,73.35,116.24,-29.53,-8.93,-42.35,128.27,117.02,-109.26,-39.1,11.35,-0.86,9.55,76.4,-19.06,20.14,173.03,13.29,12.92,108.12,-4.18,123.31,5.61,121.3,1.0
1.0,2.0,1.0,-106.14,-45.47,-27.12,68.49,-35.06,-94.88,458.68,-52.47,-52.5,10.86,-23.01,8.13,1.06,81.14,5.71,305.73,-6.13,52.03,-108.21,-22.97,27.09,-150.74,148.65,0.0
2.0,2.0,1.0,13.87,88.6,-15.85,104.88,19.66,61.82,-87.11,-11.48,-45.28,15.94,15.51,68.91,57.51,-45.07,7.96,30.73,34.44,-14.88,28.98,22.0,75.87,-89.12,-139.6,1.0
1.0,2.0,1.0,-16.66,-58.83,22.55,-6.86,189.14,137.75,233.99,-103.65,-56.43,-10.97,-5.78,102.25,61.71,-53.11,24.32,146.4,-30.37,-4.72,-120.23,-8.07,51.73,23.22,51.21,0.0
1.0,2.0,1.0,-184.13,89.52,-3.26,96.7,-58.92,-53.89,426.35,93.23,18.66,-4.14,12.27,-82.44,10.35,99.35,12.85,169.89,2.5,75.34,69.36,-17.27,-45.64,120.39,3.46,0.0
1.0,2.0,1.0,34.0,14.42,-4.72,-63.23,-119.53,-42.9,89.93,-38.84,-44.01,-4.69,7.7,64.87,14.67,-184.81,16.92,348.32,113.76,51.81,-15.53,-1.5,41.68,45.86,-152.66,1.0
1.0,2.0,1.0,62.61,88.25,-6.01,-56.27,5.36,63.46,283.35,75.87,-22.12,-3.15,-30.06,36.19,174.22,76.32,-25.77,35.24,-134.72,46.65,81.43,2.11,-35.83,-48.74,154.64,1.0
2.0,1.0,2.0,130.58,40.18,17.33,44.96,-79.68,39.73,53.6,-21.89,-12.45,-13.95,46.16,-45.63,84.48,50.6,-10.82,242.53,21.93,48.32,14.29,-24.3,-54.11,110.51,-194.09,0.0
2.0,2.0,2.0,-5.88,-112.59,-7.69,107.36,-107.85,37.94,98.11,-83.87,12.11,-3.37,8.09,-52.91,25.56,-159.21,-20.84,-24.83,-101.25,50.15,33.21,2.7,113.3,-219.65,-52.78,0.0
1.0,2.0,1.0,-12.67,-54.88,4.51,-111.31,132.92,113.79,30.17,-139.4,-65.51,6.61,-47.17,37.37,22.96,-143.68,2.73,130.27,13.81,56.32,-98.76,-4.26,116.03,-94.63,113.21,1.0
2.0,1.0,3.0,45.44,-178.07,-4.23,-132.79,52.6,-0.31,8.04,111.37,21.36,7.51,21.56,1.22,25.83,-91.33,8.99,-94.75,-66.3,56.45,-22.61,-3.78,97.02,182.27,-21.12,0.0
1.0,0.0,2.0,48.22,-12.52,10.76,71.03,24.92,-15.46,-131.1,-48.27,5.97,0.01,42.19,3.27,-44.78,-101.71,4.55,344.08,56.95,86.01,-75.39,-30.64,-45.64,-123.24,-211.1,0.0
2.0,2.0,1.0,19.35,102.06,20.77,-60.26,-20.98,-83.8,250.55,-58.57,-20.34,0.78,13.48,-31.47,-83.46,-105.02,-14.16,63.08,-93.22,37.67,-88.21,8.06,41.76,-177.72,-67.79,1.0
1.0,2.0,1.0,27.1,-58.67,29.34,-35.07,16.61,-24.92,204.65,12.71,-79.44,8.78,3.49,43.77,-112.03,43.25,2.75,138.84,-55.83,16.09,-45.71,-9.17,31.44,123.78,50.94,0.0
1.0,1.0,2.0,52.26,10.85,8.85,-32.93,-31.09,-128.73,127.84,-7.25,95.49,-12.07,-30.83,81.86,-24.27,101.86,-2.49,46.11,-25.75,16.16,39.42,-12.86,-55.53,-55.02,-301.08,0.0
1.0,1.0,1.0,90.32,-58.03,-1.92,-65.25,38.27,27.3,388.29,-9.07,21.82,0.2,-12.35,-72.56,-17.39,-41.01,-2.29,-99.8,79.99,16.48,28.01,-7.9,185.01,-46.48,-87.51,0.0
2.0,1.0,2.0,-91.32,-21.87,-10.12,-90.93,-80.64,61.78,315.11,30.29,117.38,-0.94,-6.74,-42.37,-73.01,-32.91,-14.34,346.76,83.13,120.69,-114.0,-49.28,-114.86,-94.21,-109.39,0.0
1.0,2.0,2.0,10.33,-113.4,15.49,-93.78,-149.35,-134.17,170.6,39.62,53.12,18.27,10.54,61.19,-41.19,-126.84,23.18,276.33,-85.08,50.19,37.36,-14.1,-80.99,27.12,-268.69,1.0
2.0,2.0,2.0,-61.02,39.92,7.04,173.04,-8.25,121.28,235.37,-123.25,0.89,14.98,16.46,-77.18,-29.41,134.95,-4.35,13.04,6.73,45.64,9.88,4.6,25.39,-132.29,-67.14,1.0
2.0,2.0,2.0,7.52,-130.74,17.2,6.18,71.69,88.42,15.1,-14.01,55.03,15.15,5.67,-40.14,-0.77,-141.27,4.13,52.93,-123.5,24.4,45.27,-3.05,-8.54,-56.15,-63.65,1.0
1.0,2.0,1.0,76.54,75.96,-22.57,26.22,-62.24,135.64,64.4,100.71,-91.08,0.26,-4.43,34.82,12.85,-84.83,-4.59,116.36,129.13,56.09,-18.29,0.55,29.37,15.78,252.91,1.0
1.0,1.0,2.0,46.82,1.04,21.43,63.52,-28.9,39.05,-180.33,27.67,58.07,12.54,16.99,-50.16,-159.24,33.5,-4.7,229.69,153.56,70.21,33.9,-22.17,-64.66,132.55,-97.91,0.0
1.0,2.0,2.0,32.78,-8.06,6.9,-22.28,-87.88,20.15,248.29,-18.7,-4.31,-7.79,-31.84,-15.65,153.56,16.51,1.64,168.26,38.06,26.84,8.59,2.75,-0.39,36.14,-328.76,1.0
1.0,2.0,1.0,-25.25,54.39,-4.3,-30.0,18.69,17.03,39.79,-132.85,11.04,4.63,-14.25,29.22,-169.47,-77.63,12.84,86.6,84.59,65.17,4.8,2.9,106.69,24.3,34.07,1.0
2.0,2.0,2.0,13.98,-50.5,3.21,-65.13,27.1,5.77,-86.53,-84.41,-65.75,5.63,-6.99,-12.3,-52.53,-151.26,-4.54,176.08,-62.73,87.94,-39.29,-2.83,-25.16,-15.45,177.23,0.0
2.0,2.0,1.0,-16.73,18.21,-2.01,-68.29,-17.64,8.06,24.79,32.08,-41.69,-16.43,-21.41,47.82,-3.52,108.96,5.02,15.8,-8.42,30.99,11.53,8.58,121.56,-28.18,-15.84,1.0
2.0,2.0,1.0,-18.5,93.02,-11.1,-38.64,-85.06,-23.76,-44.21,48.53,48.68,1.64,44.0,38.09,155.17,34.26,3.69,185.21,-37.09,22.82,-132.87,-3.41,42.17,25.85,283.0,1.0
3.0,1.0,2.0,-28.23,55.31,-18.72,-52.33,-15.54,-1.31,191.43,-24.41,-95.9,-5.35,34.11,-59.26,57.14,-116.13,15.4,139.69,-138.13,50.45,65.56,-17.49,-58.27,17.87,-86.09,0.0
1.0,2.0,2.0,-79.31,-29.53,-4.4,-28.65,-9.07,40.54,-27.99,-2.56,-75.98,-5.9,15.37,-41.95,64.44,34.73,-15.9,11.63,-10.63,-13.2,-89.14,11.85,95.56,-41.52,-68.49,1.0
2.0,2.0,1.0,-100.83,77.22,-15.56,-127.82,-10.3,-8.89,254.8,14.37,-60.9,-3.39,-1.43,-93.49,33.78,85.41,17.51,-42.92,-54.43,30.22,-19.7,16.24,258.41,32.05,-10.64,1.0
2.0,2.0,1.0,45.35,-11.86,3.63,25.07,-56.27,6.19,-44.37,-73.54,-78.9,2.07,1.64,-141.96,-87.79,-273.56,13.66,205.28,-162.49,40.98,-101.75,1.28,125.36,43.7,114.43,1.0
2.0,3.0,2.0,15.91,-33.45,-2.43,85.71,-142.6,-5.4,-12.87,-118.68,8.86,-6.0,1.82,-60.59,-16.27,35.56,-11.64,148.52,-11.74,37.47,104.58,2.67,-67.97,106.54,80.14,0.0
1.0,1.0,1.0,42.52,39.29,5.44,-17.09,-6.01,-45.9,165.2,120.1,74.04,-7.47,-1.45,29.09,165.56,-89.96,-11.57,267.63,-51.62,72.97,-83.37,-21.48,-34.1,-180.35,-200.44,0.0
2.0,3.0,1.0,16.35,44.79,-2.44,-0.8,-24.52,75.0,260.57,69.6,104.06,-4.28,-35.92,56.99,-61.94,33.85,-17.37,364.5,103.21,49.07,-79.81,-5.36,-18.57,11.61,130.58,0.0
0.0,2.0,2.0,-70.71,-52.97,19.74,23.67,-192.43,89.84,-130.44,191.89,33.79,5.7,1.71,87.81,-22.98,60.39,-8.18,186.82,-47.54,72.82,46.78,0.47,-21.89,14.49,137.38,0.0
1.0,1.0,2.0,57.21,52.88,-6.79,63.71,-82.52,-3.59,88.87,-64.84,21.65,7.32,14.59,29.49,9.87,9.77,-1.06,123.09,116.37,36.37,-79.49,-12.94,-56.0,-194.23,-79.63,0.0
2.0,2.0,1.0,-36.04,26.12,-1.17,51.0,22.16,-93.86,142.03,-130.37,-9.97,8.06,-5.19,-28.03,30.9,-61.22,-10.05,40.13,18.27,75.58,-106.85,6.73,111.97,39.97,-50.77,1.0
2.0,2.0,2.0,-122.6,38.99,4.61,30.81,-79.48,-11.28,54.07,102.67,32.38,21.48,-22.52,-14.24,21.42,-38.36,19.91,42.31,-9.84,40.3,140.57,-0.3,-7.58,-119.13,76.89,0.0
1.0,2.0,1.0,-44.65,11.71,35.92,-15.62,65.23,118.35,113.86,-143.46,29.89,11.18,9.38,52.33,-96.0,65.87,-1.73,-48.97,-78.28,6.02,-89.0,24.73,146.53,346.19,-157.24,1.0
2.0,2.0,2.0,-36.1,-92.75,-35.41,-92.54,-40.89,-65.19,74.54,-114.23,12.7,5.52,21.92,-18.33,-88.74,67.09,-0.0,45.78,5.94,26.16,159.1,1.67,-7.29,-4.71,-97.47,0.0
2.0,0.0,2.0,-55.74,1.42,-7.73,-62.89,-114.21,100.56,189.44,-139.06,-15.33,9.91,4.72,-69.59,87.59,122.65,-16.71,301.37,21.43,63.11,-175.93,-37.04,-79.1,180.01,-286.27,0.0
1.0,2.0,2.0,-130.95,169.78,-7.24,20.08,-11.04,50.72,146.0,36.17,86.79,4.79,17.12,20.37,-97.32,-15.4,-9.9,-98.4,-95.62,11.86,-41.37,6.71,-79.03,-240.24,145.13,0.0
2.0,1.0,2.0,-42.32,-32.82,-6.02,-26.34,27.06,-18.66,212.32,-4.24,49.94,6.71,-5.59,22.7,80.49,154.22,-0.02,-17.46,-83.54,17.01,57.44,-1.21,67.13,-32.95,-113.95,1.0
2.0,2.0,2.0,17.61,-91.72,-2.01,10.57,26.61,46.4,198.5,20.2,35.53,6.68,-21.65,21.57,-75.78,-125.55,25.96,-1.25,-26.08,3.89,-27.35,3.86,46.62,-133.69,-244.27,1.0
2.0,2.0,2.0,-86.9,-83.28,2.86,-35.34,71.86,-77.02,52.82,45.61,28.72,-0.06,3.44,-1.27,47.28,110.07,34.76,2.57,-48.89,33.92,25.89,-4.25,-29.92,78.77,64.0,0.0
1.0,1.0,1.0,96.79,98.21,-19.87,-59.95,-99.51,79.08,56.37,46.04,3.59,12.95,3.16,6.48,26.97,34.32,5.04,180.5,65.03,38.86,29.4,0.8,146.1,109.28,100.86,1.0
1.0,2.0,1.0,3.85,87.12,-1.59,76.91,45.39,64.26,195.63,-91.58,-78.64,-5.05,44.45,54.78,90.64,29.63,10.67,55.21,-29.23,47.46,-205.74,8.28,2.86,-82.34,44.21,1.0
