cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
2.0,2.0,2.0,10.44,396.56,3.67,-11.91,-66.8,59.73,-27.93,93.67,-100.43,109.07,-47.11,-9.65,91.29,58.25,-0.14,47.46,54.43,38.61,-42.98,18.12,35.62,-7.31,0.0
2.0,1.0,2.0,-10.14,-25.82,-2.32,31.16,-13.57,20.71,-9.01,96.88,-95.11,-51.89,-30.3,24.93,49.27,-35.59,-3.75,-25.7,11.29,-6.76,23.28,42.86,-30.74,36.07,1.0
1.0,1.0,2.0,-7.72,44.2,-6.87,32.16,8.34,-6.77,24.49,29.39,-36.1,-92.72,66.58,0.17,-160.39,-101.28,-2.43,-20.15,-24.49,-42.9,-18.54,22.2,-4.16,40.68,1.0
2.0,2.0,2.0,18.21,142.86,6.16,-89.32,-4.54,-11.29,64.84,-55.78,-7.65,-25.91,97.82,52.61,28.18,28.17,-1.21,18.01,-28.57,9.37,-55.28,-50.7,7.53,51.8,1.0
2.0,2.0,3.0,1.02,-16.88,6.88,78.11,-130.61,39.74,132.14,-71.86,-97.97,63.05,3.05,-9.5,24.54,-148.6,-0.44,-26.25,13.77,47.77,-65.12,-58.12,-1.9,166.4,1.0
2.0,1.0,1.0,-4.29,-64.33,4.46,-77.12,13.15,7.05,-199.18,-11.2,122.9,20.62,46.95,-21.46,6.5,87.77,2.66,40.27,-15.44,-48.91,-0.65,34.03,26.71,-35.81,1.0
1.0,2.0,2.0,9.41,189.97,-14.0,86.71,-55.2,11.48,102.2,-10.78,-21.9,22.62,78.47,4.38,-2.05,-20.48,16.09,20.65,3.35,5.12,36.41,77.68,-13.25,67.95,1.0
2.0,1.0,3.0,-5.24,200.01,-10.49,11.98,-52.18,-23.86,13.93,-34.56,-154.12,-202.04,-47.23,22.16,35.73,-55.46,-1.23,-75.21,12.79,21.87,-20.25,85.8,49.03,72.43,1.0
3.0,3.0,1.0,3.99,13.74,-8.78,-56.49,-58.11,15.38,44.06,-63.37,138.71,36.53,19.26,-7.03,-171.54,172.12,-0.92,23.36,14.08,-90.06,-25.64,40.7,9.73,-59.08,1.0
2.0,3.0,1.0,8.43,207.42,-6.75,-41.21,-37.55,-64.32,12.6,104.39,116.73,117.75,131.44,-8.54,126.7,64.46,1.06,-92.1,-51.04,-76.3,21.28,13.53,3.63,45.86,0.0
1.0,1.0,2.0,6.95,196.62,10.77,13.65,-47.24,-2.34,50.04,-37.65,-2.98,-37.88,29.34,-14.87,53.79,40.11,-2.51,77.22,-27.09,60.75,-41.46,-20.43,-5.95,-96.02,0.0
2.0,1.0,1.0,17.93,-0.43,-5.15,-24.79,50.93,40.47,-22.14,16.76,136.18,-117.78,36.62,-0.92,-49.36,166.72,-7.81,-22.66,14.03,-10.88,71.16,-14.21,-17.88,-75.92,0.0
3.0,2.0,2.0,-6.19,-33.59,9.67,-51.23,-20.67,-43.66,-124.87,-171.92,31.98,0.38,-65.67,15.96,113.94,48.7,5.17,-46.25,-41.22,-56.22,-35.74,13.37,-7.89,76.07,1.0
2.0,1.0,2.0,-21.95,96.3,-19.5,-12.4,11.44,-43.52,-154.95,-142.38,-34.72,16.72,-101.49,2.14,-1.76,153.83,-16.81,93.12,24.13,1.13,-33.59,96.19,2.62,-93.94,1.0
1.0,2.0,2.0,-23.14,34.79,5.85,22.07,-71.61,-47.03,119.83,-17.01,-62.87,-115.81,58.57,-2.06,210.85,-198.32,-7.31,124.33,-11.06,-22.8,-29.29,-17.98,-24.82,177.45,1.0
2.0,3.0,2.0,12.99,196.95,-8.1,77.1,44.52,25.89,-10.48,-131.25,-88.04,-19.62,-15.4,-0.24,-27.08,92.04,9.01,54.41,-31.3,49.75,-77.05,52.55,-0.18,-16.73,1.0
2.0,2.0,3.0,10.23,-40.86,2.33,-43.62,88.39,-188.0,-27.35,196.49,-283.26,-55.04,-70.38,-4.81,18.49,-105.09,5.35,-56.43,9.69,-55.93,-60.3,63.0,-27.05,82.55,1.0
1.0,1.0,1.0,-10.97,16.93,5.8,-68.04,-32.2,53.71,14.31,-50.87,1.16,65.58,-44.78,-33.21,-13.05,-50.67,-1.34,25.89,-61.74,41.4,-26.15,-6.81,-7.77,-37.93,0.0
3.0,2.0,2.0,6.85,-20.8,-13.12,-48.93,-76.31,-32.6,126.36,23.86,137.86,76.86,133.02,3.56,-65.71,85.43,10.7,-61.39,-10.76,15.59,-23.29,87.48,0.8,100.37,1.0
2.0,3.0,2.0,7.06,38.23,-10.81,80.88,-42.81,14.49,5.99,-32.0,71.01,-39.08,7.31,16.84,2.34,-26.55,-0.69,8.23,8.58,-27.02,31.0,75.22,-4.23,104.05,0.0
2.0,2.0,2.0,8.91,227.0,-6.9,13.66,-46.13,140.91,86.1,-28.7,56.91,-60.38,-24.54,-19.33,-60.2,-8.59,-14.6,-69.63,-8.42,-49.82,20.92,124.14,-31.78,179.99,1.0
2.0,1.0,2.0,-4.62,48.41,-17.19,-14.28,-82.13,-3.66,30.36,-21.69,-4.3,122.31,-55.94,19.67,7.25,70.1,-24.14,25.05,-20.95,-123.12,16.14,103.05,-9.65,-36.72,1.0
3.0,2.0,2.0,-7.22,-293.52,-9.97,93.2,-57.37,92.13,94.28,-41.0,102.38,12.75,-34.05,8.51,127.7,18.03,7.53,9.51,-14.36,-9.69,67.58,106.28,2.97,67.89,0.0
2.0,2.0,2.0,2.02,392.61,-15.07,-0.23,-97.58,-6.46,-69.28,32.65,21.03,30.48,2.58,56.07,83.56,9.09,6.77,-71.48,-40.94,-25.62,11.2,133.47,10.27,191.33,1.0
3.0,2.0,3.0,-5.99,217.07,-5.84,18.49,-104.31,170.92,112.68,-20.3,-76.02,48.59,70.63,11.38,59.88,-35.5,7.16,45.81,-65.89,-8.23,-61.48,-75.7,2.39,162.24,1.0
2.0,2.0,2.0,-23.82,215.7,2.93,15.35,-87.86,-79.54,158.12,125.85,60.55,120.79,54.1,20.46,-54.41,12.3,-0.49,-0.5,20.93,35.39,-19.24,-73.29,0.68,87.11,1.0
2.0,1.0,2.0,13.13,112.84,-2.53,13.48,41.39,-11.62,-260.32,113.12,-41.25,-86.42,-16.88,-5.58,-45.29,31.56,4.3,-59.88,20.81,19.66,21.95,59.6,-14.74,72.52,0.0
2.0,1.0,2.0,-0.33,106.23,-1.78,-56.4,-42.52,-14.21,-1.66,62.59,66.52,-158.39,-62.65,8.23,-10.25,-12.56,17.98,41.72,0.42,9.92,23.71,-59.86,10.02,68.36,1.0
1.0,1.0,3.0,-13.15,97.53,-2.51,7.31,-40.91,-111.22,-113.81,1.48,-276.18,93.21,84.68,2.68,40.44,10.97,9.47,-26.34,19.06,-37.29,-62.22,-127.45,4.59,-194.75,0.0
1.0,2.0,1.0,-0.83,-206.12,2.77,-16.83,44.28,19.88,-35.59,-17.32,23.68,29.08,7.77,-2.45,5.91,-143.46,-25.55,28.06,18.46,73.23,-27.01,87.22,-21.5,127.95,0.0
2.0,1.0,2.0,12.28,202.18,1.91,34.19,-10.46,-11.11,-70.7,-148.48,34.14,-121.09,1.95,56.84,9.69,63.49,6.44,15.72,-18.69,18.28,26.19,-51.45,-15.06,-1.08,1.0
3.0,2.0,2.0,-11.91,-17.02,-13.16,29.66,66.22,26.24,-74.9,-172.51,33.96,-158.04,4.31,-9.31,67.61,100.55,-5.91,11.78,24.99,20.91,27.68,23.83,-3.67,48.51,0.0
2.0,1.0,2.0,-6.92,21.14,3.08,-92.03,-32.58,4.32,50.73,14.05,49.1,-101.05,-20.54,4.16,-40.76,17.86,-6.49,4.93,-5.75,-35.78,-89.27,-11.99,19.01,29.67,1.0
2.0,1.0,2.0,-11.73,7.5,9.57,48.0,-98.26,41.57,-59.66,-84.85,73.88,144.09,62.92,25.33,173.9,-12.88,5.45,49.62,0.48,-3.0,-17.12,-16.76,-7.79,104.2,1.0
3.0,2.0,2.0,-13.35,47.23,-13.45,7.76,-68.24,23.7,-62.52,45.89,68.16,112.69,50.7,-46.6,-102.66,36.17,4.9,16.03,2.6,-53.03,-73.4,95.66,1.83,119.23,0.0
1.0,1.0,1.0,-19.02,-39.56,-1.61,-18.66,44.24,-101.39,-63.4,36.02,-6.17,48.45,-12.47,13.46,141.98,-71.72,5.54,24.28,17.06,-42.86,5.4,51.42,-9.54,11.2,0.0
2.0,4.0,3.0,1.47,57.12,2.34,6.9,-144.02,-56.88,128.41,-31.16,-94.72,29.14,-40.1,-38.14,126.12,-58.78,-9.42,-42.9,36.21,6.95,54.64,-49.74,1.92,93.15,1.0
1.0,2.0,1.0,-4.48,68.64,2.13,-14.12,53.05,-23.38,66.98,-10.46,26.87,-89.55,-46.34,-9.12,13.41,-47.83,8.35,21.96,13.94,-32.12,84.36,12.64,9.84,11.93,0.0
1.0,2.0,1.0,-11.94,-78.66,3.33,-71.21,96.9,-36.52,-89.92,-59.46,15.68,-13.44,-92.21,-28.86,71.71,-93.39,-2.7,18.79,20.79,9.04,-1.71,19.74,26.63,26.29,0.0
2.0,3.0,2.0,-3.37,-102.39,19.41,24.36,-61.57,-23.64,-159.76,-75.39,-19.02,20.03,-6.41,1.56,-46.02,-71.64,-2.26,-10.48,3.92,18.42,8.6,-9.79,13.61,102.63,1.0
2.0,1.0,1.0,-24.92,28.49,2.78,-17.71,39.56,14.94,-83.53,68.3,7.98,-152.65,-97.93,-1.77,-16.99,57.95,9.39,-5.98,-7.57,-17.43,-17.21,-0.62,6.98,-44.19,0.0
2.0,2.0,2.0,-19.11,105.89,1.71,-86.87,-111.47,172.69,116.26,8.14,132.78,-80.27,6.4,-13.97,22.16,33.63,5.52,-4.1,-22.39,-35.69,-65.47,-28.57,-3.16,80.73,1.0
2.0,3.0,3.0,5.38,36.25,1.99,24.42,-125.71,-6.16,-70.47,27.53,-110.86,-180.96,3.59,18.05,-132.43,-58.68,-12.77,9.97,-12.95,-49.87,11.28,-58.31,45.68,16.86,0.0
2.0,2.0,3.0,13.11,124.85,-2.24,95.82,-127.18,-72.31,28.54,-84.64,-137.49,-80.47,2.39,-8.82,-183.68,-48.11,-7.31,39.38,7.83,-32.07,-83.02,-50.99,-19.8,28.39,0.0
1.0,2.0,2.0,-13.02,-45.24,-2.66,51.61,28.91,24.94,-19.57,-40.68,-24.62,12.04,112.25,0.93,-24.02,-57.83,-3.18,50.78,37.95,61.51,3.79,99.53,19.29,54.33,0.0
2.0,1.0,1.0,5.86,-2.33,-2.61,41.77,6.05,41.79,-70.46,-53.21,131.38,55.8,6.02,3.98,56.37,60.05,-22.08,58.29,-0.81,18.53,-33.53,11.43,13.01,74.16,0.0
1.0,2.0,2.0,24.02,-47.57,5.39,29.04,-127.08,108.96,105.18,-23.75,-83.28,110.43,22.23,4.44,86.33,-32.06,-3.66,85.35,11.85,37.27,10.44,-124.81,9.11,-180.25,0.0
2.0,1.0,1.0,-13.97,-60.69,3.18,19.94,-22.72,15.7,6.52,134.1,143.49,13.37,-46.04,40.03,208.62,-47.92,2.01,-2.98,-17.22,30.75,22.85,36.23,6.49,117.24,0.0
2.0,0.0,3.0,-8.5,19.78,2.23,2.2,-37.43,7.74,-14.65,89.32,-166.5,-133.14,-40.04,20.62,-91.93,-110.41,6.22,8.9,-10.25,-18.74,-61.33,-27.68,2.19,54.62,0.0
2.0,3.0,2.0,-9.99,199.78,4.94,-10.18,-72.05,-56.2,224.07,-2.72,-39.59,-98.8,59.36,36.5,58.13,-8.88,8.03,53.6,28.46,12.92,50.71,-67.26,-21.17,84.92,1.0
2.0,1.0,1.0,-5.43,-201.19,-2.07,92.42,116.36,27.55,-70.12,-110.98,-24.49,-47.66,67.36,-2.39,147.17,-81.51,17.07,26.44,26.34,-40.47,89.19,38.34,-25.46,184.44,1.0
1.0,2.0,3.0,13.02,223.11,7.24,26.49,-141.95,3.14,-102.31,40.87,-228.65,85.94,25.91,13.65,21.23,-103.69,-1.12,50.28,-2.64,13.24,-0.69,-78.02,-3.0,-29.34,0.0
1.0,1.0,2.0,4.98,144.16,3.76,64.67,32.87,-12.88,7.97,-53.11,-243.71,100.34,-22.94,6.51,-146.59,19.87,10.24,-32.28,-16.32,2.29,-42.96,-34.38,-5.09,-148.48,0.0
1.0,3.0,2.0,9.46,36.56,9.11,-26.73,-172.84,66.03,17.61,101.25,83.71,-17.61,33.59,7.34,-142.46,-60.73,16.05,-35.24,16.44,22.17,37.64,-42.74,-0.08,-75.69,0.0
2.0,2.0,3.0,1.34,306.94,0.09,-7.65,-151.36,-53.56,104.72,-15.22,-64.1,13.75,56.85,26.65,85.06,6.6,5.75,-7.09,-16.36,-40.31,17.57,-33.07,25.36,2.68,0.0
2.0,0.0,2.0,-13.22,324.72,-0.99,-63.14,-63.23,-51.3,15.19,-64.48,-30.25,-12.84,45.28,22.75,17.53,13.93,7.8,-50.04,3.42,12.84,17.84,-94.11,-21.05,21.31,1.0
2.0,2.0,1.0,6.79,-52.75,25.71,62.69,-29.85,22.41,6.48,-56.14,29.98,44.53,10.7,0.7,-80.08,22.58,10.37,3.05,31.71,139.9,-43.14,9.53,4.72,31.34,1.0
1.0,2.0,1.0,-18.73,255.05,-8.69,-74.56,-97.71,-43.57,-88.78,-147.34,195.88,188.74,-50.79,25.62,-22.03,84.89,-5.98,-12.4,21.52,-14.64,19.1,-52.42,26.26,-23.58,1.0
2.0,2.0,2.0,-18.75,45.94,-1.21,-35.73,-131.32,-44.8,-204.11,-0.46,-11.07,-133.13,62.36,7.18,-95.94,-7.16,-3.58,5.64,79.72,-34.65,51.04,-21.6,11.64,38.53,1.0
3.0,2.0,2.0,10.98,57.7,-6.84,74.36,-87.06,-37.14,-56.19,-75.31,32.05,124.07,8.08,0.32,-1.16,-16.61,-2.78,39.55,-24.53,13.27,39.37,-35.15,20.24,175.71,1.0
2.0,2.0,2.0,23.97,-182.53,-3.92,-13.39,41.29,41.34,80.59,-9.43,-19.97,3.99,63.27,17.74,-71.41,-71.56,12.83,-60.12,22.82,14.77,-63.24,92.04,-14.08,116.91,0.0
2.0,2.0,4.0,14.86,24.99,7.75,3.93,-227.99,-110.88,-16.88,-27.57,-150.75,19.9,32.31,11.17,-16.63,-174.23,-26.5,15.76,-40.78,78.32,45.68,-34.8,18.89,175.74,1.0
2.0,1.0,2.0,-26.44,185.29,-7.23,-16.91,-35.42,20.51,-107.16,14.42,30.21,109.45,-20.72,-35.41,26.38,73.09,-7.31,45.24,-5.98,-34.92,19.31,68.43,1.38,25.56,1.0
2.0,2.0,1.0,2.33,-15.61,10.99,40.86,37.19,-95.65,-22.62,-211.47,79.34,125.06,8.48,36.75,40.58,43.42,-11.44,43.07,-0.84,65.13,-22.87,-14.3,11.58,23.81,1.0
1.0,1.0,2.0,-8.26,235.02,5.7,-15.06,0.08,-130.05,-1.51,-104.06,-169.79,87.85,11.8,-30.97,105.09,1.63,12.22,55.98,-18.1,98.48,6.12,-23.17,1.76,-92.08,0.0
1.0,2.0,2.0,-7.05,351.14,14.91,-25.49,-78.14,-78.46,-87.85,-57.92,-20.56,-71.58,-33.81,1.54,-23.93,-22.16,-6.21,-37.03,-2.68,0.29,24.43,56.64,-7.14,5.54,0.0
3.0,3.0,2.0,-40.55,249.37,16.83,35.81,-13.62,110.57,-60.92,-9.32,-81.18,-47.95,-13.36,-11.18,3.94,51.93,-20.95,62.31,6.97,17.63,-16.31,-66.79,-8.89,57.59,0.0
1.0,2.0,1.0,8.52,122.18,-3.98,-61.1,144.56,-52.61,-187.58,-12.65,-78.48,-115.4,-25.52,-2.89,-97.24,-31.01,-0.78,-14.38,-5.43,6.86,28.46,-0.25,-15.96,58.63,0.0
1.0,1.0,2.0,-7.82,140.81,-8.3,-5.53,106.04,-55.51,-134.9,107.73,-106.38,-100.84,-15.77,-22.4,22.35,-93.85,16.36,31.6,33.09,-15.89,-5.73,104.92,0.53,106.88,1.0
3.0,2.0,4.0,-20.22,129.41,-5.53,67.45,-144.18,-74.42,127.34,17.19,-152.58,-59.22,-33.61,12.43,-39.06,69.22,-0.59,-28.93,42.28,-93.59,-59.04,25.91,0.51,31.85,1.0
1.0,2.0,2.0,-2.68,163.72,-4.79,-21.26,-91.59,65.38,23.47,-56.49,77.19,90.77,-14.98,24.78,90.9,-147.37,-5.34,-60.34,-1.76,-0.39,-17.77,57.18,22.62,173.6,1.0
1.0,2.0,1.0,12.32,160.64,-3.85,60.39,-72.35,10.06,101.89,32.59,203.05,54.78,140.12,-2.46,-31.2,93.63,9.63,-156.05,-0.6,-98.13,-22.15,-17.47,-16.83,-111.73,1.0
3.0,1.0,1.0,26.73,69.9,-0.47,23.88,-118.49,45.22,4.96,-132.35,197.39,-101.73,-18.75,-11.16,156.57,49.15,2.9,-41.19,12.15,-20.95,-21.46,-18.95,3.32,108.13,1.0
1.0,2.0,2.0,7.73,-198.57,11.21,-45.04,-90.98,-69.44,23.21,47.38,-69.88,-35.79,-2.35,7.72,76.19,-189.14,4.29,18.29,-36.46,20.41,22.33,-63.98,11.82,100.32,1.0
2.0,4.0,1.0,6.15,-79.99,5.88,37.49,-45.45,32.36,-17.73,118.06,90.38,-79.08,90.16,-1.32,-62.41,15.14,6.5,80.66,16.26,20.3,63.03,19.14,-17.88,9.82,1.0
2.0,2.0,2.0,13.18,295.83,7.65,43.14,-49.43,4.69,-95.85,1.44,-32.49,43.93,62.18,-32.97,81.43,94.4,13.43,21.38,-20.68,41.54,-72.07,-42.85,-7.62,-79.26,1.0
2.0,2.0,2.0,17.38,114.22,-0.71,43.19,36.38,57.72,-25.7,-12.4,-117.72,2.87,-21.85,-4.85,45.79,-0.79,0.23,56.87,15.77,1.78,-55.64,62.87,3.03,101.58,1.0
1.0,2.0,2.0,-22.06,154.08,-5.32,60.19,-32.83,-27.25,75.63,-13.23,-3.82,-12.26,95.53,-9.74,-8.29,-93.5,9.05,57.47,3.04,-2.19,-5.7,52.01,17.96,132.01,1.0
3.0,2.0,3.0,-2.94,11.93,-0.08,-17.11,-90.87,46.95,2.34,-29.93,-73.47,22.06,-0.52,6.36,46.82,20.78,-1.25,-44.22,-2.03,-54.72,-8.44,33.66,-6.26,64.62,1.0
2.0,1.0,1.0,-22.92,34.47,0.54,-34.69,59.6,-170.97,-55.76,40.41,105.41,-46.4,-109.14,16.25,-42.77,81.59,-0.38,-50.06,26.09,-105.45,-24.95,-9.66,-10.7,-54.87,1.0
2.0,2.0,2.0,11.48,325.29,-5.24,90.6,-200.32,-11.64,96.7,70.42,274.41,-142.06,149.8,-19.84,161.94,4.4,23.12,-13.31,-73.12,-27.83,-23.05,-8.68,35.18,199.29,1.0
3.0,2.0,2.0,21.17,-45.88,-9.06,-88.59,-44.03,-81.75,72.14,-127.19,130.56,6.91,-112.96,25.94,-46.41,174.9,-2.54,-32.85,17.23,4.68,1.25,82.91,3.27,-23.1,0.0
2.0,1.0,1.0,-17.76,-148.73,13.83,-14.54,-22.12,-47.5,50.44,109.61,82.42,98.4,34.17,17.53,-73.51,40.09,-10.79,-17.92,8.84,42.11,16.12,46.84,13.23,10.13,1.0
2.0,3.0,1.0,-11.95,-157.29,18.88,-8.79,-29.34,101.39,-55.98,-135.05,37.99,-1.71,-51.83,-42.38,-80.04,-42.11,10.26,121.51,-7.04,-16.44,-7.98,12.74,-11.78,52.55,1.0
0.0,2.0,1.0,1.52,108.0,20.26,-17.99,-28.17,-65.64,140.92,21.83,-88.72,-10.69,111.6,8.37,-65.06,15.23,-8.35,-13.75,36.24,26.57,6.02,-24.82,-1.07,-249.49,0.0
1.0,2.0,2.0,21.98,2.95,14.93,-32.11,24.32,4.9,-76.8,-1.2,-108.58,36.77,17.53,2.08,102.3,-4.14,-10.23,-44.01,1.16,5.31,-86.3,-10.31,2.89,-77.85,0.0
1.0,2.0,1.0,-6.62,-105.65,-6.53,-20.12,-27.34,-15.78,-80.18,-11.97,169.2,-54.95,11.8,-5.44,31.09,-32.94,4.8,56.15,25.35,49.28,0.69,-11.23,-16.6,40.92,1.0
3.0,0.0,1.0,36.3,-133.03,-5.86,-10.07,-33.67,-25.06,-90.52,46.32,246.26,19.12,60.3,-28.45,-113.46,172.03,7.39,-55.11,-42.45,-25.99,-101.73,1.96,-4.46,-53.93,0.0
2.0,2.0,2.0,8.13,-54.8,-5.29,-25.26,24.96,-85.35,0.12,55.21,-113.36,88.96,-95.01,-20.21,104.75,13.43,32.38,-37.77,-21.08,-26.27,-30.19,112.31,-7.87,34.53,1.0
2.0,2.0,1.0,-0.63,110.33,12.37,56.25,91.38,33.96,165.36,34.78,-38.31,11.65,67.7,38.59,-84.64,55.72,-7.36,-6.67,-38.88,-36.73,-51.29,-41.05,-7.58,-58.28,1.0
1.0,1.0,1.0,-7.79,46.41,-6.22,-3.49,36.77,-24.53,33.63,-41.95,98.62,-63.55,-49.56,6.99,141.47,60.1,7.11,37.77,-13.22,36.94,-78.53,5.68,34.76,-37.36,1.0
3.0,2.0,2.0,-4.24,193.76,5.71,-17.97,-43.34,6.51,-87.32,-53.03,-22.39,-25.53,-82.68,9.93,-11.44,81.67,-6.05,-44.09,-31.05,4.96,47.03,-26.4,-30.55,34.27,1.0
3.0,2.0,2.0,7.31,13.08,-9.49,17.82,-68.03,-39.18,32.41,-172.71,118.89,111.32,48.13,-29.69,-1.45,99.03,-1.62,-83.41,-9.52,50.65,-60.18,51.66,6.72,26.01,0.0
2.0,2.0,1.0,-24.18,45.79,-6.25,-14.61,94.98,18.91,90.17,58.01,-16.47,-99.21,-100.4,5.76,105.41,40.68,-12.1,-87.36,-51.19,44.81,-30.88,32.17,20.33,30.63,0.0
3.0,1.0,1.0,4.6,-53.02,-0.97,-32.19,-0.71,-131.01,-143.73,58.39,120.18,-53.36,10.22,7.97,-14.54,52.52,-2.38,-22.36,-70.08,48.46,-50.69,40.7,25.56,95.91,0.0
3.0,2.0,1.0,-15.46,-148.89,-6.2,48.36,-109.74,11.78,5.11,-158.14,251.66,30.6,40.31,-7.19,46.2,94.31,-17.07,96.14,-27.51,-12.58,43.74,58.47,26.16,62.82,0.0
2.0,2.0,1.0,-5.12,-86.15,-7.88,-44.82,25.21,-60.3,-116.17,-74.45,56.77,8.3,105.15,-4.5,-98.35,84.61,4.16,-51.64,-38.38,-63.86,-54.93,57.71,-8.9,-67.07,0.0
2.0,3.0,2.0,-9.29,-25.18,-2.79,44.42,20.38,-128.52,-28.15,3.11,36.67,-146.44,-16.23,-3.91,27.19,-0.69,-7.65,-50.48,34.24,-27.28,1.8,65.0,43.09,131.19,0.0
1.0,2.0,1.0,5.26,-261.99,0.71,57.96,137.62,43.87,147.78,106.78,26.02,212.11,-98.2,-19.91,-11.63,-77.93,-11.6,8.64,16.26,68.15,-19.03,-9.4,-33.8,43.45,0.0
3.0,2.0,3.0,2.37,-46.23,-10.37,-94.3,-11.2,25.5,-116.12,-57.05,-130.89,-32.24,-45.5,4.08,54.89,95.38,-7.27,-78.29,41.37,7.15,43.0,97.17,-10.58,-88.68,1.0
2.0,1.0,1.0,14.05,10.22,-7.11,-70.06,55.52,67.61,-39.33,93.68,142.22,51.82,-28.42,27.0,73.57,147.21,14.93,-36.68,9.39,-39.21,14.22,-0.67,-9.91,-30.34,0.0
0.0,2.0,2.0,18.25,242.28,23.89,-20.51,-27.2,42.03,-4.87,-54.9,-193.01,-46.64,-7.94,-15.07,-4.23,46.41,-9.58,48.83,7.02,36.95,25.38,-54.62,-11.39,-339.17,1.0
1.0,2.0,2.0,11.73,-84.5,2.3,-73.14,-56.21,-97.97,-59.59,70.23,-37.09,14.12,18.94,-0.48,-71.43,-89.46,2.33,-63.35,-8.6,2.24,-3.23,-53.76,1.98,9.49,0.0
3.0,1.0,2.0,-5.91,71.82,-10.27,84.91,17.41,128.78,94.03,41.36,-36.13,-150.52,43.45,-9.11,-21.83,175.05,-1.72,122.39,3.34,-11.74,-19.95,84.91,5.96,-96.16,1.0
1.0,1.0,2.0,-3.53,-83.09,-1.7,48.6,105.71,-49.04,-9.84,97.72,-112.82,119.65,46.68,1.48,-25.06,-170.34,4.34,-87.01,-30.63,12.95,-46.38,90.02,15.49,192.14,0.0
1.0,3.0,2.0,4.36,150.03,-0.58,18.99,84.46,-11.3,104.12,-2.22,-178.89,-27.4,16.56,8.23,75.66,-168.71,12.81,-24.23,12.44,-10.76,49.55,-28.91,15.89,120.59,1.0
3.0,1.0,2.0,1.87,-88.63,12.55,-56.46,-151.46,-54.13,-2.05,145.73,126.45,2.87,76.55,1.77,-75.77,-66.33,-2.71,-37.07,-6.71,16.08,19.05,-79.72,-5.77,165.06,1.0
1.0,2.0,2.0,12.94,-13.66,4.75,21.7,51.87,87.43,-35.54,25.32,-58.7,-210.62,-28.53,3.52,-26.72,-136.16,-20.97,-6.28,22.07,-9.55,4.47,100.23,-17.67,192.23,0.0
2.0,2.0,1.0,-8.06,147.66,-15.22,39.68,-155.85,4.93,42.43,-97.3,282.54,-136.34,-53.32,7.26,45.39,136.77,-2.8,37.49,-40.4,-31.02,-11.41,48.11,-9.92,41.08,0.0
2.0,2.0,3.0,10.71,223.37,5.39,-7.58,-18.74,-21.64,67.5,84.78,-207.43,128.28,7.88,23.28,77.27,64.02,-12.03,-3.14,-24.82,24.34,44.8,-25.09,15.36,-127.86,0.0
1.0,2.0,1.0,-9.88,194.7,16.35,-52.12,1.36,-88.67,22.08,-29.51,-30.67,-119.95,23.74,25.75,81.42,89.65,-1.92,-90.57,10.93,-29.21,-17.48,-21.06,-5.25,-163.6,1.0
2.0,1.0,1.0,3.49,52.44,-9.98,41.74,36.29,-38.76,22.72,-48.09,51.72,-46.2,23.45,-3.38,44.57,68.17,5.67,64.91,-1.04,-5.26,85.46,15.28,-3.22,54.56,0.0
2.0,2.0,1.0,7.1,32.86,2.88,-59.28,-8.28,-11.07,-73.93,101.63,89.1,8.18,13.83,-7.0,43.98,-69.99,-3.71,42.14,4.48,8.32,-51.91,5.83,-8.71,138.58,1.0
2.0,2.0,0.0,3.59,-198.74,10.89,-77.3,229.01,-100.86,33.87,80.27,41.51,-80.91,-17.54,-30.51,-63.15,-13.08,-4.24,45.51,-53.37,-21.49,53.96,-104.95,-10.18,2.91,0.0
2.0,2.0,2.0,3.04,44.69,1.69,-2.8,-143.36,46.68,196.1,-176.26,58.71,9.65,142.29,13.77,49.07,-27.0,-8.87,43.08,24.6,36.04,-101.95,-30.75,4.72,19.19,0.0
1.0,3.0,1.0,-5.2,15.58,6.59,-8.32,-132.91,31.84,94.19,-39.45,150.34,25.17,72.74,11.38,-6.27,-38.8,-6.78,-43.95,27.4,9.29,55.67,-45.73,-35.58,-30.52,0.0
2.0,2.0,2.0,23.13,288.27,7.78,-81.82,-64.52,-37.21,-70.05,-45.27,-69.99,-100.16,5.0,5.48,28.38,71.41,0.37,42.71,-27.85,54.76,50.53,-47.64,13.51,13.04,1.0
1.0,2.0,1.0,-11.98,-31.86,17.08,2.55,51.16,-57.96,-17.15,-8.36,-65.3,116.32,62.26,4.0,-103.01,3.86,8.98,6.81,35.93,-25.19,14.67,-4.2,-24.44,-76.93,1.0
2.0,2.0,2.0,-4.66,-40.68,1.49,0.27,-64.03,87.84,79.24,-59.7,-22.35,122.34,-3.03,-2.31,31.41,-59.23,4.0,-69.74,31.92,-47.85,-61.64,-50.95,-3.7,7.79,0.0
2.0,3.0,3.0,28.83,278.27,-5.47,6.31,-107.12,-5.36,59.99,-49.76,-102.66,69.42,38.61,46.49,2.56,-70.2,8.36,-26.89,-16.81,-89.02,-48.2,-109.58,2.32,166.77,1.0
2.0,2.0,1.0,2.94,-42.78,1.32,8.64,113.36,-3.26,26.34,7.69,-4.14,-11.44,-30.53,-38.88,128.13,-16.77,10.19,80.91,-13.61,-47.73,-23.65,1.92,-14.74,83.28,0.0
