cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,target
3.0,2.0,3.0,-63.11,-124.73,-48.98,93.3,-29.04,38.78,-16.98,114.05,-65.02,19.99,-23.9,-85.15,21.6,86.65,122.42,-30.97,0.0
2.0,3.0,1.0,-10.57,96.92,-41.28,-38.25,-35.92,165.68,-11.3,81.83,32.1,-59.99,-72.91,-358.13,-36.59,-43.73,101.02,-114.61,0.0
2.0,1.0,2.0,-77.05,191.61,28.68,59.41,-17.97,-63.58,43.23,65.02,-214.8,-93.77,-89.62,439.25,-29.19,-15.13,90.94,121.53,1.0
2.0,3.0,2.0,93.74,206.19,41.19,98.38,34.09,119.44,-35.49,-83.96,322.5,30.98,-37.37,-427.7,12.66,-6.33,111.29,-122.67,0.0
4.0,1.0,2.0,-51.4,-62.51,-179.44,38.69,-25.22,110.08,43.13,115.4,145.17,-50.98,44.87,-100.52,-41.26,44.46,-137.37,-52.78,1.0
1.0,2.0,3.0,140.5,186.73,-79.51,87.29,-24.94,-59.68,-40.19,-38.76,113.63,56.73,-50.55,-353.03,-3.05,116.2,96.92,-82.49,0.0
4.0,2.0,2.0,0.11,146.53,17.38,3.02,23.02,109.25,30.55,-23.28,73.6,-81.39,-42.5,-113.31,36.63,60.15,-75.46,-39.57,0.0
3.0,2.0,2.0,1.87,7.48,32.49,98.01,-8.08,-117.79,-34.87,-0.07,56.06,0.47,-9.52,95.41,-93.25,56.43,117.96,38.37,1.0
3.0,2.0,2.0,-7.91,-3.03,98.89,79.61,18.78,4.45,15.51,-11.05,88.58,-40.8,-13.96,-24.12,75.75,-69.39,48.3,-6.44,0.0
1.0,1.0,2.0,59.73,-7.37,-112.93,193.96,-53.28,181.95,-39.4,117.88,56.91,-37.5,75.35,180.59,13.45,-98.88,-116.99,-5.69,1.0
2.0,2.0,4.0,21.53,215.21,-45.76,-5.5,11.06,129.86,18.58,-46.23,129.46,-103.06,-77.48,-293.67,-39.97,9.98,190.43,-83.74,0.0
2.0,1.0,3.0,203.33,198.9,31.87,-49.96,21.74,-184.06,-97.04,108.09,-312.77,-19.69,32.67,869.31,-48.46,-130.26,106.28,208.83,0.0
3.0,3.0,1.0,-119.66,259.4,25.07,-47.39,-15.9,240.79,9.09,-11.74,190.56,22.94,3.78,-21.39,-8.53,99.61,-64.84,-32.29,0.0
2.0,2.0,1.0,75.18,159.17,-153.05,129.2,-3.81,219.04,37.78,28.37,154.41,-86.32,-85.89,-642.52,-50.34,144.91,155.79,-192.3,0.0
2.0,3.0,1.0,-85.3,-107.58,22.87,-39.75,8.34,-134.17,-10.31,-107.73,249.63,11.54,-8.49,-398.23,-2.41,-11.87,-12.91,-61.28,1.0
2.0,1.0,3.0,-9.2,2.38,-237.73,-7.16,15.38,212.99,50.71,133.12,28.85,93.41,66.57,100.25,-17.41,-17.65,-20.54,-23.26,1.0
2.0,2.0,2.0,-85.04,64.35,-71.85,-21.09,21.73,147.76,113.35,46.26,-103.76,8.14,-4.98,152.78,89.11,113.73,-187.99,20.23,1.0
2.0,1.0,2.0,-53.93,-17.02,-85.73,-41.3,45.31,260.52,-10.39,114.69,85.78,35.09,48.91,159.62,-14.8,-11.31,46.73,-11.49,1.0
3.0,2.0,1.0,86.72,-67.24,91.38,-8.43,-2.07,-69.36,-18.17,-30.17,-148.04,21.69,-9.52,239.92,27.64,-181.72,-77.65,66.21,0.0
2.0,2.0,1.0,134.88,-139.01,-47.05,-49.54,-90.22,-151.42,-65.2,87.76,15.47,-54.89,11.11,-97.84,-25.87,47.11,-36.77,-24.02,0.0
2.0,4.0,2.0,-134.04,-79.55,-51.32,116.97,12.21,-53.43,79.53,-31.85,-34.83,-71.55,-13.63,-347.16,-90.45,0.61,-84.85,-58.28,1.0
3.0,3.0,3.0,60.05,85.68,14.3,-33.74,28.09,41.38,-74.42,37.85,133.37,-72.84,13.77,-66.0,-16.35,-40.06,-178.32,-34.77,0.0
2.0,3.0,3.0,31.33,-156.01,-38.0,-50.65,30.16,-175.87,13.64,-16.58,196.21,-43.07,21.29,-493.24,5.3,-62.62,-11.67,-98.31,1.0
2.0,2.0,2.0,8.88,261.45,-53.35,48.23,-17.54,222.27,-6.72,131.16,24.22,-32.17,14.7,253.63,-71.49,125.59,-178.03,12.02,1.0
3.0,2.0,2.0,-71.54,-97.6,-69.09,-133.01,7.56,93.46,-42.03,31.57,122.92,62.7,21.8,-193.86,24.55,47.67,-138.54,-60.43,1.0
2.0,2.0,2.0,63.11,-90.93,-23.47,-26.12,4.58,59.13,-29.73,77.44,131.07,103.03,-19.15,-332.92,53.26,-163.99,37.95,-104.07,0.0
3.0,2.0,2.0,-19.19,93.16,49.23,207.63,25.32,-82.27,-8.0,93.43,-178.17,-62.5,2.72,559.9,-43.86,-37.5,26.1,139.42,1.0
2.0,2.0,3.0,112.99,56.53,-25.92,-19.28,-10.86,-39.76,-66.04,12.79,157.61,-71.15,25.97,-74.92,-19.06,54.68,72.51,-27.72,0.0
1.0,2.0,3.0,43.0,21.02,103.54,84.12,37.35,-136.2,3.34,-120.86,44.32,14.69,16.81,195.1,-24.81,98.8,153.0,73.89,0.0
2.0,2.0,2.0,24.36,14.05,-24.87,-88.55,8.5,-128.84,-70.52,28.98,-0.94,-152.56,-11.01,-24.29,-64.45,-77.95,-84.77,7.87,1.0
1.0,1.0,2.0,-91.1,-28.07,-57.46,52.53,-23.85,383.88,-112.89,92.62,29.2,12.34,42.5,311.49,-36.75,-13.64,57.88,14.16,1.0
1.0,2.0,2.0,60.28,-250.71,120.42,-117.5,80.31,-80.33,59.29,-33.91,150.65,4.07,21.09,-48.36,33.42,-79.78,7.25,-6.57,1.0
2.0,2.0,2.0,95.72,267.36,-59.12,-36.03,31.89,17.63,-42.64,-9.69,33.72,-57.72,-33.51,30.44,82.37,-113.69,-88.06,-0.84,0.0
2.0,2.0,2.0,-90.82,-264.97,-85.64,14.95,-22.18,-289.74,42.27,-59.38,-104.75,47.35,-20.18,-206.01,-19.63,-4.3,32.93,10.57,1.0
4.0,3.0,2.0,58.93,-23.5,-83.62,78.06,-1.98,73.43,-115.06,-101.72,59.11,-10.86,-23.88,-521.18,35.48,7.8,-79.36,-127.44,1.0
2.0,2.0,2.0,-47.0,16.91,-159.32,3.15,-11.68,173.49,60.24,38.21,-52.46,-47.52,21.47,12.93,16.46,-73.84,-2.74,-20.82,1.0
2.0,2.0,0.0,-74.27,18.71,-148.18,11.16,17.37,118.67,-61.41,44.23,-145.6,-54.28,17.76,46.65,34.22,132.59,121.07,-1.2,1.0
2.0,1.0,2.0,35.43,-154.06,-43.62,-17.37,-10.58,32.17,-39.06,37.08,-3.35,105.78,33.41,192.77,60.95,8.29,-27.8,32.74,1.0
1.0,3.0,3.0,-9.54,-7.81,41.4,53.84,-0.93,239.72,46.35,-38.45,-149.52,-13.17,-30.88,-95.46,6.81,-95.68,-6.49,-47.25,0.0
2.0,3.0,3.0,-46.84,93.68,-14.94,-80.04,-12.34,3.65,-81.25,28.61,85.36,-52.61,-24.59,-152.63,113.1,-1.52,59.85,-36.81,1.0
4.0,2.0,2.0,-71.53,149.23,196.85,-33.89,-6.01,-130.5,-32.81,38.14,259.45,-11.7,18.67,461.21,3.4,118.22,-148.94,122.28,1.0
1.0,2.0,2.0,46.4,193.19,107.23,-71.25,53.62,22.38,107.32,25.0,34.96,40.01,35.61,564.09,-13.51,15.52,6.34,121.32,1.0
2.0,2.0,2.0,-93.41,-22.41,2.28,-38.81,38.36,-48.93,19.7,2.1,-81.02,11.94,-13.98,34.21,12.47,35.97,-70.48,25.23,1.0
3.0,2.0,2.0,-117.12,230.63,189.5,143.26,33.6,-81.53,0.45,118.54,22.6,8.07,17.95,762.14,25.0,178.05,-152.88,186.87,1.0
3.0,2.0,2.0,-30.15,-3.23,-11.86,86.78,7.98,101.3,58.08,21.07,-29.89,-5.5,10.92,88.42,-27.16,34.68,82.11,6.95,1.0
2.0,2.0,1.0,16.23,7.55,-63.21,-120.88,-24.5,-38.4,-68.62,49.7,-191.35,125.8,14.19,270.89,-32.63,25.83,48.67,66.88,1.0
1.0,1.0,2.0,117.06,-58.11,14.96,-31.64,-39.88,70.54,26.06,93.83,-246.15,-40.82,-40.12,176.31,23.73,-95.02,130.91,18.17,0.0
3.0,2.0,2.0,65.46,235.91,-5.24,18.65,21.19,63.29,2.11,32.9,-102.22,4.39,-23.52,300.21,-10.15,-50.77,-13.53,56.65,0.0
1.0,2.0,2.0,34.21,14.97,32.09,54.94,7.2,60.25,65.48,80.11,-52.99,46.87,-22.73,-16.35,17.41,-56.43,-34.73,-22.75,0.0
2.0,2.0,3.0,-25.0,-294.61,55.94,-140.73,-19.19,-115.64,0.22,136.03,-213.09,70.58,-30.69,70.19,-3.89,-0.56,-5.92,24.99,0.0
2.0,2.0,2.0,-106.49,66.46,7.6,-2.09,-6.61,-106.05,2.24,122.11,-201.03,2.47,-94.05,135.91,-16.84,12.52,170.93,51.11,1.0
2.0,2.0,2.0,124.62,-265.52,93.18,147.31,26.23,-272.45,-68.82,180.63,-341.27,-9.87,-1.5,357.81,7.19,-4.86,-150.63,99.22,0.0
1.0,1.0,3.0,-31.78,117.4,68.42,-62.67,10.84,150.34,16.2,29.41,0.1,76.68,-57.55,193.16,-4.76,-125.8,27.52,26.09,0.0
1.0,3.0,2.0,-13.81,66.87,-97.76,77.9,-8.4,-29.77,112.13,55.31,-56.23,87.79,12.47,-81.54,-18.08,-68.03,-27.3,-19.04,1.0
2.0,3.0,3.0,50.83,-3.3,144.96,47.25,3.29,251.3,-58.6,67.75,113.7,-0.18,-17.7,-132.13,-95.73,0.85,-49.91,-82.31,0.0
3.0,2.0,4.0,-27.31,-84.56,62.95,-35.04,16.36,68.23,-91.38,-130.18,10.25,1.39,-29.13,-66.56,36.96,182.7,-200.69,-7.49,0.0
2.0,2.0,2.0,-69.97,123.68,82.86,54.55,8.34,111.13,-28.88,-77.27,187.4,42.21,-85.31,-281.41,13.66,70.95,88.96,-68.65,0.0
1.0,1.0,2.0,1.4,134.28,143.13,53.65,-2.84,-46.94,-74.37,-25.69,-102.34,-14.98,-0.67,726.98,-24.59,-13.96,10.58,184.17,0.0
2.0,2.0,2.0,49.12,-95.84,17.93,15.24,25.27,206.73,13.26,66.76,-216.06,-17.86,-56.7,-6.38,24.19,9.98,-37.89,-35.81,0.0
2.0,2.0,2.0,100.54,77.19,3.59,44.27,22.74,121.01,5.21,-12.64,227.94,-61.85,-30.26,-406.72,-32.17,-153.02,-62.82,-124.86,0.0
2.0,2.0,2.0,-94.75,154.16,127.98,92.68,13.7,-60.39,59.82,115.09,-163.86,-44.76,27.67,855.54,36.74,-252.22,73.92,208.65,1.0
2.0,2.0,2.0,116.14,117.83,-67.2,-207.19,-20.82,-22.83,-0.72,-140.73,-107.73,2.08,24.98,104.72,22.37,56.22,31.05,36.54,0.0
2.0,3.0,0.0,55.48,91.95,0.45,57.16,38.14,81.66,-65.3,86.04,108.77,-39.61,16.33,-34.86,-50.79,36.49,-18.34,-37.8,0.0
2.0,2.0,2.0,-71.9,-81.87,160.55,-82.39,-48.93,-49.65,-29.84,85.75,-221.79,113.29,22.4,528.01,30.07,20.58,16.12,131.66,0.0
2.0,2.0,1.0,89.0,-2.49,-80.92,126.18,34.89,100.84,62.41,108.36,17.55,38.6,-25.91,-261.74,29.69,-77.04,-29.88,-95.58,0.0
2.0,3.0,2.0,53.55,50.91,89.61,75.84,5.04,11.48,-40.37,-29.68,-176.25,-34.8,13.61,296.75,35.37,-23.37,66.93,70.63,0.0
4.0,2.0,3.0,115.95,145.99,67.55,-32.62,-19.13,120.84,-30.09,-31.89,147.22,116.75,43.43,193.37,-62.15,-103.9,96.59,17.06,1.0
3.0,3.0,2.0,2.26,202.21,20.72,-96.99,34.61,285.35,-6.08,48.12,149.64,-20.38,-11.19,-124.14,63.15,-20.51,-48.71,-78.9,0.0
3.0,2.0,3.0,-3.61,-69.63,-108.08,5.03,24.13,-46.71,40.36,-9.02,-153.27,-24.88,-75.09,-353.65,-1.61,-42.11,268.1,-68.67,1.0
2.0,2.0,1.0,25.04,124.67,38.56,47.27,-12.68,-35.57,-85.18,-76.24,43.13,-50.57,-1.7,124.44,-23.33,48.16,-166.39,40.44,0.0
2.0,4.0,1.0,-30.76,13.97,143.92,-95.48,32.79,-285.1,34.55,-52.01,-80.34,-22.28,-58.13,-130.12,-44.09,-56.67,-39.07,21.8,1.0
2.0,3.0,2.0,21.02,138.07,30.92,60.55,10.54,89.23,-36.74,-134.35,-4.59,55.49,-4.9,-132.94,37.44,-49.33,102.32,-30.33,0.0
3.0,2.0,3.0,138.29,33.06,-49.38,1.5,31.06,92.31,64.54,74.09,-130.24,13.54,-62.91,-137.37,-22.51,-31.89,231.0,-60.16,0.0
2.0,4.0,2.0,102.71,194.61,-61.77,-2.77,-9.72,87.83,-60.47,-95.34,2.95,9.15,18.74,-304.98,-65.77,-56.53,-143.75,-83.17,0.0
1.0,2.0,1.0,23.71,29.85,-8.51,41.96,43.8,25.81,51.32,82.43,-47.49,23.28,-44.7,-122.19,-15.87,122.77,-25.86,-41.24,0.0
3.0,3.0,2.0,5.17,122.26,17.4,95.04,19.31,-42.15,38.47,61.98,-12.74,-43.07,-8.93,77.11,17.43,75.4,271.79,17.38,1.0
2.0,3.0,2.0,28.15,-107.96,-23.58,31.66,28.74,169.21,-56.98,-49.54,-20.43,-53.42,-40.94,-427.63,30.15,147.91,101.2,-120.24,0.0
2.0,2.0,2.0,-22.75,60.28,-3.63,119.48,37.93,62.45,61.28,44.63,153.32,-33.27,-9.3,-155.78,27.82,-72.81,-56.94,-52.19,0.0
2.0,3.0,1.0,-1.05,180.15,20.18,71.4,-44.17,73.14,-117.01,-124.97,86.73,16.2,6.88,-43.02,-58.74,-19.3,-103.76,-8.27,0.0
2.0,1.0,2.0,126.28,151.13,-122.03,14.15,-5.17,46.84,-20.21,115.3,-74.78,70.43,43.14,319.89,-15.16,-62.94,118.7,46.0,1.0
3.0,2.0,1.0,-8.07,19.76,17.9,70.66,9.26,181.72,0.26,-16.01,-14.47,-85.43,-56.79,-148.11,83.49,-111.46,-257.76,-55.85,0.0
3.0,2.0,3.0,-24.22,-78.02,-32.52,-27.02,32.7,-66.23,-1.54,32.92,-173.58,-93.38,-15.38,105.87,92.65,99.8,-94.42,37.61,1.0
1.0,2.0,3.0,11.27,44.59,8.46,-55.25,2.91,-50.57,66.77,51.07,3.24,10.91,-13.65,7.2,13.26,82.33,91.29,2.55,0.0
1.0,1.0,2.0,38.91,-56.96,66.02,140.02,-41.88,117.05,-55.08,11.59,-339.6,78.22,8.79,627.0,75.56,-145.02,119.6,134.6,0.0
3.0,2.0,3.0,19.74,-80.9,230.66,-26.49,23.19,54.71,24.52,-58.05,156.17,11.69,21.88,148.07,61.94,69.78,77.01,26.4,0.0
2.0,1.0,3.0,19.92,-126.43,162.47,49.93,26.72,122.52,-53.75,96.97,-412.44,-16.08,-25.07,678.15,55.71,-24.4,65.46,140.09,0.0
3.0,2.0,2.0,49.03,-138.06,164.8,-220.98,44.81,-6.85,-15.09,25.9,-274.39,-44.62,10.24,530.1,34.97,55.42,-146.96,124.39,0.0
3.0,1.0,2.0,80.52,-39.53,-25.15,-69.05,29.37,30.58,-75.8,70.47,154.05,53.43,28.15,96.4,-7.81,26.64,41.85,-1.0,1.0
2.0,3.0,2.0,-171.39,-186.55,34.06,165.33,3.4,-293.09,65.51,29.32,44.93,-27.65,-31.02,-111.5,-77.06,68.99,6.43,26.48,1.0
3.0,3.0,2.0,46.04,295.62,-37.42,-53.24,41.27,218.83,3.11,37.87,41.05,-3.53,-95.55,-434.1,-20.69,68.11,-30.27,-139.02,0.0
3.0,2.0,1.0,64.1,146.12,24.67,-98.69,-14.93,-27.98,-1.37,48.85,-205.25,-106.81,-13.72,458.75,-18.39,50.64,-115.14,107.25,1.0
3.0,3.0,1.0,54.59,275.65,152.63,-25.9,-12.11,134.29,-11.01,-135.53,278.35,-20.24,0.78,-60.16,-27.09,9.36,-183.09,-29.4,0.0
1.0,1.0,2.0,-64.85,168.16,90.66,-6.67,23.41,-8.39,-54.92,-98.1,246.21,-43.68,-58.85,53.49,28.92,-9.24,81.67,27.67,0.0
2.0,2.0,2.0,-100.04,11.93,33.79,-26.91,-1.57,-57.18,-15.65,4.31,-59.2,-33.44,-29.64,75.17,83.43,-61.71,27.53,36.52,0.0
2.0,2.0,1.0,76.05,138.46,-82.06,-11.65,-23.89,34.05,11.45,-85.76,48.0,58.06,-6.49,-69.84,8.81,24.59,119.76,-18.03,0.0
2.0,3.0,3.0,24.96,187.11,276.24,57.67,52.48,97.57,38.04,-73.49,110.27,-28.75,22.21,303.21,-1.23,193.11,13.1,59.47,0.0
2.0,2.0,2.0,-6.47,-11.27,54.01,61.29,-10.43,-53.07,-19.41,-23.4,113.29,27.61,37.99,74.64,25.44,44.1,-124.41,23.99,1.0
2.0,2.0,2.0,-80.09,-20.5,29.78,-11.24,-19.58,-111.86,3.11,43.65,-70.11,-67.21,-24.43,156.13,40.83,-15.38,19.1,57.34,1.0
2.0,1.0,2.0,8.58,201.61,56.03,10.44,-34.5,-36.57,85.76,49.89,-212.17,-58.61,9.63,775.46,29.18,34.57,-22.53,187.44,1.0
4.0,1.0,2.0,128.21,155.33,49.39,42.29,33.9,11.82,8.28,27.91,129.42,53.68,-37.04,64.96,44.79,-167.25,-26.23,-1.74,1.0
2.0,2.0,2.0,254.44,-36.12,39.28,9.5,-7.38,-87.45,-0.04,59.08,121.5,-53.13,5.1,-209.14,-66.41,15.82,-97.47,-69.1,0.0
3.0,2.0,2.0,-54.01,157.2,-1.95,38.63,32.7,79.43,98.92,-104.25,358.84,-104.91,-102.91,-534.78,-54.27,88.45,-131.24,-125.04,0.0
2.0,2.0,2.0,-79.58,-36.06,10.95,97.99,-35.41,97.63,26.65,2.8,41.47,-28.35,-8.26,-45.93,-7.86,-93.85,-130.63,-19.08,1.0
3.0,3.0,1.0,-12.66,-369.91,137.15,-35.54,-41.4,-149.89,37.35,-71.87,208.66,40.79,23.57,-345.1,15.19,-37.58,26.78,-58.33,1.0
1.0,2.0,1.0,-59.32,149.23,51.72,53.06,-19.15,-53.01,-1.77,91.09,-177.34,-14.29,-32.36,481.2,23.23,-21.82,35.58,121.8,1.0
2.0,2.0,2.0,15.7,-19.67,131.18,-75.28,24.8,-51.2,-69.83,0.6,-78.56,43.69,-6.02,349.35,-27.63,4.89,-93.7,90.2,0.0
1.0,2.0,3.0,-232.74,-172.28,-0.8,23.11,43.81,280.61,-54.63,-37.94,171.82,4.46,-8.64,-341.86,-68.79,-50.63,53.0,-100.81,1.0
3.0,2.0,1.0,-142.73,-306.6,-100.66,-23.99,11.17,21.93,-48.44,-12.36,-45.47,71.41,26.63,-139.94,-84.61,-64.02,-195.88,-22.63,1.0
3.0,2.0,3.0,80.83,-243.45,157.36,25.95,-0.09,-80.36,62.82,-88.17,-319.99,38.46,46.21,522.53,-69.42,-18.09,11.75,143.0,1.0
2.0,2.0,2.0,-53.97,92.8,124.84,86.34,3.7,-130.78,27.99,100.23,1.29,-77.46,20.13,564.33,-44.98,27.0,71.12,144.26,1.0
2.0,2.0,3.0,30.91,103.27,16.83,-44.46,-12.08,75.73,43.63,-23.55,-79.54,14.09,-4.61,223.56,70.4,30.78,-30.65,44.5,0.0
1.0,2.0,2.0,117.7,221.83,24.33,-42.24,26.8,-52.46,-16.4,-0.57,-181.09,39.12,33.26,522.31,-5.13,46.61,87.66,124.46,0.0
2.0,2.0,2.0,-80.33,-194.4,-4.37,-43.5,1.23,-16.61,-13.75,-42.04,-9.41,25.61,-0.06,-137.24,90.89,-62.75,34.95,-18.5,1.0
3.0,3.0,2.0,14.49,156.07,18.88,-10.04,29.14,173.78,-73.0,-79.07,-123.37,8.17,13.07,41.36,36.67,45.71,-37.78,-4.87,0.0
3.0,3.0,2.0,36.68,45.84,155.27,12.11,-0.26,204.23,-38.86,-5.5,236.48,2.26,5.14,-121.23,6.28,197.06,-27.85,-67.05,0.0
2.0,2.0,2.0,-23.88,-5.86,162.73,-6.56,32.01,61.65,13.49,-61.0,-244.41,6.95,38.75,689.97,22.98,38.34,69.9,167.18,0.0
2.0,1.0,3.0,82.58,24.16,-11.97,44.07,-9.51,-13.74,-14.15,-29.18,-141.84,-3.88,23.09,409.97,16.48,103.48,-169.57,98.2,1.0
2.0,2.0,2.0,-56.17,-24.24,-71.13,-212.03,-16.66,52.45,43.77,26.8,35.74,-41.41,4.81,-101.91,-31.87,-38.72,100.84,-30.64,1.0
2.0,3.0,2.0,74.94,144.34,168.46,-41.5,-12.81,102.73,84.24,-64.66,187.13,-2.82,15.33,65.23,-69.67,38.11,-50.29,-3.88,0.0
2.0,1.0,3.0,-26.26,-188.39,134.31,-29.92,-48.93,175.72,23.21,-14.43,-283.94,47.3,-23.68,353.56,61.16,-56.75,-63.09,69.33,0.0
2.0,1.0,2.0,-31.62,168.53,-24.67,51.72,8.69,149.06,9.42,-81.92,121.02,7.3,-45.19,-55.99,-50.96,219.77,-140.41,-22.66,0.0
1.0,3.0,3.0,-113.84,90.65,41.34,-7.79,-15.23,74.24,64.92,6.35,10.96,72.71,-38.26,-76.9,-31.33,28.7,47.28,-18.69,1.0
2.0,3.0,1.0,42.81,316.81,112.38,51.65,2.79,282.15,39.56,-35.82,108.76,4.02,-29.82,-80.2,17.31,-31.37,-168.58,-60.44,0.0
2.0,3.0,2.0,19.55,45.91,-58.67,26.8,-13.09,-79.77,-101.68,52.31,122.5,89.01,5.18,-214.94,53.85,-22.03,23.93,-50.08,1.0
2.0,2.0,2.0,23.72,-26.31,29.07,-9.61,3.24,62.15,-19.69,32.03,166.9,-63.53,13.8,-49.92,18.05,-83.43,59.37,-31.06,1.0
3.0,1.0,1.0,62.78,-130.93,245.27,-98.5,-42.34,-105.79,-28.97,56.95,-425.19,-14.47,51.34,1057.82,29.38,49.42,-14.07,260.33,0.0
1.0,2.0,1.0,-6.92,43.76,121.01,-36.16,23.9,-13.6,40.67,-65.98,33.84,28.67,-40.62,78.77,102.23,79.72,39.21,29.29,0.0
2.0,2.0,2.0,38.34,319.93,106.23,40.17,7.29,6.39,-31.58,134.75,-41.21,-47.45,-50.09,524.09,30.25,-31.86,47.95,107.7,1.0
3.0,1.0,2.0,126.04,104.02,63.06,-74.0,-36.97,-136.49,-82.01,-2.06,-211.26,130.94,28.42,671.23,21.95,27.14,-115.86,171.92,0.0
2.0,3.0,3.0,-37.82,-73.45,-104.11,10.66,-35.48,-50.92,-65.22,10.4,109.15,-19.6,8.01,-358.83,-15.61,24.28,21.74,-78.32,1.0
1.0,3.0,2.0,6.95,254.39,-153.09,64.17,-12.75,82.42,-3.99,145.89,-230.31,64.92,-82.75,-186.62,27.8,35.72,-50.11,-63.66,0.0
2.0,2.0,2.0,-38.26,149.98,11.38,-53.75,-45.74,44.02,-42.16,-1.48,-168.74,-12.56,-27.09,345.58,32.67,-29.23,-132.0,84.49,1.0
3.0,3.0,2.0,113.01,152.0,-16.73,-149.57,17.46,-145.48,6.37,67.58,-41.04,18.37,3.73,118.72,3.0,108.33,-125.66,32.53,1.0
2.0,2.0,1.0,-20.09,58.2,-80.4,41.95,-30.38,217.07,-27.27,128.9,-72.33,-74.5,-72.47,-276.46,33.05,-40.93,-24.57,-104.63,0.0
2.0,3.0,2.0,-90.81,181.86,79.0,-117.32,58.86,3.06,103.23,18.31,-148.78,-54.35,-46.13,110.23,15.11,-2.72,-119.84,36.39,1.0
2.0,2.0,1.0,-24.39,321.8,156.41,139.8,3.01,46.93,65.63,120.24,-51.52,12.79,21.98,791.04,44.16,-77.88,-120.82,169.09,1.0
2.0,2.0,3.0,51.07,138.75,46.06,19.62,-19.56,-34.82,-101.76,64.64,-65.42,-68.83,-18.13,336.82,-10.91,123.58,15.54,75.4,1.0
2.0,2.0,2.0,17.63,-204.29,33.16,2.42,-5.77,101.77,-47.51,-92.97,47.0,-37.39,-89.3,-615.67,25.22,54.95,139.61,-149.19,0.0
3.0,3.0,3.0,-152.45,-97.52,-17.25,153.99,-3.65,111.73,-33.97,21.39,170.82,70.87,-0.44,-306.28,97.26,79.61,-132.92,-82.16,1.0
3.0,2.0,2.0,-66.24,151.77,85.87,-49.25,23.6,-68.21,35.89,22.17,6.38,108.09,-11.81,367.57,-42.53,-22.41,140.02,100.27,1.0
2.0,2.0,2.0,61.58,3.56,150.87,-17.86,-49.57,-37.76,-8.46,-2.25,-287.71,-130.15,52.78,673.61,31.38,50.59,-84.13,163.75,0.0
2.0,3.0,1.0,133.63,-45.49,45.36,-41.41,22.73,87.29,68.97,-42.55,-506.19,44.17,83.33,601.76,97.97,-81.16,62.55,131.48,0.0
2.0,3.0,0.0,40.35,329.46,-21.76,-59.23,8.42,103.4,-11.07,-39.05,77.47,-6.74,-39.59,-133.11,1.99,104.05,-26.56,-44.83,0.0
3.0,2.0,2.0,9.8,-12.01,-87.32,-31.48,3.41,-58.91,-31.35,164.11,-115.28,99.85,-14.51,17.86,-17.33,29.54,89.1,-3.48,0.0
1.0,4.0,4.0,-189.33,-3.04,-73.6,-125.79,-18.45,4.41,37.43,8.73,8.67,14.02,-23.4,-386.83,64.4,-14.95,-122.51,-76.31,1.0
2.0,2.0,3.0,-71.45,-25.78,15.57,-44.98,15.01,152.36,4.71,59.85,87.02,42.85,-28.4,-191.23,-8.82,-13.32,-109.3,-68.96,0.0
2.0,2.0,2.0,-2.9,64.73,18.6,-56.44,-3.54,-58.48,-17.3,-9.62,-3.58,-46.64,-16.16,119.88,-89.4,-124.57,101.78,39.02,1.0
2.0,3.0,2.0,5.35,-166.2,-81.79,-37.25,30.71,-109.45,-50.05,-28.46,-61.36,90.64,2.83,-304.31,50.71,-7.82,-125.03,-52.34,1.0
3.0,1.0,3.0,58.52,245.46,33.97,-24.63,7.06,24.1,58.6,43.82,-71.17,-56.38,-86.63,302.98,-43.63,104.49,-62.33,64.18,1.0
2.0,2.0,2.0,118.2,29.15,-82.19,38.2,42.36,138.02,-114.54,-112.44,-56.28,-48.65,-12.72,-140.48,29.39,-11.59,136.5,-47.68,1.0
2.0,1.0,2.0,30.6,-252.33,-79.5,93.21,5.24,-83.05,81.05,54.78,425.65,-27.82,40.0,-438.84,-5.71,-9.2,-82.57,-112.55,1.0
2.0,2.0,3.0,2.14,169.92,3.4,-107.31,1.47,96.21,-21.62,-45.59,130.07,-86.84,-47.31,-185.91,-10.23,55.0,96.07,-53.48,0.0
2.0,3.0,2.0,-19.0,102.91,103.3,-75.75,-13.05,-84.3,-82.48,-42.86,134.42,-37.1,19.61,135.69,-7.02,-157.64,79.61,46.45,0.0
3.0,2.0,2.0,75.15,31.14,-61.7,168.78,9.7,163.16,32.11,99.81,120.57,9.17,-29.96,-367.93,20.97,-19.37,-110.04,-129.8,0.0
3.0,1.0,2.0,-12.75,131.89,-210.35,-97.23,54.65,217.66,8.68,205.42,136.42,88.38,64.64,78.55,-54.62,25.55,-6.95,-39.61,1.0
1.0,2.0,3.0,39.44,39.23,64.45,-96.01,-17.95,102.26,116.03,-6.34,-210.23,-39.16,1.47,279.48,-1.39,-23.07,35.48,53.52,0.0
3.0,1.0,2.0,-156.47,-10.68,-21.05,33.3,-14.19,307.56,2.36,14.58,8.21,27.74,-8.19,76.08,5.83,-49.02,-32.07,-13.83,1.0
4.0,2.0,3.0,-20.1,-11.02,57.51,88.27,-2.31,28.55,-33.87,-85.46,90.28,49.37,-38.84,-62.65,-49.5,132.67,45.47,-7.94,0.0
