cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,target
1.0,2.0,1.0,106.7,-5.77,12.57,-1.72,-25.42,-48.63,-20.24,-251.29,-5.82,16.66,-69.4,26.49,30.19,19.77,193.64,-56.88,-28.41,14.58,-1.4,-99.2,23.93,7.0,7.89,-15.71,-3.22,6.68,0.0
1.0,2.0,2.0,-39.53,-0.91,58.21,5.56,-11.91,48.34,-48.69,-68.52,9.38,34.3,-81.05,-81.05,8.26,147.8,157.33,-71.07,-439.33,188.76,-3.18,-185.43,-43.54,77.0,53.7,-5.36,-94.75,10.85,0.0
1.0,2.0,2.0,-9.1,10.14,-58.9,3.6,-0.36,52.02,2.02,133.51,-2.86,-29.51,-25.05,-25.19,-6.96,11.23,-142.28,204.27,-163.22,12.03,0.41,-8.24,1.57,-53.5,77.63,20.41,-105.19,13.35,0.0
2.0,2.0,1.0,-54.23,-5.02,39.48,-1.17,46.63,130.23,-124.6,-119.59,5.36,-21.85,123.4,78.55,-1.55,-61.76,-16.94,-141.25,184.71,-169.96,-0.83,9.18,6.38,126.86,67.96,-10.27,16.72,8.73,0.0
2.0,2.0,2.0,-51.68,-4.19,-46.48,-5.24,7.71,2.73,64.36,13.09,3.06,65.82,401.95,51.04,-8.76,-99.52,114.28,-124.03,362.89,-133.33,-2.65,-217.27,-73.22,32.09,9.49,-10.67,30.97,-2.65,0.0
1.0,1.0,2.0,-32.09,-1.91,23.15,-3.3,-23.52,-16.55,35.52,-12.96,-3.45,-19.37,3.53,-28.79,-8.36,-11.45,61.23,88.52,173.25,15.75,1.59,114.26,2.01,-13.1,-44.25,-90.17,-7.86,-3.15,1.0
2.0,2.0,2.0,-83.71,7.64,-47.76,1.03,-20.11,18.48,28.7,146.49,-1.49,-44.39,-42.81,27.33,-4.37,80.25,6.71,-148.59,-272.04,112.96,1.23,-92.32,15.76,-15.89,-20.49,-21.24,32.15,10.18,1.0
3.0,1.0,1.0,-144.06,-4.39,48.2,-9.11,-17.49,32.0,-50.52,-80.26,13.13,-28.38,113.06,35.03,4.87,-96.08,-245.18,-55.25,362.04,-153.02,0.92,-111.63,-10.37,-34.45,-60.68,-74.97,11.25,-10.7,0.0
1.0,1.0,2.0,-91.16,-4.27,30.67,-2.09,-25.48,-18.57,28.94,-0.69,-4.47,63.82,-9.78,44.13,5.34,1.83,141.69,-94.45,67.91,-30.0,2.88,50.43,36.98,65.09,139.57,-20.02,-8.86,1.54,0.0
1.0,2.0,2.0,-42.01,-10.39,55.66,8.85,21.36,-66.25,18.71,-35.41,-3.5,48.47,-185.49,13.64,-20.93,155.38,-91.47,-83.19,-612.66,279.93,1.74,7.84,-1.14,-36.38,28.81,-4.46,-48.15,18.57,1.0
2.0,2.0,2.0,48.11,2.98,-17.89,-7.83,15.96,2.0,-36.17,44.0,4.35,-71.58,165.96,-10.05,-16.95,-98.55,27.78,-106.78,462.63,-72.89,0.47,112.14,-7.13,130.52,45.09,25.2,-193.42,-2.73,1.0
2.0,1.0,1.0,42.99,-2.15,-20.16,-2.49,-9.3,83.1,106.6,-125.49,-8.37,-3.94,-64.71,33.02,8.56,19.58,-200.12,122.08,-126.18,40.25,2.07,-152.77,14.33,117.99,16.75,-48.94,117.05,2.94,0.0
2.0,1.0,1.0,-11.83,7.52,-66.91,-5.66,-15.35,11.68,-42.11,-130.41,-8.3,23.88,2.45,56.24,25.83,-24.79,20.27,-107.3,106.09,-86.96,-0.14,-144.83,34.74,-87.51,72.31,-22.88,-42.27,-4.5,0.0
1.0,1.0,2.0,-22.64,12.39,14.0,5.17,58.07,-122.4,136.09,12.15,11.0,45.49,129.99,61.2,-34.22,55.47,-354.07,135.21,-250.9,-25.68,0.93,-141.93,-76.32,-116.02,-3.2,-5.4,-44.58,-8.14,1.0
2.0,2.0,2.0,16.47,1.26,-42.86,-2.11,3.79,-45.02,-52.17,-143.17,7.87,45.47,76.78,0.14,4.54,19.38,-138.49,22.81,-87.8,57.69,2.03,-283.64,-56.26,-95.7,8.18,-39.14,-16.7,7.81,0.0
1.0,1.0,2.0,-16.93,0.13,25.61,11.19,-9.51,-95.74,-125.19,11.76,-1.52,-64.71,-247.72,-27.54,-30.8,268.44,89.19,-92.33,-935.6,266.61,-1.64,84.02,106.69,10.7,48.37,1.09,34.29,-4.65,0.0
0.0,1.0,1.0,61.46,-0.66,-66.67,-8.62,-2.34,73.22,-82.77,-178.47,11.1,29.33,83.13,26.0,6.47,0.91,16.17,70.64,170.3,-155.87,1.1,-103.14,52.08,22.43,48.96,-15.22,-41.95,-0.22,1.0
1.0,1.0,2.0,87.62,-5.46,58.87,-2.83,35.0,-8.42,-108.42,5.25,-6.4,57.75,-68.26,-17.29,-0.32,86.46,-40.49,19.49,-207.42,82.65,1.97,-112.65,33.5,-72.53,-100.64,-81.81,73.21,17.67,1.0
2.0,2.0,2.0,-58.93,2.83,-84.22,-7.57,-11.85,-77.57,33.35,-26.36,4.01,22.48,13.86,8.46,-19.13,13.82,268.61,179.7,253.87,230.14,-0.77,152.63,-17.14,-16.35,-32.92,-44.85,23.41,-0.42,1.0
1.0,1.0,2.0,-38.94,-5.93,24.24,1.97,22.29,170.25,91.37,123.4,2.72,64.7,-90.63,-49.49,-16.95,51.05,-190.54,-123.95,-318.04,232.55,3.44,-44.66,6.21,36.23,157.56,22.07,63.51,-3.8,1.0
1.0,1.0,1.0,-64.19,-0.03,2.49,-0.74,-19.56,100.09,-138.93,83.89,-8.64,17.22,-26.54,-15.64,-7.95,-80.39,-150.1,-15.25,200.5,-60.14,-3.4,181.95,15.93,3.99,-31.25,65.16,124.47,-0.58,1.0
2.0,1.0,2.0,87.55,3.07,-36.5,-6.83,4.87,98.15,67.16,34.22,-0.83,-62.74,17.71,22.03,15.74,-30.84,91.86,62.73,163.21,-3.6,0.52,-77.42,31.63,20.81,0.51,10.15,-34.64,-8.19,0.0
2.0,1.0,1.0,47.47,-8.6,84.01,-4.69,7.03,-12.78,-53.97,72.99,-16.68,22.48,105.08,23.26,5.94,-87.05,-8.79,186.25,117.03,76.17,1.65,-140.61,9.11,153.94,-64.39,3.53,-19.98,-7.29,1.0
0.0,2.0,3.0,-95.12,3.01,-94.25,2.02,-17.49,34.41,-60.22,47.94,-3.01,9.85,171.2,-17.35,11.57,-54.64,237.04,-50.59,-38.55,66.2,-0.96,-187.78,-17.78,-27.85,-47.95,-37.99,165.03,2.34,0.0
2.0,2.0,2.0,-81.0,0.51,36.75,-9.15,-6.09,-21.83,-47.64,-55.66,7.4,-13.79,175.33,-63.6,-1.07,-79.81,-258.77,53.76,316.39,-44.8,0.46,-231.8,-68.67,45.2,-48.66,31.29,21.76,-7.09,0.0
1.0,2.0,1.0,-35.6,0.37,-10.13,-1.36,-4.58,-107.97,-69.72,26.25,4.14,9.33,93.41,25.89,-5.71,-50.79,33.83,-29.71,217.33,-116.49,-0.98,78.06,-3.87,229.01,-70.6,47.68,-0.45,7.46,0.0
1.0,2.0,2.0,-46.7,-4.24,-103.69,-2.63,25.68,-46.52,-39.09,-82.64,-10.55,-62.37,96.46,-96.43,-14.54,-60.67,-201.05,-50.5,275.84,-195.05,1.08,86.78,-15.97,-45.07,-178.64,21.68,-42.82,9.0,1.0
1.0,3.0,2.0,2.25,0.32,-8.45,0.01,8.29,-32.81,-81.0,35.71,1.27,81.95,-88.5,-6.63,-3.28,186.35,92.74,-22.31,-374.38,29.38,0.42,-101.08,39.17,149.42,73.36,27.15,35.18,-1.01,1.0
2.0,1.0,2.0,42.35,4.12,-92.35,-2.96,-5.69,27.72,-19.66,37.62,-3.54,54.02,97.79,87.8,-5.45,-46.53,-5.85,114.74,174.11,-139.01,-0.79,37.82,31.31,71.65,-95.73,-26.32,74.37,18.19,0.0
2.0,1.0,2.0,-137.65,-6.84,59.33,-3.1,8.0,69.21,-63.15,-5.06,-1.38,29.38,-105.26,43.59,-7.1,69.9,-178.53,18.82,-259.42,219.94,-0.1,-128.37,20.13,20.47,3.45,-16.95,-56.44,5.57,1.0
2.0,1.0,1.0,-125.4,6.69,-48.26,2.98,-10.88,-35.19,54.68,9.14,-3.54,-72.13,-102.5,46.37,-10.01,89.57,-124.76,96.98,-300.75,167.18,-6.2,-54.31,-25.59,-94.86,-2.22,-8.61,-34.34,15.17,0.0
1.0,2.0,1.0,108.1,-1.55,-105.48,6.01,5.86,-46.49,-65.26,-189.55,8.42,24.17,-283.22,-158.91,5.28,107.09,-30.64,51.58,-412.35,214.2,0.51,69.71,21.04,1.01,83.14,34.0,-65.91,3.42,0.0
1.0,1.0,2.0,-15.33,-3.66,1.42,-4.85,-7.55,7.35,-4.25,160.87,0.1,-24.71,8.72,-20.38,-5.21,-71.57,-52.78,-5.02,419.62,-88.39,-3.28,185.01,-28.79,70.25,18.23,10.74,-104.19,-0.82,1.0
1.0,2.0,1.0,-106.59,0.28,-8.46,1.7,15.69,34.44,81.71,-5.16,-0.4,-29.92,31.58,48.16,-4.89,-75.53,-290.7,-146.4,171.06,-127.79,-0.93,45.86,-54.07,-77.24,26.68,-23.4,-2.48,-3.51,1.0
2.0,2.0,2.0,195.96,-9.79,5.76,-7.28,15.58,66.0,-8.12,53.03,-8.11,110.28,2.44,42.7,2.32,55.38,-41.84,-258.66,-28.95,-13.95,1.7,-142.53,43.53,259.69,0.02,6.51,39.99,22.1,1.0
2.0,2.0,1.0,-28.11,4.96,-7.08,6.03,0.84,38.39,-2.42,94.7,3.94,-121.4,28.47,3.83,-4.81,-58.63,-314.49,42.64,-55.48,-101.13,3.91,-16.35,-38.3,70.4,51.39,-1.23,-13.96,-10.95,1.0
1.0,2.0,2.0,-63.88,3.43,-19.6,3.97,-19.4,-28.57,-24.41,-107.19,-3.54,-11.84,-191.42,64.64,5.19,139.58,-54.29,-31.51,-546.17,214.12,1.84,-143.11,31.32,-21.13,-67.61,17.96,29.38,2.3,0.0
2.0,2.0,2.0,25.14,-3.08,-29.22,-2.99,2.82,15.37,-53.89,-109.98,-9.56,85.26,63.84,97.14,-9.14,-129.45,-164.34,28.79,357.26,-101.82,2.66,152.04,-0.67,-57.48,-38.85,-3.9,57.9,-13.69,1.0
2.0,2.0,2.0,95.58,-4.15,-4.6,3.53,21.03,130.67,45.2,-96.92,10.56,24.78,6.2,2.34,-8.5,89.9,-73.3,-57.78,-314.55,118.44,0.01,-170.89,-46.46,47.99,63.0,38.73,26.02,-4.15,0.0
3.0,2.0,2.0,-56.21,-4.45,-18.06,4.03,-1.38,-19.07,51.29,-72.9,-1.05,-58.12,82.88,45.67,-32.23,52.32,-213.34,-65.48,-187.12,37.23,1.51,-45.14,-58.68,23.4,-85.3,-4.72,30.38,2.05,0.0
2.0,1.0,2.0,-42.18,-0.53,-22.41,-3.88,17.9,109.59,-3.0,163.28,-6.36,44.29,275.85,-4.53,-14.21,-176.96,-244.91,36.04,467.82,-224.72,-0.27,-12.69,-47.03,-135.13,14.83,21.83,12.99,-5.56,0.0
1.0,1.0,1.0,45.16,1.02,-11.68,3.33,-4.84,34.63,57.15,92.92,0.89,-63.11,-300.78,54.77,-4.83,75.32,-259.43,-14.41,-354.05,281.28,0.65,69.5,7.35,39.8,-32.45,14.21,-57.45,5.34,0.0
2.0,2.0,0.0,87.3,3.74,46.89,-9.16,-4.72,-43.11,46.61,84.76,4.56,31.9,299.79,13.19,-24.62,-148.96,-226.84,30.54,628.78,-330.14,2.47,67.99,-20.91,70.41,-15.78,43.79,39.97,-6.29,1.0
1.0,1.0,3.0,74.8,1.0,74.99,-1.43,-24.91,105.52,-119.4,-80.99,0.53,21.76,17.22,-84.88,-4.86,-21.79,-94.14,38.0,-70.1,122.05,1.25,-84.3,6.62,8.75,90.44,-9.76,-72.24,9.86,1.0
1.0,2.0,2.0,38.68,-6.43,-59.93,-8.58,8.01,32.61,34.84,-69.7,-3.58,-90.52,277.7,90.42,-26.9,-139.11,-130.22,91.68,548.83,-172.09,1.15,65.95,-24.06,-67.66,0.9,-71.2,37.08,-17.01,1.0
1.0,1.0,1.0,96.87,-7.72,-12.7,-6.19,2.19,-111.98,-4.67,105.8,2.42,-34.3,42.78,43.0,12.61,-55.12,-139.81,186.17,182.86,-76.97,-0.95,-127.51,2.76,-24.57,66.36,-35.12,42.09,6.77,0.0
2.0,1.0,2.0,-89.5,4.47,20.11,0.34,15.87,-2.51,-23.59,-3.38,-1.85,-24.41,217.72,30.21,-0.25,-85.8,-26.41,64.9,128.91,-239.62,1.31,-83.07,19.06,-25.78,-73.65,-21.85,16.66,3.91,0.0
2.0,2.0,2.0,-57.11,-3.58,88.28,-0.59,-7.67,-115.42,31.21,-23.79,1.48,-0.12,159.11,8.15,12.48,-63.22,134.87,4.41,105.28,-143.99,1.16,-106.25,20.12,22.07,-37.09,26.9,-100.02,16.4,0.0
2.0,1.0,1.0,49.83,3.06,0.26,-4.64,-7.33,-31.81,-10.72,-67.69,5.54,43.42,-67.37,-96.7,33.38,13.41,181.39,-30.56,-2.21,23.82,0.55,-141.98,43.88,98.94,132.35,-36.68,-52.14,-7.39,0.0
1.0,2.0,2.0,-54.5,0.8,-31.84,1.89,10.39,-0.69,-49.93,-145.34,6.21,-0.55,221.12,-27.72,-17.94,13.38,-4.19,38.9,-74.35,-123.44,-0.78,-128.33,-14.68,-62.49,4.64,-32.5,-2.12,9.06,0.0
1.0,1.0,1.0,-108.46,2.81,-26.79,1.54,-12.54,-106.56,-30.94,-123.34,-3.35,-113.18,342.55,-46.75,-19.48,-123.56,47.94,-74.19,215.69,-205.76,0.71,-16.7,-4.78,-104.43,128.9,-0.27,6.67,-9.37,0.0
2.0,1.0,2.0,-21.14,-1.03,-11.21,-7.69,16.7,-71.26,11.54,-101.8,-5.81,-37.89,72.39,-59.61,7.84,-36.65,70.0,-65.41,158.96,-57.49,1.93,-76.07,62.21,40.71,-2.51,-79.65,99.15,-26.37,0.0
2.0,1.0,1.0,-11.48,-7.91,19.48,-3.89,4.21,-28.46,-84.86,15.21,12.61,53.28,243.4,32.68,-19.46,-109.05,-232.05,-168.04,386.29,-168.02,-0.81,-34.72,-74.87,-180.99,-15.17,-7.59,-120.42,10.79,0.0
1.0,2.0,2.0,98.97,-4.6,-14.07,2.85,-44.44,-48.04,54.03,-63.33,-7.77,-31.74,-134.44,-5.85,-17.31,49.35,-271.14,95.8,-321.92,199.99,1.17,1.93,10.22,31.69,13.91,26.07,-15.38,0.47,1.0
2.0,1.0,2.0,48.48,1.3,-41.36,-4.06,-19.73,67.97,90.36,-9.12,3.18,-4.01,54.66,-45.89,-16.85,-48.04,-97.8,97.28,267.58,-82.05,-1.5,136.49,0.49,-79.38,-37.62,29.23,23.12,-12.1,1.0
2.0,1.0,3.0,-16.41,-6.11,-29.16,3.48,18.56,-10.22,3.29,-22.36,2.09,-74.52,-82.13,-63.11,-6.87,98.38,-172.89,-64.3,-388.63,252.59,-0.32,-193.39,-64.42,-38.39,32.77,28.74,41.23,13.13,0.0
2.0,0.0,1.0,-66.28,-0.66,-51.01,-2.56,-14.42,28.38,-91.07,-4.13,-3.95,53.41,173.59,27.38,-7.82,-156.8,-62.91,50.2,463.45,-172.6,0.65,123.71,-25.74,-54.07,-167.73,-68.86,-43.53,4.8,0.0
1.0,2.0,1.0,-92.57,-2.86,-58.04,5.28,11.45,11.37,80.28,65.89,3.25,-13.93,-134.61,-116.37,-9.73,103.25,49.77,12.24,-352.88,187.4,2.55,46.6,5.91,91.01,-11.68,25.7,63.99,2.06,0.0
1.0,1.0,2.0,-2.5,1.65,-18.1,-3.31,1.44,56.04,89.46,-156.13,7.09,-21.59,-11.65,29.02,-10.78,1.72,-156.94,-83.53,-67.16,121.9,1.83,-61.33,15.88,86.3,171.77,-12.29,18.48,6.23,1.0
2.0,1.0,1.0,-10.6,-1.63,69.18,-5.8,6.92,-66.07,20.26,-64.36,4.88,-17.47,91.55,41.42,-21.78,-42.21,-97.81,135.17,383.98,-8.15,-2.47,102.19,-75.2,110.92,-59.1,43.42,-60.41,-10.7,1.0
2.0,1.0,1.0,36.21,6.94,-27.87,1.02,-24.84,154.86,0.58,-50.41,4.58,85.3,-234.63,-103.88,13.58,-22.28,-257.09,-24.65,-53.21,156.15,-3.36,44.61,-21.77,-62.91,178.65,-35.38,5.04,14.91,0.0
2.0,2.0,1.0,89.16,0.03,65.95,1.6,-5.23,39.39,83.18,2.04,-7.93,-29.03,-200.44,71.07,-6.35,122.72,-193.07,-23.69,-467.87,265.7,1.93,-104.42,17.05,-7.3,39.04,-10.23,-95.64,2.46,1.0
1.0,1.0,2.0,53.14,-5.98,43.11,-1.57,-36.75,9.55,65.36,-173.38,-3.81,27.27,-20.08,4.59,4.99,-68.46,42.29,15.47,177.71,71.74,0.34,77.73,-10.14,-62.18,49.5,-28.03,-21.84,10.7,1.0
2.0,1.0,2.0,-70.84,-3.78,-98.07,-3.5,56.87,88.98,45.52,-181.02,-5.08,-6.75,22.02,-61.71,-13.94,122.28,19.75,7.44,-115.92,-114.33,-1.89,-34.15,46.22,-27.23,-2.65,-0.96,-70.53,-0.02,1.0
2.0,2.0,1.0,8.07,-1.2,22.55,-7.56,1.73,-7.19,57.35,-249.42,10.98,9.91,37.26,11.99,3.16,-68.38,119.4,54.21,458.14,-64.61,0.16,137.07,-8.88,-71.26,72.38,4.98,70.56,-20.01,1.0
2.0,1.0,1.0,-37.17,-0.16,103.2,2.57,4.8,-9.49,89.32,141.8,-6.42,10.8,-13.11,74.06,1.33,112.76,-140.88,126.37,-412.03,180.56,-1.39,-332.6,-68.7,-41.84,-103.39,79.63,98.11,7.43,0.0
1.0,1.0,2.0,84.03,-1.92,70.86,-12.77,22.86,-17.39,19.2,117.74,-10.08,-25.91,242.13,-24.77,-0.33,-61.87,62.51,28.42,335.4,-81.4,1.28,-201.56,23.5,-73.14,65.32,-14.79,52.12,2.26,1.0
2.0,1.0,0.0,-117.56,9.82,8.52,-3.21,-13.04,-73.58,-73.29,-81.4,4.64,35.92,95.33,81.74,6.87,-52.59,39.95,-67.32,141.04,-50.32,0.85,-77.62,5.73,-68.0,-57.82,-16.56,-60.82,2.2,0.0
2.0,1.0,0.0,14.73,-3.74,-67.32,-3.69,14.76,-62.67,14.37,-132.4,9.04,-68.21,171.97,69.74,3.6,-85.38,143.39,79.4,219.18,6.71,0.25,-85.83,-12.67,-26.73,-39.02,-51.11,-126.53,-3.49,0.0
2.0,0.0,2.0,-82.39,-4.3,17.43,-7.7,-5.51,15.16,-27.44,79.24,4.15,-48.35,120.68,-16.52,-18.15,-154.16,-189.23,45.76,569.29,-246.53,-0.48,243.77,36.83,163.4,-109.08,-21.03,-7.91,2.88,1.0
2.0,2.0,1.0,-39.62,-0.81,18.87,-3.07,0.82,-37.83,-46.56,272.68,-4.7,-18.45,38.43,-73.36,4.51,-45.24,-226.2,99.48,178.38,-237.95,-0.92,-18.13,14.06,-88.57,2.44,10.82,113.26,14.97,0.0
2.0,2.0,2.0,-24.14,-1.44,-28.52,0.4,8.72,61.0,-31.08,-197.78,-4.11,48.29,95.06,-76.76,-6.92,-103.25,-247.19,-51.07,202.89,-154.56,-1.34,34.78,-21.98,-58.22,-9.15,10.02,-108.18,-13.74,1.0
2.0,1.0,1.0,-67.0,0.08,13.04,0.55,17.31,-79.55,58.7,41.47,2.2,29.55,-146.64,-38.72,-14.19,125.89,-163.49,1.17,-404.27,225.96,-1.47,-80.12,15.14,14.29,-62.29,7.09,108.2,-12.25,1.0
2.0,1.0,2.0,75.14,-2.95,-11.49,-3.51,3.43,-38.35,-11.21,-57.08,-0.73,-75.46,97.13,71.74,-11.41,57.23,73.87,62.08,-62.05,4.42,0.21,-105.43,16.97,109.95,-40.89,-64.74,106.59,4.79,1.0
2.0,2.0,2.0,5.66,-1.94,58.61,-1.8,2.11,-134.86,-72.41,-75.54,-0.27,-19.93,131.53,-44.46,-6.77,-101.37,-199.21,-162.61,285.16,-129.76,-0.41,-1.96,-48.07,-55.16,-44.32,-76.08,-17.2,-2.06,1.0
1.0,2.0,2.0,3.52,5.11,-4.67,-9.66,-18.62,52.01,4.88,-26.73,12.11,17.86,31.7,13.11,5.77,117.38,90.91,47.68,-12.71,-114.38,-3.55,-179.64,56.24,-66.8,-25.84,-60.9,74.61,5.72,1.0
1.0,1.0,3.0,-127.89,-1.84,33.3,-8.21,-20.09,160.01,119.38,135.09,-1.37,-15.35,152.13,-89.5,2.16,-3.75,127.2,5.26,133.87,-19.37,-1.74,-174.25,21.58,-79.92,-27.57,54.76,-109.9,-7.6,1.0
1.0,2.0,2.0,-85.96,8.63,-44.44,7.15,-4.73,-30.0,-31.52,73.74,8.21,26.68,-135.45,-56.44,-4.74,60.94,-201.21,79.99,-244.09,34.9,-0.92,40.03,-44.04,-104.57,26.93,-26.82,-5.17,-8.92,1.0
2.0,2.0,2.0,-67.98,-0.87,52.88,0.61,-2.64,63.02,127.01,-160.92,-6.48,-41.31,-171.98,-113.49,-5.51,41.21,-352.28,-134.82,-143.06,267.46,1.89,-71.68,-98.32,5.84,58.87,29.75,-41.67,-2.03,0.0
2.0,1.0,1.0,16.69,-2.38,-52.43,4.66,10.77,54.77,99.25,-38.64,-0.97,59.47,-46.43,38.82,-9.88,93.15,78.31,127.43,-323.38,60.99,-0.44,9.04,31.2,-9.42,13.73,58.48,-66.95,-4.98,0.0
1.0,2.0,2.0,111.44,5.35,-8.69,-2.0,13.22,-15.45,37.32,-71.97,-5.58,36.35,51.79,-7.06,-22.05,41.84,-160.63,0.22,173.16,-45.45,-3.1,34.2,-101.1,198.07,-0.76,-8.66,49.53,-12.05,1.0
2.0,1.0,2.0,-9.8,-2.32,-5.48,-10.99,-0.09,47.15,-66.39,-231.17,-7.57,-14.47,134.03,-43.48,1.86,17.33,28.43,61.56,233.65,-223.4,1.67,-117.82,54.75,35.9,20.37,-30.01,106.45,19.06,1.0
1.0,2.0,1.0,85.05,-2.75,-17.74,2.34,27.45,-76.91,-37.33,-194.34,-0.07,16.82,-39.43,34.39,5.44,-11.03,-82.76,-33.12,101.6,-50.74,-0.2,43.98,-67.47,120.75,100.87,8.66,9.85,1.99,0.0
2.0,1.0,1.0,-145.8,3.46,-48.8,-3.61,9.66,74.73,55.65,-68.86,0.75,37.08,42.14,3.73,2.97,77.82,135.81,49.29,-96.55,-19.77,-0.31,-134.79,30.94,86.69,9.08,17.99,-8.42,2.55,1.0
1.0,1.0,1.0,-50.34,-6.4,-34.72,-5.9,22.24,-50.37,15.54,78.06,2.0,-45.2,59.03,18.97,0.74,-70.17,-40.54,58.33,337.31,-22.39,-0.01,18.42,-36.1,-8.2,-64.28,-49.62,-35.55,6.06,0.0
1.0,1.0,1.0,-94.03,-1.39,-63.88,4.89,2.15,138.55,-3.54,-115.7,1.27,16.54,110.33,3.25,-17.15,-57.44,-263.79,-167.39,-162.63,-6.72,-1.47,-81.83,-4.34,-181.82,57.02,-0.15,21.58,0.96,1.0
2.0,1.0,2.0,-96.19,1.85,19.81,-11.05,-11.88,90.0,-41.5,0.13,4.45,19.21,31.25,-88.07,21.35,-34.02,45.08,92.87,176.19,-71.12,2.87,-151.28,84.34,47.92,16.15,-17.37,-74.9,-7.44,0.0
2.0,2.0,2.0,64.46,1.76,30.0,-3.52,-18.32,-119.43,50.89,23.39,-2.11,-73.38,73.16,-57.91,5.73,-52.91,-65.49,68.02,168.84,46.82,-0.31,-124.75,-59.39,-71.8,71.1,-15.74,-20.94,3.36,0.0
2.0,1.0,1.0,-62.78,0.01,-32.23,-4.31,31.83,90.64,24.44,149.56,0.54,25.26,-146.89,-46.11,-5.33,131.22,-182.86,-117.37,-253.36,43.84,-2.82,-78.72,52.73,-21.99,-139.18,-11.8,-33.82,-11.39,1.0
1.0,2.0,1.0,150.02,3.22,-28.94,-6.97,-9.12,-8.8,-2.84,195.27,-5.16,72.63,-104.17,31.0,4.81,98.72,-117.46,9.66,-128.94,1.14,-1.26,-123.02,56.84,67.68,80.93,28.17,-71.24,-16.29,1.0
1.0,1.0,1.0,66.3,-2.45,45.62,-0.35,6.37,54.14,-11.73,-92.61,-12.49,50.49,-123.73,-23.81,20.03,11.28,-108.3,67.32,52.5,-7.36,-0.41,-37.38,-50.3,101.59,28.37,-57.06,-63.57,3.23,0.0
2.0,1.0,1.0,-9.5,2.47,-112.84,-4.52,-11.88,-9.57,73.97,7.74,-0.45,-24.75,54.44,35.32,-2.14,-30.08,-75.58,30.89,326.4,-150.18,-2.18,52.23,-42.63,-46.65,17.89,-57.75,-70.9,1.16,1.0
3.0,2.0,1.0,3.62,-5.58,76.46,0.14,-7.7,9.75,83.15,-58.65,-5.34,-2.3,184.44,-64.62,3.61,-82.48,-11.58,-193.78,104.48,-68.26,-0.68,-147.28,-30.46,-39.09,68.6,35.57,-48.71,-4.51,0.0
1.0,1.0,1.0,13.19,1.34,-73.99,-3.64,-27.25,-26.7,60.1,-205.65,-12.21,73.66,-134.63,18.44,-6.56,106.36,-200.09,119.98,-232.41,54.86,0.33,-64.04,48.46,-60.9,1.32,11.79,-92.53,-17.49,1.0
2.0,1.0,1.0,84.02,-0.98,74.33,-4.41,-19.27,-12.94,-55.6,-19.83,5.34,-68.85,94.03,2.84,16.29,-28.69,287.25,69.05,28.19,56.67,0.54,-142.05,53.65,-148.87,132.97,-6.06,12.21,0.6,0.0
2.0,2.0,2.0,-152.28,-2.19,2.7,-6.13,-14.71,78.74,63.95,36.38,4.74,-36.97,-153.31,-29.03,9.72,31.35,142.48,-66.73,360.22,-11.95,1.94,217.12,-34.81,60.8,77.65,-13.72,-135.12,2.66,1.0
3.0,1.0,2.0,141.69,-2.21,18.55,1.27,5.4,-88.9,-36.6,17.6,-3.67,-2.04,82.93,5.99,-5.32,-67.31,-373.73,123.52,186.65,-276.96,0.59,-1.06,-48.46,127.72,81.59,14.06,-61.01,-25.43,1.0
1.0,1.0,1.0,-117.89,-5.58,-45.23,-1.35,22.51,3.77,21.43,36.05,-10.17,-107.0,-139.17,41.28,3.37,12.31,-52.97,6.52,187.17,-48.37,1.62,183.37,-25.38,-115.25,-62.22,125.94,66.01,4.85,1.0
2.0,2.0,1.0,-46.48,0.54,28.61,-1.58,-4.59,7.56,-117.88,-184.1,10.71,-3.92,14.03,-34.3,-4.36,24.02,-234.48,155.42,-148.45,49.07,1.47,-182.31,-11.46,112.06,-34.28,1.68,-135.87,17.77,0.0
2.0,2.0,2.0,-59.65,-0.11,67.43,-7.32,20.01,58.9,-108.79,22.73,2.78,-14.52,15.19,-52.1,-2.18,122.78,59.3,-85.58,-30.04,-148.83,0.54,-88.59,57.7,162.5,26.75,-14.48,-15.9,15.72,1.0
2.0,1.0,1.0,-9.9,-3.28,-12.7,-3.98,4.33,1.34,10.11,-43.86,8.79,67.38,29.04,59.32,1.71,-1.11,-3.93,61.02,-99.56,207.07,0.13,-192.34,2.56,-59.23,-46.97,-17.09,3.97,2.59,1.0
2.0,1.0,1.0,-158.84,3.02,52.59,-6.36,8.16,-4.98,-60.68,-78.1,14.21,0.93,-95.95,48.08,4.97,6.69,-439.68,-95.35,-66.48,68.75,-2.4,-200.29,-0.24,46.19,-116.46,54.09,-88.05,-1.82,0.0
2.0,1.0,1.0,-45.36,-3.39,76.14,-2.71,-15.09,42.08,70.91,-225.96,-7.14,54.45,-4.23,104.63,6.59,-59.61,-174.92,13.12,143.87,-39.07,-1.34,-31.34,-11.51,-6.45,54.67,49.85,16.11,-5.24,0.0
