cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
2.0,1.0,1.0,2.0,22.37,360.36,-3.22,13.96,8.99,-76.73,-8.96,147.76,16.88,240.29,151.4,-122.75,0.0
2.0,3.0,2.0,2.0,49.0,-121.85,-3.43,1.53,-247.53,19.05,-0.93,-220.08,-0.14,-27.97,-199.36,-24.37,0.0
2.0,2.0,1.0,2.0,77.67,-42.85,3.06,10.34,143.06,-32.29,-19.62,27.29,-5.38,-137.21,-89.7,291.15,0.0
1.0,2.0,2.0,3.0,-1.11,-69.89,15.98,-11.84,-733.81,175.03,-7.56,-197.12,-7.95,140.52,-241.59,-262.88,2.0
1.0,2.0,3.0,2.0,-188.98,396.72,22.9,31.64,-737.08,-11.72,-44.64,-202.23,-38.83,149.7,-97.92,-212.91,0.0
1.0,2.0,2.0,3.0,-2.56,529.79,-20.05,-8.55,101.51,-198.69,8.89,62.94,-0.9,332.81,245.75,-61.05,1.0
1.0,1.0,3.0,2.0,-65.8,59.27,-14.52,-21.06,-125.73,-46.56,-52.62,71.75,-27.57,-61.96,-138.29,-56.09,2.0
3.0,1.0,1.0,1.0,-180.54,-84.67,-39.44,0.31,43.42,46.01,-38.07,262.11,-16.01,103.48,-95.99,-97.57,1.0
2.0,1.0,2.0,1.0,-56.97,193.22,-5.21,1.22,68.32,-162.03,-12.92,-26.29,-18.16,47.52,-3.58,-111.61,0.0
2.0,2.0,3.0,3.0,-106.08,283.43,-2.86,-11.36,108.4,-220.4,-21.96,18.52,4.64,34.96,-34.07,62.58,2.0
1.0,1.0,3.0,2.0,183.94,-109.36,-3.91,-21.01,-195.1,82.36,-26.05,22.1,-2.58,-32.53,-159.47,-1.25,2.0
3.0,1.0,2.0,2.0,46.79,-131.57,-5.32,-41.14,310.52,-126.33,-11.68,43.38,15.73,-21.68,-143.61,23.57,1.0
2.0,2.0,2.0,2.0,39.55,467.27,-4.08,30.08,-513.78,-204.65,-53.18,-180.4,-24.29,19.41,-223.74,-156.81,0.0
2.0,2.0,4.0,2.0,13.77,-47.98,-24.52,6.59,107.79,50.35,14.55,5.13,-17.74,2.8,209.75,-42.57,0.0
1.0,2.0,2.0,2.0,94.73,375.23,-42.26,27.25,-306.46,0.44,-4.84,-49.66,-3.77,246.51,179.67,-136.17,0.0
1.0,1.0,3.0,3.0,-51.6,767.45,-7.83,6.91,-157.11,-233.38,-20.48,-1.81,-38.94,426.64,293.44,-67.53,1.0
3.0,2.0,2.0,2.0,154.87,455.68,44.52,22.6,-136.08,-338.26,-25.61,-253.94,5.9,106.62,-297.96,93.28,0.0
2.0,2.0,2.0,1.0,-38.84,369.44,19.05,29.06,-186.49,-150.75,8.19,-275.78,-19.8,169.35,68.59,-58.57,0.0
2.0,2.0,3.0,1.0,-140.21,-166.5,39.27,21.63,91.77,132.77,-16.49,-11.04,16.22,-51.5,-80.69,605.55,1.0
1.0,3.0,3.0,2.0,-192.29,344.3,0.49,17.55,-305.74,-59.07,-30.51,-233.3,-34.51,80.27,307.23,-9.01,0.0
3.0,2.0,2.0,2.0,-178.06,-65.03,-19.41,-1.65,15.35,-17.47,-47.65,118.14,-10.89,-104.56,-4.04,-77.64,1.0
1.0,1.0,3.0,3.0,82.71,383.9,27.78,7.53,-194.97,-109.25,-34.02,-74.73,-10.6,104.14,34.41,167.04,1.0
3.0,2.0,2.0,2.0,-64.81,561.43,-11.16,5.17,310.91,-343.58,-1.86,123.4,57.43,337.05,39.33,-51.37,0.0
3.0,2.0,2.0,1.0,-33.07,86.74,-6.78,3.89,253.37,-229.63,-0.46,-171.09,-27.57,-33.67,84.07,-62.84,0.0
2.0,1.0,2.0,2.0,-75.54,-139.34,-4.51,-0.89,287.57,-11.07,-16.47,106.89,-0.2,-189.73,-75.56,323.94,1.0
2.0,1.0,3.0,2.0,-136.13,-272.96,12.58,-15.71,242.18,79.75,-37.05,194.19,-63.37,-258.81,45.56,153.92,1.0
3.0,3.0,3.0,2.0,61.59,-140.99,-28.28,-18.39,322.7,-45.78,-20.57,176.47,47.48,-63.07,44.01,-25.54,1.0
2.0,3.0,1.0,2.0,-25.92,-145.79,32.21,-6.75,-496.01,133.96,11.0,-235.45,24.49,136.25,-276.37,-73.45,2.0
2.0,3.0,2.0,2.0,97.22,101.13,-42.68,9.76,-201.42,-62.16,-10.45,-161.91,51.47,75.01,-158.19,4.04,0.0
2.0,3.0,2.0,2.0,167.35,245.31,-11.74,11.31,54.67,-200.81,-5.87,-70.23,-8.48,22.91,-223.57,200.37,0.0
1.0,2.0,1.0,3.0,-48.07,494.96,-27.41,19.88,-83.66,-185.57,-27.19,-104.33,11.36,113.91,181.96,119.07,1.0
1.0,1.0,2.0,2.0,151.95,285.1,-9.52,10.62,-176.38,-57.27,-0.56,-179.25,-22.42,53.89,227.68,-35.42,0.0
2.0,1.0,3.0,2.0,-15.74,18.76,-27.27,3.98,-171.02,57.26,-7.1,157.42,41.32,157.85,-293.23,-19.96,0.0
1.0,2.0,1.0,3.0,17.54,97.54,0.05,-1.05,-73.9,-0.79,-10.12,131.64,33.04,52.87,-150.17,40.53,2.0
2.0,3.0,2.0,2.0,-79.48,117.2,19.6,20.51,-231.49,60.15,18.41,-20.83,14.97,90.35,47.43,-155.73,0.0
2.0,2.0,2.0,2.0,-55.33,-116.46,19.71,-19.8,63.41,102.63,-9.31,77.68,1.28,156.98,33.67,178.66,2.0
3.0,2.0,3.0,2.0,-3.82,-468.32,25.21,-24.33,512.42,-61.1,13.86,145.94,10.67,-428.1,-268.19,-18.31,1.0
2.0,2.0,2.0,1.0,-20.2,-116.56,41.88,-24.33,106.57,-66.18,-43.63,78.29,11.58,-77.71,-253.44,35.95,2.0
2.0,2.0,2.0,3.0,73.78,-169.36,-19.13,-24.76,-176.25,107.25,-20.02,-111.32,-14.92,-92.85,203.82,-24.29,2.0
1.0,1.0,2.0,2.0,-85.99,51.34,-17.38,1.83,-319.19,120.45,-1.73,-34.05,14.67,177.31,-11.32,-72.13,2.0
2.0,1.0,1.0,1.0,-61.71,550.22,-12.77,44.55,-515.55,-82.26,-33.27,-217.05,19.78,367.75,215.23,-239.82,0.0
3.0,2.0,2.0,2.0,-52.18,106.55,12.97,-16.2,51.53,-108.45,-36.49,-45.01,13.69,103.72,258.84,-88.97,1.0
1.0,2.0,0.0,1.0,36.01,-169.73,12.8,-11.34,-57.75,139.07,11.93,-13.05,-12.95,132.08,-165.26,159.24,2.0
2.0,1.0,4.0,2.0,133.67,184.53,1.91,27.64,11.08,-14.1,-28.96,-64.78,-26.67,30.12,178.16,407.11,1.0
2.0,2.0,2.0,1.0,54.31,339.01,60.09,22.78,-171.77,-175.58,-37.84,-195.69,5.19,-34.13,240.72,-272.83,0.0
2.0,1.0,2.0,1.0,98.58,134.29,-13.72,4.27,-103.02,-93.76,-21.59,-103.94,6.64,77.58,-26.87,-114.34,0.0
2.0,1.0,3.0,2.0,199.5,-102.18,16.31,-7.99,144.82,-55.24,-0.17,58.5,24.44,-202.23,-152.87,11.9,2.0
3.0,2.0,2.0,2.0,-30.93,49.29,14.81,11.12,-435.0,-25.35,-27.37,-183.75,57.22,37.71,-189.47,-246.25,0.0
2.0,0.0,2.0,3.0,85.91,84.67,2.59,11.54,95.86,-4.67,-3.53,120.18,11.08,17.06,30.57,158.36,2.0
2.0,3.0,3.0,2.0,119.43,135.58,14.98,12.47,250.54,-30.97,15.01,157.52,-41.81,94.02,168.38,1.63,1.0
1.0,1.0,3.0,3.0,127.03,164.16,-9.02,-10.56,149.1,-43.1,1.34,133.23,3.41,63.68,52.26,161.9,1.0
3.0,2.0,2.0,1.0,-3.73,-175.19,22.38,-17.37,-29.2,7.33,-22.69,-34.56,-13.45,81.93,-280.09,73.56,2.0
2.0,1.0,2.0,2.0,56.52,-20.22,-0.99,-53.14,-150.8,-79.32,-59.82,8.64,19.11,63.08,-138.76,-253.45,2.0
2.0,2.0,3.0,2.0,138.04,-108.0,-8.9,-14.69,-115.24,41.38,-14.75,-77.57,50.98,-61.91,-32.5,39.14,2.0
2.0,1.0,4.0,2.0,-10.16,-123.96,47.53,6.27,-346.92,105.95,-12.58,-188.13,-7.82,-90.1,43.73,-167.68,0.0
3.0,2.0,3.0,2.0,33.7,-191.15,-28.55,-19.9,234.53,-65.57,-16.49,12.99,-22.27,-137.34,61.88,-99.22,0.0
1.0,4.0,2.0,3.0,32.36,492.34,-33.15,-15.3,-428.82,-126.87,-45.74,-52.3,-40.8,293.72,-38.59,-36.55,1.0
3.0,1.0,2.0,1.0,29.21,3.94,-29.2,-8.25,-51.99,-96.07,-40.92,-103.52,-0.86,4.77,-149.36,10.28,0.0
3.0,3.0,2.0,2.0,21.81,197.02,6.41,19.37,-137.89,-27.12,-23.09,-53.98,-39.91,161.15,170.73,14.85,1.0
2.0,3.0,3.0,2.0,61.09,55.16,30.66,-4.45,152.2,-91.47,16.89,-18.61,26.44,-70.22,-58.9,82.95,2.0
1.0,1.0,3.0,1.0,88.15,-34.2,5.38,-24.49,274.79,-174.17,47.32,45.4,-3.54,-43.04,-571.99,-12.58,2.0
2.0,2.0,2.0,2.0,22.58,97.23,-0.98,-10.62,-148.35,96.61,3.88,8.36,18.84,446.94,67.31,50.18,2.0
0.0,1.0,2.0,2.0,-28.46,254.61,-15.37,-9.14,338.29,-138.08,-12.22,151.17,-2.94,-73.94,131.64,246.33,1.0
1.0,1.0,4.0,3.0,-67.19,141.12,-19.68,-34.65,16.16,-87.73,-25.4,54.64,4.56,111.48,43.06,-17.09,1.0
2.0,1.0,3.0,2.0,-110.61,174.71,-33.4,0.57,-63.64,-77.28,-18.52,-35.31,18.82,198.66,-24.11,61.07,0.0
1.0,2.0,2.0,2.0,-32.31,51.02,-5.59,-8.3,-418.96,43.42,-30.15,-83.72,-45.88,64.04,-174.23,-127.98,2.0
1.0,1.0,3.0,2.0,32.21,411.6,0.03,33.48,-316.34,-16.42,-18.61,-99.64,9.17,47.39,357.15,-216.61,0.0
1.0,1.0,2.0,2.0,15.9,208.46,-26.38,31.55,-525.94,100.07,-24.97,-57.78,-30.14,3.5,97.25,-192.99,0.0
2.0,1.0,2.0,2.0,92.55,1.02,-25.06,2.94,-128.8,40.91,-3.53,-63.54,11.05,56.06,63.35,-76.11,0.0
2.0,1.0,3.0,2.0,132.39,-178.76,6.34,-14.45,-71.46,-67.83,-37.56,-7.59,1.37,-440.22,-239.55,-181.38,1.0
2.0,1.0,1.0,2.0,30.47,-37.25,11.9,-10.11,-140.96,-28.09,-21.69,-117.2,0.8,-192.37,-30.91,-82.27,2.0
2.0,2.0,3.0,4.0,-56.64,428.48,-15.24,12.28,114.77,-232.09,-22.05,176.88,-69.44,-47.16,24.22,-20.37,2.0
2.0,1.0,3.0,2.0,167.28,-159.37,9.74,-39.67,-9.75,-31.42,22.99,1.9,-2.39,-47.76,-330.56,-209.09,2.0
1.0,2.0,2.0,3.0,40.72,400.52,9.1,-0.94,160.53,-210.95,-60.6,81.33,-18.49,-217.04,254.89,227.95,1.0
1.0,0.0,2.0,3.0,-127.46,1.08,-16.11,1.63,-583.47,93.87,-18.02,-177.82,35.56,-17.06,-178.48,-180.87,2.0
2.0,2.0,2.0,2.0,-60.09,-0.11,3.96,-15.89,189.29,17.33,-6.48,198.57,24.14,152.15,6.27,100.68,1.0
1.0,2.0,2.0,3.0,-34.77,461.68,0.21,-16.61,251.65,-197.25,12.46,212.49,-51.27,377.76,-32.4,176.11,2.0
1.0,2.0,3.0,2.0,-87.9,429.51,-30.55,-2.59,320.64,-258.82,5.81,-36.7,6.1,10.1,332.8,3.34,0.0
1.0,3.0,3.0,4.0,115.85,516.48,3.19,-7.85,206.77,-187.18,3.48,181.87,-11.97,263.7,359.61,-69.92,1.0
1.0,2.0,2.0,2.0,-9.82,-104.19,-15.74,1.24,-578.78,203.37,25.01,-265.58,-81.03,213.38,-149.41,-82.99,2.0
3.0,2.0,3.0,1.0,-110.47,-109.83,-15.91,-19.57,349.3,-69.75,6.85,128.85,-9.8,98.92,-90.52,-6.66,1.0
1.0,2.0,3.0,3.0,-42.32,178.63,-13.33,-16.98,-79.9,-100.74,21.53,-13.18,1.87,102.27,-294.22,25.28,2.0
2.0,2.0,2.0,3.0,98.96,111.33,-25.37,-23.3,43.0,-53.71,-18.1,88.35,15.38,70.27,56.81,21.38,1.0
2.0,1.0,2.0,0.0,-13.48,-139.15,-1.59,-32.01,-183.63,26.55,-25.82,62.02,14.17,268.9,-521.51,-128.69,2.0
1.0,2.0,1.0,4.0,37.28,467.12,14.01,-28.17,24.36,-208.71,-42.72,95.01,-27.42,93.03,205.5,53.2,1.0
3.0,2.0,2.0,2.0,66.3,-36.83,28.38,12.34,343.67,-133.81,38.19,-119.66,-30.56,-11.41,-201.06,320.86,1.0
1.0,2.0,2.0,2.0,16.51,434.98,-20.35,32.28,-336.94,-112.14,-0.19,-118.68,8.54,243.17,-247.7,69.27,0.0
2.0,3.0,3.0,2.0,-136.48,96.32,-15.71,-9.3,323.29,-110.2,11.49,53.1,19.43,144.08,47.75,225.48,2.0
3.0,0.0,1.0,3.0,-18.0,309.8,-15.33,23.91,536.67,-217.01,1.57,158.11,43.94,-3.78,386.75,133.25,2.0
2.0,2.0,2.0,2.0,-16.82,271.86,29.59,-14.87,-119.74,-61.12,1.13,28.97,-53.12,381.15,47.85,-148.26,1.0
1.0,2.0,2.0,2.0,34.8,-94.13,31.47,-3.9,-87.64,160.15,0.7,80.91,-11.1,77.18,1.75,97.08,0.0
1.0,2.0,2.0,3.0,-105.79,223.58,3.81,-17.53,-318.13,5.39,-14.07,-12.45,7.22,343.55,-89.47,14.21,1.0
1.0,2.0,2.0,3.0,3.23,172.25,3.91,-8.82,157.05,-12.46,38.08,161.36,-18.31,246.2,-43.79,134.16,2.0
2.0,1.0,3.0,3.0,-67.26,324.52,12.06,-3.03,-321.16,-131.09,-63.13,-178.33,-2.66,115.23,77.86,48.26,1.0
2.0,2.0,2.0,2.0,-16.68,-28.8,0.15,-24.3,-30.28,-65.81,-36.53,-32.69,-29.08,-95.87,-16.15,-128.37,2.0
2.0,1.0,2.0,3.0,-67.33,-6.01,-46.26,-15.0,166.87,5.17,4.69,142.14,-12.03,71.13,85.01,28.68,1.0
2.0,1.0,2.0,1.0,-62.58,-27.44,10.81,5.43,49.23,3.83,26.36,-209.36,33.14,98.61,111.53,74.93,0.0
2.0,2.0,2.0,1.0,-140.89,37.15,19.18,-10.46,151.15,-54.7,8.31,61.84,-32.27,186.5,-96.15,-11.29,0.0
1.0,2.0,3.0,1.0,-212.42,41.55,-21.34,2.9,-172.94,46.86,-21.15,-74.5,-2.98,37.36,70.46,-27.13,0.0
2.0,3.0,3.0,2.0,-63.97,252.7,0.04,21.27,-530.47,-81.26,-38.09,-172.02,0.77,101.31,-313.41,-127.13,0.0
2.0,3.0,2.0,2.0,-20.21,124.11,2.4,-9.42,55.62,-42.8,-49.26,55.72,-25.78,23.4,242.72,70.01,1.0
2.0,2.0,1.0,3.0,-74.43,469.7,6.68,-3.66,-331.25,-158.41,-52.62,-109.97,30.34,220.19,114.61,-35.84,1.0
2.0,1.0,3.0,3.0,-10.95,-32.54,33.52,-25.5,-673.87,79.54,-50.83,-197.37,1.85,219.39,-266.13,-70.69,1.0
3.0,1.0,4.0,2.0,-164.16,187.19,-3.45,3.87,246.33,-206.57,14.75,48.06,21.55,128.64,-252.09,149.84,0.0
2.0,2.0,2.0,2.0,91.8,157.12,0.29,-29.57,107.62,-202.24,-27.88,76.96,-24.26,-100.84,-79.13,-188.65,1.0
1.0,1.0,2.0,4.0,209.25,750.57,-0.29,6.39,-64.58,-228.1,-19.44,224.11,39.18,432.08,-27.92,135.65,2.0
1.0,1.0,1.0,1.0,-2.41,136.48,18.84,-11.09,-6.84,-84.82,-5.88,-67.8,-18.54,167.35,-177.73,151.49,1.0
2.0,2.0,3.0,1.0,-65.13,-1.3,7.21,10.3,24.35,-43.03,18.01,-128.7,-38.36,67.88,-115.16,83.43,0.0
1.0,2.0,2.0,2.0,-130.12,191.99,12.1,1.39,79.73,-135.94,0.83,-91.81,-5.52,-112.47,166.64,-110.74,0.0
1.0,2.0,3.0,2.0,-106.97,4.42,17.02,-27.88,142.81,-163.25,-0.44,-113.54,18.71,-124.32,-223.04,94.18,1.0
2.0,1.0,1.0,3.0,-109.65,327.67,22.88,6.31,-4.03,-166.5,-52.37,-58.59,14.09,-2.45,262.84,59.72,1.0
3.0,2.0,4.0,2.0,-55.51,-106.03,25.13,-11.52,81.86,25.44,-64.84,291.08,-17.29,-89.66,104.61,-181.28,1.0
2.0,1.0,2.0,3.0,87.37,120.36,-10.65,-11.12,220.23,-115.39,-2.47,73.54,2.38,24.08,32.3,115.14,2.0
2.0,2.0,3.0,3.0,182.42,206.56,7.47,-13.1,352.91,-180.66,29.99,12.64,-20.51,133.67,38.15,178.26,2.0
3.0,2.0,3.0,2.0,87.29,-115.5,18.33,2.47,174.73,66.85,-62.32,219.46,-14.3,-63.14,309.39,76.52,1.0
1.0,2.0,2.0,3.0,-94.91,312.3,11.16,-8.1,-122.89,-120.81,4.53,43.0,-17.2,162.27,-198.91,5.45,2.0
1.0,2.0,3.0,2.0,100.33,115.18,17.86,17.76,-519.47,190.02,18.36,-79.51,-29.73,297.49,-73.17,-55.31,2.0
2.0,2.0,2.0,2.0,171.39,239.65,26.64,11.96,-212.56,-34.73,-35.27,-105.17,-9.88,102.78,176.23,10.75,0.0
1.0,2.0,0.0,3.0,-10.51,332.71,7.21,15.35,-243.3,-92.47,-1.33,45.91,27.14,57.72,-243.03,3.56,2.0
3.0,2.0,2.0,2.0,-58.01,-11.26,33.54,8.1,222.7,-68.01,15.54,-81.97,-37.44,-31.26,71.85,212.86,2.0
3.0,2.0,3.0,2.0,-26.94,123.39,27.34,12.52,82.68,-12.9,-32.69,66.47,15.7,216.64,202.13,147.2,1.0
2.0,2.0,2.0,1.0,25.63,-106.94,-24.96,-16.92,378.17,-18.4,11.67,173.85,-4.84,141.3,-251.0,316.49,1.0
1.0,2.0,2.0,2.0,-110.61,31.24,-50.13,-12.18,80.45,-114.93,-9.3,-49.2,29.83,-194.22,-255.78,203.7,1.0
2.0,1.0,3.0,2.0,135.45,-224.98,-7.23,-22.25,275.58,70.52,4.05,167.36,-14.47,-54.65,-52.12,158.63,1.0
2.0,1.0,3.0,3.0,-87.03,23.2,25.27,-22.69,-482.58,-52.28,-56.65,-147.33,-21.57,-79.62,-199.05,-273.46,2.0
1.0,1.0,2.0,3.0,24.58,544.91,15.56,-0.51,354.1,-241.37,22.31,118.93,34.78,213.63,396.45,14.2,1.0
2.0,2.0,1.0,1.0,-27.16,-44.62,20.68,6.63,-755.44,100.45,-13.95,-236.89,-37.22,195.06,-467.53,-300.4,2.0
0.0,2.0,2.0,1.0,30.02,85.53,3.61,-26.71,92.88,65.66,-22.6,204.48,4.76,193.99,147.37,73.55,2.0
1.0,2.0,1.0,1.0,12.41,228.36,-12.37,21.14,-282.15,2.58,-19.67,-123.61,27.39,-0.77,192.81,-167.15,0.0
1.0,1.0,3.0,2.0,68.75,21.45,-11.66,-6.09,-309.02,56.79,-22.04,-39.52,23.65,1.93,-60.9,-144.55,2.0
3.0,2.0,2.0,2.0,18.67,190.26,-15.28,17.91,56.13,-116.04,-3.97,-84.69,-27.01,121.31,36.87,108.41,1.0
2.0,1.0,3.0,2.0,105.7,-121.25,24.16,-4.64,324.73,-26.34,28.22,-0.82,46.9,-88.05,51.04,158.79,2.0
2.0,2.0,3.0,2.0,39.41,53.08,-32.35,8.99,-63.64,-64.63,-13.75,47.41,26.95,-39.1,-342.78,48.27,1.0
2.0,1.0,2.0,2.0,237.91,127.22,-15.11,-17.96,194.75,-138.67,1.8,31.99,-23.54,112.1,-28.95,41.3,2.0
2.0,2.0,1.0,2.0,52.24,77.55,2.49,-17.08,280.63,-99.58,-57.56,304.14,7.53,-91.61,75.45,0.69,2.0
2.0,2.0,1.0,2.0,104.19,-10.36,-3.41,-3.03,44.04,-14.03,-7.03,27.88,-9.77,43.4,-145.14,153.2,0.0
3.0,1.0,2.0,2.0,7.6,-100.25,-7.34,-0.77,108.2,47.72,-52.74,184.42,-12.51,60.76,140.11,34.27,1.0
3.0,1.0,3.0,2.0,-71.74,211.7,-0.51,-4.97,224.91,-236.61,-33.75,121.6,-13.28,-12.54,109.68,-244.59,0.0
1.0,2.0,3.0,2.0,-33.53,94.86,-18.0,-5.98,-101.14,-72.47,-27.44,-73.97,-10.66,-138.06,-190.15,174.77,1.0
1.0,1.0,2.0,3.0,-37.95,90.19,-36.13,-19.97,29.44,37.79,12.71,188.82,40.92,244.78,21.59,17.35,1.0
2.0,2.0,2.0,2.0,155.89,-61.48,8.57,3.01,405.12,-42.69,-17.25,135.37,6.41,-151.16,203.13,247.29,1.0
3.0,2.0,2.0,1.0,-22.79,-273.22,10.34,-8.55,422.2,56.31,-13.99,126.08,-9.55,54.11,138.73,278.54,1.0
1.0,2.0,2.0,3.0,30.88,294.06,6.45,-3.41,177.87,-139.4,21.87,122.97,-0.65,200.46,-77.59,119.96,2.0
2.0,2.0,2.0,1.0,70.41,725.84,-7.69,46.3,-619.69,-312.75,-54.03,-255.25,-7.03,285.12,-454.63,-68.18,0.0
3.0,2.0,3.0,3.0,-152.82,293.16,4.47,37.97,-908.73,42.03,-43.91,-396.65,29.53,366.29,-127.84,-25.41,1.0
1.0,1.0,2.0,1.0,-22.93,7.62,47.18,-6.42,41.34,67.68,9.17,25.34,-59.83,47.82,105.98,36.38,0.0
1.0,2.0,2.0,2.0,4.23,48.16,-10.57,-7.76,27.84,7.99,19.06,36.69,-12.0,131.97,-58.82,81.12,2.0
3.0,1.0,2.0,3.0,42.49,47.43,16.46,-12.84,205.78,-155.75,4.48,-17.36,9.95,31.18,-169.79,150.67,0.0
2.0,3.0,3.0,3.0,82.85,-227.16,-2.35,-1.19,-159.12,-28.9,-23.67,-122.42,-17.4,-456.63,-292.84,-68.43,2.0
1.0,2.0,3.0,2.0,77.51,-70.5,-14.68,-12.75,204.39,8.37,23.03,127.8,1.95,-108.05,-27.18,3.79,2.0
2.0,2.0,1.0,1.0,144.36,-73.1,35.5,-20.13,210.49,31.52,-19.18,120.61,-50.2,138.67,116.68,92.21,2.0
2.0,2.0,1.0,2.0,-143.92,-434.69,-5.72,-16.27,79.77,131.19,-51.44,268.99,0.79,-417.97,-217.4,-13.26,1.0
3.0,2.0,2.0,1.0,-9.37,279.03,29.37,18.42,-39.38,-190.22,1.98,-152.85,9.42,159.01,-102.99,-34.28,0.0
2.0,3.0,1.0,2.0,-85.52,16.06,-22.1,-11.12,8.83,-44.61,-25.69,59.43,-47.98,-8.08,-76.85,-59.36,1.0
1.0,1.0,3.0,3.0,-4.39,299.49,-33.27,0.08,13.01,-15.83,9.33,276.0,30.36,222.64,-43.72,1.54,2.0
1.0,1.0,2.0,1.0,-56.59,-36.06,-76.98,-4.31,-201.43,95.64,10.9,-50.17,-3.69,106.38,-129.56,-26.73,2.0
1.0,2.0,3.0,4.0,-82.43,296.41,-7.71,-9.34,-64.16,-47.73,4.26,96.47,-29.44,210.97,87.27,54.65,1.0
1.0,1.0,3.0,2.0,-33.62,149.96,5.23,-26.8,84.11,-40.58,11.54,134.05,-26.84,245.43,-96.15,68.08,2.0
1.0,1.0,3.0,2.0,15.18,-11.46,18.93,-22.91,654.07,-100.41,18.94,250.14,-24.74,-96.73,191.46,94.24,1.0
2.0,2.0,2.0,2.0,55.07,382.32,34.08,20.59,-143.51,-163.33,-25.51,-93.41,-30.81,70.78,177.27,-219.44,0.0
0.0,3.0,2.0,2.0,186.03,320.47,-12.92,18.77,-139.53,-43.75,0.71,-111.68,28.73,-124.42,335.67,-144.65,0.0
2.0,3.0,3.0,2.0,44.02,254.18,-5.15,19.37,77.98,-65.67,7.92,18.96,-28.01,131.07,150.25,75.45,1.0
2.0,1.0,2.0,2.0,-19.58,778.31,15.68,49.57,-295.79,-352.76,-42.57,-88.1,40.56,187.96,-201.04,-80.99,0.0
2.0,1.0,3.0,2.0,-193.01,69.92,9.95,-28.42,-187.12,-60.98,-44.59,-34.01,23.58,59.71,-137.34,-111.34,2.0
2.0,1.0,1.0,3.0,60.28,-6.44,70.5,-7.74,72.71,-71.17,9.61,-57.04,42.33,6.82,-101.6,78.99,2.0
3.0,2.0,2.0,1.0,24.86,-86.21,-24.36,5.46,-387.84,13.21,-29.28,-237.13,-51.73,-20.93,-253.01,-80.28,0.0
1.0,1.0,2.0,2.0,98.83,-89.33,-15.7,-13.15,-333.01,105.6,-9.34,-114.27,-22.57,81.5,-185.42,-0.26,2.0
2.0,2.0,2.0,2.0,-145.29,-117.62,27.01,-18.96,-384.52,71.4,-11.0,-189.38,-17.7,76.25,-263.41,-60.07,2.0
1.0,1.0,2.0,2.0,77.56,357.67,-13.41,10.47,-5.71,-97.74,-15.68,-177.15,-30.75,13.39,529.1,-3.1,0.0
2.0,0.0,3.0,2.0,107.78,-356.48,5.97,-41.65,21.15,2.19,49.13,-212.95,-46.29,-25.53,-446.18,-6.83,2.0
2.0,1.0,1.0,2.0,-28.98,376.19,-21.44,11.42,-89.72,-189.73,-19.78,-59.19,51.62,189.45,-24.21,-29.3,0.0
4.0,2.0,2.0,1.0,89.37,-418.83,15.3,7.34,78.97,162.87,-31.69,167.82,-29.37,-156.63,-117.59,51.19,1.0
1.0,1.0,3.0,1.0,-45.23,-355.18,7.15,-28.31,-3.73,202.74,46.36,-98.81,19.08,180.87,-165.91,203.85,2.0
2.0,2.0,1.0,2.0,198.58,245.94,-5.67,13.6,-173.94,-87.42,-6.65,-32.44,-56.31,137.54,-93.29,-86.76,0.0
2.0,2.0,4.0,2.0,114.32,110.13,-53.24,-2.73,327.61,-43.41,12.37,190.9,-3.01,99.49,201.68,37.31,2.0
2.0,2.0,2.0,2.0,-55.75,-19.54,41.58,-20.16,347.54,-90.65,-5.98,158.28,7.57,-21.45,-131.21,187.42,1.0
1.0,3.0,1.0,3.0,-63.86,187.61,-13.01,-1.33,-23.25,-49.03,-10.35,11.28,-15.84,108.34,58.42,98.49,1.0
3.0,2.0,3.0,2.0,-60.28,250.5,-14.24,14.41,-59.95,-215.56,-14.41,-139.91,-35.16,115.43,-247.66,22.92,0.0
2.0,2.0,2.0,1.0,-24.87,-33.52,17.97,-7.36,138.4,-78.89,-25.53,-9.02,16.1,-182.49,-42.79,44.62,2.0
2.0,1.0,2.0,2.0,-35.31,212.31,48.74,14.06,108.7,-121.33,-28.27,154.93,8.48,-1.11,-16.3,-19.15,0.0
1.0,1.0,3.0,2.0,-48.18,366.34,-25.02,15.92,-229.26,-107.77,-16.84,-194.56,17.41,102.92,148.96,-63.18,0.0
2.0,3.0,3.0,2.0,115.14,301.64,39.75,-1.41,254.34,-242.61,-9.68,-15.6,-23.37,41.82,169.6,-50.42,0.0
1.0,2.0,1.0,2.0,-12.94,438.3,5.17,4.67,217.45,-215.44,-11.63,38.26,10.25,16.76,220.91,118.57,1.0
1.0,2.0,1.0,2.0,49.03,232.51,8.08,0.07,500.77,-133.54,2.91,217.49,16.73,-113.65,264.78,222.9,0.0
3.0,2.0,2.0,2.0,-100.0,3.83,29.14,2.81,-144.46,42.6,-7.92,-51.08,10.99,217.92,36.19,-40.29,1.0
1.0,1.0,1.0,3.0,-81.23,509.82,15.52,-2.08,-370.83,-97.89,-15.15,-33.99,-10.56,447.5,24.64,-118.45,1.0
1.0,1.0,3.0,2.0,64.27,85.63,-21.99,-12.35,110.02,-186.39,17.16,-52.12,35.7,-180.16,-351.4,7.66,1.0
