cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,2.0,9.15,-100.91,-21.79,105.7,-19.31,-139.51,-88.47,-22.54,-6.95,-6.01,15.11,-164.94,-14.54,-1.64,-465.43,82.05,-127.11,58.7,2.0
0.0,1.0,-5.33,-231.03,-74.18,-160.73,9.19,246.15,17.76,-56.75,5.71,-9.84,5.42,65.01,22.19,-1.65,461.34,-221.4,-137.67,-140.28,2.0
1.0,1.0,-44.31,-45.74,0.93,-73.67,5.46,183.25,25.6,-18.82,-8.75,0.16,12.78,-192.06,-29.82,-0.47,442.31,-221.05,-24.68,194.38,1.0
0.0,1.0,34.96,14.65,-6.45,-186.53,1.29,80.37,6.55,11.32,6.78,-4.01,9.22,-2.18,-23.29,-1.53,272.06,-94.42,-68.82,171.9,1.0
1.0,1.0,52.18,-157.66,137.94,278.54,-20.2,-228.65,-26.28,7.17,-12.53,-13.36,-5.0,102.25,-65.26,2.4,-286.35,-163.02,-120.42,-134.53,2.0
1.0,1.0,-21.72,148.9,-13.05,58.98,2.62,-46.38,21.32,-8.22,3.57,14.11,18.15,64.29,12.12,-0.43,351.51,-154.74,-58.74,293.33,0.0
1.0,1.0,45.95,-246.34,4.15,-64.08,-2.12,117.62,40.3,-5.77,3.8,-0.48,36.57,-57.06,103.83,-3.57,-1.07,53.69,57.67,-146.15,1.0
1.0,1.0,-20.63,-49.43,114.63,341.97,54.26,-159.0,-37.96,-13.4,-25.84,10.59,17.59,43.7,-173.83,-5.53,-152.08,-40.3,-37.11,-164.43,2.0
1.0,1.0,25.08,-120.21,-30.13,-13.86,10.3,106.77,35.21,-25.72,-24.38,2.92,-5.99,64.37,-88.79,2.21,168.37,-92.34,-35.88,-125.76,2.0
0.0,1.0,175.83,-61.69,6.23,-63.54,14.0,247.6,53.06,-28.52,1.52,-3.78,11.98,-123.88,52.3,-0.56,715.45,-258.33,10.39,167.07,1.0
0.0,1.0,42.5,80.44,23.98,544.1,7.47,141.94,-114.71,0.57,-10.88,4.28,-23.77,354.68,-175.6,-7.26,1131.67,-350.42,237.4,405.58,0.0
1.0,0.0,-30.0,-46.05,143.72,1.66,-18.39,-25.27,42.52,-0.05,-15.76,-3.06,9.88,-129.02,-18.72,3.06,-22.03,-72.95,-251.81,-35.73,0.0
1.0,2.0,-1.95,-102.19,-123.28,-120.73,-27.13,71.66,55.47,5.97,-22.12,-10.88,-20.73,-41.06,55.58,6.15,48.73,7.02,-19.93,368.73,2.0
0.0,1.0,181.99,-72.81,3.44,-220.72,14.12,-104.57,19.79,-33.11,7.9,-2.72,15.23,26.04,-81.86,1.77,-110.96,55.39,-26.76,-325.42,2.0
1.0,1.0,15.68,-109.14,53.47,153.39,-0.01,72.3,67.72,-16.39,-14.85,4.48,-33.74,-131.11,-128.54,-0.09,25.64,-67.44,70.21,-138.73,0.0
0.0,1.0,147.46,-3.37,-0.99,99.88,-11.27,-45.59,23.49,12.98,-20.59,14.95,-16.79,87.11,25.48,3.06,-35.27,-100.53,-91.19,143.16,0.0
1.0,2.0,-57.28,142.37,-79.45,-18.6,1.45,-4.14,-25.17,6.45,-18.5,-3.93,7.97,111.08,-177.92,3.95,-364.38,15.81,-381.47,82.36,0.0
1.0,2.0,228.15,-22.79,-34.76,21.06,-4.35,50.67,23.22,19.76,5.78,9.37,-12.21,-93.08,49.6,0.47,-376.58,71.26,-51.85,19.06,1.0
1.0,0.0,-16.62,-194.56,30.02,67.56,18.05,154.36,25.49,-24.27,-12.91,2.59,-1.98,-134.53,108.26,1.21,-33.32,125.61,-342.85,60.28,0.0
1.0,2.0,22.82,-152.38,-65.18,-110.45,-4.82,-39.7,113.61,12.8,-20.75,6.37,-32.57,-24.04,-60.35,3.6,-297.9,28.79,-237.11,269.87,2.0
1.0,1.0,-41.21,84.68,27.74,149.21,3.56,-87.59,36.13,32.01,-26.24,0.1,-7.32,78.73,-132.44,1.05,-193.72,-10.33,77.87,2.87,0.0
1.0,2.0,-69.4,66.84,32.18,102.87,-6.47,17.88,-51.22,-27.24,15.43,-10.88,6.31,-59.9,89.7,1.93,181.54,-241.01,187.17,-236.87,0.0
1.0,1.0,48.95,-2.29,7.69,15.91,-4.88,94.12,-65.63,-20.56,5.49,3.45,5.3,-21.8,2.36,4.45,182.82,26.45,-197.06,70.47,0.0
1.0,0.0,-92.05,-52.72,65.61,42.29,28.88,-36.17,14.13,-46.96,-13.71,-3.76,9.86,-101.18,47.65,1.6,453.35,-114.08,-54.77,108.59,0.0
0.0,1.0,101.05,-79.82,99.76,-209.33,-3.11,16.78,-44.87,10.15,-32.67,-5.63,-4.89,-278.99,-24.71,1.26,-89.41,-109.38,-195.54,55.44,1.0
1.0,1.0,36.27,-160.84,74.25,323.32,25.77,-105.37,85.21,3.8,22.55,1.22,-15.19,231.22,-18.8,1.05,21.66,-76.94,51.28,-110.05,2.0
1.0,2.0,-14.84,-70.99,-7.8,-54.74,-7.28,-48.22,-50.1,18.3,-19.84,-2.2,-8.67,48.38,-82.6,-0.27,143.94,-192.8,127.36,146.05,2.0
1.0,1.0,-134.57,-54.43,6.76,-38.92,-21.66,88.61,71.62,-14.98,-4.66,-3.29,-16.98,-105.35,-37.67,0.17,146.49,-96.79,-207.34,156.15,1.0
2.0,1.0,-39.23,-162.03,80.57,241.06,0.13,-74.25,-113.78,7.85,10.56,-1.91,-19.45,143.19,57.05,-2.77,-227.17,-85.12,-198.74,-106.1,2.0
2.0,0.0,147.37,-194.71,113.26,29.5,-1.92,98.85,57.87,-10.77,4.36,-1.89,6.21,-214.1,10.07,0.5,111.21,-25.92,-92.01,-34.57,1.0
0.0,1.0,-79.16,114.14,32.24,98.72,5.31,103.28,-54.02,1.74,-0.63,1.52,-9.08,-65.67,-72.96,-1.39,572.02,-120.05,180.34,236.15,0.0
1.0,1.0,106.57,63.72,-34.91,-27.1,-2.87,220.43,18.7,26.03,-0.07,2.18,-1.04,154.26,166.88,-1.05,365.57,-0.98,177.16,-26.18,1.0
2.0,1.0,42.25,-125.21,93.62,66.43,-21.5,26.19,-74.92,43.61,15.27,-0.55,-36.64,103.09,12.83,-3.1,-224.27,-2.47,-44.64,-187.67,0.0
2.0,1.0,-95.09,-222.55,53.02,-23.56,-3.07,-45.11,63.92,26.05,7.49,-7.19,0.72,-74.54,-116.79,2.07,-578.55,209.3,-136.06,-136.22,1.0
1.0,1.0,9.81,-183.39,-4.74,54.45,32.51,140.49,-69.46,-4.89,7.21,12.03,-9.29,-149.27,99.57,1.84,-1.93,-19.17,46.52,9.73,1.0
1.0,2.0,21.86,-373.18,-32.71,158.03,-21.11,-78.79,0.84,9.29,28.77,1.27,-8.49,156.77,-5.2,0.63,-187.2,-146.09,44.3,55.87,2.0
1.0,0.0,-105.32,12.95,87.7,-36.03,16.82,68.33,-82.38,2.54,6.43,0.92,-8.54,-26.73,21.79,-1.86,-8.17,-75.43,-282.14,-101.99,0.0
0.0,2.0,-87.31,-141.88,-29.86,-25.99,16.87,114.34,-20.07,25.01,-40.92,-3.5,-1.64,-120.56,-59.24,-2.9,-82.27,-231.53,-276.74,400.11,1.0
1.0,1.0,91.73,67.64,13.62,-16.59,15.39,170.78,-25.18,-8.22,-7.77,3.0,1.47,-31.31,-63.54,1.24,49.64,-143.43,-122.36,-196.12,0.0
1.0,1.0,60.51,40.94,225.45,392.28,19.83,-291.76,-55.18,45.15,-8.43,-9.9,-17.91,230.51,73.34,-0.34,-191.62,-383.89,73.65,-271.83,2.0
1.0,1.0,33.35,93.74,-13.01,223.59,-17.27,-93.31,52.51,16.67,-8.05,3.42,14.31,276.89,-37.6,-1.33,96.75,-125.93,-22.36,149.51,0.0
1.0,1.0,26.33,-59.25,26.48,17.28,-31.68,188.79,-0.11,-16.65,-14.57,-5.42,-0.52,-46.36,22.43,1.61,109.43,-216.1,-123.59,-200.57,0.0
0.0,0.0,-41.97,-145.21,183.16,97.48,9.34,-79.8,17.94,34.05,-13.53,5.32,-16.13,17.61,-46.43,-0.5,-294.86,-159.8,-357.89,-83.11,0.0
2.0,1.0,-78.89,-109.91,44.6,254.84,13.65,-174.37,19.89,-11.56,-17.75,2.45,17.5,27.64,31.96,-2.03,-305.03,74.83,-166.3,40.7,2.0
1.0,1.0,-68.03,-83.05,64.3,215.07,-3.07,138.79,-31.22,33.73,2.18,-2.17,-11.26,-90.42,5.16,0.53,-219.41,-63.67,-98.64,12.88,1.0
1.0,2.0,37.37,-98.03,-114.64,6.43,26.55,263.04,5.16,-5.53,0.7,10.97,-8.74,15.76,-36.57,3.67,78.07,-75.41,-174.72,155.54,2.0
1.0,1.0,92.88,-83.88,5.38,-67.01,-20.46,82.8,18.39,-7.95,18.1,0.33,2.71,-42.47,-100.39,-2.77,263.57,-69.65,17.83,64.44,1.0
1.0,2.0,85.75,-27.68,-116.38,24.03,-7.44,158.37,41.87,13.41,-9.44,2.83,-2.23,-57.1,122.42,0.81,-253.81,186.91,-72.33,171.86,2.0
1.0,0.0,208.21,-249.84,123.33,156.9,-6.74,-52.98,79.15,7.7,0.31,11.75,17.13,-119.1,-101.9,-0.39,-189.81,133.87,-195.41,93.56,0.0
1.0,1.0,-165.92,-5.54,-58.23,41.66,-26.25,-10.59,-12.22,-13.56,-14.78,1.68,13.08,192.61,145.49,-2.51,388.91,-123.98,-178.72,359.75,0.0
2.0,1.0,-140.28,-194.56,113.47,26.85,10.82,8.02,37.46,45.11,7.82,4.02,-15.21,121.63,38.89,1.56,-61.72,-124.57,115.65,-238.75,0.0
2.0,2.0,-66.18,61.03,43.62,-13.06,-8.08,-265.85,24.99,19.21,-7.62,-11.75,13.85,130.46,36.42,1.27,-413.55,-157.13,-105.24,-125.72,2.0
1.0,2.0,-36.96,-194.4,-9.64,175.25,-1.17,-172.44,-2.81,40.71,-10.64,6.99,-11.38,268.66,45.28,0.42,-776.04,-87.96,-398.7,13.18,0.0
1.0,2.0,-33.27,-145.34,-52.5,31.34,-1.77,89.19,18.38,10.75,19.09,-8.26,5.52,11.43,27.72,1.64,111.91,-157.74,-13.22,245.24,1.0
1.0,2.0,148.96,103.17,3.14,35.62,-5.83,155.77,57.22,-58.58,28.22,14.24,18.96,-185.9,142.76,-4.16,251.1,-297.13,22.5,-282.5,0.0
1.0,1.0,167.54,-151.47,14.52,145.61,-3.83,138.84,20.22,8.05,-9.99,-2.03,-0.98,-213.34,9.74,4.32,-295.67,25.47,-135.7,62.94,1.0
1.0,1.0,-2.79,44.83,40.12,-174.6,-13.54,54.44,-6.34,-20.19,-8.03,3.48,-0.96,-130.64,-14.42,-1.24,330.54,-213.25,-298.28,209.31,1.0
1.0,1.0,91.3,-229.87,67.34,88.34,-11.17,162.77,68.31,40.88,-24.26,4.21,-0.07,27.73,-105.88,-2.34,-257.45,-38.41,-85.65,-183.41,0.0
0.0,2.0,-108.73,-120.33,-6.12,22.2,16.47,115.71,-40.74,2.89,12.19,10.86,8.87,-59.21,205.17,2.49,94.48,-134.09,53.01,23.62,1.0
1.0,2.0,-79.39,-74.81,-74.34,-128.1,-26.07,155.85,21.95,-8.95,-10.92,8.75,6.16,191.01,-63.88,1.26,342.48,-258.88,-20.89,-51.71,1.0
1.0,1.0,163.19,209.19,125.51,27.09,19.78,-236.14,22.38,36.13,-13.95,-0.98,16.55,-137.4,-113.12,-5.04,-229.09,-115.46,199.47,-57.38,0.0
1.0,2.0,-54.27,-54.01,0.87,60.62,-18.98,134.26,-56.08,31.97,-8.79,0.46,3.02,-64.6,97.64,1.47,-107.66,-180.57,-191.76,213.94,1.0
1.0,2.0,50.71,-110.5,-1.97,180.32,11.33,54.61,10.97,17.91,-8.02,2.05,30.31,-242.6,-69.28,3.74,-729.36,126.81,-325.98,116.15,1.0
1.0,1.0,147.63,-178.78,44.42,71.79,11.8,-32.29,-57.65,-11.42,10.92,13.22,5.74,-211.61,38.07,-0.28,-142.37,-67.21,-70.74,90.78,1.0
1.0,2.0,-46.38,39.37,-10.02,26.58,11.32,8.32,21.39,3.3,2.62,3.23,-22.59,134.67,161.58,-4.11,-59.69,-221.02,-160.41,-70.68,2.0
1.0,1.0,42.55,81.58,-68.7,-61.44,52.0,32.15,17.36,32.07,15.7,-3.62,3.55,195.53,89.68,2.4,-320.72,27.62,-309.92,71.29,0.0
1.0,1.0,-97.03,108.93,-12.34,-185.4,-13.3,103.29,70.61,-48.53,-17.18,5.99,21.92,-255.39,39.3,-0.71,666.88,-402.48,-159.9,362.45,1.0
1.0,1.0,-68.29,145.81,-13.13,-153.56,5.2,-84.65,-55.64,11.58,7.58,-2.28,-12.0,129.61,83.31,1.2,-248.98,0.97,-58.72,-227.9,2.0
1.0,1.0,-50.7,49.47,4.55,0.0,0.12,-11.44,49.78,-21.69,-29.63,-0.88,8.28,-166.46,-47.56,-0.2,62.46,-130.74,-187.79,208.94,0.0
1.0,2.0,122.11,-21.17,-147.18,-107.01,28.93,300.87,81.53,0.91,-19.13,9.05,4.71,174.89,-91.8,-2.98,368.61,-184.22,-23.48,91.56,2.0
0.0,1.0,-164.01,-170.88,17.11,54.49,1.4,-4.97,43.74,16.48,-7.0,9.68,-8.08,163.88,-35.44,2.69,94.67,-167.25,-1.91,31.28,2.0
1.0,1.0,-4.12,-131.33,-80.24,90.38,4.75,80.25,14.18,-56.04,2.49,0.21,7.47,39.02,29.97,-2.98,236.26,-13.55,-124.45,69.13,2.0
1.0,2.0,12.68,-148.31,-76.42,-136.12,-7.38,-91.24,65.73,-8.73,-4.6,1.05,2.68,-162.19,-44.13,-0.95,-119.45,8.94,-44.85,354.42,2.0
1.0,1.0,24.55,-127.6,38.42,112.49,1.7,86.55,-15.11,3.36,-7.81,-4.88,2.93,9.28,4.3,0.59,-74.18,78.5,-234.72,35.25,1.0
1.0,1.0,66.42,170.65,-36.25,74.93,-3.08,-265.16,38.16,3.85,-18.28,4.91,-0.44,151.45,5.41,-0.74,-49.36,-37.19,-71.52,304.42,0.0
1.0,1.0,141.0,-44.5,58.24,195.07,-2.32,177.71,-81.82,28.09,-33.45,-2.68,12.57,17.26,-31.98,0.59,143.6,-139.95,24.87,3.39,2.0
0.0,1.0,101.71,215.67,-139.78,-87.28,-15.95,51.8,17.35,-15.16,-6.15,-7.77,-16.38,171.14,143.04,-0.51,132.24,61.2,-223.17,216.03,0.0
1.0,2.0,-58.17,107.14,-4.86,98.69,21.89,-76.62,51.73,36.7,-6.0,11.69,-20.24,83.59,65.35,1.68,-456.15,-86.26,-189.53,42.5,2.0
1.0,1.0,-22.7,-66.02,-56.95,-129.86,-3.76,-22.28,66.03,0.28,-3.26,-2.13,-0.64,209.73,-5.93,1.42,-87.28,169.58,-187.58,-3.31,1.0
0.0,1.0,82.85,-101.6,-104.86,5.99,-17.79,230.48,-89.33,-41.1,5.86,10.35,-13.32,50.0,28.43,2.93,620.54,-123.19,96.28,129.1,1.0
1.0,1.0,180.69,37.02,-56.28,-161.53,19.37,20.46,-57.38,-17.87,11.13,-2.58,2.58,72.56,27.83,1.07,256.11,-64.49,-174.39,174.75,0.0
1.0,1.0,82.54,-129.85,73.94,160.0,17.66,35.05,83.62,4.96,6.21,-2.9,-10.56,-95.14,-64.57,2.85,-122.93,-152.47,-15.28,-100.69,2.0
1.0,1.0,140.57,123.65,12.2,-162.67,-4.37,-96.79,11.48,-14.38,-7.27,3.32,3.01,-8.54,-67.98,1.48,-440.19,132.13,-215.71,-335.91,2.0
1.0,1.0,94.48,-55.44,56.21,37.21,-23.87,11.07,-27.87,-37.99,3.25,10.21,18.9,-111.05,-56.94,0.44,266.89,-87.57,-130.47,46.67,0.0
0.0,1.0,70.64,-53.38,21.92,168.15,9.72,-36.35,41.84,-32.32,17.35,-7.42,7.0,-76.8,71.05,0.94,196.58,-21.54,18.02,110.39,0.0
1.0,2.0,114.35,-162.74,-98.7,-141.03,7.36,110.26,-54.67,-4.05,7.97,-3.41,7.28,-114.78,77.62,-1.5,-19.74,-33.23,-119.13,278.46,1.0
1.0,0.0,-13.28,-130.98,130.03,-84.34,-2.91,-89.01,55.01,-29.62,-10.04,5.47,-11.1,-330.01,-8.33,0.38,-265.09,-69.38,-404.05,-18.53,1.0
1.0,1.0,144.19,-178.35,-26.62,40.65,-24.29,26.69,-17.9,2.3,-4.87,-10.97,6.75,133.59,-70.72,1.74,-75.54,21.78,-197.42,77.15,2.0
1.0,2.0,26.87,62.31,-33.13,11.25,-21.28,-110.11,76.08,10.42,-2.86,-14.11,16.34,136.52,31.58,-1.55,-271.41,-76.96,-258.15,98.17,0.0
1.0,1.0,-96.44,204.36,69.14,194.52,-16.15,-8.01,45.41,35.53,31.24,-2.52,-23.8,133.38,58.43,-2.03,232.94,-201.09,148.98,30.21,0.0
1.0,1.0,-156.0,-89.15,-23.18,-165.27,16.83,59.82,52.51,23.68,-0.33,10.18,4.51,94.31,-106.45,2.12,-54.74,99.68,-87.89,21.89,1.0
1.0,2.0,43.66,33.37,91.9,128.85,-0.7,-222.41,43.59,36.27,-6.19,-11.15,-2.03,-79.18,-37.02,0.94,-759.92,-86.81,-229.78,-57.58,2.0
1.0,1.0,-27.28,-210.22,39.47,167.37,-17.78,-50.96,132.79,23.62,-10.41,-12.04,-19.51,330.89,-116.48,-0.5,93.65,-171.63,-4.17,-34.53,2.0
1.0,1.0,125.28,-118.52,-36.02,21.4,0.57,168.53,-6.23,-33.1,-6.06,1.29,-0.44,72.68,59.96,0.55,559.12,-29.21,75.89,39.24,1.0
1.0,1.0,32.03,-44.72,7.72,75.73,24.65,106.78,7.15,18.14,16.87,-2.85,1.96,-1.66,-108.86,-1.47,41.04,-84.21,-48.8,95.06,1.0
1.0,0.0,-4.7,-45.92,47.94,-117.18,6.55,113.83,-13.96,-43.73,4.94,0.0,26.2,-92.97,-19.51,-0.04,624.76,-193.28,-93.91,54.23,1.0
1.0,1.0,81.1,-94.65,68.74,1.06,4.53,59.41,-65.71,-44.88,5.72,-2.27,5.13,-305.44,64.31,-0.67,172.68,-189.28,-270.26,124.98,1.0
1.0,1.0,147.25,107.37,-22.24,-174.78,32.15,-13.73,51.12,2.91,-2.92,2.89,-3.67,147.92,-3.75,-1.49,-125.92,-125.23,-156.04,-211.62,2.0
1.0,2.0,82.95,-99.56,109.45,218.82,11.78,-247.5,69.67,11.12,-14.81,13.98,-3.65,-65.58,1.5,0.55,-337.6,-203.62,-31.88,16.41,2.0
2.0,2.0,18.51,17.91,-30.92,36.65,-13.02,44.98,58.34,21.18,-3.13,2.91,-11.9,66.46,-24.97,1.59,-394.77,12.59,-243.43,-31.03,0.0
1.0,2.0,22.66,-106.38,-12.43,176.88,-17.63,-167.61,129.19,12.11,-4.37,3.58,0.56,95.0,109.87,1.73,-658.26,-122.71,-461.36,132.0,0.0
1.0,1.0,-15.45,80.03,-57.36,17.23,-9.46,1.23,-43.58,-0.43,-6.32,-7.54,2.65,113.57,-52.14,0.07,109.99,-11.13,-97.56,190.47,0.0
1.0,2.0,42.67,-275.42,-91.32,10.75,-29.06,250.64,157.88,-34.06,-18.79,10.24,3.34,41.98,-111.16,-2.86,397.09,-150.51,-14.88,64.27,2.0
1.0,2.0,47.25,-137.7,-107.24,83.18,-2.58,218.53,86.85,18.12,-8.45,-6.06,5.81,114.14,9.1,1.77,118.92,71.72,113.59,135.81,1.0
1.0,2.0,-131.09,-108.83,21.11,138.14,-26.71,97.57,-5.04,-19.74,-0.65,2.27,-3.85,32.71,-3.88,-0.33,240.63,-271.27,204.28,-254.66,0.0
2.0,2.0,-16.47,-371.09,-144.29,-64.04,16.97,102.18,31.17,2.16,-1.78,-14.58,7.79,-7.26,-49.73,7.68,-441.03,45.29,-286.32,215.94,2.0
1.0,1.0,-109.79,-34.68,52.22,151.51,21.75,-36.63,64.61,22.35,-2.49,-1.18,-5.38,-48.88,32.34,-5.27,-57.59,-90.49,16.33,140.51,0.0
1.0,1.0,5.15,134.75,13.31,124.35,24.86,-45.21,-46.87,20.18,-35.33,0.79,-10.3,137.57,7.38,1.38,-184.01,-156.1,-202.22,16.93,0.0
1.0,1.0,-17.95,-110.3,31.49,32.73,12.59,122.63,-31.57,9.25,-4.59,-9.34,14.09,89.85,87.36,1.62,123.94,-124.22,32.51,-169.73,0.0
0.0,1.0,128.65,164.28,146.5,32.96,-39.94,-214.62,34.56,64.9,1.39,-9.9,7.49,63.8,51.95,1.31,-112.99,-350.72,-37.66,110.76,2.0
1.0,1.0,-97.02,41.99,77.75,118.47,19.94,-15.47,25.99,-10.98,-0.36,-4.59,-24.83,-79.56,-80.55,0.17,24.47,-186.85,-67.38,-86.26,2.0
2.0,1.0,-116.45,-78.86,-5.96,10.3,7.96,-41.47,54.83,2.0,11.27,-0.29,8.98,14.45,21.42,-2.31,106.9,-6.58,-32.68,221.62,1.0
1.0,1.0,20.77,-33.69,-8.26,-186.3,-6.24,16.57,61.53,-38.21,-12.91,-11.47,-5.18,42.56,16.28,-5.35,-53.1,-144.89,-286.28,-267.8,2.0
0.0,1.0,-78.34,12.05,-57.14,-84.84,-19.9,403.24,39.07,20.77,-12.29,10.71,-5.32,125.4,14.73,-0.77,808.83,-190.17,297.09,43.73,1.0
2.0,1.0,11.81,114.26,120.81,173.26,8.81,-110.2,30.61,-6.43,-6.34,5.94,-11.06,-56.4,-145.39,0.01,-41.78,-352.47,-24.68,-190.34,0.0
0.0,1.0,-69.46,129.4,48.49,39.75,-3.9,-51.9,23.35,7.66,-13.45,5.75,-11.38,15.98,-13.58,1.16,422.79,-143.65,228.74,124.05,0.0
2.0,1.0,173.6,-121.53,73.49,76.03,13.09,-62.06,-76.73,-4.54,-8.81,20.34,-13.62,-103.92,130.02,-0.26,-42.6,-193.89,-166.63,106.23,1.0
0.0,1.0,-55.27,-103.75,-44.13,-9.3,-10.69,136.12,2.8,-21.8,14.36,8.89,-1.41,16.26,-106.65,-1.64,61.71,36.88,-31.44,-120.03,2.0
1.0,1.0,17.48,-91.49,41.08,-184.39,3.77,-9.78,-29.1,-12.15,17.03,-1.6,3.54,-131.2,5.05,-3.73,-66.75,-31.67,-229.11,-0.18,1.0
1.0,2.0,34.56,-5.37,8.64,171.51,-4.01,-106.68,24.75,39.36,-5.0,-6.94,-12.33,240.34,45.27,0.13,-492.39,-101.01,-236.5,-39.04,0.0
2.0,1.0,133.39,331.38,35.3,-138.1,7.94,-20.01,12.76,10.33,-26.61,-0.44,1.44,-63.66,107.29,-1.37,452.5,-66.48,214.08,119.1,0.0
1.0,1.0,178.38,-386.8,-35.47,45.84,-27.01,233.51,-46.04,-75.55,8.76,3.8,13.17,-131.16,51.61,3.15,237.35,-105.59,-261.73,-57.73,2.0
1.0,1.0,-71.56,-127.7,-73.85,-95.44,-8.81,285.56,44.33,-42.02,-0.73,8.45,9.33,23.03,-5.51,-2.08,312.22,-4.13,-77.48,-174.91,2.0
1.0,1.0,104.82,54.74,-56.14,-3.99,10.4,80.72,18.4,1.41,-14.01,-2.45,7.9,4.01,8.98,-0.37,-228.85,67.62,-148.47,-33.26,2.0
1.0,2.0,-36.53,-33.93,-32.36,137.3,-25.37,237.82,-97.46,-33.78,-21.6,13.92,29.77,-138.52,-18.39,0.98,88.55,-155.96,164.93,-300.45,0.0
1.0,1.0,20.95,111.87,-66.3,-129.09,24.24,135.4,94.19,-39.16,4.57,5.82,-5.87,-40.79,-53.62,-0.32,644.36,-292.65,-211.96,367.14,1.0
1.0,1.0,-102.72,-53.29,4.56,73.49,4.6,-27.5,95.4,20.04,6.86,-5.46,-2.25,28.27,-13.16,0.03,-167.2,-38.74,-128.92,145.6,2.0
1.0,1.0,-59.11,-130.02,56.67,-79.2,-19.22,5.96,43.42,-1.55,-8.65,-5.94,-1.91,-114.18,-67.51,2.7,-77.51,21.27,-138.42,-8.18,1.0
1.0,1.0,-180.45,137.09,60.09,162.64,41.18,-79.63,-34.93,25.33,-15.76,-1.45,-5.76,91.89,-7.5,5.21,69.69,-175.88,59.69,53.58,0.0
1.0,2.0,74.48,-38.46,19.55,143.62,13.36,-134.09,-73.62,16.57,1.54,-4.43,16.51,102.26,65.82,2.31,-336.64,-129.03,-167.78,31.06,0.0
1.0,2.0,6.86,-128.3,-153.91,-113.87,-20.11,338.0,30.92,-19.81,-4.51,1.92,-34.13,143.63,-35.75,3.37,541.65,-176.49,34.36,83.42,2.0
1.0,2.0,-88.94,-131.96,35.38,163.95,5.13,53.87,-93.59,7.09,-3.65,5.51,6.03,-208.53,35.65,-0.43,-529.07,56.64,-123.87,-108.56,1.0
0.0,1.0,37.7,-40.56,-3.35,24.22,-12.73,76.02,63.36,23.77,-10.47,-2.54,7.27,24.46,-14.27,-0.05,145.71,-98.73,-102.89,283.46,1.0
1.0,1.0,-66.19,65.16,143.4,51.92,-1.28,-88.49,-55.77,-12.88,-22.59,-1.21,8.97,-171.69,53.38,-6.61,38.53,-219.12,-101.14,-94.97,0.0
1.0,1.0,81.56,-43.35,75.52,190.1,12.89,71.79,50.63,26.93,-16.08,4.51,-1.5,-162.34,31.33,-3.27,-316.1,-66.28,-155.29,34.1,1.0
1.0,1.0,-106.6,21.39,133.22,203.95,14.61,-214.02,23.19,19.13,-15.49,1.71,-17.86,-75.64,-14.28,-4.19,-541.35,-121.21,-326.15,2.77,2.0
1.0,1.0,28.81,-66.52,-3.52,22.71,-21.9,202.43,19.88,7.75,9.38,-7.49,-5.59,-16.92,162.48,-0.22,-107.3,125.58,-131.58,-112.85,0.0
1.0,1.0,-60.1,-8.85,-141.92,-88.13,-3.84,217.79,-31.58,-36.06,25.52,-2.03,-17.74,174.47,49.98,0.77,796.33,-143.1,124.61,193.1,1.0
2.0,0.0,-55.22,-57.6,80.05,-23.82,3.99,129.07,38.6,-7.93,-34.87,0.08,-31.06,-159.32,6.29,-1.25,-88.74,41.98,-335.74,-63.95,0.0
1.0,2.0,-2.35,92.25,-18.45,-43.9,-10.98,-89.04,-4.73,21.05,-22.74,-15.56,-12.5,-20.36,-1.9,2.34,-401.21,65.29,-79.71,8.17,0.0
1.0,2.0,35.43,12.55,81.87,216.56,41.92,-263.98,109.91,55.98,-36.1,-3.66,6.16,96.83,109.95,-3.27,-709.47,-76.42,-23.88,-97.12,1.0
1.0,1.0,-91.65,47.48,11.41,38.79,6.31,107.24,-4.77,-42.74,-2.08,-6.12,7.04,-75.84,14.91,4.2,348.25,-174.53,90.34,-181.09,0.0
1.0,1.0,25.74,-125.73,-22.19,11.27,-26.03,69.22,-45.22,3.55,-19.89,-1.68,19.93,-26.18,-15.46,-1.59,31.77,-51.94,25.54,71.82,1.0
1.0,1.0,-86.07,-219.25,85.59,-53.85,-8.69,19.26,-69.87,3.11,1.72,-0.28,-18.47,-120.74,58.7,-3.5,-202.56,100.13,-100.51,-155.07,1.0
1.0,1.0,-85.11,-31.13,-39.07,-112.18,11.25,165.25,105.24,-11.69,-3.59,0.18,6.64,218.38,-4.23,2.91,381.76,-257.97,-15.1,-188.81,2.0
1.0,1.0,-135.36,16.91,21.46,76.81,-21.43,159.27,-18.59,52.94,13.34,8.58,-1.58,-42.19,-74.39,-0.59,-189.85,-134.96,-142.92,133.39,1.0
1.0,1.0,23.19,-250.59,113.64,229.51,6.37,-66.15,-3.96,-26.92,1.25,0.37,10.78,-183.3,28.85,-0.64,66.32,-145.13,-16.12,36.54,1.0
1.0,1.0,114.63,-172.9,2.91,-40.97,-18.33,15.2,7.64,8.53,-27.83,11.71,7.83,-42.89,126.04,1.07,-237.71,91.22,-40.56,-54.46,1.0
1.0,1.0,-114.84,-141.53,14.86,7.88,-15.94,205.87,16.54,-45.51,15.87,7.17,-4.47,-130.29,75.92,1.36,241.4,-38.86,-171.8,-97.28,0.0
