cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
2.0,0.0,-54.21,6.93,-67.74,14.12,4.39,-310.25,-32.58,-12.28,10.12,578.35,3.58,-25.8,3.99,-3.23,0.0
2.0,1.0,-17.29,-33.46,-44.57,3.73,5.55,-111.17,-16.91,35.18,3.39,80.61,-8.47,26.39,-29.55,-8.07,2.0
2.0,1.0,10.86,-14.45,-22.89,40.62,1.22,74.79,20.07,-18.38,-3.8,-223.25,13.87,-34.53,-241.4,-6.04,1.0
2.0,2.0,2.99,11.57,57.11,82.94,0.64,128.61,-6.59,4.41,-2.64,17.46,-2.59,10.17,-87.87,-9.74,2.0
1.0,1.0,15.63,-56.8,-108.28,30.42,-12.08,54.86,8.67,-30.09,-5.33,-263.46,-1.96,52.24,9.98,-7.37,0.0
2.0,1.0,19.21,42.3,66.44,25.62,7.23,164.92,-18.92,42.25,-4.47,-85.12,2.52,-15.93,-127.81,-20.28,2.0
2.0,1.0,-35.01,-28.36,-222.05,54.53,-6.04,122.85,61.6,0.26,-8.32,240.79,9.93,58.14,299.88,31.4,2.0
2.0,2.0,15.11,-9.11,172.65,47.67,-2.68,197.84,-25.42,8.04,-6.39,-125.63,11.09,-25.97,5.92,25.13,1.0
2.0,1.0,20.15,-24.29,51.31,85.22,17.6,82.98,-24.18,59.83,2.9,-191.81,-5.8,-72.8,-424.81,-22.15,1.0
2.0,2.0,-12.98,13.89,-55.56,-16.28,-0.43,26.4,3.83,13.92,-12.5,-4.95,7.57,27.97,129.72,8.6,0.0
2.0,2.0,7.16,84.16,42.0,74.42,3.91,124.92,7.15,-45.61,2.54,-144.91,6.15,-53.8,-400.39,-12.94,2.0
2.0,1.0,-29.14,49.85,-166.92,55.42,8.97,120.64,-5.26,-52.58,-4.77,128.98,10.14,19.75,60.2,20.5,2.0
1.0,1.0,22.36,52.56,265.43,121.41,1.16,31.96,-1.0,-0.0,3.02,158.25,-12.88,15.84,318.57,24.81,1.0
2.0,2.0,3.99,-23.62,80.95,-86.25,-2.83,122.94,-13.96,-15.84,12.54,-86.74,4.59,16.77,-71.2,5.61,0.0
1.0,0.0,-0.02,-97.96,-86.14,64.26,9.06,-53.82,-30.51,-32.13,2.37,-8.8,1.76,-40.52,-128.7,-0.82,1.0
1.0,1.0,11.73,59.19,-99.18,62.6,-1.3,29.15,0.81,-45.41,-8.25,-115.27,-0.25,54.27,83.25,-14.62,0.0
2.0,0.0,7.93,71.34,154.46,155.72,11.3,-27.9,6.9,51.1,10.13,-131.87,15.48,56.19,-105.21,1.82,1.0
2.0,2.0,3.49,45.51,5.37,64.4,4.67,151.6,-4.0,4.09,-13.51,73.76,4.97,3.9,24.38,-15.26,2.0
2.0,1.0,12.02,69.77,21.72,52.54,1.16,25.74,-17.61,-31.43,-5.16,-117.39,-4.02,-27.99,-200.57,-19.64,2.0
3.0,2.0,-54.87,44.63,-208.13,54.5,3.73,-227.92,5.87,58.49,-3.34,225.86,-11.96,55.01,91.24,13.38,2.0
2.0,1.0,-0.56,26.57,-2.42,-12.1,1.43,0.05,12.42,-33.79,3.16,-278.06,-3.61,-20.43,-339.64,-5.18,2.0
1.0,2.0,23.59,63.43,-144.29,105.61,-0.5,131.03,-27.11,1.77,-12.16,-268.57,-1.65,27.09,-85.6,-22.23,0.0
0.0,0.0,24.43,-99.14,-60.2,82.39,-4.59,-41.5,20.44,48.88,2.74,-226.31,-11.97,1.08,-7.45,6.23,1.0
2.0,1.0,7.4,38.64,115.28,-47.45,-5.31,2.76,-10.96,-11.09,8.83,-15.03,-15.29,35.49,-16.64,-13.01,0.0
2.0,2.0,21.2,-27.44,-38.89,66.52,0.35,147.07,-22.67,41.07,-13.82,-215.0,-8.96,61.61,80.37,-14.79,0.0
2.0,2.0,9.95,34.09,79.04,-12.08,-6.24,55.22,4.83,20.48,0.69,-156.22,2.25,42.74,3.46,-1.53,0.0
2.0,1.0,25.61,-71.64,182.98,100.81,-1.87,270.7,-6.5,-25.13,5.05,66.82,-7.19,2.93,-43.28,-10.7,2.0
3.0,1.0,-4.94,-11.94,-30.97,64.62,5.98,239.18,-23.53,11.31,-3.26,-102.0,0.56,8.8,-146.81,7.01,2.0
1.0,1.0,-6.31,-51.36,48.14,7.24,-0.38,-8.04,-27.07,-49.88,-5.68,37.72,-0.09,-2.22,250.82,40.52,1.0
2.0,1.0,-15.35,-32.41,-4.11,62.19,2.82,-144.95,-2.3,-6.32,2.72,87.42,0.77,13.08,-99.7,-11.56,0.0
2.0,1.0,3.21,48.1,38.07,53.28,8.55,26.29,8.56,-16.41,-7.94,91.13,-3.92,15.65,96.0,-10.38,0.0
2.0,1.0,8.43,-22.44,16.91,-37.79,-5.55,176.07,7.11,-22.76,-4.13,129.36,-5.02,-2.23,6.4,-25.99,2.0
0.0,2.0,-3.5,-68.63,10.28,19.68,-1.35,12.02,0.15,-14.09,-0.65,282.16,1.67,-12.42,337.79,28.55,1.0
3.0,3.0,-10.91,-114.76,24.27,126.85,5.85,-27.86,-0.28,28.46,18.72,-14.24,-5.86,55.7,-322.71,-22.06,1.0
0.0,2.0,35.95,-57.01,111.07,65.27,4.46,48.51,3.64,-37.5,4.91,-218.39,5.69,-22.82,-66.98,1.82,1.0
1.0,2.0,10.11,-53.06,37.66,91.76,0.15,-268.34,-25.86,-32.76,2.31,-260.68,10.23,5.11,-142.71,-2.14,1.0
0.0,2.0,28.96,-14.87,20.5,70.26,-2.18,-155.87,2.27,-3.61,8.24,-289.82,-6.92,6.75,-80.93,-2.61,1.0
2.0,1.0,-4.94,36.16,-108.72,89.94,6.11,-29.07,27.11,21.36,-7.37,-66.55,-1.89,16.46,-137.77,-20.37,0.0
2.0,1.0,13.15,-32.45,81.63,58.75,-6.03,168.07,11.5,16.84,-3.62,72.58,5.75,-4.43,-42.16,-17.25,2.0
2.0,1.0,-12.46,-20.39,-11.57,-37.06,-8.79,136.26,-23.06,66.26,-0.41,-185.5,4.09,-31.36,-101.42,42.67,0.0
2.0,1.0,-31.81,-32.8,-102.54,20.82,5.72,-231.52,-5.47,0.22,-0.04,172.21,1.01,1.28,-20.11,-1.32,0.0
1.0,2.0,-23.29,-59.2,-218.88,-59.81,0.38,-120.08,-40.0,-3.6,-0.92,188.39,5.02,-15.83,11.9,-11.1,1.0
2.0,2.0,-7.87,-38.92,-44.65,12.67,-10.12,221.36,-20.91,1.15,2.85,-207.41,-9.3,2.14,-95.32,40.06,0.0
1.0,2.0,17.85,-6.41,86.51,6.54,2.94,194.09,-0.41,-32.05,-17.75,-193.73,1.23,-50.28,210.78,50.45,1.0
3.0,1.0,-15.21,31.61,39.62,11.28,-11.91,111.87,-29.92,-47.49,-3.71,-231.42,-9.44,-38.24,-196.8,42.49,0.0
2.0,2.0,-25.74,-24.16,-186.2,19.09,-5.3,-235.18,3.14,-1.79,2.01,96.28,5.11,51.13,-17.06,-18.66,0.0
2.0,2.0,-3.51,-67.66,-0.4,-7.61,-1.27,36.23,-29.04,31.62,6.65,-139.19,1.12,12.27,-108.61,11.34,0.0
1.0,1.0,19.33,18.61,74.3,4.95,8.1,115.6,18.53,-6.47,-15.27,-340.64,4.23,-30.84,55.28,32.85,1.0
2.0,1.0,-23.56,-73.74,-48.3,-1.62,-8.43,115.53,-9.35,-36.59,4.11,-214.89,-2.33,-15.35,-113.85,60.13,0.0
2.0,1.0,13.65,-45.2,60.18,38.83,4.17,133.05,20.19,-41.24,9.32,-31.89,-7.82,79.27,70.83,-9.06,0.0
2.0,1.0,-10.0,-12.27,-91.3,78.9,6.36,-89.92,29.69,22.79,-3.73,155.92,-3.09,25.61,58.71,-15.39,1.0
2.0,1.0,8.94,-6.76,71.02,-87.59,-6.7,348.52,3.14,-14.32,-6.76,113.99,-2.8,45.57,281.77,3.95,2.0
1.0,2.0,5.04,13.41,-1.77,122.54,-4.62,-68.02,-30.99,46.75,0.64,-135.78,1.06,-37.11,-233.7,0.92,1.0
1.0,1.0,15.22,-72.12,30.88,105.58,-1.64,-211.9,-7.46,43.44,15.73,-225.42,2.98,8.46,-285.24,-16.52,1.0
2.0,1.0,-3.72,-66.13,-65.66,35.5,5.27,-34.06,3.46,-10.64,-8.82,43.47,-6.61,21.61,28.46,-18.58,0.0
2.0,3.0,-38.48,-81.2,-157.49,28.03,8.04,-151.93,8.81,4.25,-14.1,293.65,-6.72,53.72,291.4,4.02,0.0
1.0,2.0,-6.42,-107.94,-145.51,9.19,0.95,-97.97,7.86,-34.39,2.16,-92.23,5.01,-33.76,-170.7,-0.59,1.0
1.0,1.0,23.06,52.33,148.5,61.59,-2.05,181.96,-15.94,18.02,-0.9,-28.35,-7.41,-28.99,-6.38,6.8,1.0
3.0,2.0,-29.72,-14.12,-87.15,-54.88,2.43,-77.57,24.5,41.67,-2.85,178.49,4.75,36.78,32.9,-13.69,2.0
2.0,1.0,23.02,81.51,75.14,23.79,3.58,57.48,-8.63,14.13,-3.87,-123.39,2.31,-9.44,-83.73,-19.8,0.0
2.0,1.0,19.46,-68.18,89.0,21.73,7.75,114.91,-23.72,10.65,5.81,-263.33,-4.82,-32.19,-301.32,-6.15,2.0
0.0,1.0,46.93,-45.96,56.38,162.47,9.32,59.92,-30.95,-47.9,-1.17,-310.07,4.15,-15.31,-52.93,-0.26,1.0
1.0,1.0,38.45,-15.01,293.38,151.69,7.19,132.17,12.47,-33.68,5.76,-133.06,2.8,16.88,-1.73,3.88,1.0
2.0,2.0,-13.79,10.69,-81.21,-34.63,8.86,-150.8,-10.45,-31.02,10.58,2.52,-5.02,-14.43,-222.52,-15.83,1.0
2.0,1.0,7.47,3.46,50.16,-5.19,2.1,114.2,9.52,-46.96,-0.34,25.13,5.58,-3.28,-25.68,-9.28,2.0
2.0,1.0,-24.78,7.46,-30.99,-57.91,2.4,-172.89,20.96,39.91,-2.81,55.07,8.97,-11.17,16.28,11.22,0.0
2.0,2.0,-16.68,32.08,-42.88,49.62,-0.41,-331.23,6.17,22.61,10.26,111.55,4.45,16.09,-137.79,-23.66,1.0
1.0,1.0,3.6,-1.43,-113.66,-2.99,-3.48,-38.77,-4.19,-42.64,-3.02,-132.53,-7.02,7.91,-6.05,-1.37,1.0
1.0,1.0,-16.85,-88.11,-201.26,71.68,2.83,-163.81,25.81,2.13,-0.14,-7.28,8.21,-28.81,-207.47,-8.99,1.0
0.0,1.0,7.42,-47.79,-131.39,47.12,-10.2,-76.45,-19.42,-43.72,2.57,-92.81,-3.57,-18.27,-21.33,7.54,1.0
1.0,1.0,54.53,9.93,133.79,16.34,13.84,144.76,25.91,-21.41,-6.53,-130.74,-0.79,-27.22,-100.09,-54.8,2.0
2.0,2.0,-7.19,-45.24,2.58,3.07,-10.49,243.57,-13.36,-20.58,7.8,-165.19,-0.08,-11.58,-154.49,37.94,0.0
1.0,1.0,-12.88,-24.66,-197.47,58.97,3.19,-115.69,38.29,49.69,-3.14,107.33,-3.7,-7.69,-76.72,-20.3,0.0
1.0,2.0,22.66,-41.89,72.36,56.47,0.99,153.29,-3.35,45.21,-5.59,-145.26,-2.61,-42.69,11.33,20.25,1.0
1.0,1.0,26.13,-25.34,201.42,63.31,6.72,277.55,-2.68,59.61,-6.35,54.5,-3.92,-18.99,248.09,28.11,1.0
2.0,2.0,3.93,10.83,139.96,90.07,1.74,49.07,-21.46,89.73,8.82,-13.56,-2.51,28.96,-35.48,9.2,1.0
2.0,1.0,-13.53,8.04,130.14,2.18,-12.76,21.18,-19.77,20.7,5.47,-95.18,4.36,-5.24,-98.13,33.8,0.0
3.0,1.0,-4.15,29.45,-28.01,-10.75,6.6,100.37,33.24,-33.67,4.54,-318.82,-5.11,6.45,-306.52,5.22,2.0
2.0,2.0,7.73,-14.15,80.33,45.99,8.29,98.66,-2.07,-4.23,14.25,-131.37,2.42,-61.06,-455.87,-9.98,1.0
1.0,2.0,11.21,-2.84,-68.49,21.17,1.32,122.64,-15.45,-98.59,1.17,-89.52,-4.78,-40.71,-176.69,-7.16,1.0
2.0,1.0,0.61,-34.53,-20.75,-30.61,6.23,146.56,-11.38,15.27,-10.79,-31.96,5.54,12.58,132.3,8.78,2.0
2.0,1.0,-9.07,-24.79,12.18,-32.9,-4.84,217.28,-43.82,6.28,2.8,50.12,-0.14,40.64,86.07,15.55,2.0
2.0,1.0,-24.72,89.45,-77.93,87.07,0.87,-25.1,23.73,18.55,-4.22,143.63,14.73,24.95,116.86,21.19,2.0
0.0,2.0,16.77,52.41,-15.47,31.42,0.13,113.89,-1.28,-32.45,0.41,47.85,4.19,-43.74,44.14,5.95,1.0
2.0,2.0,10.61,7.43,-1.87,-17.12,11.69,202.11,9.99,48.61,-7.67,-100.66,-4.05,-19.6,20.49,8.68,1.0
2.0,1.0,19.14,53.62,182.49,60.47,-1.96,13.88,-2.49,-13.65,-0.99,28.73,-2.74,-70.59,-202.18,-18.99,2.0
2.0,1.0,-7.3,26.6,50.66,-45.23,-4.69,-22.62,4.5,4.49,-6.15,-39.31,4.4,3.87,98.57,18.41,0.0
2.0,2.0,-18.98,18.31,-2.25,-75.86,-5.56,12.4,32.23,-27.29,1.85,-185.48,6.36,-33.87,-120.92,40.89,0.0
1.0,1.0,-7.58,-106.34,-92.79,59.54,-5.89,-141.4,-31.55,15.6,6.63,167.46,-7.89,21.49,52.11,-9.21,0.0
1.0,0.0,-3.22,27.08,53.66,-43.78,2.23,64.72,-21.82,49.64,5.69,95.0,4.36,30.01,196.93,19.03,0.0
1.0,1.0,30.85,-64.88,26.05,76.87,11.88,5.22,38.49,-12.65,-1.34,-230.86,0.24,9.18,-64.79,-16.71,1.0
2.0,2.0,-24.26,57.12,-7.51,35.41,-1.19,-56.23,37.03,30.56,2.05,199.25,-7.76,12.67,8.19,4.01,0.0
2.0,2.0,-22.93,58.15,4.42,35.47,1.34,26.68,-10.98,-9.17,-5.8,11.92,10.01,44.65,197.91,40.94,2.0
1.0,2.0,16.53,81.03,-81.88,84.29,-7.85,-96.38,15.69,7.1,6.98,-199.71,-3.43,-2.49,-209.14,-16.4,1.0
2.0,1.0,2.26,3.8,-0.54,-70.41,5.78,176.79,-9.25,0.51,-5.02,58.93,-8.58,1.38,-6.63,-18.81,2.0
2.0,1.0,14.92,-85.22,46.03,119.9,-2.4,-43.19,46.13,-33.73,2.0,-200.53,3.86,-22.81,-366.07,-26.35,1.0
1.0,1.0,17.65,-44.51,91.06,5.13,4.9,21.49,27.62,-16.49,-8.04,-35.39,-9.13,16.4,180.75,-1.21,0.0
2.0,1.0,14.32,-10.14,90.07,-84.74,-5.56,86.31,4.84,8.8,2.47,-79.8,-0.37,33.58,56.71,-9.37,0.0
1.0,1.0,1.9,53.29,-83.25,27.15,7.24,-55.37,-22.1,-29.19,3.29,-90.1,0.66,-35.53,-181.01,-5.34,1.0
2.0,1.0,-13.77,-66.53,-34.95,50.04,1.44,-60.33,-23.85,35.61,-1.97,322.16,3.43,43.38,225.09,-9.81,0.0
2.0,1.0,-7.46,-18.43,-92.73,84.1,5.78,-39.01,25.78,20.97,-6.24,150.11,-8.81,31.25,19.53,-26.69,0.0
2.0,1.0,-1.71,31.68,66.92,62.78,-2.55,104.44,31.21,-24.89,-13.53,175.6,-0.61,-20.17,94.12,-0.12,2.0
2.0,2.0,23.35,-13.01,162.21,90.34,-5.04,56.26,-37.75,-8.39,2.06,-74.92,2.35,-25.51,-175.22,-15.01,1.0
1.0,1.0,35.94,-18.07,200.6,101.82,6.21,130.41,-14.04,-31.66,-2.99,-172.96,-1.92,-17.87,-51.8,-2.18,1.0
2.0,1.0,-7.77,-60.72,-84.58,10.59,6.76,-159.38,-3.61,19.75,4.3,-64.55,-4.71,-2.49,-258.39,-28.75,1.0
2.0,1.0,-0.85,1.02,-50.9,15.82,0.34,-48.65,-5.37,38.51,-7.99,-198.98,2.05,20.67,-33.3,1.37,0.0
1.0,0.0,24.14,52.86,-26.01,71.87,13.61,116.9,10.53,-33.68,-12.97,-132.38,6.17,-41.83,-20.33,-5.36,1.0
1.0,2.0,-14.48,42.26,-98.05,-64.43,19.31,-78.92,24.23,40.67,4.02,94.51,-2.42,35.1,150.45,2.64,0.0
2.0,2.0,-29.36,-19.7,-177.44,-19.1,-3.37,-184.32,-5.27,-6.76,1.32,-65.34,2.75,-50.92,-306.2,1.31,1.0
1.0,1.0,16.17,32.29,167.36,85.73,2.68,-76.59,1.85,27.86,-8.65,52.13,5.53,-4.77,264.25,17.7,1.0
1.0,2.0,17.63,-29.94,39.37,37.19,8.32,179.27,2.35,32.71,-8.06,38.25,-0.28,-31.75,187.6,19.09,1.0
1.0,0.0,-5.28,54.79,-157.15,64.66,2.0,349.29,-10.63,-28.02,-11.92,254.35,2.9,28.23,298.2,12.34,2.0
1.0,0.0,-11.05,31.67,-105.09,64.39,13.46,-70.78,11.18,-5.99,-7.43,-28.55,-4.5,27.1,125.64,15.22,2.0
2.0,2.0,22.1,-16.8,40.52,-9.1,7.49,249.84,2.84,-17.18,5.97,-270.19,-3.88,1.42,-281.91,-17.46,2.0
1.0,2.0,8.95,21.41,-50.82,20.38,7.56,-6.25,-27.01,16.22,-1.99,-231.29,-1.23,-12.64,-171.26,-6.46,1.0
1.0,1.0,-6.79,-31.55,-90.05,5.26,7.01,-18.55,-18.12,44.67,-4.3,168.95,-4.44,-8.93,195.44,10.14,1.0
3.0,1.0,-8.11,-71.72,33.47,34.35,3.95,2.29,6.68,16.05,0.19,-160.79,-20.81,-29.7,-293.01,2.65,2.0
2.0,2.0,-19.41,-2.01,-10.69,0.53,0.59,-177.92,-44.05,-11.77,1.06,74.0,9.72,26.87,6.96,-3.34,0.0
0.0,1.0,18.46,-9.38,6.42,38.71,-6.95,-73.26,31.01,4.08,13.49,-154.1,-2.79,27.91,-63.42,-5.6,1.0
1.0,1.0,-6.58,55.09,-115.78,-21.65,-2.39,-128.62,-13.59,8.55,14.1,8.28,-9.43,-18.54,-198.2,-13.03,1.0
2.0,1.0,-15.58,80.58,-84.42,66.91,0.78,-120.91,-2.33,-22.63,-0.34,362.0,0.25,73.26,229.94,-25.94,0.0
2.0,1.0,-0.73,20.01,44.95,-75.49,0.55,95.51,0.49,-11.4,13.03,-111.22,-11.49,-8.81,-127.07,15.04,0.0
1.0,1.0,-3.68,16.93,-229.85,5.88,-5.26,69.47,2.56,-8.0,-2.27,-27.48,-6.42,-50.89,-121.99,2.02,1.0
2.0,1.0,2.36,31.67,96.14,35.12,-12.08,127.21,-25.5,100.99,-0.28,-161.6,-0.85,23.01,-63.23,16.28,0.0
2.0,1.0,-11.8,53.01,-7.32,21.3,-10.29,-8.17,4.45,-73.0,-9.92,-176.2,-2.53,5.92,-57.43,18.83,0.0
1.0,2.0,26.65,42.83,-37.96,34.41,10.42,250.69,19.81,-16.73,-10.25,-300.92,-8.81,-57.13,-143.05,7.75,1.0
1.0,1.0,-14.07,38.68,-115.26,-90.1,-0.24,22.73,-19.85,6.64,-2.1,35.14,7.11,-61.86,11.53,24.71,0.0
1.0,1.0,5.1,-53.4,-60.64,-9.07,-12.33,-119.1,0.58,14.82,13.04,-191.3,-2.0,-30.32,-236.47,2.52,1.0
1.0,1.0,-11.09,-55.83,-129.48,119.06,8.44,106.52,-26.84,-59.96,-2.83,67.58,7.95,9.39,50.43,18.42,2.0
2.0,2.0,19.13,-1.41,205.59,-77.39,-14.4,145.65,-12.36,-58.04,3.8,15.75,-0.94,26.44,178.45,6.08,0.0
2.0,2.0,-19.53,141.18,-45.97,-45.89,6.72,-69.32,-38.22,10.69,-6.11,-23.48,-4.26,21.61,106.12,17.85,0.0
2.0,1.0,-52.05,-38.81,-281.43,114.4,7.73,-135.69,-8.05,84.67,-4.11,372.57,-6.42,32.68,145.29,14.18,2.0
2.0,2.0,7.53,-6.46,102.6,44.2,-5.08,238.46,-22.46,-16.11,3.69,49.19,7.25,4.07,43.08,16.7,1.0
2.0,2.0,8.23,12.18,40.0,-62.32,-3.2,107.08,33.31,26.7,1.25,-61.7,9.23,22.5,62.7,1.35,0.0
1.0,2.0,4.82,-120.53,-64.29,12.54,7.95,-111.35,-45.79,27.41,8.41,-70.84,-2.15,-2.8,-85.04,-7.01,2.0
2.0,1.0,10.75,60.21,35.4,-55.42,-5.47,-8.51,34.71,-16.06,3.11,-251.1,-5.33,7.23,-155.33,-7.96,2.0
1.0,1.0,-1.59,11.05,-105.38,-0.99,3.62,-131.1,-8.9,-13.89,1.09,16.95,-4.31,-1.66,16.21,-7.98,1.0
2.0,2.0,-5.51,-6.24,-94.82,-39.03,-1.12,-36.17,-22.18,-24.23,-12.04,-79.97,2.88,36.37,166.76,4.74,0.0
2.0,0.0,-12.19,-16.25,82.65,-17.57,-11.14,78.28,35.2,-16.09,8.91,-76.24,2.29,-13.35,3.8,52.61,0.0
2.0,2.0,-6.28,81.59,-57.24,-36.84,11.61,74.34,44.03,-11.5,-7.03,-236.21,-1.4,4.93,5.54,26.85,1.0
2.0,3.0,-13.21,-24.47,51.89,45.02,5.83,3.3,31.69,-35.1,3.15,7.03,1.07,5.44,-83.57,11.49,2.0
2.0,1.0,12.84,48.88,-17.27,70.73,3.92,160.19,13.84,-42.1,-9.66,-127.51,1.56,-47.58,-203.09,-10.19,1.0
1.0,1.0,4.84,12.37,36.45,34.11,10.84,128.47,-15.15,14.89,-14.63,-29.13,-3.75,-16.25,198.13,28.67,1.0
1.0,1.0,2.17,36.97,14.73,85.03,11.4,-111.36,-29.18,44.79,-6.9,-85.95,-4.97,14.71,44.48,3.79,1.0
2.0,1.0,-13.28,83.84,-10.29,-49.19,-10.01,49.0,-15.45,51.11,1.73,-225.21,-6.16,-41.13,-202.95,33.56,0.0
2.0,2.0,-25.43,-29.28,-145.76,85.27,8.98,-71.66,-24.23,-34.36,-8.02,163.89,2.54,26.85,98.56,3.47,2.0
2.0,1.0,16.27,8.77,-21.22,-16.89,8.13,33.75,5.97,-6.2,-5.4,-281.89,-1.16,-4.19,-137.99,-12.49,2.0
2.0,1.0,8.02,-52.31,0.31,79.1,7.88,38.44,-1.1,-0.68,-9.68,40.61,-8.28,17.75,20.5,-23.28,0.0
1.0,2.0,48.92,14.49,113.68,45.19,0.91,-41.87,-29.82,-43.25,-6.08,-147.95,-2.98,12.87,54.62,-41.3,2.0
2.0,2.0,14.08,109.55,40.22,-6.77,13.94,248.27,25.78,21.31,4.41,-260.33,-2.38,6.9,-247.42,-7.58,2.0
2.0,1.0,-0.47,-36.77,52.16,29.01,-0.65,-31.61,-6.73,-43.49,-0.92,-139.06,10.98,-20.28,-172.72,2.9,1.0
1.0,1.0,19.71,-97.44,15.42,79.83,4.34,-164.7,0.88,28.24,-0.14,-226.75,-4.42,-23.14,-183.85,-15.31,1.0
1.0,1.0,-7.62,-71.81,-107.02,39.63,5.78,-149.58,,-1.02,11.14,37.55,4.31,-14.6,-165.15,-10.9,1.0
2.0,1.0,-5.77,-43.13,-23.58,-7.44,5.37,59.88,-36.67,33.1,-1.63,-64.74,16.7,47.79,65.75,6.25,0.0
2.0,1.0,-5.57,46.05,43.27,-87.31,-1.96,40.51,-16.48,35.14,2.37,-127.22,-1.89,-26.6,-130.13,12.57,0.0
2.0,1.0,-3.83,-96.54,150.51,82.03,-5.52,76.29,-19.24,-13.19,-8.72,224.5,3.99,-84.22,-93.69,2.62,2.0
3.0,1.0,-5.78,-16.2,70.78,-30.43,1.35,168.09,3.4,1.07,2.09,-125.31,6.55,-38.73,-221.33,16.41,1.0
1.0,1.0,-7.56,83.71,-151.73,30.16,-4.93,-112.72,16.65,-9.68,-3.48,-45.62,2.88,54.95,87.52,-5.13,0.0
2.0,2.0,1.24,51.38,158.16,1.01,-15.98,203.55,-0.44,-62.18,2.46,-87.22,-1.28,7.07,-0.1,31.62,0.0
3.0,1.0,-33.81,-22.39,-201.69,-48.08,3.82,67.83,24.49,43.18,-7.7,276.22,-4.16,54.58,145.77,-13.62,2.0
2.0,0.0,11.56,-31.07,39.82,77.29,10.4,-1.11,-6.85,-10.87,-7.09,50.19,1.37,-0.28,52.61,-14.2,0.0
1.0,1.0,41.38,-82.76,144.73,24.08,5.2,278.94,25.25,24.88,-0.59,-252.08,3.74,-43.06,-187.77,-10.11,2.0
1.0,2.0,10.79,61.27,4.36,5.46,2.35,103.74,-1.01,56.53,-9.71,-63.81,4.47,-42.13,19.75,8.68,1.0
2.0,2.0,-11.65,15.46,-55.05,-45.26,3.3,17.59,-17.57,-14.27,8.97,-105.74,1.12,25.67,-13.37,22.3,0.0
2.0,1.0,-36.34,12.58,-88.84,-102.92,-0.12,-201.53,-22.91,1.24,-7.36,206.5,6.63,-3.94,289.69,32.62,0.0
2.0,1.0,-16.19,129.11,-84.16,-34.75,5.79,-20.3,-18.98,10.63,-10.08,-97.63,-5.51,-5.3,121.02,34.64,1.0
1.0,1.0,43.21,-7.49,166.46,25.34,-4.75,19.56,-27.36,-10.25,3.55,-118.39,1.73,-17.94,-162.72,-43.86,2.0
2.0,1.0,-6.58,-76.58,11.51,-34.66,-3.09,143.51,5.38,-80.01,3.66,-96.63,0.3,13.98,-31.69,21.11,0.0
2.0,1.0,8.33,-9.38,51.44,78.97,4.9,205.33,-11.73,22.74,0.16,-53.26,6.24,-23.97,-242.72,-11.74,2.0
3.0,1.0,-9.21,-143.67,-25.96,23.3,8.1,-49.33,20.64,-30.78,-0.59,-275.49,6.44,-23.25,-349.09,-0.04,2.0
1.0,1.0,36.44,2.59,38.2,-72.14,14.16,128.65,-10.58,29.57,7.97,-487.96,-4.47,43.18,-216.84,-24.96,2.0
2.0,1.0,-34.8,-17.15,-74.41,-37.29,3.72,-238.01,-32.97,20.71,-1.2,320.74,0.68,2.89,163.76,4.5,0.0
2.0,1.0,19.71,-65.1,29.02,-40.24,4.42,49.67,-5.45,6.26,3.06,-320.64,-16.74,25.71,-163.7,-16.16,2.0
2.0,2.0,-0.35,52.99,16.33,28.06,-1.43,23.23,-23.79,10.24,-2.74,-117.98,-8.95,55.68,-27.65,-8.83,0.0
2.0,1.0,-32.63,-25.73,-169.14,57.02,3.13,-347.37,-0.36,-73.33,-0.36,84.39,3.27,9.73,-150.1,-18.01,1.0
2.0,1.0,16.37,-44.0,46.93,66.05,3.06,189.41,-10.6,2.48,2.01,-131.83,6.9,-30.15,-287.96,-16.16,2.0
2.0,1.0,5.67,-80.09,102.03,-26.28,-6.04,160.52,-14.45,5.49,10.39,-66.38,-5.18,31.12,-30.03,8.8,0.0
2.0,1.0,-18.53,67.93,72.53,-52.13,-4.26,-128.55,9.95,4.68,3.23,23.54,-2.49,-7.68,34.09,25.41,0.0
1.0,2.0,16.97,20.35,4.48,57.27,12.35,11.18,-36.34,-0.56,13.61,-45.12,-2.25,-7.36,-164.94,-17.16,1.0
2.0,1.0,4.89,27.91,94.8,-1.81,4.86,23.99,3.84,5.01,-4.09,-98.56,-0.02,8.24,34.64,8.77,2.0
0.0,1.0,35.83,36.82,154.48,54.93,-0.61,38.23,-18.6,-16.19,-3.6,-50.18,-2.51,-38.38,81.35,-1.01,1.0
2.0,2.0,8.75,-35.08,65.29,54.57,6.14,186.05,26.34,35.9,-2.99,43.99,-9.97,-10.93,-24.07,-2.9,1.0
1.0,0.0,-25.93,36.09,-189.63,117.46,6.96,19.09,-7.06,-2.99,-13.54,220.05,-10.87,47.45,353.56,29.48,2.0
2.0,2.0,-52.17,-7.94,-183.91,-72.91,-1.46,-310.63,-16.28,42.05,-3.22,324.41,-1.35,30.21,295.16,22.82,0.0
1.0,0.0,-0.23,-46.28,-80.89,87.23,5.39,-218.51,-15.68,-26.2,-5.36,-46.08,3.28,17.86,-6.55,-15.24,1.0
