cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
2.0,1.0,2.0,2.0,-9.28,-55.86,-11.88,77.26,-49.85,-39.56,-47.8,23.68,26.44,-10.94,17.51,47.1,-0.22,-51.92,123.48,0.0
2.0,2.0,1.0,2.0,-5.89,-137.64,-18.25,35.61,53.79,38.35,35.55,255.36,4.72,4.01,-17.36,159.48,-28.66,103.51,-228.72,1.0
2.0,2.0,1.0,1.0,0.84,133.42,-16.73,-40.63,-24.12,14.18,21.31,-242.37,15.56,64.02,16.8,3.16,-15.89,-128.71,-94.78,0.0
1.0,1.0,1.0,2.0,7.16,15.32,-5.94,35.33,-88.82,-168.7,-11.25,-186.45,-19.02,74.56,7.0,-75.0,-15.41,65.51,-12.3,0.0
1.0,1.0,0.0,2.0,11.23,-214.97,-17.6,13.53,247.67,-7.47,-47.82,265.78,2.29,-24.75,22.48,247.8,0.34,109.98,-116.34,1.0
1.0,2.0,1.0,2.0,-0.06,-107.25,-33.83,35.01,-22.91,11.52,-76.16,-162.21,-15.14,36.11,26.38,54.83,-10.85,231.82,-5.63,0.0
1.0,1.0,2.0,1.0,3.44,173.79,34.83,-42.03,-6.16,20.29,-100.27,-142.47,-21.0,-55.92,6.98,-142.16,4.27,-7.47,-239.14,0.0
2.0,1.0,1.0,1.0,10.34,-66.35,1.17,-10.58,43.38,126.39,-71.37,-1.07,-16.71,-59.56,1.41,120.82,3.2,34.35,76.55,1.0
1.0,1.0,1.0,2.0,-2.4,-115.0,-9.08,47.96,34.93,41.35,9.32,212.65,8.93,-86.46,45.57,36.81,-21.35,144.1,-349.19,1.0
2.0,1.0,2.0,2.0,-8.03,-92.09,-29.93,-100.69,-122.92,43.51,-22.45,250.61,10.16,-45.9,11.46,51.5,0.67,113.3,-58.54,1.0
1.0,2.0,2.0,2.0,-1.51,114.2,29.09,-67.54,-70.31,-14.57,9.16,-44.67,-26.95,21.21,32.23,-113.27,-3.2,-55.84,-91.25,0.0
1.0,2.0,1.0,1.0,-12.44,-38.45,7.94,4.99,37.76,3.41,10.25,99.43,9.6,-42.46,-21.14,-2.04,-10.43,2.42,-8.8,0.0
2.0,1.0,2.0,2.0,-7.69,85.95,3.79,-16.38,-18.84,40.59,15.27,-102.63,-25.54,1.19,7.52,-13.99,-0.97,-40.37,-37.56,0.0
2.0,2.0,2.0,2.0,0.66,9.55,-9.46,8.19,70.34,131.91,6.06,-109.46,13.41,-5.78,-2.84,47.47,24.57,11.95,44.86,1.0
1.0,1.0,1.0,2.0,-1.53,29.38,-16.59,19.21,15.15,-143.29,22.1,-117.28,11.02,10.6,7.84,-11.52,2.62,-139.15,86.3,0.0
2.0,2.0,2.0,2.0,-4.09,0.06,-26.67,-33.84,-41.17,88.81,-1.31,98.66,4.15,-49.14,2.49,-3.2,0.07,40.59,-133.84,1.0
1.0,2.0,1.0,1.0,1.1,-17.29,2.54,59.4,-18.23,151.63,-70.64,-105.4,15.8,-32.92,-22.67,-46.84,-11.67,107.86,61.93,0.0
1.0,1.0,2.0,1.0,3.0,38.28,10.98,-1.85,155.47,-1.92,-29.04,-100.28,0.95,52.47,-4.05,49.0,0.18,1.49,60.45,1.0
0.0,2.0,1.0,3.0,-2.49,-189.48,-29.83,10.34,62.41,35.57,-82.95,96.19,19.97,-12.07,-1.63,18.77,9.42,-24.56,228.67,0.0
1.0,2.0,1.0,2.0,-5.07,-51.33,-32.12,-42.27,-30.77,35.13,107.81,98.37,-7.98,-29.4,-16.26,47.87,-10.0,143.9,-223.23,1.0
2.0,1.0,1.0,1.0,-3.38,6.59,0.37,20.0,30.63,-57.76,48.11,-92.83,-5.75,0.21,-24.99,82.88,-6.82,-64.69,135.87,1.0
1.0,1.0,1.0,2.0,4.64,8.94,-3.47,39.95,57.26,-36.0,-149.84,-211.26,-12.92,-35.97,-0.4,35.26,-8.87,57.2,56.75,0.0
1.0,1.0,2.0,2.0,-10.35,-41.55,-15.17,-31.99,61.25,49.72,34.93,-46.61,-14.32,28.45,9.08,46.26,8.49,46.13,106.2,0.0
2.0,3.0,1.0,2.0,7.54,-27.28,19.69,-3.68,5.98,-74.12,207.48,-162.86,-17.12,1.78,-4.65,81.09,-9.79,162.1,19.01,1.0
1.0,3.0,1.0,1.0,11.54,5.42,-9.82,-13.21,-48.61,-43.01,18.54,-53.67,-15.74,-16.41,1.26,4.22,-0.68,72.0,-56.79,0.0
2.0,2.0,2.0,2.0,12.73,10.6,2.01,23.69,-128.03,36.32,-78.93,-110.93,-3.69,65.51,17.9,-54.34,4.81,97.11,132.51,1.0
2.0,2.0,2.0,2.0,-11.92,78.63,-1.09,-8.76,-18.42,52.28,-122.83,-338.51,18.11,40.36,9.96,30.2,-14.35,92.77,39.74,1.0
1.0,2.0,1.0,2.0,1.05,-11.4,-28.97,6.07,-19.92,-38.69,-60.24,-62.83,3.19,-58.61,16.63,19.2,19.52,55.46,-141.64,0.0
1.0,1.0,2.0,1.0,-13.62,39.34,19.34,-5.4,30.36,-19.12,-22.64,167.87,11.67,23.86,-5.31,-61.82,14.79,-158.68,-43.47,0.0
2.0,1.0,2.0,2.0,-9.7,-44.03,-23.78,-10.32,27.37,-99.93,151.41,67.94,-17.79,-10.14,-17.6,88.04,9.91,41.54,-40.9,1.0
1.0,2.0,2.0,1.0,-10.84,62.89,45.61,106.58,-121.84,-142.68,-26.15,100.66,9.83,-35.12,38.91,-240.1,18.17,-98.25,-126.42,0.0
1.0,2.0,2.0,2.0,-4.87,-50.41,20.94,-2.25,26.03,-93.04,-30.02,196.02,-25.12,-4.6,48.07,-13.29,5.05,-97.57,60.63,0.0
1.0,1.0,2.0,1.0,-12.37,-33.73,31.2,7.47,97.68,99.0,-38.52,161.03,13.97,-8.68,9.15,10.38,7.68,2.44,49.65,1.0
2.0,1.0,1.0,1.0,0.46,-3.54,31.5,-79.81,8.2,62.64,-135.37,-23.61,-1.93,-28.5,-18.1,56.2,-12.51,44.01,103.27,1.0
1.0,1.0,1.0,1.0,9.12,-1.5,4.38,47.58,72.59,26.58,2.43,-63.41,-23.18,-98.41,-4.18,15.87,-2.06,7.99,52.36,1.0
1.0,2.0,1.0,1.0,2.56,-53.43,-37.36,8.29,-18.16,37.03,-78.96,-157.16,-3.22,-11.92,16.91,97.43,-2.34,254.76,-61.04,0.0
1.0,2.0,1.0,1.0,-12.12,17.02,-5.65,113.18,-3.24,84.04,44.77,-215.6,-22.34,27.46,-8.43,-19.83,-15.81,60.34,5.71,1.0
1.0,2.0,3.0,1.0,4.21,64.61,2.83,-24.02,56.54,28.7,-50.14,-55.9,3.53,15.26,28.76,-22.75,19.22,29.99,2.47,1.0
1.0,1.0,2.0,2.0,11.78,26.8,-10.39,42.14,36.61,-46.6,87.41,-232.1,17.28,8.09,-9.81,10.28,-3.73,78.74,-5.37,1.0
0.0,1.0,3.0,1.0,-1.93,32.56,-5.5,14.67,-6.38,-171.26,89.82,240.42,7.08,31.3,11.08,-165.15,-2.49,-100.4,14.04,1.0
1.0,1.0,1.0,1.0,0.67,-22.9,7.48,52.66,6.81,-18.47,165.59,-21.15,2.29,0.77,3.23,-24.19,-7.78,72.82,46.28,0.0
1.0,1.0,2.0,2.0,-19.28,9.88,-2.62,-39.95,55.86,29.14,-2.85,60.66,14.16,-25.44,15.75,4.45,-4.09,-114.77,-0.55,0.0
2.0,1.0,2.0,1.0,2.21,41.63,0.62,-34.01,55.35,-27.12,-14.17,-202.35,-3.76,22.31,23.22,77.38,-8.46,34.17,148.47,1.0
2.0,2.0,2.0,2.0,4.63,-58.56,-18.87,37.25,77.97,14.89,-39.49,131.01,11.66,-29.05,1.43,83.72,-7.78,-39.45,13.47,1.0
2.0,2.0,1.0,2.0,4.51,-32.33,-13.3,145.1,-115.15,102.46,20.52,-361.35,11.6,-3.9,4.02,16.91,8.63,198.27,93.24,1.0
3.0,2.0,2.0,2.0,1.83,19.88,-7.3,56.35,-46.23,-70.01,-108.22,-44.46,-19.59,36.8,8.03,25.3,17.37,-67.13,97.46,0.0
2.0,2.0,1.0,2.0,1.81,0.43,11.97,40.17,61.12,4.05,46.01,-229.71,-10.76,-17.07,7.9,67.76,-7.34,118.46,40.24,1.0
1.0,1.0,2.0,2.0,19.39,-90.02,-57.09,-2.56,67.6,-159.89,91.98,156.41,-9.68,53.09,-10.21,59.51,-8.32,23.29,-113.95,1.0
3.0,2.0,2.0,2.0,-5.52,-19.5,-34.78,89.89,41.42,65.3,26.3,44.41,-17.05,65.69,-17.93,82.07,-24.69,-98.87,-2.82,1.0
2.0,1.0,2.0,2.0,-12.61,41.87,-8.58,56.24,34.72,13.19,-61.86,-67.47,5.1,-4.6,-20.86,-38.53,-3.09,-174.93,37.74,0.0
2.0,1.0,1.0,2.0,-4.54,-1.91,13.37,31.59,-27.81,-75.98,221.68,4.69,-12.71,16.08,-1.17,9.19,-8.79,-50.42,14.07,1.0
2.0,1.0,2.0,2.0,0.93,-80.96,-8.44,-40.82,-3.37,32.4,-128.75,129.19,-3.85,15.42,-30.11,156.35,-7.07,55.54,67.65,1.0
1.0,1.0,3.0,1.0,-11.19,58.22,-21.98,13.29,-43.25,-66.92,96.78,22.36,-17.36,-24.01,-16.37,-125.49,10.91,-21.56,28.26,1.0
1.0,1.0,3.0,2.0,-2.69,92.92,-26.3,-71.58,-115.23,5.95,67.29,3.72,7.82,-18.94,5.67,-108.54,1.08,-51.07,-16.92,1.0
2.0,2.0,1.0,1.0,5.05,-61.1,-20.1,37.94,44.09,11.08,104.38,218.41,-24.21,108.01,-7.73,108.68,-4.04,-28.16,-184.17,1.0
1.0,1.0,1.0,2.0,0.67,-53.57,-12.61,-50.24,29.83,-78.74,-218.12,69.85,-4.15,-20.69,-35.4,60.87,2.44,79.77,-65.32,1.0
1.0,1.0,2.0,2.0,-10.89,-21.24,-9.78,-17.07,28.54,199.29,-5.02,166.44,32.38,-7.99,37.5,-28.81,-3.91,-5.16,-151.18,1.0
2.0,3.0,2.0,2.0,-3.69,7.79,-34.74,23.57,34.16,30.8,110.39,-107.89,12.43,45.55,21.77,31.69,3.92,-50.34,86.65,0.0
1.0,1.0,1.0,1.0,9.99,-65.96,2.23,5.74,-38.5,-136.15,2.39,30.36,-15.91,-0.23,21.02,32.57,3.23,92.0,77.54,0.0
1.0,1.0,1.0,1.0,-2.65,124.01,36.11,13.61,-98.55,112.8,-8.87,-51.35,14.17,-47.56,29.23,-202.67,1.49,-194.03,-115.92,0.0
1.0,1.0,1.0,1.0,-8.78,5.09,13.45,28.1,60.49,-58.95,30.64,-77.48,-20.32,-8.67,22.91,5.45,12.58,100.79,-208.97,1.0
0.0,1.0,2.0,1.0,-9.39,18.1,-1.81,60.36,-76.54,-16.86,-41.6,143.57,9.94,17.7,5.99,-190.32,9.57,-71.43,-24.67,1.0
1.0,1.0,1.0,1.0,-10.52,118.94,20.74,28.13,-129.11,-52.57,72.36,-107.89,0.08,1.82,30.67,-147.86,-26.63,-49.8,-127.93,0.0
2.0,1.0,1.0,1.0,6.3,-2.81,-0.14,2.53,-92.86,36.51,-29.9,-45.24,2.15,25.36,1.82,18.35,-12.39,105.63,58.25,0.0
0.0,1.0,1.0,1.0,6.34,105.09,-46.34,-61.15,5.54,127.91,69.66,-310.44,-14.0,37.3,1.74,-25.04,-3.7,-113.92,42.94,0.0
2.0,2.0,2.0,2.0,1.74,17.34,-21.14,13.49,20.61,-155.25,-62.39,-33.39,-26.51,-11.14,16.51,31.15,-3.32,-41.44,6.47,1.0
1.0,1.0,1.0,1.0,7.42,211.77,14.49,-18.58,-43.94,67.66,-15.55,-251.71,-0.86,-1.63,-33.13,-126.25,12.09,-130.93,-194.1,0.0
1.0,1.0,1.0,1.0,-4.8,50.22,-34.13,51.32,0.89,-5.32,-89.31,-180.6,15.01,5.41,-47.33,-9.51,-6.48,36.39,-66.15,1.0
1.0,2.0,1.0,2.0,-4.25,-46.96,16.03,90.39,-75.15,78.21,-36.54,-15.75,-17.43,27.41,6.88,-46.93,-9.52,101.31,19.44,1.0
2.0,2.0,1.0,2.0,1.14,-90.61,-31.04,21.93,51.01,-108.7,1.88,94.97,4.12,4.39,26.79,123.86,-10.37,65.93,-83.82,1.0
1.0,2.0,1.0,1.0,-4.95,-55.91,14.11,-153.54,-12.8,97.8,-12.54,83.68,-11.68,8.96,-12.4,63.81,5.18,164.01,-4.32,1.0
2.0,1.0,2.0,2.0,-8.87,93.32,-2.53,72.46,-8.76,111.9,-12.17,-60.74,7.91,16.35,-20.97,-134.47,4.87,-171.27,-34.51,1.0
2.0,2.0,2.0,3.0,-12.35,-1.48,22.17,40.73,-92.91,-78.02,-78.05,-94.22,6.85,3.29,19.52,-65.58,-19.67,89.86,-55.8,1.0
2.0,1.0,2.0,2.0,0.59,-176.12,-25.97,55.6,-71.89,-66.67,-64.42,92.03,4.42,-2.47,7.85,91.85,14.94,134.84,315.96,0.0
2.0,3.0,1.0,2.0,3.86,-34.89,25.46,11.14,-75.59,85.33,-65.87,57.46,4.3,27.03,5.69,-43.25,4.54,7.86,39.53,0.0
1.0,1.0,1.0,2.0,-9.56,5.2,-1.93,66.57,1.05,72.99,27.07,-189.13,-14.6,-5.65,-3.82,-13.58,1.33,45.11,-13.79,1.0
1.0,1.0,3.0,1.0,-9.62,88.22,7.06,-113.21,60.91,215.17,-38.08,162.22,-12.3,-44.5,3.08,-74.05,-7.73,-90.93,-114.21,1.0
2.0,1.0,1.0,2.0,-10.68,39.3,17.24,-74.84,118.09,58.13,-28.0,-124.62,-22.76,-1.76,-10.35,82.51,7.88,48.86,-109.26,1.0
1.0,2.0,1.0,1.0,-2.41,-13.31,-13.41,42.45,57.06,24.5,-15.96,25.55,-12.36,22.97,36.33,-11.63,10.03,-119.07,64.97,1.0
2.0,1.0,1.0,2.0,-2.3,-77.33,-48.38,2.33,-45.14,-40.34,113.38,-36.11,8.97,29.9,26.3,116.55,13.22,75.17,-49.63,0.0
1.0,1.0,2.0,2.0,9.84,6.17,8.57,-31.44,140.53,-21.68,108.48,-103.78,-26.82,22.28,8.67,53.37,2.45,26.13,1.26,1.0
0.0,1.0,2.0,2.0,-0.17,33.64,-24.52,-21.13,61.18,190.05,-107.71,-112.39,-19.28,-13.64,-30.71,-66.07,-41.69,-105.47,46.66,0.0
2.0,2.0,1.0,2.0,-5.97,-19.91,-0.91,-16.92,-103.02,-238.17,-4.39,-66.22,-5.01,8.84,-13.71,-20.74,-4.66,40.76,11.34,0.0
1.0,2.0,1.0,1.0,7.85,14.47,7.91,-13.11,82.86,-30.78,-116.0,-98.07,-9.41,-15.04,-30.87,45.43,-9.45,-10.59,34.83,1.0
1.0,2.0,2.0,2.0,-17.35,-35.81,1.83,6.23,13.51,-103.05,120.74,25.95,23.03,16.21,25.39,-12.55,4.8,22.53,24.89,0.0
1.0,2.0,2.0,1.0,-3.49,141.28,12.7,74.49,-105.82,100.97,42.42,-117.22,-15.7,-64.13,-7.62,-188.69,6.65,-190.85,18.25,0.0
1.0,1.0,1.0,1.0,5.41,-103.36,25.26,-21.26,-30.92,38.67,53.08,209.09,6.01,16.78,-16.22,27.25,-17.62,131.43,-31.35,0.0
2.0,2.0,2.0,2.0,4.89,20.48,-8.74,94.31,-11.54,2.3,-121.39,-24.12,7.0,0.11,6.14,-44.24,5.39,-50.53,25.88,0.0
2.0,2.0,1.0,1.0,-3.39,-67.4,-38.18,-17.28,66.38,127.09,-277.98,31.39,6.09,-44.01,-8.69,176.89,8.68,54.31,5.63,1.0
1.0,1.0,2.0,2.0,1.55,4.29,11.66,-47.4,96.01,282.5,74.4,-26.23,-4.72,-6.8,-13.69,-43.24,12.58,104.88,-98.32,0.0
2.0,2.0,2.0,2.0,-3.64,-4.05,5.01,-67.85,-26.51,-130.94,37.46,44.56,6.1,1.41,1.35,24.64,-8.24,24.94,23.61,1.0
2.0,2.0,2.0,2.0,-18.43,52.75,9.42,-58.68,-79.21,117.44,-84.31,13.37,-4.72,-2.59,-20.48,-60.22,9.14,-57.13,-119.15,0.0
1.0,1.0,2.0,1.0,-6.93,17.16,3.49,17.62,3.61,-26.62,97.64,-22.97,19.26,5.47,14.6,-20.28,0.39,24.02,18.15,0.0
2.0,2.0,2.0,2.0,-12.37,-51.36,-14.8,11.94,77.68,-57.58,44.99,52.62,-2.44,-12.74,2.55,75.67,-6.08,17.94,-39.9,1.0
2.0,0.0,2.0,2.0,8.11,-42.74,-31.46,49.79,-26.34,12.4,106.85,-19.29,-21.19,-9.33,15.97,61.21,-4.77,-16.93,60.93,1.0
1.0,1.0,2.0,1.0,-1.21,101.26,36.53,32.9,-42.95,73.09,-42.45,-10.98,-5.02,45.18,-13.96,-214.22,14.03,-13.1,-213.31,0.0
1.0,2.0,1.0,1.0,1.25,-4.27,-18.15,50.92,57.37,82.13,65.2,55.39,-28.51,8.44,3.72,3.71,-15.82,-95.71,-36.94,0.0
1.0,1.0,2.0,1.0,2.61,-43.0,35.63,-110.2,47.98,-99.21,26.02,150.64,-5.75,7.01,4.9,2.97,-0.54,17.69,46.79,1.0
1.0,2.0,1.0,2.0,6.36,-86.9,31.31,15.93,-44.07,-12.81,-22.91,27.94,-1.37,1.09,19.89,-73.86,-0.91,133.72,20.8,0.0
2.0,1.0,2.0,2.0,-1.6,52.6,-2.55,0.79,-33.54,117.49,-94.25,-98.48,5.83,-10.21,-9.39,5.56,14.48,-54.36,1.24,0.0
2.0,1.0,1.0,2.0,-5.67,-45.54,-1.87,-20.34,-22.28,-79.95,12.88,19.19,-3.19,27.48,5.82,66.76,-11.17,35.91,28.02,1.0
2.0,2.0,1.0,1.0,-12.17,3.52,48.35,-17.25,11.42,-94.28,47.25,-195.58,25.99,-54.0,12.82,32.44,9.69,29.32,176.18,1.0
1.0,1.0,1.0,2.0,3.04,-138.1,-20.19,-28.49,15.64,13.68,18.75,198.92,-13.02,-10.97,-20.07,87.66,-1.2,104.52,-84.31,1.0
2.0,1.0,1.0,3.0,-7.89,-30.68,31.92,-98.76,-138.44,31.57,-90.43,154.75,19.99,-18.61,-9.15,-50.63,-10.24,101.79,-231.85,0.0
1.0,2.0,1.0,1.0,9.42,115.5,33.36,35.32,-44.06,71.19,-89.53,-70.1,-18.47,-46.17,-10.35,-172.18,-14.85,-48.33,-255.99,0.0
1.0,2.0,2.0,2.0,-12.54,34.55,42.93,-25.08,-36.0,-92.66,-44.5,-1.86,8.46,-23.51,-17.31,-125.71,-5.21,-0.16,20.01,0.0
3.0,1.0,2.0,1.0,-1.9,43.06,-41.47,41.2,-76.89,-25.42,126.63,-184.24,3.21,-9.44,-4.36,90.59,-0.4,-150.4,192.45,0.0
1.0,1.0,1.0,2.0,11.85,-87.45,-9.99,-82.79,49.07,4.91,60.22,114.68,11.61,-51.81,-16.36,84.56,16.33,230.74,-198.68,1.0
1.0,0.0,1.0,2.0,-6.14,-57.96,-20.09,-47.67,31.09,57.43,46.45,19.08,12.22,-14.42,20.95,65.94,7.89,64.94,-25.65,1.0
1.0,1.0,2.0,1.0,11.61,73.42,10.29,5.44,4.39,-110.73,2.09,-79.02,-15.35,1.51,-8.82,-109.13,23.28,-59.62,-22.98,0.0
1.0,1.0,2.0,2.0,-7.59,-11.37,16.93,12.24,2.95,17.14,154.34,34.45,-42.86,86.68,-18.61,-65.57,8.87,36.19,-13.47,0.0
1.0,2.0,2.0,2.0,-12.69,-5.58,-17.04,-15.29,30.38,-59.32,78.01,-62.35,-18.24,-4.33,-27.46,-20.06,-1.4,-15.92,99.98,0.0
2.0,2.0,2.0,1.0,-6.25,171.8,26.92,-43.59,-60.62,-65.63,75.63,-156.71,-16.26,-11.16,-13.56,-88.58,36.01,-48.54,-213.66,0.0
1.0,1.0,1.0,1.0,5.7,1.66,7.91,1.48,-40.39,-39.02,186.25,-5.41,-13.92,8.13,4.64,-13.65,8.68,76.07,-12.76,0.0
1.0,2.0,2.0,0.0,6.21,-16.69,-4.36,65.64,99.52,12.8,5.78,49.63,-19.73,-8.45,48.32,-13.66,-12.92,37.7,132.46,1.0
1.0,2.0,2.0,2.0,-10.78,-22.22,-4.35,-62.81,7.64,-142.61,0.88,77.86,19.5,17.33,30.3,7.06,4.34,72.46,-103.61,1.0
1.0,2.0,2.0,1.0,-5.18,14.9,-3.54,-59.23,83.79,31.23,96.21,-93.87,2.92,-34.55,4.71,67.76,-25.09,31.37,74.66,1.0
2.0,2.0,2.0,2.0,3.6,22.6,6.59,15.14,37.01,82.39,-92.8,-131.31,-2.41,-12.18,-18.3,14.24,-2.59,125.96,-17.86,1.0
2.0,1.0,2.0,3.0,11.05,-10.21,2.5,-34.72,-101.91,60.9,-30.29,98.26,7.33,-49.56,-12.23,-77.54,5.43,47.5,-62.55,1.0
1.0,1.0,1.0,1.0,-8.29,76.75,-16.09,4.58,3.51,25.37,2.8,-198.54,13.23,10.53,18.35,-13.49,13.63,-121.48,21.48,0.0
2.0,1.0,2.0,1.0,2.46,150.75,31.07,48.25,-79.95,94.29,-95.33,-103.09,16.95,0.57,18.43,-101.46,4.62,-142.27,-118.26,0.0
2.0,1.0,1.0,1.0,0.86,23.38,18.26,-68.77,-81.32,-8.88,-13.48,-77.23,-20.98,37.02,28.39,25.9,-11.03,-25.25,158.23,1.0
1.0,2.0,2.0,0.0,0.16,14.8,-24.45,79.23,-12.26,-40.15,-70.55,-60.24,4.7,-29.81,10.13,-74.35,-9.16,4.75,118.96,1.0
2.0,1.0,1.0,2.0,-3.98,-30.53,19.3,-63.01,-107.19,-144.68,110.87,157.09,-9.82,15.8,-0.27,21.1,-32.86,76.5,-83.85,0.0
1.0,1.0,1.0,2.0,0.25,57.47,15.81,15.99,-79.35,-168.49,12.12,-71.54,4.5,-44.02,15.52,-129.44,11.95,-32.05,-54.89,0.0
2.0,0.0,2.0,1.0,5.77,48.66,19.87,-32.67,-76.02,34.3,-68.82,-61.4,-19.44,-43.94,7.8,-34.4,16.92,92.57,34.65,0.0
1.0,2.0,1.0,1.0,2.36,-49.88,18.76,17.68,83.14,118.29,-21.47,-8.12,-3.13,20.16,19.54,56.12,-13.52,59.64,70.54,1.0
1.0,2.0,1.0,2.0,-9.45,-138.87,27.05,15.6,-90.07,-262.31,38.05,111.17,12.44,61.4,-5.46,-26.16,-15.32,214.08,-42.35,0.0
2.0,1.0,2.0,1.0,4.51,79.5,21.92,43.02,-61.52,24.58,91.55,-22.99,10.01,-10.15,44.68,-75.13,6.67,-40.75,-115.66,0.0
0.0,1.0,1.0,1.0,2.23,-48.29,3.53,50.98,37.6,-39.94,22.93,-22.3,23.12,-64.78,-4.71,-26.58,-2.13,111.7,-13.91,0.0
2.0,2.0,1.0,1.0,-9.17,-160.45,-18.97,-61.1,0.73,-12.04,-24.07,170.91,-38.36,10.97,-15.73,216.27,6.33,222.71,24.53,0.0
2.0,1.0,1.0,1.0,3.15,-9.77,-7.25,-52.01,-15.57,-101.57,-14.91,-2.08,9.38,-7.72,-2.35,59.92,2.74,-16.44,101.67,1.0
1.0,1.0,1.0,0.0,11.32,5.71,-9.41,76.81,79.39,-35.38,63.63,-138.96,-25.48,4.41,-3.78,14.77,9.81,17.3,114.06,1.0
0.0,1.0,2.0,2.0,0.4,50.95,34.58,-55.27,60.57,51.66,-0.03,-36.03,27.2,-3.03,-46.37,-184.12,-25.72,83.44,-158.17,0.0
2.0,2.0,1.0,2.0,5.01,-117.22,-38.79,8.78,-11.86,-42.78,-59.83,157.77,10.91,-17.19,-11.25,127.1,-9.59,90.55,-97.57,1.0
2.0,1.0,1.0,2.0,-10.69,-89.71,-2.99,98.53,-87.89,33.82,-3.99,106.4,19.57,-2.71,3.68,7.43,4.59,-65.46,123.83,0.0
1.0,2.0,2.0,2.0,3.25,45.09,50.53,8.46,-7.11,72.34,-80.64,77.78,-3.6,54.35,2.32,-165.81,4.38,74.85,-233.16,0.0
2.0,2.0,2.0,2.0,-5.95,-31.07,-29.38,68.33,18.04,-18.21,-38.6,39.01,-1.28,29.56,-14.5,49.91,1.94,-26.07,-50.43,1.0
0.0,1.0,1.0,2.0,0.77,-2.17,-19.75,-45.76,63.1,44.65,-95.36,-85.97,-19.1,-16.5,28.96,-36.4,-19.39,-4.01,-41.81,0.0
2.0,1.0,2.0,2.0,16.25,-37.81,-26.46,26.16,104.21,116.59,98.25,61.15,17.46,2.99,-12.73,98.24,-16.05,52.79,-148.55,1.0
1.0,1.0,1.0,1.0,5.45,-43.58,-23.11,-74.28,60.76,126.4,-112.58,35.84,-26.14,36.07,12.8,83.9,-3.46,110.87,-115.46,1.0
2.0,0.0,2.0,2.0,12.46,17.35,-3.82,4.58,-87.95,138.38,15.45,-86.99,-6.75,-29.92,-42.76,44.39,-6.68,18.73,130.0,0.0
2.0,1.0,2.0,1.0,14.28,64.38,-5.55,23.81,-25.15,-111.9,-309.65,-89.58,-22.98,23.01,7.94,-44.96,21.77,-40.93,33.37,0.0
1.0,2.0,1.0,2.0,-3.25,-25.11,-15.55,11.99,-63.18,-22.89,-59.7,-18.57,15.47,-16.2,-2.7,-2.77,-7.37,15.35,-78.11,0.0
0.0,1.0,2.0,2.0,-12.95,65.16,-1.15,-65.95,105.12,52.99,29.06,-105.12,13.4,-36.56,-20.14,-99.23,-2.41,26.59,-140.08,0.0
1.0,2.0,1.0,1.0,-4.01,-67.46,-10.15,-28.11,4.53,-3.0,0.13,39.73,-13.23,-26.19,-24.46,80.52,-1.07,127.42,-13.39,0.0
2.0,2.0,2.0,1.0,4.39,40.16,15.69,52.3,-119.05,156.64,-4.57,13.02,-12.99,-9.72,-10.67,-95.61,-3.1,31.51,-36.95,0.0
2.0,2.0,2.0,1.0,6.98,56.14,-13.81,0.18,-68.22,42.36,-33.49,-121.6,24.54,7.76,-4.41,-38.0,20.94,-38.57,117.87,0.0
2.0,1.0,2.0,2.0,-1.09,49.12,48.16,57.65,-83.11,-101.44,-14.16,122.89,-17.1,-9.31,-33.42,-175.47,-2.73,14.66,-187.24,0.0
1.0,1.0,2.0,1.0,6.08,-24.22,13.27,107.5,36.92,-163.49,6.82,43.74,9.08,-56.2,25.21,-81.5,16.67,26.26,60.45,1.0
1.0,2.0,1.0,2.0,13.8,-91.42,-7.18,-39.54,44.86,-41.41,-24.21,235.58,11.48,27.31,-9.42,61.48,-1.41,-65.1,-81.56,0.0
0.0,0.0,2.0,2.0,7.67,2.0,-19.71,87.41,44.06,62.48,-88.31,15.47,3.42,-40.44,-19.88,-137.24,9.39,-264.2,60.16,0.0
2.0,3.0,2.0,2.0,-7.13,4.78,-0.61,-36.75,-39.44,12.33,-58.41,54.42,0.51,39.03,-1.79,5.12,-31.63,10.34,-30.95,1.0
1.0,1.0,2.0,1.0,-8.39,57.52,44.24,-61.39,19.02,49.04,-43.2,191.72,-8.28,-1.09,-26.22,-65.69,8.66,-66.6,-74.3,0.0
1.0,1.0,2.0,1.0,8.45,-25.65,16.32,-8.26,54.08,20.28,-11.63,130.23,7.07,3.24,11.56,10.94,12.88,4.14,27.81,0.0
1.0,2.0,1.0,2.0,13.14,-20.87,13.25,-5.21,81.03,9.87,31.42,-20.67,14.57,-7.63,16.33,35.06,24.47,53.07,-78.56,1.0
2.0,0.0,2.0,2.0,-2.84,-7.72,11.98,37.77,-43.13,-124.74,150.49,137.06,16.49,-9.71,7.83,-78.07,18.35,-18.68,-171.29,1.0
1.0,1.0,2.0,2.0,-3.13,-24.82,3.84,-22.28,-37.45,-136.95,-106.93,-14.45,-18.77,56.91,16.96,-21.12,4.26,49.69,38.53,0.0
1.0,1.0,2.0,2.0,-1.97,9.0,-13.23,-36.62,74.9,121.55,57.04,-73.21,-10.48,-29.67,5.85,18.47,-14.81,56.35,-75.14,0.0
