cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,target
1.0,1.0,1.0,-4.57,22.48,43.52,-181.32,-158.51,-32.99,-96.26,233.54,120.63,76.94,-9.46,43.82,-99.33,-31.04,-2.56,52.68,-67.84,3.89,1.0
1.0,1.0,1.0,8.8,-141.02,-17.25,-159.08,-65.56,-17.75,31.76,-120.95,-248.67,-13.31,-17.54,24.12,-44.27,23.64,-44.98,-37.39,-32.06,-13.99,1.0
1.0,1.0,1.0,-7.21,59.01,66.88,-24.13,-11.42,35.92,20.16,297.95,122.26,-21.01,11.97,71.83,-4.99,45.92,11.43,-49.15,-9.49,12.48,1.0
0.0,0.0,1.0,-8.97,36.32,64.6,-51.51,44.88,85.81,-22.57,-42.84,0.48,30.39,-0.46,68.85,-202.36,-9.4,-8.58,73.62,-71.97,-8.78,0.0
1.0,0.0,0.0,41.78,150.71,109.19,-32.24,90.61,9.22,3.56,-325.6,-378.7,62.59,22.16,-143.8,53.18,64.15,20.71,33.55,-9.78,-0.57,0.0
1.0,1.0,0.0,-4.89,-50.92,-190.36,-111.39,-153.98,8.31,-44.38,-170.13,-311.9,-51.61,29.73,67.96,-30.75,96.41,-10.42,-36.66,-47.58,-34.91,1.0
1.0,1.0,1.0,42.29,62.08,172.69,-11.63,89.29,11.21,11.77,-69.81,-114.41,-26.57,-29.27,89.65,35.78,-10.29,39.15,16.12,-8.82,-30.61,0.0
1.0,1.0,1.0,4.6,-175.68,-146.56,-10.13,-61.85,-17.47,-31.54,-186.18,-133.81,-68.16,27.92,-18.69,-89.77,3.42,-18.07,-84.2,55.64,-4.56,1.0
0.0,1.0,2.0,7.29,100.66,-9.29,121.78,175.89,27.81,-43.01,165.92,-226.21,44.49,26.79,28.91,-39.48,37.2,-44.77,107.24,-9.64,10.87,0.0
1.0,1.0,0.0,-3.19,18.25,43.9,51.14,19.92,-45.16,22.89,194.62,156.94,-9.54,40.68,35.15,-7.38,-79.23,18.43,-37.08,-29.78,-24.38,1.0
2.0,0.0,1.0,-25.2,-159.44,160.19,150.6,69.55,77.76,13.22,38.29,676.98,105.74,-46.98,0.24,161.71,38.25,-4.05,-23.57,-4.29,16.55,0.0
2.0,1.0,1.0,10.94,-146.86,-77.02,-247.15,-255.0,-8.93,-12.23,-7.65,-124.0,87.63,74.99,109.76,-165.56,-43.51,-16.43,112.71,-9.17,4.67,1.0
0.0,0.0,1.0,-6.63,36.38,49.75,-104.09,3.98,-159.96,24.83,-64.5,-49.12,-41.53,97.93,15.14,-31.3,46.06,-10.73,-54.59,26.73,30.26,0.0
1.0,1.0,1.0,-7.98,18.18,130.53,53.82,78.38,11.72,23.76,94.16,195.03,-92.2,28.95,-135.41,12.27,-8.82,12.89,16.56,-54.58,-3.2,1.0
1.0,1.0,0.0,11.34,-105.53,-40.16,-50.26,-37.63,-74.62,-1.3,-81.51,-135.44,-4.83,37.61,-120.41,-14.65,50.04,-5.3,-26.0,9.62,-14.5,1.0
1.0,1.0,1.0,2.99,-117.5,1.77,30.05,78.19,76.32,5.26,-205.91,-83.11,-8.11,-56.54,35.14,-34.94,9.21,30.3,-120.96,10.8,18.65,1.0
1.0,1.0,1.0,11.08,155.78,124.7,-74.36,-19.7,-19.69,19.77,10.41,-49.66,11.81,-40.23,19.49,-105.88,3.35,-20.12,24.13,-35.86,22.7,1.0
1.0,1.0,1.0,-16.02,150.51,-456.65,31.09,-248.52,-10.36,-3.1,28.64,-453.7,20.65,20.62,-35.55,28.79,76.5,20.88,43.14,-22.89,-1.99,1.0
1.0,0.0,1.0,11.92,181.55,180.12,-75.21,15.74,13.95,17.56,-61.21,52.39,0.8,68.79,-19.87,-8.32,43.93,24.58,-52.52,25.05,23.32,0.0
1.0,1.0,2.0,4.6,-73.07,-51.1,-97.4,-95.5,-15.26,7.9,-97.3,-134.34,18.34,25.95,17.58,35.72,-0.66,19.59,-23.69,71.49,-12.94,1.0
1.0,1.0,1.0,-1.96,-81.76,96.86,93.42,104.58,126.94,30.32,215.29,245.58,28.05,4.95,55.99,78.75,-75.78,25.52,67.88,36.71,-10.78,0.0
0.0,1.0,0.0,0.15,174.94,-126.79,-59.7,8.93,-16.23,3.21,71.19,-475.04,-16.49,51.29,7.14,-35.76,27.6,2.82,3.77,123.84,-13.15,0.0
1.0,0.0,1.0,-15.7,80.37,25.01,-70.14,-82.18,-12.18,-40.76,80.53,174.0,-52.22,-18.76,95.23,-37.77,44.91,-13.18,-40.45,-53.9,9.07,1.0
1.0,1.0,1.0,-9.34,75.16,197.88,28.79,149.33,-73.56,-25.34,255.64,189.98,35.48,-21.1,13.27,-147.99,35.34,13.6,-146.84,-60.18,1.83,0.0
1.0,0.0,1.0,8.03,225.22,120.17,-79.84,30.4,31.22,19.44,-165.47,-150.48,-2.32,21.81,-11.33,-170.37,-71.46,-29.35,69.56,-16.34,-7.86,0.0
1.0,1.0,1.0,2.69,-3.59,-168.84,-78.06,-228.26,-2.01,-32.63,176.71,-99.47,47.62,75.19,-56.05,-144.57,-59.85,-19.83,-12.15,3.06,-2.65,1.0
1.0,1.0,1.0,18.29,-202.78,88.92,-116.57,77.89,-28.22,-24.15,-224.53,-217.52,-116.29,41.65,-88.61,-0.85,24.53,-14.46,88.66,119.1,8.1,1.0
1.0,2.0,2.0,-13.41,138.43,-343.3,-23.33,-242.7,-9.58,-21.4,161.03,-358.45,-10.74,19.7,58.6,-94.08,-10.75,-22.0,4.09,-21.21,-1.96,1.0
1.0,1.0,1.0,3.36,43.12,44.27,108.01,125.2,60.23,2.42,40.37,5.72,11.99,2.19,11.39,-36.63,-35.39,16.35,47.3,31.57,6.74,0.0
1.0,0.0,1.0,9.78,240.19,42.98,-20.32,13.92,90.02,34.66,-301.79,-211.92,-91.27,-5.92,4.98,-15.98,-42.99,-19.38,34.31,13.2,18.84,0.0
1.0,0.0,1.0,4.35,133.3,27.23,-41.11,44.53,38.13,37.88,-259.88,-246.87,-92.24,27.3,-28.1,-70.21,-54.87,-4.12,22.92,42.79,-7.95,0.0
1.0,0.0,0.0,3.49,92.68,60.4,-90.36,-13.14,84.7,-20.61,-65.71,-71.6,57.85,45.98,-55.76,20.99,123.79,3.04,125.16,6.62,6.63,0.0
1.0,1.0,1.0,-9.3,-59.34,163.17,-48.99,14.63,-74.9,-9.56,244.99,301.53,17.81,-35.83,-25.63,-51.77,-20.56,0.82,-97.86,-19.19,14.09,1.0
1.0,2.0,1.0,26.74,23.97,124.46,-48.01,86.11,-63.95,11.36,62.51,-252.5,12.67,32.08,-55.17,12.2,35.59,1.29,1.35,-0.22,15.58,1.0
1.0,1.0,0.0,11.72,11.02,-40.24,-113.11,-136.03,-5.87,5.82,98.95,-158.99,-104.59,-50.29,6.54,81.05,58.79,12.26,-191.4,21.92,5.19,1.0
1.0,1.0,1.0,-10.58,-21.39,-241.39,-108.27,-193.77,25.53,5.29,-86.65,-308.61,-8.39,40.42,-102.46,50.79,-1.13,-1.39,-64.57,-87.82,-16.14,1.0
0.0,0.0,1.0,4.41,45.18,126.65,-146.77,37.95,22.5,-3.58,-54.15,-99.52,-22.82,60.37,86.86,35.95,-7.4,-27.93,12.52,88.74,21.74,0.0
1.0,1.0,1.0,-5.75,39.39,129.08,-21.34,3.77,0.82,-21.08,126.46,210.63,-41.36,13.8,75.97,-1.43,44.14,63.62,-9.26,7.8,-11.53,1.0
1.0,1.0,0.0,12.05,-19.42,-11.55,-46.69,-37.21,-33.93,-18.29,3.82,-140.6,-20.97,-9.42,24.86,67.64,66.59,-37.43,25.65,-67.13,-26.57,1.0
1.0,1.0,1.0,28.36,8.39,110.71,-119.12,19.02,-78.48,-32.82,56.2,-226.0,8.88,-65.67,128.19,66.52,-66.32,8.52,-30.13,26.2,-5.73,1.0
1.0,1.0,0.0,13.76,149.78,173.63,-87.77,-21.57,-17.73,5.33,139.96,57.19,20.8,44.5,-83.35,-52.31,155.57,-8.55,-56.96,-25.42,-2.41,1.0
1.0,0.0,1.0,12.1,66.93,103.89,-74.42,29.54,-50.52,18.7,-74.66,-60.32,-24.66,-2.41,-59.72,58.0,93.19,-20.77,-46.35,-14.56,-12.1,0.0
1.0,2.0,1.0,-11.24,133.53,-227.68,-137.46,-257.03,46.57,25.88,80.02,-333.97,87.93,21.98,162.62,-123.0,-39.86,-1.34,42.0,-33.45,-7.11,1.0
1.0,0.0,0.0,12.14,2.42,58.5,-100.16,-27.84,-4.99,-17.96,16.89,-30.01,17.73,93.94,-79.23,54.66,-107.14,-38.08,-33.11,61.65,3.27,0.0
1.0,1.0,2.0,-28.61,-0.04,242.08,76.28,157.73,-45.75,-34.15,160.15,464.99,-1.67,-48.36,-65.21,57.57,26.97,21.18,11.82,-91.56,-4.42,0.0
1.0,1.0,1.0,7.81,-173.01,22.79,-46.31,36.03,28.31,-16.98,-248.97,-108.81,-15.3,36.53,-21.24,-33.17,-21.72,-13.67,-36.3,-27.42,-8.8,1.0
1.0,1.0,1.0,13.7,-81.8,82.98,-46.39,58.9,10.26,49.25,-134.72,-116.13,-128.71,-25.51,20.21,-32.48,64.41,-30.73,-18.44,-0.34,8.01,1.0
1.0,0.0,1.0,13.08,197.62,135.57,-103.4,39.81,-4.66,-54.14,-198.73,-182.43,-46.87,-87.14,-98.57,-50.46,98.43,2.45,-50.18,-5.72,11.71,0.0
1.0,1.0,1.0,7.85,-33.54,-154.14,9.63,-60.73,-43.13,8.09,-102.76,-236.52,-24.48,-32.62,-96.38,197.62,-71.03,-16.0,55.73,53.19,-1.66,1.0
1.0,1.0,1.0,10.49,-88.31,-48.97,-122.73,-104.24,-81.84,8.11,-137.7,-178.45,-55.81,-18.09,46.02,-62.21,-25.9,-2.81,20.28,-28.02,4.87,1.0
1.0,1.0,1.0,-2.19,82.49,88.98,-161.82,-85.38,77.39,38.34,154.25,-13.45,-41.39,-72.63,-57.73,43.78,-7.03,29.14,51.16,-48.06,2.95,1.0
0.0,1.0,1.0,8.31,-48.02,36.38,-87.6,16.18,36.49,17.63,-13.29,-93.75,-30.3,-20.38,9.57,-2.3,-40.1,-14.9,28.65,6.34,17.72,0.0
1.0,1.0,1.0,-5.21,51.01,96.84,-41.98,30.78,-6.76,-28.65,55.3,-1.53,-29.19,-15.44,-12.24,-72.8,-52.37,25.72,17.47,-56.17,-0.69,1.0
1.0,1.0,1.0,4.79,30.97,142.64,49.6,224.78,21.66,16.31,-116.99,-154.6,-87.86,-14.74,-18.94,-6.94,0.08,-13.93,30.06,-42.82,8.32,0.0
0.0,1.0,1.0,16.15,27.53,34.41,-69.78,125.02,67.12,30.09,-371.19,-466.9,-49.35,25.98,-100.76,26.17,43.2,-6.98,73.33,-21.85,-9.1,0.0
0.0,2.0,1.0,9.72,68.95,106.84,76.91,249.13,1.07,14.36,111.23,-233.03,144.08,-32.84,110.11,59.71,9.76,-27.0,7.58,53.12,4.11,0.0
0.0,0.0,1.0,17.64,23.2,106.39,-126.52,27.72,-27.45,-37.4,-109.91,-138.77,-62.84,-49.79,66.98,45.97,77.64,19.07,-58.91,8.89,14.41,0.0
0.0,1.0,1.0,8.25,80.47,59.45,78.57,187.71,9.69,-26.96,27.86,-209.96,82.87,36.54,46.63,66.32,18.26,11.38,106.9,102.86,-18.99,0.0
0.0,0.0,1.0,-12.01,72.85,-17.29,-28.37,-16.73,-12.14,-28.09,-113.11,0.14,75.77,-6.4,-90.03,-42.35,68.5,9.34,-55.84,80.83,27.4,0.0
1.0,1.0,1.0,19.46,11.71,-17.34,-97.98,-53.63,-48.04,-6.04,80.82,-202.64,-39.62,-22.32,17.69,44.56,-61.0,-10.76,-50.05,51.1,-7.7,1.0
1.0,0.0,1.0,-0.3,101.28,65.68,-56.96,-3.44,73.66,-7.43,-70.77,3.39,63.89,-24.25,-49.28,-66.92,78.43,-4.87,-5.44,56.38,-26.53,0.0
1.0,2.0,1.0,10.93,139.3,43.39,-56.34,43.03,53.54,-46.49,8.96,-341.64,26.06,12.04,-81.94,0.87,-13.69,13.61,36.52,-96.15,-20.13,1.0
0.0,2.0,1.0,22.2,-14.54,-99.61,-258.71,-17.35,44.91,16.11,81.14,-838.22,-55.64,92.62,-18.07,-41.62,47.71,-3.2,-82.32,138.56,3.06,1.0
1.0,0.0,2.0,9.55,-210.59,-46.08,11.17,-2.17,10.62,-21.09,-328.4,11.21,77.52,-11.26,62.96,53.65,-64.05,28.24,105.68,36.08,4.28,1.0
1.0,1.0,1.0,11.23,-188.48,-38.97,-95.4,-1.21,9.93,-21.09,-77.6,-261.31,-22.84,-84.75,48.79,69.34,-47.81,-14.79,-22.97,64.26,-12.17,1.0
1.0,0.0,1.0,-8.56,198.78,-44.3,130.85,-62.74,26.69,-1.61,-3.51,181.77,-26.9,22.52,-79.13,-38.16,75.22,-32.19,29.73,-18.05,4.73,0.0
1.0,1.0,2.0,-6.12,23.71,24.17,-24.89,60.92,69.94,9.45,-262.92,-151.78,-0.43,-8.54,-65.43,-158.9,30.35,-39.38,21.83,119.19,-14.02,0.0
0.0,0.0,1.0,18.77,-20.99,131.41,-110.04,-70.65,-24.91,-37.69,196.74,253.16,69.98,-10.85,-232.06,-62.5,-38.39,-38.06,-20.95,-110.23,-5.02,0.0
1.0,1.0,1.0,23.23,-96.82,64.17,-25.38,98.33,-15.27,16.72,-105.59,-211.55,35.66,4.55,21.25,-101.69,53.13,17.95,-72.83,48.79,-6.92,1.0
1.0,0.0,1.0,16.65,50.53,-37.75,15.43,10.56,-31.78,36.24,-209.72,-209.04,-9.51,-35.89,28.53,28.15,-46.26,36.78,12.42,9.13,3.1,0.0
1.0,1.0,1.0,19.46,75.89,-80.47,-191.66,-117.95,76.48,27.07,12.47,-447.13,-0.46,-17.5,204.89,79.35,-27.34,-17.82,-11.6,-17.15,13.08,1.0
1.0,0.0,1.0,3.58,342.94,-7.99,-115.0,-194.07,-14.57,-22.03,-41.39,-75.11,-5.49,36.24,140.43,32.51,-2.34,-16.99,29.48,76.93,3.87,0.0
1.0,0.0,2.0,5.32,232.23,73.65,-93.64,16.88,-97.8,-51.69,-260.94,-256.55,10.96,-1.36,-59.62,-46.4,10.0,25.41,-10.7,-62.39,6.66,0.0
1.0,0.0,1.0,6.27,51.71,76.31,-5.68,37.41,-34.66,8.75,-46.92,30.43,-104.01,-73.34,-57.57,103.64,85.34,31.6,-9.86,29.77,13.48,0.0
0.0,0.0,1.0,-3.51,-55.48,176.18,-26.78,94.26,67.18,11.99,156.12,268.62,34.72,-59.5,-34.85,26.66,-35.5,27.12,-1.0,118.74,-25.41,0.0
2.0,0.0,1.0,-11.0,-136.63,151.7,187.91,106.5,-91.33,-24.71,38.26,577.22,25.36,-78.66,-79.0,-26.9,-34.52,-6.93,41.62,-32.45,24.74,0.0
1.0,1.0,1.0,11.97,12.8,114.64,-10.68,59.78,9.0,-9.42,135.49,-12.34,25.89,6.41,48.0,106.53,-9.42,-39.41,59.15,43.22,-0.25,1.0
0.0,0.0,1.0,2.57,-31.85,60.21,-99.67,10.01,-54.52,15.76,-43.64,-19.05,113.39,9.15,16.09,84.37,100.14,-19.69,-142.85,-30.34,-13.04,0.0
1.0,1.0,1.0,-12.04,32.18,91.66,86.65,115.74,31.0,-19.38,26.0,144.91,155.87,-29.48,11.46,-14.38,-60.76,17.67,-116.8,-1.53,20.25,0.0
1.0,1.0,1.0,-8.53,28.06,-31.05,77.8,84.16,53.46,-73.09,-10.12,-68.14,-15.06,-18.01,-36.13,54.63,-94.26,-5.57,60.35,7.29,-10.62,0.0
0.0,1.0,1.0,2.0,0.61,158.85,-17.41,283.13,-18.08,-43.83,-226.39,-312.38,40.68,-60.4,86.48,46.63,-41.89,0.73,10.61,33.82,6.15,0.0
2.0,1.0,1.0,4.76,200.94,250.4,127.67,151.84,-29.5,-40.48,137.79,213.07,5.07,-14.08,-17.61,-57.49,36.72,-52.17,8.26,-1.92,-8.54,1.0
0.0,1.0,1.0,-5.27,174.88,59.19,-88.38,90.52,-102.94,-39.47,-13.85,-313.43,-24.84,-18.29,38.83,9.97,-21.1,12.02,41.58,19.67,-3.33,0.0
0.0,1.0,1.0,8.25,33.11,28.49,-58.16,194.67,-41.55,0.98,-497.44,-568.51,-36.45,-27.34,-25.49,-121.56,-62.09,25.85,55.15,-68.59,4.31,0.0
1.0,1.0,1.0,-9.22,84.95,119.1,46.83,171.95,-57.85,25.17,-61.2,-49.51,22.87,1.28,60.41,-96.6,-71.4,12.9,-15.15,71.43,-8.6,0.0
1.0,1.0,1.0,22.34,59.71,69.19,27.59,95.69,20.7,-37.94,-152.72,-177.38,-25.29,33.76,82.05,28.6,-47.85,11.78,-20.91,22.9,-1.51,0.0
1.0,0.0,2.0,16.44,-101.2,-17.91,-47.46,-123.37,3.91,-21.78,122.29,176.57,-9.61,79.49,31.24,177.23,-103.65,-8.54,-7.36,-50.47,11.52,0.0
1.0,1.0,1.0,-9.68,101.6,61.92,-81.34,71.74,21.07,54.34,-239.29,-229.71,9.51,-80.32,-64.82,-89.59,56.86,-9.89,37.04,68.88,-34.81,1.0
0.0,0.0,1.0,14.61,69.1,92.96,-145.7,0.91,-100.09,8.37,-182.68,-157.04,-55.52,-38.98,-49.85,49.21,-34.57,-42.97,53.43,-15.02,3.04,0.0
0.0,1.0,1.0,8.42,91.54,127.73,75.37,265.17,-24.87,-3.37,1.18,-248.26,-36.81,64.26,6.04,13.63,3.35,-38.83,-37.01,35.82,-8.59,0.0
0.0,0.0,1.0,-10.09,114.13,35.38,-111.36,9.39,77.34,11.41,-234.14,-151.96,73.71,72.6,-44.48,-22.86,12.41,-65.32,52.99,-24.69,-7.21,0.0
1.0,0.0,1.0,3.08,72.55,-15.58,-101.87,-24.92,-75.33,-41.33,-205.32,-242.34,-51.8,12.4,192.7,-66.77,28.22,35.57,-11.77,-74.32,-0.66,0.0
1.0,1.0,1.0,-5.58,62.9,206.13,57.39,210.85,13.98,2.4,55.51,86.0,41.5,28.94,-102.61,175.17,-19.65,-5.87,-53.95,-126.71,8.26,0.0
1.0,1.0,2.0,-3.69,-14.48,-72.28,53.53,7.35,45.8,44.53,2.25,-33.74,-41.18,-102.35,-88.11,29.58,99.01,-12.44,-50.83,-31.04,14.03,0.0
1.0,2.0,1.0,6.96,-33.5,126.25,69.99,163.72,-124.05,37.86,51.05,-20.17,81.38,-48.97,-79.92,-74.89,-66.13,28.71,-82.78,106.36,6.53,1.0
1.0,1.0,1.0,-6.54,142.0,124.65,28.6,-30.98,15.84,-9.66,249.53,333.25,24.52,64.01,44.64,-65.04,-15.54,0.76,-29.24,-12.34,15.22,1.0
1.0,1.0,1.0,5.34,-61.73,2.15,-86.45,-27.39,-54.02,36.06,-134.95,-174.71,41.54,0.88,-102.75,76.64,-51.05,10.6,72.27,-24.88,-12.21,1.0
1.0,1.0,1.0,3.31,74.03,-13.05,49.58,-5.47,69.34,48.71,-24.48,2.45,27.41,11.8,-18.12,-271.1,26.17,20.62,-36.92,-69.5,15.18,0.0
1.0,1.0,2.0,9.98,-125.67,-57.32,-69.49,-5.24,20.93,-1.99,-213.36,-259.5,-27.68,-104.68,37.85,72.68,78.42,-22.8,246.63,-41.47,7.02,1.0
1.0,1.0,1.0,-21.79,-14.71,230.0,82.63,156.5,-24.51,31.8,58.47,412.22,52.31,-62.62,29.21,28.24,-49.05,48.12,-9.35,18.28,-1.42,0.0
1.0,1.0,0.0,10.89,-19.99,-97.4,-138.94,-143.86,-5.4,-36.44,10.14,-280.66,-41.93,-43.57,-79.78,22.36,6.4,35.55,-54.36,-40.3,2.13,1.0
1.0,1.0,1.0,34.52,-58.64,111.32,76.63,144.3,111.0,-24.31,-51.29,-70.35,-123.34,22.46,-92.09,242.55,-17.98,-4.75,71.03,8.26,15.25,1.0
0.0,0.0,1.0,11.21,68.14,126.42,-154.91,63.64,48.34,54.17,-173.49,-246.99,-78.55,6.55,66.42,46.41,101.19,-32.62,-106.89,33.29,21.62,0.0
1.0,0.0,1.0,4.39,103.45,7.9,-90.87,-58.75,-69.86,31.24,-132.82,-110.65,74.73,23.1,64.79,114.64,52.68,41.54,48.09,-77.7,24.3,0.0
0.0,1.0,1.0,11.07,-59.41,-80.82,-153.48,-41.3,-56.98,36.69,46.52,-407.09,-5.56,-37.53,40.02,93.77,65.81,-16.49,-97.51,91.9,-5.56,1.0
0.0,1.0,1.0,1.36,116.81,142.64,113.46,240.5,43.97,-1.58,100.43,-58.67,-41.7,-60.43,-23.71,32.48,-50.12,8.54,-15.33,-10.21,-15.3,0.0
1.0,0.0,1.0,24.67,127.38,62.71,-105.06,-41.75,20.14,-0.96,-176.26,-182.53,-36.28,40.31,-98.43,82.82,69.5,38.15,130.08,-44.76,9.89,0.0
1.0,1.0,1.0,1.39,-120.55,131.4,-43.37,73.8,96.82,-79.08,136.24,86.8,-37.78,-48.08,-104.09,136.02,-14.97,4.63,18.35,75.09,-9.38,1.0
1.0,1.0,1.0,-3.8,23.44,128.59,90.9,146.46,-52.4,-65.43,64.59,146.41,15.33,14.01,42.99,122.99,-64.96,-10.3,-39.87,-2.34,10.37,0.0
1.0,1.0,0.0,5.54,44.54,29.26,-56.25,-0.11,31.22,8.29,-30.74,-85.77,-53.37,34.4,51.12,-160.19,-1.45,11.07,33.01,44.46,13.39,0.0
2.0,1.0,1.0,12.1,169.47,290.17,50.49,111.72,30.71,-69.72,177.02,229.48,136.16,-1.86,59.9,53.98,-80.18,-7.57,196.18,110.24,17.81,1.0
0.0,0.0,2.0,18.38,90.05,-199.83,-244.21,-250.17,54.23,28.88,-15.81,-468.22,-1.08,4.67,114.17,53.26,0.2,2.82,61.23,-66.43,-10.34,1.0
1.0,1.0,1.0,1.28,25.48,-115.71,-118.6,-92.22,26.39,-52.07,-214.68,-312.56,-95.66,-6.24,-39.92,-52.78,4.06,-15.78,-84.73,48.41,4.03,0.0
1.0,1.0,2.0,12.26,91.74,54.99,96.64,106.84,48.83,4.11,36.85,-108.99,91.11,11.63,117.78,102.75,-82.9,9.15,93.5,7.3,-7.38,1.0
0.0,2.0,1.0,24.34,9.95,-67.39,-109.89,-7.31,-40.87,29.24,54.05,-503.48,-3.94,-48.01,37.06,119.41,7.48,-16.34,26.23,-27.63,-22.93,1.0
0.0,1.0,1.0,20.25,55.18,-168.25,-258.0,-146.83,16.26,-24.25,55.75,-669.23,-8.16,-39.05,-4.56,-58.04,63.84,-16.43,-27.2,173.66,16.76,1.0
1.0,1.0,0.0,4.05,30.19,172.51,-58.36,148.61,-7.34,50.46,31.42,-101.93,-12.23,34.82,2.18,9.96,-20.76,42.02,6.83,43.96,7.47,0.0
0.0,1.0,1.0,8.24,179.11,71.0,-119.11,103.75,-18.91,5.59,-450.73,-496.91,11.6,81.61,45.66,-39.55,41.65,23.01,48.51,-49.92,2.84,0.0
1.0,1.0,0.0,30.63,124.83,113.44,11.65,48.61,-10.43,-4.76,-76.9,-137.25,-17.61,-17.55,-95.52,-15.28,-68.81,1.23,-81.12,82.04,8.69,1.0
1.0,1.0,1.0,-29.44,132.13,-16.6,78.78,34.65,-97.4,21.44,90.78,116.57,56.75,9.66,4.52,-34.54,-85.3,-20.51,32.56,23.76,-6.7,0.0
0.0,1.0,1.0,-4.73,111.73,128.79,-3.52,145.7,25.3,-58.64,280.38,-44.86,-70.43,-69.25,-95.13,-7.1,-62.62,-9.53,30.69,5.21,11.41,0.0
1.0,1.0,1.0,-5.69,2.35,-12.19,69.84,77.18,82.09,22.14,-58.9,-38.23,42.36,-31.61,-56.64,78.29,-28.04,0.55,31.96,36.2,5.46,0.0
1.0,1.0,1.0,8.48,-185.94,-25.44,-118.84,-56.85,55.59,53.33,-272.35,-128.08,-61.13,8.08,-146.11,108.31,-16.98,6.62,-75.86,54.39,20.01,1.0
0.0,1.0,0.0,8.05,122.8,50.38,115.43,235.7,2.39,-11.47,-113.54,-304.59,78.89,-16.82,-146.73,156.35,29.07,37.25,57.33,15.88,29.38,0.0
1.0,1.0,0.0,2.38,30.18,-115.89,-39.0,-106.79,-119.79,32.91,-48.47,-193.07,69.21,-15.08,31.55,75.59,-92.71,-4.32,71.23,11.36,2.27,1.0
1.0,1.0,1.0,-11.3,34.88,242.33,78.69,221.9,116.29,-1.5,104.17,217.42,-7.89,44.84,-92.45,49.3,-96.69,-31.66,115.57,-67.78,7.87,0.0
0.0,1.0,1.0,-6.03,29.44,52.58,233.66,245.71,-25.89,9.08,139.92,58.74,-137.54,-24.08,-88.99,-15.09,-43.61,-30.95,-1.6,-32.92,13.18,0.0
1.0,1.0,1.0,8.32,-202.02,-54.85,-131.35,-64.1,11.75,-31.75,-189.72,-188.85,69.58,-46.11,72.09,-176.38,-43.35,24.79,-36.7,-15.62,-10.65,1.0
1.0,1.0,2.0,0.81,111.25,67.9,-77.95,-43.02,85.6,-76.54,291.68,6.58,-74.13,21.01,22.18,19.06,128.48,13.03,83.67,20.92,12.64,1.0
1.0,1.0,0.0,21.52,171.52,113.9,2.49,133.24,-35.55,-4.28,-281.63,-321.62,5.08,27.73,-56.48,26.5,-86.63,-31.97,158.22,125.17,9.57,0.0
0.0,0.0,1.0,1.76,30.85,81.24,-140.43,-34.98,-35.2,-1.15,11.52,11.36,63.25,-50.02,113.31,103.54,76.41,-53.3,22.66,56.37,-15.58,0.0
0.0,1.0,1.0,30.82,153.44,-168.82,-300.03,-163.55,8.41,-3.59,-201.71,-897.32,-43.7,-24.34,65.64,-73.49,-48.06,-26.37,159.62,98.08,-0.55,1.0
1.0,1.0,1.0,15.08,50.51,41.37,-10.91,-6.57,-65.55,13.17,76.88,-18.41,17.7,-39.08,81.16,71.22,68.44,-7.31,105.42,57.3,-15.21,0.0
1.0,1.0,1.0,-7.02,71.22,58.71,-212.05,-142.71,42.95,-12.72,161.46,5.39,-44.22,55.69,66.51,-115.41,21.15,-24.36,146.52,42.28,-17.06,1.0
1.0,1.0,1.0,3.23,6.28,188.27,121.68,226.75,46.81,7.31,189.45,146.83,5.56,-65.04,32.61,-6.46,2.38,-9.48,72.22,32.68,11.72,0.0
1.0,1.0,1.0,4.96,94.18,245.52,51.73,95.94,48.14,-19.07,209.57,295.41,57.27,-48.03,-6.75,-156.55,20.42,12.03,95.09,-21.75,1.51,1.0
1.0,1.0,2.0,19.29,-180.31,76.28,-52.9,110.39,22.56,4.67,-148.5,-209.02,49.29,-55.3,-52.27,49.28,37.64,33.26,-46.23,91.84,-18.57,1.0
2.0,1.0,1.0,-6.83,-40.59,-50.54,-176.72,-171.11,13.33,14.34,-195.63,-128.11,136.77,-24.7,17.95,-122.53,-79.26,15.28,51.29,-75.23,-3.32,1.0
2.0,1.0,1.0,20.88,20.25,105.97,-68.39,-10.18,-23.76,-4.07,54.76,-95.37,-31.31,-6.61,62.29,38.99,60.43,-20.01,49.48,62.7,-0.71,1.0
1.0,0.0,2.0,-0.27,151.49,37.68,-123.5,-183.53,-37.55,67.77,149.43,177.17,-61.97,-4.91,-69.92,161.04,-87.91,-12.52,-3.85,-21.76,-4.44,1.0
0.0,0.0,1.0,-5.78,-19.69,138.22,-80.73,118.01,10.49,-3.3,-48.17,-10.11,-72.15,36.59,-46.86,115.28,46.56,-39.72,43.3,89.03,31.85,0.0
0.0,2.0,1.0,-20.13,262.98,39.71,2.73,142.22,-16.29,-0.35,271.02,-226.78,-64.63,-15.66,178.43,106.3,22.57,11.13,117.03,-116.3,-13.06,0.0
1.0,0.0,1.0,5.99,85.95,73.62,14.49,-15.37,13.41,-41.12,74.72,165.98,96.05,-22.69,139.37,-88.15,75.95,36.82,-11.11,71.64,23.18,0.0
