cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
3.0,2.0,2.0,21.58,-61.63,91.22,-121.73,3.3,-131.73,-16.61,21.99,27.67,155.76,-198.38,94.24,-113.67,17.87,89.15,77.27,15.64,25.88,6.03,-31.74,1.0
2.0,1.0,1.0,-23.51,-29.22,58.85,-56.89,-8.12,79.42,145.98,26.76,7.43,175.22,-78.69,121.17,-280.19,-0.59,45.38,106.48,6.81,-19.89,-83.07,32.52,1.0
3.0,2.0,1.0,12.43,-59.61,-147.75,-33.91,30.66,112.3,-60.95,-21.36,-14.13,-29.9,43.55,-27.74,113.4,-18.75,-37.55,-37.46,9.82,14.78,-177.83,-44.23,1.0
1.0,2.0,2.0,-33.19,-23.95,-51.22,-183.17,33.25,38.82,-102.54,-43.67,-55.42,30.51,20.23,10.56,412.31,-2.44,-110.03,63.07,4.21,27.17,2.27,26.78,2.0
2.0,1.0,2.0,30.1,148.73,-27.04,17.72,6.35,71.6,136.61,42.47,-41.95,101.09,-48.95,-44.44,-35.76,-1.9,56.97,56.24,31.07,-48.49,32.12,-79.27,0.0
2.0,4.0,2.0,-26.31,25.99,-22.87,-24.41,-19.99,-152.35,-122.57,86.65,-177.19,75.75,-20.05,-13.85,-346.12,-20.59,39.66,5.87,-6.66,3.24,12.27,70.74,2.0
3.0,2.0,1.0,18.49,-24.73,-118.98,-129.97,7.73,218.97,148.75,83.26,92.41,30.1,-20.37,-5.4,-168.28,5.72,37.23,55.59,18.96,11.6,90.21,25.06,0.0
2.0,2.0,2.0,-19.49,-56.53,11.3,-92.03,-27.57,2.35,98.26,7.95,-65.13,51.59,-2.21,111.27,-31.18,-5.38,96.13,-22.93,-7.82,39.21,53.96,16.09,1.0
3.0,2.0,1.0,-60.01,-58.68,58.71,-31.7,37.6,234.39,-116.27,42.04,36.03,-88.12,87.52,-32.65,112.44,16.08,-43.95,10.62,1.26,17.18,-53.55,50.0,1.0
1.0,3.0,2.0,-11.21,59.68,264.89,15.09,52.0,35.21,24.56,-77.43,-18.93,195.42,-79.11,-58.2,186.48,-15.08,-41.79,-48.73,1.32,-22.9,34.06,3.15,2.0
2.0,2.0,2.0,-20.03,-29.87,14.76,137.23,-13.53,145.29,23.47,-72.32,111.96,30.33,-7.63,14.8,-224.35,3.13,51.18,-49.55,19.74,8.39,-16.23,-79.0,0.0
1.0,2.0,2.0,4.74,-34.82,80.67,-19.49,33.31,33.28,-2.59,-7.96,41.31,167.76,-101.96,-91.63,180.51,25.49,-78.01,-54.88,20.12,-40.0,89.86,50.68,2.0
3.0,3.0,2.0,4.28,151.41,-92.38,56.13,-20.6,-243.27,-290.74,21.29,-94.83,-34.6,1.18,113.88,-145.39,-11.45,-73.92,48.81,7.07,109.22,-90.25,-10.44,2.0
3.0,3.0,1.0,13.01,-29.07,226.87,-73.94,-17.45,-207.54,92.8,-72.46,-1.95,83.33,-41.79,49.53,-180.63,-10.95,-47.94,47.29,-10.13,41.69,-41.72,78.03,1.0
2.0,2.0,2.0,-48.01,-67.08,56.09,259.5,-3.47,-238.64,-75.67,-16.22,11.26,143.37,-35.82,57.52,-197.04,4.79,-60.06,-37.71,-15.25,64.45,54.68,-106.97,2.0
0.0,4.0,2.0,20.63,56.91,-31.58,-121.62,59.96,-350.52,-112.47,10.72,45.43,355.5,-231.56,-35.23,153.37,-7.68,-43.55,-15.37,-17.54,-24.34,109.11,-18.5,2.0
3.0,1.0,3.0,9.04,-71.9,-134.78,42.37,-62.89,-224.75,136.8,-21.67,122.66,-59.82,18.06,178.59,72.12,-12.07,111.31,37.46,0.63,-48.05,1.85,-47.94,1.0
2.0,2.0,3.0,-8.84,-78.93,103.09,-17.14,-18.48,-133.68,-155.75,-27.16,-141.19,84.06,-38.83,4.76,-241.35,15.88,147.67,-51.96,4.43,-34.66,31.27,-93.74,2.0
1.0,2.0,2.0,-8.02,129.67,207.06,-45.2,-27.99,-65.63,-124.09,45.61,-5.32,75.61,-7.81,108.51,-191.37,-24.07,5.48,-9.59,-13.22,62.93,125.66,-83.45,0.0
3.0,3.0,2.0,-42.19,64.24,-118.42,82.78,-2.47,-142.46,74.55,-20.01,-65.85,130.67,-95.92,176.23,-202.17,10.42,59.64,59.01,-24.36,22.25,-31.88,-23.58,1.0
2.0,2.0,3.0,12.19,22.84,214.54,-16.26,-39.67,7.14,32.75,-32.48,-4.3,70.03,-136.23,-83.66,170.73,-0.37,37.94,15.68,-5.18,99.25,-48.49,-24.98,2.0
2.0,1.0,2.0,7.07,56.5,-95.25,93.0,47.79,-135.66,-30.93,122.54,60.56,205.18,-144.59,-58.59,-2.12,6.59,-5.67,-30.78,17.61,-8.82,-88.69,49.32,2.0
1.0,2.0,2.0,-16.83,-108.75,-88.5,50.77,-32.44,-54.34,-92.83,32.74,72.87,147.65,-77.73,-89.92,-262.87,-1.67,37.92,-36.22,29.19,40.93,117.87,-70.23,0.0
3.0,1.0,1.0,2.65,-6.46,79.56,67.22,-0.84,212.65,-171.51,-16.12,-24.75,20.14,-54.1,99.18,-469.89,-12.01,-69.69,-65.29,-11.56,-32.36,19.13,57.92,0.0
2.0,2.0,3.0,-15.8,85.82,25.95,-86.84,-28.91,-50.72,110.8,-19.38,140.3,80.1,-47.99,-21.89,-119.19,26.94,188.06,-54.03,5.59,60.35,8.06,-43.97,1.0
1.0,3.0,2.0,10.64,-51.76,97.03,-57.69,-34.59,12.58,292.93,-73.24,-19.96,283.94,-196.53,50.6,-28.49,-41.96,22.24,-14.09,-9.18,14.81,1.84,-76.46,0.0
1.0,1.0,2.0,-13.41,68.82,28.34,146.11,9.42,-48.0,-267.36,-52.48,-73.6,-93.4,138.1,81.89,361.8,14.28,-212.72,-42.39,-0.65,-23.39,4.84,43.09,2.0
1.0,2.0,1.0,13.67,143.73,-39.56,15.04,27.43,-402.93,-120.37,16.67,54.4,231.75,-49.32,1.7,-320.15,-8.4,-79.24,-17.7,9.87,65.45,-64.3,-1.48,2.0
0.0,1.0,2.0,-41.68,33.25,-182.4,105.45,58.57,54.68,-11.85,6.14,99.46,149.74,33.87,52.08,235.84,-9.25,-117.27,-37.69,-29.57,-23.7,-7.07,-8.35,2.0
3.0,4.0,1.0,-27.34,98.26,34.4,-133.67,-49.63,218.85,2.86,28.39,99.34,-67.19,109.35,-24.62,-229.57,4.99,-159.67,9.81,-3.12,-132.09,70.81,40.5,0.0
2.0,2.0,2.0,25.74,70.91,-41.8,111.29,-23.11,126.36,-66.49,-30.19,25.35,29.32,-6.51,-112.61,-62.01,21.91,-77.32,81.86,-8.75,-58.86,128.37,-128.53,1.0
2.0,2.0,1.0,-3.85,45.95,93.16,-4.12,-9.59,-129.8,124.02,-0.52,-65.93,97.16,-5.98,-73.27,-162.02,-15.05,-28.23,39.23,-3.53,-67.53,-16.01,-18.29,1.0
2.0,2.0,2.0,-25.15,-19.34,-49.65,136.19,-4.48,162.45,-50.12,107.0,-15.3,-39.76,85.15,-71.55,-41.18,-12.86,14.39,41.27,-46.5,-23.26,67.5,91.96,0.0
2.0,1.0,2.0,2.05,12.07,-98.83,116.57,30.91,-149.36,-142.08,37.16,97.74,74.01,-50.31,-31.93,159.42,-5.13,-89.14,13.96,16.23,111.98,48.72,20.01,2.0
1.0,3.0,2.0,4.39,10.23,-58.59,2.85,9.6,58.99,-104.6,24.59,-39.1,67.83,33.67,24.66,96.89,-34.07,-115.21,-24.25,-13.79,-2.35,103.58,1.59,1.0
1.0,3.0,4.0,-10.22,-33.82,82.45,56.41,-95.64,-81.13,235.34,10.15,87.94,286.08,-265.68,-8.74,-25.56,-4.51,88.91,-89.53,14.4,-115.17,6.92,-68.89,0.0
1.0,2.0,2.0,2.07,42.02,-72.83,-117.14,63.33,35.41,157.3,-54.48,-28.75,232.5,-113.54,10.63,120.98,-50.07,45.3,14.42,7.21,3.26,-120.66,-23.83,2.0
2.0,3.0,2.0,12.75,28.22,-11.42,-38.12,-24.73,101.74,-68.94,-38.36,49.76,-95.15,149.31,-53.35,29.59,7.97,-37.57,-2.6,-0.3,21.3,-55.16,31.56,0.0
2.0,2.0,2.0,-22.17,-128.89,157.09,-90.72,3.44,43.46,-67.71,32.03,-59.15,100.4,-39.45,54.71,-49.66,-3.97,-50.46,-8.09,18.04,-15.36,-14.92,-56.37,0.0
2.0,2.0,2.0,37.52,-3.68,122.29,-89.54,40.04,-83.05,-25.42,54.87,47.36,133.03,-103.2,131.94,102.21,33.94,-11.37,24.75,17.96,-27.29,-124.79,-24.69,2.0
2.0,1.0,2.0,15.28,114.83,44.26,77.51,21.78,268.99,-33.1,139.67,27.54,-82.28,73.71,-54.81,272.01,-0.4,-4.56,-28.53,26.37,8.57,-36.88,-17.66,1.0
2.0,2.0,2.0,-11.67,-42.24,101.45,25.36,-76.82,157.31,-11.97,-4.65,9.16,-25.64,49.27,-10.18,-203.35,-5.32,-17.71,28.18,11.68,55.76,56.59,38.82,0.0
1.0,2.0,2.0,5.19,134.17,-67.62,-139.09,9.21,-225.34,-103.51,54.03,-103.59,187.0,-103.47,68.59,35.31,-19.66,,20.93,20.07,-14.79,-45.49,53.79,2.0
2.0,3.0,2.0,-16.98,43.79,-83.02,114.63,-35.4,119.54,156.24,-19.45,99.9,131.22,-107.19,139.69,-100.43,-2.04,24.75,-62.79,19.51,90.42,-52.91,21.48,0.0
1.0,1.0,2.0,-6.42,46.6,14.39,179.76,29.29,-63.31,-198.33,16.96,38.58,59.24,-13.92,24.65,235.92,8.06,-154.67,7.78,-0.98,-26.94,-87.48,27.65,2.0
3.0,2.0,2.0,6.01,58.98,-4.18,-38.0,-8.56,-248.23,-173.87,25.79,-9.36,-23.11,-19.84,-132.32,-11.77,-23.3,-86.14,-3.21,-15.94,29.16,27.51,-6.78,2.0
2.0,3.0,1.0,-14.87,36.89,-81.12,12.09,-19.43,216.55,18.06,68.62,-125.01,-53.78,91.1,23.53,-85.86,-7.08,-56.28,-88.17,-14.88,109.3,2.02,-87.12,0.0
2.0,1.0,1.0,34.41,-15.8,49.12,177.44,10.64,48.88,-79.39,-103.51,-132.17,41.1,30.79,-31.9,-224.03,-23.59,2.24,2.93,15.72,-22.64,-90.54,-98.87,1.0
1.0,2.0,2.0,15.57,-105.54,95.71,-17.18,12.95,-110.24,15.18,33.7,-36.04,141.83,31.96,-272.04,-83.28,-34.34,4.36,76.44,-3.63,55.2,72.84,-61.86,1.0
2.0,2.0,3.0,-26.03,57.5,-43.97,147.75,-42.72,-70.01,118.38,36.39,-26.43,34.53,-4.82,-99.73,-124.74,-16.13,178.73,38.78,40.64,-34.87,-68.68,56.67,1.0
3.0,3.0,2.0,-25.5,-32.11,-23.66,14.18,19.91,132.26,128.8,-26.7,10.06,-34.81,2.93,31.66,156.0,-19.22,100.7,9.41,-20.63,54.37,-60.83,30.82,0.0
3.0,2.0,3.0,25.69,-20.58,-121.99,-83.25,-34.76,44.4,-73.55,0.2,74.13,-9.84,-69.69,231.23,-88.22,-4.94,129.09,-66.65,-24.75,-44.7,81.8,-0.74,2.0
1.0,2.0,2.0,-8.66,44.15,-27.31,270.89,16.92,56.42,-46.13,38.83,47.82,132.26,-62.96,-150.96,73.39,9.55,-75.78,89.37,1.28,-80.72,-91.03,-22.15,2.0
2.0,2.0,3.0,-50.45,56.91,-130.91,1.91,-95.98,-167.37,-56.02,-69.48,-16.27,-83.02,169.42,-123.53,-390.87,-1.85,82.54,-30.61,-21.11,19.71,38.7,-79.69,2.0
1.0,1.0,2.0,-33.59,-33.65,185.88,-102.16,13.17,22.58,-56.86,-102.97,40.61,203.92,-155.58,-100.24,-156.02,-10.77,109.37,69.27,-7.29,-60.6,35.67,85.86,1.0
2.0,1.0,1.0,6.87,91.15,-9.21,-12.48,21.03,-271.53,-140.03,108.95,-3.53,187.86,-89.09,-15.81,-397.12,0.13,-1.07,-13.26,10.64,-58.62,22.01,29.51,2.0
2.0,2.0,1.0,-47.01,198.07,20.52,50.44,54.79,-31.33,206.44,13.51,-13.86,248.41,-105.83,-16.34,-52.54,10.4,39.87,-48.89,24.16,-60.8,105.16,137.52,2.0
2.0,2.0,2.0,18.12,-18.4,80.49,-11.17,35.37,48.45,-62.42,34.85,69.13,80.46,-46.8,87.11,239.9,34.63,-22.51,32.67,26.9,41.77,106.01,25.78,2.0
3.0,2.0,1.0,0.75,-41.5,137.42,170.79,24.79,-211.53,-1.13,-16.25,3.36,160.31,-109.29,-51.69,-252.7,23.88,48.74,1.04,1.72,43.07,-16.24,72.9,2.0
2.0,3.0,2.0,24.32,-53.67,111.02,-105.17,-2.31,-158.12,120.06,47.62,-27.49,147.78,-113.73,48.25,-109.47,28.21,129.5,48.67,31.09,55.32,-100.67,25.71,1.0
2.0,2.0,2.0,-33.02,-8.17,-34.1,172.59,-41.72,52.71,-15.33,21.75,47.25,59.62,21.04,125.73,-237.73,-0.93,-29.89,12.01,12.23,27.09,-47.17,-9.36,0.0
2.0,2.0,2.0,24.78,-27.31,140.05,-149.4,29.15,66.68,-16.33,16.88,24.97,58.1,-9.99,-19.87,169.26,-4.81,-55.51,-5.59,-8.49,-101.0,-12.13,-63.41,1.0
2.0,2.0,2.0,-2.57,-9.81,-52.94,-61.96,-25.6,46.63,-32.68,88.52,29.58,54.74,24.22,75.97,-156.1,5.99,-50.07,-22.89,8.99,20.53,-93.69,33.29,0.0
2.0,3.0,2.0,25.7,230.3,-88.3,20.59,32.97,79.36,-69.01,25.3,44.56,34.28,58.4,-4.34,20.9,29.7,18.69,4.37,-23.36,-40.24,-79.66,82.33,0.0
2.0,3.0,2.0,21.53,-107.95,57.95,9.27,-1.55,356.98,-126.91,-60.07,125.63,-132.93,168.09,42.08,184.13,-16.95,1.01,-23.31,-12.65,97.24,92.38,31.24,1.0
1.0,2.0,2.0,5.74,12.56,42.57,-57.56,1.16,-192.18,-4.5,-102.03,-108.23,174.78,-123.02,-70.24,125.26,-36.08,-77.01,26.06,2.26,-12.95,-62.44,-4.06,2.0
3.0,2.0,1.0,43.34,-4.62,9.0,5.76,15.28,51.16,-307.0,-12.84,147.52,-91.95,42.28,-9.3,60.87,14.17,-175.06,5.19,0.74,27.09,-108.17,27.37,0.0
1.0,1.0,3.0,5.67,32.73,-65.64,176.71,-33.32,145.79,55.61,-44.56,35.13,137.54,-69.97,-1.81,-258.01,7.25,176.79,-82.22,0.07,-15.21,10.89,85.04,1.0
1.0,2.0,2.0,-3.8,79.19,-102.74,23.22,-18.59,18.5,-110.25,37.49,80.49,69.49,-17.32,-24.32,-131.81,16.84,31.36,-84.29,2.84,30.29,63.64,-0.54,0.0
2.0,2.0,2.0,30.45,37.28,116.96,-132.6,14.94,-122.19,-213.22,-34.21,-232.72,-8.19,86.76,70.75,127.16,-9.7,-172.56,-6.44,11.38,-12.55,-51.85,65.87,2.0
3.0,3.0,2.0,5.65,118.68,-37.6,-155.98,17.39,-160.51,107.47,-135.44,40.17,65.12,-173.74,33.22,308.78,9.93,16.13,34.17,-43.09,-61.5,69.39,76.03,2.0
2.0,2.0,1.0,0.88,3.73,-70.23,-75.08,7.63,-186.11,141.13,-40.85,-65.58,118.87,-33.8,133.79,-67.45,-11.64,-33.87,69.05,0.33,-23.76,80.79,-6.47,1.0
4.0,3.0,2.0,11.71,-123.41,-131.47,217.04,-53.19,-154.48,-117.08,-62.61,74.07,-39.18,-252.59,-76.57,174.43,-17.97,-9.46,51.14,-3.82,10.95,-165.71,-29.22,2.0
2.0,3.0,2.0,-15.47,-55.92,170.09,33.7,-35.09,-174.12,-21.22,-84.19,100.12,97.3,-56.96,-96.89,-42.69,21.83,-27.44,11.56,25.1,132.34,-79.96,63.12,2.0
0.0,2.0,1.0,37.45,34.98,118.86,18.73,-22.0,4.62,258.73,-43.71,-0.92,385.65,-186.49,92.92,-393.67,18.69,-39.45,38.87,29.41,-59.92,63.03,-75.97,0.0
2.0,1.0,2.0,-3.65,-102.13,223.43,-1.11,-16.06,-106.83,-126.75,-80.28,84.41,89.57,-60.64,33.97,-203.85,-25.46,57.96,17.75,3.46,10.88,-86.49,84.63,2.0
3.0,3.0,1.0,-17.07,-43.6,-65.8,-13.05,-65.84,8.92,-296.09,-101.53,29.03,-112.49,86.02,-14.22,-401.28,-11.45,-119.09,14.87,11.11,-47.68,55.08,-17.16,0.0
2.0,2.0,2.0,-8.3,11.8,163.73,-67.03,-91.65,75.9,-21.85,6.42,-58.68,42.04,-9.33,-20.48,-276.16,-22.11,-47.45,-48.66,-9.02,51.5,62.9,-25.32,0.0
3.0,3.0,2.0,12.99,37.66,87.66,-41.26,-41.23,-30.28,209.02,-43.78,145.4,48.17,-46.21,-128.25,-99.96,-0.99,51.88,-27.6,-23.68,67.1,21.57,-14.31,1.0
3.0,3.0,2.0,-29.18,-29.86,91.83,-118.34,-52.61,-222.19,110.68,8.95,-26.5,68.45,-37.78,33.3,-279.3,16.92,25.2,24.87,23.91,-15.67,1.24,-54.91,1.0
3.0,2.0,2.0,38.58,69.73,12.3,56.54,18.3,-150.18,77.88,-27.51,-119.82,171.53,-249.87,-123.7,72.0,18.76,15.86,-26.9,8.35,-33.96,-103.91,-32.68,2.0
3.0,3.0,0.0,0.71,-113.36,-73.16,183.99,33.28,289.4,46.98,27.37,39.02,-39.84,67.18,-75.76,-202.72,21.32,12.78,73.73,-15.17,-45.93,23.74,69.64,0.0
3.0,2.0,2.0,-24.44,-39.74,-62.24,167.07,5.5,-95.99,82.33,1.47,78.78,73.0,-147.3,104.67,87.41,-0.57,60.35,39.37,15.14,-68.27,150.34,-33.42,2.0
2.0,3.0,3.0,8.81,-30.71,-43.5,115.92,-49.06,-31.97,59.43,26.27,68.12,103.11,-119.14,7.15,-130.22,-5.79,150.35,-13.69,-14.44,53.35,-38.06,-150.27,1.0
0.0,2.0,3.0,-7.1,111.18,-71.77,-13.47,-38.23,-127.32,220.36,0.26,-61.63,285.19,-195.06,-54.9,41.21,4.92,104.77,-12.01,17.37,15.75,127.35,-57.41,0.0
1.0,2.0,2.0,8.7,-43.56,-77.5,-40.15,-9.84,-93.7,91.5,111.56,18.36,98.57,13.7,-2.42,-25.54,-3.15,36.56,44.77,20.05,62.93,-74.27,138.56,1.0
2.0,2.0,2.0,-30.98,19.08,66.66,29.56,-25.58,-114.3,-15.0,-100.01,-85.49,61.38,-52.32,-29.55,-65.97,8.82,-7.14,39.39,-16.34,88.54,-19.85,58.45,2.0
2.0,2.0,2.0,22.14,14.72,-19.89,100.72,-0.9,-88.82,-12.04,-90.89,70.38,188.64,-195.95,94.09,-212.17,-36.95,27.98,-9.19,15.6,-43.01,18.88,65.28,1.0
3.0,3.0,2.0,-8.82,-63.73,50.47,-79.14,9.23,227.58,-182.48,-23.37,1.83,-192.64,157.29,90.81,-228.87,1.23,172.52,6.69,11.85,30.7,24.67,-14.01,0.0
2.0,2.0,2.0,26.71,-95.02,138.1,-23.24,14.94,222.68,-83.32,2.92,3.99,-94.56,115.85,1.88,311.45,8.36,-36.11,17.25,14.41,-63.39,177.35,-66.61,1.0
3.0,2.0,1.0,22.49,46.56,-108.55,-74.66,-21.34,212.0,226.31,-50.49,128.59,98.58,-101.54,-112.92,-119.57,-4.47,-14.22,-22.06,0.34,-45.86,65.26,-28.85,0.0
2.0,1.0,1.0,8.74,72.43,30.39,2.82,-10.21,-229.05,102.16,-81.46,149.82,62.06,21.97,-58.74,-25.37,15.81,-95.25,-87.56,12.11,72.4,-3.82,-103.74,1.0
2.0,3.0,2.0,-13.46,-12.2,102.1,-46.45,-2.14,166.6,-10.57,-13.7,14.89,48.26,14.63,5.04,-47.92,17.96,22.01,-11.52,5.9,-40.89,-30.1,-36.91,0.0
3.0,2.0,2.0,-25.95,9.69,103.96,87.63,-42.43,-2.04,-102.2,-103.95,67.77,-43.42,-6.55,77.1,-180.36,10.94,109.12,1.08,28.94,53.85,-61.22,-15.13,2.0
3.0,3.0,1.0,5.92,63.33,-0.2,-10.15,9.09,197.05,57.16,71.88,-48.47,-25.9,24.33,-29.08,-139.5,21.19,76.0,-41.55,12.49,-65.46,-174.89,42.0,0.0
3.0,2.0,2.0,-26.17,-68.02,-75.7,-122.7,1.03,-78.57,16.08,-138.15,-99.29,132.05,-184.9,4.36,36.07,25.65,1.93,14.31,8.2,-18.36,117.6,4.43,2.0
3.0,3.0,2.0,-19.88,-82.74,-52.81,-57.86,35.72,-329.73,-100.55,22.14,-55.32,94.55,-105.27,-70.52,7.3,-31.48,10.84,-0.46,4.18,-33.56,14.83,-55.14,2.0
3.0,2.0,2.0,12.3,73.1,-74.87,49.55,-27.26,-5.33,-83.35,9.11,25.08,17.96,-72.34,-168.5,-115.88,-7.34,51.46,89.45,10.76,35.36,22.99,-45.83,2.0
2.0,1.0,2.0,13.49,30.23,-2.58,38.15,-22.68,-78.4,29.44,63.39,17.73,151.54,-91.63,34.58,-316.83,14.71,35.83,20.07,-2.79,-84.31,114.97,46.58,1.0
3.0,1.0,3.0,22.68,49.49,-45.87,76.62,-67.85,187.86,-45.89,31.34,51.72,-143.63,-14.95,79.13,-52.52,30.81,201.15,40.69,-6.18,-44.72,69.18,-5.26,2.0
1.0,3.0,3.0,37.07,0.38,-27.84,88.63,11.31,-57.18,18.37,-70.59,-8.08,191.95,-107.14,57.9,-41.48,-14.58,132.93,-10.51,-10.02,156.92,90.68,14.29,1.0
3.0,2.0,1.0,-6.55,74.73,174.97,43.88,26.93,137.76,-112.85,-42.04,126.24,66.62,-22.54,77.62,-242.24,17.62,-68.34,31.99,4.0,9.45,54.78,-23.61,0.0
0.0,3.0,2.0,-13.04,-102.52,71.62,28.3,15.64,203.83,-242.94,-136.7,-80.37,-26.75,173.68,52.67,67.32,-18.68,-91.19,-37.78,-7.93,11.32,102.59,-29.6,1.0
2.0,2.0,2.0,2.02,17.35,-12.06,23.02,-40.85,19.77,52.7,129.34,43.79,107.47,-85.26,11.88,-45.09,-25.39,36.83,-22.26,9.12,50.66,10.48,-70.67,0.0
2.0,3.0,1.0,-2.76,-111.69,-111.61,-43.09,5.48,123.86,10.65,16.55,-30.11,44.41,48.8,-127.01,-98.72,0.63,-23.78,49.28,11.89,169.19,-6.5,-86.46,0.0
2.0,2.0,3.0,12.96,-51.89,-68.35,-26.43,-49.21,46.52,-119.93,36.51,20.59,-10.07,-28.15,22.24,-103.16,4.42,140.21,-43.62,16.14,-52.32,-6.08,41.49,2.0
2.0,1.0,2.0,-22.46,22.9,136.85,15.18,-34.21,-320.28,110.25,8.27,133.17,40.35,-9.55,-78.19,42.6,-1.39,94.04,3.88,-6.04,42.62,-136.44,-77.23,1.0
1.0,2.0,3.0,-24.88,-31.59,-115.51,25.38,-67.19,29.89,-4.66,45.69,1.95,-16.84,81.12,137.75,2.64,-14.21,11.36,-20.74,7.13,6.67,-143.62,-31.05,0.0
2.0,2.0,2.0,-20.51,41.42,-210.09,-148.97,-41.96,141.98,194.16,-0.85,-29.83,155.19,-130.0,-103.6,-144.37,18.49,57.44,-12.97,-1.44,4.06,27.95,-54.78,0.0
2.0,3.0,2.0,-3.65,113.1,123.27,-20.51,-28.41,-95.91,40.8,80.75,14.33,64.57,-51.93,-47.05,-41.76,-20.3,47.5,0.21,17.37,-0.01,-11.88,44.08,1.0
2.0,2.0,1.0,-20.55,-15.3,-58.1,-57.66,3.65,161.18,121.23,4.84,-85.91,122.89,-37.08,46.55,-188.27,21.32,44.39,59.61,16.7,34.3,147.59,77.13,0.0
3.0,1.0,1.0,32.09,106.61,-54.11,-120.8,-16.95,124.36,-208.08,16.96,47.68,-180.08,163.87,-200.08,-51.85,-5.94,-103.31,-20.53,26.68,58.94,-90.74,31.88,0.0
3.0,3.0,2.0,17.33,-76.33,-21.7,-71.19,-30.93,-6.91,-13.44,-37.25,-3.59,33.94,-106.62,-88.31,-233.23,4.65,89.93,45.0,22.76,57.06,-85.2,37.7,2.0
2.0,3.0,2.0,-9.66,80.69,-111.71,7.98,-18.87,-248.32,-74.43,114.46,23.07,67.01,14.93,-109.45,-315.54,-9.87,22.28,-39.97,24.07,-20.6,54.15,-46.7,2.0
2.0,3.0,1.0,-25.61,-82.89,19.54,36.0,-27.13,-125.24,91.77,-16.78,-52.81,8.81,48.82,15.45,3.4,-15.88,-75.3,-13.44,-23.37,-138.2,-133.94,-105.28,1.0
2.0,2.0,1.0,-1.75,63.32,147.58,95.71,46.72,-132.21,-93.87,3.85,48.02,86.17,4.72,146.33,-189.39,-36.4,-54.24,-40.24,0.35,16.05,48.01,8.27,1.0
2.0,4.0,3.0,-39.24,7.16,-160.95,84.52,-36.75,-47.27,159.67,-66.0,-75.27,29.02,18.02,92.57,135.45,20.0,113.82,-51.4,-13.53,19.85,85.01,56.43,1.0
2.0,1.0,3.0,24.54,-17.69,42.71,-74.91,-38.91,105.13,-53.4,105.24,39.33,15.36,-11.17,145.5,-162.48,21.4,111.42,-7.57,-1.33,83.43,61.15,-92.68,0.0
3.0,3.0,2.0,34.8,-156.92,-27.88,-99.55,-52.95,-152.71,104.35,-36.06,5.55,5.17,-5.96,-79.45,-88.81,-5.5,54.5,-20.92,-23.29,38.64,-97.41,-29.99,1.0
0.0,3.0,2.0,-0.27,68.23,-36.23,-14.62,-40.23,-23.9,60.97,-23.77,-76.34,291.16,-119.36,42.67,-294.93,1.91,-12.13,-62.17,-25.18,8.87,117.12,-49.51,0.0
1.0,2.0,2.0,14.71,48.72,-32.12,-15.63,-13.5,-46.83,64.76,45.95,1.88,137.94,0.39,110.51,-177.31,0.48,-47.41,54.6,22.47,-44.72,48.46,8.96,1.0
3.0,2.0,1.0,9.91,-54.31,-17.17,-42.96,48.38,74.17,-120.81,53.59,45.85,-47.86,54.07,3.12,11.55,15.86,-62.29,-11.76,14.0,100.11,123.04,85.93,1.0
2.0,1.0,2.0,-1.84,91.18,-90.48,123.99,22.5,-121.71,-234.58,-2.22,56.42,19.36,-66.39,88.19,333.53,-9.49,-154.53,53.59,8.03,-0.21,104.73,-61.73,2.0
1.0,2.0,3.0,-9.68,64.74,185.35,-5.56,-63.36,67.37,37.1,83.31,2.57,87.54,-91.92,12.79,-76.67,1.12,97.36,25.9,-9.83,-77.34,49.56,-18.24,0.0
1.0,2.0,2.0,11.04,-50.03,72.82,28.74,-76.38,61.88,-22.87,-1.19,-24.28,-29.01,86.78,21.47,-144.05,-13.41,-38.93,34.85,-7.78,99.42,-109.87,47.2,0.0
3.0,1.0,0.0,-47.04,-5.42,57.85,135.64,-15.35,213.36,-58.61,83.74,86.02,12.68,31.09,1.07,-462.81,-8.4,-90.58,47.16,18.44,-35.02,85.03,35.27,0.0
2.0,2.0,2.0,15.55,-156.14,21.07,-49.76,-25.96,-80.87,35.27,10.39,-50.59,68.15,-88.2,-52.0,-35.54,-3.84,62.21,-34.6,-2.02,23.99,-36.52,102.3,1.0
2.0,2.0,2.0,-16.21,77.95,62.98,75.52,-13.95,90.81,126.09,56.82,-114.03,116.68,-70.34,-36.38,-36.69,-28.4,105.61,49.78,-5.12,-1.28,34.54,35.86,0.0
2.0,2.0,3.0,-12.96,51.36,-47.72,39.55,-61.58,57.14,34.67,57.66,65.21,-37.32,-68.34,-23.67,164.28,18.0,149.76,21.65,-23.56,13.22,-106.35,18.01,0.0
2.0,3.0,2.0,0.23,-32.8,13.9,99.64,-22.93,-15.45,48.61,8.74,24.06,95.91,-55.85,60.46,-11.82,-34.11,41.49,-31.83,-8.52,-68.35,-46.21,-13.18,0.0
3.0,2.0,1.0,-1.74,83.3,-36.25,95.94,-14.18,167.96,-114.04,-61.75,14.98,-186.43,213.82,-117.61,-21.42,11.28,-111.34,-44.47,-6.72,-31.48,48.56,81.49,0.0
