cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
1.0,0.0,1.0,0.0,-2.41,-55.38,-30.66,-120.97,57.35,43.28,97.3,27.47,-17.43,-128.84,-13.86,62.15,-27.0,-142.82,-240.82,-220.55,24.29,1.0
0.0,0.0,1.0,1.0,-4.38,-121.44,32.53,-6.4,-297.38,-75.88,-68.69,43.72,-10.57,-76.77,-5.48,28.01,-206.32,305.7,-60.14,47.12,133.97,2.0
1.0,1.0,1.0,1.0,-0.8,-75.79,86.5,72.56,144.02,-0.04,-154.88,-16.64,8.34,-114.84,2.98,14.91,-152.18,-221.77,86.02,121.81,-164.99,0.0
0.0,1.0,1.0,0.0,-3.66,35.17,53.01,-46.1,152.54,38.44,20.17,-77.43,12.62,31.3,15.66,-25.44,223.43,183.26,-22.78,-65.85,-207.88,0.0
1.0,1.0,1.0,2.0,-1.93,122.19,-163.88,-39.79,-231.34,21.12,87.69,142.69,-2.03,-31.61,-1.18,3.03,-168.88,90.04,-141.44,-60.77,-3.64,0.0
0.0,1.0,1.0,1.0,1.49,-17.9,10.58,-2.05,155.22,-12.6,-90.34,-21.18,-5.69,200.22,-9.97,120.72,52.42,-296.97,57.52,44.36,-18.46,0.0
0.0,1.0,1.0,1.0,6.39,-113.99,206.25,-140.23,354.75,-13.25,-3.01,10.86,-1.9,25.05,1.6,-15.32,99.3,-163.79,320.69,156.19,27.37,1.0
2.0,1.0,1.0,1.0,2.26,-5.38,-12.46,125.78,380.0,88.62,-15.75,92.87,1.95,97.59,3.28,107.19,-15.58,-339.96,-35.92,-90.79,-333.06,2.0
1.0,1.0,0.0,1.0,0.74,-9.76,1.83,6.53,-318.86,42.76,-27.46,0.05,-11.09,-166.9,-13.4,-12.8,-44.54,15.2,-62.66,-35.72,241.42,0.0
1.0,1.0,1.0,1.0,4.83,-21.33,-98.68,92.9,-230.19,-19.18,-12.3,-2.89,-14.71,192.2,-10.13,40.7,-134.27,234.51,70.15,31.61,112.76,0.0
1.0,1.0,1.0,1.0,-2.44,-220.14,-71.11,-15.47,333.75,-128.73,163.5,33.85,-20.39,26.45,10.89,-32.73,-208.58,44.05,52.97,-59.59,34.93,2.0
1.0,1.0,1.0,1.0,2.95,30.5,-57.13,197.95,-51.46,-5.11,205.36,55.73,15.14,-113.52,6.38,51.36,40.52,319.76,72.87,-46.46,127.59,1.0
1.0,1.0,1.0,0.0,-7.06,106.02,48.25,-22.59,-265.41,89.88,-7.27,60.92,-20.86,-4.2,5.66,73.8,-56.8,205.46,1.3,47.33,-46.15,1.0
1.0,2.0,1.0,1.0,-1.63,35.52,-64.35,-30.85,-335.94,-44.24,-2.79,-64.03,-15.49,73.96,-3.21,-44.79,-137.1,262.01,-171.33,-14.01,63.42,1.0
1.0,2.0,0.0,1.0,-0.05,9.72,72.62,-198.47,20.79,-72.59,-11.93,-67.94,2.61,70.0,6.09,28.22,-140.75,-53.68,7.41,138.52,-40.82,0.0
0.0,1.0,1.0,1.0,-4.95,-112.17,81.66,-17.84,121.11,-30.99,-147.14,11.99,10.32,-11.18,-1.88,68.52,69.76,-39.14,196.68,109.82,4.9,0.0
1.0,1.0,1.0,1.0,-5.3,-20.1,39.66,100.21,-91.8,-6.34,-19.7,-26.79,11.33,59.77,-11.02,30.66,227.49,-73.09,105.37,12.33,322.02,0.0
1.0,1.0,1.0,1.0,2.1,24.07,-51.15,61.72,-313.91,-164.45,-95.65,46.87,-0.52,27.38,-6.2,-107.98,-239.37,145.19,-95.47,167.11,84.72,2.0
1.0,1.0,0.0,1.0,2.87,-244.73,137.04,37.4,496.18,67.05,-5.21,187.82,-7.81,87.29,8.87,-14.5,50.45,-75.6,273.32,-33.58,-140.14,2.0
1.0,0.0,1.0,1.0,-5.91,-57.69,-85.33,140.93,-205.3,97.39,-41.81,-4.98,-11.14,-205.06,-8.33,13.1,-253.18,17.18,-202.78,-159.7,-64.66,0.0
1.0,2.0,1.0,0.0,-2.87,-34.18,15.78,74.96,119.7,14.42,141.57,-27.77,-2.24,7.72,13.04,50.83,-67.81,-195.85,31.03,-36.42,132.56,2.0
1.0,1.0,1.0,1.0,0.77,-27.5,48.7,10.71,43.01,16.95,16.35,153.34,-2.32,-4.03,4.17,40.95,129.53,52.85,-75.62,-85.03,-7.73,2.0
1.0,1.0,1.0,0.0,6.08,85.67,-108.12,24.76,225.92,-62.96,48.71,86.33,0.46,-73.08,7.04,29.51,76.33,-95.61,-13.18,0.73,-153.54,2.0
1.0,1.0,2.0,1.0,-7.53,137.79,205.03,49.34,-208.95,-31.23,-222.59,-5.51,-9.43,55.37,-4.12,-4.01,299.02,-408.95,-13.54,203.96,239.65,1.0
0.0,1.0,2.0,0.0,-2.86,-140.74,-45.93,24.34,151.91,-132.08,1.0,-15.77,-16.41,73.39,7.99,-30.22,205.5,198.71,-77.56,-113.98,55.71,2.0
1.0,2.0,2.0,1.0,2.37,58.2,31.97,8.33,-29.56,-119.08,-138.95,-0.51,10.28,-61.17,3.59,-21.17,84.42,-63.37,73.67,197.69,21.53,1.0
1.0,1.0,1.0,0.0,8.79,-87.41,36.66,-293.8,276.09,-30.31,-25.17,-94.23,-2.13,9.65,-3.31,-48.46,211.39,-100.44,90.99,-27.38,0.52,0.0
1.0,1.0,1.0,1.0,1.72,66.35,-45.08,93.09,-167.73,-88.19,33.1,-75.92,-16.74,44.85,-4.56,-33.04,-107.13,23.87,-147.74,37.13,72.96,2.0
1.0,1.0,1.0,1.0,5.04,-51.78,185.92,-20.66,55.0,-33.8,-85.68,41.02,21.39,-110.57,20.65,-25.33,-48.27,-181.91,-101.49,71.5,-51.36,2.0
2.0,1.0,1.0,2.0,-3.07,36.62,31.93,13.03,28.5,3.4,67.81,132.64,-9.91,12.85,0.89,117.69,243.34,130.83,-13.7,-59.49,50.85,0.0
1.0,1.0,1.0,1.0,1.9,-86.94,-32.87,-27.06,247.35,21.15,-6.29,44.31,-24.1,26.08,-6.91,-97.72,42.2,-8.47,74.21,-67.58,-135.29,2.0
1.0,2.0,1.0,1.0,2.11,-23.31,161.25,174.66,-98.88,94.22,-31.81,80.6,0.1,19.17,12.78,22.19,-37.27,-214.0,-51.34,-5.66,99.61,2.0
0.0,1.0,0.0,1.0,1.48,105.39,-67.75,-57.6,-295.54,-60.72,-54.79,12.69,-0.99,83.94,23.08,11.32,-63.27,92.72,27.34,134.62,125.43,1.0
1.0,1.0,2.0,1.0,2.2,-61.03,88.03,50.38,-62.39,-16.52,-25.83,-120.16,23.2,-61.14,22.54,47.15,83.05,-36.7,-34.73,-12.46,168.07,2.0
1.0,1.0,0.0,1.0,1.91,99.71,67.53,-48.15,86.14,-114.01,-122.26,-81.81,21.33,-23.41,11.47,-90.38,326.48,-54.99,36.52,145.44,-29.42,1.0
0.0,1.0,2.0,1.0,1.31,-32.56,-44.51,-83.82,-208.01,-0.59,-11.18,-9.73,1.51,22.1,-2.56,33.64,73.1,13.04,-172.37,-133.4,210.24,0.0
1.0,1.0,1.0,1.0,-3.76,46.39,82.29,-17.91,-400.93,39.42,10.01,76.73,5.74,-13.58,-12.22,8.31,-112.53,421.37,56.82,100.71,99.87,1.0
1.0,1.0,1.0,1.0,1.09,81.68,94.03,97.0,-205.71,24.03,-203.92,46.59,9.64,-145.01,3.27,56.49,-46.86,-58.74,133.65,226.73,-34.45,1.0
1.0,1.0,1.0,1.0,3.66,-91.34,105.84,82.41,72.22,-50.16,-109.24,119.92,-2.59,-32.31,5.97,-61.39,-69.43,-74.31,-57.16,52.75,-86.67,2.0
1.0,1.0,1.0,1.0,-1.23,62.91,-60.44,113.3,-267.29,-2.73,-5.1,-18.12,9.1,82.26,12.1,-108.0,-234.24,-70.25,-49.25,63.16,112.64,1.0
0.0,2.0,1.0,1.0,-4.89,-47.99,-146.14,-118.67,-259.85,76.21,10.23,22.74,-9.12,-109.56,-0.6,-6.57,-142.61,59.3,-187.88,-203.71,103.91,1.0
1.0,1.0,1.0,2.0,-2.31,-91.11,-27.94,66.55,53.22,-45.09,-0.07,83.76,2.75,-29.94,0.95,-8.75,-87.59,137.72,151.54,55.23,23.18,2.0
1.0,1.0,1.0,1.0,-1.8,-72.51,-99.62,-3.38,-360.4,-32.59,-197.85,-2.9,-13.06,168.95,0.35,-157.39,-31.04,-176.06,-319.9,-138.84,229.18,1.0
2.0,1.0,1.0,1.0,-0.99,-71.11,108.46,-38.15,136.0,-22.32,4.48,79.38,-4.78,-132.43,-15.51,-40.92,-61.82,-135.03,-38.45,16.84,-31.84,2.0
1.0,1.0,1.0,0.0,-0.9,3.06,-121.83,-20.81,439.28,61.26,46.05,51.84,-8.52,-90.68,3.29,30.92,98.05,-206.68,23.91,-141.63,-300.39,2.0
0.0,1.0,1.0,2.0,4.79,-21.69,-36.83,-144.7,84.09,0.63,14.27,24.5,4.75,-51.07,15.71,33.37,-177.03,-114.96,13.31,16.22,-79.7,2.0
1.0,1.0,0.0,1.0,-4.46,41.86,2.12,62.23,-364.41,-25.36,-177.04,-76.84,8.87,80.01,5.59,-53.16,62.04,150.25,196.01,189.83,228.54,0.0
1.0,1.0,1.0,2.0,3.32,-82.72,98.12,-118.73,91.67,-11.48,76.33,-34.22,24.27,-72.04,-15.53,87.34,-160.41,-113.36,26.99,33.51,64.14,2.0
1.0,0.0,1.0,1.0,-4.41,-87.95,99.49,-78.3,60.18,26.75,-58.86,109.12,-14.74,-38.41,-8.11,-24.07,-35.0,-56.04,-16.14,-9.33,-51.5,2.0
1.0,1.0,1.0,2.0,3.67,-36.99,23.39,42.67,124.27,51.57,135.38,85.01,-11.02,-111.53,-15.11,72.33,232.92,-19.08,-76.28,-194.61,113.05,2.0
1.0,2.0,1.0,0.0,1.07,50.48,1.29,5.91,3.27,28.48,56.5,-10.67,-4.18,43.7,-10.62,5.67,-261.6,22.39,-88.07,19.88,-218.9,0.0
1.0,1.0,1.0,1.0,-3.61,-42.8,22.45,29.26,75.0,-40.5,43.44,74.37,-5.75,-57.84,31.74,-39.23,-93.95,-54.46,65.68,55.03,49.52,2.0
0.0,1.0,1.0,1.0,-1.59,176.75,70.46,-51.54,2.72,76.05,-98.83,22.87,-15.02,-24.05,-4.42,60.52,17.23,52.89,-34.02,97.01,-402.62,0.0
1.0,1.0,2.0,0.0,-0.72,79.78,30.54,54.54,61.28,18.44,2.18,9.71,-14.74,19.52,11.65,-9.64,96.12,30.35,61.94,52.28,-105.01,0.0
1.0,1.0,1.0,1.0,5.14,-125.61,34.4,-49.54,-74.83,-49.1,-65.26,20.02,13.91,101.07,3.95,-22.72,-328.01,-92.04,54.63,111.11,84.4,0.0
1.0,1.0,1.0,0.0,-1.93,92.7,-74.13,-79.89,-334.89,95.44,-31.95,-68.65,14.67,179.83,0.89,-55.82,-176.27,105.41,-223.51,-88.81,-94.34,1.0
1.0,1.0,1.0,1.0,1.49,-75.29,78.06,50.05,198.02,-25.71,-15.67,-61.46,-0.93,41.6,-2.34,39.99,-22.06,-106.78,27.81,27.5,-76.5,0.0
0.0,2.0,1.0,1.0,2.89,-189.76,-10.05,-70.43,458.47,-28.01,17.31,-47.42,13.43,149.25,2.92,-27.82,430.91,134.29,-115.79,-297.29,-148.34,1.0
1.0,1.0,0.0,1.0,1.15,26.95,187.04,113.71,100.81,41.75,-98.27,43.08,11.73,4.23,9.69,-46.51,31.32,-32.68,412.71,294.09,-58.17,1.0
1.0,1.0,1.0,1.0,-1.04,-113.88,144.8,-113.15,-52.24,-20.62,-82.26,16.23,3.87,-44.38,5.91,-63.61,54.56,-169.55,-156.62,-48.05,157.18,2.0
1.0,1.0,1.0,1.0,1.74,-114.13,38.31,-152.26,323.9,-24.02,45.12,43.69,7.17,93.27,-17.63,123.84,20.08,-261.49,5.82,-59.52,-7.42,0.0
1.0,1.0,2.0,1.0,1.53,-40.99,25.79,-19.74,75.69,22.87,77.58,-23.39,3.87,-73.28,-2.64,-14.33,9.0,179.19,97.09,-15.24,-22.7,0.0
1.0,0.0,1.0,2.0,-3.21,114.13,-145.19,110.88,-7.15,-13.71,93.71,-45.74,-20.62,90.97,-10.23,-79.88,54.15,3.64,-19.28,-39.51,16.49,0.0
1.0,1.0,1.0,1.0,5.2,144.27,10.26,-11.4,-531.87,76.69,-85.95,-117.88,-4.94,-132.05,3.86,-43.94,-108.38,51.87,-171.2,29.34,110.52,1.0
1.0,2.0,1.0,2.0,-3.29,78.22,-38.82,190.66,-215.18,60.54,-59.66,-82.41,-22.76,51.53,-7.63,-55.22,-89.82,-218.36,-24.1,27.96,105.66,1.0
0.0,1.0,1.0,1.0,-3.17,-251.94,60.35,-105.95,451.52,-83.37,75.04,-57.22,-18.1,-195.43,1.2,-11.11,-123.1,-350.09,-66.21,-101.38,16.86,0.0
1.0,1.0,1.0,1.0,-0.05,-6.15,-43.12,-17.13,-190.11,12.48,-37.23,2.96,2.19,135.48,10.94,7.79,-280.11,-158.82,-63.8,30.53,75.12,1.0
1.0,1.0,1.0,1.0,0.65,-128.07,22.49,-124.15,69.41,-90.31,67.99,72.68,5.83,43.51,8.57,-98.62,-349.54,148.39,-111.15,9.22,-123.09,0.0
1.0,0.0,1.0,1.0,-0.54,-244.05,-13.6,82.95,140.03,-33.23,-100.95,-20.8,-5.24,134.29,14.42,2.34,-89.42,-59.55,131.9,-20.42,80.5,0.0
1.0,1.0,1.0,1.0,-3.1,1.52,-27.91,-81.87,-170.34,-72.47,-102.69,-50.14,0.71,82.07,-4.91,13.16,-33.65,-145.6,-139.2,22.58,129.67,1.0
1.0,1.0,1.0,0.0,0.7,-82.74,92.52,-105.96,153.59,33.78,18.33,29.38,-7.79,-92.89,10.3,27.45,-82.81,-138.61,-109.8,-73.15,-107.22,2.0
1.0,1.0,0.0,1.0,5.18,108.8,51.36,135.46,-401.75,125.05,-64.13,-62.8,3.45,-130.96,-4.79,-126.83,-59.63,267.57,61.59,76.1,6.96,1.0
1.0,1.0,0.0,1.0,0.76,59.53,-22.89,5.43,-13.67,57.75,-2.89,-7.54,-8.66,-5.29,-4.2,55.93,-13.12,-6.22,39.8,8.34,-81.28,1.0
2.0,2.0,1.0,1.0,-1.98,46.2,10.84,112.69,-191.32,-5.68,20.76,68.89,-4.48,-89.4,18.4,-14.34,-6.06,7.96,2.52,41.4,180.07,1.0
1.0,2.0,1.0,1.0,0.59,-47.3,43.05,-119.91,174.38,40.15,-35.12,-4.78,-7.29,136.86,0.29,-28.83,-95.83,-68.93,78.41,30.35,-187.65,0.0
1.0,1.0,1.0,1.0,-3.37,-75.22,69.57,-12.99,13.43,37.88,42.09,63.72,14.46,-64.76,-18.56,-19.19,208.25,43.07,-17.55,-119.89,165.92,0.0
1.0,1.0,0.0,1.0,-0.2,54.28,130.03,-36.87,387.71,-45.17,135.41,-36.16,-13.9,-26.49,-4.45,17.05,-8.64,-217.84,83.74,119.72,-162.46,1.0
1.0,1.0,1.0,1.0,-1.86,40.82,-24.62,-18.94,-74.77,57.29,90.94,-29.5,-27.42,-174.01,-6.9,-40.4,82.61,-15.79,-24.2,-86.94,136.86,0.0
0.0,1.0,1.0,1.0,0.3,-64.86,-109.33,37.4,-247.58,51.98,-11.88,-106.28,-14.6,-94.8,10.77,19.21,-340.33,43.94,-84.22,-69.83,49.63,0.0
1.0,1.0,1.0,1.0,-7.63,-86.63,-3.87,-82.7,-239.18,13.47,-17.04,-23.37,12.01,-159.69,1.16,85.98,-417.63,359.18,81.37,91.65,-58.71,1.0
1.0,1.0,0.0,0.0,1.91,131.87,104.05,-88.66,179.62,20.64,20.17,-15.2,-7.84,10.12,-9.18,58.86,174.41,79.31,-23.65,45.42,-304.85,0.0
0.0,1.0,1.0,0.0,-3.5,-172.64,40.48,-38.53,445.56,-31.7,-99.93,6.48,8.94,-27.1,-3.85,148.7,187.07,52.68,93.27,-55.95,-269.63,2.0
1.0,1.0,1.0,1.0,0.34,-68.95,-7.88,97.08,-10.36,-19.5,-53.24,-100.82,-26.15,41.34,-9.79,16.73,-153.78,-167.35,-65.5,-4.22,24.35,1.0
2.0,0.0,1.0,1.0,0.53,-2.54,-22.12,-27.53,-33.35,-23.04,-14.68,-26.04,5.02,-33.96,-12.77,74.34,-169.11,-40.9,17.33,64.38,-20.18,0.0
1.0,1.0,1.0,1.0,-1.76,-39.61,34.9,-121.64,-40.28,-48.31,-28.81,-6.8,-20.75,81.26,-1.04,39.15,-174.87,140.99,12.62,87.57,-77.27,0.0
1.0,1.0,0.0,0.0,2.01,44.02,34.62,128.55,-211.65,17.79,-25.74,-25.66,19.83,-21.75,4.08,144.1,-0.3,154.2,17.59,52.54,65.17,0.0
1.0,1.0,1.0,1.0,-2.88,-94.49,90.96,93.62,-4.59,29.08,11.63,133.51,-14.34,49.02,0.26,-6.98,9.84,-152.28,-104.29,-91.72,139.35,2.0
1.0,1.0,1.0,2.0,0.09,224.82,-50.31,52.97,-381.3,62.44,73.7,0.33,-3.87,118.34,-2.42,164.45,-341.92,-89.54,30.16,168.7,82.43,1.0
0.0,1.0,1.0,1.0,-2.22,21.69,79.14,-161.85,15.5,16.12,8.07,-1.96,16.51,116.48,4.48,-55.79,4.65,163.3,220.63,139.33,-33.79,1.0
0.0,1.0,1.0,1.0,-0.1,-113.78,-5.64,-22.13,-98.18,-65.2,-138.71,-37.31,-7.53,-117.18,4.45,9.26,43.49,5.83,260.69,135.04,279.04,0.0
1.0,1.0,1.0,1.0,-2.41,-52.81,264.67,-3.49,-20.65,-126.94,-100.79,43.77,-8.25,2.23,7.38,134.04,43.49,52.22,102.7,254.93,98.14,1.0
1.0,1.0,1.0,1.0,-1.02,-69.08,-25.37,-103.5,-151.9,-92.01,56.13,30.22,-12.33,20.4,2.2,-44.23,-252.09,136.86,-10.07,59.81,155.04,1.0
1.0,1.0,1.0,1.0,-4.27,3.35,-83.6,147.12,126.64,52.33,137.48,-7.86,-6.1,180.97,-11.77,-49.21,-122.98,-61.8,-211.37,-191.97,-164.0,0.0
1.0,0.0,0.0,0.0,3.24,172.05,-70.48,200.05,-391.75,5.43,-63.46,42.25,-13.7,212.3,-12.5,-52.86,-37.09,31.99,-19.88,103.83,125.85,1.0
1.0,1.0,1.0,1.0,-0.76,-71.02,81.91,-43.35,-110.51,-24.39,-83.36,-26.19,-19.53,0.35,12.2,14.1,-151.56,11.56,-86.73,39.68,-3.87,2.0
1.0,1.0,1.0,1.0,7.54,-30.38,-23.43,44.98,-75.94,96.25,15.28,69.07,-4.99,-167.21,11.96,9.68,28.0,-42.54,-178.24,-196.1,20.45,0.0
1.0,1.0,1.0,1.0,1.88,-153.19,-5.55,50.55,116.84,63.65,-0.21,31.85,-5.73,70.58,-15.57,103.12,-261.6,-41.71,193.22,13.89,-35.62,1.0
1.0,2.0,1.0,1.0,-2.85,22.01,-31.23,171.73,-3.0,2.33,-39.84,32.85,-6.75,-50.18,14.6,37.6,-87.07,-112.38,-73.53,-1.05,-84.04,0.0
1.0,1.0,0.0,1.0,-0.89,10.72,99.57,-69.91,-360.16,-149.54,-67.02,-24.19,22.21,-52.6,16.99,-33.4,88.46,85.77,-296.71,28.66,283.49,1.0
2.0,1.0,1.0,1.0,1.93,80.51,145.65,-38.85,29.57,62.29,68.91,-18.36,13.93,5.47,2.24,98.88,-71.62,-426.38,-101.29,28.23,49.49,2.0
1.0,1.0,0.0,1.0,2.78,-111.64,98.27,88.93,61.99,-10.88,7.45,-72.22,2.4,68.91,3.53,74.13,-42.14,253.92,309.77,137.18,47.58,1.0
1.0,1.0,1.0,1.0,-0.26,-52.39,17.66,-74.76,-59.15,19.57,60.65,-51.48,-16.19,5.62,-4.85,-31.64,-188.01,-45.01,-58.97,-33.71,67.92,2.0
2.0,1.0,1.0,1.0,-1.4,67.01,66.81,282.38,-320.84,-48.76,-18.69,69.88,-11.42,202.2,,-39.81,-168.95,-71.4,-139.29,105.05,175.37,2.0
1.0,0.0,1.0,1.0,-2.8,30.54,-134.71,-139.44,-356.42,19.07,-146.13,-24.8,15.19,-49.13,-4.06,6.9,72.76,106.38,-125.06,-82.46,119.05,1.0
1.0,0.0,1.0,1.0,-3.8,64.67,-177.15,102.95,-704.34,23.7,-164.32,-123.37,-25.3,151.48,0.04,17.66,-308.68,-56.8,-193.75,3.67,294.72,1.0
1.0,1.0,0.0,1.0,2.4,68.44,2.92,-139.91,-95.88,46.68,49.96,164.47,-18.34,140.36,-0.2,104.85,127.17,52.72,-8.74,-40.73,85.44,0.0
0.0,1.0,1.0,0.0,-1.16,-110.04,6.33,146.58,139.2,-75.24,31.18,64.05,-3.87,-27.48,2.81,-91.78,-8.16,-129.96,-82.4,-61.06,86.97,2.0
1.0,2.0,1.0,1.0,4.85,-83.17,-84.36,-70.07,217.52,-86.64,94.34,-87.45,-5.46,-103.56,9.64,-66.31,-64.87,-53.92,-21.04,-57.58,5.32,2.0
1.0,1.0,0.0,2.0,-3.33,14.43,116.29,36.83,-528.88,88.11,-118.95,-61.09,-14.94,-119.48,-3.91,-4.83,-237.65,150.01,-113.65,60.25,104.51,1.0
0.0,2.0,1.0,0.0,0.08,-24.98,-47.52,-0.13,212.66,-87.79,36.73,88.61,9.56,10.42,-8.81,41.61,110.72,-221.64,-157.88,-94.8,9.38,2.0
1.0,1.0,0.0,1.0,2.19,102.8,66.43,49.76,-209.8,152.55,41.43,-110.95,-19.84,53.61,0.99,-107.92,-3.2,322.34,215.24,78.49,-34.63,1.0
1.0,1.0,1.0,1.0,0.86,254.64,-190.15,-24.37,-66.42,-43.02,24.77,-56.38,-9.89,-69.2,6.55,-14.01,222.48,-138.23,-46.3,17.08,34.31,0.0
1.0,1.0,1.0,0.0,-4.49,-24.41,67.86,-88.88,-150.24,-42.46,-30.29,101.78,-13.86,100.78,-9.99,-20.6,-96.41,402.4,148.07,153.45,-19.02,0.0
1.0,1.0,1.0,1.0,-0.25,24.93,48.97,44.48,-108.36,-4.51,9.91,-17.23,12.42,82.04,6.92,81.38,182.85,125.49,-61.79,-37.42,105.86,0.0
1.0,1.0,1.0,1.0,-1.18,-68.81,-17.12,-97.94,250.82,-21.62,12.53,26.75,14.75,2.7,-5.02,83.42,-79.27,-76.23,57.03,1.65,-145.62,2.0
1.0,1.0,1.0,1.0,0.21,49.71,98.17,106.36,-137.12,56.97,-95.55,13.48,6.37,-110.27,-10.0,-3.25,-41.25,-31.18,126.18,142.9,1.16,1.0
1.0,1.0,1.0,1.0,3.98,-43.56,-10.51,-58.31,126.93,2.23,47.52,-18.81,-3.42,26.05,-17.12,153.83,-6.27,-23.02,-41.52,-71.27,-52.37,1.0
1.0,1.0,1.0,1.0,10.57,-103.52,-27.78,85.34,-68.69,-113.21,28.4,132.53,-2.48,178.33,-6.32,-85.98,112.92,135.66,-44.58,-54.99,273.24,0.0
1.0,1.0,1.0,1.0,4.96,-25.46,-104.52,110.91,262.71,-47.05,173.8,-62.26,1.59,63.33,25.98,-155.81,59.15,27.41,114.49,-54.58,34.03,1.0
1.0,1.0,1.0,1.0,2.12,5.51,97.59,17.53,29.97,-14.89,-55.0,56.79,-21.18,-48.3,5.57,63.64,-247.74,168.56,76.99,176.68,-287.06,0.0
2.0,0.0,1.0,1.0,-5.27,148.13,88.43,-16.45,204.28,-11.04,94.06,-11.67,-14.97,48.4,13.26,-23.7,-46.52,-175.17,-124.65,61.41,-274.03,0.0
1.0,1.0,0.0,1.0,2.36,-58.37,2.22,-22.08,275.15,-45.67,144.68,-26.52,9.57,86.59,9.22,-6.55,-251.85,-216.21,-206.24,-86.43,-166.11,0.0
1.0,1.0,1.0,2.0,-0.08,-198.47,167.52,-10.09,330.1,-6.35,-57.59,129.48,-17.25,-65.2,2.04,35.14,39.57,-21.2,162.44,34.17,-99.42,2.0
2.0,1.0,1.0,2.0,3.85,102.14,-112.79,-64.16,-350.03,45.61,-32.29,-75.74,14.57,-40.43,-4.92,-54.66,-100.98,94.4,-27.23,11.54,89.95,1.0
1.0,1.0,1.0,1.0,-2.51,39.01,-46.24,67.84,64.47,-59.55,118.4,-40.43,-26.47,26.53,6.8,96.9,252.07,50.91,-42.88,-80.84,148.54,0.0
1.0,1.0,1.0,1.0,0.97,-22.38,47.82,9.16,-204.55,82.16,7.88,-12.95,-4.48,144.85,7.12,36.45,79.5,-15.8,-79.24,-106.15,213.31,0.0
1.0,1.0,1.0,1.0,-0.03,-156.96,48.78,9.76,-352.64,78.71,-23.78,184.14,7.94,-36.69,-7.24,12.31,-302.23,283.61,-98.98,-86.14,109.57,1.0
1.0,2.0,0.0,1.0,-2.69,99.07,-35.58,-82.38,-215.18,-97.62,-173.46,85.35,9.35,-192.05,4.36,-81.87,211.85,16.95,-44.94,100.29,102.01,1.0
2.0,1.0,0.0,0.0,-2.67,12.8,141.22,-120.96,-80.99,65.74,-79.48,-97.4,-16.13,-20.86,2.21,5.11,264.89,31.37,-134.24,-81.57,0.81,2.0
1.0,2.0,1.0,1.0,-2.37,131.27,-34.04,-22.32,-166.52,111.75,27.93,70.41,6.45,37.7,14.58,-85.2,9.23,-27.44,-74.3,-56.6,-27.48,0.0
1.0,1.0,1.0,0.0,1.52,-15.45,-24.75,-257.99,-55.05,-48.89,-84.79,80.84,-13.44,-36.65,0.72,-18.29,-42.12,62.66,5.81,55.61,-30.87,2.0
0.0,1.0,1.0,1.0,-2.65,-166.72,-86.73,-63.05,-15.72,53.01,-1.69,-85.79,-10.65,-72.75,-3.82,-55.0,-286.85,-73.88,-101.89,-156.02,2.49,1.0
1.0,0.0,1.0,0.0,7.1,20.29,70.64,-133.92,-115.4,-160.7,45.28,44.8,11.27,144.4,-6.01,-70.4,43.16,13.44,105.74,194.09,335.31,1.0
1.0,1.0,0.0,1.0,5.04,-80.12,76.45,15.01,135.84,45.6,-54.15,-108.5,-2.4,149.59,18.72,-70.55,80.92,-39.56,63.61,-25.57,-59.88,2.0
1.0,2.0,1.0,1.0,0.13,-25.35,-18.99,-47.88,115.73,-69.15,21.37,44.24,-2.02,115.36,4.18,15.94,-1.78,79.93,47.96,37.61,-48.42,2.0
1.0,1.0,1.0,1.0,1.66,117.6,-24.61,-3.22,-189.44,46.05,42.92,-20.23,2.89,-100.72,-0.17,0.98,-82.13,-112.4,-104.47,-5.31,60.38,1.0
1.0,1.0,1.0,1.0,2.98,48.48,-25.05,79.05,112.67,-123.35,58.06,-39.63,-19.02,-33.24,-6.08,-82.44,-35.85,-288.89,35.65,118.79,133.69,2.0
2.0,1.0,1.0,2.0,-6.87,153.78,-167.38,170.37,260.71,-52.89,180.64,102.08,7.57,101.36,25.05,19.22,234.9,-36.17,5.43,-67.9,-68.45,0.0
1.0,1.0,1.0,1.0,-4.69,-115.49,157.26,95.09,215.32,30.53,-2.22,-78.14,-9.15,-17.1,21.8,79.5,-56.05,57.91,483.92,221.18,21.5,1.0
1.0,1.0,0.0,1.0,1.05,-43.21,-5.88,81.41,187.8,-118.84,-12.15,-5.42,-6.34,-64.45,5.53,-2.09,189.58,-235.66,-203.23,-90.32,56.03,2.0
1.0,1.0,1.0,1.0,2.51,-70.26,111.39,-35.24,35.3,-53.05,-130.94,-2.5,3.43,-58.86,5.45,-86.69,-121.2,-149.2,131.51,185.18,11.1,0.0
1.0,1.0,1.0,2.0,1.33,1.0,-118.36,-73.98,-285.68,31.11,-26.81,-15.46,-12.82,-110.9,-7.97,-32.36,-28.26,-16.28,-248.45,-172.64,146.96,1.0
2.0,0.0,1.0,1.0,-0.88,-75.61,15.52,143.32,78.25,-144.75,-69.85,53.84,-35.88,-119.56,8.07,-136.33,-49.07,-162.97,-65.66,68.9,62.29,1.0
