cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
1.0,1.0,2.0,1.0,-49.09,-41.53,74.71,-2.53,14.07,0.91,-2.11,10.33,-27.19,59.65,4.16,-46.96,27.93,-153.6,61.38,26.87,46.59,122.02,0.83,-115.93,76.92,37.14,0.28,1.0
2.0,2.0,2.0,2.0,-211.63,-17.44,123.4,214.46,-50.37,-3.72,18.72,-0.72,29.45,-110.98,16.09,8.81,37.52,-56.17,168.35,86.9,74.59,119.67,67.84,20.12,-35.34,-10.58,23.34,0.0
1.0,1.0,1.0,1.0,110.06,-14.17,69.21,-9.65,-55.04,8.75,-43.88,9.83,-14.38,-16.53,-2.81,-26.29,19.64,-47.49,47.87,-65.25,-382.88,-102.38,68.45,18.7,25.45,-140.51,-11.22,1.0
3.0,1.0,1.0,2.0,-295.37,35.98,27.29,-75.11,-35.29,12.45,-20.79,-1.06,24.3,63.94,11.75,110.71,28.73,154.25,117.29,19.45,97.08,-51.29,52.12,-75.0,16.89,-48.78,-28.35,0.0
1.0,2.0,1.0,1.0,107.22,12.66,-50.06,111.96,104.36,14.28,12.18,-0.15,-4.49,-104.29,-0.67,28.15,-2.22,-96.05,115.09,-23.52,-0.33,-35.99,-15.57,-34.62,-92.27,147.52,33.14,1.0
1.0,1.0,1.0,1.0,64.24,-8.96,-30.93,148.32,11.48,6.25,-6.66,13.34,23.91,-125.26,-3.68,96.39,16.1,46.15,0.94,-49.21,145.17,92.05,130.89,73.53,15.49,45.31,-52.57,1.0
2.0,1.0,2.0,2.0,-60.46,-27.03,-63.92,70.89,-40.07,-35.04,41.93,9.57,17.7,33.47,17.45,67.19,32.57,-54.45,137.37,125.61,408.54,-177.9,68.0,4.09,102.9,-77.07,68.32,1.0
1.0,1.0,2.0,1.0,187.52,-43.47,-47.87,120.03,-47.64,22.36,-42.62,10.32,-42.11,25.14,78.77,55.65,2.78,17.75,-102.65,1.05,-177.4,37.25,-5.07,17.5,24.05,-1.31,34.0,1.0
2.0,2.0,2.0,2.0,-455.56,5.43,111.19,-4.65,80.04,6.79,6.54,3.24,26.65,-68.48,71.09,11.6,19.59,-40.73,-165.88,31.22,47.45,199.95,75.29,133.24,-26.54,4.86,-24.24,0.0
2.0,1.0,1.0,1.0,-4.15,-3.06,100.13,-145.8,54.74,-41.92,26.85,1.75,2.63,-63.19,49.67,103.42,-7.99,-212.02,160.54,72.04,11.28,8.38,-39.11,-135.5,55.98,-4.8,-20.82,0.0
2.0,1.0,2.0,1.0,-219.46,-50.23,-131.09,96.04,26.32,-3.11,28.54,17.77,29.7,-44.15,29.15,16.86,47.03,-28.63,-0.17,-74.19,-107.55,-101.24,33.74,54.17,-50.87,-52.63,-29.57,0.0
1.0,2.0,2.0,1.0,-337.27,-9.12,3.91,-128.81,-26.84,44.08,11.66,16.44,-10.17,-69.45,-2.34,122.42,16.85,-22.99,40.99,89.08,83.27,58.08,6.02,-51.77,188.65,52.27,24.76,0.0
2.0,1.0,1.0,2.0,-74.4,-1.67,88.12,1.41,-84.56,7.82,27.51,6.19,-35.72,-28.54,-37.54,0.71,4.18,-6.94,-108.13,-43.5,-313.13,99.32,-38.78,210.08,82.78,-1.23,-63.44,0.0
1.0,2.0,2.0,1.0,-10.0,13.56,5.22,166.97,56.22,-14.95,-64.66,10.29,30.83,111.04,-19.19,-58.33,30.35,180.93,74.96,56.51,-100.04,-2.82,-29.95,-85.19,-57.74,-66.86,-54.99,1.0
1.0,2.0,2.0,2.0,-227.11,4.04,-28.3,-31.6,-41.42,15.97,40.13,10.88,-18.47,123.03,11.73,152.01,12.81,75.19,73.91,-20.54,264.95,49.09,96.97,33.01,68.15,-58.13,-0.57,0.0
2.0,1.0,1.0,2.0,-344.69,-13.24,-66.21,-121.5,0.16,-72.01,-38.12,14.38,7.8,-98.51,-6.91,-52.88,7.12,-55.96,-58.22,-67.7,443.14,-21.77,17.82,165.96,-72.89,-37.12,63.64,0.0
2.0,1.0,1.0,1.0,18.53,-32.55,33.63,159.66,-54.05,14.48,-33.46,3.28,5.61,-23.2,-24.3,41.43,23.62,64.79,-83.33,123.41,-125.88,137.47,-19.88,39.94,29.44,85.59,13.16,0.0
2.0,1.0,2.0,2.0,-124.75,-10.2,2.26,-115.55,-72.97,-23.55,-0.2,-6.14,31.05,118.23,22.32,-116.0,-1.99,132.42,28.72,-88.38,-262.24,73.46,35.92,61.12,-32.78,-89.3,-52.2,1.0
1.0,1.0,2.0,2.0,-102.03,20.97,133.35,66.17,52.93,12.26,36.03,7.85,5.88,-121.29,-13.33,12.84,33.41,148.03,-64.81,-61.59,240.04,-102.06,84.32,64.78,-103.57,-29.08,-18.22,1.0
1.0,1.0,2.0,1.0,-39.14,-1.31,7.98,139.57,-35.47,-36.31,-4.62,15.92,-10.65,-134.14,45.28,-19.89,6.34,-246.0,39.13,-23.89,-192.56,-10.41,-63.16,35.0,-72.12,-189.05,37.86,1.0
0.0,1.0,1.0,1.0,282.12,55.56,7.77,397.02,93.32,44.81,-30.88,9.67,21.54,-31.75,20.04,-7.67,65.84,50.52,-78.73,-64.47,406.47,7.63,33.94,29.09,-12.16,92.42,-24.47,1.0
1.0,1.0,2.0,2.0,-3.15,-13.19,54.67,10.09,10.97,22.66,-51.51,12.89,15.06,-164.42,-5.89,112.23,-4.89,144.22,74.16,68.62,-81.5,-26.63,11.56,110.78,-64.36,-47.63,36.17,1.0
2.0,1.0,2.0,1.0,-82.62,-1.92,-20.47,119.64,-63.65,-2.2,-24.16,21.44,0.71,-13.87,20.13,12.32,20.58,-148.26,-33.45,-52.38,-189.02,-39.57,32.14,56.31,109.12,-34.76,-4.2,1.0
2.0,1.0,2.0,2.0,-356.81,-11.1,27.2,131.88,-27.77,46.55,47.3,15.4,0.84,-144.65,34.62,-28.83,48.84,25.71,44.1,-123.69,-74.61,-55.25,33.17,140.37,65.32,-118.55,-4.25,0.0
2.0,1.0,3.0,3.0,-248.6,-0.1,-71.69,-0.48,4.86,-5.78,13.89,-7.24,-22.29,-41.57,-62.98,50.07,-23.86,182.98,-32.54,-21.78,-65.78,42.51,22.84,186.04,28.89,-79.13,-59.55,0.0
2.0,1.0,1.0,1.0,-162.22,-51.02,15.3,126.1,0.67,-25.39,16.42,28.33,30.87,69.36,33.66,-120.78,40.12,-61.69,-10.19,10.02,-362.34,101.45,-58.36,79.7,-63.02,-84.2,8.23,0.0
1.0,2.0,2.0,1.0,101.49,-32.91,-106.87,149.49,31.46,61.21,20.31,11.8,11.71,-63.19,5.37,38.44,17.1,-109.11,-100.0,-79.69,-5.53,-27.32,93.12,-188.99,-17.69,-125.26,42.45,1.0
2.0,1.0,1.0,2.0,-246.46,-1.78,8.04,41.5,-22.38,52.05,-19.87,-11.85,5.83,16.97,-47.02,102.81,-4.78,56.32,-14.38,-0.08,-238.46,-41.55,85.55,224.82,-26.25,-118.77,32.96,0.0
2.0,1.0,2.0,2.0,-137.53,14.09,41.01,23.81,-28.84,14.15,-8.53,6.39,21.4,-107.42,0.48,76.71,25.49,-161.62,85.5,-126.16,327.78,-133.09,109.74,112.76,-125.31,-0.88,-24.83,1.0
1.0,1.0,2.0,1.0,52.64,1.18,73.85,86.65,-3.02,16.41,-46.98,14.52,8.13,-58.3,-5.32,-39.6,23.04,84.13,9.02,128.31,86.98,80.25,57.77,58.01,-24.76,-147.47,68.24,1.0
1.0,1.0,2.0,1.0,40.96,14.33,-15.6,132.32,41.83,-25.56,-14.75,8.8,7.71,15.21,-10.98,-206.21,14.57,55.77,-83.05,44.3,-306.18,45.08,-44.62,13.5,-37.98,-132.24,-6.34,1.0
2.0,1.0,1.0,2.0,-340.04,3.82,85.65,46.23,-72.17,27.76,-7.01,16.0,-33.85,-13.0,-46.16,-117.19,0.66,-1.82,-112.35,-123.74,-207.53,8.91,-78.66,157.36,-138.63,25.58,78.07,0.0
2.0,1.0,1.0,3.0,-273.58,32.25,-69.3,-313.45,-82.27,-31.02,44.92,-4.61,-2.88,-114.85,24.45,-80.36,1.56,-40.32,-30.61,50.33,165.1,-47.73,-76.8,115.86,-5.35,-73.98,-34.78,0.0
1.0,1.0,2.0,1.0,6.77,-17.34,-13.19,125.8,40.96,-24.59,17.29,12.05,-17.46,-177.97,-16.51,-62.27,30.5,-69.05,3.65,-10.12,56.12,13.16,48.54,118.08,-68.95,158.19,-22.45,1.0
3.0,1.0,2.0,3.0,-411.21,-16.16,10.45,-163.16,57.67,-14.11,12.56,-8.22,3.37,16.68,-9.29,16.3,-35.15,19.76,8.41,-95.71,145.45,-39.58,-77.19,305.79,-104.76,-82.91,-14.68,1.0
1.0,1.0,2.0,1.0,72.0,-7.2,-196.24,118.73,15.2,-1.59,33.87,15.02,-34.46,-12.13,-6.96,-7.92,20.73,145.15,-141.35,-34.73,-360.32,-64.72,-66.45,-12.56,-71.17,-12.56,26.79,1.0
2.0,2.0,2.0,2.0,-348.02,-0.03,-154.72,-115.85,25.98,-64.32,-30.44,6.49,-12.23,41.89,-36.21,86.96,19.87,-67.96,-49.77,69.6,122.85,-51.17,6.2,-90.24,8.46,65.63,34.77,0.0
2.0,2.0,2.0,2.0,-248.64,-20.31,99.6,-106.2,37.21,14.79,-23.07,-0.94,7.71,-43.55,31.42,-129.43,47.33,-71.61,48.41,42.13,7.93,-49.33,-18.04,-105.63,15.18,-42.16,5.72,0.0
2.0,1.0,0.0,1.0,-220.62,-40.67,-38.69,-78.26,-17.47,-36.24,-1.37,18.71,-5.71,-121.81,20.81,35.96,17.02,-22.02,-96.83,40.63,28.53,39.74,49.34,208.66,-62.92,57.31,48.63,0.0
1.0,2.0,2.0,1.0,-24.8,-9.31,-2.77,57.51,-60.05,43.21,-24.45,4.71,-20.99,96.37,26.28,23.52,18.48,-84.44,15.42,-58.06,4.5,194.88,-29.54,-80.02,53.11,-20.73,100.59,1.0
2.0,1.0,1.0,2.0,-98.15,-8.26,100.11,-14.94,-14.94,8.16,-2.6,8.56,-18.08,21.19,-6.65,-118.39,12.5,-28.2,118.16,86.6,-302.84,-7.77,113.29,213.2,-123.4,129.51,29.6,0.0
1.0,1.0,1.0,1.0,210.91,-28.74,103.41,80.56,47.78,-28.11,-76.86,18.78,-41.62,-8.23,28.96,8.69,12.06,-270.73,44.3,87.81,38.84,52.22,-46.98,-8.87,-47.42,-26.3,76.13,1.0
1.0,2.0,2.0,1.0,-68.77,15.76,-152.22,-93.45,54.18,4.26,4.36,3.13,58.17,12.58,-4.7,-115.37,35.69,106.18,181.91,-39.19,84.26,-39.85,-11.47,-138.62,-98.22,30.85,11.9,0.0
1.0,1.0,2.0,1.0,127.35,13.8,1.63,135.72,55.56,-13.67,18.96,10.57,-9.28,-23.56,-17.07,-0.73,53.56,-171.56,-30.31,-69.01,-38.88,-40.67,25.99,33.37,-54.13,-111.92,-16.26,0.0
1.0,2.0,2.0,1.0,37.14,-16.63,31.91,133.47,35.58,1.94,-20.13,5.11,4.83,162.34,-0.28,84.64,83.85,-20.33,-21.39,-71.98,-323.9,72.07,54.88,-243.32,86.65,15.87,-88.99,1.0
2.0,1.0,1.0,2.0,-169.68,-22.02,56.34,-183.51,30.83,-55.49,-7.0,4.19,8.24,-41.34,-21.66,-25.24,-0.83,97.16,48.26,38.82,-213.38,5.2,-32.19,221.99,-135.71,53.41,-10.37,0.0
1.0,0.0,1.0,1.0,217.91,16.25,13.02,204.99,5.23,36.95,-22.26,19.23,10.75,194.27,-28.89,65.5,6.03,-45.67,100.71,4.62,239.85,-89.01,61.41,138.15,41.79,-187.08,-1.23,1.0
3.0,2.0,2.0,1.0,-224.35,5.42,-73.78,91.78,44.35,15.05,-18.73,12.09,-10.2,34.87,-25.25,93.99,48.09,1.12,9.37,58.36,117.43,-25.06,-39.0,-289.96,-61.58,-66.77,25.46,0.0
2.0,2.0,2.0,1.0,-298.78,-13.7,-50.29,-38.16,46.3,-36.16,-34.63,16.86,-8.75,-98.44,-51.34,84.14,-3.45,13.27,81.03,-11.33,36.87,-221.6,91.9,-242.68,-157.53,61.95,-55.72,0.0
1.0,1.0,2.0,1.0,5.67,12.78,-57.44,141.68,-41.83,-31.51,10.73,3.21,12.77,-212.94,-4.45,-70.84,30.55,-53.29,14.86,-43.7,144.32,-45.4,-3.77,51.1,67.63,-42.87,11.66,1.0
1.0,1.0,1.0,2.0,333.1,-1.39,-107.15,138.41,17.37,7.33,-77.41,-10.69,17.54,6.57,-16.12,-97.52,25.4,42.28,-99.01,31.63,-82.43,13.26,-10.72,16.76,-111.67,-40.58,-36.9,0.0
1.0,2.0,2.0,1.0,-53.24,19.23,14.85,221.93,-35.07,-4.87,-38.16,0.08,-24.44,31.11,24.79,118.38,39.14,137.59,-52.73,130.45,-128.51,-28.46,-1.64,-18.7,-61.42,42.86,-17.35,1.0
2.0,2.0,2.0,2.0,-369.76,-19.91,42.71,-103.13,60.12,-37.28,3.1,7.52,-34.99,23.05,-0.5,-74.23,3.02,45.66,-48.73,35.83,380.94,-14.87,20.49,93.7,56.87,-165.89,2.03,0.0
2.0,1.0,2.0,2.0,-270.0,13.45,67.02,-131.94,-20.97,-12.69,-11.81,0.07,-32.33,-13.42,40.14,1.8,25.91,-63.08,-7.22,-168.64,-183.52,-128.56,-38.98,247.61,19.34,60.04,32.35,0.0
2.0,2.0,1.0,1.0,-71.49,24.3,84.94,12.41,11.98,19.19,4.89,13.23,-0.14,-69.63,37.8,75.97,22.57,9.14,-63.4,-33.84,52.03,255.8,19.11,-200.73,79.56,93.55,59.2,0.0
2.0,2.0,1.0,1.0,-13.27,34.54,80.13,36.89,-42.44,40.61,53.98,11.11,-25.65,-21.68,4.53,-30.97,34.75,-66.53,99.7,68.0,157.91,14.51,26.41,-166.61,-37.24,137.45,-8.5,0.0
3.0,2.0,3.0,2.0,-439.59,16.13,-74.43,195.58,-2.09,31.53,27.08,10.94,-4.38,39.56,-7.51,-132.23,29.14,46.19,-2.16,20.06,-57.49,-20.33,-96.08,115.38,-28.29,-27.1,-52.52,0.0
2.0,1.0,1.0,2.0,199.8,6.55,57.67,124.85,-40.58,24.34,-10.43,-5.07,-14.33,-127.17,36.62,-104.16,-3.98,-162.81,74.31,31.03,-229.96,57.67,24.42,132.08,47.02,82.56,36.54,0.0
2.0,2.0,2.0,1.0,-71.88,-25.07,-20.65,274.03,-15.18,-5.57,7.82,15.72,-18.27,-21.63,-15.36,-108.56,39.98,-120.64,-78.36,43.74,-175.93,40.9,4.98,-125.48,-10.05,50.23,-2.34,1.0
2.0,1.0,1.0,1.0,290.71,21.59,42.4,310.12,24.81,35.69,23.85,15.67,-1.04,19.67,-42.75,113.44,33.88,-84.95,-154.98,86.7,-233.09,42.95,43.85,-117.59,14.23,174.69,65.85,0.0
3.0,1.0,1.0,2.0,-284.66,11.4,66.88,77.06,39.96,-43.05,-22.53,4.57,-16.43,31.93,-38.99,-239.89,36.49,-49.73,165.05,83.66,-209.23,-40.11,-19.42,78.48,-42.82,79.55,-75.7,0.0
2.0,3.0,3.0,1.0,-611.36,-9.92,42.64,-132.4,4.59,-18.16,8.7,27.85,17.27,-16.15,-4.42,-130.51,23.29,20.18,49.74,150.19,235.57,4.88,194.46,-61.73,90.42,-56.26,100.72,0.0
1.0,1.0,2.0,2.0,52.22,1.07,90.26,97.06,-49.31,-20.47,-19.35,7.23,33.72,35.62,20.88,145.18,-2.68,-113.71,49.38,-51.77,-83.34,-45.38,12.62,131.14,80.09,5.72,-44.49,1.0
3.0,1.0,3.0,2.0,-158.56,20.43,-42.62,231.86,-64.69,-38.37,-1.4,4.57,23.79,-47.17,0.32,-9.38,25.15,22.07,-98.9,-15.96,-209.86,-76.43,23.56,9.15,-106.81,-32.84,53.92,0.0
2.0,1.0,1.0,2.0,-144.49,-30.81,-63.36,134.15,-16.19,-87.35,-58.13,4.96,6.56,130.16,-0.73,38.69,52.99,-107.91,-0.06,-12.11,294.15,-12.44,109.86,-20.83,39.35,-16.39,9.36,0.0
3.0,2.0,3.0,3.0,-614.97,0.41,-42.79,-66.23,-48.04,-13.65,14.62,-8.01,-11.9,115.24,52.53,-64.83,2.08,-143.03,-92.79,-90.07,-95.66,-91.43,35.9,258.98,47.45,14.77,58.49,0.0
1.0,1.0,2.0,1.0,102.87,-37.16,13.25,-21.07,74.21,3.61,-21.26,13.86,-16.45,-31.2,-30.2,78.36,36.8,-139.27,-42.61,-173.45,-304.13,-75.18,3.73,-126.11,27.9,18.09,37.4,1.0
3.0,1.0,1.0,2.0,-311.02,5.29,-23.75,-12.54,-51.51,-28.81,22.49,-4.84,27.19,-179.83,6.71,79.61,36.88,-73.75,-13.95,-82.73,233.53,-128.61,-58.74,-15.69,-96.41,-13.82,16.22,0.0
1.0,2.0,1.0,1.0,183.64,22.96,47.92,33.89,-52.75,-40.36,-28.57,-9.85,1.3,-69.84,12.07,134.48,22.82,153.77,-40.78,55.25,-87.92,-5.98,-88.18,-200.88,-26.13,-23.12,-60.38,1.0
1.0,2.0,1.0,1.0,68.85,-24.95,44.44,36.1,55.53,9.75,8.43,2.83,-9.29,105.05,-6.33,-23.08,5.27,-135.75,139.86,10.38,-35.01,-11.48,23.2,-36.8,-65.34,31.73,23.11,1.0
1.0,1.0,2.0,1.0,74.07,31.14,-41.85,-28.04,41.73,35.66,-53.59,17.55,-17.56,-17.21,10.62,-90.3,15.35,-37.67,86.87,19.41,-307.14,12.31,-85.04,-53.36,145.08,88.95,19.76,1.0
0.0,1.0,1.0,0.0,354.63,-9.69,-35.48,316.11,-59.03,-19.61,-13.23,29.13,8.68,-41.54,-18.63,51.46,58.04,-63.5,41.05,22.79,126.41,-21.86,-142.42,-93.65,-69.34,-96.3,21.27,1.0
2.0,1.0,1.0,1.0,23.4,-33.46,95.17,79.61,13.7,-43.03,-5.72,8.27,6.64,-47.87,-32.23,-36.03,23.95,-167.51,-89.05,-87.36,-224.28,-96.55,64.51,35.47,75.89,107.45,-31.22,1.0
0.0,1.0,1.0,1.0,346.48,18.38,22.12,231.76,-57.63,-43.1,-20.5,22.41,-23.06,86.82,5.83,10.32,23.36,2.76,49.06,-0.37,21.56,-59.95,21.61,14.95,43.73,-32.42,-25.65,1.0
2.0,1.0,1.0,1.0,140.77,11.71,101.31,235.85,-73.94,44.04,-2.97,15.94,16.57,-39.07,-17.76,141.78,57.49,136.43,64.72,81.57,595.15,70.66,10.34,-87.29,111.46,-8.61,0.75,1.0
2.0,2.0,2.0,2.0,-539.64,39.29,-20.07,-169.24,-50.81,14.1,11.48,7.69,29.44,-21.98,-8.39,111.57,25.86,8.81,32.33,54.59,55.89,22.35,51.12,-28.59,-51.96,41.96,12.25,0.0
2.0,1.0,2.0,2.0,-109.07,7.57,-31.56,-3.72,40.92,-14.54,63.25,1.44,2.13,-84.59,73.88,-59.51,19.42,57.22,-29.04,-151.61,217.3,-31.04,-105.78,107.07,53.75,-14.4,-28.07,1.0
1.0,1.0,1.0,1.0,127.94,15.32,-12.83,155.81,-43.77,14.37,7.21,14.18,-27.81,128.06,-33.78,69.15,53.41,-123.97,-77.76,123.86,227.68,27.16,-38.31,11.38,-51.84,-11.42,34.7,1.0
2.0,1.0,2.0,1.0,-69.44,-26.85,-20.0,-7.05,83.74,-7.9,18.78,15.07,28.73,-15.3,-2.71,72.35,14.38,-20.86,-81.11,-80.94,60.43,-80.69,49.22,-35.69,-15.0,-48.51,60.1,1.0
2.0,1.0,1.0,2.0,-14.45,-24.26,-32.94,116.64,-13.92,-35.59,13.45,5.62,-2.94,75.73,6.8,63.98,13.6,63.67,2.23,20.37,405.3,-59.7,107.95,50.01,-149.21,96.09,3.5,1.0
1.0,2.0,2.0,1.0,67.06,-40.47,33.17,157.04,42.93,1.72,33.4,5.76,-5.97,143.01,-10.48,10.18,46.35,86.13,-33.11,-18.68,-235.25,-79.52,99.84,-176.09,40.18,-49.3,55.14,1.0
2.0,1.0,2.0,2.0,-63.15,-3.92,-46.82,-13.88,-0.85,66.44,-3.08,2.23,-13.21,-53.87,-33.18,74.58,36.9,13.07,15.14,56.03,208.59,77.11,-40.43,-122.09,-97.09,-46.11,-25.5,0.0
2.0,2.0,2.0,2.0,-388.97,-32.66,-25.65,-87.4,-152.12,45.84,-5.91,7.9,-15.0,-1.68,-21.82,98.38,33.73,42.76,7.35,-57.84,149.63,49.19,0.2,-14.44,-92.3,36.18,13.45,0.0
2.0,2.0,3.0,1.0,-388.6,-13.15,24.92,113.42,-43.7,-0.33,-33.75,11.12,7.51,92.24,1.46,-116.48,73.14,73.62,22.04,-31.43,128.86,-48.66,92.56,-208.28,-60.26,149.02,29.82,0.0
2.0,1.0,2.0,2.0,-523.73,-1.55,33.36,-122.03,-56.61,5.78,8.02,20.5,-15.46,-12.39,0.32,117.86,22.7,-60.98,39.44,19.59,39.33,156.4,-121.27,271.37,-83.89,114.21,-28.95,0.0
1.0,1.0,1.0,1.0,58.72,-27.18,-5.67,15.63,-61.44,11.84,-14.46,25.88,-17.39,34.08,22.53,-44.05,-29.06,-5.7,40.27,14.81,-46.8,124.56,-8.14,41.54,1.91,70.09,-14.74,1.0
2.0,1.0,2.0,1.0,-13.72,-12.93,1.27,117.61,-7.06,-33.67,-7.94,17.38,-2.62,-70.94,-5.25,-124.49,51.65,-11.84,64.87,13.08,-443.98,-55.38,-25.11,-49.36,50.63,-93.1,-15.84,1.0
2.0,1.0,2.0,2.0,-59.33,6.91,21.65,-42.4,-48.11,-57.14,-62.62,-6.27,-4.84,106.01,48.5,169.35,13.86,75.16,47.15,-123.26,-5.67,-208.15,8.77,108.6,-54.72,-50.03,21.47,1.0
2.0,1.0,1.0,2.0,-48.87,8.31,45.47,123.76,8.79,26.39,61.75,5.77,23.24,-36.56,12.52,-8.14,44.77,41.12,-106.55,78.81,483.52,217.09,5.12,-12.71,14.51,-12.71,-16.83,1.0
2.0,1.0,1.0,2.0,11.91,4.55,30.81,-122.83,-28.23,-37.7,-24.08,-2.65,19.33,-44.67,-7.34,12.46,16.54,-34.16,16.05,-57.11,-11.54,-69.25,15.41,-142.75,97.09,77.61,38.99,0.0
1.0,1.0,1.0,1.0,98.87,21.34,13.19,128.75,47.01,-16.63,-9.98,7.49,-20.21,-54.14,-21.13,-146.23,27.67,61.04,80.51,19.39,220.24,79.99,48.64,30.72,-9.34,25.91,-12.08,1.0
2.0,1.0,2.0,1.0,-56.87,-2.52,65.21,282.96,32.2,68.41,-18.46,18.12,-34.68,-159.0,-13.36,-8.42,54.76,99.12,-3.66,49.85,56.21,-3.82,-113.12,-73.69,48.26,62.2,18.64,0.0
1.0,2.0,1.0,1.0,77.77,-12.17,-7.78,-35.58,97.75,-34.56,12.77,-1.39,30.93,-48.14,24.18,-59.41,17.31,-5.16,11.07,20.99,-271.95,-103.98,68.06,-10.6,6.14,57.22,21.78,1.0
1.0,2.0,1.0,1.0,178.13,33.0,47.68,32.24,23.01,-6.12,-15.39,-1.65,51.76,0.95,38.72,109.87,23.73,96.86,43.09,-43.4,-185.63,-46.83,-49.83,-111.34,21.11,-96.46,-39.92,1.0
1.0,1.0,2.0,1.0,107.29,-17.61,-75.44,196.41,65.69,16.19,15.86,16.58,39.35,-153.04,-50.7,-144.63,9.61,88.89,-22.24,-112.32,34.6,-2.92,-32.09,-103.81,49.71,51.18,55.17,1.0
2.0,2.0,1.0,1.0,-82.5,30.69,27.03,113.44,-54.78,-16.55,-15.76,9.02,-3.34,-30.62,-2.39,20.24,36.65,-148.08,49.01,-106.39,315.72,36.08,-18.94,-68.88,25.44,-47.83,-64.47,0.0
2.0,1.0,2.0,2.0,2.7,7.88,121.43,69.01,1.17,11.44,-23.38,6.24,11.48,107.67,29.35,-127.52,15.11,56.34,-7.4,48.43,244.61,31.55,-30.46,110.02,-78.61,6.07,-25.31,1.0
2.0,1.0,2.0,2.0,-198.52,-13.71,28.93,191.29,-71.82,-11.59,-10.03,11.73,-31.11,-73.92,2.01,-0.94,54.24,38.96,-25.6,56.29,102.25,120.2,104.18,7.96,-27.73,114.01,-19.71,0.0
2.0,2.0,2.0,1.0,-201.24,3.1,-142.21,-270.67,-17.52,22.08,12.42,-5.44,-15.76,25.88,-7.5,-111.88,13.28,-73.36,116.61,-154.22,-114.76,-199.68,-14.94,-220.84,6.39,139.78,90.64,0.0
2.0,2.0,2.0,2.0,-513.33,-7.68,15.46,-255.59,-59.35,43.54,11.22,4.47,5.1,-88.56,20.6,71.7,15.16,25.62,-6.59,42.73,120.74,-34.71,10.24,93.5,-32.77,-103.6,13.11,0.0
2.0,1.0,2.0,2.0,-220.98,21.1,8.91,21.94,67.49,12.75,14.45,17.07,14.65,102.84,-13.62,-24.09,29.03,133.23,21.75,91.93,-252.43,153.4,-39.29,50.54,72.73,-21.73,31.99,0.0
1.0,2.0,1.0,1.0,-27.13,3.73,33.38,25.49,-8.14,61.36,-11.92,7.17,13.36,-281.83,36.94,-53.73,-8.74,-10.47,-10.95,55.36,114.0,2.21,0.28,-50.64,-1.1,24.84,108.64,1.0
2.0,1.0,1.0,1.0,-131.26,-30.21,-144.1,73.32,75.0,12.15,11.71,29.19,-52.14,-82.34,12.73,58.35,59.36,36.01,99.76,78.79,-8.45,-84.36,-11.84,-70.31,-60.97,59.52,89.26,0.0
1.0,1.0,1.0,2.0,7.77,-10.97,40.06,138.66,21.84,-37.7,-4.01,3.13,13.36,12.21,-16.09,-73.49,38.21,-60.34,-10.46,-14.29,325.65,-35.24,-4.0,88.15,-61.44,-11.62,-81.23,1.0
2.0,1.0,1.0,1.0,-17.65,32.1,64.97,75.27,0.09,-6.06,-9.05,14.11,9.7,-105.69,-3.6,-4.4,-9.48,37.43,-51.6,47.93,-414.45,-26.85,45.51,-23.24,38.77,79.71,133.9,0.0
1.0,1.0,2.0,1.0,125.55,2.63,-121.75,98.5,9.01,15.4,-37.64,7.23,17.95,-106.13,-8.3,-18.96,24.38,18.44,58.05,129.41,-165.19,66.37,26.77,-60.29,-76.87,-194.53,-40.12,1.0
2.0,1.0,1.0,2.0,6.88,62.75,37.6,-12.18,64.71,-16.49,30.56,14.0,-18.79,-3.39,46.63,110.59,10.23,63.22,-75.33,-61.31,136.41,94.73,53.7,84.47,66.3,0.7,-74.1,1.0
2.0,1.0,1.0,1.0,48.16,9.97,27.47,92.91,1.98,0.56,-30.16,16.94,7.06,-6.95,17.4,88.93,-10.27,18.63,8.01,1.44,-0.71,-157.52,-28.41,42.58,-62.38,167.52,98.12,1.0
2.0,1.0,3.0,2.0,-529.18,-16.5,11.06,-141.09,50.91,-20.03,-4.94,16.09,22.73,-134.86,3.26,5.85,33.3,-60.13,24.09,-2.99,36.22,-166.6,36.87,190.14,-38.07,-200.05,31.36,0.0
2.0,2.0,2.0,1.0,-68.62,-21.06,-111.57,-65.49,11.35,49.63,-28.09,12.97,-38.12,-105.62,-23.92,-7.94,17.61,-6.15,37.49,87.45,75.55,44.42,-76.98,-150.56,-4.81,56.6,-5.63,0.0
2.0,2.0,2.0,2.0,-370.71,-13.27,9.29,-14.8,90.94,33.01,0.46,0.43,-3.78,-78.25,6.67,-123.52,68.55,-25.88,79.69,-56.9,148.78,-207.76,3.12,-40.73,37.21,49.88,19.56,0.0
1.0,1.0,1.0,1.0,44.84,-51.64,-24.66,194.79,5.89,25.15,62.96,25.25,6.59,-132.95,26.12,1.8,8.99,-60.4,32.1,25.32,-343.37,-8.18,2.88,-30.7,-43.2,1.99,-37.47,1.0
2.0,0.0,1.0,2.0,-11.1,19.65,23.87,-63.58,1.02,67.45,20.67,6.86,-4.35,-89.69,-11.57,158.71,17.12,-53.69,39.79,146.05,-306.76,30.27,-60.04,196.05,-87.0,24.06,52.6,0.0
