cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,target
1.0,2.0,146.11,-25.15,37.79,-1.21,-4.73,-30.05,36.24,-32.75,0.97,101.98,128.02,-86.08,88.99,-97.29,6.32,25.77,33.05,2.0
1.0,2.0,186.58,-56.2,-193.11,6.93,-304.36,19.1,-39.72,-106.87,166.55,50.24,79.6,-8.9,81.64,-64.22,18.32,163.06,-122.55,2.0
1.0,1.0,73.49,51.67,82.99,-5.28,45.92,-20.12,-22.06,-69.34,-116.56,148.94,-64.72,147.43,94.75,-78.17,108.64,84.34,-86.95,1.0
2.0,2.0,-81.85,-101.28,-329.99,3.37,-75.63,-25.84,-63.35,-156.94,-59.91,-7.13,39.83,-171.29,2.55,35.39,-194.86,-41.77,19.43,2.0
1.0,2.0,173.25,-8.44,-74.39,9.99,36.95,-24.84,-11.86,113.6,14.16,-14.29,145.14,-3.48,-75.49,-60.1,87.55,55.86,41.54,2.0
1.0,1.0,29.85,-6.86,-30.84,-0.7,-21.21,-10.29,-28.18,108.04,-13.46,-54.88,16.22,-57.54,-82.6,-190.68,-151.44,-4.48,-29.98,2.0
2.0,2.0,-38.63,-42.53,-86.0,-7.2,69.58,3.69,10.47,35.44,-19.42,-19.4,6.28,-91.85,42.81,102.9,-34.43,92.33,47.23,2.0
2.0,1.0,-364.96,-4.77,-95.33,-4.8,67.87,38.89,-11.97,36.96,81.91,72.71,52.93,18.9,-144.15,-81.9,145.04,41.57,113.55,0.0
1.0,1.0,136.75,2.93,51.84,-1.73,-21.49,21.79,-77.35,-29.21,-4.79,-4.98,-117.63,-130.99,20.47,40.2,21.15,18.63,73.29,0.0
2.0,0.0,75.78,79.37,158.53,14.88,-69.6,-31.85,-43.1,82.58,-86.0,-184.54,65.87,126.04,-107.48,21.33,-14.79,48.81,-21.76,1.0
2.0,2.0,95.69,-49.64,-279.17,3.58,-270.41,-44.62,-98.58,-16.57,-138.49,-85.31,-177.34,16.77,168.76,51.28,-96.08,289.85,-164.81,2.0
1.0,2.0,55.15,-62.1,-149.93,-4.77,-217.99,5.61,6.96,120.09,9.36,-48.83,13.8,-67.1,33.5,-78.99,76.09,13.89,-101.75,2.0
3.0,1.0,-464.33,-52.69,-218.28,-5.96,-78.19,9.07,41.93,-69.87,-38.17,-32.51,-138.75,-24.41,-76.02,57.48,-89.38,-35.14,-62.06,2.0
1.0,1.0,4.96,50.71,148.65,-7.25,178.57,0.5,-20.94,-47.5,-21.18,71.81,-6.22,-116.17,-117.11,-120.86,-114.5,297.48,44.21,0.0
1.0,3.0,246.1,-60.31,-235.44,-2.85,238.52,-10.96,-13.26,-17.64,-78.89,43.76,61.73,-79.51,47.07,98.99,-202.81,144.46,-6.14,2.0
0.0,1.0,128.28,18.57,192.09,4.82,-75.75,12.4,63.3,34.9,-2.19,30.75,55.94,-44.56,91.07,-213.53,6.96,-151.76,131.26,2.0
2.0,3.0,93.88,-79.11,-298.11,-3.43,-26.53,14.22,-100.46,26.45,-58.78,49.36,16.18,-116.52,-3.83,82.36,-13.23,240.74,109.43,2.0
1.0,3.0,38.92,-70.85,-154.36,4.66,256.66,25.38,61.36,57.76,136.3,46.68,33.04,-161.43,23.27,108.61,-78.44,-9.06,-5.19,2.0
2.0,1.0,63.72,58.88,-46.7,11.7,55.43,14.5,-26.57,70.97,-72.26,66.74,2.9,139.04,-53.83,-7.81,33.09,32.38,115.87,1.0
1.0,1.0,77.64,38.5,-34.27,3.21,-56.61,3.67,-53.14,68.24,-29.64,-28.2,2.97,195.65,-53.07,-49.39,-36.56,13.05,-79.94,1.0
1.0,1.0,203.23,-23.64,-215.57,6.15,-156.08,12.77,-76.31,145.28,-91.32,43.56,84.66,-144.83,-109.97,-48.5,78.3,-150.25,70.01,1.0
2.0,1.0,-187.35,-11.07,-185.84,2.8,-106.78,24.31,-8.55,-38.48,-25.64,-38.21,61.79,63.31,-88.83,26.88,-74.21,48.96,-124.37,0.0
1.0,2.0,182.42,3.0,-24.51,1.84,-2.41,-7.55,-54.61,82.41,16.27,79.88,84.37,-36.74,112.2,-184.78,6.13,-52.31,-142.34,1.0
2.0,1.0,54.32,53.4,-73.62,-6.66,43.33,29.86,-49.28,172.3,-15.13,34.62,-64.99,123.74,-111.18,60.83,117.62,7.92,70.5,1.0
1.0,1.0,291.39,-32.99,-203.17,8.25,-181.98,22.21,-73.67,-66.08,67.36,55.19,49.86,-75.5,-95.68,-129.77,81.26,-164.07,89.31,1.0
1.0,1.0,136.58,39.25,27.28,-6.03,195.04,-31.19,-63.47,-229.82,-18.94,-100.49,-36.72,-43.81,-113.79,33.1,32.92,-80.59,-48.55,0.0
1.0,2.0,50.96,-89.93,-125.29,-0.5,-146.85,-17.08,-8.73,94.19,-52.99,11.05,25.47,-187.8,183.22,-11.89,191.5,-34.53,55.92,2.0
2.0,1.0,-96.77,-77.04,-170.93,4.41,-444.45,-27.32,-69.82,-64.01,86.46,-89.51,-40.77,-116.37,73.28,-99.51,162.09,99.79,-38.25,2.0
2.0,1.0,80.59,23.82,-108.68,-6.41,-18.08,-47.2,-84.29,111.12,3.01,83.36,-57.16,50.03,13.37,-29.08,128.39,121.89,-7.22,2.0
1.0,1.0,30.62,91.63,-38.67,-11.48,358.28,3.17,-33.78,2.15,52.68,-55.42,-31.77,53.9,-15.84,-68.21,-128.39,-0.71,-52.32,0.0
1.0,1.0,46.67,7.85,132.03,1.5,-125.98,46.84,-51.5,45.06,-76.28,-48.86,50.54,-79.26,62.4,-0.83,-11.93,-47.39,12.36,0.0
1.0,1.0,-18.32,13.51,256.18,4.87,26.64,60.92,-20.73,11.38,-58.65,32.68,15.75,-138.97,-55.83,-47.94,21.99,-29.95,20.07,0.0
1.0,1.0,-143.51,-20.3,-93.31,-4.03,-26.51,12.75,56.12,63.51,-179.07,52.1,-53.81,28.87,112.7,-76.15,34.48,12.66,-254.25,0.0
2.0,2.0,-240.05,-84.92,-138.43,0.89,25.6,-45.3,64.37,-5.75,178.0,114.39,95.7,-135.07,-82.96,61.75,-130.07,-4.25,-37.96,2.0
2.0,1.0,-3.18,-1.7,-24.88,2.62,-272.67,-20.67,-53.22,1.03,40.54,-132.51,106.11,105.66,4.68,6.31,64.28,253.69,-4.4,1.0
1.0,1.0,80.46,58.04,98.18,8.94,389.63,-36.86,-2.04,142.36,-64.15,-45.02,-65.94,-74.62,-21.34,-99.86,16.49,86.9,147.14,0.0
2.0,2.0,-51.07,-106.65,-199.47,3.69,-260.63,-69.83,-9.66,-14.98,-157.44,-8.37,-61.73,-185.48,-127.83,-35.95,-55.59,-60.68,47.72,2.0
1.0,1.0,66.12,26.3,200.5,6.46,-32.07,20.68,29.25,89.01,115.03,-28.71,-24.76,58.46,-78.93,-20.83,43.83,67.11,-36.0,1.0
1.0,2.0,88.96,36.86,107.67,-2.55,324.21,5.13,-14.63,-3.91,-75.88,29.89,-138.01,-120.88,141.25,-31.38,-37.03,56.14,-53.84,0.0
1.0,0.0,276.09,73.12,-141.37,-5.0,31.14,-18.87,18.85,-69.85,-4.36,-73.55,-115.49,133.67,-171.83,-109.84,50.25,83.79,-10.39,0.0
1.0,2.0,-100.08,-48.55,-67.62,11.95,-73.17,36.57,31.94,183.28,-42.93,-26.69,117.08,60.62,-43.7,-129.9,170.99,101.73,176.52,0.0
1.0,2.0,155.64,11.04,35.28,4.22,150.2,-31.62,-41.04,77.9,-16.02,36.41,101.81,-169.18,-43.76,-31.57,-19.5,214.23,-19.9,0.0
2.0,1.0,-30.84,-18.93,-147.75,-6.97,-188.58,0.88,31.83,70.18,-86.93,178.21,-135.62,133.56,58.29,141.14,91.26,-108.92,10.18,0.0
2.0,2.0,-71.27,-35.28,-144.26,-12.71,95.03,-17.8,1.27,-90.73,55.5,41.24,142.13,-48.92,-19.43,97.29,-50.51,75.16,150.59,2.0
1.0,2.0,-155.06,-46.57,-18.03,2.77,-70.71,-0.56,40.59,178.75,44.55,-96.91,35.31,58.96,156.64,-173.05,39.41,252.85,7.05,0.0
3.0,1.0,45.87,-24.23,-190.28,-4.81,-320.45,54.4,-82.94,-92.6,109.91,41.13,-83.04,39.04,30.47,145.26,-45.92,85.44,72.9,1.0
1.0,2.0,-144.78,-104.83,-105.28,0.2,-335.14,-64.88,-8.8,-118.77,67.55,81.21,3.07,-234.64,193.6,-121.32,-14.47,4.07,44.26,2.0
1.0,2.0,298.41,25.06,19.22,0.27,245.6,-22.85,0.37,-33.25,-120.93,-41.81,-106.51,7.32,-121.64,-23.29,-33.79,57.03,-45.31,2.0
2.0,1.0,255.91,65.86,-193.27,-11.21,137.66,-2.79,-11.25,-30.27,-21.3,-72.07,81.78,147.43,94.05,128.89,131.09,-95.76,-3.75,1.0
2.0,2.0,-74.13,-59.91,-178.34,-8.27,-283.92,-48.19,14.39,-3.4,115.62,-88.46,0.95,43.09,25.87,-17.71,-51.85,117.6,-67.82,0.0
2.0,1.0,102.71,27.9,19.0,-9.39,-79.38,-25.51,-32.9,-6.71,77.27,86.18,129.5,-63.4,110.04,52.88,-35.77,64.51,69.26,0.0
1.0,2.0,63.66,-95.81,-78.26,4.43,-65.27,-6.51,18.89,21.35,-295.42,32.95,75.98,-239.79,,-40.77,78.71,-92.45,-125.39,2.0
2.0,3.0,49.01,-100.66,-193.2,2.47,-111.09,3.57,-24.65,-70.95,8.05,163.23,65.83,-108.47,-46.56,92.19,15.42,57.57,35.92,2.0
1.0,1.0,479.35,23.32,-217.81,4.88,92.28,8.61,-5.82,-69.44,-45.61,-69.82,-5.6,3.86,96.23,-22.43,79.97,320.29,-42.68,1.0
2.0,1.0,11.66,30.42,5.75,-2.84,7.96,62.92,-43.37,-66.84,36.97,10.09,-19.98,53.0,-135.88,-19.28,-24.72,65.57,57.78,1.0
1.0,0.0,254.66,90.58,66.73,-3.7,-128.0,17.89,-121.36,-27.26,66.86,-5.84,134.04,104.69,82.39,-114.88,149.32,317.26,-138.71,0.0
1.0,2.0,247.58,-13.65,-76.35,11.17,-227.3,63.76,-30.98,-3.38,105.18,4.65,-52.09,47.74,-10.96,-76.45,-84.16,231.92,58.58,2.0
1.0,2.0,220.25,-19.86,78.28,8.43,-230.31,-46.46,-40.98,73.0,-141.41,74.5,2.68,-71.96,38.04,-94.99,32.25,108.16,19.8,2.0
1.0,1.0,148.93,25.67,67.04,-2.21,-329.73,42.95,-65.9,-81.03,-57.1,-14.98,18.74,69.1,75.08,-89.57,109.25,310.83,-172.39,2.0
1.0,1.0,134.67,-20.36,105.94,2.73,-158.2,-11.11,-37.93,16.96,-89.96,30.08,25.67,-178.16,130.22,-14.43,127.28,90.34,-3.3,0.0
1.0,3.0,-22.99,-75.41,-177.87,0.92,86.98,-29.06,36.94,7.6,126.29,26.95,10.51,-116.14,39.25,33.59,67.4,91.4,37.07,2.0
1.0,1.0,28.47,-41.61,-49.84,-8.15,-279.87,-35.97,-37.51,140.8,-20.21,-13.44,50.68,-89.74,87.14,-91.71,27.3,109.23,101.19,2.0
1.0,2.0,371.15,-5.09,-60.6,9.65,6.76,20.69,-56.88,45.69,-125.91,168.04,-155.33,1.6,-40.63,28.71,1.1,188.32,53.17,2.0
1.0,1.0,154.11,-0.8,-34.17,-2.96,102.72,30.63,-15.72,32.69,35.22,39.33,74.79,-136.31,16.13,11.47,-49.05,-60.0,-8.43,0.0
2.0,1.0,-156.76,-44.65,-263.89,-4.27,-153.2,8.49,-13.95,-119.77,-66.51,69.71,111.41,-22.78,37.06,-24.0,-138.75,-86.64,85.0,0.0
2.0,1.0,296.24,47.35,-147.24,4.08,1.05,24.0,-35.98,173.08,9.54,-46.39,53.93,149.02,20.74,67.02,-46.84,57.91,78.15,1.0
2.0,1.0,176.95,-8.39,-117.22,-4.22,-351.66,68.23,-113.34,-44.55,136.43,-79.99,-75.81,59.8,195.65,-59.31,167.3,382.69,-8.54,2.0
1.0,1.0,108.44,29.02,52.68,0.08,-47.51,4.3,-33.79,155.3,115.21,3.27,-158.98,0.53,-14.41,9.05,-19.01,-58.24,-1.49,0.0
3.0,2.0,-361.79,-87.11,-111.34,-7.06,-54.2,52.14,47.84,-60.98,8.44,29.55,-76.89,-153.08,129.76,189.9,-17.92,-120.67,-187.85,2.0
1.0,2.0,83.5,-31.56,-41.64,1.36,-117.16,-26.39,-17.19,37.46,-111.95,32.31,35.91,-46.99,-71.89,-83.44,-154.38,-165.62,33.79,1.0
1.0,1.0,172.94,62.81,34.72,-11.39,133.49,-15.76,3.5,-78.08,0.87,-108.16,23.56,54.23,-23.37,24.02,61.42,15.09,-133.95,1.0
2.0,2.0,-201.33,-15.04,-88.85,-0.46,-66.61,-9.18,-11.48,-48.54,156.57,-160.44,-167.07,120.04,123.73,-111.41,-8.81,256.05,58.15,0.0
2.0,2.0,-79.74,-42.13,-122.22,-1.7,114.97,-26.05,3.53,-65.38,-191.56,3.4,-104.22,-90.82,14.81,210.03,12.73,-64.36,-59.59,2.0
2.0,1.0,-88.54,8.97,45.05,-9.12,-36.86,23.56,39.76,-64.69,-97.93,190.58,-53.78,22.01,63.09,3.39,87.0,-43.79,29.3,0.0
1.0,2.0,-234.11,-15.94,70.24,3.84,100.55,-10.86,88.0,-23.41,62.51,70.93,131.72,41.51,127.93,-137.32,-49.38,79.99,-172.72,0.0
2.0,2.0,-103.15,-24.28,-90.25,0.4,-160.41,37.34,22.23,-80.83,15.5,-152.9,35.52,117.12,-107.61,92.71,70.12,17.16,-79.23,0.0
1.0,2.0,11.06,7.24,105.42,-12.39,-36.84,-41.15,90.73,34.51,-69.99,-101.18,-9.75,205.28,95.89,-87.16,-78.05,102.1,10.71,1.0
1.0,2.0,364.83,20.61,-41.42,-4.12,56.01,20.15,-125.11,9.92,41.66,-23.28,-67.02,-79.93,-30.18,68.04,145.44,41.88,45.5,0.0
1.0,1.0,306.43,22.13,-165.48,16.64,103.89,26.27,-49.83,60.8,128.7,131.69,139.83,-117.78,58.13,-48.26,-3.74,314.83,-61.86,0.0
2.0,2.0,145.57,-16.54,-185.94,-8.57,-179.18,48.68,-26.76,-116.23,-99.45,-45.82,34.26,90.23,21.0,17.46,-143.96,271.56,19.13,1.0
0.0,2.0,90.25,-69.29,-26.44,4.47,73.35,41.06,41.8,86.05,-100.71,27.64,11.2,-208.79,-94.45,-150.33,-33.22,-129.87,-0.39,2.0
1.0,2.0,-115.25,-86.77,-120.45,10.08,-205.37,49.7,-18.53,108.45,-76.41,85.8,6.16,-210.12,-15.71,-86.75,-20.39,-169.54,-5.59,2.0
1.0,1.0,-114.9,16.01,21.62,-1.24,71.47,-38.28,127.33,80.71,-69.36,33.66,263.8,118.58,99.72,38.34,32.45,-105.65,-51.31,0.0
1.0,1.0,254.18,5.94,-46.07,-17.24,-236.61,7.65,-83.5,20.22,-11.26,-29.48,-48.72,42.53,-11.91,-75.87,-81.17,213.46,55.37,2.0
1.0,1.0,100.08,94.87,84.87,0.87,224.15,-58.66,-24.54,64.0,-188.83,2.43,55.18,78.21,-58.24,-174.6,-41.09,150.95,22.67,0.0
2.0,2.0,-146.97,-21.17,-84.77,-6.11,-76.28,-70.06,30.59,-106.82,-30.52,-62.29,96.21,92.28,76.74,-26.71,55.03,77.44,20.68,0.0
1.0,1.0,37.57,13.36,-14.11,6.55,-66.95,-50.05,20.19,-67.44,88.69,-100.96,130.54,36.97,89.5,-55.16,-67.37,32.84,35.65,1.0
1.0,2.0,22.07,-62.37,-66.78,-5.75,-314.42,-8.33,84.64,46.75,-8.36,3.57,31.25,100.36,41.28,-5.89,128.84,271.11,69.71,0.0
1.0,2.0,96.75,-67.61,-203.35,1.56,-142.03,48.19,-32.3,-49.72,38.31,-43.63,55.12,-83.39,2.63,-64.65,-3.36,116.13,-42.22,2.0
2.0,1.0,-157.82,-2.12,-102.09,7.79,-31.85,18.69,11.58,-33.36,-27.81,35.31,-50.2,108.12,15.4,-28.14,212.2,16.99,-70.58,0.0
2.0,2.0,131.26,-14.12,-33.81,-6.04,229.14,19.36,-0.94,-6.27,-138.17,60.04,61.48,-72.19,-97.99,214.39,93.39,-78.75,67.16,2.0
1.0,1.0,263.22,74.54,-42.31,-12.87,391.08,-30.39,-80.67,55.57,-46.45,-40.83,76.38,25.94,-59.74,-73.52,-7.65,83.27,-97.06,0.0
2.0,1.0,-197.88,-27.84,-154.65,7.12,-33.54,19.72,-2.55,-171.68,35.75,-35.31,-24.23,17.31,-28.15,-91.58,11.51,43.65,94.09,0.0
1.0,2.0,-28.81,-80.68,-132.71,0.13,-245.8,-8.65,25.36,134.09,24.85,82.79,-66.03,20.14,-67.41,-133.88,-92.13,170.24,73.86,0.0
2.0,2.0,-80.31,-38.84,-99.4,-5.21,-255.8,-24.82,15.15,55.17,8.14,130.31,-52.63,152.91,-75.21,59.26,-143.3,149.66,8.74,0.0
2.0,2.0,-238.87,-28.4,-49.75,-10.14,28.25,-18.07,13.63,4.3,-60.19,-68.72,129.58,13.81,33.57,-78.46,-18.04,-105.09,72.61,0.0
1.0,3.0,193.75,-83.21,-314.91,4.46,-57.03,-48.27,-12.7,21.42,21.7,-108.3,-28.34,-44.74,42.76,-82.51,131.57,117.81,134.84,2.0
1.0,2.0,-15.35,-63.86,-50.19,-10.34,-241.63,-4.16,66.91,4.29,-9.51,24.15,-5.21,70.68,-6.79,-6.78,42.75,114.86,-113.56,0.0
2.0,2.0,28.14,-5.24,-179.95,-4.11,147.73,-10.54,32.84,85.67,-63.65,-20.99,-29.26,28.49,84.06,32.4,-37.44,-104.27,78.32,2.0
1.0,2.0,44.63,8.77,205.16,-2.02,-54.88,11.64,98.03,-22.82,161.14,-70.19,-160.65,170.94,-102.84,8.7,-68.85,237.63,97.35,1.0
1.0,1.0,217.95,97.51,-23.43,2.73,173.54,-16.97,-51.09,48.22,49.97,-19.59,52.28,199.27,-107.76,-19.36,63.95,-127.6,-137.46,1.0
1.0,1.0,261.9,23.51,-31.37,0.65,-180.82,40.0,-30.44,226.96,-148.24,41.68,-94.44,33.75,44.79,-73.69,-38.81,-74.68,-5.87,1.0
1.0,1.0,-36.57,-36.56,-46.98,-3.98,-328.17,-23.11,-29.05,-16.59,70.26,42.18,-60.28,-63.18,79.04,-122.73,34.96,161.21,-9.14,2.0
2.0,2.0,-111.86,-26.55,-101.99,2.88,-197.56,-13.79,-2.42,109.1,-2.11,124.57,1.71,142.83,81.53,50.4,-14.34,112.29,34.4,0.0
1.0,2.0,253.2,-47.01,-51.3,-2.81,-162.11,-7.34,-12.01,21.85,-104.68,-187.21,8.08,-53.66,-75.95,-33.74,-97.05,201.63,65.37,2.0
2.0,2.0,-43.01,-12.35,69.02,2.96,-91.48,6.78,81.7,34.3,82.27,-50.75,21.11,221.87,71.93,107.05,90.05,14.0,-75.69,0.0
1.0,1.0,266.42,-23.51,78.21,8.03,-364.33,40.68,-11.99,-155.71,-123.44,99.57,45.86,-29.4,-23.29,2.92,46.24,-228.25,58.06,1.0
2.0,1.0,168.82,22.33,-63.59,3.34,-25.79,-18.05,-29.07,-46.37,-19.94,-189.55,7.21,27.43,2.31,62.81,33.42,99.27,-129.22,1.0
2.0,1.0,-304.36,6.35,-82.98,-6.21,138.16,65.49,70.61,-30.5,65.49,-70.27,79.84,20.22,127.66,-60.83,-152.01,118.41,20.12,2.0
2.0,1.0,-10.38,24.35,-14.29,4.84,-72.54,13.37,-62.47,-24.1,-133.49,-110.04,25.65,90.41,64.02,-20.16,-86.91,128.61,-87.47,1.0
1.0,2.0,197.54,-23.14,4.29,5.12,-246.15,-15.48,-35.95,40.94,-33.94,-30.01,-61.19,-28.66,-107.58,-50.77,-29.91,236.22,108.67,2.0
2.0,1.0,-394.05,35.5,-110.67,-7.32,174.2,-22.47,-24.66,54.09,-3.08,15.42,-50.79,43.34,-28.09,-17.46,117.3,-102.19,22.97,0.0
2.0,2.0,120.24,-84.45,-203.44,5.35,-404.58,-27.13,47.14,-35.88,-54.86,55.84,-91.33,57.48,21.58,40.07,-29.96,98.89,-22.55,0.0
1.0,2.0,412.4,-7.4,60.39,8.83,-31.52,27.2,-34.7,104.9,23.68,-93.56,-73.27,-26.51,49.01,-59.39,-98.49,293.23,-9.48,2.0
1.0,2.0,-181.52,-45.32,30.19,-5.51,-89.24,-34.53,62.21,173.63,60.39,-74.86,95.06,77.89,173.01,-8.63,-81.22,65.48,21.93,0.0
2.0,2.0,-90.93,-65.11,-197.51,-2.03,97.51,13.6,31.24,-23.92,-54.83,144.49,56.68,-102.32,-1.31,59.54,-92.71,90.66,102.85,2.0
1.0,0.0,-35.98,116.43,176.28,7.23,170.56,-38.06,-32.62,51.29,26.76,-132.86,7.54,116.86,-89.75,-127.25,-15.45,120.11,29.14,0.0
2.0,2.0,1.56,-86.17,-70.34,1.9,-267.41,12.65,-40.55,71.79,-45.05,-55.94,152.2,-217.61,89.11,-34.14,-86.1,13.09,-67.7,2.0
1.0,0.0,279.57,81.12,3.39,2.2,22.34,44.01,-12.5,-22.42,-7.91,40.25,66.24,99.13,-40.47,-82.29,43.24,176.94,27.99,0.0
2.0,2.0,60.61,-76.73,-223.53,-8.08,-389.49,-42.55,22.44,-42.51,46.88,72.6,122.77,61.07,-61.26,7.31,116.73,150.86,-30.82,0.0
2.0,0.0,69.94,40.29,-179.75,-4.9,63.22,-11.13,-113.29,-67.83,-193.38,46.57,-11.62,-178.81,-73.76,-97.97,36.33,-159.63,6.44,2.0
2.0,2.0,-168.59,-63.92,-79.44,2.84,-49.38,-16.27,46.46,-208.66,-12.1,14.74,-34.64,-80.51,-73.18,-1.55,-69.05,46.75,36.59,2.0
1.0,2.0,70.06,-54.93,-254.6,4.03,34.58,28.67,-16.61,74.62,28.26,51.6,5.78,-56.64,153.51,-57.66,127.41,27.55,-44.92,2.0
1.0,2.0,-141.55,-22.34,140.38,0.73,40.18,-17.93,126.88,256.33,82.17,-88.52,67.0,107.75,-14.9,-48.48,-18.97,40.6,-25.25,0.0
2.0,1.0,-14.47,43.59,-35.03,-6.18,266.01,-51.94,-10.05,98.92,76.79,19.88,1.87,13.71,43.19,73.33,21.92,266.41,28.74,2.0
2.0,1.0,98.24,-28.15,-104.27,8.36,-168.65,-39.26,10.13,117.56,-39.45,191.61,-106.83,-6.92,-53.02,10.42,78.51,-41.6,-22.4,1.0
2.0,2.0,344.14,-6.48,-221.92,2.36,-182.22,-63.41,-23.38,-152.43,35.75,47.47,25.4,173.46,-81.18,83.17,-78.72,-61.18,136.16,1.0
1.0,3.0,-83.85,-114.22,-276.79,5.45,9.54,17.57,66.79,23.71,-30.01,2.11,13.26,-132.27,-45.4,-43.05,-100.81,34.28,-96.25,2.0
1.0,1.0,310.71,-3.25,-201.57,12.97,-226.17,-35.14,-66.73,234.19,31.95,-146.85,-77.49,-43.75,-53.01,-64.01,55.64,-133.48,102.92,1.0
1.0,1.0,84.0,-9.92,-224.63,13.5,4.85,12.85,-85.25,-56.54,185.62,-35.49,-81.69,-156.8,-140.62,-101.89,-5.34,-163.02,-30.1,1.0
2.0,1.0,213.62,-1.6,-116.53,15.21,-147.63,-26.48,-23.15,-27.53,18.45,195.37,28.41,82.25,-33.29,68.19,25.88,124.77,49.48,1.0
1.0,2.0,166.7,-32.74,30.87,3.59,-237.1,9.39,-12.64,-131.39,41.49,73.22,4.56,-50.99,-49.37,-93.15,-44.67,-174.57,-55.48,1.0
2.0,2.0,84.14,-90.82,-134.59,-1.18,-369.29,26.74,44.64,24.88,-128.67,70.98,-29.32,80.25,15.11,29.81,-190.6,115.59,-5.88,0.0
1.0,1.0,73.3,34.44,143.03,-9.72,-104.31,18.14,10.55,-11.42,-59.66,-71.21,-17.33,15.76,29.02,19.88,26.33,-6.6,-132.18,1.0
1.0,1.0,100.01,14.7,-151.06,0.97,24.52,10.28,-61.75,-144.14,-90.1,-178.33,-166.9,-82.15,-51.12,-56.81,76.1,-53.58,173.05,1.0
1.0,1.0,50.73,14.44,194.88,9.63,117.42,-21.33,-5.01,-80.35,118.27,68.09,35.17,-175.03,-130.84,18.96,89.8,24.62,148.75,0.0
2.0,1.0,250.19,35.72,-104.63,9.84,-35.27,-38.29,-34.4,163.68,-65.45,-20.44,-92.66,99.11,9.09,59.12,-7.28,171.66,40.32,1.0
1.0,3.0,43.91,-121.65,-94.04,-2.16,-392.15,-6.46,22.25,-25.24,113.51,96.28,-68.97,56.97,98.04,-37.12,-148.92,250.94,-30.88,0.0
1.0,2.0,94.1,-0.18,127.39,-5.94,-78.33,-19.41,-84.88,120.12,66.53,-153.92,-98.29,-106.1,136.82,32.47,58.52,-91.89,-105.78,0.0
2.0,1.0,-416.68,-19.77,42.83,3.06,-283.65,-60.49,-93.63,-106.58,-59.14,-36.42,159.22,66.96,-76.35,-64.6,-0.32,154.03,120.37,1.0
1.0,1.0,125.73,83.19,72.11,1.27,268.03,-5.9,7.31,55.35,24.71,53.03,188.04,24.91,118.21,-124.36,86.46,166.8,-46.9,0.0
1.0,1.0,126.66,14.73,-84.23,3.31,126.14,-0.09,-25.74,70.64,-8.36,29.52,-207.96,-97.21,119.23,11.04,-75.84,0.74,-79.7,0.0
1.0,2.0,-262.79,-9.39,83.39,3.16,114.33,-43.62,87.2,24.25,-119.52,-210.58,17.44,63.32,6.38,-84.04,-21.13,37.37,77.86,0.0
2.0,1.0,297.29,44.41,-165.68,-10.73,-128.74,40.33,-58.25,-99.28,-43.38,-116.64,82.25,233.86,-67.68,90.61,32.14,30.09,3.44,1.0
1.0,1.0,-52.62,32.87,-6.34,-0.21,49.87,2.31,-34.88,191.63,198.91,-147.41,115.26,-62.93,22.66,-104.87,85.81,-130.44,27.28,1.0
0.0,1.0,311.6,95.77,31.96,-16.04,215.95,-2.52,-85.85,-30.16,-41.13,162.01,-9.54,35.46,91.9,-282.7,-79.35,410.8,15.79,0.0
1.0,1.0,22.03,75.37,105.82,1.56,310.44,3.27,-54.27,-192.64,182.95,-53.94,165.23,-55.3,-25.98,-11.02,147.27,125.36,-22.48,0.0
1.0,1.0,4.73,-22.6,-101.79,-13.23,-116.36,-15.38,-92.58,81.48,-20.0,-153.81,-19.0,-250.21,203.89,-129.73,80.09,-379.21,22.33,1.0
2.0,2.0,-77.2,-53.9,-69.35,1.51,89.39,18.32,46.69,-24.88,31.96,-59.83,94.61,-101.11,17.77,51.29,-46.94,34.47,102.16,2.0
1.0,1.0,145.92,64.62,114.13,1.34,-44.78,5.48,26.31,-68.03,-141.77,19.38,-203.51,128.04,-64.9,-36.88,-86.64,169.06,-32.77,1.0
1.0,1.0,109.8,32.64,-105.11,12.59,-64.42,25.31,-5.64,63.83,99.99,-98.63,3.02,51.29,-144.17,-35.7,-2.35,0.27,58.87,1.0
1.0,1.0,-392.11,26.02,85.66,0.5,210.99,-27.09,65.06,85.48,79.06,227.2,9.76,57.77,-61.75,-106.37,-29.59,23.45,-83.73,0.0
2.0,1.0,-220.6,30.36,59.7,-8.74,-218.53,-20.05,-77.6,-58.14,13.46,-40.62,26.28,88.26,-94.54,79.08,-65.36,22.52,-0.38,1.0
1.0,2.0,395.99,45.83,1.82,-0.06,195.44,-55.88,-50.01,-54.54,92.09,-76.27,100.18,105.25,-11.27,-10.46,-50.08,321.75,146.33,2.0
1.0,2.0,218.73,-26.33,71.98,1.45,18.37,37.74,9.97,14.96,-40.28,26.27,117.37,-108.32,-1.79,-43.89,-85.37,114.1,-146.29,2.0
1.0,2.0,331.17,0.81,-89.69,-8.9,187.1,21.27,-78.16,101.55,-5.18,11.55,36.73,-125.85,-106.38,-65.91,-95.01,70.45,18.39,0.0
1.0,2.0,16.51,-56.93,-179.05,3.75,-281.72,14.49,36.47,91.37,37.39,96.78,-104.96,70.19,-30.59,-56.47,82.58,161.57,-6.12,0.0
