cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,target
1.0,1.0,15.11,3.15,16.82,-48.31,-85.73,45.66,-8.78,10.69,136.34,-104.82,-5.24,19.44,-29.18,1.0
1.0,1.0,-0.38,11.19,29.85,-16.87,-246.0,-33.52,10.98,-17.64,56.61,-15.88,98.12,51.93,7.07,1.0
1.0,1.0,-0.49,-16.21,-92.91,-56.37,-116.21,51.36,31.03,-23.46,-64.16,-77.61,78.53,-40.41,21.16,0.0
0.0,1.0,18.74,-4.0,-96.11,-6.84,-334.64,-219.14,2.61,37.47,-295.98,7.49,20.4,-64.45,-22.61,1.0
1.0,1.0,-6.63,-17.36,-14.79,-6.06,-115.2,-52.45,16.88,-11.36,-122.33,17.77,27.55,7.7,-26.46,0.0
1.0,1.0,-5.42,-55.96,-66.62,13.39,-29.64,77.26,38.4,-14.97,-78.32,-94.31,14.53,-22.56,-7.67,0.0
2.0,1.0,-5.06,-63.87,-80.89,-39.04,292.42,107.03,-10.07,-9.08,45.83,-136.27,96.15,-70.35,4.44,0.0
1.0,1.0,-5.4,16.84,58.54,34.89,279.39,15.98,-3.58,3.38,-181.5,142.98,-77.09,-27.85,-45.25,1.0
1.0,1.0,-11.13,17.14,-25.39,-43.96,31.52,-1.04,6.58,2.66,-17.81,82.06,8.32,26.17,27.43,0.0
1.0,1.0,0.66,-12.0,-104.98,78.98,-228.18,36.57,38.55,13.78,168.85,-147.73,37.15,0.96,-27.57,1.0
1.0,2.0,-7.54,6.73,-64.45,-8.52,-136.21,28.64,26.69,17.14,226.72,40.6,-34.67,37.98,-3.95,1.0
1.0,1.0,4.64,-15.57,37.21,9.1,-127.19,-17.6,13.01,3.69,27.47,-110.61,-37.42,14.79,19.84,1.0
1.0,1.0,1.34,4.54,18.57,-48.9,-359.76,-100.16,31.49,-37.0,-10.51,-84.26,15.19,-27.01,-20.74,1.0
0.0,0.0,3.06,-26.38,-92.02,-32.55,137.54,80.26,-32.46,24.85,-109.67,-97.6,-37.94,61.2,5.5,1.0
2.0,2.0,-15.99,-17.18,9.24,-33.45,627.96,175.15,-17.87,12.13,143.79,22.11,-93.83,-40.0,-94.4,0.0
2.0,1.0,-14.95,-38.72,106.04,29.4,355.74,76.23,-5.86,1.9,64.58,24.45,-67.9,26.61,15.62,0.0
1.0,1.0,-0.21,38.06,-26.57,-21.19,45.51,-77.58,-0.15,47.36,33.24,-36.69,-70.04,-25.18,-35.79,1.0
1.0,1.0,-19.31,-4.87,-25.63,-25.93,290.86,53.34,40.69,2.58,-400.27,-62.32,12.67,-33.39,29.41,0.0
1.0,1.0,-13.79,-23.19,-17.94,30.07,224.27,-3.91,2.38,1.45,-143.51,183.58,-14.01,-28.31,9.14,0.0
2.0,2.0,-8.56,-25.52,-113.71,6.12,-233.66,73.06,45.68,-9.02,243.69,227.46,38.05,17.39,-15.71,1.0
1.0,0.0,-4.29,10.22,9.76,-19.89,-48.08,64.54,46.49,-25.56,-155.01,-69.39,-70.22,-16.23,23.73,0.0
1.0,1.0,-15.11,-32.03,-71.78,43.52,142.78,-31.37,6.66,51.32,80.08,-48.57,50.05,9.93,-33.12,0.0
0.0,1.0,2.21,-9.44,-31.23,-34.66,3.79,4.07,-11.32,31.53,-146.07,-15.69,-56.53,70.83,7.09,1.0
1.0,1.0,9.56,32.2,-30.11,40.58,-23.32,-41.19,-19.28,3.88,-240.04,-35.98,-4.8,-6.58,-50.93,1.0
1.0,0.0,-10.37,-1.38,-199.52,-69.11,-100.19,157.4,73.62,40.3,190.35,-33.84,-34.11,12.51,-16.03,1.0
1.0,1.0,-9.03,27.82,-110.11,-37.02,-315.98,-56.08,44.23,-10.96,-34.22,-24.21,1.45,-0.58,-47.03,1.0
1.0,1.0,15.16,56.5,71.15,15.14,-274.29,-65.9,18.6,-8.09,24.87,29.86,-0.05,-24.31,32.97,1.0
0.0,1.0,22.2,17.59,-61.51,-4.27,-586.44,-211.93,-7.12,46.94,-25.19,-101.36,47.99,62.25,-3.54,1.0
1.0,1.0,9.07,-28.11,74.79,-14.62,-143.32,-11.35,0.6,-7.82,142.0,-84.34,-36.22,13.42,38.62,1.0
2.0,2.0,4.62,29.34,37.38,-69.6,-165.63,29.71,17.58,-19.74,311.39,132.36,7.55,-16.97,0.12,1.0
2.0,1.0,-11.44,-86.09,22.77,-14.91,183.31,31.8,29.84,-15.45,-46.53,139.43,13.69,-74.39,11.96,0.0
1.0,1.0,17.67,47.2,-93.44,-3.69,-433.3,67.73,4.91,-58.14,183.12,106.11,-38.49,-5.81,-7.73,0.0
1.0,1.0,6.73,-1.9,-61.73,-22.9,-373.83,-19.01,21.65,-34.13,14.95,-26.07,17.09,-1.75,-19.61,0.0
1.0,1.0,0.66,0.08,108.44,-3.59,-11.82,65.48,7.84,-34.87,-182.83,95.09,-3.76,61.28,17.48,0.0
2.0,1.0,-6.9,-31.08,21.18,39.34,301.52,99.09,-16.98,-19.91,49.32,79.78,-28.61,-23.51,-24.71,0.0
1.0,1.0,-0.44,-27.91,132.36,-5.1,116.32,-32.96,2.05,15.05,-40.09,-72.99,9.59,8.39,-15.33,1.0
1.0,2.0,-0.0,6.57,-10.46,4.34,150.35,230.71,8.67,-50.89,-142.02,6.1,39.62,24.95,-5.31,0.0
1.0,1.0,-1.37,-19.82,20.56,-6.96,-159.86,-1.15,8.19,-23.36,18.64,38.69,43.15,38.4,36.17,0.0
1.0,0.0,4.89,38.05,38.7,39.14,182.36,-6.31,-21.68,10.22,-197.89,-193.4,-71.75,-11.76,-25.47,1.0
1.0,1.0,-5.68,15.69,-57.63,6.59,80.29,71.43,10.49,-9.75,11.78,-63.14,-16.12,-19.48,6.3,0.0
0.0,2.0,3.42,21.68,-20.11,63.37,9.68,-86.89,2.47,-5.69,-537.81,1.33,-30.04,-40.43,-25.58,1.0
1.0,0.0,-3.06,16.09,102.3,39.08,90.58,88.08,12.96,-35.16,-259.81,-76.49,-4.83,45.68,25.95,0.0
1.0,2.0,-0.19,38.56,-27.78,22.23,-88.74,61.72,-10.61,-56.92,-124.15,-99.11,-34.46,31.07,-31.85,0.0
1.0,1.0,2.87,14.61,-53.42,52.34,-152.49,-96.08,7.98,25.88,74.57,-25.15,41.63,-30.31,-16.41,1.0
2.0,1.0,-15.78,28.56,36.2,23.6,326.97,-15.78,-29.37,4.26,62.21,67.54,10.64,-6.79,13.89,0.0
1.0,1.0,-20.41,16.95,38.84,-48.63,294.78,-54.32,2.56,15.07,-224.12,91.32,-73.32,-5.56,-2.6,0.0
1.0,1.0,1.29,-40.77,58.68,-46.71,-167.28,-36.0,35.33,17.48,41.41,-95.0,60.86,20.48,-36.3,1.0
1.0,1.0,-7.02,23.23,59.63,-30.0,213.17,132.25,,31.31,-125.17,61.73,15.39,-17.57,22.5,0.0
1.0,1.0,-6.85,18.97,-5.7,-7.63,60.88,17.47,20.24,13.64,107.77,-24.81,17.9,-18.83,22.01,0.0
1.0,1.0,8.55,9.52,-118.44,-4.6,-55.64,-3.15,-21.28,-5.83,-19.94,19.54,6.03,-40.79,4.87,1.0
1.0,2.0,4.16,15.32,-188.92,-30.5,37.24,127.65,-9.31,18.58,-39.94,34.0,-2.86,24.39,-2.41,1.0
1.0,1.0,9.34,37.07,-46.39,1.32,-10.04,57.26,-24.82,-10.44,282.25,-240.96,76.49,-27.59,-0.44,1.0
0.0,0.0,6.89,29.29,-50.93,-60.67,34.79,39.16,-34.18,-3.05,-175.54,-147.26,27.05,46.34,53.68,1.0
1.0,1.0,-3.62,18.76,-73.38,0.16,17.68,13.22,-3.42,-1.05,10.15,-47.25,-40.19,-9.44,22.86,0.0
1.0,0.0,8.96,61.3,-105.64,-43.4,-328.01,29.25,16.61,-28.81,93.91,-8.77,-9.35,-11.73,53.89,1.0
1.0,1.0,6.27,8.0,12.98,-8.74,-46.71,-30.05,-32.4,17.37,93.23,-175.13,129.5,56.19,-0.9,1.0
1.0,1.0,-16.61,41.43,58.98,-27.25,88.7,-0.12,41.74,-8.91,-206.49,-88.33,-59.92,1.89,-54.21,0.0
1.0,1.0,-22.84,-11.83,45.11,87.58,260.53,-30.88,20.09,15.74,-277.26,90.19,87.0,17.44,46.56,0.0
1.0,1.0,-1.09,-19.37,-53.61,-22.09,195.62,-21.74,-5.1,13.74,-92.34,148.43,8.63,-88.74,-30.17,1.0
1.0,1.0,-5.61,35.36,-37.97,-50.64,-148.03,0.83,47.71,-20.95,-309.56,-5.75,32.83,-6.35,33.12,0.0
1.0,1.0,-4.28,21.27,-78.66,35.14,5.28,38.19,-5.2,17.49,84.1,-89.4,-27.96,41.2,-15.87,0.0
1.0,0.0,7.23,-9.89,-74.1,21.07,-100.13,-24.94,-16.78,10.63,29.54,-3.61,46.92,2.67,-24.7,1.0
1.0,1.0,2.82,24.36,-86.36,-0.8,-55.62,-91.87,-5.12,49.74,8.82,128.56,-11.1,-14.18,-7.76,1.0
1.0,1.0,-0.98,-22.48,-66.63,10.14,46.3,-12.6,-1.73,11.38,93.4,-89.23,34.04,-51.97,24.85,1.0
1.0,1.0,-4.75,28.57,-35.89,-4.57,6.02,32.34,-5.51,-26.28,17.1,48.53,68.06,-0.55,38.94,0.0
1.0,1.0,-6.76,-2.36,-39.15,-12.42,44.43,,31.68,-21.16,-109.04,-118.79,27.44,-35.72,-33.03,0.0
1.0,1.0,5.67,27.64,22.11,74.93,-21.15,59.48,14.25,11.38,-8.28,7.0,19.87,25.58,32.11,1.0
1.0,1.0,-5.03,-49.57,138.75,-16.66,118.33,77.3,16.08,-19.48,-206.96,30.25,54.97,62.94,-13.74,0.0
1.0,1.0,4.02,-18.73,-1.15,-2.89,-387.25,-86.96,48.2,-21.63,-324.52,-79.86,42.46,6.28,10.55,0.0
2.0,1.0,2.92,-3.3,-83.1,32.69,26.99,210.68,22.29,-12.6,313.87,-50.2,15.1,-16.25,22.43,0.0
1.0,1.0,-7.78,-5.98,-128.89,-14.83,307.46,109.92,-37.23,37.6,273.37,90.69,-20.04,18.58,-18.26,1.0
1.0,1.0,16.28,-7.29,9.98,-67.44,-138.91,11.24,-24.91,-25.84,14.79,-112.23,-38.16,2.58,-18.66,1.0
1.0,1.0,12.85,-44.91,-13.08,-0.31,-116.65,-66.31,-10.02,6.45,76.67,97.94,-5.56,-52.79,-4.7,1.0
2.0,1.0,-17.76,15.15,43.05,-29.54,326.13,44.29,11.76,12.16,-42.36,-98.35,43.63,-6.13,7.19,0.0
1.0,0.0,-9.64,17.78,28.41,-8.56,154.02,26.25,3.39,-0.01,5.8,82.93,5.4,4.19,11.35,0.0
1.0,1.0,-2.5,9.85,89.79,-3.08,465.12,122.73,-27.43,-15.34,-72.71,-179.08,-84.58,-29.22,-18.58,1.0
1.0,1.0,27.82,34.36,28.18,-49.14,-153.96,-20.55,-45.37,-5.69,106.04,47.31,-31.27,-7.35,-5.98,1.0
1.0,0.0,-1.74,5.6,-76.56,-19.47,293.21,0.68,-20.77,40.23,15.61,69.65,-35.98,-65.4,30.91,1.0
2.0,0.0,-9.02,-1.22,46.86,0.26,429.29,186.47,-27.73,-37.23,-7.03,-8.05,97.2,11.56,-42.96,0.0
1.0,1.0,17.6,40.19,-140.47,20.47,-273.0,148.45,18.61,-34.76,275.22,88.74,20.24,-49.52,38.66,0.0
2.0,1.0,-15.65,4.87,-117.45,-13.86,595.48,115.26,-20.17,30.7,214.98,-107.24,-49.7,-111.58,-41.59,1.0
1.0,1.0,6.59,-19.2,-102.61,-36.77,-247.39,-47.2,9.33,-36.8,-131.33,-167.6,60.09,-62.94,-22.08,1.0
1.0,1.0,-9.78,-32.07,-115.14,10.09,-89.16,31.39,21.85,22.63,98.84,63.07,-26.59,42.56,-8.25,1.0
0.0,1.0,11.07,-15.52,75.42,-20.24,-86.43,-92.8,-19.29,44.78,-103.45,-69.76,-101.05,73.03,48.13,1.0
2.0,1.0,-22.89,14.63,73.89,-45.8,686.25,119.71,-18.61,26.2,158.61,-35.36,-39.55,-20.92,-31.94,0.0
1.0,1.0,-19.08,-7.38,29.66,69.74,387.43,2.45,6.88,-3.57,-307.34,-100.07,21.99,-45.77,-20.83,0.0
1.0,1.0,-3.53,-7.25,63.79,59.7,50.69,-141.58,27.24,12.62,-453.83,-13.86,-49.1,-61.91,-3.83,1.0
1.0,1.0,-11.11,-12.27,-13.11,19.54,104.7,17.72,39.33,20.59,-128.78,-63.75,-43.51,-16.54,17.31,0.0
0.0,1.0,10.72,-0.35,-36.4,87.59,-209.17,-137.2,-0.59,17.64,-308.03,219.87,37.11,-9.75,-8.44,1.0
2.0,1.0,-20.5,-4.63,18.09,16.75,492.72,-1.68,-28.62,20.64,-39.83,160.34,38.34,-20.88,-8.05,0.0
1.0,1.0,-5.36,35.85,70.11,-26.17,25.39,-3.81,-0.84,-30.57,-151.82,-70.8,55.74,23.5,-49.45,0.0
1.0,0.0,-0.65,4.02,-56.25,-4.19,8.99,156.26,16.3,-30.77,-37.04,-0.77,-28.28,17.2,22.48,0.0
1.0,0.0,14.98,-9.35,-36.4,3.74,-85.64,-59.34,-13.27,-8.66,-125.46,-10.41,-127.4,-74.0,-11.13,1.0
1.0,1.0,12.85,16.24,-30.41,4.84,-558.6,36.27,40.21,-63.44,-145.96,-57.84,-18.31,51.23,-8.11,0.0
1.0,1.0,4.97,-29.99,-33.26,17.33,-158.82,-10.36,6.73,12.99,162.42,26.28,25.75,9.2,13.01,1.0
1.0,1.0,-0.09,10.25,53.0,-13.7,302.01,116.95,-28.13,-33.18,-204.62,-107.82,-53.32,7.98,-9.26,1.0
1.0,1.0,-22.49,-37.05,66.05,-29.23,285.95,-43.12,10.65,6.65,-272.25,-19.07,29.61,8.56,-29.14,0.0
1.0,1.0,7.65,-33.46,-110.49,-43.85,-50.15,117.94,0.56,-37.76,36.07,129.33,-50.8,-44.87,-30.66,0.0
2.0,1.0,-1.26,19.69,14.91,44.85,128.68,18.28,-2.81,14.73,237.53,-59.54,83.89,-39.82,37.17,1.0
1.0,1.0,-20.61,49.38,-56.62,-56.92,366.46,-40.75,15.99,36.5,-304.56,17.75,19.14,-59.59,16.01,1.0
0.0,0.0,17.7,18.28,67.65,-15.83,-59.65,-19.06,-35.05,26.22,74.42,13.96,18.43,56.67,33.78,1.0
1.0,2.0,6.3,-20.27,-104.31,-30.24,-19.41,77.78,-5.16,-23.54,33.07,-56.72,40.69,-45.92,-25.64,0.0
2.0,1.0,-13.24,-22.6,-72.42,-5.73,-288.57,-67.2,61.34,0.52,14.12,-196.05,29.89,-7.2,29.28,1.0
1.0,1.0,4.86,-10.98,-63.97,-4.57,137.4,8.7,-28.84,30.26,67.95,111.16,-37.03,-17.94,1.24,1.0
1.0,1.0,-3.34,-1.06,83.8,-11.18,-139.52,-78.58,21.46,-10.33,-200.44,-13.26,-45.59,31.65,-10.93,0.0
1.0,0.0,14.81,-0.49,-70.08,7.07,-176.46,89.14,8.53,-11.63,208.09,71.87,1.07,-25.89,-9.25,1.0
1.0,2.0,-13.15,49.41,-18.19,-26.15,-28.94,-18.48,21.85,-4.09,-133.74,-45.82,15.57,29.61,-8.99,0.0
1.0,1.0,8.63,28.52,4.32,-4.63,-388.1,32.27,45.26,-33.05,-232.85,-140.33,-4.7,54.22,-20.68,0.0
1.0,1.0,9.84,58.72,-74.98,53.59,-315.76,-44.25,8.23,-5.52,36.03,79.51,-35.05,-2.49,8.21,1.0
1.0,1.0,19.09,-6.78,-0.04,43.43,84.62,156.59,-3.7,35.63,228.67,-70.81,33.75,8.53,41.33,1.0
1.0,1.0,28.14,10.71,-23.06,-49.84,-199.86,85.91,-2.34,1.22,374.55,-18.19,5.32,-48.47,44.11,1.0
1.0,1.0,-7.69,-12.26,-29.52,69.56,40.48,39.12,32.26,-24.18,-182.8,147.94,-21.66,-43.5,11.77,0.0
1.0,1.0,4.84,50.3,-70.63,44.55,-123.92,66.17,12.21,6.25,80.59,-55.32,-65.71,24.73,-28.12,1.0
1.0,2.0,3.14,36.32,-204.99,-28.68,4.19,118.81,-2.78,31.31,70.03,-60.13,19.92,21.8,14.5,1.0
1.0,1.0,-7.89,-3.58,-4.91,-9.8,-202.75,-81.76,13.44,-0.82,-159.54,81.32,48.04,69.99,7.26,0.0
1.0,1.0,-0.38,-12.62,74.53,23.55,-49.28,34.97,16.19,-19.19,-61.66,84.55,47.34,33.9,-36.22,0.0
1.0,0.0,3.17,32.11,-68.66,2.02,-276.08,16.93,19.64,-23.17,111.89,-65.93,8.41,3.03,22.03,0.0
1.0,1.0,-2.3,-41.02,-47.89,27.34,-147.22,-6.52,38.83,14.14,-24.24,-2.95,40.48,-1.47,0.99,1.0
1.0,0.0,3.26,3.47,36.34,-15.22,-364.4,-86.49,15.46,-42.04,-143.39,-125.75,5.78,30.82,-9.32,0.0
1.0,1.0,-10.35,-28.66,-46.01,53.99,27.69,-9.44,22.19,2.65,-142.0,-27.59,18.11,-9.63,16.65,0.0
2.0,1.0,-13.45,-4.35,18.11,26.25,135.41,-53.09,-6.11,17.16,141.14,-14.85,51.67,-5.03,-0.71,0.0
1.0,1.0,3.58,45.53,-45.59,32.76,-402.7,-56.63,49.85,-13.78,143.21,31.51,83.92,-39.95,11.14,1.0
1.0,1.0,-5.78,21.74,-37.68,32.34,44.07,2.08,-11.73,-9.7,-60.65,-24.59,40.63,12.8,-39.2,0.0
2.0,1.0,-3.53,50.03,68.52,26.28,293.36,13.81,5.01,3.19,105.3,111.03,19.89,-103.32,27.31,1.0
1.0,1.0,-7.65,50.79,71.14,-17.99,34.0,-20.27,8.04,-10.91,-85.71,-62.95,-0.56,21.92,-23.21,0.0
1.0,1.0,-2.47,-31.49,-180.71,12.72,5.11,58.87,-16.77,24.66,-79.37,133.99,-25.07,58.54,27.78,1.0
1.0,0.0,-7.83,2.24,-60.37,-14.83,194.97,67.64,-7.85,-23.63,-98.44,15.89,66.04,-35.01,-8.95,0.0
1.0,1.0,8.2,-13.54,-28.61,-59.54,-349.79,60.8,36.48,-45.73,-203.93,73.9,-81.91,38.95,-35.04,0.0
1.0,1.0,-4.02,12.21,-66.56,-26.79,-138.57,34.96,38.96,-23.07,-103.95,-22.84,-31.49,-20.61,9.8,0.0
1.0,1.0,-6.07,-6.93,-184.1,-37.24,-248.88,43.77,43.54,3.26,56.59,-93.86,-60.89,4.58,16.65,1.0
2.0,1.0,-5.07,-14.4,-20.95,55.7,319.11,64.39,-19.19,12.86,121.35,80.62,57.31,-43.95,-17.28,1.0
2.0,1.0,-10.02,-6.68,-51.41,-0.61,452.88,67.91,-15.64,17.5,72.13,-48.62,23.54,-88.25,6.65,1.0
2.0,0.0,-5.64,-40.93,-24.98,-24.52,284.44,216.45,3.92,-19.59,173.48,-10.25,83.51,-13.81,34.34,0.0
1.0,1.0,7.6,36.12,-72.9,-59.39,-132.77,-52.34,1.71,-20.55,-166.83,1.02,35.51,-67.27,-41.0,1.0
1.0,0.0,11.14,-19.87,-227.0,90.2,-266.4,-117.21,-8.5,6.84,-252.26,-134.23,-12.9,-69.2,-27.68,1.0
1.0,1.0,6.2,21.17,-62.38,13.65,166.2,70.1,-42.41,11.15,31.51,-79.5,-0.15,14.72,-11.03,1.0
1.0,1.0,8.23,2.83,-45.9,61.31,-82.66,-0.11,-3.55,31.03,-33.08,-36.4,12.5,35.07,-17.48,1.0
1.0,1.0,-9.73,45.03,20.61,60.61,522.6,99.97,-17.37,-3.14,-157.45,-91.03,-17.8,-59.61,-4.41,1.0
1.0,1.0,5.42,61.24,-76.06,2.44,-272.95,37.18,14.68,-27.54,87.57,-145.16,11.94,8.88,-5.57,0.0
1.0,1.0,-5.12,32.86,-49.89,-16.3,334.06,120.08,-36.03,19.09,179.07,42.09,-49.79,18.39,0.02,1.0
1.0,1.0,5.43,29.23,54.77,0.7,-107.87,-50.91,-11.91,8.8,230.35,-70.12,13.53,16.18,12.84,1.0
1.0,1.0,3.07,-18.49,-18.15,-19.88,101.85,13.49,-7.17,-11.11,3.4,0.98,122.42,-69.02,-10.24,1.0
1.0,0.0,-3.92,1.95,132.71,-68.64,572.97,126.09,-36.55,11.93,-48.83,-77.5,-34.92,9.42,-24.54,1.0
1.0,1.0,-16.89,21.21,15.88,-6.01,60.78,-89.76,5.46,14.79,-188.95,36.98,8.57,39.85,30.02,0.0
2.0,1.0,-22.48,-1.81,2.56,75.99,491.09,65.88,-24.71,5.8,110.14,-25.48,-19.3,-16.48,14.85,0.0
1.0,1.0,-10.69,40.77,84.26,-19.3,225.87,-1.47,-1.48,3.18,-168.59,134.42,-5.04,20.57,-21.3,0.0
1.0,0.0,17.46,17.36,-159.2,-20.35,-382.2,-55.58,-23.21,17.33,349.56,-20.98,-80.4,-2.07,1.06,1.0
1.0,1.0,11.71,27.14,-127.29,-29.94,-424.6,31.58,11.52,-24.37,188.35,33.61,42.2,17.0,39.6,0.0
1.0,2.0,11.72,-47.34,-81.36,7.41,-192.16,100.11,20.57,-32.89,12.31,-15.03,16.56,-29.71,14.73,0.0
1.0,1.0,3.57,-13.89,-104.84,-8.93,1.73,147.85,24.65,26.8,109.16,72.05,80.39,19.71,-26.26,1.0
1.0,1.0,11.59,52.08,14.25,-50.32,28.1,28.91,-22.61,-39.63,-329.86,-119.64,0.1,-15.31,11.36,1.0
1.0,2.0,2.81,-51.92,-59.47,-44.77,-275.73,69.53,37.26,-44.77,-28.45,-159.8,29.7,-1.51,-15.32,0.0
2.0,1.0,-14.26,-9.81,-33.44,29.16,144.42,-32.88,-12.02,6.46,150.19,215.31,70.8,-19.57,-57.9,0.0
2.0,0.0,-13.68,16.2,-30.9,25.91,672.41,123.48,-14.01,10.43,-64.73,61.33,38.43,-117.68,34.74,0.0
1.0,0.0,5.81,-46.37,-79.2,-28.22,-175.94,76.93,24.95,15.21,294.99,8.16,10.8,4.91,32.59,1.0
2.0,0.0,-6.3,22.52,-6.03,-50.63,337.31,198.35,-22.54,-35.6,125.59,-101.62,-23.5,-2.34,24.24,0.0
1.0,1.0,-11.26,-24.52,30.13,42.08,203.12,27.31,11.09,2.08,-114.26,65.63,44.65,-5.7,13.55,0.0
1.0,1.0,-5.65,-3.48,-14.8,51.77,-66.08,-35.68,19.99,2.08,-72.71,-38.23,69.74,-1.2,-20.64,0.0
1.0,1.0,-1.09,-29.63,-104.49,4.39,-201.93,45.55,26.98,-34.2,-113.78,34.4,31.52,-5.69,-15.03,0.0
2.0,1.0,-2.75,32.95,12.69,32.31,671.82,250.67,-58.72,-21.99,73.75,-60.29,3.58,-28.97,8.57,1.0
1.0,1.0,-3.39,8.91,-0.31,70.41,-249.31,-75.97,27.36,-13.33,-58.24,-30.31,50.36,9.01,-13.89,1.0
0.0,1.0,7.03,-0.56,-150.52,-50.03,-298.62,-111.14,-5.65,26.42,-99.73,-79.03,-36.72,15.85,0.18,1.0
1.0,1.0,-4.7,-24.12,-123.51,64.92,220.11,63.72,-27.75,8.42,-124.97,-7.49,54.3,0.16,-64.95,1.0
1.0,0.0,-22.05,-8.41,36.63,16.19,3.6,-92.68,29.54,9.76,-332.38,-122.2,-122.85,65.03,7.75,0.0
0.0,1.0,13.55,41.87,-30.31,-24.16,-72.13,2.23,-25.89,19.86,-92.3,28.26,-31.82,49.19,-39.95,1.0
1.0,1.0,1.02,-16.44,-146.52,25.89,-34.09,58.4,5.83,24.3,18.67,-24.98,27.3,10.08,0.4,1.0
1.0,2.0,11.97,-4.1,-48.21,-58.72,-88.92,94.78,12.55,25.13,195.0,64.84,-43.7,14.17,11.32,1.0
1.0,1.0,-3.84,48.79,-35.86,-18.94,-175.56,-106.32,-4.7,-4.25,-188.03,38.48,3.33,37.09,-1.25,1.0
1.0,1.0,10.34,34.93,-11.01,11.35,-328.12,-65.9,9.02,-24.43,155.3,-30.68,-4.3,-34.85,15.62,1.0
2.0,1.0,-15.53,23.47,-100.9,0.48,-267.41,24.07,56.65,-15.64,291.02,-167.32,-13.85,-1.34,19.73,1.0
2.0,1.0,-10.03,-19.65,-25.44,-28.36,331.03,92.48,4.95,-0.72,-45.17,82.54,-22.36,-52.46,-24.31,0.0
1.0,1.0,10.32,-2.18,-6.73,0.8,-186.33,-34.52,-13.04,-8.26,107.78,115.82,82.49,3.52,-2.34,1.0
1.0,1.0,-10.51,-25.9,116.01,71.91,275.82,83.54,-27.03,-42.02,-179.67,182.0,17.33,63.71,-29.49,0.0
1.0,1.0,-13.5,13.66,-18.2,19.54,43.89,-22.87,18.84,3.46,-192.26,3.36,7.65,18.93,-23.26,0.0
1.0,1.0,-1.58,31.06,-76.95,-17.72,-99.39,34.84,16.17,-24.26,-136.28,9.52,54.09,-6.14,38.43,0.0
1.0,0.0,3.58,-16.18,32.17,-62.8,-240.21,54.14,54.62,-24.06,-307.78,56.17,19.35,44.87,-7.98,0.0
1.0,0.0,15.76,13.06,-207.67,91.54,-357.37,-139.56,-5.16,11.38,-157.08,-94.39,-3.44,-72.18,-1.35,1.0
1.0,1.0,-7.83,41.52,111.12,-59.14,199.69,72.3,23.62,-0.62,-146.25,-2.24,37.19,25.37,37.09,0.0
1.0,2.0,10.99,10.07,-81.47,59.38,-451.62,50.4,44.56,-42.4,22.91,-92.01,-43.07,-5.74,-55.71,0.0
1.0,1.0,-4.21,8.39,-14.48,38.16,22.19,16.81,27.66,11.17,9.59,-17.3,37.32,-25.3,-20.85,0.0
1.0,1.0,6.54,-9.4,-36.96,18.55,-291.77,-40.38,4.92,-23.18,115.51,69.31,-97.59,-6.83,14.57,1.0
1.0,1.0,3.5,-30.68,-26.29,-27.64,220.19,41.79,-25.35,2.04,-0.27,-50.02,32.88,-49.91,22.76,0.0
1.0,1.0,4.34,-25.57,-66.15,20.79,-66.72,92.87,12.42,-5.62,144.68,99.54,-52.51,-6.32,29.48,0.0
1.0,0.0,-9.63,44.58,27.59,27.87,-178.96,-21.92,45.22,-22.09,-154.29,-6.54,-29.42,26.79,16.1,0.0
1.0,1.0,-3.03,-32.47,-257.11,-13.83,111.98,-24.19,-26.24,55.94,-48.44,34.82,-20.89,-29.39,-34.28,1.0
0.0,1.0,15.16,58.13,-52.78,-12.32,-352.43,-156.82,-5.58,21.14,-244.73,-55.78,-56.53,20.44,-15.11,1.0
2.0,1.0,-32.75,40.62,77.79,-25.2,562.67,-39.05,9.84,41.36,-224.7,60.27,-30.7,-11.91,19.95,0.0
0.0,1.0,27.13,42.63,-151.2,-5.48,-582.82,-158.12,1.83,-44.36,-283.11,67.37,-28.6,-98.03,24.07,1.0
1.0,1.0,6.73,4.03,-88.67,23.57,-304.67,44.52,17.45,-34.17,131.23,37.02,-1.2,-6.16,0.84,0.0
1.0,2.0,0.33,-20.5,-136.34,38.54,176.11,131.28,-0.77,-7.03,-15.66,-114.54,-18.94,-58.54,-3.56,0.0
1.0,1.0,-0.35,32.89,-6.44,-33.51,147.63,-15.61,-4.12,-18.0,-396.57,14.32,-24.15,-49.95,21.16,1.0
1.0,1.0,-3.8,-35.08,0.83,-17.25,8.34,75.66,-0.02,-37.74,-73.92,9.75,25.81,28.51,7.86,0.0
1.0,0.0,6.63,-15.51,-25.31,-55.03,218.83,63.28,-39.86,,-72.1,-138.36,-52.07,3.8,43.11,1.0
1.0,1.0,10.2,27.94,-16.17,20.2,-376.55,101.51,71.06,-29.2,-227.18,40.95,6.53,33.81,34.43,0.0
1.0,1.0,2.88,19.88,107.34,-4.57,-379.02,-71.83,62.73,-13.6,-281.61,53.32,-9.55,48.83,-38.31,0.0
1.0,1.0,-7.7,-31.66,-60.29,-0.46,336.79,76.06,-13.04,-4.36,-164.83,114.76,55.54,-47.61,-46.97,0.0
1.0,1.0,4.37,6.98,-90.1,19.75,132.47,110.26,-14.05,53.08,156.68,132.02,0.89,47.7,-25.05,1.0
