cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
1.0,1.0,40.91,37.97,4.27,39.83,15.41,232.79,0.44,24.15,10.07,-32.68,88.02,0.7,-55.67,-128.55,-4.51,-40.2,-5.15,-103.16,2.77,2.0
1.0,1.0,31.46,69.78,-33.53,-114.54,18.34,23.3,-20.95,-53.37,4.33,15.5,-119.16,14.12,55.3,12.89,4.49,-256.43,-16.87,-87.07,24.46,0.0
1.0,1.0,-446.15,-49.05,78.15,-38.86,46.14,-6.02,52.54,62.06,8.88,315.0,-136.0,-63.5,158.93,-179.34,-14.05,-78.44,4.34,-124.88,-15.02,2.0
1.0,1.0,21.74,53.68,28.92,128.96,30.67,21.63,-39.02,-47.08,0.98,-0.3,-26.89,32.5,46.44,130.91,1.79,-10.97,31.65,34.45,-19.65,0.0
2.0,1.0,55.36,113.24,-65.07,15.76,-60.93,57.9,28.09,13.46,5.77,259.13,-72.99,3.97,126.17,-465.09,-13.99,-22.32,46.39,-43.89,-17.94,1.0
2.0,1.0,-248.66,160.37,38.42,-84.36,-71.93,248.1,-24.7,44.57,-4.43,5.03,99.65,81.5,23.94,63.08,2.85,-91.9,-7.6,58.4,8.95,1.0
1.0,2.0,58.18,-10.34,7.31,63.63,83.61,-78.66,-51.93,-21.17,2.36,52.37,-38.68,-53.19,262.91,78.19,-2.97,125.82,-21.19,-80.16,-4.3,0.0
1.0,1.0,150.73,90.7,-22.41,16.91,16.09,70.22,-12.66,-20.54,4.01,304.35,-185.23,-6.54,223.39,-360.55,-1.59,75.33,32.89,53.46,16.45,0.0
2.0,1.0,254.64,3.45,7.41,84.04,-48.72,-29.91,20.33,51.94,14.47,-46.53,-87.84,7.92,-88.13,-172.77,0.04,35.69,-68.15,11.77,-21.09,1.0
1.0,1.0,33.26,157.83,8.59,-56.83,-7.33,90.07,-3.33,-95.23,-7.16,131.78,-28.2,-37.35,-4.24,-291.67,8.72,-44.56,5.9,-123.89,11.24,0.0
2.0,1.0,-149.83,188.07,-1.97,-250.66,-39.22,-203.97,50.04,11.88,1.66,-12.38,-212.42,46.69,-32.94,-257.12,12.48,-115.0,-23.94,53.24,-8.24,0.0
1.0,2.0,338.02,83.8,10.43,-65.24,31.17,98.14,16.44,-32.82,-1.73,62.26,75.48,-12.42,172.25,-554.66,-3.84,48.15,34.25,-84.44,-26.03,0.0
3.0,1.0,-415.66,40.88,30.08,-12.59,-64.38,39.42,-7.09,42.45,4.96,88.9,55.28,34.87,169.49,229.18,-12.96,41.89,2.33,104.81,-20.14,2.0
2.0,1.0,-371.91,169.2,-59.7,1.44,-99.37,69.21,13.15,-32.23,-0.38,259.23,11.76,19.35,181.36,-90.32,-3.51,4.87,-9.6,65.97,15.21,1.0
1.0,1.0,-152.13,57.46,-15.64,16.77,-25.75,126.71,13.63,7.44,4.11,116.1,100.42,-23.14,196.04,-96.35,1.97,12.69,-1.44,-69.12,11.56,2.0
1.0,2.0,-220.1,-55.2,11.43,129.29,133.93,-111.74,1.68,73.65,5.2,338.34,18.27,-50.62,182.45,-178.59,-1.71,-105.78,46.5,102.22,3.73,2.0
1.0,0.0,-112.85,121.81,35.2,82.33,-68.13,57.72,45.59,66.54,-4.34,21.79,-74.27,-47.07,-0.87,-55.53,8.89,54.6,48.03,-51.67,-44.71,2.0
2.0,1.0,-288.07,100.26,-1.4,-75.7,-102.67,-40.84,31.66,31.2,2.03,-4.38,-63.04,95.0,152.62,125.05,10.48,38.9,-11.67,102.98,4.35,2.0
2.0,1.0,-338.39,117.36,6.49,-24.55,-47.31,-66.29,1.97,-6.98,8.84,76.74,-53.86,38.48,149.98,77.45,1.76,45.05,-21.97,-46.89,38.94,0.0
2.0,1.0,119.4,39.82,-63.86,-11.95,-14.16,24.15,30.67,-4.69,7.49,177.44,11.03,-44.5,124.01,-443.22,4.3,2.8,-6.35,-293.01,-15.37,1.0
0.0,1.0,13.49,172.88,21.6,-70.87,-52.01,133.42,-5.99,-81.69,-4.46,61.52,28.77,-13.53,-15.61,-63.75,11.82,-37.67,-21.95,65.05,8.23,0.0
2.0,0.0,143.37,-100.83,4.23,-22.43,-23.55,-23.26,18.97,43.16,3.03,220.95,-41.58,6.89,-161.65,-139.04,-0.56,117.61,26.31,-82.46,-22.96,0.0
2.0,2.0,-372.45,69.0,-4.3,-36.68,-13.3,-81.18,33.03,-26.25,9.74,38.15,74.78,20.3,7.21,-60.28,6.7,-39.92,54.8,-73.98,8.05,2.0
1.0,2.0,240.43,105.0,-18.25,-67.17,85.11,-90.86,0.71,54.39,-0.29,123.13,-18.95,2.94,81.82,-424.17,-11.3,76.7,-24.5,-78.37,2.4,2.0
1.0,2.0,173.89,48.12,-17.38,68.16,56.03,28.86,-0.56,-35.34,8.38,-81.35,-95.19,-47.57,150.81,-245.84,-8.63,-67.27,35.5,-20.73,-1.99,0.0
1.0,2.0,325.9,107.19,42.29,-324.51,12.99,154.87,-4.6,-61.83,-6.32,-23.68,129.22,-29.33,-21.32,-466.26,-10.83,-23.07,-18.55,-35.01,-5.66,0.0
1.0,1.0,147.5,-11.24,-33.14,6.24,-35.19,25.37,70.21,-35.22,-2.38,169.9,-196.14,-55.02,117.14,-546.47,4.38,-149.11,5.42,25.65,-33.42,1.0
1.0,2.0,-93.88,-0.75,57.41,75.97,73.34,-55.97,13.36,71.51,2.67,93.52,196.56,-4.08,183.35,-162.32,-9.22,-62.96,-64.73,-52.55,40.13,2.0
1.0,1.0,-106.55,104.04,11.64,-17.86,-4.68,15.85,26.06,56.82,3.05,128.33,-270.24,0.24,-71.34,-249.99,-13.19,8.66,-31.17,-83.3,1.86,2.0
1.0,1.0,97.8,150.66,-8.35,-26.77,-2.06,75.69,-31.12,-97.85,-4.14,149.9,32.48,71.44,90.88,-200.8,1.58,-68.78,-6.01,106.75,26.77,0.0
1.0,1.0,-284.97,77.0,35.84,101.98,-10.56,-12.26,29.27,62.61,-4.79,195.38,97.49,-5.36,57.58,-56.12,0.47,136.42,-12.98,-101.24,-17.24,2.0
2.0,2.0,251.44,54.8,39.42,44.54,19.23,60.07,31.19,74.15,-0.59,184.81,-0.18,-5.37,9.31,-659.54,8.74,179.82,12.52,71.35,-11.27,1.0
2.0,0.0,-207.86,-24.53,-21.58,-87.08,-13.91,-45.2,-13.56,61.39,5.77,93.12,-74.77,63.7,-118.91,292.68,8.29,-24.43,5.01,100.16,2.75,0.0
1.0,2.0,-267.85,11.25,27.01,38.04,104.09,-166.46,-3.32,30.1,0.6,282.64,-144.64,-27.66,100.21,-143.95,-4.9,-51.84,-41.25,13.14,-17.28,2.0
0.0,1.0,190.83,136.36,0.03,16.91,-23.64,123.05,0.1,-82.62,-1.17,-123.32,-48.62,41.86,13.21,-150.75,5.45,-115.22,-35.87,18.68,-38.68,0.0
1.0,2.0,-234.1,45.73,51.23,138.79,23.52,-78.43,34.93,17.88,0.78,73.2,90.52,-47.18,112.7,-124.37,-21.58,5.98,33.6,-11.16,-15.27,2.0
2.0,2.0,619.3,-7.5,0.51,-53.56,60.17,-23.87,16.89,46.86,2.08,12.67,-1.5,14.48,110.21,-630.35,-6.18,-80.1,12.67,90.84,8.83,1.0
1.0,1.0,-137.15,-160.27,-12.75,-50.91,33.0,126.89,-13.34,33.31,-11.99,108.39,-64.7,18.29,106.54,168.19,3.96,-61.43,-67.53,-95.69,18.32,2.0
2.0,2.0,0.61,-111.65,-47.62,185.04,63.25,-123.35,27.9,55.92,-7.81,46.2,15.93,-1.0,-97.27,-148.12,-5.6,39.35,-10.71,85.51,21.62,1.0
1.0,1.0,62.0,49.34,4.92,-49.98,-0.58,49.25,-17.51,-42.86,-4.16,-163.06,-118.65,44.96,14.66,94.54,0.22,-58.76,42.57,-4.77,-43.78,0.0
2.0,1.0,-235.81,96.13,-48.79,27.95,-28.0,17.99,-9.09,3.7,-11.29,59.92,19.19,-48.12,-52.34,54.46,1.12,40.95,40.95,47.63,4.63,0.0
1.0,1.0,-92.07,117.57,-45.87,-118.82,-20.82,14.16,22.5,-30.06,-0.4,94.16,75.12,32.79,169.94,-244.65,5.3,127.69,-1.27,6.19,6.44,1.0
1.0,1.0,258.52,-22.48,94.14,-123.99,12.66,-102.91,66.7,54.77,-11.0,-47.54,3.89,-0.45,35.57,-405.61,6.18,-87.36,57.47,-85.95,25.73,1.0
1.0,1.0,109.26,78.18,-32.43,72.28,26.86,20.94,-49.43,-50.18,4.79,112.46,3.15,-43.41,194.45,40.32,-5.98,10.69,-14.37,-16.96,-20.58,0.0
2.0,2.0,158.0,-100.75,-23.63,-33.42,127.19,-45.08,-70.97,45.63,7.59,-117.68,-11.3,-15.89,175.33,218.45,2.6,95.63,-30.83,-59.42,-7.42,0.0
1.0,2.0,846.32,-59.17,19.93,-89.91,36.05,-34.87,66.92,50.96,2.68,-17.21,149.52,-34.29,75.57,-880.35,5.12,-30.25,-25.91,-72.12,10.96,1.0
2.0,1.0,15.65,-132.7,7.96,9.82,-14.12,-71.49,42.89,45.93,4.83,-133.61,11.92,15.81,-19.0,-22.1,8.33,-34.08,-4.35,-21.7,9.33,1.0
2.0,1.0,-182.78,172.5,42.47,-5.5,-68.44,98.94,11.07,-13.99,5.94,209.78,80.48,34.31,167.09,-254.09,-5.61,-9.52,-11.42,30.44,-7.38,1.0
2.0,2.0,-322.53,158.49,-13.96,175.81,-39.96,268.56,-17.22,20.81,0.82,-85.64,54.25,1.18,0.16,76.66,-4.56,-26.01,11.6,-41.13,23.96,1.0
2.0,2.0,715.45,-34.94,34.7,-93.37,56.79,-43.09,40.78,35.46,-1.27,130.84,73.33,37.67,100.16,-871.48,2.55,59.92,34.33,13.03,0.57,1.0
2.0,2.0,210.17,-51.74,-53.43,68.39,58.94,47.64,9.85,56.2,-2.0,226.33,-165.21,-18.41,92.69,-528.65,1.85,-57.86,-20.49,-56.92,-19.16,1.0
2.0,1.0,50.49,113.62,57.56,-78.42,-27.15,-22.11,29.79,7.53,4.8,175.54,-307.21,-45.04,103.15,-407.95,1.52,95.13,-29.38,27.44,17.25,1.0
1.0,2.0,-154.46,-176.23,-70.79,106.69,70.89,207.55,-28.5,34.71,6.22,166.59,-179.12,56.46,88.2,94.18,8.77,-195.66,13.71,-136.18,9.12,2.0
2.0,1.0,188.63,4.99,9.43,57.68,6.24,-24.75,51.57,-3.84,-0.73,244.5,-69.94,-17.14,135.0,-624.04,2.94,-41.81,-22.06,-72.53,11.69,1.0
2.0,1.0,-33.39,-69.36,-25.79,69.5,11.57,-159.31,35.88,-14.59,0.74,331.63,-94.87,48.78,40.13,-279.61,10.44,-42.7,-53.28,41.59,4.8,0.0
1.0,2.0,69.29,86.31,-38.73,-170.99,62.6,106.51,-6.3,-16.7,13.81,125.95,-16.91,-5.5,41.86,-379.38,-13.02,181.81,29.26,33.76,-14.24,0.0
1.0,2.0,388.02,24.44,2.84,-29.71,61.7,65.56,36.08,75.44,-2.36,-123.49,38.99,83.14,-4.44,-547.22,4.71,-114.31,-49.63,27.24,0.24,1.0
1.0,2.0,216.87,54.1,-15.72,-29.33,92.11,-92.49,-24.25,71.8,-1.49,143.94,97.48,-44.21,110.77,-265.72,-4.0,46.54,72.48,51.38,10.15,2.0
2.0,2.0,-15.52,93.29,17.67,89.06,-15.04,-84.4,17.67,-28.51,2.38,93.3,-4.44,83.15,-23.83,-289.87,-26.82,41.84,33.35,-34.25,-0.87,0.0
1.0,2.0,-111.16,52.47,-23.02,119.04,99.18,-130.86,5.28,102.93,-0.28,189.41,-122.32,-31.41,82.15,-221.83,-4.72,37.26,33.24,177.13,-22.68,2.0
1.0,2.0,205.93,230.59,10.03,-82.08,67.15,-139.22,5.0,62.19,-1.87,-11.91,-72.18,1.3,-95.09,-408.54,5.33,-57.78,20.52,-203.6,26.14,2.0
2.0,0.0,-37.56,-11.94,-14.92,67.09,-57.67,-124.91,32.45,71.0,-3.95,178.08,-92.51,70.04,-132.42,-12.37,-6.32,-46.37,-1.3,-8.39,-16.64,0.0
1.0,2.0,-376.54,-9.15,22.87,-79.07,93.43,-264.85,18.13,-21.76,2.91,150.49,39.53,-65.69,137.1,-12.06,12.84,16.38,52.34,-4.45,-11.91,2.0
1.0,1.0,273.66,79.4,-36.09,31.98,7.21,60.35,-28.65,-54.11,3.07,129.37,-82.71,5.26,169.7,-251.93,-5.09,69.46,17.89,84.82,-8.6,0.0
1.0,2.0,300.94,54.51,13.15,-108.67,-20.51,175.43,0.98,-12.17,-1.19,-207.5,59.43,21.84,84.13,-173.67,7.23,-46.64,33.07,61.95,-30.33,1.0
1.0,2.0,-50.72,26.47,36.75,6.89,77.69,-51.64,-68.87,-59.2,11.97,78.55,61.15,48.53,34.04,174.45,5.24,149.81,-45.17,98.8,43.02,0.0
1.0,2.0,-217.06,43.13,105.05,133.51,60.03,154.87,-4.78,25.9,-2.11,242.78,-86.72,-33.26,126.9,-201.78,-6.5,17.45,61.27,-42.03,16.61,2.0
1.0,2.0,242.77,93.98,-28.61,-136.34,-0.64,99.46,-5.05,-48.1,5.17,115.84,-120.17,-24.2,124.36,-399.99,8.1,43.25,13.03,11.39,0.05,0.0
1.0,2.0,-81.29,-20.17,-52.06,-56.12,57.23,27.26,1.33,41.54,-0.86,43.38,-5.5,18.52,218.22,-80.74,-2.1,-98.76,-55.43,51.96,24.3,2.0
1.0,1.0,-372.0,-27.57,3.73,91.76,-13.03,-6.31,44.66,5.79,-1.2,204.78,7.02,-69.96,161.8,-98.7,5.05,23.46,-7.64,-85.13,-2.94,2.0
2.0,1.0,-70.94,74.11,-6.4,-15.11,-56.58,-119.69,75.08,40.85,3.13,41.83,-176.72,-52.89,-82.38,-349.23,-3.16,-72.17,15.78,89.96,-13.23,0.0
1.0,1.0,269.01,27.23,12.8,205.82,-17.31,-57.4,43.24,22.3,4.97,-167.33,-213.27,33.39,-56.66,-231.72,-1.12,-24.38,-28.69,54.37,-1.52,1.0
1.0,1.0,-68.29,100.82,-12.13,-28.89,-112.3,272.23,40.1,22.9,10.34,-259.09,188.89,-57.8,-131.11,8.43,15.52,54.46,-21.0,134.07,-9.23,1.0
1.0,1.0,97.94,86.52,26.04,0.26,3.39,138.95,-21.51,-24.31,-3.13,68.5,149.54,49.98,-64.87,-122.75,7.38,-28.17,9.93,-74.01,-42.66,0.0
2.0,1.0,-462.25,34.58,-100.74,-31.48,-72.7,-60.68,25.97,41.08,0.78,251.64,121.26,-10.67,258.56,121.47,-12.97,67.77,40.52,37.66,-12.62,2.0
2.0,1.0,-193.53,141.04,-20.31,-113.95,-75.73,-87.58,20.16,19.69,1.98,-8.77,95.33,29.34,38.96,-22.9,-14.17,-16.9,58.0,-65.65,53.57,0.0
1.0,1.0,279.01,129.65,15.03,-21.52,-43.74,130.93,-1.19,-56.43,-2.06,57.71,-141.48,27.53,152.63,-255.49,6.2,-7.86,-13.72,86.35,-44.67,0.0
1.0,0.0,-1.88,92.92,-67.12,68.42,-100.12,20.11,39.27,15.28,7.23,-139.59,-43.58,-13.98,29.46,51.73,1.5,-19.63,-14.06,-22.86,29.87,2.0
1.0,1.0,26.41,47.4,-76.66,-20.25,18.05,14.54,-32.55,-43.65,3.06,37.74,-54.71,-9.87,25.85,54.08,-3.67,-158.53,-37.3,78.02,-27.17,0.0
1.0,1.0,296.36,92.14,-7.73,-119.78,5.24,119.2,-11.52,-28.59,-1.39,124.52,-43.33,-60.38,141.76,-323.89,-4.1,7.54,-6.36,37.47,4.74,0.0
2.0,1.0,-317.75,171.26,-16.56,-55.84,-44.26,186.87,5.99,17.79,1.87,254.84,8.73,-24.22,225.29,-212.71,5.76,-50.7,-42.78,-82.35,-15.22,2.0
2.0,2.0,165.46,109.79,-47.98,46.4,-14.21,74.14,33.33,33.16,3.47,70.99,-8.82,-12.92,46.82,-500.75,-0.53,-0.01,-8.41,-61.75,8.09,1.0
2.0,2.0,-329.04,-35.81,92.65,98.9,2.26,-61.05,19.42,-19.62,2.11,72.67,-58.53,-12.6,162.82,65.15,3.67,-70.84,17.85,-165.94,6.26,2.0
1.0,1.0,-351.89,101.23,36.39,-84.61,23.51,129.12,-6.41,56.44,-5.06,299.97,-108.6,-23.54,69.32,-123.18,23.18,-6.96,3.21,58.42,-5.12,2.0
2.0,1.0,-135.14,93.45,-15.19,-29.33,-61.27,200.2,29.04,9.25,0.85,33.81,-122.93,68.65,-0.67,-218.49,9.7,16.59,-14.67,98.56,21.28,1.0
1.0,1.0,-294.65,-34.52,32.05,-189.97,-2.3,-21.15,9.85,33.14,-8.44,139.23,101.83,-61.12,117.13,144.79,-21.56,-27.11,17.04,-9.29,21.85,2.0
1.0,2.0,291.0,23.2,-16.84,124.82,44.02,61.08,-35.41,-30.77,-0.89,-122.79,-154.95,-32.14,68.94,-106.58,-7.16,-187.61,-13.76,-52.85,17.89,0.0
1.0,2.0,45.43,-49.58,98.2,-184.78,96.34,-80.64,23.33,48.14,-0.1,-55.67,-26.81,-5.56,-20.71,-270.58,-2.96,20.71,-34.93,-44.09,2.29,1.0
0.0,1.0,3.28,138.59,-18.05,103.41,-10.7,65.99,-4.51,-69.85,6.39,127.42,20.93,-40.56,60.17,-79.59,-1.22,-64.33,-18.41,36.32,-15.48,0.0
2.0,2.0,-56.95,-189.0,56.42,131.09,132.38,-149.42,-9.57,52.66,0.31,152.2,10.01,29.65,-119.03,-43.9,4.56,-8.74,-20.46,-42.71,-14.34,1.0
1.0,1.0,52.1,106.65,-32.64,50.46,50.64,16.45,23.71,77.59,5.56,138.38,-36.94,0.69,51.98,-392.27,20.91,32.82,52.27,-121.01,-7.61,2.0
2.0,1.0,-102.54,150.2,10.12,104.62,-77.6,12.26,17.8,22.83,2.27,-57.89,-51.34,7.35,-3.95,-8.25,-4.2,-109.79,43.43,-37.15,-16.95,2.0
1.0,2.0,336.0,96.7,-38.99,-77.5,40.14,72.98,-0.33,-21.93,-3.33,345.71,25.68,1.98,364.45,-666.91,6.38,-37.91,16.39,-192.45,-26.37,0.0
2.0,1.0,-253.72,17.92,-41.69,-1.86,-37.88,-64.76,24.02,-2.03,4.31,222.5,-72.62,-14.0,102.61,-77.57,0.43,151.92,-28.89,-84.33,-2.3,0.0
2.0,1.0,-410.19,264.19,44.55,-138.83,-159.94,235.21,4.24,-31.27,1.62,87.29,19.64,1.3,25.92,42.23,12.84,12.37,3.04,-51.39,12.42,1.0
1.0,2.0,235.74,61.17,-12.06,-48.54,37.88,-68.09,28.78,23.21,3.02,-76.66,153.51,24.61,-8.98,-311.98,2.09,-104.55,3.63,-36.72,6.59,1.0
1.0,1.0,47.87,-63.02,-11.82,-30.22,23.32,-77.03,23.36,32.09,3.0,52.44,-9.81,12.48,66.03,-120.34,12.36,-174.96,-58.86,9.98,-7.56,1.0
2.0,2.0,326.55,-48.22,-3.35,80.01,74.18,-10.11,31.78,36.99,5.03,181.6,-158.34,-56.48,88.9,-665.35,-9.43,53.37,-26.99,140.09,-3.37,1.0
2.0,0.0,-541.18,75.98,36.88,-81.14,-27.49,-66.89,20.82,98.77,-1.76,369.63,-178.38,-51.23,132.51,70.04,1.63,94.88,19.39,122.84,-6.69,2.0
3.0,2.0,27.27,-181.6,-1.3,30.24,89.64,-118.59,-59.31,55.59,1.79,-132.57,33.26,35.62,-248.63,356.83,-16.6,-103.99,26.48,-39.17,0.41,1.0
2.0,0.0,-376.54,-31.05,-74.98,22.58,-72.41,-94.12,24.71,44.43,-1.03,270.01,19.8,66.84,159.06,187.22,1.88,-44.35,24.7,-165.06,0.91,2.0
3.0,1.0,-177.82,177.62,33.49,-31.98,-145.01,-81.57,78.82,12.28,-9.82,0.48,-16.27,-33.08,-1.51,-299.18,-3.33,-41.58,7.11,-28.97,8.06,0.0
1.0,2.0,-341.87,121.63,1.65,33.03,13.58,-17.25,-36.5,-58.34,-3.38,72.41,-63.21,-14.08,7.14,148.35,9.61,-58.04,-9.95,1.95,10.15,0.0
1.0,2.0,253.07,-17.45,42.52,-32.21,35.66,21.2,-15.58,-11.82,-6.39,-135.68,122.65,8.7,68.71,-67.24,-7.33,-110.44,12.75,140.05,23.39,0.0
2.0,2.0,162.34,58.32,8.49,116.32,57.71,-40.22,35.66,82.72,9.19,154.8,-26.94,33.51,26.29,-605.37,0.55,53.05,-7.56,-74.45,8.93,1.0
2.0,1.0,210.99,60.08,7.32,102.27,-59.82,73.16,-8.63,-1.04,-5.91,-380.49,84.75,-10.3,-157.14,110.19,0.01,63.49,-0.32,98.02,-14.82,1.0
2.0,2.0,199.36,25.05,-19.26,69.05,50.31,30.13,-37.64,-35.25,-9.44,-27.18,-112.89,-6.61,113.8,-102.2,-1.64,14.98,31.15,19.88,29.64,0.0
1.0,1.0,195.63,110.67,7.64,159.27,-10.38,158.52,7.69,-34.12,-3.18,106.06,13.35,6.84,-16.63,-343.53,-20.58,-37.94,12.6,65.32,12.63,0.0
2.0,2.0,16.29,47.31,46.45,42.21,-3.81,30.45,19.42,15.47,-1.55,-343.56,-36.9,-22.12,-134.01,-45.95,-5.2,-4.42,-29.07,32.09,10.0,1.0
1.0,2.0,-10.31,80.97,36.58,-164.59,30.71,13.25,-39.96,-83.79,5.4,-2.71,-151.87,-25.32,-53.52,53.53,-6.52,105.33,-18.46,59.45,27.71,0.0
1.0,2.0,-102.6,79.84,-32.32,-183.03,51.67,32.6,-13.57,-34.34,-7.48,259.02,58.38,-31.41,-28.04,-225.14,3.72,-60.82,50.28,-0.97,-14.18,0.0
1.0,1.0,294.86,31.81,10.01,-44.75,-59.35,74.74,51.03,-54.5,-5.1,32.4,-105.23,9.32,108.05,-453.44,19.77,-27.5,74.51,-0.1,-10.98,1.0
1.0,2.0,48.5,130.71,6.6,-124.24,94.36,-125.56,3.68,40.42,7.87,88.17,-58.35,43.3,51.37,-324.53,1.07,1.86,-15.53,-34.35,-9.75,2.0
1.0,2.0,-435.22,-58.92,-22.32,19.81,39.08,43.66,42.97,53.07,6.98,40.91,135.11,4.54,290.25,22.43,3.83,-80.54,17.28,-20.77,-62.69,2.0
2.0,1.0,-288.49,45.8,-11.28,77.8,-30.71,-12.97,22.44,-27.63,3.69,271.9,6.22,-39.83,124.98,-197.23,3.02,63.36,23.21,-50.82,27.56,0.0
1.0,1.0,-135.12,20.6,-30.97,-141.26,127.95,-217.12,4.06,80.57,0.17,429.84,-235.95,-31.7,76.83,-310.06,22.49,-41.0,-28.2,-76.7,5.55,2.0
2.0,2.0,472.47,-27.08,-11.01,18.54,19.35,55.77,43.69,56.19,-2.43,121.52,-10.08,-15.44,40.13,-714.2,2.46,-149.62,-8.77,119.1,25.08,1.0
1.0,1.0,47.71,52.08,-15.7,101.83,51.03,-99.62,35.29,63.94,-7.49,223.17,170.56,23.76,172.2,-378.57,7.42,-29.6,-9.04,-9.8,11.58,2.0
2.0,1.0,-426.17,97.65,-14.45,-138.51,-58.1,59.15,-7.24,64.32,-0.45,0.89,95.5,-25.28,-130.2,329.34,12.5,2.83,-0.71,2.0,35.36,0.0
1.0,2.0,32.04,147.72,-29.41,53.92,-4.22,-111.46,13.35,-28.17,-7.39,-92.44,119.01,-1.7,41.59,-168.27,12.1,-66.79,12.02,48.87,-30.63,2.0
0.0,1.0,-170.13,184.56,-75.26,-96.81,-3.55,122.06,22.31,32.89,-5.94,195.38,-23.08,4.3,28.45,-290.23,-8.15,14.17,12.95,7.6,23.78,2.0
2.0,1.0,26.55,-13.11,-0.6,-86.21,-62.05,-84.31,39.41,6.52,2.92,91.93,-15.99,19.75,-40.05,-159.29,-6.18,-42.67,10.35,-6.01,16.61,0.0
2.0,2.0,196.51,-77.24,-51.7,-18.92,4.98,-77.06,67.38,26.6,-5.62,3.38,-220.56,44.2,-47.88,-458.12,-16.46,-45.23,-0.63,-11.09,15.96,1.0
1.0,0.0,-37.88,27.52,8.17,-12.9,-26.56,-88.37,39.53,38.6,5.97,100.92,2.17,-49.24,-5.35,-66.01,10.26,-10.25,-7.65,-86.14,-5.4,2.0
2.0,1.0,-127.8,26.24,36.8,-150.22,-43.73,110.34,6.35,27.99,5.4,-66.08,-119.41,34.05,99.91,102.33,0.44,-1.0,-16.53,-42.52,9.16,2.0
2.0,2.0,-0.61,-62.04,6.93,115.66,118.37,-89.91,-38.9,18.95,2.86,197.69,-18.25,40.9,156.52,-98.66,-19.5,-57.82,21.71,40.01,30.72,0.0
1.0,1.0,243.81,79.66,-72.73,19.72,-8.5,101.06,25.68,51.54,6.3,-19.91,131.74,35.88,69.17,-318.03,11.99,-100.0,-47.24,-104.95,17.23,2.0
1.0,1.0,-45.68,-0.42,-24.89,74.02,23.26,69.29,-38.43,31.15,2.2,65.72,48.49,7.04,-246.35,146.21,-3.8,0.45,-21.05,-194.03,-1.61,0.0
2.0,1.0,374.04,-18.15,-53.31,50.64,-73.77,-9.6,58.71,-11.01,2.2,-397.97,29.67,1.82,-53.3,-178.82,4.75,47.7,47.52,-72.21,-38.04,1.0
1.0,1.0,-468.89,-14.24,27.2,-12.52,-35.2,-20.67,62.74,6.99,4.74,177.5,106.57,58.12,67.84,-68.21,3.91,34.69,-30.93,76.33,22.03,2.0
2.0,1.0,-56.9,113.68,-30.38,-17.68,-67.59,81.48,-6.06,-16.36,-0.23,161.17,-124.3,-2.86,154.35,-135.6,-0.99,-185.71,-29.89,-18.05,49.93,1.0
1.0,1.0,-245.65,-0.05,39.78,-28.43,18.1,35.58,17.68,83.36,-9.72,166.8,-109.84,19.0,18.75,31.97,11.76,-94.39,-14.23,-2.43,-6.52,2.0
1.0,2.0,184.5,-68.74,29.32,-143.96,142.9,-217.44,21.33,73.76,2.31,85.52,-29.87,15.8,-103.64,-347.0,3.47,-64.11,-63.28,42.81,-26.57,1.0
2.0,0.0,-159.39,-90.82,34.84,-99.6,-63.78,-47.67,35.73,85.36,2.71,159.29,36.34,-15.68,-142.82,149.56,-2.8,96.46,-52.88,44.62,-8.74,0.0
2.0,2.0,-305.85,183.14,62.41,97.48,-80.43,-54.51,58.84,17.58,-0.72,-34.78,15.13,60.47,47.07,-236.19,14.31,38.38,-75.58,-62.47,-10.63,0.0
1.0,2.0,-223.8,50.35,13.54,23.08,95.04,-150.51,21.1,53.85,-9.33,260.78,-71.82,-5.08,88.65,-256.24,6.66,-7.75,-21.89,-0.68,22.5,0.0
0.0,0.0,-209.38,77.72,28.67,104.08,-4.45,-21.37,44.51,72.09,-2.17,184.91,155.75,-6.06,20.77,-104.69,7.61,-120.07,-48.85,-96.49,-6.02,2.0
2.0,2.0,378.27,12.76,29.59,48.07,13.66,-56.41,3.0,4.78,-0.44,-293.98,243.22,-55.65,-262.36,-135.07,-17.92,-15.02,11.7,-108.98,-29.17,1.0
1.0,1.0,-57.21,-133.27,26.85,-83.13,1.83,9.17,22.81,-45.92,-0.49,455.28,-47.09,90.7,-43.58,-260.14,7.07,118.87,-0.83,9.66,-20.39,0.0
1.0,1.0,-114.09,90.95,-7.31,-79.18,-41.27,-44.05,29.6,47.55,-7.79,-103.19,0.92,8.94,-14.31,60.85,-12.51,30.64,3.98,-2.13,-20.04,2.0
2.0,1.0,157.64,11.56,70.82,-81.11,-7.57,-18.71,29.61,13.55,-0.1,214.46,-5.26,-33.97,142.26,-448.89,-5.36,40.68,41.59,-1.23,0.29,1.0
2.0,0.0,-240.89,39.77,-55.53,3.47,-78.71,-24.92,40.92,62.01,8.63,230.23,0.82,-39.74,-113.17,-50.97,-1.57,-18.49,-25.5,8.93,10.13,0.0
2.0,1.0,-171.2,97.59,85.21,40.86,-103.42,-152.44,84.01,6.43,0.49,-41.84,49.69,0.47,36.34,-252.57,7.9,-80.33,15.05,-43.38,-38.5,0.0
